Entity,Code,Year,"Net enrolment rate, secondary, gender parity index (GPI) (GPI)"
Botswana,BWA,1994,1.1368499994278
Botswana,BWA,1995,1.21362996101379
Botswana,BWA,1998,1.13797998428345
Botswana,BWA,1999,1.16540002822876
Botswana,BWA,2000,1.15408003330231
Botswana,BWA,2002,1.15172004699707
Botswana,BWA,2003,1.14900004863739
Botswana,BWA,2013,1.12774002552032
Brazil,BRA,2007,1.12168002128601
Brazil,BRA,2009,1.10248005390167
Brazil,BRA,2011,1.08951997756958
Brazil,BRA,2012,1.07710003852844
Brazil,BRA,2013,1.06605005264282
Brunei,BRN,1977,1.08186995983124
Brunei,BRN,1978,1.08122003078461
Brunei,BRN,1979,1.08852005004883
Brunei,BRN,1980,1.11126005649567
Brunei,BRN,1981,1.13653004169464
Brunei,BRN,1982,1.11679005622864
Brunei,BRN,1983,1.12446999549866
Brunei,BRN,1984,1.13329994678497
Brunei,BRN,1991,1.11865997314453
Brunei,BRN,1992,1.13716995716095
Brunei,BRN,1993,1.08042001724243
Brunei,BRN,1994,1.09993994235992
Brunei,BRN,2005,1.01747000217438
Brunei,BRN,2006,1.02768003940582
Brunei,BRN,2007,1.02980005741119
Brunei,BRN,2008,1.02416002750397
Brunei,BRN,2009,1.01900005340576
Brunei,BRN,2010,1.01318001747131
Brunei,BRN,2011,1.00007998943329
Brunei,BRN,2012,1.00692999362946
Brunei,BRN,2013,1.02201998233795
Brunei,BRN,2014,1.01259994506836
Bulgaria,BGR,1998,0.986029982566834
Bulgaria,BGR,1999,0.988990008831024
Bulgaria,BGR,2000,0.980790019035339
Bulgaria,BGR,2001,0.982800006866455
Bulgaria,BGR,2002,0.980920016765594
Bulgaria,BGR,2003,0.978510022163391
Bulgaria,BGR,2004,0.976589977741241
Bulgaria,BGR,2005,0.975820004940033
Bulgaria,BGR,2006,0.974439978599548
Bulgaria,BGR,2007,0.98131000995636
Bulgaria,BGR,2008,0.975019991397858
Bulgaria,BGR,2009,0.974120020866394
Bulgaria,BGR,2010,0.974250018596649
Bulgaria,BGR,2011,0.978739976882935
Bulgaria,BGR,2012,0.98141998052597
Bulgaria,BGR,2013,0.973179996013641
Bulgaria,BGR,2014,0.973150014877319
Burkina Faso,BFA,1983,0.51528000831604
Burkina Faso,BFA,1986,0.521390020847321
Burkina Faso,BFA,1989,0.528479993343353
Burkina Faso,BFA,1992,0.537829995155334
Burkina Faso,BFA,1993,0.53779000043869
Burkina Faso,BFA,1994,0.560679972171783
Burkina Faso,BFA,1999,0.598190009593964
Burkina Faso,BFA,2001,0.659889996051788
Burkina Faso,BFA,2003,0.682669997215271
Burkina Faso,BFA,2004,0.68588000535965
Burkina Faso,BFA,2005,0.70728999376297
Burkina Faso,BFA,2006,0.714609980583191
Burkina Faso,BFA,2007,0.722930014133453
Burkina Faso,BFA,2008,0.736660003662109
Burkina Faso,BFA,2009,0.741639971733093
Burkina Faso,BFA,2010,0.777649998664856
Burkina Faso,BFA,2011,0.801490008831024
Burkina Faso,BFA,2012,0.83076000213623
Burkina Faso,BFA,2013,0.872200012207031
Burundi,BDI,1976,0.457340002059937
Burundi,BDI,1977,0.487619996070862
Burundi,BDI,1980,0.508769989013672
Burundi,BDI,1982,0.603829979896545
Burundi,BDI,1983,0.485570013523102
Burundi,BDI,1984,0.495330005884171
Burundi,BDI,1985,0.546419978141785
Burundi,BDI,1986,0.555040001869202
Burundi,BDI,1987,0.592530012130737
Burundi,BDI,1993,0.658680021762848
Burundi,BDI,2009,0.79255998134613
Burundi,BDI,2010,0.78864997625351
Burundi,BDI,2011,0.809899985790253
Burundi,BDI,2012,0.866180002689362
Burundi,BDI,2013,0.935720026493073
Burundi,BDI,2014,0.989619970321655
Cambodia,KHM,1998,0.54627001285553
Cambodia,KHM,1999,0.538810014724731
Cambodia,KHM,2000,0.559530019760132
Cambodia,KHM,2001,0.586570024490356
Cambodia,KHM,2002,0.602400004863739
Cambodia,KHM,2003,0.645399987697601
Cambodia,KHM,2004,0.743860006332397
Cambodia,KHM,2006,0.867680013179779
Cambodia,KHM,2007,0.884829998016357
Cambodia,KHM,2008,0.918449997901917
Cameroon,CMR,1971,0.432610005140305
Cameroon,CMR,1972,0.460929989814758
Cameroon,CMR,1973,0.471989989280701
Cameroon,CMR,1974,0.499210000038147
Cameroon,CMR,1975,0.495169997215271
Cameroon,CMR,1976,0.514800012111664
Cameroon,CMR,1977,0.544730007648468
Cameroon,CMR,1978,0.554880023002625
Cameroon,CMR,1979,0.572560012340546
Cameroon,CMR,1980,0.573939979076386
Cameroon,CMR,1981,0.571770012378693
Cameroon,CMR,2012,0.873610019683838
Cameroon,CMR,2013,0.874520003795624
Cameroon,CMR,2014,0.869989991188049
Canada,CAN,1994,0.959980010986328
Cape Verde,CPV,1987,0.915139973163605
Cape Verde,CPV,1994,1.04392004013062
Cape Verde,CPV,2002,1.07666003704071
Cape Verde,CPV,2003,1.1256799697876
Cape Verde,CPV,2004,1.13839995861053
Cape Verde,CPV,2005,1.15072000026703
Cape Verde,CPV,2006,1.16112995147705
Cape Verde,CPV,2007,1.1607700586319
Cape Verde,CPV,2009,1.15679001808167
Cape Verde,CPV,2012,1.13376998901367
Cape Verde,CPV,2013,1.13278996944427
Cape Verde,CPV,2014,1.13888001441956
Central African Republic,CAF,1971,0.234129995107651
Central African Republic,CAF,1972,0.206430003046989
Central African Republic,CAF,1973,0.205099999904633
Central African Republic,CAF,2009,0.583769977092743
Central African Republic,CAF,2011,0.555019974708557
Central African Republic,CAF,2012,0.521059989929199
Chad,TCD,1998,0.311250001192093
Chad,TCD,1999,0.299180001020432
Chad,TCD,2000,0.317499995231628
Chad,TCD,2001,0.340719997882843
Chad,TCD,2002,0.361220002174377
Chad,TCD,2003,0.334349989891052
Chile,CHL,2007,1.02802002429962
Chile,CHL,2008,1.03102004528046
Chile,CHL,2009,1.03683996200562
Chile,CHL,2010,1.03812003135681
Chile,CHL,2011,1.04235994815826
Chile,CHL,2012,1.04876005649567
Chile,CHL,2013,1.03824996948242
Chile,CHL,2014,1.03814995288849
Colombia,COL,2005,1.1085000038147
Colombia,COL,2006,1.11443996429443
Colombia,COL,2007,1.10980999469757
Colombia,COL,2008,1.09546995162964
Colombia,COL,2009,1.08575999736786
Colombia,COL,2010,1.07938003540039
Colombia,COL,2011,1.07602000236511
Colombia,COL,2012,1.08296000957489
Colombia,COL,2013,1.08105003833771
Colombia,COL,2014,1.07924997806549
Comoros,COM,2013,1.07068002223969
Congo,COG,1972,0.497040003538132
Congo,COG,1974,0.574850022792816
Congo,COG,1976,0.593850016593933
Costa Rica,CRI,1970,1.07134997844696
Costa Rica,CRI,1973,1.12776005268097
Costa Rica,CRI,1975,1.11866998672485
Costa Rica,CRI,1976,1.12913000583649
Costa Rica,CRI,1979,1.15392005443573
Costa Rica,CRI,1981,1.13835000991821
Costa Rica,CRI,1982,1.13558995723724
Costa Rica,CRI,1985,1.10263001918793
Costa Rica,CRI,1986,1.08010995388031
Costa Rica,CRI,1987,1.06578004360199
Costa Rica,CRI,1989,1.04700994491577
Costa Rica,CRI,1990,1.06133997440338
Costa Rica,CRI,1991,1.07282996177673
Costa Rica,CRI,2011,1.05771994590759
Costa Rica,CRI,2012,1.05317997932434
Costa Rica,CRI,2013,1.05965995788574
Costa Rica,CRI,2014,1.05191004276276
Croatia,HRV,1999,1.01918005943298
Croatia,HRV,2000,1.0200400352478
Croatia,HRV,2001,1.01744997501373
Croatia,HRV,2002,1.01655995845795
Croatia,HRV,2003,1.01857995986938
Croatia,HRV,2005,1.02430999279022
Croatia,HRV,2008,1.02656996250153
Croatia,HRV,2011,1.03000998497009
Croatia,HRV,2012,1.03113996982574
Croatia,HRV,2014,1.03069996833801
Cuba,CUB,1972,1.03793001174927
Cuba,CUB,1973,1.01830005645752
Cuba,CUB,1974,0.999989986419678
Cuba,CUB,1979,1.07362997531891
Cuba,CUB,1986,1.11226999759674
Cuba,CUB,1987,1.08868002891541
Cuba,CUB,1988,1.09221994876862
Cuba,CUB,1989,1.11878001689911
Cuba,CUB,1990,1.07314002513885
Cuba,CUB,1991,1.1481499671936
Cuba,CUB,1992,1.17151999473572
Cuba,CUB,1994,1.14222002029419
Cuba,CUB,1999,1.09530997276306
Cuba,CUB,2000,1.02821004390717
Cuba,CUB,2001,1.03866004943848
Cuba,CUB,2002,0.999339997768402
Cuba,CUB,2003,0.994729995727539
Cuba,CUB,2004,1.02772998809814
Cuba,CUB,2005,1.03134000301361
Cuba,CUB,2006,1.0390499830246
Cuba,CUB,2007,1.03630995750427
Cuba,CUB,2008,1.0325700044632
Cuba,CUB,2009,1.03655004501343
Cuba,CUB,2010,1.0242999792099
Cuba,CUB,2011,1.03032004833221
Cuba,CUB,2012,1.04164004325867
Cuba,CUB,2013,1.03685998916626
Cyprus,CYP,1971,0.92807000875473
Cyprus,CYP,1972,0.955030024051666
Cyprus,CYP,1973,0.970629990100861
Cyprus,CYP,1974,0.988330006599426
Cyprus,CYP,1975,0.955900013446808
Cyprus,CYP,1976,0.970640003681183
Cyprus,CYP,1977,0.97529000043869
Cyprus,CYP,1978,0.99439001083374
Cyprus,CYP,1979,1.00537002086639
Cyprus,CYP,1980,1.02246999740601
Cyprus,CYP,1981,1.0273300409317
Cyprus,CYP,1982,1.03949999809265
Cyprus,CYP,1983,1.06049001216888
Cyprus,CYP,1994,1.02182996273041
Cyprus,CYP,1995,1.02213001251221
Cyprus,CYP,1996,1.02775001525879
Cyprus,CYP,1997,1.03234994411469
Cyprus,CYP,1999,1.03956997394562
Cyprus,CYP,2000,1.03137004375458
Cyprus,CYP,2001,1.02383005619049
Cyprus,CYP,2002,1.03135001659393
Cyprus,CYP,2003,1.03278994560242
Cyprus,CYP,2004,1.03313994407654
Cyprus,CYP,2005,1.02487003803253
Cyprus,CYP,2006,1.02245998382568
Cyprus,CYP,2007,1.02497005462646
Cyprus,CYP,2008,1.01847004890442
Cyprus,CYP,2009,1.01917004585266
Cyprus,CYP,2010,1.01813995838165
Cyprus,CYP,2011,1.02063000202179
Cyprus,CYP,2012,1.0244300365448
Cyprus,CYP,2013,1.01725995540619
Cyprus,CYP,2014,1.0164999961853
Democratic Republic of Congo,COD,1992,0.570479989051819
Democratic Republic of Congo,COD,1993,0.555920004844666
Democratic Republic of Congo,COD,1994,0.509760022163391
Denmark,DNK,1981,1.02780997753143
Denmark,DNK,1982,1.03176999092102
Denmark,DNK,1983,1.0237900018692
Denmark,DNK,1984,1.02843999862671
Denmark,DNK,1985,1.02355003356934
Denmark,DNK,1986,1.02524995803833
Denmark,DNK,1987,1.0217000246048
Denmark,DNK,1988,1.02322995662689
Denmark,DNK,1989,1.02441000938416
Denmark,DNK,1990,1.02496004104614
Denmark,DNK,1991,1.02832996845245
Denmark,DNK,1992,1.02574002742767
Denmark,DNK,1993,1.03086996078491
Denmark,DNK,1994,1.03095996379852
Denmark,DNK,1995,1.03178000450134
Denmark,DNK,1996,1.02664995193481
Denmark,DNK,1998,1.02849996089935
Denmark,DNK,2000,1.02193999290466
Denmark,DNK,2001,1.02496004104614
Denmark,DNK,2002,1.03214001655579
Denmark,DNK,2003,1.03864002227783
Denmark,DNK,2004,1.03337001800537
Denmark,DNK,2005,1.03101003170013
Denmark,DNK,2006,1.03471004962921
Denmark,DNK,2007,1.03418004512787
Denmark,DNK,2008,1.03624999523163
Denmark,DNK,2009,1.03219997882843
Denmark,DNK,2010,1.02740001678467
Denmark,DNK,2011,1.02802002429962
Denmark,DNK,2012,1.0249400138855
Denmark,DNK,2013,1.02857995033264
Denmark,DNK,2014,1.0327399969101
Djibouti,DJI,1985,0.606090009212494
Djibouti,DJI,1986,0.665950000286102
Djibouti,DJI,1987,0.708840012550354
Djibouti,DJI,1988,0.751420021057129
Djibouti,DJI,1997,0.695280015468597
Djibouti,DJI,2001,0.642989993095398
Djibouti,DJI,2002,0.633430004119873
Djibouti,DJI,2004,0.684419989585876
Djibouti,DJI,2005,0.652100026607513
Djibouti,DJI,2008,0.722769975662231
Dominica,DMA,1999,1.33118999004364
Dominica,DMA,2000,1.14458000659943
Dominica,DMA,2001,1.13366997241974
Dominica,DMA,2003,1.12478005886078
Dominica,DMA,2004,1.11100995540619
Dominica,DMA,2005,1.08977997303009
Dominica,DMA,2006,1.16919994354248
Dominica,DMA,2009,1.20212996006012
Dominica,DMA,2010,1.09074997901917
Dominica,DMA,2011,1.06623005867004
Dominican Republic,DOM,1999,1.24388003349304
Dominican Republic,DOM,2000,1.23810005187988
Dominican Republic,DOM,2002,1.25099003314972
Dominican Republic,DOM,2004,1.19317996501923
Dominican Republic,DOM,2005,1.22142004966736
Dominican Republic,DOM,2007,1.22583997249603
Dominican Republic,DOM,2008,1.21865999698639
Dominican Republic,DOM,2009,1.13311004638672
Dominican Republic,DOM,2010,1.15259003639221
Dominican Republic,DOM,2011,1.15609002113342
Dominican Republic,DOM,2012,1.15206003189087
Dominican Republic,DOM,2013,1.14728999137878
Dominican Republic,DOM,2014,1.14138996601105
East Asia & Pacific,,1998,0.912930011749268
East Asia & Pacific,,1999,0.914629995822906
East Asia & Pacific,,2000,0.931850016117096
East Asia & Pacific,,2001,0.946030020713806
East Asia & Pacific,,2002,0.963249981403351
East Asia & Pacific,,2003,0.980409979820251
East Asia & Pacific,,2005,1.01885998249054
East Asia & Pacific,,2006,1.02722001075745
East Asia & Pacific,,2007,1.03282999992371
East Asia & Pacific,,2008,1.0357700586319
East Asia & Pacific,,2009,1.03831005096436
East Asia & Pacific,,2010,1.04171001911163
East Asia & Pacific,,2011,1.04595005512238
East Asia & Pacific,,2012,1.05208003520966
East Asia & Pacific,,2013,1.0445100069046
East Asia & Pacific,,2014,1.04658997058868
East Asia & Pacific (all income levels),,1998,0.923550009727478
East Asia & Pacific (all income levels),,1999,0.92425000667572
East Asia & Pacific (all income levels),,2000,0.939220011234283
East Asia & Pacific (all income levels),,2001,0.951789975166321
East Asia & Pacific (all income levels),,2002,0.967209994792938
East Asia & Pacific (all income levels),,2003,0.982640027999878
East Asia & Pacific (all income levels),,2004,1.00037002563477
East Asia & Pacific (all income levels),,2005,1.01770997047424
East Asia & Pacific (all income levels),,2006,1.02531003952026
East Asia & Pacific (all income levels),,2007,1.03042995929718
East Asia & Pacific (all income levels),,2008,1.03310000896454
East Asia & Pacific (all income levels),,2009,1.03538000583649
East Asia & Pacific (all income levels),,2010,1.03848004341125
East Asia & Pacific (all income levels),,2011,1.04237997531891
East Asia & Pacific (all income levels),,2012,1.04804003238678
East Asia & Pacific (all income levels),,2013,1.04129004478455
East Asia & Pacific (all income levels),,2014,1.04322004318237
Ecuador,ECU,1998,1.04965996742249
Ecuador,ECU,1999,1.0317599773407
Ecuador,ECU,2000,1.03122997283936
Ecuador,ECU,2001,1.03766000270844
Ecuador,ECU,2002,1.01865994930267
Ecuador,ECU,2003,1.03248000144958
Ecuador,ECU,2004,1.01513004302979
Ecuador,ECU,2005,1.02473998069763
Ecuador,ECU,2006,1.02535998821259
Ecuador,ECU,2007,1.01769995689392
Ecuador,ECU,2010,1.02337002754211
Ecuador,ECU,2011,1.02218997478485
Ecuador,ECU,2012,1.02558994293213
Ecuador,ECU,2013,1.03596997261047
Egypt,EGY,1971,0.521189987659454
Egypt,EGY,1972,0.539279997348785
Egypt,EGY,1973,0.545120000839233
Egypt,EGY,1974,0.54790997505188
Egypt,EGY,1994,0.858870029449463
Egypt,EGY,2011,0.998989999294281
Egypt,EGY,2014,1.01420998573303
El Salvador,SLV,2000,0.977649986743927
El Salvador,SLV,2001,0.990100026130676
El Salvador,SLV,2002,0.986540019512177
El Salvador,SLV,2005,1.01270997524261
El Salvador,SLV,2006,1.02490997314453
El Salvador,SLV,2007,1.02444994449615
El Salvador,SLV,2008,1.01967000961304
El Salvador,SLV,2009,1.01759004592896
El Salvador,SLV,2010,1.01440000534058
El Salvador,SLV,2011,1.00759994983673
El Salvador,SLV,2012,1.01013004779816
El Salvador,SLV,2013,1.01705002784729
El Salvador,SLV,2014,1.02802002429962
Equatorial Guinea,GNQ,1999,0.332940012216568
Equatorial Guinea,GNQ,2005,0.767220020294189
Eritrea,ERI,1994,0.893220007419586
Eritrea,ERI,1995,0.890339970588684
Eritrea,ERI,1997,0.855340003967285
Eritrea,ERI,1999,0.812179982662201
Eritrea,ERI,2000,0.814100027084351
Eritrea,ERI,2001,0.80883002281189
Eritrea,ERI,2002,0.750299990177155
Eritrea,ERI,2003,0.746680021286011
Eritrea,ERI,2004,0.642090022563934
Eritrea,ERI,2005,0.68079000711441
Eritrea,ERI,2006,0.684199988842011
Eritrea,ERI,2007,0.732559978961945
Eritrea,ERI,2008,0.728630006313324
Eritrea,ERI,2009,0.74533998966217
Eritrea,ERI,2010,0.782519996166229
Eritrea,ERI,2011,0.813690006732941
Eritrea,ERI,2012,0.81511002779007
Eritrea,ERI,2013,0.843460023403168
Estonia,EST,1998,1.05676996707916
Estonia,EST,1999,1.06405997276306
Estonia,EST,2000,1.06571996212006
Estonia,EST,2001,1.06526005268097
Estonia,EST,2002,1.06172001361847
Estonia,EST,2003,1.07142996788025
Estonia,EST,2004,1.05350995063782
Estonia,EST,2006,1.04233002662659
Estonia,EST,2007,1.04688000679016
Estonia,EST,2008,1.03924000263214
Estonia,EST,2009,1.02532005310059
Estonia,EST,2010,1.01724004745483
Estonia,EST,2011,1.00703001022339
Estonia,EST,2012,1.00541996955872
Estonia,EST,2013,1.01286995410919
Ethiopia,ETH,1999,0.715250015258789
