Entity,Code,Year,Coal consumption per capita (BP & UN (2017 revision)) (megawatt-hours)
Algeria,DZA,2015,0.04200290493
Argentina,ARG,1965,0.41551597980000005
Argentina,ARG,1966,0.4287451372
Argentina,ARG,1967,0.4143937791
Argentina,ARG,1968,0.32834500759999996
Argentina,ARG,1969,0.43118545080000004
Argentina,ARG,1970,0.47530242959999996
Argentina,ARG,1971,0.38526161600000003
Argentina,ARG,1972,0.3379081332
Argentina,ARG,1973,0.3505784225
Argentina,ARG,1974,0.4418805765
Argentina,ARG,1975,0.4693666753
Argentina,ARG,1976,0.4716953669
Argentina,ARG,1977,0.3680376331
Argentina,ARG,1978,0.5180945905
Argentina,ARG,1979,0.40335278970000005
Argentina,ARG,1980,0.38653559120000003
Argentina,ARG,1981,0.3456855935
Argentina,ARG,1982,0.3379496973
Argentina,ARG,1983,0.3028306288
Argentina,ARG,1984,0.20075181090000002
Argentina,ARG,1985,0.23003742330000002
Argentina,ARG,1986,0.3372831297
Argentina,ARG,1987,0.36882524640000003
Argentina,ARG,1988,0.3771918874
Argentina,ARG,1989,0.3722161872
Argentina,ARG,1990,0.33376055250000003
Argentina,ARG,1991,0.257169425
Argentina,ARG,1992,0.224616737
Argentina,ARG,1993,0.2621026723
Argentina,ARG,1994,0.36457910590000003
Argentina,ARG,1995,0.32279020939999997
Argentina,ARG,1996,0.2996913227
Argentina,ARG,1997,0.274577607
Argentina,ARG,1998,0.23443298340000002
Argentina,ARG,1999,0.2334974815
Argentina,ARG,2000,0.19277419180000002
Argentina,ARG,2001,0.20625629380000002
Argentina,ARG,2002,0.1721784203
Argentina,ARG,2003,0.2066460504
Argentina,ARG,2004,0.32258318960000004
Argentina,ARG,2005,0.33494695480000003
Argentina,ARG,2006,0.3101947502
Argentina,ARG,2007,0.3550729619
Argentina,ARG,2008,0.40086725089999997
Argentina,ARG,2009,0.2721907534
Argentina,ARG,2010,0.358100073
Argentina,ARG,2011,0.4321537407
Argentina,ARG,2012,0.36179039760000004
Argentina,ARG,2013,0.3424388401
Argentina,ARG,2014,0.40289575650000004
Argentina,ARG,2015,0.3642317673
Australia,AUS,1965,17.77895036
Australia,AUS,1966,17.98340448
Australia,AUS,1967,18.01352156
Australia,AUS,1968,18.075244350000002
Australia,AUS,1969,18.24254496
Australia,AUS,1970,18.04065423
Australia,AUS,1971,17.774889469999998
Australia,AUS,1972,18.26975213
Australia,AUS,1973,18.75855664
Australia,AUS,1974,19.32868662
Australia,AUS,1975,19.704837500000004
Australia,AUS,1976,20.13570974
Australia,AUS,1977,20.787111669999998
Australia,AUS,1978,21.095452140000003
Australia,AUS,1979,21.80172671
Australia,AUS,1980,22.16952431
Australia,AUS,1981,22.450990570000002
Australia,AUS,1982,22.38409019
Australia,AUS,1983,22.058573680000002
Australia,AUS,1984,22.98042616
Australia,AUS,1985,23.40414775
Australia,AUS,1986,23.61330155
Australia,AUS,1987,24.19948841
Australia,AUS,1988,25.034980570000002
Australia,AUS,1989,25.84270698
Australia,AUS,1990,26.07452521
Australia,AUS,1991,26.24288997
Australia,AUS,1992,26.07569995
Australia,AUS,1993,25.94427894
Australia,AUS,1994,26.185247200000003
Australia,AUS,1995,26.78395476
Australia,AUS,1996,27.58138252
Australia,AUS,1997,28.66959851
Australia,AUS,1998,29.632038570000002
Australia,AUS,1999,29.475025730000002
Australia,AUS,2000,29.28220031
Australia,AUS,2001,28.640624459999998
Australia,AUS,2002,28.959041130000003
Australia,AUS,2003,29.45606421
Australia,AUS,2004,30.33480531
Australia,AUS,2005,29.732715980000002
Australia,AUS,2006,30.02498689
Australia,AUS,2007,29.23862678
Australia,AUS,2008,29.890755040000002
Australia,AUS,2009,28.41864552
Australia,AUS,2010,25.967495940000003
Australia,AUS,2011,24.891067800000002
Australia,AUS,2012,22.97951265
Australia,AUS,2013,21.601604899999998
Australia,AUS,2014,21.12643047
Australia,AUS,2015,21.54391197
Austria,AUT,1965,8.092213714000001
Austria,AUT,1966,7.680325505
Austria,AUT,1967,7.225857272000001
Austria,AUT,1968,7.093638594
Austria,AUT,1969,6.94397586
Austria,AUT,1970,7.431132334
Austria,AUT,1971,6.78560318
Austria,AUT,1972,6.127578415
Austria,AUT,1973,6.0693213770000005
Austria,AUT,1974,6.388791638
Austria,AUT,1975,5.54363441
Austria,AUT,1976,5.897327605
Austria,AUT,1977,4.949898720999999
Austria,AUT,1978,5.034535336
Austria,AUT,1979,5.472137816000001
Austria,AUT,1980,5.628924861000001
Austria,AUT,1981,5.766312715
Austria,AUT,1982,5.485998762
Austria,AUT,1983,5.873370281000001
Austria,AUT,1984,6.689158534000001
Austria,AUT,1985,6.673129462
Austria,AUT,1986,5.94100527
Austria,AUT,1987,5.882625181000001
Austria,AUT,1988,5.618852057
Austria,AUT,1989,5.623840583000001
Austria,AUT,1990,6.167901361999999
Austria,AUT,1991,6.4291965200000005
Austria,AUT,1992,4.965173938
Austria,AUT,1993,4.429648469
Austria,AUT,1994,4.461244752
Austria,AUT,1995,5.04856073
Austria,AUT,1996,5.052503114
Austria,AUT,1997,5.349128866
Austria,AUT,1998,4.7046094730000005
Austria,AUT,1999,4.666425166
Austria,AUT,2000,5.264289542
Austria,AUT,2001,5.418924273
Austria,AUT,2002,5.479814215
Austria,AUT,2003,5.815625614
Austria,AUT,2004,5.668420573000001
Austria,AUT,2005,5.637619485999999
Austria,AUT,2006,5.712814557
Austria,AUT,2007,5.460411622
Austria,AUT,2008,5.234820793
Austria,AUT,2009,3.999717287
Austria,AUT,2010,4.680259201
Austria,AUT,2011,4.773101838
Austria,AUT,2012,4.411292481
Austria,AUT,2013,4.4458873610000005
Austria,AUT,2014,4.036986815000001
Austria,AUT,2015,4.343417931
Azerbaijan,AZE,1985,0.1604990958
Azerbaijan,AZE,1986,0.1578430341
Azerbaijan,AZE,1987,0.1552128817
Azerbaijan,AZE,1988,0.152632597
Azerbaijan,AZE,1989,0.15012997949999998
Azerbaijan,AZE,1990,0.1429107924
Azerbaijan,AZE,1991,0.1059003343
Azerbaijan,AZE,1992,0.01867789767
Azerbaijan,AZE,1993,0.004601833268
Azerbaijan,AZE,1994,0.006054367754
Azerbaijan,AZE,1995,0.004487213948
Azerbaijan,AZE,1996,0.004441444161
Azerbaijan,AZE,1997,0.004402152045000001
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0.004256290411
Azerbaijan,AZE,2002,0.002810191838
Azerbaijan,AZE,2003,0.004172766652
Azerbaijan,AZE,2004,0.001266392406
Azerbaijan,AZE,2005,0.004385797869
Azerbaijan,AZE,2006,0.004339253053000001
Azerbaijan,AZE,2007,0.001653542012
Azerbaijan,AZE,2008,0.009204782251
Azerbaijan,AZE,2009,0.005370610157
Azerbaijan,AZE,2010,0.000677356313
Azerbaijan,AZE,2011,0.004413561793999999
Azerbaijan,AZE,2012,0.000684480273
Azerbaijan,AZE,2013,0.003637367946
Azerbaijan,AZE,2014,0.002029879776
Azerbaijan,AZE,2015,0.000427922411
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,0.01608028111
Bangladesh,BGD,1973,0.02056319191
Bangladesh,BGD,1974,0.01796628161
Bangladesh,BGD,1975,0.02037967814
Bangladesh,BGD,1976,0.019668155939999998
Bangladesh,BGD,1977,0.020015778390000002
Bangladesh,BGD,1978,0.01886432828
Bangladesh,BGD,1979,0.013644963920000001
Bangladesh,BGD,1980,0.017728175449999998
Bangladesh,BGD,1981,0.01773478682
Bangladesh,BGD,1982,0.02091301426
Bangladesh,BGD,1983,0.01152372412
Bangladesh,BGD,1984,0.004489988589
Bangladesh,BGD,1985,0.0061121229090000005
Bangladesh,BGD,1986,0.008985507794
Bangladesh,BGD,1987,0.01377180388
Bangladesh,BGD,1988,0.01381590082
Bangladesh,BGD,1989,0.01402705147
Bangladesh,BGD,1990,0.030818634629999998
Bangladesh,BGD,1991,0.009623188562
Bangladesh,BGD,1992,0.008832455698000001
Bangladesh,BGD,1993,0.003220941926
Bangladesh,BGD,1994,0.00295188826
Bangladesh,BGD,1995,0.03143709777
Bangladesh,BGD,1996,0.0168723244
Bangladesh,BGD,1997,0.03031827883
Bangladesh,BGD,1998,0.008550325978
Bangladesh,BGD,1999,0.00414455507
Bangladesh,BGD,2000,0.02915639443
Bangladesh,BGD,2001,0.03034097195
Bangladesh,BGD,2002,0.03110626685
Bangladesh,BGD,2003,0.029227131190000002
Bangladesh,BGD,2004,0.028794946459999998
Bangladesh,BGD,2005,0.03898667493
Bangladesh,BGD,2006,0.037707414620000004
Bangladesh,BGD,2007,0.04886800479
Bangladesh,BGD,2008,0.0501176362
Bangladesh,BGD,2009,0.05984520285
Bangladesh,BGD,2010,0.06181486585
Bangladesh,BGD,2011,0.05510190796
Bangladesh,BGD,2012,0.06737469468
Bangladesh,BGD,2013,0.07116266096
Bangladesh,BGD,2014,0.05670371111
Bangladesh,BGD,2015,0.04998691653
Belarus,BLR,1985,2.519766389
Belarus,BLR,1986,2.738953107
Belarus,BLR,1987,2.6468005320000003
Belarus,BLR,1988,2.820280281
Belarus,BLR,1989,2.756950984
Belarus,BLR,1990,2.4185744650000003
Belarus,BLR,1991,2.295327894
Belarus,BLR,1992,1.912950067
Belarus,BLR,1993,1.646001675
Belarus,BLR,1994,1.156330103
Belarus,BLR,1995,1.091458752
Belarus,BLR,1996,1.3289616450000001
Belarus,BLR,1997,1.4054446029999998
Belarus,BLR,1998,1.252241136
Belarus,BLR,1999,1.167170714
Belarus,BLR,2000,1.164906485
Belarus,BLR,2001,0.8415432671
Belarus,BLR,2002,0.79915802
Belarus,BLR,2003,0.7573645466000001
Belarus,BLR,2004,0.7467201837
Belarus,BLR,2005,0.8293736015
Belarus,BLR,2006,0.7461783676
Belarus,BLR,2007,0.8472621706
Belarus,BLR,2008,0.792299528
Belarus,BLR,2009,0.7565461165
Belarus,BLR,2010,0.7924936734000001
Belarus,BLR,2011,0.9524861239000001
Belarus,BLR,2012,0.97124319
Belarus,BLR,2013,1.055167058
Belarus,BLR,2014,0.9652737599
Belarus,BLR,2015,0.8168523096
Belgium,BEL,1965,23.60637385
Belgium,BEL,1966,21.432847300000002
Belgium,BEL,1967,20.946203259999997
Belgium,BEL,1968,21.54222275
Belgium,BEL,1969,20.90600495
Belgium,BEL,1970,19.63568919
Belgium,BEL,1971,16.20735809
Belgium,BEL,1972,15.43235515
Belgium,BEL,1973,12.913373530000001
Belgium,BEL,1974,13.775229770000001
Belgium,BEL,1975,10.262302089999999
Belgium,BEL,1976,10.66933655
Belgium,BEL,1977,10.797448580000001
Belgium,BEL,1978,11.03447294
Belgium,BEL,1979,12.27224388
Belgium,BEL,1980,12.35328486
Belgium,BEL,1981,12.781882340000001
Belgium,BEL,1982,12.78996579
Belgium,BEL,1983,10.90537834
Belgium,BEL,1984,12.63616489
Belgium,BEL,1985,12.587677820000001
Belgium,BEL,1986,10.72760343
Belgium,BEL,1987,10.66083917
Belgium,BEL,1988,10.75492346
Belgium,BEL,1989,11.27580548
Belgium,BEL,1990,12.31613502
Belgium,BEL,1991,11.65786605
Belgium,BEL,1992,10.63260767
Belgium,BEL,1993,9.761515195
Belgium,BEL,1994,10.26862985
Belgium,BEL,1995,9.878239460000001
Belgium,BEL,1996,9.411182692
Belgium,BEL,1997,9.078617233000001
Belgium,BEL,1998,9.146840881000001
Belgium,BEL,1999,8.006486491
Belgium,BEL,2000,9.050603902999999
Belgium,BEL,2001,8.343402314
Belgium,BEL,2002,7.186219143000001
Belgium,BEL,2003,6.712428275000001
Belgium,BEL,2004,6.5115065990000005
Belgium,BEL,2005,5.7030290269999995
Belgium,BEL,2006,5.4230645189999995
Belgium,BEL,2007,4.805357906999999
Belgium,BEL,2008,4.907740232
Belgium,BEL,2009,3.3596523670000003
Belgium,BEL,2010,4.000692127
Belgium,BEL,2011,3.70883639
Belgium,BEL,2012,3.3738232790000002
Belgium,BEL,2013,3.486962575
Belgium,BEL,2014,3.4547414910000005
Belgium,BEL,2015,3.279557918
Brazil,BRA,1965,0.2416590238
Brazil,BRA,1966,0.2547176215
Brazil,BRA,1967,0.256227882
Brazil,BRA,1968,0.245553014
Brazil,BRA,1969,0.26705117310000004
Brazil,BRA,1970,0.2973434301
Brazil,BRA,1971,0.2919548112
Brazil,BRA,1972,0.29992842610000003
Brazil,BRA,1973,0.2877493616
Brazil,BRA,1974,0.2980153287
Brazil,BRA,1975,0.34592065229999996
Brazil,BRA,1976,0.36045081240000004
Brazil,BRA,1977,0.4464161347
Brazil,BRA,1978,0.5012647795
Brazil,BRA,1979,0.5317497327
Brazil,BRA,1980,0.5665640259000001
Brazil,BRA,1981,0.5414606552000001
Brazil,BRA,1982,0.5592223476
Brazil,BRA,1983,0.6146857354
Brazil,BRA,1984,0.7424006164
Brazil,BRA,1985,0.8590156084
Brazil,BRA,1986,0.8519347351000001
Brazil,BRA,1987,0.8745787564
Brazil,BRA,1988,0.8768505671000001
Brazil,BRA,1989,0.8541126656
Brazil,BRA,1990,0.7473665038
Brazil,BRA,1991,0.8419951577000001
Brazil,BRA,1992,0.8034198838
Brazil,BRA,1993,0.8141926124000001
Brazil,BRA,1994,0.8223383626999999
Brazil,BRA,1995,0.8486302991
Brazil,BRA,1996,0.8617808879000001
Brazil,BRA,1997,0.8533296829
Brazil,BRA,1998,0.8229399666
Brazil,BRA,1999,0.8208405777000001
Brazil,BRA,2000,0.8624768695
Brazil,BRA,2001,0.8370601615000001
Brazil,BRA,2002,0.7993870411
Brazil,BRA,2003,0.8188128522
Brazil,BRA,2004,0.8479928251000001
Brazil,BRA,2005,0.8082962532000001
Brazil,BRA,2006,0.7881703228
Brazil,BRA,2007,0.8264382602
Brazil,BRA,2008,0.8297914872000001
Brazil,BRA,2009,0.6629544111000001
Brazil,BRA,2010,0.8546790117
Brazil,BRA,2011,0.9042865543
Brazil,BRA,2012,0.8864955026
Brazil,BRA,2013,0.9468148303
Brazil,BRA,2014,0.9978122694
Brazil,BRA,2015,0.9980562227
Bulgaria,BGR,1965,8.480843348
Bulgaria,BGR,1966,8.680031650000002
Bulgaria,BGR,1967,9.358767608
Bulgaria,BGR,1968,10.098814050000001
Bulgaria,BGR,1969,10.08726476
Bulgaria,BGR,1970,10.96497128
Bulgaria,BGR,1971,10.757688309999999
Bulgaria,BGR,1972,11.023938710000001
Bulgaria,BGR,1973,11.0486474
Bulgaria,BGR,1974,10.8062752
Bulgaria,BGR,1975,11.27815846
Bulgaria,BGR,1976,10.47192972
Bulgaria,BGR,1977,10.39472908
Bulgaria,BGR,1978,11.05032683
Bulgaria,BGR,1979,11.361769500000001
Bulgaria,BGR,1980,11.88309874
Bulgaria,BGR,1981,12.03085119
Bulgaria,BGR,1982,12.60321201
Bulgaria,BGR,1983,12.52361256
Bulgaria,BGR,1984,12.52102609
Bulgaria,BGR,1985,13.05886795
Bulgaria,BGR,1986,13.42720382
Bulgaria,BGR,1987,13.43349993
Bulgaria,BGR,1988,12.54806074
Bulgaria,BGR,1989,12.86333516
Bulgaria,BGR,1990,11.46587537
Bulgaria,BGR,1991,10.21136629
Bulgaria,BGR,1992,10.128647390000001
Bulgaria,BGR,1993,11.035217339999999
Bulgaria,BGR,1994,10.39206817
Bulgaria,BGR,1995,10.57808986
Bulgaria,BGR,1996,10.843473340000001
Bulgaria,BGR,1997,11.097729880000001
Bulgaria,BGR,1998,10.718238040000001
Bulgaria,BGR,1999,9.354738503
Bulgaria,BGR,2000,9.35441604
Bulgaria,BGR,2001,10.6234862
Bulgaria,BGR,2002,9.832757358999999
Bulgaria,BGR,2003,10.91886473
Bulgaria,BGR,2004,10.844984490000002
Bulgaria,BGR,2005,10.43614307
Bulgaria,BGR,2006,10.62430998
Bulgaria,BGR,2007,12.08624427
Bulgaria,BGR,2008,11.69313217
Bulgaria,BGR,2009,9.983572357
Bulgaria,BGR,2010,10.8238024
Bulgaria,BGR,2011,12.82440721
Bulgaria,BGR,2012,11.02708052
Bulgaria,BGR,2013,9.488205638
Bulgaria,BGR,2014,10.300443289999999
Bulgaria,BGR,2015,10.725518840000001
Canada,CAN,1965,9.134538608000002
Canada,CAN,1966,8.799656492
Canada,CAN,1967,8.569259219
Canada,CAN,1968,9.152624744
Canada,CAN,1969,8.689612899
Canada,CAN,1970,9.177040673
Canada,CAN,1971,8.58211298
Canada,CAN,1972,7.969698154
Canada,CAN,1973,8.081426753
Canada,CAN,1974,8.090721725
Canada,CAN,1975,7.763140763000001
Canada,CAN,1976,9.073345831000001
Canada,CAN,1977,11.454832280000002
Canada,CAN,1978,9.312104456
Canada,CAN,1979,8.721764563999999
Canada,CAN,1980,10.510125669999999
Canada,CAN,1981,10.621424950000002
Canada,CAN,1982,11.111589
Canada,CAN,1983,11.50797008
Canada,CAN,1984,12.68088282
Canada,CAN,1985,12.04650112
Canada,CAN,1986,11.02267146
Canada,CAN,1987,11.68562962
Canada,CAN,1988,12.372738830000001
Canada,CAN,1989,12.17581469
Canada,CAN,1990,11.39662378
Canada,CAN,1991,10.89322172
Canada,CAN,1992,10.964111090000001
Canada,CAN,1993,9.623726315
Canada,CAN,1994,10.093270490000002
Canada,CAN,1995,10.440942680000001
Canada,CAN,1996,10.55396125
Canada,CAN,1997,10.93017514
Canada,CAN,1998,11.58238353
Canada,CAN,1999,11.037043200000001
Canada,CAN,2000,11.57399085
Canada,CAN,2001,11.91928104
Canada,CAN,2002,11.87931905
Canada,CAN,2003,11.73953809
Canada,CAN,2004,10.9192655
Canada,CAN,2005,10.82430675
Canada,CAN,2006,10.38967967
Canada,CAN,2007,10.66723544
Canada,CAN,2008,10.23545756
Canada,CAN,2009,8.083349100000001
Canada,CAN,2010,8.429465589
Canada,CAN,2011,7.327899635
Canada,CAN,2012,7.014495361000001
Canada,CAN,2013,6.850067476
Canada,CAN,2014,6.445075188
Canada,CAN,2015,6.355486627
Chile,CHL,1965,1.572337116
Chile,CHL,1966,1.58480387
Chile,CHL,1967,1.551127696
Chile,CHL,1968,1.518801866
Chile,CHL,1969,1.4881252280000001
Chile,CHL,1970,1.5601736330000002
Chile,CHL,1971,1.4786342270000001
Chile,CHL,1972,1.2002066400000002
Chile,CHL,1973,1.280921368
Chile,CHL,1974,1.193917711
Chile,CHL,1975,0.9383765124000001
Chile,CHL,1976,0.9324328352
Chile,CHL,1977,0.9883927051
Chile,CHL,1978,0.9490591845
Chile,CHL,1979,1.034418901
Chile,CHL,1980,1.125194897
Chile,CHL,1981,1.106152698
Chile,CHL,1982,0.7258840431
Chile,CHL,1983,0.8566595358
Chile,CHL,1984,1.1372225040000001
Chile,CHL,1985,1.1199374960000001
Chile,CHL,1986,1.0461649720000001
Chile,CHL,1987,1.0601148390000001
Chile,CHL,1988,1.4527257150000001
Chile,CHL,1989,1.9303279480000002
Chile,CHL,1990,2.287509141
Chile,CHL,1991,1.84925487
Chile,CHL,1992,1.573972208
Chile,CHL,1993,1.5638003440000001
Chile,CHL,1994,1.8171218610000002
Chile,CHL,1995,1.930874676
Chile,CHL,1996,2.638517525
Chile,CHL,1997,3.388788163
Chile,CHL,1998,3.147135203
Chile,CHL,1999,3.206918879
Chile,CHL,2000,2.4480313970000003
Chile,CHL,2001,1.898001738
Chile,CHL,2002,1.8911846060000002
Chile,CHL,2003,1.78805392
Chile,CHL,2004,2.048570291
Chile,CHL,2005,1.9861262979999998
Chile,CHL,2006,2.4533691319999997
Chile,CHL,2007,2.881546969
Chile,CHL,2008,3.049915831
Chile,CHL,2009,2.7604941220000003
Chile,CHL,2010,3.073505501
Chile,CHL,2011,3.905152443
Chile,CHL,2012,4.511847776
Chile,CHL,2013,5.027084836
Chile,CHL,2014,5.027751425000001
Chile,CHL,2015,4.788401143
China,CHN,1965,1.8416471710000002
China,CHN,1966,1.921728484
China,CHN,1967,1.663238866
China,CHN,1968,1.6060226100000001
China,CHN,1969,1.887323471
China,CHN,1970,2.3395691149999998
China,CHN,1971,2.631490984
China,CHN,1972,2.717985516
China,CHN,1973,2.693050785
China,CHN,1974,2.610146817
China,CHN,1975,2.886394639
China,CHN,1976,2.906202194
China,CHN,1977,3.1468145169999997
China,CHN,1978,3.4048250650000003
China,CHN,1979,3.472571387
China,CHN,1980,3.560821014
China,CHN,1981,3.4922564389999997
China,CHN,1982,3.643752005
China,CHN,1983,3.8462181550000003
China,CHN,1984,4.1190868080000005
China,CHN,1985,4.42284657
China,CHN,1986,4.541140699
China,CHN,1987,4.834014335
China,CHN,1988,5.094355253
China,CHN,1989,5.2419214510000005
China,CHN,1990,5.232242017
China,CHN,1991,5.409953682
China,CHN,1992,5.590926284
China,CHN,1993,5.89120457
China,CHN,1994,6.217833566
China,CHN,1995,6.239697491
China,CHN,1996,6.476407763999999
China,CHN,1997,6.299833635
China,CHN,1998,6.210714017000001
China,CHN,1999,6.350156967
China,CHN,2000,6.399168326
China,CHN,2001,6.689521184999999
China,CHN,2002,7.290249484
China,CHN,2003,8.63712724
China,CHN,2004,10.01157141
China,CHN,2005,11.6561985
China,CHN,2006,12.728156779999999
China,CHN,2007,13.782096020000001
China,CHN,2008,13.92123523
China,CHN,2009,14.500454079999999
China,CHN,2010,14.95877887
China,CHN,2011,16.19168182
China,CHN,2012,16.30326948
China,CHN,2013,16.56091375
China,CHN,2014,16.35168924
China,CHN,2015,15.93049906
Colombia,COL,1965,1.2234928520000001
Colombia,COL,1966,1.187681725
Colombia,COL,1967,1.2654143340000001
Colombia,COL,1968,1.1198815560000002
Colombia,COL,1969,1.162948861
Colombia,COL,1970,1.1824412210000002
Colombia,COL,1971,0.8971476636
Colombia,COL,1972,0.9106000215000001
Colombia,COL,1973,0.9066854444000001
Colombia,COL,1974,1.072263643
Colombia,COL,1975,1.065743088
Colombia,COL,1976,1.0190456970000001
Colombia,COL,1977,1.0212122399999999
Colombia,COL,1978,1.008929242
Colombia,COL,1979,0.994780522
Colombia,COL,1980,1.019800067
Colombia,COL,1981,1.015647759
Colombia,COL,1982,1.033799282
Colombia,COL,1983,1.114104618
Colombia,COL,1984,1.13455494
Colombia,COL,1985,1.1452045929999999
Colombia,COL,1986,1.107315372
Colombia,COL,1987,1.3641207910000002
Colombia,COL,1988,1.0666890089999999
Colombia,COL,1989,1.212016634
Colombia,COL,1990,0.5421987409
Colombia,COL,1991,0.6692732144000001
Colombia,COL,1992,1.099224992
Colombia,COL,1993,1.132254127
Colombia,COL,1994,1.2738738820000002
Colombia,COL,1995,1.121118916
Colombia,COL,1996,0.8552387846
Colombia,COL,1997,0.9972878500000001
Colombia,COL,1998,0.9342135336
Colombia,COL,1999,0.7351225349
Colombia,COL,2000,0.7780875134
Colombia,COL,2001,0.7552877377
Colombia,COL,2002,0.612458103
Colombia,COL,2003,0.669594102
Colombia,COL,2004,0.5780971274
Colombia,COL,2005,0.3595267196
Colombia,COL,2006,0.9859059575
Colombia,COL,2007,0.8468651449000001
Colombia,COL,2008,1.272456322
Colombia,COL,2009,1.024418198
Colombia,COL,2010,1.188680092
Colombia,COL,2011,0.9356528105
Colombia,COL,2012,1.142917218
Colombia,COL,2013,1.223244305
Colombia,COL,2014,1.275557292
Colombia,COL,2015,1.281607815
Czech Republic,CZE,1965,41.873849490000005
Czech Republic,CZE,1966,41.70930286
Czech Republic,CZE,1967,40.35176861
Czech Republic,CZE,1968,41.80877831
Czech Republic,CZE,1969,43.46605839
Czech Republic,CZE,1970,43.94795707
Czech Republic,CZE,1971,45.6501238
Czech Republic,CZE,1972,44.79967462
Czech Republic,CZE,1973,43.593896910000005
Czech Republic,CZE,1974,43.16739327
Czech Republic,CZE,1975,43.81456114
Czech Republic,CZE,1976,44.38457828
Czech Republic,CZE,1977,45.04964013
Czech Republic,CZE,1978,44.95117805
Czech Republic,CZE,1979,44.74224449
Czech Republic,CZE,1980,43.20933619
Czech Republic,CZE,1981,42.96575018
Czech Republic,CZE,1982,43.30008153000001
Czech Republic,CZE,1983,43.10295706
Czech Republic,CZE,1984,43.97219068
Czech Republic,CZE,1985,43.05681338
Czech Republic,CZE,1986,42.87801302
Czech Republic,CZE,1987,42.378306290000005
Czech Republic,CZE,1988,42.8604593
Czech Republic,CZE,1989,41.19040612
Czech Republic,CZE,1990,35.37504551000001
Czech Republic,CZE,1991,32.45912852
Czech Republic,CZE,1992,29.007719260000002
