Entity,Code,Date,Biweekly deaths (deaths)
Afghanistan,AFG,"Apr 3, 2020",4
Afghanistan,AFG,"Apr 4, 2020",4
Afghanistan,AFG,"Apr 5, 2020",5
Afghanistan,AFG,"Apr 6, 2020",7
Afghanistan,AFG,"Apr 7, 2020",6
Afghanistan,AFG,"Apr 8, 2020",10
Afghanistan,AFG,"Apr 9, 2020",13
Afghanistan,AFG,"Apr 10, 2020",14
Afghanistan,AFG,"Apr 11, 2020",13
Afghanistan,AFG,"Apr 12, 2020",15
Afghanistan,AFG,"Apr 13, 2020",14
Afghanistan,AFG,"Apr 14, 2020",17
Afghanistan,AFG,"Apr 15, 2020",19
Afghanistan,AFG,"Apr 16, 2020",21
Afghanistan,AFG,"Apr 17, 2020",25
Afghanistan,AFG,"Apr 18, 2020",26
Afghanistan,AFG,"Apr 19, 2020",25
Afghanistan,AFG,"Apr 20, 2020",26
Afghanistan,AFG,"Apr 21, 2020",28
Afghanistan,AFG,"Apr 22, 2020",25
Afghanistan,AFG,"Apr 23, 2020",26
Afghanistan,AFG,"Apr 24, 2020",27
Afghanistan,AFG,"Apr 25, 2020",28
Afghanistan,AFG,"Apr 26, 2020",29
Afghanistan,AFG,"Apr 27, 2020",39
Afghanistan,AFG,"Apr 28, 2020",36
Afghanistan,AFG,"Apr 29, 2020",37
Afghanistan,AFG,"Apr 30, 2020",35
Afghanistan,AFG,"May 1, 2020",35
Afghanistan,AFG,"May 2, 2020",38
Afghanistan,AFG,"May 3, 2020",42
Afghanistan,AFG,"May 4, 2020",52
Afghanistan,AFG,"May 5, 2020",55
Afghanistan,AFG,"May 6, 2020",59
Afghanistan,AFG,"May 7, 2020",64
Afghanistan,AFG,"May 8, 2020",64
Afghanistan,AFG,"May 9, 2020",66
Afghanistan,AFG,"May 10, 2020",68
Afghanistan,AFG,"May 11, 2020",63
Afghanistan,AFG,"May 12, 2020",65
Afghanistan,AFG,"May 13, 2020",67
Afghanistan,AFG,"May 14, 2020",70
Afghanistan,AFG,"May 15, 2020",72
Afghanistan,AFG,"May 16, 2020",100
Afghanistan,AFG,"May 17, 2020",96
Afghanistan,AFG,"May 18, 2020",84
Afghanistan,AFG,"May 19, 2020",83
Afghanistan,AFG,"May 20, 2020",83
Afghanistan,AFG,"May 21, 2020",83
Afghanistan,AFG,"May 22, 2020",87
Afghanistan,AFG,"May 23, 2020",96
Afghanistan,AFG,"May 24, 2020",101
Afghanistan,AFG,"May 25, 2020",98
Afghanistan,AFG,"May 26, 2020",97
Afghanistan,AFG,"May 27, 2020",93
Afghanistan,AFG,"May 28, 2020",97
Afghanistan,AFG,"May 29, 2020",99
Afghanistan,AFG,"May 30, 2020",78
Afghanistan,AFG,"May 31, 2020",81
Afghanistan,AFG,"Jun 1, 2020",88
Afghanistan,AFG,"Jun 2, 2020",92
Afghanistan,AFG,"Jun 3, 2020",92
Afghanistan,AFG,"Jun 4, 2020",107
Afghanistan,AFG,"Jun 5, 2020",107
Afghanistan,AFG,"Jun 6, 2020",104
Afghanistan,AFG,"Jun 7, 2020",111
Afghanistan,AFG,"Jun 8, 2020",139
Afghanistan,AFG,"Jun 9, 2020",150
Afghanistan,AFG,"Jun 10, 2020",164
Afghanistan,AFG,"Jun 11, 2020",178
Afghanistan,AFG,"Jun 12, 2020",191
Afghanistan,AFG,"Jun 13, 2020",200
Afghanistan,AFG,"Jun 14, 2020",202
Afghanistan,AFG,"Jun 15, 2020",214
Afghanistan,AFG,"Jun 16, 2020",213
Afghanistan,AFG,"Jun 17, 2020",221
Afghanistan,AFG,"Jun 18, 2020",210
Afghanistan,AFG,"Jun 19, 2020",246
Afghanistan,AFG,"Jun 20, 2020",239
Afghanistan,AFG,"Jun 21, 2020",242
Afghanistan,AFG,"Jun 22, 2020",224
Afghanistan,AFG,"Jun 23, 2020",229
Afghanistan,AFG,"Jun 24, 2020",234
Afghanistan,AFG,"Jun 25, 2020",234
Afghanistan,AFG,"Jun 26, 2020",249
Afghanistan,AFG,"Jun 27, 2020",237
Afghanistan,AFG,"Jun 28, 2020",252
Afghanistan,AFG,"Jun 29, 2020",250
Afghanistan,AFG,"Jun 30, 2020",255
Afghanistan,AFG,"Jul 1, 2020",255
Afghanistan,AFG,"Jul 2, 2020",270
Afghanistan,AFG,"Jul 3, 2020",261
Afghanistan,AFG,"Jul 4, 2020",271
Afghanistan,AFG,"Jul 5, 2020",257
Afghanistan,AFG,"Jul 6, 2020",283
Afghanistan,AFG,"Jul 7, 2020",322
Afghanistan,AFG,"Jul 8, 2020",318
Afghanistan,AFG,"Jul 9, 2020",298
Afghanistan,AFG,"Jul 10, 2020",282
Afghanistan,AFG,"Jul 11, 2020",311
Afghanistan,AFG,"Jul 12, 2020",307
Afghanistan,AFG,"Jul 13, 2020",289
Afghanistan,AFG,"Jul 14, 2020",279
Afghanistan,AFG,"Jul 15, 2020",299
Afghanistan,AFG,"Jul 16, 2020",320
Afghanistan,AFG,"Jul 17, 2020",308
Afghanistan,AFG,"Jul 18, 2020",328
Afghanistan,AFG,"Jul 19, 2020",338
Afghanistan,AFG,"Jul 20, 2020",317
Afghanistan,AFG,"Jul 21, 2020",266
Afghanistan,AFG,"Jul 22, 2020",254
Afghanistan,AFG,"Jul 23, 2020",274
Afghanistan,AFG,"Jul 24, 2020",254
Afghanistan,AFG,"Jul 25, 2020",252
Afghanistan,AFG,"Jul 26, 2020",249
Afghanistan,AFG,"Jul 27, 2020",259
Afghanistan,AFG,"Jul 28, 2020",258
Afghanistan,AFG,"Jul 29, 2020",226
Afghanistan,AFG,"Jul 30, 2020",177
Afghanistan,AFG,"Jul 31, 2020",156
Afghanistan,AFG,"Aug 1, 2020",136
Afghanistan,AFG,"Aug 2, 2020",119
Afghanistan,AFG,"Aug 3, 2020",103
Afghanistan,AFG,"Aug 4, 2020",102
Afghanistan,AFG,"Aug 5, 2020",104
Afghanistan,AFG,"Aug 6, 2020",87
Africa,,"Jan 13, 2020",0
Africa,,"Jan 14, 2020",0
Africa,,"Jan 15, 2020",0
Africa,,"Jan 16, 2020",0
Africa,,"Jan 17, 2020",0
Africa,,"Jan 18, 2020",0
Africa,,"Jan 19, 2020",0
Africa,,"Jan 20, 2020",0
Africa,,"Jan 21, 2020",0
Africa,,"Jan 22, 2020",0
Africa,,"Jan 23, 2020",0
Africa,,"Jan 24, 2020",0
Africa,,"Jan 25, 2020",0
Africa,,"Jan 26, 2020",0
Africa,,"Jan 27, 2020",0
Africa,,"Jan 28, 2020",0
Africa,,"Jan 29, 2020",0
Africa,,"Jan 30, 2020",0
Africa,,"Jan 31, 2020",0
Africa,,"Feb 1, 2020",0
Africa,,"Feb 2, 2020",0
Africa,,"Feb 3, 2020",0
Africa,,"Feb 4, 2020",0
Africa,,"Feb 5, 2020",0
Africa,,"Feb 6, 2020",0
Africa,,"Feb 7, 2020",0
Africa,,"Feb 8, 2020",0
Africa,,"Feb 9, 2020",0
Africa,,"Feb 10, 2020",0
Africa,,"Feb 11, 2020",0
Africa,,"Feb 12, 2020",0
Africa,,"Feb 13, 2020",0
Africa,,"Feb 14, 2020",0
Africa,,"Feb 15, 2020",0
Africa,,"Feb 16, 2020",0
Africa,,"Feb 17, 2020",0
Africa,,"Feb 18, 2020",0
Africa,,"Feb 19, 2020",0
Africa,,"Feb 20, 2020",0
Africa,,"Feb 21, 2020",0
Africa,,"Feb 22, 2020",0
Africa,,"Feb 23, 2020",0
Africa,,"Feb 24, 2020",0
Africa,,"Feb 25, 2020",0
Africa,,"Feb 26, 2020",0
Africa,,"Feb 27, 2020",0
Africa,,"Feb 28, 2020",0
Africa,,"Feb 29, 2020",0
Africa,,"Mar 1, 2020",0
Africa,,"Mar 2, 2020",0
Africa,,"Mar 3, 2020",0
Africa,,"Mar 4, 2020",0
Africa,,"Mar 5, 2020",0
Africa,,"Mar 6, 2020",0
Africa,,"Mar 7, 2020",0
Africa,,"Mar 8, 2020",0
Africa,,"Mar 9, 2020",1
Africa,,"Mar 10, 2020",1
Africa,,"Mar 11, 2020",1
Africa,,"Mar 12, 2020",2
Africa,,"Mar 13, 2020",4
Africa,,"Mar 14, 2020",5
Africa,,"Mar 15, 2020",6
Africa,,"Mar 16, 2020",8
Africa,,"Mar 17, 2020",8
Africa,,"Mar 18, 2020",12
Africa,,"Mar 19, 2020",16
Africa,,"Mar 20, 2020",17
Africa,,"Mar 21, 2020",24
Africa,,"Mar 22, 2020",35
Africa,,"Mar 23, 2020",43
Africa,,"Mar 24, 2020",51
Africa,,"Mar 25, 2020",63
Africa,,"Mar 26, 2020",70
Africa,,"Mar 27, 2020",80
Africa,,"Mar 28, 2020",98
Africa,,"Mar 29, 2020",118
Africa,,"Mar 30, 2020",135
Africa,,"Mar 31, 2020",158
Africa,,"Apr 1, 2020",177
Africa,,"Apr 2, 2020",208
Africa,,"Apr 3, 2020",239
Africa,,"Apr 4, 2020",281
Africa,,"Apr 5, 2020",344
Africa,,"Apr 6, 2020",390
Africa,,"Apr 7, 2020",425
Africa,,"Apr 8, 2020",458
Africa,,"Apr 9, 2020",501
Africa,,"Apr 10, 2020",546
Africa,,"Apr 11, 2020",588
Africa,,"Apr 12, 2020",619
Africa,,"Apr 13, 2020",646
Africa,,"Apr 14, 2020",669
Africa,,"Apr 15, 2020",687
Africa,,"Apr 16, 2020",687
Africa,,"Apr 17, 2020",709
Africa,,"Apr 18, 2020",711
Africa,,"Apr 19, 2020",678
Africa,,"Apr 20, 2020",686
Africa,,"Apr 21, 2020",678
Africa,,"Apr 22, 2020",667
Africa,,"Apr 23, 2020",659
Africa,,"Apr 24, 2020",656
Africa,,"Apr 25, 2020",643
Africa,,"Apr 26, 2020",635
Africa,,"Apr 27, 2020",626
Africa,,"Apr 28, 2020",635
Africa,,"Apr 29, 2020",648
Africa,,"Apr 30, 2020",680
Africa,,"May 1, 2020",670
Africa,,"May 2, 2020",674
Africa,,"May 3, 2020",703
Africa,,"May 4, 2020",679
Africa,,"May 5, 2020",690
Africa,,"May 6, 2020",725
Africa,,"May 7, 2020",779
Africa,,"May 8, 2020",792
Africa,,"May 9, 2020",821
Africa,,"May 10, 2020",845
Africa,,"May 11, 2020",875
Africa,,"May 12, 2020",877
Africa,,"May 13, 2020",879
Africa,,"May 14, 2020",899
Africa,,"May 15, 2020",928
Africa,,"May 16, 2020",944
Africa,,"May 17, 2020",939
Africa,,"May 18, 2020",960
Africa,,"May 19, 2020",986
Africa,,"May 20, 2020",989
Africa,,"May 21, 2020",981
Africa,,"May 22, 2020",1022
Africa,,"May 23, 2020",1028
Africa,,"May 24, 2020",1034
Africa,,"May 25, 2020",1049
Africa,,"May 26, 2020",1131
Africa,,"May 27, 2020",1187
Africa,,"May 28, 2020",1201
Africa,,"May 29, 2020",1226
Africa,,"May 30, 2020",1289
Africa,,"May 31, 2020",1372
Africa,,"Jun 1, 2020",1463
Africa,,"Jun 2, 2020",1513
Africa,,"Jun 3, 2020",1592
Africa,,"Jun 4, 2020",1591
Africa,,"Jun 5, 2020",1643
Africa,,"Jun 6, 2020",1721
Africa,,"Jun 7, 2020",1776
Africa,,"Jun 8, 2020",1832
Africa,,"Jun 9, 2020",1868
Africa,,"Jun 10, 2020",1927
Africa,,"Jun 11, 2020",1980
Africa,,"Jun 12, 2020",2055
Africa,,"Jun 13, 2020",2177
Africa,,"Jun 14, 2020",2226
Africa,,"Jun 15, 2020",2301
Africa,,"Jun 16, 2020",2416
Africa,,"Jun 17, 2020",2503
Africa,,"Jun 18, 2020",2614
Africa,,"Jun 19, 2020",2658
Africa,,"Jun 20, 2020",2784
Africa,,"Jun 21, 2020",2887
Africa,,"Jun 22, 2020",2940
Africa,,"Jun 23, 2020",2983
Africa,,"Jun 24, 2020",3096
Africa,,"Jun 25, 2020",3177
Africa,,"Jun 26, 2020",3225
Africa,,"Jun 27, 2020",3176
Africa,,"Jun 28, 2020",3183
Africa,,"Jun 29, 2020",3137
Africa,,"Jun 30, 2020",3118
Africa,,"Jul 1, 2020",3149
Africa,,"Jul 2, 2020",3203
Africa,,"Jul 3, 2020",3243
Africa,,"Jul 4, 2020",3190
Africa,,"Jul 5, 2020",3159
Africa,,"Jul 6, 2020",3261
Africa,,"Jul 7, 2020",3301
Africa,,"Jul 8, 2020",3375
Africa,,"Jul 9, 2020",3387
Africa,,"Jul 10, 2020",3392
Africa,,"Jul 11, 2020",3492
Africa,,"Jul 12, 2020",3509
Africa,,"Jul 13, 2020",3584
Africa,,"Jul 14, 2020",3583
Africa,,"Jul 15, 2020",3653
Africa,,"Jul 16, 2020",3644
Africa,,"Jul 17, 2020",3745
Africa,,"Jul 18, 2020",3791
Africa,,"Jul 19, 2020",3865
Africa,,"Jul 20, 2020",3776
Africa,,"Jul 21, 2020",3788
Africa,,"Jul 22, 2020",3744
Africa,,"Jul 23, 2020",4195
Africa,,"Jul 24, 2020",4244
Africa,,"Jul 25, 2020",4318
Africa,,"Jul 26, 2020",4508
Africa,,"Jul 27, 2020",4520
Africa,,"Jul 28, 2020",4712
Africa,,"Jul 29, 2020",4683
Africa,,"Jul 30, 2020",4813
Africa,,"Jul 31, 2020",4922
Africa,,"Aug 1, 2020",4975
Africa,,"Aug 2, 2020",5012
Africa,,"Aug 3, 2020",5123
Africa,,"Aug 4, 2020",5202
Africa,,"Aug 5, 2020",5357
Africa,,"Aug 6, 2020",5201
Albania,ALB,"Mar 22, 2020",2
Albania,ALB,"Mar 23, 2020",2
Albania,ALB,"Mar 24, 2020",4
Albania,ALB,"Mar 25, 2020",5
Albania,ALB,"Mar 26, 2020",4
Albania,ALB,"Mar 27, 2020",5
Albania,ALB,"Mar 28, 2020",8
Albania,ALB,"Mar 29, 2020",9
Albania,ALB,"Mar 30, 2020",9
Albania,ALB,"Mar 31, 2020",11
Albania,ALB,"Apr 1, 2020",14
Albania,ALB,"Apr 2, 2020",13
Albania,ALB,"Apr 3, 2020",14
Albania,ALB,"Apr 4, 2020",15
Albania,ALB,"Apr 5, 2020",17
Albania,ALB,"Apr 6, 2020",19
Albania,ALB,"Apr 7, 2020",18
Albania,ALB,"Apr 8, 2020",17
Albania,ALB,"Apr 9, 2020",17
Albania,ALB,"Apr 10, 2020",17
Albania,ALB,"Apr 11, 2020",14
Albania,ALB,"Apr 12, 2020",13
Albania,ALB,"Apr 13, 2020",13
Albania,ALB,"Apr 14, 2020",11
Albania,ALB,"Apr 15, 2020",9
Albania,ALB,"Apr 16, 2020",10
Albania,ALB,"Apr 17, 2020",10
Albania,ALB,"Apr 18, 2020",9
Albania,ALB,"Apr 19, 2020",7
Albania,ALB,"Apr 20, 2020",5
Albania,ALB,"Apr 21, 2020",4
Albania,ALB,"Apr 22, 2020",4
Albania,ALB,"Apr 23, 2020",5
Albania,ALB,"Apr 24, 2020",4
Albania,ALB,"Apr 25, 2020",4
Albania,ALB,"Apr 26, 2020",4
Albania,ALB,"Apr 27, 2020",5
Albania,ALB,"Apr 28, 2020",5
Albania,ALB,"Apr 29, 2020",6
Albania,ALB,"Apr 30, 2020",6
Albania,ALB,"May 1, 2020",5
Albania,ALB,"May 2, 2020",5
Albania,ALB,"May 3, 2020",5
Albania,ALB,"May 4, 2020",5
Albania,ALB,"May 5, 2020",5
Albania,ALB,"May 6, 2020",5
Albania,ALB,"May 7, 2020",4
Albania,ALB,"May 8, 2020",4
Albania,ALB,"May 9, 2020",4
Albania,ALB,"May 10, 2020",4
Albania,ALB,"May 11, 2020",3
Albania,ALB,"May 12, 2020",3
Albania,ALB,"May 13, 2020",1
Albania,ALB,"May 14, 2020",0
Albania,ALB,"May 15, 2020",0
Albania,ALB,"May 16, 2020",0
Albania,ALB,"May 17, 2020",0
Albania,ALB,"May 18, 2020",0
Albania,ALB,"May 19, 2020",0
Albania,ALB,"May 20, 2020",0
Albania,ALB,"May 21, 2020",0
Albania,ALB,"May 22, 2020",0
Albania,ALB,"May 23, 2020",0
Albania,ALB,"May 24, 2020",0
Albania,ALB,"May 25, 2020",1
Albania,ALB,"May 26, 2020",1
Albania,ALB,"May 27, 2020",2
Albania,ALB,"May 28, 2020",2
Albania,ALB,"May 29, 2020",2
Albania,ALB,"May 30, 2020",2
Albania,ALB,"May 31, 2020",2
Albania,ALB,"Jun 1, 2020",2
Albania,ALB,"Jun 2, 2020",2
Albania,ALB,"Jun 3, 2020",2
Albania,ALB,"Jun 4, 2020",2
Albania,ALB,"Jun 5, 2020",2
Albania,ALB,"Jun 6, 2020",2
Albania,ALB,"Jun 7, 2020",3
Albania,ALB,"Jun 8, 2020",2
Albania,ALB,"Jun 9, 2020",2
Albania,ALB,"Jun 10, 2020",1
Albania,ALB,"Jun 11, 2020",1
Albania,ALB,"Jun 12, 2020",2
Albania,ALB,"Jun 13, 2020",3
Albania,ALB,"Jun 14, 2020",3
Albania,ALB,"Jun 15, 2020",3
Albania,ALB,"Jun 16, 2020",3
Albania,ALB,"Jun 17, 2020",4
Albania,ALB,"Jun 18, 2020",5
Albania,ALB,"Jun 19, 2020",6
Albania,ALB,"Jun 20, 2020",9
Albania,ALB,"Jun 21, 2020",9
Albania,ALB,"Jun 22, 2020",10
Albania,ALB,"Jun 23, 2020",10
Albania,ALB,"Jun 24, 2020",11
Albania,ALB,"Jun 25, 2020",13
Albania,ALB,"Jun 26, 2020",14
Albania,ALB,"Jun 27, 2020",15
Albania,ALB,"Jun 28, 2020",17
Albania,ALB,"Jun 29, 2020",19
Albania,ALB,"Jun 30, 2020",22
Albania,ALB,"Jul 1, 2020",25
Albania,ALB,"Jul 2, 2020",27
Albania,ALB,"Jul 3, 2020",30
Albania,ALB,"Jul 4, 2020",30
Albania,ALB,"Jul 5, 2020",31
Albania,ALB,"Jul 6, 2020",32
Albania,ALB,"Jul 7, 2020",35
Albania,ALB,"Jul 8, 2020",36
Albania,ALB,"Jul 9, 2020",36
Albania,ALB,"Jul 10, 2020",34
Albania,ALB,"Jul 11, 2020",34
Albania,ALB,"Jul 12, 2020",36
Albania,ALB,"Jul 13, 2020",38
Albania,ALB,"Jul 14, 2020",37
Albania,ALB,"Jul 15, 2020",35
Albania,ALB,"Jul 16, 2020",36
Albania,ALB,"Jul 17, 2020",35
Albania,ALB,"Jul 18, 2020",35
Albania,ALB,"Jul 19, 2020",37
Albania,ALB,"Jul 20, 2020",36
Albania,ALB,"Jul 21, 2020",34
Albania,ALB,"Jul 22, 2020",36
Albania,ALB,"Jul 23, 2020",37
Albania,ALB,"Jul 24, 2020",40
Albania,ALB,"Jul 25, 2020",43
Albania,ALB,"Jul 26, 2020",45
Albania,ALB,"Jul 27, 2020",45
Albania,ALB,"Jul 28, 2020",49
Albania,ALB,"Jul 29, 2020",51
Albania,ALB,"Jul 30, 2020",49
Albania,ALB,"Jul 31, 2020",50
Albania,ALB,"Aug 1, 2020",50
Albania,ALB,"Aug 2, 2020",50
Albania,ALB,"Aug 3, 2020",54
Albania,ALB,"Aug 4, 2020",59
Albania,ALB,"Aug 5, 2020",59
Albania,ALB,"Aug 6, 2020",62
Algeria,DZA,"Jan 13, 2020",0
Algeria,DZA,"Jan 14, 2020",0
Algeria,DZA,"Jan 15, 2020",0
Algeria,DZA,"Jan 16, 2020",0
Algeria,DZA,"Jan 17, 2020",0
Algeria,DZA,"Jan 18, 2020",0
Algeria,DZA,"Jan 19, 2020",0
Algeria,DZA,"Jan 20, 2020",0
Algeria,DZA,"Jan 21, 2020",0
Algeria,DZA,"Jan 22, 2020",0
Algeria,DZA,"Jan 23, 2020",0
Algeria,DZA,"Jan 24, 2020",0
Algeria,DZA,"Jan 25, 2020",0
Algeria,DZA,"Jan 26, 2020",0
Algeria,DZA,"Jan 27, 2020",0
Algeria,DZA,"Jan 28, 2020",0
Algeria,DZA,"Jan 29, 2020",0
Algeria,DZA,"Jan 30, 2020",0
Algeria,DZA,"Jan 31, 2020",0
Algeria,DZA,"Feb 1, 2020",0
Algeria,DZA,"Feb 2, 2020",0
Algeria,DZA,"Feb 3, 2020",0
Algeria,DZA,"Feb 4, 2020",0
Algeria,DZA,"Feb 5, 2020",0
Algeria,DZA,"Feb 6, 2020",0
Algeria,DZA,"Feb 7, 2020",0
Algeria,DZA,"Feb 8, 2020",0
Algeria,DZA,"Feb 9, 2020",0
Algeria,DZA,"Feb 10, 2020",0
Algeria,DZA,"Feb 11, 2020",0
Algeria,DZA,"Feb 12, 2020",0
Algeria,DZA,"Feb 13, 2020",0
Algeria,DZA,"Feb 14, 2020",0
Algeria,DZA,"Feb 15, 2020",0
Algeria,DZA,"Feb 16, 2020",0
Algeria,DZA,"Feb 17, 2020",0
Algeria,DZA,"Feb 18, 2020",0
Algeria,DZA,"Feb 19, 2020",0
Algeria,DZA,"Feb 20, 2020",0
Algeria,DZA,"Feb 21, 2020",0
Algeria,DZA,"Feb 22, 2020",0
Algeria,DZA,"Feb 23, 2020",0
Algeria,DZA,"Feb 24, 2020",0
Algeria,DZA,"Feb 25, 2020",0
Algeria,DZA,"Feb 26, 2020",0
Algeria,DZA,"Feb 27, 2020",0
Algeria,DZA,"Feb 28, 2020",0
Algeria,DZA,"Feb 29, 2020",0
Algeria,DZA,"Mar 1, 2020",0
Algeria,DZA,"Mar 2, 2020",0
Algeria,DZA,"Mar 3, 2020",0
Algeria,DZA,"Mar 4, 2020",0
Algeria,DZA,"Mar 5, 2020",0
Algeria,DZA,"Mar 6, 2020",0
Algeria,DZA,"Mar 7, 2020",0
Algeria,DZA,"Mar 8, 2020",0
Algeria,DZA,"Mar 9, 2020",0
Algeria,DZA,"Mar 10, 2020",0
Algeria,DZA,"Mar 11, 2020",0
Algeria,DZA,"Mar 12, 2020",0
Algeria,DZA,"Mar 13, 2020",1
Algeria,DZA,"Mar 14, 2020",2
Algeria,DZA,"Mar 15, 2020",2
Algeria,DZA,"Mar 16, 2020",4
Algeria,DZA,"Mar 17, 2020",4
Algeria,DZA,"Mar 18, 2020",5
Algeria,DZA,"Mar 19, 2020",6
Algeria,DZA,"Mar 20, 2020",7
Algeria,DZA,"Mar 21, 2020",10
Algeria,DZA,"Mar 22, 2020",15
Algeria,DZA,"Mar 23, 2020",17
Algeria,DZA,"Mar 24, 2020",17
Algeria,DZA,"Mar 25, 2020",19
Algeria,DZA,"Mar 26, 2020",21
Algeria,DZA,"Mar 27, 2020",24
Algeria,DZA,"Mar 28, 2020",24
Algeria,DZA,"Mar 29, 2020",27
Algeria,DZA,"Mar 30, 2020",27
Algeria,DZA,"Mar 31, 2020",31
Algeria,DZA,"Apr 1, 2020",39
Algeria,DZA,"Apr 2, 2020",52
Algeria,DZA,"Apr 3, 2020",56
Algeria,DZA,"Apr 4, 2020",95
Algeria,DZA,"Apr 5, 2020",115
Algeria,DZA,"Apr 6, 2020",135
Algeria,DZA,"Apr 7, 2020",156
Algeria,DZA,"Apr 8, 2020",174
Algeria,DZA,"Apr 9, 2020",184
Algeria,DZA,"Apr 10, 2020",210
Algeria,DZA,"Apr 11, 2020",230
Algeria,DZA,"Apr 12, 2020",246
Algeria,DZA,"Apr 13, 2020",262
Algeria,DZA,"Apr 14, 2020",278
Algeria,DZA,"Apr 15, 2020",281
Algeria,DZA,"Apr 16, 2020",278
Algeria,DZA,"Apr 17, 2020",285
Algeria,DZA,"Apr 18, 2020",259
Algeria,DZA,"Apr 19, 2020",237
Algeria,DZA,"Apr 20, 2020",223
Algeria,DZA,"Apr 21, 2020",211
Algeria,DZA,"Apr 22, 2020",199
Algeria,DZA,"Apr 23, 2020",197
Algeria,DZA,"Apr 24, 2020",172
Algeria,DZA,"Apr 25, 2020",159
Algeria,DZA,"Apr 26, 2020",144
Algeria,DZA,"Apr 27, 2020",132
Algeria,DZA,"Apr 28, 2020",119
Algeria,DZA,"Apr 29, 2020",112
Algeria,DZA,"Apr 30, 2020",108
Algeria,DZA,"May 1, 2020",102
Algeria,DZA,"May 2, 2020",89
Algeria,DZA,"May 3, 2020",92
