Entity,Code,Year,Gas (%)
Algeria,DZA,2012,58.85056291380615
Algeria,DZA,2013,59.82051362882381
Algeria,DZA,2014,61.63288905572737
Algeria,DZA,2015,61.41250952695373
Algeria,DZA,2016,62.569124852524524
Algeria,DZA,2017,62.9329678130242
Algeria,DZA,2018,64.79081655918007
Argentina,ARG,1965,13.173172172839479
Argentina,ARG,1966,13.80750694223997
Argentina,ARG,1967,14.022621107453158
Argentina,ARG,1968,15.09324636098007
Argentina,ARG,1969,14.535736776870447
Argentina,ARG,1970,17.395943699944677
Argentina,ARG,1971,17.674203520523115
Argentina,ARG,1972,19.48419675489416
Argentina,ARG,1973,21.270045338805783
Argentina,ARG,1974,21.600839747562734
Argentina,ARG,1975,22.753911409474583
Argentina,ARG,1976,24.28082940378447
Argentina,ARG,1977,24.23511698761087
Argentina,ARG,1978,23.134227991630215
Argentina,ARG,1979,22.446057302523567
Argentina,ARG,1980,24.522843845585733
Argentina,ARG,1981,26.593228019632846
Argentina,ARG,1982,29.49946235511152
Argentina,ARG,1983,30.399086595801332
Argentina,ARG,1984,32.45125437567097
Argentina,ARG,1985,33.949948276158594
Argentina,ARG,1986,33.215005754187494
Argentina,ARG,1987,31.80631868305878
Argentina,ARG,1988,36.48642078291709
Argentina,ARG,1989,40.032866478372306
Argentina,ARG,1990,38.72224034863157
Argentina,ARG,1991,38.974143829896825
Argentina,ARG,1992,39.18558349107605
Argentina,ARG,1993,40.12255231927254
Argentina,ARG,1994,40.53893584530543
Argentina,ARG,1995,43.3429535690247
Argentina,ARG,1996,46.39065958929894
Argentina,ARG,1997,43.06480160664849
Argentina,ARG,1998,44.385355916826526
Argentina,ARG,1999,48.08469202335495
Argentina,ARG,2000,47.484960376030784
Argentina,ARG,2001,44.979226278717604
Argentina,ARG,2002,45.945467712496644
Argentina,ARG,2003,48.83293686632337
Argentina,ARG,2004,50.65103165849282
Argentina,ARG,2005,50.644523774227004
Argentina,ARG,2006,49.82804600883408
Argentina,ARG,2007,50.075377348577454
Argentina,ARG,2008,49.740783872999785
Argentina,ARG,2009,49.08536514800848
Argentina,ARG,2010,46.8871152270184
Argentina,ARG,2011,47.88260708931502
Argentina,ARG,2012,48.4624068247968
Argentina,ARG,2013,46.84256171434464
Argentina,ARG,2014,47.17382527680348
Argentina,ARG,2015,46.59059329419049
Argentina,ARG,2016,48.24773578277598
Argentina,ARG,2017,48.23319060119656
Argentina,ARG,2018,49.23798600403972
Australia,AUS,1965,0.007292365145024843
Australia,AUS,1966,0.008860288752543695
Australia,AUS,1967,0.008353607675577513
Australia,AUS,1968,0.0610433762964345
Australia,AUS,1969,0.7944058339847581
Australia,AUS,1970,3.053755845557347
Australia,AUS,1971,4.34123463126575
Australia,AUS,1972,5.958782624932411
Australia,AUS,1973,7.07622208556356
Australia,AUS,1974,7.594188569440983
Australia,AUS,1975,8.023297299023817
Australia,AUS,1976,9.14756873814043
Australia,AUS,1977,9.953459625177699
Australia,AUS,1978,10.458016816216286
Australia,AUS,1979,11.57918510806728
Australia,AUS,1980,13.204905255576833
Australia,AUS,1981,14.194935928299115
Australia,AUS,1982,13.850405672592398
Australia,AUS,1983,15.011922805387085
Australia,AUS,1984,14.185971361438598
Australia,AUS,1985,15.05001271059638
Australia,AUS,1986,15.901570997706566
Australia,AUS,1987,15.810238665518167
Australia,AUS,1988,15.472150562253095
Australia,AUS,1989,16.097590784375075
Australia,AUS,1990,15.903067329812368
Australia,AUS,1991,15.345330363133888
Australia,AUS,1992,15.715574055903605
Australia,AUS,1993,15.842547209880086
Australia,AUS,1994,16.917374031205114
Australia,AUS,1995,16.637557604898262
Australia,AUS,1996,16.34674069201169
Australia,AUS,1997,15.655047483261217
Australia,AUS,1998,15.749083478230869
Australia,AUS,1999,15.455418775664102
Australia,AUS,2000,15.679628566038788
Australia,AUS,2001,16.75205837510519
Australia,AUS,2002,16.984281889778217
Australia,AUS,2003,16.860309026164362
Australia,AUS,2004,16.64062028967362
Australia,AUS,2005,16.54588563848659
Australia,AUS,2006,17.411615465729426
Australia,AUS,2007,19.212314977432158
Australia,AUS,2008,18.54930271276239
Australia,AUS,2009,19.070291123676157
Australia,AUS,2010,22.02174577308501
Australia,AUS,2011,22.24927462392209
Australia,AUS,2012,22.605146415852502
Australia,AUS,2013,23.623999611567477
Australia,AUS,2014,25.084225022994843
Australia,AUS,2015,26.00432344100992
Australia,AUS,2016,25.24244415281654
Australia,AUS,2017,25.238509820259956
Australia,AUS,2018,24.662575747191607
Austria,AUT,1965,9.5127533200167
Austria,AUT,1966,9.767753976742277
Austria,AUT,1967,9.265815880603444
Austria,AUT,1968,9.230319605385258
Austria,AUT,1969,10.77627470910934
Austria,AUT,1970,11.446423657910612
Austria,AUT,1971,13.128126557561787
Austria,AUT,1972,13.711836490592841
Austria,AUT,1973,14.02721174245299
Austria,AUT,1974,15.187343090344443
Austria,AUT,1975,15.293999962066815
Austria,AUT,1976,16.75224165853116
Austria,AUT,1977,17.11546945764122
Austria,AUT,1978,17.045828232074392
Austria,AUT,1979,15.983549143436246
Austria,AUT,1980,15.437957394818744
Austria,AUT,1981,15.199608724268836
Austria,AUT,1982,15.228351963933248
Austria,AUT,1983,15.57711473011346
Austria,AUT,1984,17.452162524907415
Austria,AUT,1985,17.831973124837432
Austria,AUT,1986,17.150393020866474
Austria,AUT,1987,16.983393744312277
Austria,AUT,1988,16.522246680066953
Austria,AUT,1989,17.639696103642226
Austria,AUT,1990,19.069969287320745
Austria,AUT,1991,19.247354216859154
Austria,AUT,1992,19.27845517894429
Austria,AUT,1993,19.94517238252357
Austria,AUT,1994,20.62486385465662
Austria,AUT,1995,21.481919236829974
Austria,AUT,1996,22.765617333858632
Austria,AUT,1997,21.513506035923292
Austria,AUT,1998,21.7524539373634
Austria,AUT,1999,21.768939151781254
Austria,AUT,2000,20.723267230076555
Austria,AUT,2001,21.110611618219256
Austria,AUT,2002,20.667035949211414
Austria,AUT,2003,22.36142120259281
Austria,AUT,2004,22.18641731509781
Austria,AUT,2005,22.924627197622204
Austria,AUT,2006,21.73002504822639
Austria,AUT,2007,21.009411297757538
Austria,AUT,2008,22.0021072216301
Austria,AUT,2009,22.113345835364132
Austria,AUT,2010,23.245145220961014
Austria,AUT,2011,23.367072765118305
Austria,AUT,2012,21.20938221845875
Austria,AUT,2013,20.34912081757145
Austria,AUT,2014,19.36914585995566
Austria,AUT,2015,20.497573632351536
Austria,AUT,2016,20.753321327780448
Austria,AUT,2017,21.95380855182582
Austria,AUT,2018,21.34370019735698
Azerbaijan,AZE,1985,56.591735193545226
Azerbaijan,AZE,1986,58.387043135916386
Azerbaijan,AZE,1987,59.50799950978109
Azerbaijan,AZE,1988,58.711844328773196
Azerbaijan,AZE,1989,60.49028296207546
Azerbaijan,AZE,1990,59.27326396512225
Azerbaijan,AZE,1991,59.040757503249175
Azerbaijan,AZE,1992,53.63365368954558
Azerbaijan,AZE,1993,45.7053723266077
Azerbaijan,AZE,1994,46.50255958504968
Azerbaijan,AZE,1995,48.87565755492634
Azerbaijan,AZE,1996,43.6883424802837
Azerbaijan,AZE,1997,43.47610318553251
Azerbaijan,AZE,1998,40.43608798111866
Azerbaijan,AZE,1999,43.472981448175894
Azerbaijan,AZE,2000,40.24788672229889
Azerbaijan,AZE,2001,59.86102732021364
Azerbaijan,AZE,2002,60.82772197435713
Azerbaijan,AZE,2003,57.65729059958995
Azerbaijan,AZE,2004,59.6020454413145
Azerbaijan,AZE,2005,56.770604308920504
Azerbaijan,AZE,2006,60.9673619167281
Azerbaijan,AZE,2007,59.325823666935015
Azerbaijan,AZE,2008,67.2026561511228
Azerbaijan,AZE,2009,64.93244764737092
Azerbaijan,AZE,2010,62.54692476492093
Azerbaijan,AZE,2011,61.56833013212434
Azerbaijan,AZE,2012,62.71914814186904
Azerbaijan,AZE,2013,61.26960202055029
Azerbaijan,AZE,2014,62.958448084463136
Azerbaijan,AZE,2015,65.1175369605588
Azerbaijan,AZE,2016,64.45172372032339
Azerbaijan,AZE,2017,63.810006140795124
Azerbaijan,AZE,2018,64.59726629381287
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,27.713744811952147
Bangladesh,BGD,1973,31.074083017252825
Bangladesh,BGD,1974,33.03675094817945
Bangladesh,BGD,1975,29.284634433276256
Bangladesh,BGD,1976,33.60701956786423
Bangladesh,BGD,1977,36.50718274692525
Bangladesh,BGD,1978,37.393570893425476
Bangladesh,BGD,1979,38.84426336038403
Bangladesh,BGD,1980,38.80037142042267
Bangladesh,BGD,1981,37.15946070817155
Bangladesh,BGD,1982,43.672699511895644
Bangladesh,BGD,1983,49.19899414186947
Bangladesh,BGD,1984,52.607953374983104
Bangladesh,BGD,1985,53.67172315478058
Bangladesh,BGD,1986,55.48782344033405
Bangladesh,BGD,1987,59.0766278661964
Bangladesh,BGD,1988,62.4660139549037
Bangladesh,BGD,1989,61.31248907280877
Bangladesh,BGD,1990,62.175881584390325
Bangladesh,BGD,1991,66.36547715611297
Bangladesh,BGD,1992,66.32556686552977
Bangladesh,BGD,1993,67.46122114170284
Bangladesh,BGD,1994,67.4512927502457
Bangladesh,BGD,1995,63.01978664016071
Bangladesh,BGD,1996,64.63324586598334
Bangladesh,BGD,1997,60.457801798577435
Bangladesh,BGD,1998,61.355261291765174
Bangladesh,BGD,1999,66.13584675238813
Bangladesh,BGD,2000,66.66457270554619
Bangladesh,BGD,2001,65.3216680124035
Bangladesh,BGD,2002,66.5713526113724
Bangladesh,BGD,2003,67.55304958750737
Bangladesh,BGD,2004,70.20401114424524
Bangladesh,BGD,2005,70.992217214038
Bangladesh,BGD,2006,72.45898399878587
Bangladesh,BGD,2007,74.04849571026148
Bangladesh,BGD,2008,74.76374702400257
Bangladesh,BGD,2009,78.11714828126243
Bangladesh,BGD,2010,76.66014852504068
Bangladesh,BGD,2011,73.14564960685655
Bangladesh,BGD,2012,73.26988309057722
Bangladesh,BGD,2013,73.92060862852559
Bangladesh,BGD,2014,73.21647789234038
Bangladesh,BGD,2015,71.11702128273865
Bangladesh,BGD,2016,71.60636610440255
Bangladesh,BGD,2017,69.51801334898374
Bangladesh,BGD,2018,68.13790688782417
Belarus,BLR,1985,21.206850440108283
Belarus,BLR,1986,18.931447311537852
Belarus,BLR,1987,21.062364262801
Belarus,BLR,1988,24.04270010078014
Belarus,BLR,1989,26.179500554927138
Belarus,BLR,1990,29.090186124800464
Belarus,BLR,1991,30.777707523227736
Belarus,BLR,1992,37.77731616839304
Belarus,BLR,1993,43.764788483717396
Belarus,BLR,1994,45.911326271822276
Belarus,BLR,1995,45.748776636968216
Belarus,BLR,1996,46.98766251731044
Belarus,BLR,1997,53.213265987557016
Belarus,BLR,1998,55.06418549512332
Belarus,BLR,1999,57.62410574527694
Belarus,BLR,2000,59.490722083185
Belarus,BLR,2001,60.67805679038196
Belarus,BLR,2002,60.62557516196061
Belarus,BLR,2003,59.870550111378925
Belarus,BLR,2004,64.47294061349426
Belarus,BLR,2005,66.33873703745792
Belarus,BLR,2006,63.74235020799488
Belarus,BLR,2007,65.53360755231537
Belarus,BLR,2008,66.32978624636556
Belarus,BLR,2009,59.401114971167765
Belarus,BLR,2010,68.48239362200319
Belarus,BLR,2011,63.88128535663046
Belarus,BLR,2012,59.684882682287174
Belarus,BLR,2013,67.19116351179622
Belarus,BLR,2014,64.49249105236369
Belarus,BLR,2015,66.45718852559473
Belarus,BLR,2016,66.38953369786793
Belarus,BLR,2017,66.95194730390381
Belarus,BLR,2018,67.64905153413639
Belgium,BEL,1965,0.17802959528088413
Belgium,BEL,1966,0.33349218575231354
Belgium,BEL,1967,1.2107297854945966
Belgium,BEL,1968,2.6430987689903396
Belgium,BEL,1969,4.960882085270371
Belgium,BEL,1970,7.3682677572102655
Belgium,BEL,1971,10.356264007005905
Belgium,BEL,1972,12.283087502559908
Belgium,BEL,1973,14.569231997791299
Belgium,BEL,1974,17.681505369842764
Belgium,BEL,1975,18.623766789672576
Belgium,BEL,1976,18.56103851609069
Belgium,BEL,1977,18.244860269808562
Belgium,BEL,1978,17.331909974700395
Belgium,BEL,1979,18.396700026629574
Belgium,BEL,1980,18.398407497505666
Belgium,BEL,1981,17.853436651231533
Belgium,BEL,1982,15.578323090286386
Belgium,BEL,1983,16.76686475750312
Belgium,BEL,1984,16.571869298188307
Belgium,BEL,1985,15.986012299823612
Belgium,BEL,1986,13.930325080507453
Belgium,BEL,1987,14.919993313186062
Belgium,BEL,1988,14.438983700107183
Belgium,BEL,1989,15.915415558894283
Belgium,BEL,1990,15.410909706651582
Belgium,BEL,1991,15.884996976611774
Belgium,BEL,1992,16.43420697354062
Belgium,BEL,1993,17.472599343009033
Belgium,BEL,1994,16.912303663086934
Belgium,BEL,1995,18.546428454797745
Belgium,BEL,1996,19.388722322908624
Belgium,BEL,1997,18.340160999653175
Belgium,BEL,1998,19.686248239681657
Belgium,BEL,1999,21.210840658562596
Belgium,BEL,2000,20.841442770152522
Belgium,BEL,2001,20.726955727386954
Belgium,BEL,2002,21.463377436863965
Belgium,BEL,2003,22.00252312219083
Belgium,BEL,2004,22.321686753982934
Belgium,BEL,2005,22.087511193107222
Belgium,BEL,2006,22.635322595519128
Belgium,BEL,2007,22.617331448294713
Belgium,BEL,2008,22.09581373392531
Belgium,BEL,2009,23.837890217093612
Belgium,BEL,2010,24.707186598969543
Belgium,BEL,2011,22.54794280099606
Belgium,BEL,2012,23.711419173630134
Belgium,BEL,2013,22.84259999826654
Belgium,BEL,2014,21.38040651418221
Belgium,BEL,2015,23.05411195917258
Belgium,BEL,2016,21.79565798846875
Belgium,BEL,2017,22.01177874869969
Belgium,BEL,2018,23.330590953782323
Brazil,BRA,1965,0.19632599443854715
Brazil,BRA,1966,0.2104646345939306
Brazil,BRA,1967,0.22971894583060926
Brazil,BRA,1968,0.21177826438315145
Brazil,BRA,1969,0.204318235877291
Brazil,BRA,1970,0.1866067105024175
Brazil,BRA,1971,0.2687277156516001
Brazil,BRA,1972,0.320359269629611
Brazil,BRA,1973,0.3073455767025286
Brazil,BRA,1974,0.5416417802716568
Brazil,BRA,1975,0.5573806136353132
Brazil,BRA,1976,0.5851182179598768
Brazil,BRA,1977,0.6835447229424274
Brazil,BRA,1978,0.8161672471483324
Brazil,BRA,1979,0.826735599877255
Brazil,BRA,1980,0.9485348358602865
Brazil,BRA,1981,0.8736796175280533
Brazil,BRA,1982,1.1900470267384606
Brazil,BRA,1983,1.579750631453307
Brazil,BRA,1984,1.7136204664416603
Brazil,BRA,1985,2.019365333514085
Brazil,BRA,1986,2.2037569607222434
Brazil,BRA,1987,2.3883552637528265
Brazil,BRA,1988,2.3171358771295383
Brazil,BRA,1989,2.32946278705427
Brazil,BRA,1990,2.1577845363391743
Brazil,BRA,1991,2.1607449200085105
Brazil,BRA,1992,2.3376994574930436
Brazil,BRA,1993,2.6213364012072415
Brazil,BRA,1994,2.723066377555865
Brazil,BRA,1995,2.862638344121237
Brazil,BRA,1996,2.986627643244745
Brazil,BRA,1997,3.069981391111182
Brazil,BRA,1998,3.1045130657846958
Brazil,BRA,1999,3.618585695175996
Brazil,BRA,2000,4.436636453736171
Brazil,BRA,2001,5.707249015646678
Brazil,BRA,2002,6.5759071380395735
Brazil,BRA,2003,7.218851964705881
Brazil,BRA,2004,8.16376413508756
Brazil,BRA,2005,8.2504637785927
Brazil,BRA,2006,8.447099754370154
Brazil,BRA,2007,8.177232727116508
Brazil,BRA,2008,9.196325735170188
Brazil,BRA,2009,7.449049470132523
Brazil,BRA,2010,9.011276108561937
Brazil,BRA,2011,8.567604737744398
Brazil,BRA,2012,9.956576553399552
Brazil,BRA,2013,11.286897836995479
Brazil,BRA,2014,11.676361418582466
Brazil,BRA,2015,12.474682773579552
Brazil,BRA,2016,11.017798670393663
Brazil,BRA,2017,11.01019331483478
Brazil,BRA,2018,10.369971353752927
Bulgaria,BGR,1965,0.4717678467353599
Bulgaria,BGR,1966,0.6562832256997435
Bulgaria,BGR,1967,1.7185803050188277
Bulgaria,BGR,1968,2.349054051323554
Bulgaria,BGR,1969,2.193492971296669
Bulgaria,BGR,1970,1.759594812992999
Bulgaria,BGR,1971,1.3237320091952864
Bulgaria,BGR,1972,0.8665867893315607
Bulgaria,BGR,1973,0.8407150095358745
Bulgaria,BGR,1974,1.778883741411895
Bulgaria,BGR,1975,4.280006794879822
Bulgaria,BGR,1976,7.082410007423894
Bulgaria,BGR,1977,8.583834237955266
Bulgaria,BGR,1978,8.835280412537873
Bulgaria,BGR,1979,9.1100734513383
Bulgaria,BGR,1980,11.09149062591677
Bulgaria,BGR,1981,12.268875020740754
Bulgaria,BGR,1982,13.25584305838714
Bulgaria,BGR,1983,13.851229408594016
Bulgaria,BGR,1984,14.651739196147451
Bulgaria,BGR,1985,16.09215515274561
Bulgaria,BGR,1986,15.65387297266061
Bulgaria,BGR,1987,17.329143182518376
Bulgaria,BGR,1988,16.482011469879883
Bulgaria,BGR,1989,17.104987532528845
Bulgaria,BGR,1990,19.670156521394198
Bulgaria,BGR,1991,20.482516617321153
Bulgaria,BGR,1992,19.30992637666579
Bulgaria,BGR,1993,16.917972162723274
Bulgaria,BGR,1994,17.602369009700062
Bulgaria,BGR,1995,19.808009540158444
Bulgaria,BGR,1996,20.259230199361028
Bulgaria,BGR,1997,17.09879675890485
Bulgaria,BGR,1998,14.91069183105317
Bulgaria,BGR,1999,14.771672905226351
Bulgaria,BGR,2000,16.018415810804328
Bulgaria,BGR,2001,12.89182271346238
Bulgaria,BGR,2002,11.75349096240648
Bulgaria,BGR,2003,12.02391748995083
Bulgaria,BGR,2004,12.098155555335206
Bulgaria,BGR,2005,13.938683370508956
Bulgaria,BGR,2006,13.999382541925796
Bulgaria,BGR,2007,14.532027728117273
Bulgaria,BGR,2008,14.754022173949533
Bulgaria,BGR,2009,12.008634497681959
Bulgaria,BGR,2010,12.696965457275391
Bulgaria,BGR,2011,13.648446860685445
Bulgaria,BGR,2012,13.359459403634052
Bulgaria,BGR,2013,13.92753088091722
Bulgaria,BGR,2014,12.975229594984192
Bulgaria,BGR,2015,13.350407894140284
Bulgaria,BGR,2016,14.664078123100083
Bulgaria,BGR,2017,14.744032552352932
Bulgaria,BGR,2018,13.993828319040968
Canada,CAN,1965,16.073982610676907
Canada,CAN,1966,16.58459542781459
Canada,CAN,1967,16.788003539801945
Canada,CAN,1968,17.517240891927926
Canada,CAN,1969,18.551459851049238
Canada,CAN,1970,19.140135692476832
Canada,CAN,1971,19.89153704791683
Canada,CAN,1972,20.94451563068897
Canada,CAN,1973,20.977881656534255
Canada,CAN,1974,20.491579692113252
Canada,CAN,1975,21.399170359069522
Canada,CAN,1976,20.417515116377018
Canada,CAN,1977,20.43339992792962
Canada,CAN,1978,20.272230803243477
Canada,CAN,1979,20.340660468492487
Canada,CAN,1980,19.741566381991124
Canada,CAN,1981,19.701724883881695
Canada,CAN,1982,20.597476407687644
Canada,CAN,1983,19.800540542914185
Canada,CAN,1984,20.641663100881598
Canada,CAN,1985,21.002561192157128
Canada,CAN,1986,20.17985069617828
Canada,CAN,1987,19.74401460924116
Canada,CAN,1988,20.857577608903675
Canada,CAN,1989,22.299877583865094
Canada,CAN,1990,22.021309926954526
Canada,CAN,1991,22.154145017908224
Canada,CAN,1992,22.906606301578087
Canada,CAN,1993,23.78800284633911
Canada,CAN,1994,23.751149286485067
Canada,CAN,1995,24.019804562226994
Canada,CAN,1996,23.771057078298526
Canada,CAN,1997,24.033920256688226
Canada,CAN,1998,23.936576049751164
Canada,CAN,1999,24.801372813818116
Canada,CAN,2000,25.53677927826396
Canada,CAN,2001,24.588672548159973
Canada,CAN,2002,24.776112322078713
Canada,CAN,2003,25.2555365311682
Canada,CAN,2004,24.370114809552604
Canada,CAN,2005,23.730831356159594
Canada,CAN,2006,23.614940826409956
Canada,CAN,2007,24.269589549794468
Canada,CAN,2008,23.889779173896343
Canada,CAN,2009,24.41359373506047
Canada,CAN,2010,24.332255964384274
Canada,CAN,2011,25.629826850878246
Canada,CAN,2012,25.740394005508104
Canada,CAN,2013,26.601032990832536
Canada,CAN,2014,27.568455604865722
Canada,CAN,2015,27.834411445600814
Canada,CAN,2016,26.91360043898312
Canada,CAN,2017,27.44419591953801
Canada,CAN,2018,28.893455217517317
Chile,CHL,1965,8.61113942966575
Chile,CHL,1966,8.388239880920821
Chile,CHL,1967,7.291562079486724
Chile,CHL,1968,6.238348052404031
Chile,CHL,1969,7.626466460792221
Chile,CHL,1970,7.216472483436094
Chile,CHL,1971,6.887140274513139
Chile,CHL,1972,6.093152187796087
Chile,CHL,1973,4.947157209474725
Chile,CHL,1974,5.223310266267062
Chile,CHL,1975,6.578827505303051
Chile,CHL,1976,6.851510101496665
Chile,CHL,1977,6.818290275610112
Chile,CHL,1978,6.001689364841941
Chile,CHL,1979,6.885295421024122
Chile,CHL,1980,6.832662933481378
Chile,CHL,1981,6.560090056377884
Chile,CHL,1982,7.4282192993687515
Chile,CHL,1983,7.851787599981732
Chile,CHL,1984,7.658993609694155
Chile,CHL,1985,7.433059788252616
Chile,CHL,1986,6.510355670314335
Chile,CHL,1987,6.0237551717688635
Chile,CHL,1988,7.567105795088795
Chile,CHL,1989,10.66316006219265
Chile,CHL,1990,10.851758273721575
Chile,CHL,1991,11.43716325086592
Chile,CHL,1992,11.589778386776008
Chile,CHL,1993,11.343913002251597
Chile,CHL,1994,10.401464486570843
Chile,CHL,1995,9.2486313410999
Chile,CHL,1996,8.842265709828059
Chile,CHL,1997,10.513894329591086
Chile,CHL,1998,14.428705823022177
Chile,CHL,1999,18.871608011918113
Chile,CHL,2000,23.094967182470956
Chile,CHL,2001,26.001227978063618
Chile,CHL,2002,25.30827744214344
Chile,CHL,2003,27.49532550710977
Chile,CHL,2004,28.345138409658798
Chile,CHL,2005,26.371885576897835
Chile,CHL,2006,22.825329175044192
Chile,CHL,2007,13.146669141942551
Chile,CHL,2008,7.38979495915176
Chile,CHL,2009,7.6177636049252095
Chile,CHL,2010,15.561232610983119
Chile,CHL,2011,14.545324737715834
Chile,CHL,2012,12.906361337887127
Chile,CHL,2013,12.794262283791804
Chile,CHL,2014,10.783944904907592
Chile,CHL,2015,11.549967710763775
Chile,CHL,2016,13.505397053980445
Chile,CHL,2017,12.602135074323275
Chile,CHL,2018,13.753559032504006
China,CHN,1965,0.7250819117229516
China,CHN,1966,0.8126042810325409
China,CHN,1967,0.9844282026688042
China,CHN,1968,0.934907648210163
China,CHN,1969,1.0749887061083125
China,CHN,1970,1.2288564113160365
China,CHN,1971,1.350725663475204
China,CHN,1972,1.6216382862611498
China,CHN,1973,1.8983346837541326
China,CHN,1974,2.3185972330956535
China,CHN,1975,2.4328990297621162
China,CHN,1976,2.636858790984462
China,CHN,1977,2.9014094275746727
China,CHN,1978,2.996557856708224
China,CHN,1979,3.074865929684438
China,CHN,1980,2.966772913392126
China,CHN,1981,2.6854474351123585
China,CHN,1982,2.4087090649165326
China,CHN,1983,2.3169168793335864
China,CHN,1984,2.1979327793190033
China,CHN,1985,2.1138333861929337
China,CHN,1986,2.146290476551539
China,CHN,1987,2.008931451021121
China,CHN,1988,1.920173022353259
China,CHN,1989,1.9313263133632224
China,CHN,1990,1.9384420743912358
China,CHN,1991,1.8679955729583613
China,CHN,1992,1.808210457342372
China,CHN,1993,1.783370301564437
China,CHN,1994,1.7601304045605541
China,CHN,1995,1.7257106086381269
China,CHN,1996,1.7185542091080432
China,CHN,1997,1.8056816154344963
China,CHN,1998,1.859537693051217
China,CHN,1999,1.9060523250322345
China,CHN,2000,2.1004909222749535
China,CHN,2001,2.226285383568382
China,CHN,2002,2.173464915039383
China,CHN,2003,2.167544749520179
China,CHN,2004,2.1672953231519845
China,CHN,2005,2.2404414437906826
China,CHN,2006,2.513012623941971
China,CHN,2007,2.8430753477819257
China,CHN,2008,3.158586878877606
China,CHN,2009,3.329349975080313
China,CHN,2010,3.7571605911862442
China,CHN,2011,4.319589612111201
China,CHN,2012,4.63408521563777
China,CHN,2013,5.08299940412885
China,CHN,2014,5.444705946731367
China,CHN,2015,5.562243519978034
China,CHN,2016,5.9100969125048355
China,CHN,2017,6.586101406661155
