Entity,Code,Year,Crops - Wheat - 15 - Yield - 5419 - hg/ha (tonnes per hectare)
Mexico,MEX,1965,2.5055
Mexico,MEX,1966,2.2542
Mexico,MEX,1967,2.7267
Mexico,MEX,1968,2.6317
Mexico,MEX,1969,2.7649
Mexico,MEX,1970,3.0202
Mexico,MEX,1971,2.9810000000000003
Mexico,MEX,1972,2.6345
Mexico,MEX,1973,3.2646
Mexico,MEX,1974,3.6022000000000003
Mexico,MEX,1975,3.5956
Mexico,MEX,1976,3.7615000000000003
Mexico,MEX,1977,3.4644000000000004
Mexico,MEX,1978,3.6663
Mexico,MEX,1979,3.9138
Mexico,MEX,1980,3.8476000000000004
Mexico,MEX,1981,3.7141
Mexico,MEX,1982,4.3563
Mexico,MEX,1983,4.041
Mexico,MEX,1984,4.3577
Mexico,MEX,1985,4.2843
Mexico,MEX,1986,3.9671000000000003
Mexico,MEX,1987,4.4686
Mexico,MEX,1988,4.0154000000000005
Mexico,MEX,1989,3.8235
Mexico,MEX,1990,4.214300000000001
Mexico,MEX,1991,4.1272
Mexico,MEX,1992,3.9530000000000003
Mexico,MEX,1993,4.0821000000000005
Mexico,MEX,1994,4.3034
Mexico,MEX,1995,3.732
Mexico,MEX,1996,4.1706
Mexico,MEX,1997,4.7347
Mexico,MEX,1998,4.2077
Mexico,MEX,1999,4.631
Mexico,MEX,2000,4.9355
Mexico,MEX,2001,4.766100000000001
Mexico,MEX,2002,5.0999
Mexico,MEX,2003,4.4912
Mexico,MEX,2004,4.4871
Mexico,MEX,2005,4.7517000000000005
Mexico,MEX,2006,5.2274
Mexico,MEX,2007,5.0824
Mexico,MEX,2008,5.0134
Mexico,MEX,2009,4.9688
Mexico,MEX,2010,5.4185
Mexico,MEX,2011,5.4778
Mexico,MEX,2012,5.6568000000000005
Mexico,MEX,2013,5.2934
Mexico,MEX,2014,5.1935
Mexico,MEX,2015,4.5256
Mexico,MEX,2016,5.3388
Mexico,MEX,2017,5.2967
Mexico,MEX,2018,5.4373000000000005
Middle Africa,,1961,1.0571000000000002
Middle Africa,,1962,1.1027
Middle Africa,,1963,1.1225
Middle Africa,,1964,0.9965
Middle Africa,,1965,1.1546
Middle Africa,,1966,1.171
Middle Africa,,1967,1.3995
Middle Africa,,1968,1.2789000000000001
Middle Africa,,1969,1.1033
Middle Africa,,1970,0.9013
Middle Africa,,1971,0.9568000000000001
Middle Africa,,1972,1.157
Middle Africa,,1973,1.0633000000000001
Middle Africa,,1974,1.3522
Middle Africa,,1975,1.0859
Middle Africa,,1976,1.03
Middle Africa,,1977,0.7618
Middle Africa,,1978,0.7153
Middle Africa,,1979,0.7473000000000001
Middle Africa,,1980,0.8003
Middle Africa,,1981,0.8269000000000001
Middle Africa,,1982,0.8229000000000001
Middle Africa,,1983,0.7664000000000001
Middle Africa,,1984,0.6162000000000001
Middle Africa,,1985,0.7881
Middle Africa,,1986,1.0390000000000001
Middle Africa,,1987,0.9129
Middle Africa,,1988,0.925
Middle Africa,,1989,0.9185000000000001
Middle Africa,,1990,0.9718
Middle Africa,,1991,0.9916
Middle Africa,,1992,1.1963000000000001
Middle Africa,,1993,1.2384000000000002
Middle Africa,,1994,1.3138
Middle Africa,,1995,1.2155
Middle Africa,,1996,1.4011
Middle Africa,,1997,1.5173
Middle Africa,,1998,1.5145000000000002
Middle Africa,,1999,1.3962
Middle Africa,,2000,1.3920000000000001
Middle Africa,,2001,1.399
Middle Africa,,2002,1.47
Middle Africa,,2003,1.2959
Middle Africa,,2004,1.2738
Middle Africa,,2005,1.2709000000000001
Middle Africa,,2006,1.1601000000000001
Middle Africa,,2007,1.3800000000000001
Middle Africa,,2008,1.3613
Middle Africa,,2009,1.3341
Middle Africa,,2010,1.2858
Middle Africa,,2011,1.0589
Middle Africa,,2012,1.5561
Middle Africa,,2013,1.2708000000000002
Middle Africa,,2014,1.1199000000000001
Middle Africa,,2015,1.2518
Middle Africa,,2016,1.2977
Middle Africa,,2017,1.3036
Middle Africa,,2018,1.3186
Moldova,MDA,1992,3.2868
Moldova,MDA,1993,4.026
Moldova,MDA,1994,2.193
Moldova,MDA,1995,3.2427
Moldova,MDA,1996,2.0592
Moldova,MDA,1997,3.2794000000000003
Moldova,MDA,1998,2.6714
Moldova,MDA,1999,2.3423000000000003
Moldova,MDA,2000,1.9512
Moldova,MDA,2001,2.7133000000000003
Moldova,MDA,2002,2.5068
Moldova,MDA,2003,2.5261
Moldova,MDA,2004,2.7386
Moldova,MDA,2005,2.5989
Moldova,MDA,2006,2.3196000000000003
Moldova,MDA,2007,1.2925
Moldova,MDA,2008,3.1244
Moldova,MDA,2009,2.0988
Moldova,MDA,2010,2.2872
Moldova,MDA,2011,2.6376
Moldova,MDA,2012,1.576
Moldova,MDA,2013,2.7551
Moldova,MDA,2014,3.1667
Moldova,MDA,2015,2.6729000000000003
Moldova,MDA,2016,3.4869000000000003
Moldova,MDA,2017,3.7309
Moldova,MDA,2018,3.1251
Mongolia,MNG,1961,0.3685
Mongolia,MNG,1962,0.9013
Mongolia,MNG,1963,0.8362
Mongolia,MNG,1964,0.9416
Mongolia,MNG,1965,0.8039000000000001
Mongolia,MNG,1966,0.6618
Mongolia,MNG,1967,0.8401000000000001
Mongolia,MNG,1968,0.5434
Mongolia,MNG,1969,0.3285
Mongolia,MNG,1970,0.7190000000000001
Mongolia,MNG,1971,0.9502
Mongolia,MNG,1972,0.5404
Mongolia,MNG,1973,1.1062
Mongolia,MNG,1974,0.8203
Mongolia,MNG,1975,1.1573
Mongolia,MNG,1976,0.8642000000000001
Mongolia,MNG,1977,0.906
Mongolia,MNG,1978,0.6723
Mongolia,MNG,1979,0.5674
Mongolia,MNG,1980,0.5632
Mongolia,MNG,1981,0.7213
Mongolia,MNG,1982,1.0211000000000001
Mongolia,MNG,1983,1.4579
Mongolia,MNG,1984,0.9992000000000001
Mongolia,MNG,1985,1.4282000000000001
Mongolia,MNG,1986,1.4203000000000001
Mongolia,MNG,1987,1.1615
Mongolia,MNG,1988,1.3709
Mongolia,MNG,1989,1.3009000000000002
Mongolia,MNG,1990,1.1187
Mongolia,MNG,1991,1.0145
Mongolia,MNG,1992,0.8611000000000001
Mongolia,MNG,1993,0.9038
Mongolia,MNG,1994,0.7495
Mongolia,MNG,1995,0.7366
Mongolia,MNG,1996,0.6628000000000001
Mongolia,MNG,1997,0.7614000000000001
Mongolia,MNG,1998,0.6371
Mongolia,MNG,1999,0.6104
Mongolia,MNG,2000,0.7768
Mongolia,MNG,2001,0.7200000000000001
Mongolia,MNG,2002,0.5898
Mongolia,MNG,2003,0.7914
Mongolia,MNG,2004,0.8072
Mongolia,MNG,2005,0.47750000000000004
Mongolia,MNG,2006,1.083
Mongolia,MNG,2007,0.9392
Mongolia,MNG,2008,1.3987
Mongolia,MNG,2009,1.5593000000000001
Mongolia,MNG,2010,1.3805
Mongolia,MNG,2011,1.4961
Mongolia,MNG,2012,1.5650000000000002
Mongolia,MNG,2013,1.3369
Mongolia,MNG,2014,1.6800000000000002
Mongolia,MNG,2015,0.5645
Mongolia,MNG,2016,1.3154000000000001
Mongolia,MNG,2017,0.6327
Mongolia,MNG,2018,1.2727000000000002
Montenegro,MNE,2006,3.0903
Montenegro,MNE,2007,2.4026
Montenegro,MNE,2008,3.5016000000000003
Montenegro,MNE,2009,3.5981
Montenegro,MNE,2010,3.4029000000000003
Montenegro,MNE,2011,3.2024000000000004
Montenegro,MNE,2012,2.7984
Montenegro,MNE,2013,3.4357
Montenegro,MNE,2014,2.9215
Montenegro,MNE,2015,2.8682000000000003
Montenegro,MNE,2016,3.1506000000000003
Montenegro,MNE,2017,3.2135000000000002
Montenegro,MNE,2018,3.2088
Morocco,MAR,1961,0.45280000000000004
Morocco,MAR,1962,1.0274
Morocco,MAR,1963,0.8727
Morocco,MAR,1964,0.9412
Morocco,MAR,1965,0.9518000000000001
Morocco,MAR,1966,0.6101
Morocco,MAR,1967,0.7399
Morocco,MAR,1968,1.3214000000000001
Morocco,MAR,1969,0.7499
Morocco,MAR,1970,0.9516
Morocco,MAR,1971,1.0908
Morocco,MAR,1972,1.0813000000000001
Morocco,MAR,1973,0.7718
Morocco,MAR,1974,0.9666
Morocco,MAR,1975,0.9312
Morocco,MAR,1976,1.1391
Morocco,MAR,1977,0.6345000000000001
Morocco,MAR,1978,1.0701
Morocco,MAR,1979,1.0843
Morocco,MAR,1980,1.0562
Morocco,MAR,1981,0.5416000000000001
Morocco,MAR,1982,1.2952000000000001
Morocco,MAR,1983,0.9971000000000001
Morocco,MAR,1984,1.072
Morocco,MAR,1985,1.245
Morocco,MAR,1986,1.7138
Morocco,MAR,1987,1.0608
Morocco,MAR,1988,1.7352
Morocco,MAR,1989,1.4934
Morocco,MAR,1990,1.329
Morocco,MAR,1991,1.8699000000000001
Morocco,MAR,1992,0.7011000000000001
Morocco,MAR,1993,0.6808000000000001
Morocco,MAR,1994,1.8111000000000002
Morocco,MAR,1995,0.5543
Morocco,MAR,1996,1.8415000000000001
Morocco,MAR,1997,0.9292
Morocco,MAR,1998,1.4184
Morocco,MAR,1999,0.8004
Morocco,MAR,2000,0.4758
Morocco,MAR,2001,1.228
Morocco,MAR,2002,1.2793
Morocco,MAR,2003,1.722
Morocco,MAR,2004,1.8082
Morocco,MAR,2005,1.0261
Morocco,MAR,2006,2.0365
Morocco,MAR,2007,0.6154000000000001
Morocco,MAR,2008,1.3189
Morocco,MAR,2009,2.1398
Morocco,MAR,2010,1.7095
Morocco,MAR,2011,1.9488
Morocco,MAR,2012,1.2342
Morocco,MAR,2013,2.164
Morocco,MAR,2014,1.7132
Morocco,MAR,2015,2.4664
Morocco,MAR,2016,1.1315
Morocco,MAR,2017,2.0953
Morocco,MAR,2018,2.5752
Mozambique,MOZ,1961,0.7652
Mozambique,MOZ,1962,0.7895000000000001
Mozambique,MOZ,1963,0.9524
Mozambique,MOZ,1964,0.7018
Mozambique,MOZ,1965,1
Mozambique,MOZ,1966,1.1
Mozambique,MOZ,1967,0.8624
Mozambique,MOZ,1968,0.9202
Mozambique,MOZ,1969,0.8667
Mozambique,MOZ,1970,0.9202
Mozambique,MOZ,1971,1.0462
Mozambique,MOZ,1972,1
Mozambique,MOZ,1973,1.3333000000000002
Mozambique,MOZ,1974,1
Mozambique,MOZ,1975,1
Mozambique,MOZ,1976,0.6
Mozambique,MOZ,1977,0.4
Mozambique,MOZ,1978,0.6
Mozambique,MOZ,1979,0.6308
Mozambique,MOZ,1980,1
Mozambique,MOZ,1981,1.8182
Mozambique,MOZ,1982,1.6
Mozambique,MOZ,1983,1.5
Mozambique,MOZ,1984,1.5
Mozambique,MOZ,1985,1.25
Mozambique,MOZ,1986,1.25
Mozambique,MOZ,1987,0.75
Mozambique,MOZ,1988,1.25
Mozambique,MOZ,1989,1.25
Mozambique,MOZ,1990,1.8001
Mozambique,MOZ,1991,1.5
Mozambique,MOZ,1992,1.1111
Mozambique,MOZ,1993,1.1613
Mozambique,MOZ,1994,1.1464
Mozambique,MOZ,1995,1.1401000000000001
Mozambique,MOZ,1996,1.1356000000000002
Mozambique,MOZ,1997,1.1328
Mozambique,MOZ,1998,1.1337000000000002
Mozambique,MOZ,1999,1.1372
Mozambique,MOZ,2000,1
Mozambique,MOZ,2001,1
Mozambique,MOZ,2002,1.0385
Mozambique,MOZ,2003,1.1875
Mozambique,MOZ,2004,1.087
Mozambique,MOZ,2005,1.1071
Mozambique,MOZ,2006,1.2353
Mozambique,MOZ,2007,1.1765
Mozambique,MOZ,2008,1.25
Mozambique,MOZ,2009,1.25
Mozambique,MOZ,2010,1.3367
Mozambique,MOZ,2011,1.7042000000000002
Mozambique,MOZ,2012,0.9958
Mozambique,MOZ,2013,1.0951
Mozambique,MOZ,2014,1.09
Mozambique,MOZ,2015,1.0787
Mozambique,MOZ,2016,1.0938
Mozambique,MOZ,2017,1.1586
Mozambique,MOZ,2018,1.1612
Myanmar,MMR,1961,0.3078
Myanmar,MMR,1962,0.41240000000000004
Myanmar,MMR,1963,0.5582
Myanmar,MMR,1964,0.6762
Myanmar,MMR,1965,0.6445000000000001
Myanmar,MMR,1966,0.6344000000000001
Myanmar,MMR,1967,0.4979
Myanmar,MMR,1968,0.5763
Myanmar,MMR,1969,0.46840000000000004
Myanmar,MMR,1970,0.555
Myanmar,MMR,1971,0.6243000000000001
Myanmar,MMR,1972,0.5499
Myanmar,MMR,1973,0.5479
Myanmar,MMR,1974,0.4555
Myanmar,MMR,1975,0.7452000000000001
Myanmar,MMR,1976,0.6526000000000001
Myanmar,MMR,1977,0.8783000000000001
Myanmar,MMR,1978,1.0256
Myanmar,MMR,1979,0.5037
Myanmar,MMR,1980,1.1064
Myanmar,MMR,1981,1.11
Myanmar,MMR,1982,1.3341
Myanmar,MMR,1983,1.2630000000000001
Myanmar,MMR,1984,1.5942
Myanmar,MMR,1985,1.7431
Myanmar,MMR,1986,1.713
Myanmar,MMR,1987,1.73
Myanmar,MMR,1988,1.3097
Myanmar,MMR,1989,1.0737
Myanmar,MMR,1990,0.9544
Myanmar,MMR,1991,0.9579000000000001
Myanmar,MMR,1992,0.9389000000000001
Myanmar,MMR,1993,0.9334
Myanmar,MMR,1994,0.8209000000000001
Myanmar,MMR,1995,0.8424
Myanmar,MMR,1996,0.9463
Myanmar,MMR,1997,1.0328
Myanmar,MMR,1998,0.9592
Myanmar,MMR,1999,1.0959
Myanmar,MMR,2000,1.1494
Myanmar,MMR,2001,1.1902000000000001
Myanmar,MMR,2002,1.2679
Myanmar,MMR,2003,1.2870000000000001
Myanmar,MMR,2004,1.3935
Myanmar,MMR,2005,1.3934
Myanmar,MMR,2006,1.5262
Myanmar,MMR,2007,1.5792000000000002
Myanmar,MMR,2008,1.7117
Myanmar,MMR,2009,1.7297
Myanmar,MMR,2010,1.7819
Myanmar,MMR,2011,1.7779
Myanmar,MMR,2012,1.784
Myanmar,MMR,2013,1.8078
Myanmar,MMR,2014,1.8472000000000002
Myanmar,MMR,2015,1.8616000000000001
Myanmar,MMR,2016,1.1859
Myanmar,MMR,2017,1.8833000000000002
Myanmar,MMR,2018,1.8124
Namibia,NAM,1961,0.9867
Namibia,NAM,1962,1.205
Namibia,NAM,1963,1.3333000000000002
Namibia,NAM,1964,1.3333000000000002
Namibia,NAM,1965,1.5556
Namibia,NAM,1966,1.5
Namibia,NAM,1967,1.5
Namibia,NAM,1968,1.5
Namibia,NAM,1969,1.75
Namibia,NAM,1970,1.75
Namibia,NAM,1971,1.75
Namibia,NAM,1972,1.75
Namibia,NAM,1973,1.75
Namibia,NAM,1974,2
Namibia,NAM,1975,2
Namibia,NAM,1976,2
Namibia,NAM,1977,2
Namibia,NAM,1978,2
Namibia,NAM,1979,2.5
Namibia,NAM,1980,2.5
Namibia,NAM,1981,2.8571
Namibia,NAM,1982,3.125
Namibia,NAM,1983,3
Namibia,NAM,1984,2.9167
Namibia,NAM,1985,2.6667
Namibia,NAM,1986,2.9610000000000003
Namibia,NAM,1987,2.7556000000000003
Namibia,NAM,1988,2.6337
Namibia,NAM,1989,4.8667
Namibia,NAM,1990,4.425
Namibia,NAM,1991,5.9
Namibia,NAM,1992,5.1933
Namibia,NAM,1993,4.3846
Namibia,NAM,1994,5.25
Namibia,NAM,1995,5.5172
Namibia,NAM,1996,4.3846
Namibia,NAM,1997,4.6361
Namibia,NAM,1998,4.9336
Namibia,NAM,1999,3.644
Namibia,NAM,2000,5.0983
Namibia,NAM,2001,6.0464
Namibia,NAM,2002,6.372400000000001
Namibia,NAM,2003,6.250900000000001
Namibia,NAM,2004,4.1622
Namibia,NAM,2005,4.5255
Namibia,NAM,2006,5.9308000000000005
Namibia,NAM,2007,5.1342
Namibia,NAM,2008,6.142
Namibia,NAM,2009,6.7214
Namibia,NAM,2010,6.094200000000001
Namibia,NAM,2011,6.1219
Namibia,NAM,2012,6.169700000000001
Namibia,NAM,2013,6.2155000000000005
Namibia,NAM,2014,6.6667000000000005
Namibia,NAM,2015,5.7756
Namibia,NAM,2016,4.7289
Namibia,NAM,2017,5.3061
Namibia,NAM,2018,5.3061
Nepal,NPL,1961,1.2273
Nepal,NPL,1962,1.2321
Nepal,NPL,1963,1.2284000000000002
Nepal,NPL,1964,1.2257
Nepal,NPL,1965,1.26
Nepal,NPL,1966,1.2458
Nepal,NPL,1967,1.2619
Nepal,NPL,1968,1.0661
Nepal,NPL,1969,1.1196000000000002
Nepal,NPL,1970,1.1733
Nepal,NPL,1971,0.8466
Nepal,NPL,1972,0.9332
Nepal,NPL,1973,1.2045000000000001
Nepal,NPL,1974,1.1258000000000001
Nepal,NPL,1975,1.1375
Nepal,NPL,1976,1.1778
Nepal,NPL,1977,1.0390000000000001
Nepal,NPL,1978,1.1199000000000001
Nepal,NPL,1979,1.1658
Nepal,NPL,1980,1.1993
Nepal,NPL,1981,1.218
Nepal,NPL,1982,1.3152000000000001
Nepal,NPL,1983,1.3572
Nepal,NPL,1984,1.3433000000000002
Nepal,NPL,1985,1.1811
Nepal,NPL,1986,1.2386000000000001
Nepal,NPL,1987,1.3091000000000002
Nepal,NPL,1988,1.2478
Nepal,NPL,1989,1.3851
Nepal,NPL,1990,1.4149
Nepal,NPL,1991,1.4103
Nepal,NPL,1992,1.3338
Nepal,NPL,1993,1.246
Nepal,NPL,1994,1.4704000000000002
Nepal,NPL,1995,1.4416
Nepal,NPL,1996,1.55
Nepal,NPL,1997,1.6072000000000002
Nepal,NPL,1998,1.5463
Nepal,NPL,1999,1.6955
Nepal,NPL,2000,1.7931000000000001
Nepal,NPL,2001,1.8063
Nepal,NPL,2002,1.8859000000000001
Nepal,NPL,2003,2.0092
Nepal,NPL,2004,2.0873
Nepal,NPL,2005,2.1344000000000003
Nepal,NPL,2006,2.0745
Nepal,NPL,2007,2.1563
Nepal,NPL,2008,2.2252
Nepal,NPL,2009,1.9338000000000002
Nepal,NPL,2010,2.1289000000000002
Nepal,NPL,2011,2.2747
Nepal,NPL,2012,2.4123
Nepal,NPL,2013,2.2902
Nepal,NPL,2014,2.496
Nepal,NPL,2015,2.5914
Nepal,NPL,2016,2.3288
Nepal,NPL,2017,2.5538000000000003
Nepal,NPL,2018,2.7573000000000003
Net Food Importing Developing Countries,,1961,0.8539
Net Food Importing Developing Countries,,1962,0.9524
Net Food Importing Developing Countries,,1963,0.9065000000000001
Net Food Importing Developing Countries,,1964,0.9515
Net Food Importing Developing Countries,,1965,0.9534
Net Food Importing Developing Countries,,1966,0.8451000000000001
Net Food Importing Developing Countries,,1967,0.9153
Net Food Importing Developing Countries,,1968,1.1158000000000001
Net Food Importing Developing Countries,,1969,1.0301
Net Food Importing Developing Countries,,1970,1.0665
Net Food Importing Developing Countries,,1971,1.0593000000000001
Net Food Importing Developing Countries,,1972,1.0961
Net Food Importing Developing Countries,,1973,1.1882000000000001
Net Food Importing Developing Countries,,1974,1.2134
Net Food Importing Developing Countries,,1975,1.2674
Net Food Importing Developing Countries,,1976,1.3257
Net Food Importing Developing Countries,,1977,1.2405000000000002
Net Food Importing Developing Countries,,1978,1.2651000000000001
Net Food Importing Developing Countries,,1979,1.3331000000000002
Net Food Importing Developing Countries,,1980,1.4248
Net Food Importing Developing Countries,,1981,1.4365
Net Food Importing Developing Countries,,1982,1.4952
Net Food Importing Developing Countries,,1983,1.5126000000000002
Net Food Importing Developing Countries,,1984,1.4106
Net Food Importing Developing Countries,,1985,1.5438
Net Food Importing Developing Countries,,1986,1.7228
Net Food Importing Developing Countries,,1987,1.5291000000000001
Net Food Importing Developing Countries,,1988,1.7108
Net Food Importing Developing Countries,,1989,1.7288000000000001
Net Food Importing Developing Countries,,1990,1.7231
Net Food Importing Developing Countries,,1991,1.8256000000000001
Net Food Importing Developing Countries,,1992,1.7834
Net Food Importing Developing Countries,,1993,1.7201000000000002
Net Food Importing Developing Countries,,1994,1.8113000000000001
Net Food Importing Developing Countries,,1995,1.8546
Net Food Importing Developing Countries,,1996,1.9556
Net Food Importing Developing Countries,,1997,1.8677000000000001
Net Food Importing Developing Countries,,1998,2.0407
Net Food Importing Developing Countries,,1999,1.9233
Net Food Importing Developing Countries,,2000,1.9761000000000002
Net Food Importing Developing Countries,,2001,2.0936
Net Food Importing Developing Countries,,2002,2.1594
Net Food Importing Developing Countries,,2003,2.2605
Net Food Importing Developing Countries,,2004,2.2579000000000002
Net Food Importing Developing Countries,,2005,2.3034
Net Food Importing Developing Countries,,2006,2.3706
Net Food Importing Developing Countries,,2007,2.3419000000000003
Net Food Importing Developing Countries,,2008,2.2657000000000003
Net Food Importing Developing Countries,,2009,2.5381
Net Food Importing Developing Countries,,2010,2.4214
Net Food Importing Developing Countries,,2011,2.6068000000000002
Net Food Importing Developing Countries,,2012,2.5155000000000003
Net Food Importing Developing Countries,,2013,2.726
Net Food Importing Developing Countries,,2014,2.678
Net Food Importing Developing Countries,,2015,2.8078000000000003
Net Food Importing Developing Countries,,2016,2.6402
Net Food Importing Developing Countries,,2017,2.8078000000000003
Net Food Importing Developing Countries,,2018,2.8669000000000002
Netherlands,NLD,1961,3.9251
Netherlands,NLD,1962,4.5475
Netherlands,NLD,1963,4.1962
Netherlands,NLD,1964,4.7064
Netherlands,NLD,1965,4.4429
Netherlands,NLD,1966,4.044700000000001
Netherlands,NLD,1967,4.7906
Netherlands,NLD,1968,4.4234
Netherlands,NLD,1969,4.3578
Netherlands,NLD,1970,4.5457
Netherlands,NLD,1971,4.9687
Netherlands,NLD,1972,4.311100000000001
Netherlands,NLD,1973,5.2552
Netherlands,NLD,1974,5.7334000000000005
Netherlands,NLD,1975,4.9358
Netherlands,NLD,1976,5.4374
Netherlands,NLD,1977,5.2304
Netherlands,NLD,1978,6.5665000000000004
Netherlands,NLD,1979,5.9382
Netherlands,NLD,1980,6.202100000000001
Netherlands,NLD,1981,6.7008
Netherlands,NLD,1982,7.389600000000001
Netherlands,NLD,1983,7.0368
Netherlands,NLD,1984,7.885400000000001
Netherlands,NLD,1985,6.6451
Netherlands,NLD,1986,7.998
Netherlands,NLD,1987,6.9359
Netherlands,NLD,1988,7.2273000000000005
Netherlands,NLD,1989,7.597700000000001
Netherlands,NLD,1990,7.6528
Netherlands,NLD,1991,7.6608
Netherlands,NLD,1992,8.0154
Netherlands,NLD,1993,8.7712
Netherlands,NLD,1994,8.067400000000001
Netherlands,NLD,1995,8.6189
Netherlands,NLD,1996,8.9612
Netherlands,NLD,1997,7.7309
Netherlands,NLD,1998,7.695600000000001
Netherlands,NLD,1999,8.331100000000001
Netherlands,NLD,2000,8.3592
Netherlands,NLD,2001,7.9447
Netherlands,NLD,2002,7.814500000000001
Netherlands,NLD,2003,8.7439
Netherlands,NLD,2004,8.914900000000001
Netherlands,NLD,2005,8.593200000000001
Netherlands,NLD,2006,8.394
Netherlands,NLD,2007,7.271400000000001
Netherlands,NLD,2008,8.7295
Netherlands,NLD,2009,9.2919
Netherlands,NLD,2010,8.9092
Netherlands,NLD,2011,7.7812
Netherlands,NLD,2012,8.587
Netherlands,NLD,2013,8.741200000000001
Netherlands,NLD,2014,9.1698
Netherlands,NLD,2015,9.1255
Netherlands,NLD,2016,7.9832
Netherlands,NLD,2017,9.0935
Netherlands,NLD,2018,8.821200000000001
New Caledonia,NCL,1961,2.5
New Caledonia,NCL,1962,2.5
New Caledonia,NCL,1963,2.5
New Caledonia,NCL,1964,2.5
New Caledonia,NCL,1965,2.5
New Caledonia,NCL,1966,2.5
New Caledonia,NCL,1967,3
New Caledonia,NCL,1968,2.6875
New Caledonia,NCL,1969,2.9000000000000004
New Caledonia,NCL,1970,2.8571
New Caledonia,NCL,1971,1.3333000000000002
New Caledonia,NCL,1972,2.5
New Caledonia,NCL,1973,3.35
New Caledonia,NCL,1974,3.25
New Caledonia,NCL,1975,3
New Caledonia,NCL,1976,2
New Caledonia,NCL,1977,2
New Caledonia,NCL,1978,2.2222
New Caledonia,NCL,1979,1.2069
New Caledonia,NCL,1980,1.0638
New Caledonia,NCL,1981,1.3978000000000002
New Caledonia,NCL,1982,1.6246
New Caledonia,NCL,1983,0.8247
New Caledonia,NCL,1984,0.7327
New Caledonia,NCL,1985,1.8350000000000002
New Caledonia,NCL,1986,1.8392000000000002
New Caledonia,NCL,1987,1.5
New Caledonia,NCL,1988,1.32
New Caledonia,NCL,1989,1.1300000000000001
New Caledonia,NCL,1990,0.7317
New Caledonia,NCL,1991,1.3812
New Caledonia,NCL,1992,2.0273
New Caledonia,NCL,1993,0.5333
New Caledonia,NCL,1994,1.9571
New Caledonia,NCL,1995,1.9400000000000002
New Caledonia,NCL,1996,1.5369000000000002
New Caledonia,NCL,1997,1.8889
New Caledonia,NCL,1998,1.975
New Caledonia,NCL,1999,1.75
New Caledonia,NCL,2000,0
New Caledonia,NCL,2001,1.85
New Caledonia,NCL,2002,0
New Caledonia,NCL,2003,1.9000000000000001
New Caledonia,NCL,2004,1.7686000000000002
New Caledonia,NCL,2005,4
New Caledonia,NCL,2006,0
New Caledonia,NCL,2007,0
New Caledonia,NCL,2011,0
New Caledonia,NCL,2012,2
New Caledonia,NCL,2013,4.1000000000000005
New Caledonia,NCL,2015,1.237
New Caledonia,NCL,2016,1.3897000000000002
New Caledonia,NCL,2017,1.3881000000000001
New Caledonia,NCL,2018,1.3864
New Zealand,NZL,1961,3.3517
New Zealand,NZL,1962,2.8285
New Zealand,NZL,1963,2.7277
New Zealand,NZL,1964,3.3195
New Zealand,NZL,1965,3.3618
New Zealand,NZL,1966,3.6138000000000003
New Zealand,NZL,1967,3.7272000000000003
New Zealand,NZL,1968,3.4926000000000004
New Zealand,NZL,1969,3.5352
New Zealand,NZL,1970,2.6482
New Zealand,NZL,1971,3.339
New Zealand,NZL,1972,3.6461
New Zealand,NZL,1973,3.4922
New Zealand,NZL,1974,3.1830000000000003
New Zealand,NZL,1975,3.1198
New Zealand,NZL,1976,3.7418
New Zealand,NZL,1977,3.6788000000000003
New Zealand,NZL,1978,3.6134000000000004
New Zealand,NZL,1979,3.3851
New Zealand,NZL,1980,3.5574000000000003
New Zealand,NZL,1981,4.0092
New Zealand,NZL,1982,4.0843
New Zealand,NZL,1983,4.2431
New Zealand,NZL,1984,4.58
New Zealand,NZL,1985,4.3093
New Zealand,NZL,1986,4.1564000000000005
New Zealand,NZL,1987,4.0599
New Zealand,NZL,1988,4.0701
New Zealand,NZL,1989,3.5679000000000003
New Zealand,NZL,1990,4.8842
New Zealand,NZL,1991,4.814900000000001
New Zealand,NZL,1992,5.0543000000000005
New Zealand,NZL,1993,5.369800000000001
New Zealand,NZL,1994,5.4145
New Zealand,NZL,1995,4.682300000000001
New Zealand,NZL,1996,5.473800000000001
New Zealand,NZL,1997,5.6607
New Zealand,NZL,1998,6.216
New Zealand,NZL,1999,6.061
New Zealand,NZL,2000,6.2095
New Zealand,NZL,2001,7.4286
New Zealand,NZL,2002,7.1467
New Zealand,NZL,2003,7.4863
New Zealand,NZL,2004,6.5501000000000005
New Zealand,NZL,2005,8.092
New Zealand,NZL,2006,6.8963
New Zealand,NZL,2007,8.4966
New Zealand,NZL,2008,8.112
New Zealand,NZL,2009,7.4918000000000005
New Zealand,NZL,2010,8.1241
New Zealand,NZL,2011,7.2858
New Zealand,NZL,2012,8.9245
New Zealand,NZL,2013,9.1053
New Zealand,NZL,2014,8.6267
New Zealand,NZL,2015,8.6722
New Zealand,NZL,2016,9.1971
New Zealand,NZL,2017,9.8644
New Zealand,NZL,2018,8.9596
Niger,NER,1961,1.227
Niger,NER,1962,1.2004000000000001
Niger,NER,1963,1.2766
Niger,NER,1964,1.1698
Niger,NER,1965,0.8564
Niger,NER,1966,1.2248
Niger,NER,1967,1.24
Niger,NER,1968,0.6667000000000001
Niger,NER,1969,0.9816
Niger,NER,1970,0.907
Niger,NER,1971,0.9063
Niger,NER,1972,1.2847
