Entity,Code,Year,Crops - Sunflower seed - 267 - Production - 5510 - tonnes (tonnes)
Bulgaria,BGR,2017,2056987
Bulgaria,BGR,2018,1927040
Canada,CAN,1961,10935
Canada,CAN,1962,7874
Canada,CAN,1963,18070
Canada,CAN,1964,14016
Canada,CAN,1965,13256
Canada,CAN,1966,14873
Canada,CAN,1967,16334
Canada,CAN,1968,11226
Canada,CAN,1969,15422
Canada,CAN,1970,25106
Canada,CAN,1971,76689
Canada,CAN,1972,77111
Canada,CAN,1973,41232
Canada,CAN,1974,8255
Canada,CAN,1975,29937
Canada,CAN,1976,24040
Canada,CAN,1977,81000
Canada,CAN,1978,120200
Canada,CAN,1979,217800
Canada,CAN,1980,166100
Canada,CAN,1981,116200
Canada,CAN,1982,94600
Canada,CAN,1983,52000
Canada,CAN,1984,84800
Canada,CAN,1985,61700
Canada,CAN,1986,36300
Canada,CAN,1987,52400
Canada,CAN,1988,47600
Canada,CAN,1989,68200
Canada,CAN,1990,110300
Canada,CAN,1991,134600
Canada,CAN,1992,64800
Canada,CAN,1993,78500
Canada,CAN,1994,117000
Canada,CAN,1995,66200
Canada,CAN,1996,54900
Canada,CAN,1997,65100
Canada,CAN,1998,111800
Canada,CAN,1999,121900
Canada,CAN,2000,119300
Canada,CAN,2001,103800
Canada,CAN,2002,157400
Canada,CAN,2003,142300
Canada,CAN,2004,52200
Canada,CAN,2005,84400
Canada,CAN,2006,157300
Canada,CAN,2007,123800
Canada,CAN,2008,105600
Canada,CAN,2009,101900
Canada,CAN,2010,67600
Canada,CAN,2011,19800
Canada,CAN,2012,86900
Canada,CAN,2013,51900
Canada,CAN,2014,55000
Canada,CAN,2015,72600
Canada,CAN,2016,50600
Canada,CAN,2017,57600
Canada,CAN,2018,57300
Central America,,1971,26833
Central America,,1972,15049
Central America,,1973,5100
Central America,,1974,3737
Central America,,1975,2296
Central America,,1976,1897
Central America,,1977,2249
Central America,,1978,6980
Central America,,1979,7180
Central America,,1980,5498
Central America,,1981,4557
Central America,,1982,14434
Central America,,1983,4548
Central America,,1984,3330
Central America,,1985,19543
Central America,,1986,5665
Central America,,1987,9333
Central America,,1988,11946
Central America,,1989,1410
Central America,,1990,90
Central America,,1991,129
Central America,,1992,208
Central America,,1993,2423
Central America,,1994,1031
Central America,,1995,376
Central America,,1996,309
Central America,,1997,2464
Central America,,1998,615
Central America,,1999,1384
Central America,,2000,70
Central America,,2001,673
Central America,,2002,66
Central America,,2003,155
Central America,,2004,232
Central America,,2005,31
Central America,,2006,178
Central America,,2007,7
Central America,,2008,5
Central America,,2009,332
Central America,,2010,3797
Central America,,2011,2826
Central America,,2012,1308
Central America,,2013,4546
Central America,,2014,16559
Central America,,2015,14399
Central America,,2016,8969
Central America,,2017,8862
Central America,,2018,9751
Chile,CHL,1961,31730
Chile,CHL,1962,32010
Chile,CHL,1963,39500
Chile,CHL,1964,45100
Chile,CHL,1965,45160
Chile,CHL,1966,56013
Chile,CHL,1967,33310
Chile,CHL,1968,43026
Chile,CHL,1969,28193
Chile,CHL,1970,28180
Chile,CHL,1971,20317
Chile,CHL,1972,19893
Chile,CHL,1973,13453
Chile,CHL,1974,10433
Chile,CHL,1975,17840
Chile,CHL,1976,26970
Chile,CHL,1977,15310
Chile,CHL,1978,30040
Chile,CHL,1979,33270
Chile,CHL,1980,38250
Chile,CHL,1981,7440
Chile,CHL,1982,5390
Chile,CHL,1983,4634
Chile,CHL,1984,7450
Chile,CHL,1985,32501
Chile,CHL,1986,54381
Chile,CHL,1987,39629
Chile,CHL,1988,48933
Chile,CHL,1989,31868
Chile,CHL,1990,27328
Chile,CHL,1991,32405
Chile,CHL,1992,26276
Chile,CHL,1993,13219
Chile,CHL,1994,6850
Chile,CHL,1995,6700
Chile,CHL,1996,2500
Chile,CHL,1997,2633
Chile,CHL,1998,3172
Chile,CHL,1999,4263
Chile,CHL,2000,9443
Chile,CHL,2001,3131
Chile,CHL,2002,1784
Chile,CHL,2003,3317
Chile,CHL,2004,3218
Chile,CHL,2005,2793
Chile,CHL,2006,5284
Chile,CHL,2007,5996
Chile,CHL,2008,7607
Chile,CHL,2009,10006
Chile,CHL,2010,7972
Chile,CHL,2011,3373
Chile,CHL,2012,5435
Chile,CHL,2013,10623
Chile,CHL,2014,6047
Chile,CHL,2015,4475
Chile,CHL,2016,2251
Chile,CHL,2017,10763
Chile,CHL,2018,8301
China,CHN,1961,61000
China,CHN,1962,66000
China,CHN,1963,66000
China,CHN,1964,66000
China,CHN,1965,66000
China,CHN,1966,66000
China,CHN,1967,70000
China,CHN,1968,70000
China,CHN,1969,73000
China,CHN,1970,70000
China,CHN,1971,70000
China,CHN,1972,65000
China,CHN,1973,70000
China,CHN,1974,70000
China,CHN,1975,80000
China,CHN,1976,100000
China,CHN,1977,170000
China,CHN,1978,279000
China,CHN,1979,339700
China,CHN,1980,909700
China,CHN,1981,1332000
China,CHN,1982,1286000
China,CHN,1983,1340994
China,CHN,1984,1704515
China,CHN,1985,1732512
China,CHN,1986,1544267
China,CHN,1987,1241237
China,CHN,1988,1179695
China,CHN,1989,1064106
China,CHN,1990,1338736
China,CHN,1991,1422009
China,CHN,1992,1473003
China,CHN,1993,1282002
China,CHN,1994,1367402
China,CHN,1995,1269001
China,CHN,1996,1420001
China,CHN,1997,1176069
China,CHN,1998,1465239
China,CHN,1999,1765000
China,CHN,2000,1954141
China,CHN,2001,1477848
China,CHN,2002,1945960
China,CHN,2003,1743000
China,CHN,2004,1551537
China,CHN,2005,1927854
China,CHN,2006,1803000
China,CHN,2007,1186768
China,CHN,2008,1791721
China,CHN,2009,1955641
China,CHN,2010,2298000
China,CHN,2011,2313000
China,CHN,2012,2322655
China,CHN,2013,2423241
China,CHN,2014,2492000
China,CHN,2015,2698113
China,CHN,2016,2610000
China,CHN,2017,2580000
China,CHN,2018,2550000
Colombia,COL,1986,20
Colombia,COL,1987,4650
Colombia,COL,1988,2310
Colombia,COL,1989,4100
Colombia,COL,1990,3315
Colombia,COL,1991,1264
Colombia,COL,1992,280
Colombia,COL,1993,135
Colombia,COL,1994,0
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Croatia,HRV,1992,40413
Croatia,HRV,1993,42723
Croatia,HRV,1994,26474
Croatia,HRV,1995,37066
Croatia,HRV,1996,28526
Croatia,HRV,1997,36138
Croatia,HRV,1998,62206
Croatia,HRV,1999,72374
Croatia,HRV,2000,53956
Croatia,HRV,2001,42985
Croatia,HRV,2002,62965
Croatia,HRV,2003,69253
Croatia,HRV,2004,70000
Croatia,HRV,2005,78006
Croatia,HRV,2006,81614
Croatia,HRV,2007,54303
Croatia,HRV,2008,119872
Croatia,HRV,2009,82098
Croatia,HRV,2010,61789
Croatia,HRV,2011,84960
Croatia,HRV,2012,90019
Croatia,HRV,2013,130576
Croatia,HRV,2014,99489
Croatia,HRV,2015,94075
Croatia,HRV,2016,110566
Croatia,HRV,2017,115880
Croatia,HRV,2018,110790
Czech Republic,CZE,1993,26689
Czech Republic,CZE,1994,30589
Czech Republic,CZE,1995,32180
Czech Republic,CZE,1996,38065
Czech Republic,CZE,1997,22801
Czech Republic,CZE,1998,36475
Czech Republic,CZE,1999,63228
Czech Republic,CZE,2000,65421
Czech Republic,CZE,2001,56717
Czech Republic,CZE,2002,54581
Czech Republic,CZE,2003,114508
Czech Republic,CZE,2004,84906
Czech Republic,CZE,2005,94820
Czech Republic,CZE,2006,100973
Czech Republic,CZE,2007,52000
Czech Republic,CZE,2008,60993
Czech Republic,CZE,2009,61031
Czech Republic,CZE,2010,57358
Czech Republic,CZE,2011,70900
Czech Republic,CZE,2012,56943
Czech Republic,CZE,2013,46799
Czech Republic,CZE,2014,42314
Czech Republic,CZE,2015,31618
Czech Republic,CZE,2016,44634
Czech Republic,CZE,2017,53156
Czech Republic,CZE,2018,47594
Czechoslovakia,OWID_CZS,1961,2403
Czechoslovakia,OWID_CZS,1962,3520
Czechoslovakia,OWID_CZS,1963,5182
Czechoslovakia,OWID_CZS,1964,3033
Czechoslovakia,OWID_CZS,1965,1838
Czechoslovakia,OWID_CZS,1966,2144
Czechoslovakia,OWID_CZS,1967,2340
Czechoslovakia,OWID_CZS,1968,2548
Czechoslovakia,OWID_CZS,1969,2605
Czechoslovakia,OWID_CZS,1970,3111
Czechoslovakia,OWID_CZS,1971,5161
Czechoslovakia,OWID_CZS,1972,5818
Czechoslovakia,OWID_CZS,1973,7340
Czechoslovakia,OWID_CZS,1974,3547
Czechoslovakia,OWID_CZS,1975,5286
Czechoslovakia,OWID_CZS,1976,6680
Czechoslovakia,OWID_CZS,1977,11026
Czechoslovakia,OWID_CZS,1978,14922
Czechoslovakia,OWID_CZS,1979,25560
Czechoslovakia,OWID_CZS,1980,25375
Czechoslovakia,OWID_CZS,1981,32784
Czechoslovakia,OWID_CZS,1982,36145
Czechoslovakia,OWID_CZS,1983,40636
Czechoslovakia,OWID_CZS,1984,43371
Czechoslovakia,OWID_CZS,1985,41628
Czechoslovakia,OWID_CZS,1986,57428
Czechoslovakia,OWID_CZS,1987,62080
Czechoslovakia,OWID_CZS,1988,62734
Czechoslovakia,OWID_CZS,1989,70212
Czechoslovakia,OWID_CZS,1990,66516
Czechoslovakia,OWID_CZS,1991,129858
Czechoslovakia,OWID_CZS,1992,101939
Eastern Africa,,1961,18448
Eastern Africa,,1962,16685
Eastern Africa,,1963,18814
Eastern Africa,,1964,18314
Eastern Africa,,1965,18431
Eastern Africa,,1966,18280
Eastern Africa,,1967,21032
Eastern Africa,,1968,25470
Eastern Africa,,1969,26646
Eastern Africa,,1970,29300
Eastern Africa,,1971,25821
Eastern Africa,,1972,34350
Eastern Africa,,1973,43121
Eastern Africa,,1974,57584
Eastern Africa,,1975,73153
Eastern Africa,,1976,97785
Eastern Africa,,1977,117471
Eastern Africa,,1978,128997
Eastern Africa,,1979,97158
Eastern Africa,,1980,121477
Eastern Africa,,1981,112449
Eastern Africa,,1982,117758
Eastern Africa,,1983,111180
Eastern Africa,,1984,120603
Eastern Africa,,1985,130024
Eastern Africa,,1986,126422
Eastern Africa,,1987,113009
Eastern Africa,,1988,146123
Eastern Africa,,1989,130687
Eastern Africa,,1990,190509
Eastern Africa,,1991,181611
Eastern Africa,,1992,130073
Eastern Africa,,1993,182318
Eastern Africa,,1994,148175
Eastern Africa,,1995,136409
Eastern Africa,,1996,188454
Eastern Africa,,1997,175534
Eastern Africa,,1998,199694
Eastern Africa,,1999,238864
Eastern Africa,,2000,266723
Eastern Africa,,2001,312810
Eastern Africa,,2002,336887
Eastern Africa,,2003,401191
Eastern Africa,,2004,414926
Eastern Africa,,2005,429903
Eastern Africa,,2006,478099
Eastern Africa,,2007,477992
Eastern Africa,,2008,555535
Eastern Africa,,2009,626472
Eastern Africa,,2010,662705
Eastern Africa,,2011,1147306
Eastern Africa,,2012,1454251
Eastern Africa,,2013,2981453
Eastern Africa,,2014,3128336
Eastern Africa,,2015,3256868
Eastern Africa,,2016,1279831
Eastern Africa,,2017,1323370
Eastern Africa,,2018,1334830
Eastern Asia,,1961,61000
Eastern Asia,,1962,66000
Eastern Asia,,1963,66000
Eastern Asia,,1964,66000
Eastern Asia,,1965,66000
Eastern Asia,,1966,66000
Eastern Asia,,1967,70000
Eastern Asia,,1968,70000
Eastern Asia,,1969,73000
Eastern Asia,,1970,70000
Eastern Asia,,1971,70000
Eastern Asia,,1972,65000
Eastern Asia,,1973,70000
Eastern Asia,,1974,70000
Eastern Asia,,1975,80000
Eastern Asia,,1976,100000
Eastern Asia,,1977,170000
Eastern Asia,,1978,279000
Eastern Asia,,1979,339700
Eastern Asia,,1980,909700
Eastern Asia,,1981,1332000
Eastern Asia,,1982,1286000
Eastern Asia,,1983,1340994
Eastern Asia,,1984,1704515
Eastern Asia,,1985,1732512
Eastern Asia,,1986,1544267
Eastern Asia,,1987,1241237
Eastern Asia,,1988,1179695
Eastern Asia,,1989,1064106
Eastern Asia,,1990,1338736
Eastern Asia,,1991,1422009
Eastern Asia,,1992,1473003
Eastern Asia,,1993,1282002
Eastern Asia,,1994,1367402
Eastern Asia,,1995,1269001
Eastern Asia,,1996,1420001
Eastern Asia,,1997,1176069
Eastern Asia,,1998,1465239
Eastern Asia,,1999,1765000
Eastern Asia,,2000,1954141
Eastern Asia,,2001,1477848
Eastern Asia,,2002,1945960
Eastern Asia,,2003,1743000
Eastern Asia,,2004,1551537
Eastern Asia,,2005,1927854
Eastern Asia,,2006,1803000
Eastern Asia,,2007,1186768
Eastern Asia,,2008,1791721
Eastern Asia,,2009,1955641
Eastern Asia,,2010,2298000
Eastern Asia,,2011,2313000
Eastern Asia,,2012,2322655
Eastern Asia,,2013,2423241
Eastern Asia,,2014,2492000
Eastern Asia,,2015,2698113
Eastern Asia,,2016,2610000
Eastern Asia,,2017,2580000
Eastern Asia,,2018,2550000
Eastern Europe,,1961,5647767
Eastern Europe,,1962,5742311
Eastern Europe,,1963,5262168
Eastern Europe,,1964,7033275
Eastern Europe,,1965,6450170
Eastern Europe,,1966,7352358
Eastern Europe,,1967,7890778
Eastern Europe,,1968,7974123
Eastern Europe,,1969,7770811
Eastern Europe,,1970,7419094
Eastern Europe,,1971,7072347
Eastern Europe,,1972,6531916
Eastern Europe,,1973,8749345
Eastern Europe,,1974,7957649
Eastern Europe,,1975,6308051
Eastern Europe,,1976,6632452
Eastern Europe,,1977,7360036
Eastern Europe,,1978,6757521
Eastern Europe,,1979,7172205
Eastern Europe,,1980,6279840
Eastern Europe,,1981,6597622
Eastern Europe,,1982,7317110
Eastern Europe,,1983,6850628
Eastern Europe,,1984,6482601
Eastern Europe,,1985,7038216
Eastern Europe,,1986,7542808
Eastern Europe,,1987,8097224
Eastern Europe,,1988,8021937
Eastern Europe,,1989,8953798
Eastern Europe,,1990,8097724
Eastern Europe,,1991,7494358
Eastern Europe,,1992,7673365
Eastern Europe,,1993,6939363
Eastern Europe,,1994,6392842
Eastern Europe,,1995,9898735
Eastern Europe,,1996,7847976
Eastern Europe,,1997,7282620
Eastern Europe,,1998,7932904
Eastern Europe,,1999,10135495
Eastern Europe,,2000,9478156
Eastern Europe,,2001,7242647
Eastern Europe,,2002,9891733
Eastern Europe,,2003,13206087
Eastern Europe,,2004,12324084
Eastern Europe,,2005,15202998
Eastern Europe,,2006,16705936
Eastern Europe,,2007,12383445
Eastern Europe,,2008,18466930
Eastern Europe,,2009,17050177
Eastern Europe,,2010,16482517
Eastern Europe,,2011,23041588
Eastern Europe,,2012,20553789
Eastern Europe,,2013,27254418
Eastern Europe,,2014,25204241
Eastern Europe,,2015,26196570
Eastern Europe,,2016,31396433
Eastern Europe,,2017,30791638
Eastern Europe,,2018,34791502
Ecuador,ECU,1990,273
Ecuador,ECU,1991,609
Ecuador,ECU,1992,1330
Ecuador,ECU,1993,460
Ecuador,ECU,1994,185
Ecuador,ECU,1995,58
Ecuador,ECU,1996,216
Ecuador,ECU,1997,220
Ecuador,ECU,1998,170
Ecuador,ECU,1999,180
Ecuador,ECU,2000,170
Ecuador,ECU,2001,250
Ecuador,ECU,2002,255
Ecuador,ECU,2003,260
Ecuador,ECU,2004,265
Ecuador,ECU,2005,270
Ecuador,ECU,2006,260
Ecuador,ECU,2007,270
Ecuador,ECU,2008,300
Ecuador,ECU,2009,255
Ecuador,ECU,2010,258
Ecuador,ECU,2011,263
Ecuador,ECU,2012,300
Ecuador,ECU,2013,300
Ecuador,ECU,2014,242
Ecuador,ECU,2015,281
Ecuador,ECU,2016,274
Ecuador,ECU,2017,266
Ecuador,ECU,2018,274
Egypt,EGY,1971,152
Egypt,EGY,1972,1000
Egypt,EGY,1973,1000
Egypt,EGY,1974,12000
Egypt,EGY,1975,12000
Egypt,EGY,1976,13475
Egypt,EGY,1977,11727
Egypt,EGY,1978,7153
Egypt,EGY,1979,13609
Egypt,EGY,1980,9175
Egypt,EGY,1981,9435
Egypt,EGY,1982,12855
Egypt,EGY,1983,10000
Egypt,EGY,1984,13000
Egypt,EGY,1985,15000
Egypt,EGY,1986,15000
Egypt,EGY,1987,11000
Egypt,EGY,1988,26807
Egypt,EGY,1989,21008
Egypt,EGY,1990,30879
Egypt,EGY,1991,40690
Egypt,EGY,1992,46457
Egypt,EGY,1993,60822
Egypt,EGY,1994,51133
Egypt,EGY,1995,65544
Egypt,EGY,1996,49200
Egypt,EGY,1997,25575
Egypt,EGY,1998,33872
Egypt,EGY,1999,44982
Egypt,EGY,2000,45000
Egypt,EGY,2001,44133
Egypt,EGY,2002,35346
Egypt,EGY,2003,33309
Egypt,EGY,2004,47311
Egypt,EGY,2005,34540
Egypt,EGY,2006,37850
Egypt,EGY,2007,29078
Egypt,EGY,2008,21483
Egypt,EGY,2009,41269
Egypt,EGY,2010,39274
Egypt,EGY,2011,18942
Egypt,EGY,2012,20098
Egypt,EGY,2013,19055
Egypt,EGY,2014,22096
Egypt,EGY,2015,22441
Egypt,EGY,2016,18975
Egypt,EGY,2017,20117
Egypt,EGY,2018,19000
Europe,,1961,5795988
Europe,,1962,5945038
Europe,,1963,5556086
Europe,,1964,7342957
Europe,,1965,6755406
Europe,,1966,7705686
Europe,,1967,8202212
Europe,,1968,8360861
Europe,,1969,8269053
Europe,,1970,7927599
Europe,,1971,7758235
Europe,,1972,7162177
Europe,,1973,9608811
Europe,,1974,8674066
Europe,,1975,7195915
Europe,,1976,7438655
Europe,,1977,8405025
Europe,,1978,7942929
Europe,,1979,8484442
Europe,,1980,7611484
Europe,,1981,7848026
Europe,,1982,9085817
Europe,,1983,8798543
Europe,,1984,9011691
Europe,,1985,10081915
Europe,,1986,11344073
Europe,,1987,12883469
Europe,,1988,12537011
Europe,,1989,13006960
Europe,,1990,12908812
Europe,,1991,12189981
Europe,,1992,12209895
Europe,,1993,11104980
Europe,,1994,10868675
Europe,,1995,13626814
Europe,,1996,12264516
Europe,,1997,11607158
Europe,,1998,11939530
Europe,,1999,13736214
Europe,,2000,13263218
Europe,,2001,10645964
Europe,,2002,13036540
Europe,,2003,16345714
Europe,,2004,15577283
Europe,,2005,17995968
Europe,,2006,19770882
Europe,,2007,15218555
Europe,,2008,21959255
Europe,,2009,20587595
Europe,,2010,19922471
Europe,,2011,27113809
Europe,,2012,23690126
Europe,,2013,31085880
Europe,,2014,28935061
Europe,,2015,29250702
Europe,,2016,34671614
Europe,,2017,34471923
Europe,,2018,38427349
"Europe, Western",,1961,13184
"Europe, Western",,1962,26554
"Europe, Western",,1963,46904
"Europe, Western",,1964,24692
"Europe, Western",,1965,20583
"Europe, Western",,1966,24721
"Europe, Western",,1967,22734
"Europe, Western",,1968,31064
"Europe, Western",,1969,31587
"Europe, Western",,1970,58120
"Europe, Western",,1971,78826
"Europe, Western",,1972,72414
"Europe, Western",,1973,84670
"Europe, Western",,1974,70168
"Europe, Western",,1975,113675
"Europe, Western",,1976,76162
"Europe, Western",,1977,82865
"Europe, Western",,1978,83567
"Europe, Western",,1979,177019
"Europe, Western",,1980,246503
"Europe, Western",,1981,423600
"Europe, Western",,1982,644663
"Europe, Western",,1983,833096
"Europe, Western",,1984,977905
"Europe, Western",,1985,1514162
"Europe, Western",,1986,1870845
"Europe, Western",,1987,2717740
"Europe, Western",,1988,2454000
"Europe, Western",,1989,2242194
"Europe, Western",,1990,2558861
"Europe, Western",,1991,2810933
"Europe, Western",,1992,2377662
"Europe, Western",,1993,2044298
"Europe, Western",,1994,2535091
"Europe, Western",,1995,2190782
"Europe, Western",,1996,2197442
"Europe, Western",,1997,2175927
"Europe, Western",,1998,1905405
"Europe, Western",,1999,2084286
"Europe, Western",,2000,1963573
"Europe, Western",,2001,1702412
"Europe, Western",,2002,1623136
"Europe, Western",,2003,1675228
"Europe, Western",,2004,1619235
"Europe, Western",,2005,1673480
"Europe, Western",,2006,1599508
"Europe, Western",,2007,1434664
"Europe, Western",,2008,1738530
"Europe, Western",,2009,1859864
"Europe, Western",,2010,1765174
"Europe, Western",,2011,2017513
"Europe, Western",,2012,1698052
"Europe, Western",,2013,1683721
"Europe, Western",,2014,1697667
"Europe, Western",,2015,1270062
"Europe, Western",,2016,1281028
"Europe, Western",,2017,1706402
"Europe, Western",,2018,1352319
European Union,,1961,919585
European Union,,1962,980518
European Union,,1963,1029482
European Union,,1964,1015954
European Union,,1965,1033285
European Union,,1966,1262709
European Union,,1967,1329756
European Union,,1968,1350439
European Union,,1969,1502003
European Union,,1970,1498138
European Union,,1971,1724824
European Union,,1972,1816892
European Union,,1973,1763528
European Union,,1974,1562956
European Union,,1975,1893014
European Union,,1976,1802351
European Union,,1977,1975999
European Union,,1978,2020007
European Union,,1979,2483982
European Union,,1980,2637549
European Union,,1981,2785742
European Union,,1982,3473872
European Union,,1983,3502907
European Union,,1984,4242630
European Union,,1985,4511307
European Union,,1986,5532632
European Union,,1987,6236889
European Union,,1988,5882903
European Union,,1989,5422110
European Union,,1990,6004880
European Union,,1991,6086540
European Union,,1992,6268382
European Union,,1993,5656182
European Union,,1994,6280047
European Union,,1995,6008830
European Union,,1996,6635362
European Union,,1997,5971433
European Union,,1998,6165787
European Union,,1999,6194603
European Union,,2000,5258682
European Union,,2001,5102322
European Union,,2002,5434549
European Union,,2003,6415856
European Union,,2004,6900706
European Union,,2005,6099548
European Union,,2006,6896510
European Union,,2007,4883608
European Union,,2008,7215162
European Union,,2009,7062421
European Union,,2010,7021543
European Union,,2011,8499242
European Union,,2012,7116570
European Union,,2013,9152452
European Union,,2014,9242537
European Union,,2015,7846381
European Union,,2016,8708345
European Union,,2017,10385774
European Union,,2018,9965199
France,FRA,1961,12201
France,FRA,1962,25699
France,FRA,1963,44214
France,FRA,1964,21930
France,FRA,1965,17709
France,FRA,1966,20575
France,FRA,1967,18671
France,FRA,1968,26430
France,FRA,1969,30436
France,FRA,1970,56830
France,FRA,1971,77580
France,FRA,1972,71170
France,FRA,1973,84490
France,FRA,1974,69970
France,FRA,1975,113260
France,FRA,1976,75640
France,FRA,1977,82100
France,FRA,1978,82420
France,FRA,1979,173000
France,FRA,1980,245400
France,FRA,1981,423000
France,FRA,1982,644000
France,FRA,1983,833000
France,FRA,1984,977800
France,FRA,1985,1513700
France,FRA,1986,1869410
France,FRA,1987,2659410
France,FRA,1988,2350000
France,FRA,1989,2130000
France,FRA,1990,2430000
France,FRA,1991,2610872
France,FRA,1992,2143117
France,FRA,1993,1732558
France,FRA,1994,2131831
France,FRA,1995,2017433
France,FRA,1996,2048611
France,FRA,1997,2044125
France,FRA,1998,1759063
France,FRA,1999,1931327
France,FRA,2000,1833082
France,FRA,2001,1585276
France,FRA,2002,1496511
France,FRA,2003,1513740
France,FRA,2004,1458058
France,FRA,2005,1510498
France,FRA,2006,1439688
France,FRA,2007,1311275
France,FRA,2008,1598272
France,FRA,2009,1720152
France,FRA,2010,1640837
France,FRA,2011,1880705
France,FRA,2012,1572952
France,FRA,2013,1577693
France,FRA,2014,1584190
France,FRA,2015,1186913
France,FRA,2016,1172411
France,FRA,2017,1598972
France,FRA,2018,1247936
Georgia,GEO,1992,7300
Georgia,GEO,1993,3200
Georgia,GEO,1994,7700
Georgia,GEO,1995,7100
Georgia,GEO,1996,4000
Georgia,GEO,1997,31500
Georgia,GEO,1998,22838
Georgia,GEO,1999,40510
Georgia,GEO,2000,2616
Georgia,GEO,2001,41830
Georgia,GEO,2002,21297
Georgia,GEO,2003,25478
Georgia,GEO,2004,22279
Georgia,GEO,2005,22316
Georgia,GEO,2006,12300
Georgia,GEO,2007,16100
Georgia,GEO,2008,15100
Georgia,GEO,2009,2300
Georgia,GEO,2010,2610
Georgia,GEO,2011,8000
Georgia,GEO,2012,9000
Georgia,GEO,2013,10000
Georgia,GEO,2014,1600
Georgia,GEO,2015,4300
Georgia,GEO,2016,3200
Georgia,GEO,2017,2200
Georgia,GEO,2018,3000
Germany,DEU,1987,26000
Germany,DEU,1988,48000
Germany,DEU,1989,45000
Germany,DEU,1990,74000
Germany,DEU,1991,126000
Germany,DEU,1992,161000
Germany,DEU,1993,213700
Germany,DEU,1994,311000
Germany,DEU,1995,111114
Germany,DEU,1996,103228
Germany,DEU,1997,84960
Germany,DEU,1998,85399
Germany,DEU,1999,83873
Germany,DEU,2000,63861
Germany,DEU,2001,54370
Germany,DEU,2002,51849
Germany,DEU,2003,73043
Germany,DEU,2004,69652
Germany,DEU,2005,67100
Germany,DEU,2006,61900
Germany,DEU,2007,50862
Germany,DEU,2008,48900
Germany,DEU,2009,56900
Germany,DEU,2010,47240
Germany,DEU,2011,53200
Germany,DEU,2012,62800
Germany,DEU,2013,46100
Germany,DEU,2014,46000
Germany,DEU,2015,35300
Germany,DEU,2016,35700
Germany,DEU,2017,39600
Germany,DEU,2018,31000
Greece,GRC,1961,5957
Greece,GRC,1962,4099
Greece,GRC,1963,4286
Greece,GRC,1964,4400
Greece,GRC,1965,2360
Greece,GRC,1966,2834
Greece,GRC,1967,3797
Greece,GRC,1968,836
Greece,GRC,1969,1086
Greece,GRC,1970,1530
Greece,GRC,1971,2614
Greece,GRC,1972,3280
Greece,GRC,1973,2028
Greece,GRC,1974,2058
Greece,GRC,1975,2680
Greece,GRC,1976,4124
Greece,GRC,1977,3563
Greece,GRC,1978,1140
Greece,GRC,1979,2908
Greece,GRC,1980,4940
Greece,GRC,1981,4062
Greece,GRC,1982,7034
Greece,GRC,1983,27195
Greece,GRC,1984,68784
Greece,GRC,1985,95700
Greece,GRC,1986,163500
Greece,GRC,1987,149300
Greece,GRC,1988,75000
Greece,GRC,1989,54000
Greece,GRC,1990,40970
Greece,GRC,1991,34719
Greece,GRC,1992,50748
Greece,GRC,1993,29599
Greece,GRC,1994,32082
Greece,GRC,1995,33087
Greece,GRC,1996,33709
Greece,GRC,1997,36352
Greece,GRC,1998,49112
Greece,GRC,1999,49480
Greece,GRC,2000,30863
Greece,GRC,2001,23139
Greece,GRC,2002,24096
Greece,GRC,2003,15082
Greece,GRC,2004,7640
Greece,GRC,2005,8785
Greece,GRC,2006,15865
Greece,GRC,2007,19087
Greece,GRC,2008,21474
Greece,GRC,2009,46125
Greece,GRC,2010,116037
Greece,GRC,2011,147655
Greece,GRC,2012,137312
Greece,GRC,2013,172072
Greece,GRC,2014,192227
Greece,GRC,2015,199419
Greece,GRC,2016,186296
Greece,GRC,2017,202898
Greece,GRC,2018,217424
Hungary,HUN,1961,109964
Hungary,HUN,1962,137291
Hungary,HUN,1963,130086
Hungary,HUN,1964,117142
Hungary,HUN,1965,78369
Hungary,HUN,1966,105114
Hungary,HUN,1967,81738
Hungary,HUN,1968,96734
Hungary,HUN,1969,119392
Hungary,HUN,1970,95509
Hungary,HUN,1971,151876
Hungary,HUN,1972,133619
Hungary,HUN,1973,153449
Hungary,HUN,1974,121450
Hungary,HUN,1975,155359
Hungary,HUN,1976,187817
Hungary,HUN,1977,214978
Hungary,HUN,1978,224668
Hungary,HUN,1979,418793
Hungary,HUN,1980,455915
Hungary,HUN,1981,626787
Hungary,HUN,1982,582390
Hungary,HUN,1983,592457
Hungary,HUN,1984,599538
Hungary,HUN,1985,675997
Hungary,HUN,1986,861988
Hungary,HUN,1987,803156
Hungary,HUN,1988,715775
Hungary,HUN,1989,699000
Hungary,HUN,1990,683706
Hungary,HUN,1991,812715
Hungary,HUN,1992,764744
Hungary,HUN,1993,681735
Hungary,HUN,1994,667480
Hungary,HUN,1995,788996
Hungary,HUN,1996,868430
Hungary,HUN,1997,540297
Hungary,HUN,1998,718340
Hungary,HUN,1999,792928
Hungary,HUN,2000,483649
Hungary,HUN,2001,632266
Hungary,HUN,2002,776885
Hungary,HUN,2003,992000
Hungary,HUN,2004,1186180
Hungary,HUN,2005,1107907
Hungary,HUN,2006,1180659
Hungary,HUN,2007,1060457
Hungary,HUN,2008,1468100
Hungary,HUN,2009,1256185
