Entity,Code,Year,Drinking water - Proportion of population using improved water supplies - Safely managed - National - Population
Bangladesh,BGD,2008,82815822.0481866
Bangladesh,BGD,2009,83712453.06816186
Bangladesh,BGD,2010,84634684.845928
Bangladesh,BGD,2011,85594039.18694817
Bangladesh,BGD,2012,86583897.90429763
Bangladesh,BGD,2013,87596906.29464339
Bangladesh,BGD,2014,88616740.70950699
Bangladesh,BGD,2015,89631500.96100315
Belarus,BLR,2000,7876729.849481294
Belarus,BLR,2001,7829077.734468581
Belarus,BLR,2002,7777294.381133447
Belarus,BLR,2003,7724514.236950505
Belarus,BLR,2004,7813766.076782199
Belarus,BLR,2005,7907704.965858207
Belarus,BLR,2006,8007453.77165015
Belarus,BLR,2007,8112897.551752701
Belarus,BLR,2008,8224695.229942427
Belarus,BLR,2009,8343135.040008724
Belarus,BLR,2010,8468105.852668267
Belarus,BLR,2011,8600680.336600898
Belarus,BLR,2012,8740304.38205978
Belarus,BLR,2013,8866789.079198547
Belarus,BLR,2014,8969478.243552744
Belarus,BLR,2015,8966782.088775966
Belgium,BEL,2000,10219418.891923212
Belgium,BEL,2001,10262165.09539708
Belgium,BEL,2002,10315193.039181728
Belgium,BEL,2003,10376455.531348089
Belgium,BEL,2004,10442612.57378533
Belgium,BEL,2005,10499827.623333335
Belgium,BEL,2006,10557607.776
Belgium,BEL,2007,10617407.221666668
Belgium,BEL,2008,10678549.553333333
Belgium,BEL,2009,10740416.926
Belgium,BEL,2010,10802461.59
Belgium,BEL,2011,10863941.920833332
Belgium,BEL,2012,10924407.706000002
Belgium,BEL,2013,10983966.316333335
Belgium,BEL,2014,11042958.740666667
Belgium,BEL,2015,11114638.530666666
Bhutan,BTN,2000,153395.80129222674
Bhutan,BTN,2001,161305.71597798896
Bhutan,BTN,2002,169684.67123913657
Bhutan,BTN,2003,178366.157791115
Bhutan,BTN,2004,187145.40435507172
Bhutan,BTN,2005,195787.472629592
Bhutan,BTN,2006,203670.5720243942
Bhutan,BTN,2007,211296.01169618405
Bhutan,BTN,2008,218698.6444959615
Bhutan,BTN,2009,225969.87486983274
Bhutan,BTN,2010,233182.81299336604
Bhutan,BTN,2011,240331.4785311849
Bhutan,BTN,2012,247344.13584312977
Bhutan,BTN,2013,254206.42571973143
Bhutan,BTN,2014,260296.87960261726
Bhutan,BTN,2015,264641.6708164254
Bosnia and Herzegovina,BIH,2000,3283170.5729952455
Bosnia and Herzegovina,BIH,2001,3304170.9904014533
Bosnia and Herzegovina,BIH,2002,3326766.4740514914
Bosnia and Herzegovina,BIH,2003,3340595.877152743
Bosnia and Herzegovina,BIH,2004,3351922.7602962535
Bosnia and Herzegovina,BIH,2005,3362344.6670315973
Bosnia and Herzegovina,BIH,2006,3370695.7974315668
Bosnia and Herzegovina,BIH,2007,3376234.9225389883
Bosnia and Herzegovina,BIH,2008,3379532.0044636135
Bosnia and Herzegovina,BIH,2009,3381662.649275988
Bosnia and Herzegovina,BIH,2010,3383405.214358598
Bosnia and Herzegovina,BIH,2011,3384740.7041232884
Bosnia and Herzegovina,BIH,2012,3385249.2305163518
Bosnia and Herzegovina,BIH,2013,3383014.279414135
Bosnia and Herzegovina,BIH,2014,3381290.3709563226
Bosnia and Herzegovina,BIH,2015,3375094.7611455964
Bulgaria,BGR,2000,7777176.401890497
Bulgaria,BGR,2001,7712969.299268289
Bulgaria,BGR,2002,7649620.49626052
Bulgaria,BGR,2003,7587418.445222623
Bulgaria,BGR,2004,7524235.623705419
Bulgaria,BGR,2005,7462304.9573146235
Bulgaria,BGR,2006,7402509.253474366
Bulgaria,BGR,2007,7344502.753512669
Bulgaria,BGR,2008,7288021.549544946
Bulgaria,BGR,2009,7232715.531238135
Bulgaria,BGR,2010,7178278.691834807
Bulgaria,BGR,2011,7124578.136616827
Bulgaria,BGR,2012,7071498.086628478
Bulgaria,BGR,2013,7018757.942796906
Bulgaria,BGR,2014,6952110.0470585115
Bulgaria,BGR,2015,6903234.6856197575
Cambodia,KHM,2000,2057181.2682674879
Cambodia,KHM,2001,2157357.646995353
Cambodia,KHM,2002,2256822.740511465
Cambodia,KHM,2003,2356065.379938444
Cambodia,KHM,2004,2456021.0767471516
Cambodia,KHM,2005,2557493.4780496634
Cambodia,KHM,2006,2660588.978530581
Cambodia,KHM,2007,2765421.7261734796
Cambodia,KHM,2008,2872662.8839089717
Cambodia,KHM,2009,2983878.92185351
Cambodia,KHM,2010,3099724.583565688
Cambodia,KHM,2011,3220864.3475682554
Cambodia,KHM,2012,3347378.4774039853
Cambodia,KHM,2013,3478851.196900057
Cambodia,KHM,2014,3614603.8193788
Cambodia,KHM,2015,3754085.5955012785
Channel Islands,OWID_CIS,2009,145884.30675
Channel Islands,OWID_CIS,2010,146776.46425
Channel Islands,OWID_CIS,2011,147609.75775
Channel Islands,OWID_CIS,2012,148388.786
Channel Islands,OWID_CIS,2013,149126.42549999998
Channel Islands,OWID_CIS,2014,149842.91074999998
Channel Islands,OWID_CIS,2015,150555.717
Chile,CHL,2000,13891755.767896306
Chile,CHL,2001,14159287.073697103
Chile,CHL,2002,14426137.038887635
Chile,CHL,2003,14692300.386626484
Chile,CHL,2004,14958385.303200893
Chile,CHL,2005,15224801.950022748
Chile,CHL,2006,15491588.61875114
Chile,CHL,2007,15758902.323737565
Chile,CHL,2008,16027220.92602619
Chile,CHL,2009,16297013.073566789
Chile,CHL,2010,16538890.965582237
Chile,CHL,2011,16778984.438049164
Chile,CHL,2012,17019824.149058215
Chile,CHL,2013,17256285.496629886
Chile,CHL,2014,17454890.568965513
Chile,CHL,2015,17616835.781947218
"China, Hong Kong Special Administrative Region",,2000,6648497.700735992
"China, Hong Kong Special Administrative Region",,2001,6710491.98299524
"China, Hong Kong Special Administrative Region",,2002,6738420.251377932
"China, Hong Kong Special Administrative Region",,2003,6744148.17301962
"China, Hong Kong Special Administrative Region",,2004,6745667.679464548
"China, Hong Kong Special Administrative Region",,2005,6756466.069229976
"China, Hong Kong Special Administrative Region",,2006,6779726.569501956
"China, Hong Kong Special Administrative Region",,2007,6812337.530394327
"China, Hong Kong Special Administrative Region",,2008,6854018.117217949
"China, Hong Kong Special Administrative Region",,2009,6902824.811699665
"China, Hong Kong Special Administrative Region",,2010,6957128.669094978
"China, Hong Kong Special Administrative Region",,2011,7017892.187086238
"China, Hong Kong Special Administrative Region",,2012,7085802.09180626
"China, Hong Kong Special Administrative Region",,2013,7158310.586312744
"China, Hong Kong Special Administrative Region",,2014,7226869
"China, Hong Kong Special Administrative Region",,2015,7287983
Colombia,COL,2000,27240234.02803488
Colombia,COL,2001,27786499.125639528
Colombia,COL,2002,28334843.60486253
Colombia,COL,2003,28883448.966494344
Colombia,COL,2004,29429869.296328563
Colombia,COL,2005,29971577.430705238
Colombia,COL,2006,30508032.573254485
Colombia,COL,2007,30971892.721682545
Colombia,COL,2008,31427477.871367093
Colombia,COL,2009,31874301.362462513
Colombia,COL,2010,32311956.24478833
Colombia,COL,2011,32739828.65976105
Colombia,COL,2012,33157383.057908505
Colombia,COL,2013,33565084.5819531
Colombia,COL,2014,33955484.98919492
Colombia,COL,2015,34301518.96806064
Congo,COG,2000,929702.1610067877
Congo,COG,2001,956495.5821529826
Congo,COG,2002,984043.907205495
Congo,COG,2003,1012360.7393324217
Congo,COG,2004,1057820.1967761843
Congo,COG,2005,1107041.117240669
Congo,COG,2006,1160676.6846782493
Congo,COG,2007,1218438.610099343
Congo,COG,2008,1279268.4966639415
Congo,COG,2009,1341519.3947412567
Congo,COG,2010,1403930.8226867048
Congo,COG,2011,1464572.8418940196
Congo,COG,2012,1523865.49225852
Congo,COG,2013,1584352.6330351238
Congo,COG,2014,1647123.877211754
Congo,COG,2015,1709596.6736408712
Costa Rica,CRI,2000,2758540.471139935
Costa Rica,CRI,2001,2876533.3075098684
Costa Rica,CRI,2002,2993154.6968842004
Costa Rica,CRI,2003,3109080.472388517
Costa Rica,CRI,2004,3225595.148128544
Costa Rica,CRI,2005,3343684.846816931
Costa Rica,CRI,2006,3463639.9515928347
Costa Rica,CRI,2007,3585088.5002873354
Costa Rica,CRI,2008,3707677.393211192
Costa Rica,CRI,2009,3830781.064176246
Costa Rica,CRI,2010,3943414.854010931
Costa Rica,CRI,2011,4023459.268969614
Costa Rica,CRI,2012,4101214.2365463693
Costa Rica,CRI,2013,4176784.0852781837
Costa Rica,CRI,2014,4249875.93400051
Costa Rica,CRI,2015,4317508.917339999
Cote d'Ivoire,CIV,2000,6014136.353288367
Cote d'Ivoire,CIV,2001,6257027.081257566
Cote d'Ivoire,CIV,2002,6492488.663283409
Cote d'Ivoire,CIV,2003,6724861.177945521
Cote d'Ivoire,CIV,2004,6961115.34229847
Cote d'Ivoire,CIV,2005,7206688.121493577
Cote d'Ivoire,CIV,2006,7463933.849834551
Cote d'Ivoire,CIV,2007,7741451.135761401
Cote d'Ivoire,CIV,2008,8031380.784760783
Cote d'Ivoire,CIV,2009,8333728.953709144
Cote d'Ivoire,CIV,2010,8648056.145608898
Cote d'Ivoire,CIV,2011,8975559.399021741
Cote d'Ivoire,CIV,2012,9316396.56558276
Cote d'Ivoire,CIV,2013,9668857.893434187
Cote d'Ivoire,CIV,2014,10030025.29230491
Cote d'Ivoire,CIV,2015,10397683.309072591
Croatia,HRV,2000,3952595.539993387
Croatia,HRV,2001,3936130.2322370843
Croatia,HRV,2002,3952656.744619374
Croatia,HRV,2003,3973774.434189801
Croatia,HRV,2004,3994989.990279537
Croatia,HRV,2005,4014496.6630413234
Croatia,HRV,2006,4031501.5565522434
Croatia,HRV,2007,4046565.6259456393
Croatia,HRV,2008,4059920.530214157
Croatia,HRV,2009,4029811.4810342826
Croatia,HRV,2010,3998731.210519822
Croatia,HRV,2011,3967337.0741489497
Croatia,HRV,2012,3935329.8475123253
Croatia,HRV,2013,3902941.565065425
Croatia,HRV,2014,3870480.2782922224
Croatia,HRV,2015,3835440.993739863
Cyprus,CYP,2000,904116.1941465527
Cyprus,CYP,2001,921555.6310862079
Cyprus,CYP,2002,939192.5136982768
Cyprus,CYP,2003,956700.9607758631
Cyprus,CYP,2004,976822.746051725
Cyprus,CYP,2005,996169.5402931042
Cyprus,CYP,2006,1014603.0318620695
Cyprus,CYP,2007,1032202.6758620695
Cyprus,CYP,2008,1049137.7239655175
Cyprus,CYP,2009,1065677.4435000003
Cyprus,CYP,2010,1082029.9391379312
Cyprus,CYP,2011,1098229.0002413807
Cyprus,CYP,2012,1114213.1754310355
Cyprus,CYP,2013,1129969.7506551733
Cyprus,CYP,2014,1145463.0500689663
Cyprus,CYP,2015,1160668.9370689662
Czech Republic,CZE,2000,9885522.128080755
Czech Republic,CZE,2001,9867059.181974135
Czech Republic,CZE,2002,9860754.339341879
Czech Republic,CZE,2003,9859952.935132202
Czech Republic,CZE,2004,9872299.441988025
Czech Republic,CZE,2005,9902636.345907228
Czech Republic,CZE,2006,9954192.28572046
Czech Republic,CZE,2007,10023746.60323941
Czech Republic,CZE,2008,10101727.39788725
Czech Republic,CZE,2009,10174597.548678113
Czech Republic,CZE,2010,10232617.906128528
Czech Republic,CZE,2011,10272040.139235094
Czech Republic,CZE,2012,10288789.882862799
Czech Republic,CZE,2013,10289535.857716134
Czech Republic,CZE,2014,10287551.452456575
Czech Republic,CZE,2015,10288056.503953775
Denmark,DNK,2000,5009091.9496454075
Denmark,DNK,2001,5024500.330749432
Denmark,DNK,2002,5037969.175665524
Denmark,DNK,2003,5051007.325317821
Denmark,DNK,2004,5082541.924571845
Denmark,DNK,2005,5117343.2509218445
Denmark,DNK,2006,5156013.145218395
Denmark,DNK,2007,5197952.493404601
Denmark,DNK,2008,5241984.368897704
Denmark,DNK,2009,5286325.597583336
Denmark,DNK,2010,5329644.816835061
Denmark,DNK,2011,5371605.745956904
Denmark,DNK,2012,5412544.357491962
Denmark,DNK,2013,5440909.32718748
Denmark,DNK,2014,5462667.67780722
Denmark,DNK,2015,5484017.478966841
Ecuador,ECU,2000,8380117.689022542
Ecuador,ECU,2001,8606351.847310863
Ecuador,ECU,2002,8825803.860880198
Ecuador,ECU,2003,9042252.217864113
Ecuador,ECU,2004,9262759.298937852
Ecuador,ECU,2005,9489431.165620517
Ecuador,ECU,2006,9723141.854000362
Ecuador,ECU,2007,9963416.207778146
Ecuador,ECU,2008,10209140.667709265
Ecuador,ECU,2009,10458571.020515485
Ecuador,ECU,2010,10710400.189489054
Ecuador,ECU,2011,10964289.88146725
Ecuador,ECU,2012,11220883.227781953
Ecuador,ECU,2013,11480140.598299822
Ecuador,ECU,2014,11742255.18415759
Ecuador,ECU,2015,12005074.554825593
Estonia,EST,2000,1304616.198882725
Estonia,EST,2001,1300752.4910599818
Estonia,EST,2002,1295359.7227759818
Estonia,EST,2003,1289177.8922148368
Estonia,EST,2004,1283454.9511025017
Estonia,EST,2005,1279090.114163064
Estonia,EST,2006,1276223.6150603131
Estonia,EST,2007,1256251.1114773229
Estonia,EST,2008,1232623.489083102
Estonia,EST,2009,1209440.818007127
Estonia,EST,2010,1186366.2274529634
Estonia,EST,2011,1163311.1912872775
Estonia,EST,2012,1140357.271235444
Estonia,EST,2013,1117544.9165008238
Estonia,EST,2014,1094958.8898910296
Estonia,EST,2015,1072236.240769522
Ethiopia,ETH,2000,3149375.4418582586
Ethiopia,ETH,2001,3482260.50355704
Ethiopia,ETH,2002,3804777.8703905456
Ethiopia,ETH,2003,4059162.2073884215
Ethiopia,ETH,2004,4342895.1274302825
Ethiopia,ETH,2005,4657270.603983025
Ethiopia,ETH,2006,5004190.902743607
Ethiopia,ETH,2007,5389896.011820404
Ethiopia,ETH,2008,5863347.260003483
Ethiopia,ETH,2009,6378785.499667877
Ethiopia,ETH,2010,6939161.483380468
Ethiopia,ETH,2011,7545785.730298538
Ethiopia,ETH,2012,8201073.616692216
Ethiopia,ETH,2013,8905558.715553569
Ethiopia,ETH,2014,9661935.298969308
Ethiopia,ETH,2015,10471235.604654519
Finland,FIN,2000,4760922.68798703
Finland,FIN,2001,4806796.925752298
Finland,FIN,2002,4853039.141911223
Finland,FIN,2003,4900368.124514536
Finland,FIN,2004,4949648.044811949
Finland,FIN,2005,5001498.216102406
Finland,FIN,2006,5056181.852409006
Finland,FIN,2007,5113555.326126662
Finland,FIN,2008,5173282.588802502
Finland,FIN,2009,5234792.451394804
Finland,FIN,2010,5264224.889644027
Finland,FIN,2011,5275440.648356293
Finland,FIN,2012,5287114.302582559
Finland,FIN,2013,5298153.060581277
Finland,FIN,2014,5307196.343706627
Finland,FIN,2015,5330153.09189751
France,FRA,2000,55369046.17122583
France,FRA,2001,55676450.14215114
France,FRA,2002,56020299.546793245
France,FRA,2003,56387606.923383236
France,FRA,2004,56759274.182443455
France,FRA,2005,57120873.91864159
France,FRA,2006,57468661.16418449
France,FRA,2007,57805125.01675808
France,FRA,2008,58129533.218813136
France,FRA,2009,58442723.731463484
France,FRA,2010,58745470.97036749
France,FRA,2011,59036056.88014908
France,FRA,2012,59313638.874490194
France,FRA,2013,59576648.329294786
France,FRA,2014,59834044.90334214
France,FRA,2015,60088996.456608005
Georgia,GEO,2000,3505548.279707367
Georgia,GEO,2001,3474288.3775930204
Georgia,GEO,2002,3444795.880290134
Georgia,GEO,2003,3417196.1166051878
Georgia,GEO,2004,3408397.411709273
Georgia,GEO,2005,3400829.404922893
Georgia,GEO,2006,3378570.4647152834
Georgia,GEO,2007,3316536.039986364
Georgia,GEO,2008,3255294.8223429904
Georgia,GEO,2009,3192861.298173103
Georgia,GEO,2010,3128035.0810605558
Georgia,GEO,2011,3059687.94492337
Georgia,GEO,2012,2989038.861236367
Georgia,GEO,2013,2958739.602223989
Georgia,GEO,2014,2934112.05550736
Georgia,GEO,2015,2918682.112587615
Germany,DEU,2000,81363601.4875
Germany,DEU,2001,81277676.653
Germany,DEU,2002,81168780.11150002
Germany,DEU,2003,81039279.3735
Germany,DEU,2004,80888575.3585
Germany,DEU,2005,80718696.7935
Germany,DEU,2006,80529040.624
Germany,DEU,2007,80328960.6525
Germany,DEU,2008,80141577.611
Germany,DEU,2009,79996307.0475
Germany,DEU,2010,79912477.5045
Germany,DEU,2011,79901904.67750001
Germany,DEU,2012,79934474.73278977
Germany,DEU,2013,79977623.86776349
Germany,DEU,2014,80013294.9737808
Germany,DEU,2015,80055479.94327864
Ghana,GHA,2000,2975643.5213922886
Ghana,GHA,2001,3111251.844324379
Ghana,GHA,2002,3326811.4778624396
Ghana,GHA,2003,3555881.7235934534
Ghana,GHA,2004,3798301.9237963697
Ghana,GHA,2005,4053620.3746829974
Ghana,GHA,2006,4322433.144963015
Ghana,GHA,2007,4605249.215823645
Ghana,GHA,2008,4902146.468751898
Ghana,GHA,2009,5212826.886093718
Ghana,GHA,2010,5537568.919420718
Ghana,GHA,2011,5876225.44562879
Ghana,GHA,2012,6228448.099999198
Ghana,GHA,2013,6593843.840230738
Ghana,GHA,2014,6972224.683145837
Ghana,GHA,2015,7363644.807593564
Gibraltar,GIB,2000,27091.78294063446
Gibraltar,GIB,2001,27318.612610240885
Gibraltar,GIB,2002,27638.55140186916
Gibraltar,GIB,2003,28021.88363827827
Gibraltar,GIB,2004,28422.05475845729
Gibraltar,GIB,2005,28804.396472291693
Gibraltar,GIB,2006,29158.013031459788
Gibraltar,GIB,2007,29487.857048835067
Gibraltar,GIB,2008,29803.83375016454
Gibraltar,GIB,2009,30118.81992891931
Gibraltar,GIB,2010,30440.739765696988
Gibraltar,GIB,2011,30772.564828221668
Gibraltar,GIB,2012,31104.389890746348
Gibraltar,GIB,2013,31419.37606950112
Gibraltar,GIB,2014,31693.75082269317
Gibraltar,GIB,2015,31911.665789127288
Greece,GRC,2000,10794000.542101925
Greece,GRC,2001,10831485.078952368
Greece,GRC,2002,10859934.12447776
Greece,GRC,2003,10882521.288321717
Greece,GRC,2004,10904907.816910477
Greece,GRC,2005,10930753.567132087
Greece,GRC,2006,10962890.181905061
Greece,GRC,2007,10999266.82189703
Greece,GRC,2008,11032794.322286464
Greece,GRC,2009,11053435.402093124
Greece,GRC,2010,11054456.298312375
Greece,GRC,2011,11032918.7566266
Greece,GRC,2012,10992393.434891393
Greece,GRC,2013,10935775.130400896
Greece,GRC,2014,10879160.401452022
Greece,GRC,2015,10833653.175903855
Greenland,GRL,2000,52709.96895057477
Greenland,GRL,2001,52860.10237586212
Greenland,GRL,2002,53039.324152298905
Greenland,GRL,2003,53219.48426264373
Greenland,GRL,2004,53539.18931666672
Greenland,GRL,2005,53795.610782183954
Greenland,GRL,2006,53977.68901724141
Greenland,GRL,2007,54096.09552183911
Greenland,GRL,2008,54170.23638390807
Greenland,GRL,2009,54227.43538333336
Greenland,GRL,2010,54291.536978160955
Greenland,GRL,2011,54366.46887643686
Greenland,GRL,2012,54448.477742528805
Greenland,GRL,2013,54440.90951805
Greenland,GRL,2014,54386.11269555
Greenland,GRL,2015,54359.507759440006
Guatemala,GTM,2000,5864337.059232717
Guatemala,GTM,2001,6091344.850310797
Guatemala,GTM,2002,6326494.246217645
Guatemala,GTM,2003,6569062.8239122275
Guatemala,GTM,2004,6817941.159315388
Guatemala,GTM,2005,7072245.209841135
Guatemala,GTM,2006,7331667.559957494
Guatemala,GTM,2007,7596418.509908294
Guatemala,GTM,2008,7866764.5362954065
Guatemala,GTM,2009,8143234.106662985
Guatemala,GTM,2010,8426225.839808015
Guatemala,GTM,2011,8715757.884069901
Guatemala,GTM,2012,9011743.636009451
Guatemala,GTM,2013,9314274.658211824
Guatemala,GTM,2014,9623533.922800314
Guatemala,GTM,2015,9939581.18569256
Hungary,HUN,2000,5347242.93181858
Hungary,HUN,2001,5332533.5181491915
Hungary,HUN,2002,5318053.978469384
Hungary,HUN,2003,5304147.906714515
Hungary,HUN,2004,5537968.200285851
Hungary,HUN,2005,5772331.732313657
Hungary,HUN,2006,6007898.129959443
Hungary,HUN,2007,6244586.941070363
Hungary,HUN,2008,6481150.080808975
Hungary,HUN,2009,6715515.140686631
Hungary,HUN,2010,6945945.302386697
Hungary,HUN,2011,7171460.9516178975
Hungary,HUN,2012,7392214.456508191
Hungary,HUN,2013,7608940.994342704
Hungary,HUN,2014,7823118.751694593
Hungary,HUN,2015,8035960.659489808
Iceland,ISL,2000,251791.34612727264
Iceland,ISL,2001,256092.92350909114
Iceland,ISL,2002,260434.30204545445
Iceland,ISL,2003,264930.7531636366
Iceland,ISL,2004,269741.1915999999
Iceland,ISL,2005,274963.91700000025
Iceland,ISL,2006,280681.0702818181
Iceland,ISL,2007,286812.45000000024
Iceland,ISL,2008,293085.46882727265
Iceland,ISL,2009,299116.4224000003
Iceland,ISL,2010,304629.30147272715
Iceland,ISL,2011,309496.267636364
Iceland,ISL,2012,313807.6922272726
Iceland,ISL,2013,317765.9947636366
Iceland,ISL,2014,321691.1060181817
Iceland,ISL,2015,323761.8847727272
Iran,IRN,2000,60005267.532744005
Iran,IRN,2001,60943334.17126325
Iran,IRN,2002,61810749.32452263
Iran,IRN,2003,62625731.211462975
Iran,IRN,2004,63418228.94893542
Iran,IRN,2005,64157591.30493646
Iran,IRN,2006,64895969.895275265
Iran,IRN,2007,65625194.27188935
Iran,IRN,2008,66361601.5556364
Iran,IRN,2009,67124028.48501028
Iran,IRN,2010,67923170.11222821
Iran,IRN,2011,68764787.01477194
Iran,IRN,2012,69642725.95906854
Iran,IRN,2013,70538494.82196844
Iran,IRN,2014,71427447.98367974
Iran,IRN,2015,72290166.06266324
Ireland,IRL,2000,3524419.5233082143
Ireland,IRL,2001,3599064.9922118704
Ireland,IRL,2002,3680315.7030574246
Ireland,IRL,2003,3768114.2985706525
Ireland,IRL,2004,3862345.8713907236
Ireland,IRL,2005,3962282.1772963754
Ireland,IRL,2006,4069118.0754588335
Ireland,IRL,2007,4181156.650284615
Ireland,IRL,2008,4291223.467566212
Ireland,IRL,2009,4389705.52486572
Ireland,IRL,2010,4469965.656239209
Ireland,IRL,2011,4528175.898197458
Ireland,IRL,2012,4567034.1782277
Ireland,IRL,2013,4594555.886924326
Ireland,IRL,2014,4622595.441055278
Ireland,IRL,2015,4635733.261483832
Isle of Man,IMN,2011,81887.3922647528
Isle of Man,IMN,2012,82570.83803827752
Isle of Man,IMN,2013,83228.29362041467
Isle of Man,IMN,2014,83868.42240829347
Isle of Man,IMN,2015,84497
Israel,ISR,2000,5977027.3629
Israel,ISR,2001,6092587.122
Israel,ISR,2002,6202149.688500001
Israel,ISR,2003,6312022.3518
Israel,ISR,2004,6430577.7255
Israel,ISR,2005,6563394.5703
Israel,ISR,2006,6713631.500399999
Israel,ISR,2007,6878545.351799999
Israel,ISR,2008,7050535.7712
Israel,ISR,2009,7218659.9196
Israel,ISR,2010,7375103.7552000005
Israel,ISR,2011,7517197.6626
Israel,ISR,2012,7647570.507299999
Israel,ISR,2013,7770129.3102
Israel,ISR,2014,7891052.153700001
Israel,ISR,2015,8014845.3804
Italy,ITA,2000,49412280.2052904
Italy,ITA,2001,49922156.06404018
Italy,ITA,2002,50508383.76517411
Italy,ITA,2003,51141921.44887923
Italy,ITA,2004,51779404.32976495
Italy,ITA,2005,52387511.39194723
Italy,ITA,2006,52956077.39786742
Italy,ITA,2007,53490542.49397308
Italy,ITA,2008,53991567.50517939
Italy,ITA,2009,54464724.347054146
Italy,ITA,2010,54914544.01294804
Italy,ITA,2011,55338083.377591625
Italy,ITA,2012,55732559.54487296
Italy,ITA,2013,56103912.35322169
Italy,ITA,2014,56136820.343162246
