Entity,Code,Year,Renewable internal freshwater resources per capita (cubic meters) (cubic meters)
Bangladesh,BGD,1992,944.058356544731
Bangladesh,BGD,1997,847.767996419028
Bangladesh,BGD,2002,768.663889466953
Bangladesh,BGD,2007,713.610012984236
Bangladesh,BGD,2012,674.256643128025
Bangladesh,BGD,2014,658.698386017693
Barbados,BRB,1962,343.95879373651
Barbados,BRB,1967,338.093406755951
Barbados,BRB,1972,331.34388939741
Barbados,BRB,1977,321.564087722683
Barbados,BRB,1982,315.15791381219
Barbados,BRB,1987,310.545745329198
Barbados,BRB,1992,305.129222225613
Barbados,BRB,1997,299.687201483452
Barbados,BRB,2002,294.683178747449
Barbados,BRB,2007,289.69762810067
Barbados,BRB,2012,284.106042580393
Barbados,BRB,2014,282.301462674453
Belarus,BLR,1992,3328.11276429131
Belarus,BLR,1997,3360.68004349115
Belarus,BLR,2002,3446.33668601075
Belarus,BLR,2007,3556.13085850333
Belarus,BLR,2012,3592.37339129029
Belarus,BLR,2014,3588.57570591242
Belgium,BEL,1962,1301.43685135574
Belgium,BEL,1967,1252.48004094775
Belgium,BEL,1972,1235.69744565892
Belgium,BEL,1977,1220.7083404287
Belgium,BEL,1982,1217.49503845407
Belgium,BEL,1987,1215.77664724058
Belgium,BEL,1992,1194.60540093048
Belgium,BEL,1997,1178.63777956429
Belgium,BEL,2002,1161.35194915988
Belgium,BEL,2007,1129.33736130326
Belgium,BEL,2012,1078.33705329663
Belgium,BEL,2014,1070.56284931016
Belize,BLZ,1962,156699.252443933
Belize,BLZ,1967,135413.33901253
Belize,BLZ,1972,120015.729453401
Belize,BLZ,1977,111395.805502632
Belize,BLZ,1982,100726.072607261
Belize,BLZ,1987,87540.1560348784
Belize,BLZ,1992,78531.4717703546
Belize,BLZ,1997,68860.9514182829
Belize,BLZ,2002,58198.5156708847
Belize,BLZ,2007,51138.2105647656
Belize,BLZ,2012,45322.1107154419
Belize,BLZ,2014,43389.9924366068
Benin,BEN,1962,4115.2329141922
Benin,BEN,1967,3765.57366321221
Benin,BEN,1972,3384.1870410607
Benin,BEN,1977,2999.90767274444
Benin,BEN,1982,2622.39053047141
Benin,BEN,1987,2271.09210645557
Benin,BEN,1992,1931.80430709837
Benin,BEN,1997,1639.69944786703
Benin,BEN,2002,1411.84972326375
Benin,BEN,2007,1218.24418841341
Benin,BEN,2012,1058.67310230277
Benin,BEN,2014,1001.29176358782
Bhutan,BTN,1962,404761.701873834
Bhutan,BTN,1967,351043.152441413
Bhutan,BTN,1972,298699.86951532
Bhutan,BTN,1977,254470.647480473
Bhutan,BTN,1982,220392.065885628
Bhutan,BTN,1987,189834.085009702
Bhutan,BTN,1992,178731.009830206
Bhutan,BTN,1997,153190.330475041
Bhutan,BTN,2002,133575.418165267
Bhutan,BTN,2007,113544.059462151
Bhutan,BTN,2012,103590.197179956
Bhutan,BTN,2014,100457.46785361
Bolivia,BOL,1962,79075.6460818994
Bolivia,BOL,1967,71628.7577071717
Bolivia,BOL,1972,64600.816971518
Bolivia,BOL,1977,57989.8224517868
Bolivia,BOL,1982,52012.088054837
Bolivia,BOL,1987,46947.0350820421
Bolivia,BOL,1992,42556.4314406074
Bolivia,BOL,1997,38559.9785537912
Bolivia,BOL,2002,35073.1422357481
Bolivia,BOL,2007,32145.5065559887
Bolivia,BOL,2012,29641.554979371
Bolivia,BOL,2014,28734.6554809485
Bosnia and Herzegovina,BIH,1992,8374.31242177095
Bosnia and Herzegovina,BIH,1997,9460.5337180084
Bosnia and Herzegovina,BIH,2002,9401.96360672036
Bosnia and Herzegovina,BIH,2007,9406.46528881823
Bosnia and Herzegovina,BIH,2012,9730.82616084645
Bosnia and Herzegovina,BIH,2014,9955.12621697913
Botswana,BWA,1962,4356.98206375717
Botswana,BWA,1967,3790.54700752108
Botswana,BWA,1972,3230.865535415
Botswana,BWA,1977,2690.8061879573
Botswana,BWA,1982,2230.71339143722
Botswana,BWA,1987,1898.26261514149
Botswana,BWA,1992,1648.54073235048
Botswana,BWA,1997,1465.5280328034
Botswana,BWA,2002,1348.3502092471
Botswana,BWA,2007,1253.6473302013
Botswana,BWA,2012,1148.70184725616
Botswana,BWA,2014,1106.71856561896
Brazil,BRA,1962,73929.2135028672
Brazil,BRA,1967,64189.9483643401
Brazil,BRA,1972,56528.8257368184
Brazil,BRA,1977,50155.993468008
Brazil,BRA,1982,44593.2847838157
Brazil,BRA,1987,40071.2127954256
Brazil,BRA,1992,36625.5390524323
Brazil,BRA,1997,33787.904496008
Brazil,BRA,2002,31423.6353953276
Brazil,BRA,2007,29634.6105909827
Brazil,BRA,2012,28225.8289489935
Brazil,BRA,2014,27721.037902102
Brunei,BRN,1962,94955.0918271594
Brunei,BRN,1967,75559.5854001102
Brunei,BRN,1972,59828.3980770449
Brunei,BRN,1977,48634.5144845028
Brunei,BRN,1982,41236.5132344951
Brunei,BRN,1987,35771.0986356482
Brunei,BRN,1992,31026.0874643656
Brunei,BRN,1997,27240.2720181516
Brunei,BRN,2002,24505.0696664716
Brunei,BRN,2007,22674.8900934739
Brunei,BRN,2012,21263.3959394418
Brunei,BRN,2014,20645.9009385384
Bulgaria,BGR,1962,2620.75895681813
Bulgaria,BGR,1967,2527.00708741254
Bulgaria,BGR,1972,2448.63692544484
Bulgaria,BGR,1977,2385.22983904355
Bulgaria,BGR,1982,2354.93145635578
Bulgaria,BGR,1987,2340.78248345652
Bulgaria,BGR,1992,2458.96917202058
Bulgaria,BGR,1997,2526.44708873893
Bulgaria,BGR,2002,2679.54173711628
Bulgaria,BGR,2007,2783.17551844596
Bulgaria,BGR,2012,2874.39391351195
Bulgaria,BGR,2014,2907.00169353613
Burkina Faso,BFA,1962,2519.99566157547
Burkina Faso,BFA,1967,2339.50131938516
Burkina Faso,BFA,1972,2145.85901568932
Burkina Faso,BFA,1977,1953.4500663001
Burkina Faso,BFA,1982,1746.23563983122
Burkina Faso,BFA,1987,1535.61276416071
Burkina Faso,BFA,1992,1344.50339583912
Burkina Faso,BFA,1997,1171.99813305385
Burkina Faso,BFA,2002,1016.83057975612
Burkina Faso,BFA,2007,877.068592587676
Burkina Faso,BFA,2012,754.320020932682
Burkina Faso,BFA,2014,710.793605609742
Burundi,BDI,1962,3476.55519687981
Burundi,BDI,1967,3110.6767020519
Burundi,BDI,1972,2838.56280687022
Burundi,BDI,1977,2632.6849670548
Burundi,BDI,1982,2321.51024626008
Burundi,BDI,1987,2016.9471680137
Burundi,BDI,1992,1777.02755576219
Burundi,BDI,1997,1645.9162869961
Burundi,BDI,2002,1492.23422618681
Burundi,BDI,2007,1267.07065984531
Burundi,BDI,2012,1079.43272912998
Burundi,BDI,2014,1017.00501122648
Cambodia,KHM,1962,20004.8071252943
Cambodia,KHM,1967,18039.5227095303
Cambodia,KHM,1972,16520.2039628764
Cambodia,KHM,1977,16763.3198545678
Cambodia,KHM,1982,17432.529533755
Cambodia,KHM,1987,14714.4284487735
Cambodia,KHM,1992,12534.4228927203
Cambodia,KHM,1997,10676.4590275392
Cambodia,KHM,2002,9545.11964601694
Cambodia,KHM,2007,8817.92111587209
Cambodia,KHM,2012,8161.40580824107
Cambodia,KHM,2014,7897.43032285821
Cameroon,CMR,1962,50556.2858130173
Cameroon,CMR,1967,45060.3685145874
Cameroon,CMR,1972,39707.7740549113
Cameroon,CMR,1977,34596.5115310933
Cameroon,CMR,1982,29808.159923726
Cameroon,CMR,1987,25522.9063877758
Cameroon,CMR,1992,22000.2835054849
Cameroon,CMR,1997,19272.2801147555
Cameroon,CMR,2002,16972.4547628127
Cameroon,CMR,2007,14840.6755627728
Cameroon,CMR,2012,12949.200287273
Cameroon,CMR,2014,12275.2328427317
Canada,CAN,1962,153110.561942624
Canada,CAN,1967,139623.750734862
Canada,CAN,1972,129582.968814926
Canada,CAN,1977,119768.02824004
Canada,CAN,1982,113086.262995
Canada,CAN,1987,107344.632768362
Canada,CAN,1992,99931.2858453084
Canada,CAN,1997,95040.5506349376
Canada,CAN,2002,90874.3064855558
Canada,CAN,2007,86657.9372224361
Canada,CAN,2012,82013.1022405548
Canada,CAN,2014,80201.8317085286
Cape Verde,CPV,1962,1422.69771941556
Cape Verde,CPV,1967,1206.04469601643
Cape Verde,CPV,1972,1096.2868763498
Cape Verde,CPV,1977,1087.87490889048
Cape Verde,CPV,1982,1009.13265048691
Cape Verde,CPV,1987,923.380928490303
Cape Verde,CPV,1992,835.445153025704
Cape Verde,CPV,1997,734.978869357506
Cape Verde,CPV,2002,663.561200249499
Cape Verde,CPV,2007,616.728133904012
Cape Verde,CPV,2012,583.681434455493
Cape Verde,CPV,2014,569.868759224751
Caribbean small states,,1962,85267.934386263
Caribbean small states,,1967,78754.3128507321
Caribbean small states,,1972,73999.0906844143
Caribbean small states,,1977,69877.3982415184
Caribbean small states,,1982,65956.4002874862
Caribbean small states,,1987,62884.2729407878
Caribbean small states,,1992,60672.7501177692
Caribbean small states,,1997,58131.050494052
Caribbean small states,,2002,56097.1721334245
Caribbean small states,,2007,54235.0042423095
Caribbean small states,,2012,52526.0424286863
Caribbean small states,,2014,51876.6791028887
Central African Republic,CAF,1962,90578.4881872161
Central African Republic,CAF,1967,82043.3805829502
Central African Republic,CAF,1972,74198.1469407473
Central African Republic,CAF,1977,66810.1742892653
Central African Republic,CAF,1982,58292.3082265743
Central African Republic,CAF,1987,51175.1409312569
Central African Republic,CAF,1992,45545.4748955603
Central African Republic,CAF,1997,40087.4645929601
Central African Republic,CAF,2002,36083.4187222273
Central African Republic,CAF,2007,32976.285139623
Central African Republic,CAF,2012,31400.2088002537
Central African Republic,CAF,2014,31226.5247402662
Central Europe and the Baltics,,1962,1833.88749104716
Central Europe and the Baltics,,1967,1755.64757691868
Central Europe and the Baltics,,1972,1691.88173017565
Central Europe and the Baltics,,1977,1620.34621494081
Central Europe and the Baltics,,1982,1569.24570373371
Central Europe and the Baltics,,1987,1533.38634559234
Central Europe and the Baltics,,1992,2378.22038359913
Central Europe and the Baltics,,1997,2285.87678869219
Central Europe and the Baltics,,2002,2336.28067981407
Central Europe and the Baltics,,2007,2371.55691446086
Central Europe and the Baltics,,2012,2407.362625282
Central Europe and the Baltics,,2014,2417.57717451579
Chad,TCD,1962,4805.81927043819
Chad,TCD,1967,4367.05251031279
Chad,TCD,1972,3931.74181666917
Chad,TCD,1977,3526.10220665827
Chad,TCD,1982,3181.2032455908
Chad,TCD,1987,2773.6240189923
Chad,TCD,1992,2362.5436657133
Chad,TCD,1997,2001.80135431203
Chad,TCD,2002,1666.35394757584
Chad,TCD,2007,1392.01990254376
Chad,TCD,2012,1180.62499926211
Chad,TCD,2014,1105.42529469533
Chile,CHL,1962,109704.361002467
Chile,CHL,1967,98362.5688746377
Chile,CHL,1972,89190.710701817
Chile,CHL,1977,82200.0332701152
Chile,CHL,1982,76189.0922013706
Chile,CHL,1987,70270.7488281261
Chile,CHL,1992,64735.4153852163
Chile,CHL,1997,60225.2424066007
Chile,CHL,2002,56644.9485027012
Chile,CHL,2007,53663.4002330993
Chile,CHL,2012,51127.2666854846
Chile,CHL,2014,50244.7002060544
China,CHN,1962,4225.18287096144
China,CHN,1967,3728.04983102511
China,CHN,1972,3263.2274978829
China,CHN,1977,2981.59424667843
China,CHN,1982,2788.93152097399
China,CHN,1987,2594.93466539364
China,CHN,1992,2414.65445462115
China,CHN,1997,2286.8524276975
China,CHN,2002,2196.9696969697
China,CHN,2007,2134.48062615479
China,CHN,2012,2082.63153413613
China,CHN,2014,2061.90856648611
Colombia,COL,1962,122570.230885172
Colombia,COL,1967,105605.869736711
Colombia,COL,1972,92669.3850550333
Colombia,COL,1977,82802.141830843
Colombia,COL,1982,73896.3044337576
Colombia,COL,1987,66358.6942650775
Colombia,COL,1992,60322.8207389689
Colombia,COL,1997,55504.6496982527
Colombia,COL,2002,51596.619504951
Colombia,COL,2007,48338.4943971967
Colombia,COL,2012,45753.6798916843
Colombia,COL,2014,44882.0721983685
Comoros,COM,1962,6085.25441434497
Comoros,COM,1967,5558.2059963779
Comoros,COM,1972,5015.98846322653
Comoros,COM,1977,4349.40195723088
Comoros,COM,1982,3670.33088032886
Comoros,COM,1987,3185.94784603376
Comoros,COM,1992,2749.46843610235
Comoros,COM,1997,2390.66207393919
Comoros,COM,2002,2107.18920276252
Comoros,COM,2007,1870.26588946729
Comoros,COM,2012,1657.760807219
Comoros,COM,2014,1580.22610401838
Congo,COG,1962,203242.356439487
Congo,COG,1967,177358.366960853
Congo,COG,1972,153048.772921122
Congo,COG,1977,131631.687423363
Congo,COG,1982,113776.429316393
Congo,COG,1987,98704.130367704
Congo,COG,1992,86145.5121874557
Congo,COG,1997,74937.4677211921
Congo,COG,2002,65156.5224026908
Congo,COG,2007,55831.5556934858
Congo,COG,2012,47913.3622813494
Congo,COG,2014,45574.9121194572
Costa Rica,CRI,1962,78878.3911600359
Costa Rica,CRI,1967,66678.074714848
Costa Rica,CRI,1972,58036.5763966785
Costa Rica,CRI,1977,51183.9110396449
Costa Rica,CRI,1982,44820.4958971397
Costa Rica,CRI,1987,39342.5134852558
Costa Rica,CRI,1992,34689.5408885311
Costa Rica,CRI,1997,30683.8007182182
Costa Rica,CRI,2002,27810.5652583528
Costa Rica,CRI,2007,25861.2659799166
Costa Rica,CRI,2012,24279.5526202364
Costa Rica,CRI,2014,23751.5961387892
Cote d'Ivoire,CIV,1962,20004.8371925434
Cote d'Ivoire,CIV,1967,16502.1852939414
Cote d'Ivoire,CIV,1972,13393.1038064895
Cote d'Ivoire,CIV,1977,10600.3342885222
Cote d'Ivoire,CIV,1982,8495.79627248597
Cote d'Ivoire,CIV,1987,6972.99760219266
Cote d'Ivoire,CIV,1992,5837.56659471509
Cote d'Ivoire,CIV,1997,4974.75525356555
Cote d'Ivoire,CIV,2002,4424.60626963945
Cote d'Ivoire,CIV,2007,4026.0000803733
Cote d'Ivoire,CIV,2012,3587.53556429427
Cote d'Ivoire,CIV,2014,3410.35934375881
Croatia,HRV,1992,8434.00447427293
Croatia,HRV,1997,8245.84426946632
Croatia,HRV,2002,8490.99099099099
Croatia,HRV,2007,8498.64743011722
Croatia,HRV,2012,8834.09200296751
Croatia,HRV,2014,8894.88907223948
Cuba,CUB,1962,5116.50243839191
Cuba,CUB,1967,4613.03174206327
Cuba,CUB,1972,4223.6823152693
Cuba,CUB,1977,3956.5403313862
Cuba,CUB,1982,3840.56497007795
Cuba,CUB,1987,3711.93839039173
Cuba,CUB,1992,3551.5429786545
Cuba,CUB,1997,3461.05491537439
Cuba,CUB,2002,3398.11078589959
Cuba,CUB,2007,3372.35098601014
Cuba,CUB,2012,3349.10481731652
Cuba,CUB,2014,3332.23570025508
Cyprus,CYP,1962,1350.20279007289
Cyprus,CYP,1967,1319.1094996178
Cyprus,CYP,1972,1242.03426103739
Cyprus,CYP,1977,1172.0017790386
Cyprus,CYP,1982,1127.65323795507
Cyprus,CYP,1987,1078.27144792502
Cyprus,CYP,1992,974.258345834234
Cyprus,CYP,1997,875.23227318019
Cyprus,CYP,2002,798.390117977494
Cyprus,CYP,2007,733.281188893234
Cyprus,CYP,2012,687.187131628052
Cyprus,CYP,2014,676.901768536044
Czech Republic,CZE,1997,1276.18719133132
Czech Republic,CZE,2002,1289.60560232133
Czech Republic,CZE,2007,1276.84431665428
Czech Republic,CZE,2012,1251.09589816555
Czech Republic,CZE,2014,1249.36498530642
Democratic Republic of Congo,COD,1962,56105.3079174626
Democratic Republic of Congo,COD,1967,48971.0262379141
Democratic Republic of Congo,COD,1972,42613.3538887526
Democratic Republic of Congo,COD,1977,37117.1520421651
Democratic Republic of Congo,COD,1982,32470.6518523046
Democratic Republic of Congo,COD,1987,28544.4038173002
Democratic Republic of Congo,COD,1992,24098.8715649837
Democratic Republic of Congo,COD,1997,20533.8125042978
Democratic Republic of Congo,COD,2002,18059.322707977
Democratic Republic of Congo,COD,2007,15406.3259264397
Democratic Republic of Congo,COD,2012,13047.5093739831
Democratic Republic of Congo,COD,2014,12207.8823312064
Denmark,DNK,1962,1290.95362098505
Denmark,DNK,1967,1240.8605450604
Denmark,DNK,1972,1202.02035581405
Denmark,DNK,1977,1179.14817942469
Denmark,DNK,1982,1172.37646571483
Denmark,DNK,1987,1170.26953647964
Denmark,DNK,1992,1160.23413524849
Denmark,DNK,1997,1135.29048583053
Denmark,DNK,2002,1116.08575333277
Denmark,DNK,2007,1098.61175756275
Denmark,DNK,2012,1073.04350189893
Denmark,DNK,2014,1063.17472833671
Djibouti,DJI,1962,3184.57814954779
Djibouti,DJI,1967,2283.15714970661
Djibouti,DJI,1972,1673.88296210329
Djibouti,DJI,1977,1081.16289881396
Djibouti,DJI,1982,778.672674558947
Djibouti,DJI,1987,611.832847266127
Djibouti,DJI,1992,487.762050161449
Djibouti,DJI,1997,453.890064800372
Djibouti,DJI,2002,402.025673359501
Djibouti,DJI,2007,370.644006315774
Djibouti,DJI,2012,340.450643168007
Djibouti,DJI,2014,328.888226240018
Dominica,DMA,1962,3226.74324803975
Dominica,DMA,1967,2954.82079011908
Dominica,DMA,1972,2788.0781777121
Dominica,DMA,1977,2724.38735339391
Dominica,DMA,1982,2660.63589197818
Dominica,DMA,1987,2763.57606743126
Dominica,DMA,1992,2818.09215161336
Dominica,DMA,1997,2826.73526210903
Dominica,DMA,2002,2864.34463794684
Dominica,DMA,2007,2818.88653981677
Dominica,DMA,2012,2776.08128365999
Dominica,DMA,2014,2748.08321195966
Dominican Republic,DOM,1962,6673.71335066416
Dominican Republic,DOM,1967,5696.81916283909
Dominican Republic,DOM,1972,4937.04324471726
Dominican Republic,DOM,1977,4342.31083000038
Dominican Republic,DOM,1982,3865.88186523042
Dominican Republic,DOM,1987,3473.95509343904
Dominican Republic,DOM,1992,3146.52735182501
Dominican Republic,DOM,1997,2878.67711189553
Dominican Republic,DOM,2002,2660.69312754287
Dominican Republic,DOM,2007,2472.55126151144
Dominican Republic,DOM,2012,2314.14236406875
Dominican Republic,DOM,2014,2258.3463676757
Early-demographic dividend,,1962,12016.4318933277
Early-demographic dividend,,1967,10656.1318262199
Early-demographic dividend,,1972,9431.9940709002
Early-demographic dividend,,1977,8347.75791193162
Early-demographic dividend,,1982,7372.50901208395
Early-demographic dividend,,1987,6521.72693027138
Early-demographic dividend,,1992,5790.87345292699
Early-demographic dividend,,1997,5162.49563260771
Early-demographic dividend,,2002,4718.74238790276
Early-demographic dividend,,2007,4349.97403617758
Early-demographic dividend,,2012,4032.39270267956
Early-demographic dividend,,2014,3918.41662862127
East Asia & Pacific,,1962,9693.79925278368
East Asia & Pacific,,1967,8590.85178271433
East Asia & Pacific,,1972,7572.9055292966
East Asia & Pacific,,1977,6888.77012609833
East Asia & Pacific,,1982,6384.16921436456
East Asia & Pacific,,1987,5903.81788694005
East Asia & Pacific,,1992,5480.87288377485
East Asia & Pacific,,1997,5163.9921400744
East Asia & Pacific,,2002,4929.32891101022
East Asia & Pacific,,2007,4747.85095787234
East Asia & Pacific,,2012,4583.87535099744
East Asia & Pacific,,2014,4521.52634804198
East Asia & Pacific (IDA & IBRD),,1962,9757.77302011385
East Asia & Pacific (IDA & IBRD),,1967,8581.52810967654
East Asia & Pacific (IDA & IBRD),,1972,7512.42616964863
East Asia & Pacific (IDA & IBRD),,1977,6808.661658845
East Asia & Pacific (IDA & IBRD),,1982,6288.60365948752
East Asia & Pacific (IDA & IBRD),,1987,5787.25049030018
East Asia & Pacific (IDA & IBRD),,1992,5345.89041638226
East Asia & Pacific (IDA & IBRD),,1997,5020.01481643493
East Asia & Pacific (IDA & IBRD),,2002,4774.84134592996
East Asia & Pacific (IDA & IBRD),,2007,4588.64102354509
East Asia & Pacific (IDA & IBRD),,2012,4426.32723036039
East Asia & Pacific (IDA & IBRD),,2014,4362.27662613016
East Asia & Pacific (excluding high income),,1962,9703.81201022371
East Asia & Pacific (excluding high income),,1967,8536.36299619041
East Asia & Pacific (excluding high income),,1972,7472.23081767374
East Asia & Pacific (excluding high income),,1977,6772.14364576097
East Asia & Pacific (excluding high income),,1982,6255.6637737518
East Asia & Pacific (excluding high income),,1987,5757.45246726903
East Asia & Pacific (excluding high income),,1992,5318.68342595708
East Asia & Pacific (excluding high income),,1997,4994.35533586223
East Asia & Pacific (excluding high income),,2002,4750.80974849058
East Asia & Pacific (excluding high income),,2007,4565.73728441908
East Asia & Pacific (excluding high income),,2012,4404.75667131158
East Asia & Pacific (excluding high income),,2014,4341.23833979028
Ecuador,ECU,1962,91919.823640266
Ecuador,ECU,1967,79481.7588105907
Ecuador,ECU,1972,68816.2836997961
Ecuador,ECU,1977,59992.6717812318
Ecuador,ECU,1982,52710.9689810722
Ecuador,ECU,1987,46548.189739428
Ecuador,ECU,1992,41323.9081693836
Ecuador,ECU,1997,37098.554271688
Ecuador,ECU,2002,33843.1739144404
Ecuador,ECU,2007,31142.9702382599
Ecuador,ECU,2012,28690.6344145197
Ecuador,ECU,2014,27818.4546521461
Egypt,EGY,1962,63.1442112754794
Egypt,EGY,1967,55.326699395688
Egypt,EGY,1972,49.0815719911319
Egypt,EGY,1977,43.8741059828267
Egypt,EGY,1982,38.810149802866
Egypt,EGY,1987,33.9198777437153
Egypt,EGY,1992,29.9822425171652
Egypt,EGY,1997,27.2104248821679
