Entity,Code,Year,Primary energy consumption per unit GDP (kilowatt-hours per $)
Algeria,DZA,2007,1.0040086880464827
Algeria,DZA,2008,1.0011972062650119
Algeria,DZA,2009,1.1449087612489797
Algeria,DZA,2010,0.9763518202439733
Algeria,DZA,2011,0.9635642028255187
Algeria,DZA,2012,1.0296673136955377
Algeria,DZA,2013,1.0891781732578096
Algeria,DZA,2014,1.185412133213158
Algeria,DZA,2015,1.2037124441068228
Algeria,DZA,2016,1.1551643386807118
Angola,AGO,1975,2.2938309584512715
Angola,AGO,1976,2.5174097503079227
Angola,AGO,1977,2.368195560389251
Angola,AGO,1978,2.632459088085266
Angola,AGO,1979,2.5633380053041726
Angola,AGO,1980,2.356130727421056
Angola,AGO,1981,2.3745436061404335
Angola,AGO,1982,2.6388970988020137
Angola,AGO,1983,2.8379858937979012
Angola,AGO,1984,3.077650968835581
Angola,AGO,1985,3.007442626887441
Angola,AGO,1986,4.042255189232079
Angola,AGO,1987,3.661434461273872
Angola,AGO,1988,3.7367766463432104
Angola,AGO,1989,3.5400073507279792
Angola,AGO,1990,3.344727871319643
Angola,AGO,1991,4.5723509565003315
Angola,AGO,1992,3.5257382049924266
Angola,AGO,1993,4.221602570566861
Angola,AGO,1994,4.172383393330484
Angola,AGO,1995,4.839990005064476
Angola,AGO,1996,3.847585388542458
Angola,AGO,1997,4.053534450663397
Angola,AGO,1998,3.484591200048851
Angola,AGO,1999,4.065368527433593
Angola,AGO,2000,4.56420753215856
Angola,AGO,2001,4.045454651705661
Angola,AGO,2002,3.651722081162672
Angola,AGO,2003,3.7833693354779685
Angola,AGO,2004,3.172675558662467
Angola,AGO,2005,2.241139448805878
Angola,AGO,2006,1.764114290246251
Angola,AGO,2007,1.5694650260682064
Angola,AGO,2008,1.3909932580624695
Angola,AGO,2009,1.7836108882121553
Angola,AGO,2010,1.4805813109111188
Angola,AGO,2011,1.1950669968118128
Angola,AGO,2012,1.2606971409758634
Angola,AGO,2013,1.1543307938941645
Angola,AGO,2014,1.185975784051693
Argentina,ARG,1965,1.3434118584489272
Argentina,ARG,1966,1.3704532217338985
Argentina,ARG,1967,1.3704913306164612
Argentina,ARG,1968,1.3510672062419609
Argentina,ARG,1969,1.2820071904021584
Argentina,ARG,1970,1.1446976134564626
Argentina,ARG,1971,1.157278316259547
Argentina,ARG,1972,1.1339875451255454
Argentina,ARG,1973,1.1094835127207603
Argentina,ARG,1974,1.0834738592630138
Argentina,ARG,1975,1.0567558798195056
Argentina,ARG,1976,1.111584988760274
Argentina,ARG,1977,1.0913914719046272
Argentina,ARG,1978,1.1596879421873993
Argentina,ARG,1979,1.1402738305972637
Argentina,ARG,1980,1.1179561686022004
Argentina,ARG,1981,1.1357267993314435
Argentina,ARG,1982,1.1971197815015915
Argentina,ARG,1983,1.1982414402524175
Argentina,ARG,1984,1.168156593876617
Argentina,ARG,1985,1.2132492321105819
Argentina,ARG,1986,1.2445345901611795
Argentina,ARG,1987,1.260155042069286
Argentina,ARG,1988,1.3017846846454106
Argentina,ARG,1989,1.3230090874482052
Argentina,ARG,1990,1.2999454062969389
Argentina,ARG,1991,1.1823793992279816
Argentina,ARG,1992,1.1478875087066256
Argentina,ARG,1993,1.108100873496124
Argentina,ARG,1994,1.0596359017714025
Argentina,ARG,1995,1.129819854316791
Argentina,ARG,1996,1.143015006361972
Argentina,ARG,1997,1.0923683697928814
Argentina,ARG,1998,1.129198790188007
Argentina,ARG,1999,1.1707912723767442
Argentina,ARG,2000,1.221088695075404
Argentina,ARG,2001,1.2803804905773335
Argentina,ARG,2002,1.4143638643357619
Argentina,ARG,2003,1.4140761377704312
Argentina,ARG,2004,1.3660153073800754
Argentina,ARG,2005,1.3283901184794522
Argentina,ARG,2006,1.2928932730174327
Argentina,ARG,2007,1.2290462903881845
Argentina,ARG,2008,1.171762378500945
Argentina,ARG,2009,1.2316503885199424
Argentina,ARG,2010,1.1627368989691709
Argentina,ARG,2011,1.095177180286244
Argentina,ARG,2012,1.1244158132145585
Argentina,ARG,2013,1.1600991851217237
Argentina,ARG,2014,1.1960908290476775
Argentina,ARG,2015,1.192059766084524
Argentina,ARG,2016,1.2185586665140247
Armenia,ARM,1990,4.154708814608126
Armenia,ARM,1991,4.840738284955891
Armenia,ARM,1992,4.276999699512402
Armenia,ARM,1993,2.5128015504673384
Armenia,ARM,1994,1.9378508577845746
Armenia,ARM,1995,2.208787572552992
Armenia,ARM,1996,2.1992908428020943
Armenia,ARM,1997,2.2012845208839944
Armenia,ARM,1998,2.506344160449681
Armenia,ARM,1999,2.1915373731567573
Armenia,ARM,2000,2.376811129712671
Armenia,ARM,2001,2.24231424105665
Armenia,ARM,2002,1.9373290733505433
Armenia,ARM,2003,1.7938765921888353
Armenia,ARM,2004,1.7809156406834665
Armenia,ARM,2005,1.9141992976527178
Armenia,ARM,2006,1.703300065493146
Armenia,ARM,2007,1.6682030584457324
Armenia,ARM,2008,1.6128303890360507
Armenia,ARM,2009,1.494189946463732
Armenia,ARM,2010,1.285695182607816
Armenia,ARM,2011,1.270936225926708
Armenia,ARM,2012,1.334942816195855
Armenia,ARM,2013,1.2794090612728304
Armenia,ARM,2014,1.2716488519581037
Australia,AUS,1960,2.324290526565979
Australia,AUS,1961,2.36579726973854
Australia,AUS,1962,2.3517650802856758
Australia,AUS,1963,2.3270148579979137
Australia,AUS,1964,2.304933390501892
Australia,AUS,1965,2.094248103589119
Australia,AUS,1966,2.21776084604
Australia,AUS,1967,2.2191295025117923
Australia,AUS,1968,2.227448582458929
Australia,AUS,1969,2.1825412829184874
Australia,AUS,1970,2.2397061212438736
Australia,AUS,1971,2.253467946844318
Australia,AUS,1972,2.2958615313424353
Australia,AUS,1973,2.325763967523427
Australia,AUS,1974,2.5076094387226955
Australia,AUS,1975,2.5044648923909407
Australia,AUS,1976,2.489000168537124
Australia,AUS,1977,2.5786160801798683
Australia,AUS,1978,2.58253431602871
Australia,AUS,1979,2.545302859061162
Australia,AUS,1980,2.5091809509011975
Australia,AUS,1981,2.4211465352352435
Australia,AUS,1982,2.4410469105242774
Australia,AUS,1983,2.4324500928129313
Australia,AUS,1984,2.426891950727747
Australia,AUS,1985,2.3422365827076317
Australia,AUS,1986,2.3839871061826425
Australia,AUS,1987,2.276923033804819
Australia,AUS,1988,2.232123779372461
Australia,AUS,1989,2.243830720346104
Australia,AUS,1990,2.239676325246921
Australia,AUS,1991,2.2882373163602616
Australia,AUS,1992,2.1782482606551437
Australia,AUS,1993,2.186342580067269
Australia,AUS,1994,2.165135481542256
Australia,AUS,1995,2.1291658478448716
Australia,AUS,1996,2.0946182557855892
Australia,AUS,1997,2.060712257192243
Australia,AUS,1998,2.036757852229642
Australia,AUS,1999,2.017474778103555
Australia,AUS,2000,1.927855496339706
Australia,AUS,2001,1.9068858960057637
Australia,AUS,2002,1.8553730114972375
Australia,AUS,2003,1.8380213644460914
Australia,AUS,2004,1.8233100540711515
Australia,AUS,2005,1.7018475058123486
Australia,AUS,2006,1.7695795590807601
Australia,AUS,2007,1.7223259913648803
Australia,AUS,2008,1.6505691956577255
Australia,AUS,2009,1.6481599053247034
Australia,AUS,2010,1.5433631421086518
Australia,AUS,2011,1.5396195799563108
Australia,AUS,2012,1.5349046610696075
Australia,AUS,2013,1.5579676943306933
Australia,AUS,2014,1.5672656525784316
Australia,AUS,2015,1.5421234181952381
Australia,AUS,2016,1.5448713695532712
Austria,AUT,1960,2.1208586950041233
Austria,AUT,1961,2.0096609640326544
Austria,AUT,1962,2.0777629837730354
Austria,AUT,1963,2.183674911529442
Austria,AUT,1964,2.125572339716384
Austria,AUT,1965,2.4018971283532413
Austria,AUT,1966,2.3639910630056544
Austria,AUT,1967,2.2949005702525636
Austria,AUT,1968,2.330950114121126
Austria,AUT,1969,2.296086145370963
Austria,AUT,1970,2.4477360542980198
Austria,AUT,1971,2.3141187376542054
Austria,AUT,1972,2.247370172923684
Austria,AUT,1973,2.3131030141176465
Austria,AUT,1974,2.258781754399181
Austria,AUT,1975,2.2041966108435482
Austria,AUT,1976,2.237806641328347
Austria,AUT,1977,2.164032127436641
Austria,AUT,1978,2.2774910910769233
Austria,AUT,1979,2.3190680418777783
Austria,AUT,1980,2.2897143204713237
Austria,AUT,1981,2.2332006591592597
Austria,AUT,1982,2.126041345442336
Austria,AUT,1983,2.0752540848214287
Austria,AUT,1984,2.0772049631158276
Austria,AUT,1985,2.132251796355634
Austria,AUT,1986,2.0513848883053694
Austria,AUT,1987,2.0773908780664514
Austria,AUT,1988,1.9099851959560241
Austria,AUT,1989,1.801913628480791
Austria,AUT,1990,1.7367762197197862
Austria,AUT,1991,1.7143697148391963
Austria,AUT,1992,1.6236806898315534
Austria,AUT,1993,1.6190205301633336
Austria,AUT,1994,1.5233842121873877
Austria,AUT,1995,1.53470773598355
Austria,AUT,1996,1.5216543966004275
Austria,AUT,1997,1.4584228900955825
Austria,AUT,1998,1.4073570790568704
Austria,AUT,1999,1.3836435206731619
Austria,AUT,2000,1.3103419988604168
Austria,AUT,2001,1.3873076008243814
Austria,AUT,2002,1.3502637002051372
Austria,AUT,2003,1.3679965740665532
Austria,AUT,2004,1.3461144947033004
Austria,AUT,2005,1.3320836302320513
Austria,AUT,2006,1.2677532604224617
Austria,AUT,2007,1.1964251556011871
Austria,AUT,2008,1.2051683073435673
Austria,AUT,2009,1.1886694196363097
Austria,AUT,2010,1.212729133770088
Austria,AUT,2011,1.1055613894888572
Austria,AUT,2012,1.114025148840274
Austria,AUT,2013,1.095077373258424
Austria,AUT,2014,1.0046124948979276
Austria,AUT,2015,0.9993150933434448
Austria,AUT,2016,1.0176428501362027
Azerbaijan,AZE,1985,3.284232580923807
Azerbaijan,AZE,1986,3.445549633701236
Azerbaijan,AZE,1987,3.1698997420062347
Azerbaijan,AZE,1988,3.0151150455598246
Azerbaijan,AZE,1989,3.3452968134627428
Azerbaijan,AZE,1990,3.9113419031531307
Azerbaijan,AZE,1991,2.590458370840811
Azerbaijan,AZE,1992,3.146677506287006
Azerbaijan,AZE,1993,4.761209666784477
Azerbaijan,AZE,1994,5.550217747030254
Azerbaijan,AZE,1995,8.528180031549292
Azerbaijan,AZE,1996,7.2272098840677295
Azerbaijan,AZE,1997,7.085737039634292
Azerbaijan,AZE,1998,7.273014195843476
Azerbaijan,AZE,1999,6.521868847987388
Azerbaijan,AZE,2000,6.259646934749002
Azerbaijan,AZE,2001,5.56818422273009
Azerbaijan,AZE,2002,5.198087212970835
Azerbaijan,AZE,2003,5.259384689315538
Azerbaijan,AZE,2004,5.519267005946498
Azerbaijan,AZE,2005,4.0752303623191235
Azerbaijan,AZE,2006,2.7943091186833913
Azerbaijan,AZE,2007,1.8257071019913618
Azerbaijan,AZE,2008,1.6704120426657472
Azerbaijan,AZE,2009,1.3813063792418354
Azerbaijan,AZE,2010,1.1323498429130436
Azerbaijan,AZE,2011,0.9923409187828768
Azerbaijan,AZE,2012,0.9950651252246666
Azerbaijan,AZE,2013,1.051158076122603
Azerbaijan,AZE,2014,1.0504900273295301
Azerbaijan,AZE,2015,1.133615181421192
Azerbaijan,AZE,2016,1.1696161329510346
Bahrain,BHR,1971,4.699058998862367
Bahrain,BHR,1972,4.252699532177345
Bahrain,BHR,1973,5.781709297648175
Bahrain,BHR,1974,4.334025001894808
Bahrain,BHR,1975,4.664538064553237
Bahrain,BHR,1976,5.551039006946252
Bahrain,BHR,1977,4.734164286175923
Bahrain,BHR,1978,4.815235374058888
Bahrain,BHR,1979,7.15903695081554
Bahrain,BHR,1980,5.274730963738214
Bahrain,BHR,1981,5.805102721194789
Bahrain,BHR,1982,6.7753922376368205
Bahrain,BHR,1983,6.3784065584129275
Bahrain,BHR,1984,6.381307992655094
Bahrain,BHR,1985,10.86395859125851
Bahrain,BHR,1986,9.177303938165169
Bahrain,BHR,1987,8.259838982572727
Bahrain,BHR,1988,8.036031754192324
Bahrain,BHR,1989,7.98039351513162
Bahrain,BHR,1990,7.718560780597275
Bahrain,BHR,1991,7.836958299279542
Bahrain,BHR,1992,8.079806880414129
Bahrain,BHR,1993,8.174976958293659
Bahrain,BHR,1994,7.983995915019392
Bahrain,BHR,1995,7.919738197249697
Bahrain,BHR,1996,8.375157702565883
Bahrain,BHR,1997,7.7226727568989935
Bahrain,BHR,1998,8.42947832892589
Bahrain,BHR,1999,6.73196292114709
Bahrain,BHR,2000,4.992080326075472
Bahrain,BHR,2001,5.242408381723021
Bahrain,BHR,2002,5.617063424044542
Bahrain,BHR,2003,4.853701464848188
Bahrain,BHR,2004,4.343188563933873
Bahrain,BHR,2005,3.762649379137138
Bahrain,BHR,2006,3.567355695500933
Bahrain,BHR,2007,3.3623447919666107
Bahrain,BHR,2008,2.7778072986301043
Bahrain,BHR,2009,3.2649684241743238
Bahrain,BHR,2010,3.1226878191728598
Bahrain,BHR,2011,3.0731257321656917
Bahrain,BHR,2012,2.6861884157703635
Bahrain,BHR,2013,2.9589351865958387
Bahrain,BHR,2014,3.108879693968193
Bangladesh,BGD,1971,0.08799328401246131
Bangladesh,BGD,1972,0.17630710019143636
Bangladesh,BGD,1973,0.2653825209125784
Bangladesh,BGD,1974,0.2619624223468413
Bangladesh,BGD,1975,0.3002250995370307
Bangladesh,BGD,1976,0.30459552058321376
Bangladesh,BGD,1977,0.29644183730191404
Bangladesh,BGD,1978,0.31114386390277976
Bangladesh,BGD,1979,0.3259523386626651
Bangladesh,BGD,1980,0.36388363005640006
Bangladesh,BGD,1981,0.35917954560764714
Bangladesh,BGD,1982,0.3929238553582524
Bangladesh,BGD,1983,0.3843727933901924
Bangladesh,BGD,1984,0.37851429228157896
Bangladesh,BGD,1985,0.4002802101455
Bangladesh,BGD,1986,0.42942738614475406
Bangladesh,BGD,1987,0.47005129735317075
Bangladesh,BGD,1988,0.4988893059078295
Bangladesh,BGD,1989,0.47803358292510345
Bangladesh,BGD,1990,0.47771909439357146
Bangladesh,BGD,1991,0.4464271413853459
Bangladesh,BGD,1992,0.47809584186450615
Bangladesh,BGD,1993,0.5134813569143374
Bangladesh,BGD,1994,0.5196232870777011
Bangladesh,BGD,1995,0.5878438068982418
Bangladesh,BGD,1996,0.5955424801851065
Bangladesh,BGD,1997,0.6291809818529412
Bangladesh,BGD,1998,0.6808570734206523
Bangladesh,BGD,1999,0.7039683394294444
Bangladesh,BGD,2000,0.734470798172973
Bangladesh,BGD,2001,0.817268018733158
Bangladesh,BGD,2002,0.7974937428706468
Bangladesh,BGD,2003,0.8169099561706731
Bangladesh,BGD,2004,0.8291355465212265
Bangladesh,BGD,2005,0.8340550634410714
Bangladesh,BGD,2006,0.8124080666467215
Bangladesh,BGD,2007,0.7670834080455556
Bangladesh,BGD,2008,0.7277151508136213
Bangladesh,BGD,2009,0.7361422367138037
Bangladesh,BGD,2010,0.6733429608919571
Bangladesh,BGD,2011,0.6197094429456018
Bangladesh,BGD,2012,0.685179337992
Bangladesh,BGD,2013,0.6658697160923768
Bangladesh,BGD,2014,0.6747663597313306
Bangladesh,BGD,2015,0.7300051063736948
Bangladesh,BGD,2016,0.6930464999932459
Barbados,BRB,1990,0.8993850582409123
Barbados,BRB,2004,0.8933593786332025
Barbados,BRB,2005,0.9560900351243317
Barbados,BRB,2006,1.0041663090806145
Barbados,BRB,2007,0.9195581990462968
Belarus,BLR,1985,3.3173756096715454
Belarus,BLR,1986,3.697078202226984
Belarus,BLR,1987,3.692287945164844
Belarus,BLR,1988,3.7747910330181105
Belarus,BLR,1989,3.4092216761727943
Belarus,BLR,1990,3.3936324747832063
Belarus,BLR,1991,3.409009994150388
Belarus,BLR,1992,3.7483356841738744
Belarus,BLR,1993,2.8238962163449157
Belarus,BLR,1994,3.620295466770593
Belarus,BLR,1995,3.4567465571829255
Belarus,BLR,1996,3.4169913218545407
Belarus,BLR,1997,3.2222933596667382
Belarus,BLR,1998,3.2016476680469808
Belarus,BLR,1999,3.154666182603355
Belarus,BLR,2000,2.9641247592881506
Belarus,BLR,2001,2.9833738821672844
Belarus,BLR,2002,3.014540792139161
Belarus,BLR,2003,2.8500888474393564
Belarus,BLR,2004,2.9884762477992517
Belarus,BLR,2005,2.836128251413861
Belarus,BLR,2006,2.692639858580532
Belarus,BLR,2007,2.3961524638806453
Belarus,BLR,2008,2.087784519111111
Belarus,BLR,2009,2.0215946099304967
Belarus,BLR,2010,1.9527847380690324
Belarus,BLR,2011,1.7396959985890175
Belarus,BLR,2012,1.8168135487201118
Belarus,BLR,2013,1.5255201658101065
Belarus,BLR,2014,1.536222505953368
Belarus,BLR,2015,1.4558375076762162
Belarus,BLR,2016,1.4884806244183337
Belgium,BEL,1960,3.232304329208746
Belgium,BEL,1961,3.1230967120395383
Belgium,BEL,1962,3.151268952409903
Belgium,BEL,1963,3.2730374996933724
Belgium,BEL,1964,3.0286391373193644
Belgium,BEL,1965,3.6215149428482456
Belgium,BEL,1966,3.3425247287016813
Belgium,BEL,1967,3.3139529859492067
Belgium,BEL,1968,3.5251895820151518
Belgium,BEL,1969,3.596446960621127
Belgium,BEL,1970,3.549337234971711
Belgium,BEL,1971,3.3499416122050634
Belgium,BEL,1972,3.329420402212426
Belgium,BEL,1973,3.1677201658255556
Belgium,BEL,1974,3.0088167678573776
Belgium,BEL,1975,2.8695337726061108
Belgium,BEL,1976,2.8365032242056993
Belgium,BEL,1977,2.809909722540513
Belgium,BEL,1978,2.8595953979095006
Belgium,BEL,1979,2.8440631598758452
Belgium,BEL,1980,2.595683980741936
Belgium,BEL,1981,2.650306500169802
Belgium,BEL,1982,2.5834347237328283
Belgium,BEL,1983,2.572309010297917
Belgium,BEL,1984,2.6996641639188486
Belgium,BEL,1985,2.9191280797858696
Belgium,BEL,1986,2.852746830451546
Belgium,BEL,1987,2.806975068924631
Belgium,BEL,1988,2.6294451622303163
Belgium,BEL,1989,2.5472773935413047
Belgium,BEL,1990,2.6312665921182203
Belgium,BEL,1991,2.644470595087243
Belgium,BEL,1992,2.4908009609789885
Belgium,BEL,1993,2.461286800003125
Belgium,BEL,1994,2.4930545666314607
Belgium,BEL,1995,2.432702063548551
Belgium,BEL,1996,2.6247207402205888
Belgium,BEL,1997,2.4656710927869865
Belgium,BEL,1998,2.4090045854868856
Belgium,BEL,1999,2.2756678491834377
Belgium,BEL,2000,2.171927749306414
Belgium,BEL,2001,2.157385560348105
Belgium,BEL,2002,2.060483272495531
Belgium,BEL,2003,2.1532993914603935
Belgium,BEL,2004,2.133001367767313
Belgium,BEL,2005,2.0671428364718922
Belgium,BEL,2006,2.0762693714729736
Belgium,BEL,2007,2.0277070301269635
Belgium,BEL,2008,2.0090436412625
Belgium,BEL,2009,1.8339115267910449
Belgium,BEL,2010,1.8699012860540474
Belgium,BEL,2011,1.7490178389291169
Belgium,BEL,2012,1.6418347742611628
Belgium,BEL,2013,1.6524640513561641
Belgium,BEL,2014,1.5479644793688787
Belgium,BEL,2015,1.551938126086456
Belgium,BEL,2016,1.6579727556087056
Benin,BEN,1971,2.708072512826005
Benin,BEN,1972,2.6835173703062436
Benin,BEN,1973,2.556172611121797
Benin,BEN,1974,2.4069740571818268
Benin,BEN,1975,2.868123676956983
Benin,BEN,1976,2.5736147517266095
Benin,BEN,1977,2.54875522214242
Benin,BEN,1978,2.7068525258054663
Benin,BEN,1979,2.606732219859439
Benin,BEN,1980,2.4694438826396183
Benin,BEN,1981,1.9184713814829615
Benin,BEN,1982,2.712378925171195
Benin,BEN,1983,2.809343126356569
Benin,BEN,1984,2.698504591448964
Benin,BEN,1985,2.506996433809598
Benin,BEN,1986,2.8491325280113893
Benin,BEN,1987,3.10295956351761
Benin,BEN,1988,3.0691962590189235
Benin,BEN,1989,3.3910764427881768
Benin,BEN,1990,3.311365449880307
Benin,BEN,1991,3.1661159921277306
Benin,BEN,1992,3.1641379004327974
Benin,BEN,1993,3.1299843454314114
Benin,BEN,1994,3.539720094509685
Benin,BEN,1995,3.248713946069326
Benin,BEN,1996,3.578431217751915
Benin,BEN,1997,3.368104085538861
Benin,BEN,1998,3.1701346113135007
Benin,BEN,1999,3.015915381375956
Benin,BEN,2000,2.33962461277311
Benin,BEN,2001,2.316410902479105
Benin,BEN,2002,2.2404778687473237
Benin,BEN,2003,2.212812614047714
Benin,BEN,2004,2.1582097006645427
Benin,BEN,2005,2.043156396999855
Benin,BEN,2006,2.3449362663091273
Benin,BEN,2007,2.387240565393872
Benin,BEN,2008,2.3548311978208636
Benin,BEN,2009,2.449611175770686
Benin,BEN,2010,2.516967656736376
Benin,BEN,2011,2.5499793906415698
Benin,BEN,2012,2.4717902328752888
Benin,BEN,2013,2.4393278235668654
Benin,BEN,2014,2.345814193663804
Bolivia,BOL,1971,1.4669178030508014
Bolivia,BOL,1972,1.629916678692373
Bolivia,BOL,1973,1.5590641346982854
Bolivia,BOL,1974,1.4614756232340742
Bolivia,BOL,1975,1.6182031952742846
Bolivia,BOL,1976,1.6968110794522686
Bolivia,BOL,1977,1.7496167294210276
Bolivia,BOL,1978,1.9067791280335364
Bolivia,BOL,1979,2.024144960207274
Bolivia,BOL,1980,2.3401077209905745
Bolivia,BOL,1981,2.398653361940866
Bolivia,BOL,1982,2.61140910371895
Bolivia,BOL,1983,2.5072786369356956
Bolivia,BOL,1984,2.365330385623147
Bolivia,BOL,1985,2.1822690412604113
Bolivia,BOL,1986,2.0694669766954217
Bolivia,BOL,1987,1.8395762242158358
Bolivia,BOL,1988,2.1239606143665037
Bolivia,BOL,1989,2.170346911280623
Bolivia,BOL,1990,2.149823056166173
Bolivia,BOL,1991,2.0859828459459564
Bolivia,BOL,1992,2.106938181143761
Bolivia,BOL,1993,2.1224430596772734
Bolivia,BOL,1994,2.147692366448701
Bolivia,BOL,1995,2.155641139046597
Bolivia,BOL,1996,2.080443956921451
Bolivia,BOL,1997,2.2209929332865985
Bolivia,BOL,1998,2.1810493985510995
Bolivia,BOL,1999,2.1314110641085167
Bolivia,BOL,2000,2.354774532659687
Bolivia,BOL,2001,1.7524047531656102
Bolivia,BOL,2002,1.9929999751588898
Bolivia,BOL,2003,1.9728494043156313
Bolivia,BOL,2004,1.8557467103140972
Bolivia,BOL,2005,1.8752913145586227
Bolivia,BOL,2006,2.2213472480365337
Bolivia,BOL,2007,1.7042727785159866
Bolivia,BOL,2008,1.6051161935409828
Bolivia,BOL,2009,1.594929014550964
Bolivia,BOL,2010,1.5759376171485688
Bolivia,BOL,2011,1.4748392934484922
Bolivia,BOL,2012,1.602542553511097
Bolivia,BOL,2013,1.5101089547970696
Bolivia,BOL,2014,1.5974026736305826
Bosnia and Herzegovina,BIH,1990,9.344686616242415
Bosnia and Herzegovina,BIH,1991,7.8088195782621
Bosnia and Herzegovina,BIH,1992,9.347844959295358
Bosnia and Herzegovina,BIH,1993,8.029135676791226
Bosnia and Herzegovina,BIH,1994,2.3597628612501262
Bosnia and Herzegovina,BIH,1995,1.827628369683394
Bosnia and Herzegovina,BIH,1996,1.1056619834924062
Bosnia and Herzegovina,BIH,1997,1.5043634787742437
Bosnia and Herzegovina,BIH,1998,1.8042685321446499
Bosnia and Herzegovina,BIH,1999,1.5560972060015705
Bosnia and Herzegovina,BIH,2000,2.1966854234908886
Bosnia and Herzegovina,BIH,2001,2.1104646293702345
Bosnia and Herzegovina,BIH,2002,2.1155795384700062
Bosnia and Herzegovina,BIH,2003,2.1496147605535847
Bosnia and Herzegovina,BIH,2004,2.4098832543917696
Bosnia and Herzegovina,BIH,2005,2.2565708883516913
Bosnia and Herzegovina,BIH,2006,2.184967641381361
Bosnia and Herzegovina,BIH,2007,1.989830801315722
Bosnia and Herzegovina,BIH,2008,2.108086543651233
Bosnia and Herzegovina,BIH,2009,2.0981203571325975
Bosnia and Herzegovina,BIH,2010,2.1788140021478464
Bosnia and Herzegovina,BIH,2011,2.312506171542774
Bosnia and Herzegovina,BIH,2012,2.05738640188284
Bosnia and Herzegovina,BIH,2013,1.9163614868795902
Bosnia and Herzegovina,BIH,2014,2.2417312508745977
Botswana,BWA,1981,3.3533544960557493
Botswana,BWA,1982,3.2562244183642473
Botswana,BWA,1983,2.786728659831615
Botswana,BWA,1984,2.276383499167604
Botswana,BWA,1985,2.0749070474999876
Botswana,BWA,1986,2.112020324534197
Botswana,BWA,1987,1.9454811641383738
Botswana,BWA,1988,2.0800462264300617
Botswana,BWA,1989,1.7483741562818762
Botswana,BWA,1990,1.6994638827227673
Botswana,BWA,1991,1.6065552122384692
Botswana,BWA,1992,1.7398716493029316
