Entity,Code,Year,Onshore wind cost (2016 $/kWh),Wind energy generation (kilowatt-hours)
Australia,AUS,1991,,0
Australia,AUS,1992,,0
Australia,AUS,1993,,2000
Australia,AUS,1994,,5500
Australia,AUS,1995,,7000
Australia,AUS,1996,,7000
Australia,AUS,1997,,7500
Australia,AUS,1998,,18000
Australia,AUS,1999,,43000
Australia,AUS,2000,,134000
Australia,AUS,2001,,287000
Australia,AUS,2002,,533550
Australia,AUS,2003,,704050
Australia,AUS,2004,,795000
Australia,AUS,2005,,1299050
Australia,AUS,2006,,2162100
Australia,AUS,2007,,2852100
Australia,AUS,2008,,3458450
Australia,AUS,2009,,4437750
Australia,AUS,2010,,4985000
Australia,AUS,2011,,6432000
Australia,AUS,2012,,7725000
Australia,AUS,2013,,9259000
Australia,AUS,2014,,9777000
Australia,AUS,2015,,11802000
Australia,AUS,2016,,13026391
Australia,AUS,2017,,13193930
Australia,AUS,1965,,0
Australia,AUS,1966,,0
Australia,AUS,1967,,0
Australia,AUS,1968,,0
Australia,AUS,1969,,0
Australia,AUS,1970,,0
Australia,AUS,1971,,0
Australia,AUS,1972,,0
Australia,AUS,1973,,0
Australia,AUS,1974,,0
Australia,AUS,1975,,0
Australia,AUS,1976,,0
Australia,AUS,1977,,0
Australia,AUS,1978,,0
Australia,AUS,1979,,0
Australia,AUS,1980,,0
Australia,AUS,1981,,0
Australia,AUS,1982,,0
Australia,AUS,2018,,16266483.999999998
Austria,AUT,1983,,0
Austria,AUT,1984,,0
Austria,AUT,1985,,0
Austria,AUT,1986,,0
Austria,AUT,1987,,0
Austria,AUT,1988,,0
Austria,AUT,1989,,0
Austria,AUT,1990,,0
Austria,AUT,1991,,0
Austria,AUT,1992,,0
Austria,AUT,1993,,0
Austria,AUT,1994,,0
Austria,AUT,1995,,1000
Austria,AUT,1996,,5000
Austria,AUT,1997,,20000
Austria,AUT,1998,,45000
Austria,AUT,1999,,51000
Austria,AUT,2000,,67000
Austria,AUT,2001,,172000
Austria,AUT,2002,,203000
Austria,AUT,2003,,366000
Austria,AUT,2004,,924000
Austria,AUT,2005,,1331276.7567448001
Austria,AUT,2006,,1752792.98367607
Austria,AUT,2007,,2037184.9274937399
Austria,AUT,2008,,2011257.40868278
Austria,AUT,2009,,1954040.16813174
Austria,AUT,2010,,2063913.73604185
Austria,AUT,2011,,1936236.36014216
Austria,AUT,2012,,2462029.01904667
Austria,AUT,2013,,3153231.56246948
Austria,AUT,2014,,3845768.03451967
Austria,AUT,2015,,4840343.10174837
Austria,AUT,2016,,5232348.76527959
Austria,AUT,2017,,6574498.95642146
Austria,AUT,1965,,0
Austria,AUT,1966,,0
Austria,AUT,1967,,0
Austria,AUT,1968,,0
Austria,AUT,1969,,0
Austria,AUT,1970,,0
Austria,AUT,1971,,0
Austria,AUT,1972,,0
Austria,AUT,1973,,0
Austria,AUT,1974,,0
Austria,AUT,1975,,0
Austria,AUT,1976,,0
Austria,AUT,1977,,0
Austria,AUT,1978,,0
Austria,AUT,1979,,0
Austria,AUT,1980,,0
Austria,AUT,1981,,0
Austria,AUT,1982,,0
Austria,AUT,2018,,5900014.71324576
Azerbaijan,AZE,1985,,0
Azerbaijan,AZE,1986,,0
Azerbaijan,AZE,1987,,0
Azerbaijan,AZE,1988,,0
Azerbaijan,AZE,1989,,0
Azerbaijan,AZE,1990,,0
Azerbaijan,AZE,1991,,0
Azerbaijan,AZE,1992,,0
Azerbaijan,AZE,1993,,0
Azerbaijan,AZE,1994,,0
Azerbaijan,AZE,1995,,0
Azerbaijan,AZE,1996,,0
Azerbaijan,AZE,1997,,0
Azerbaijan,AZE,1998,,0
Azerbaijan,AZE,1999,,0
Azerbaijan,AZE,2000,,0
Azerbaijan,AZE,2001,,0
Azerbaijan,AZE,2002,,0
Azerbaijan,AZE,2003,,0
Azerbaijan,AZE,2004,,0
Azerbaijan,AZE,2005,,0
Azerbaijan,AZE,2006,,0
Azerbaijan,AZE,2007,,0
Azerbaijan,AZE,2008,,0
Azerbaijan,AZE,2009,,2100
Azerbaijan,AZE,2010,,500
Azerbaijan,AZE,2011,,0
Azerbaijan,AZE,2012,,0
Azerbaijan,AZE,2013,,800
Azerbaijan,AZE,2014,,2300
Azerbaijan,AZE,2015,,4600
Azerbaijan,AZE,2016,,22800
Azerbaijan,AZE,2017,,22100
Azerbaijan,AZE,2018,,82200
Bangladesh,BGD,1983,,0
Bangladesh,BGD,1984,,0
Bangladesh,BGD,1985,,0
Bangladesh,BGD,1986,,0
Bangladesh,BGD,1987,,0
Bangladesh,BGD,1988,,0
Bangladesh,BGD,1989,,0
Bangladesh,BGD,1990,,0
Bangladesh,BGD,1991,,0
Bangladesh,BGD,1992,,0
Bangladesh,BGD,1993,,0
Bangladesh,BGD,1994,,0
Bangladesh,BGD,1995,,0
Bangladesh,BGD,1996,,0
Bangladesh,BGD,1997,,0
Bangladesh,BGD,1998,,0
Bangladesh,BGD,1999,,0
Bangladesh,BGD,2000,,0
Bangladesh,BGD,2001,,0
Bangladesh,BGD,2002,,0
Bangladesh,BGD,2003,,0
Bangladesh,BGD,2004,,0
Bangladesh,BGD,2005,,0
Bangladesh,BGD,2006,,1600
Bangladesh,BGD,2007,,1600
Bangladesh,BGD,2008,,2900
Bangladesh,BGD,2009,,5100
Bangladesh,BGD,2010,,5100
Bangladesh,BGD,2011,,5100
Bangladesh,BGD,2012,,5100
Bangladesh,BGD,2013,,5100
Bangladesh,BGD,2014,,5100
Bangladesh,BGD,2015,,5100
Bangladesh,BGD,2016,,5100
Bangladesh,BGD,2017,,5086.06557377049
Bangladesh,BGD,1965,,0
Bangladesh,BGD,1966,,0
Bangladesh,BGD,1967,,0
Bangladesh,BGD,1968,,0
Bangladesh,BGD,1969,,0
Bangladesh,BGD,1970,,0
Bangladesh,BGD,1971,,0
Bangladesh,BGD,1972,,0
Bangladesh,BGD,1973,,0
Bangladesh,BGD,1974,,0
Bangladesh,BGD,1975,,0
Bangladesh,BGD,1976,,0
Bangladesh,BGD,1977,,0
Bangladesh,BGD,1978,,0
Bangladesh,BGD,1979,,0
Bangladesh,BGD,1980,,0
Bangladesh,BGD,1981,,0
Bangladesh,BGD,1982,,0
Bangladesh,BGD,2018,,5086.06557377049
Belarus,BLR,1985,,0
Belarus,BLR,1986,,0
Belarus,BLR,1987,,0
Belarus,BLR,1988,,0
Belarus,BLR,1989,,0
Belarus,BLR,1990,,0
Belarus,BLR,1991,,0
Belarus,BLR,1992,,0
Belarus,BLR,1993,,0
Belarus,BLR,1994,,0
Belarus,BLR,1995,,0
Belarus,BLR,1996,,0
Belarus,BLR,1997,,0
Belarus,BLR,1998,,0
Belarus,BLR,1999,,0
Belarus,BLR,2000,,0
Belarus,BLR,2001,,0
Belarus,BLR,2002,,0
Belarus,BLR,2003,,0
Belarus,BLR,2004,,1010.1010101009999
Belarus,BLR,2005,,1000
Belarus,BLR,2006,,1000
Belarus,BLR,2007,,1000
Belarus,BLR,2008,,1000
Belarus,BLR,2009,,1000
Belarus,BLR,2010,,1000
Belarus,BLR,2011,,4000
Belarus,BLR,2012,,6000
Belarus,BLR,2013,,8000
Belarus,BLR,2014,,9000
Belarus,BLR,2015,,39000
Belarus,BLR,2016,,73000
Belarus,BLR,2017,,97000
Belarus,BLR,2018,,117978.17460317501
Belgium,BEL,1983,,0
Belgium,BEL,1984,,0
Belgium,BEL,1985,,0
Belgium,BEL,1986,,0
Belgium,BEL,1987,,6000
Belgium,BEL,1988,,8000
Belgium,BEL,1989,,7000
Belgium,BEL,1990,,7000
Belgium,BEL,1991,,8000
Belgium,BEL,1992,,9000
Belgium,BEL,1993,,8000
Belgium,BEL,1994,,9000
Belgium,BEL,1995,,9000
Belgium,BEL,1996,,8000
Belgium,BEL,1997,,8000
Belgium,BEL,1998,,11000
Belgium,BEL,1999,,13000
Belgium,BEL,2000,,16000
Belgium,BEL,2001,,37000
Belgium,BEL,2002,,57000
Belgium,BEL,2003,,88000
Belgium,BEL,2004,,142000
Belgium,BEL,2005,,227000
Belgium,BEL,2006,,366000
Belgium,BEL,2007,,491000
Belgium,BEL,2008,,637000
Belgium,BEL,2009,,996000
Belgium,BEL,2010,,1292000
Belgium,BEL,2011,,2312000
Belgium,BEL,2012,,2751000
Belgium,BEL,2013,,3665000
Belgium,BEL,2014,,4615000
Belgium,BEL,2015,,5574000
Belgium,BEL,2016,,5437000
Belgium,BEL,2017,,6510600
Belgium,BEL,1965,,0
Belgium,BEL,1966,,0
Belgium,BEL,1967,,0
Belgium,BEL,1968,,0
Belgium,BEL,1969,,0
Belgium,BEL,1970,,0
Belgium,BEL,1971,,0
Belgium,BEL,1972,,0
Belgium,BEL,1973,,0
Belgium,BEL,1974,,0
Belgium,BEL,1975,,0
Belgium,BEL,1976,,0
Belgium,BEL,1977,,0
Belgium,BEL,1978,,0
Belgium,BEL,1979,,0
Belgium,BEL,1980,,0
Belgium,BEL,1981,,0
Belgium,BEL,1982,,0
Belgium,BEL,2018,,7468573.70203936
Brazil,BRA,1983,,0
Brazil,BRA,1984,,0
Brazil,BRA,1985,,0
Brazil,BRA,1986,,0
Brazil,BRA,1987,,0
Brazil,BRA,1988,,0
Brazil,BRA,1989,,0
Brazil,BRA,1990,,0
Brazil,BRA,1991,,0
Brazil,BRA,1992,,0
Brazil,BRA,1993,,0
Brazil,BRA,1994,,0
Brazil,BRA,1995,,0
Brazil,BRA,1996,,2000
Brazil,BRA,1997,,4000
Brazil,BRA,1998,,5000
Brazil,BRA,1999,,2000
Brazil,BRA,2000,,1000
Brazil,BRA,2001,0.14286537,34900
Brazil,BRA,2002,,61000
Brazil,BRA,2003,0.137430137,61000
Brazil,BRA,2004,,61000
Brazil,BRA,2005,0.128422605,92900
Brazil,BRA,2006,0.105407878,237000
Brazil,BRA,2007,0.099791336,662781.836382615
Brazil,BRA,2008,0.084345118,1183000
Brazil,BRA,2009,0.114186735,1238000
Brazil,BRA,2010,0.101440017,2176558
Brazil,BRA,2011,0.078576064,2704769
Brazil,BRA,2012,0.082046372,5050000
Brazil,BRA,2013,0.080901323,6575862.736655709
Brazil,BRA,2014,0.064881693,12210251.6686888
Brazil,BRA,2015,0.053763452,21625702.160468698
Brazil,BRA,2016,0.061466599,33488871.9965995
Brazil,BRA,2017,,42373258.2483552
Brazil,BRA,1965,,0
Brazil,BRA,1966,,0
Brazil,BRA,1967,,0
Brazil,BRA,1968,,0
Brazil,BRA,1969,,0
Brazil,BRA,1970,,0
Brazil,BRA,1971,,0
Brazil,BRA,1972,,0
Brazil,BRA,1973,,0
Brazil,BRA,1974,,0
Brazil,BRA,1975,,0
Brazil,BRA,1976,,0
Brazil,BRA,1977,,0
Brazil,BRA,1978,,0
Brazil,BRA,1979,,0
Brazil,BRA,1980,,0
Brazil,BRA,1981,,0
Brazil,BRA,1982,,0
Brazil,BRA,2018,,48479907.0544063
Bulgaria,BGR,1983,,0
Bulgaria,BGR,1984,,0
Bulgaria,BGR,1985,,0
Bulgaria,BGR,1986,,0
Bulgaria,BGR,1987,,0
Bulgaria,BGR,1988,,0
Bulgaria,BGR,1989,,0
Bulgaria,BGR,1990,,0
Bulgaria,BGR,1991,,0
Bulgaria,BGR,1992,,0
Bulgaria,BGR,1993,,0
Bulgaria,BGR,1994,,0
Bulgaria,BGR,1995,,0
Bulgaria,BGR,1996,,0
Bulgaria,BGR,1997,,0
Bulgaria,BGR,1998,,0
Bulgaria,BGR,1999,,0
Bulgaria,BGR,2000,,0
Bulgaria,BGR,2001,,0
Bulgaria,BGR,2002,,0
Bulgaria,BGR,2003,,0
Bulgaria,BGR,2004,,1000
Bulgaria,BGR,2005,,5000
Bulgaria,BGR,2006,,20000
Bulgaria,BGR,2007,,47000
Bulgaria,BGR,2008,,122000
Bulgaria,BGR,2009,,237000
Bulgaria,BGR,2010,,681000
Bulgaria,BGR,2011,,861000
Bulgaria,BGR,2012,,1221000
Bulgaria,BGR,2013,,1374000
Bulgaria,BGR,2014,,1331000
Bulgaria,BGR,2015,,1452000
Bulgaria,BGR,2016,,1425000
Bulgaria,BGR,2017,,1504064
Bulgaria,BGR,1965,,0
Bulgaria,BGR,1966,,0
Bulgaria,BGR,1967,,0
Bulgaria,BGR,1968,,0
Bulgaria,BGR,1969,,0
Bulgaria,BGR,1970,,0
Bulgaria,BGR,1971,,0
Bulgaria,BGR,1972,,0
Bulgaria,BGR,1973,,0
Bulgaria,BGR,1974,,0
Bulgaria,BGR,1975,,0
Bulgaria,BGR,1976,,0
Bulgaria,BGR,1977,,0
Bulgaria,BGR,1978,,0
Bulgaria,BGR,1979,,0
Bulgaria,BGR,1980,,0
Bulgaria,BGR,1981,,0
Bulgaria,BGR,1982,,0
Bulgaria,BGR,2018,,1378292.2349689
Canada,CAN,1983,,0
Canada,CAN,1984,,0
Canada,CAN,1985,,1000
Canada,CAN,1986,,1000
Canada,CAN,1987,,1000
Canada,CAN,1988,,1000
Canada,CAN,1989,,1000
Canada,CAN,1990,0.224890191,1919.1919191919
Canada,CAN,1991,,1919.1919191919
Canada,CAN,1992,0.193322318,59000
Canada,CAN,1993,0.171291853,59000
Canada,CAN,1994,0.147598674,59000
Canada,CAN,1995,,59000
Canada,CAN,1996,0.152104164,62000
Canada,CAN,1997,,62000
Canada,CAN,1998,,62000
Canada,CAN,1999,0.139935843,162000
Canada,CAN,2000,0.114492963,264000
Canada,CAN,2001,0.084590942,329000
Canada,CAN,2002,0.083219567,405000
Canada,CAN,2003,0.080058748,690000
Canada,CAN,2004,0.079021653,945000
Canada,CAN,2005,0.071307144,1552000
Canada,CAN,2006,0.08030307,2448000
Canada,CAN,2007,0.091163955,2977206
Canada,CAN,2008,0.084810399,3750629
Canada,CAN,2009,0.093677923,6575235
Canada,CAN,2010,0.099639758,8636950
Canada,CAN,2011,0.081904356,10187600
Canada,CAN,2012,0.096456989,11310400
Canada,CAN,2013,0.091056272,17962600
Canada,CAN,2014,0.089161814,22538000
Canada,CAN,2015,0.079585994,26966390.909090903
Canada,CAN,2016,0.07290048,29179033.333333302
Canada,CAN,2017,,29066107.0707071
Canada,CAN,1965,,0
Canada,CAN,1966,,0
Canada,CAN,1967,,0
Canada,CAN,1968,,0
Canada,CAN,1969,,0
Canada,CAN,1970,,0
Canada,CAN,1971,,0
Canada,CAN,1972,,0
Canada,CAN,1973,,0
Canada,CAN,1974,,0
Canada,CAN,1975,,0
Canada,CAN,1976,,0
Canada,CAN,1977,,0
Canada,CAN,1978,,0
Canada,CAN,1979,,0
Canada,CAN,1980,,0
Canada,CAN,1981,,0
Canada,CAN,1982,,0
Canada,CAN,2018,,32170051.5151515
Central America,,1983,,0
Central America,,1984,,0
Central America,,1985,,0
Central America,,1986,,0
Central America,,1987,,0
Central America,,1988,,0
Central America,,1989,,0
Central America,,1990,,0
Central America,,1991,,0
Central America,,1992,,0
Central America,,1993,,0
Central America,,1994,,0
Central America,,1995,,0
Central America,,1996,,22590.362999999998
Central America,,1997,,75712.47
Central America,,1998,,64208.43130999999
Central America,,1999,,99656.08567
Central America,,2000,,174979.08179999999
Central America,,2001,,179424.2027
Central America,,2002,,254314.3672
Central America,,2003,,230223.8435
Central America,,2004,,255434.0283
Central America,,2005,,202313.11430000002
Central America,,2006,,272162.6218
Central America,,2007,,240396.6951
Central America,,2008,,198077.2051
Central America,,2009,,421386.5622
Central America,,2010,,521872.7958
Central America,,2011,,741757.13177
Central America,,2012,,1129256.45
Central America,,2013,,1348979.0202300001
Central America,,2014,,2093953.67073
Central America,,2015,,3135330.65138963
Central America,,2016,,3299471.6978162103
Central America,,2017,,3209574.67794138
Central America,,1965,,0
Central America,,1966,,0
Central America,,1967,,0
Central America,,1968,,0
Central America,,1969,,0
Central America,,1970,,0
Central America,,1971,,0
Central America,,1972,,0
Central America,,1973,,0
Central America,,1974,,0
Central America,,1975,,0
Central America,,1976,,0
Central America,,1977,,0
Central America,,1978,,0
Central America,,1979,,0
Central America,,1980,,0
Central America,,1981,,0
Central America,,1982,,0
Central America,,2018,,4435549.90182949
Chile,CHL,1983,,0
Chile,CHL,1984,,0
Chile,CHL,1985,,0
Chile,CHL,1986,,0
Chile,CHL,1987,,0
Chile,CHL,1988,,0
Chile,CHL,1989,,0
Chile,CHL,1990,,0
Chile,CHL,1991,,0
Chile,CHL,1992,,0
Chile,CHL,1993,,0
Chile,CHL,1994,,0
Chile,CHL,1995,,0
Chile,CHL,1996,,0
Chile,CHL,1997,,0
Chile,CHL,1998,,0
Chile,CHL,1999,,0
Chile,CHL,2000,,0
Chile,CHL,2001,,7000
Chile,CHL,2002,,7000
Chile,CHL,2003,,7000
Chile,CHL,2004,,5000
Chile,CHL,2005,,7000
Chile,CHL,2006,,7000
Chile,CHL,2007,,11200
Chile,CHL,2008,,38123.14
Chile,CHL,2009,,79014.22
Chile,CHL,2010,,325325.99
Chile,CHL,2011,,337595.63999999996
Chile,CHL,2012,,408387.45
Chile,CHL,2013,,545075.566
Chile,CHL,2014,,1443120.18
Chile,CHL,2015,,2114648.01
Chile,CHL,2016,,2451839.459
Chile,CHL,2017,,3625559.3567500003
Chile,CHL,1965,,0
Chile,CHL,1966,,0
Chile,CHL,1967,,0
Chile,CHL,1968,,0
Chile,CHL,1969,,0
Chile,CHL,1970,,0
Chile,CHL,1971,,0
Chile,CHL,1972,,0
Chile,CHL,1973,,0
Chile,CHL,1974,,0
Chile,CHL,1975,,0
Chile,CHL,1976,,0
Chile,CHL,1977,,0
Chile,CHL,1978,,0
Chile,CHL,1979,,0
Chile,CHL,1980,,0
Chile,CHL,1981,,0
Chile,CHL,1982,,0
Chile,CHL,2018,,3688710.14892847
China,CHN,1983,,0
China,CHN,1984,,0
China,CHN,1985,,0
China,CHN,1986,,0
China,CHN,1987,,0
China,CHN,1988,,0
China,CHN,1989,,0
China,CHN,1990,,2020.2020202019999
China,CHN,1991,,9090.90909090898
China,CHN,1992,,131313.13131313
China,CHN,1993,,212121.21212121
China,CHN,1994,,383838.383838379
China,CHN,1995,,616161.61616161
China,CHN,1996,0.199507036,93939.3939393926
China,CHN,1997,0.199507036,197979.797979796
China,CHN,1998,0.167923012,355555.555555551
China,CHN,1999,0.162030976,473737.373737366
China,CHN,2000,0.146932635,589898.989898982
China,CHN,2001,0.121683342,719191.91919191
China,CHN,2002,0.136437447,837373.737373726
China,CHN,2003,0.098039551,996969.696969687
China,CHN,2004,0.095329605,1277777.7777777598
China,CHN,2005,0.100188883,1946060.6060605801
China,CHN,2006,0.096473701,3711818.18181814
China,CHN,2007,0.079150012,5479292.92929288
China,CHN,2008,0.075834279,13100000
China,CHN,2009,0.08629028,27600000
China,CHN,2010,0.069925305,44622000
China,CHN,2011,0.062184739,70331000
China,CHN,2012,0.063204612,95978000
China,CHN,2013,0.061323663,141197000
China,CHN,2014,0.060811942,156078000
China,CHN,2015,0.058758857,185766000
China,CHN,2016,0.056909127,237071000
China,CHN,2017,,295000000
China,CHN,1965,,0
China,CHN,1966,,0
China,CHN,1967,,0
China,CHN,1968,,0
China,CHN,1969,,0
China,CHN,1970,,0
China,CHN,1971,,0
China,CHN,1972,,0
China,CHN,1973,,0
China,CHN,1974,,0
China,CHN,1975,,0
China,CHN,1976,,0
China,CHN,1977,,0
China,CHN,1978,,0
China,CHN,1979,,0
China,CHN,1980,,0
China,CHN,1981,,0
China,CHN,1982,,0
China,CHN,2018,,366000000
Colombia,COL,1983,,0
Colombia,COL,1984,,0
Colombia,COL,1985,,0
Colombia,COL,1986,,0
Colombia,COL,1987,,0
Colombia,COL,1988,,0
Colombia,COL,1989,,0
Colombia,COL,1990,,0
Colombia,COL,1991,,0
Colombia,COL,1992,,0
Colombia,COL,1993,,0
Colombia,COL,1994,,0
Colombia,COL,1995,,0
Colombia,COL,1996,,0
Colombia,COL,1997,,0
Colombia,COL,1998,,0
Colombia,COL,1999,,0
Colombia,COL,2000,,0
Colombia,COL,2001,,0
Colombia,COL,2002,,0
Colombia,COL,2003,,0
Colombia,COL,2004,,51990
Colombia,COL,2005,,49480
Colombia,COL,2006,,62981.3927899997
Colombia,COL,2007,,49890.9749199997
Colombia,COL,2008,,53918.1667099997
Colombia,COL,2009,,57707.8140299997
Colombia,COL,2010,,38569.9199099997
Colombia,COL,2011,,41271.9445799997
Colombia,COL,2012,,54854.7113299997
Colombia,COL,2013,,57624.8025999997
Colombia,COL,2014,,70230.29788
Colombia,COL,2015,,68377.44831
Colombia,COL,2016,,50887.34136
Colombia,COL,2017,,3071.41922
Colombia,COL,1965,,0
Colombia,COL,1966,,0
Colombia,COL,1967,,0
Colombia,COL,1968,,0
Colombia,COL,1969,,0
Colombia,COL,1970,,0
Colombia,COL,1971,,0
Colombia,COL,1972,,0
Colombia,COL,1973,,0
Colombia,COL,1974,,0
Colombia,COL,1975,,0
Colombia,COL,1976,,0
Colombia,COL,1977,,0
Colombia,COL,1978,,0
Colombia,COL,1979,,0
Colombia,COL,1980,,0
Colombia,COL,1981,,0
Colombia,COL,1982,,0
Colombia,COL,2018,,43437.35494
Croatia,HRV,1990,,0
Croatia,HRV,1991,,0
Croatia,HRV,1992,,0
Croatia,HRV,1993,,0
Croatia,HRV,1994,,0
Croatia,HRV,1995,,0
Croatia,HRV,1996,,0
Croatia,HRV,1997,,0
Croatia,HRV,1998,,0
Croatia,HRV,1999,,0
Croatia,HRV,2000,,0
Croatia,HRV,2001,,0
Croatia,HRV,2002,,0
Croatia,HRV,2003,,0
Croatia,HRV,2004,,2000
Croatia,HRV,2005,,10000
Croatia,HRV,2006,,19000
Croatia,HRV,2007,,35000
Croatia,HRV,2008,,40000
Croatia,HRV,2009,,54000
Croatia,HRV,2010,,139000
Croatia,HRV,2011,,201000
Croatia,HRV,2012,,329000
Croatia,HRV,2013,,517000
Croatia,HRV,2014,,730000
Croatia,HRV,2015,,796000
Croatia,HRV,2016,,1014000
Croatia,HRV,2017,,1204000
Croatia,HRV,2018,,1379085.41900285
Cyprus,CYP,1983,,0
Cyprus,CYP,1984,,0
Cyprus,CYP,1985,,0
Cyprus,CYP,1986,,0
Cyprus,CYP,1987,,0
Cyprus,CYP,1988,,0
Cyprus,CYP,1989,,0
Cyprus,CYP,1990,,0
Cyprus,CYP,1991,,0
Cyprus,CYP,1992,,0
Cyprus,CYP,1993,,0
Cyprus,CYP,1994,,0
Cyprus,CYP,1995,,0
Cyprus,CYP,1996,,0
Cyprus,CYP,1997,,0
Cyprus,CYP,1998,,0
Cyprus,CYP,1999,,0
Cyprus,CYP,2000,,0
Cyprus,CYP,2001,,0
Cyprus,CYP,2002,,0
Cyprus,CYP,2003,,0
Cyprus,CYP,2004,,355
Cyprus,CYP,2005,,355
Cyprus,CYP,2006,,355
Cyprus,CYP,2007,,356
Cyprus,CYP,2008,,356
Cyprus,CYP,2009,,356
Cyprus,CYP,2010,,31000
Cyprus,CYP,2011,,114000
Cyprus,CYP,2012,,185000
Cyprus,CYP,2013,,231000
Cyprus,CYP,2014,,183900
Cyprus,CYP,2015,,221857
Cyprus,CYP,2016,,226701
Cyprus,CYP,2017,,211450
Cyprus,CYP,1965,,0
Cyprus,CYP,1966,,0
Cyprus,CYP,1967,,0
Cyprus,CYP,1968,,0
Cyprus,CYP,1969,,0
Cyprus,CYP,1970,,0
Cyprus,CYP,1971,,0
Cyprus,CYP,1972,,0
Cyprus,CYP,1973,,0
Cyprus,CYP,1974,,0
Cyprus,CYP,1975,,0
Cyprus,CYP,1976,,0
Cyprus,CYP,1977,,0
Cyprus,CYP,1978,,0
Cyprus,CYP,1979,,0
Cyprus,CYP,1980,,0
Cyprus,CYP,1981,,0
Cyprus,CYP,1982,,0
Cyprus,CYP,2018,,220610
Czech Republic,CZE,1983,,0
Czech Republic,CZE,1984,,0
Czech Republic,CZE,1985,,0
Czech Republic,CZE,1986,,0
Czech Republic,CZE,1987,,0
Czech Republic,CZE,1988,,0
Czech Republic,CZE,1989,,0
Czech Republic,CZE,1990,,0
Czech Republic,CZE,1991,,0
Czech Republic,CZE,1992,,0
Czech Republic,CZE,1993,,0
Czech Republic,CZE,1994,,0
Czech Republic,CZE,1995,,0
Czech Republic,CZE,1996,,0
