Entity,Code,Year,"Gross enrolment ratio, secondary, both sexes (%) (%)"
Algeria,DZA,1984,41.8904609680176
Algeria,DZA,1985,45.0865097045898
Algeria,DZA,1986,49.426139831543
Algeria,DZA,1987,51.9169883728027
Algeria,DZA,1988,52.9770011901855
Algeria,DZA,1989,59.6512298583984
Algeria,DZA,1990,59.1210517883301
Algeria,DZA,1991,57.5735206604004
Algeria,DZA,1992,57.2787818908691
Algeria,DZA,1993,57.3997497558594
Algeria,DZA,1994,58.4069786071777
Algeria,DZA,1995,58.3371696472168
Algeria,DZA,1996,58.6381988525391
Algeria,DZA,1997,59.1579895019531
Algeria,DZA,1999,65.2788925170898
Algeria,DZA,2000,64.7248306274414
Algeria,DZA,2001,68.4109725952148
Algeria,DZA,2002,71.5598526000977
Algeria,DZA,2003,73.7556610107422
Algeria,DZA,2004,77.2134017944336
Algeria,DZA,2005,78.7822265625
Algeria,DZA,2006,79.7915802001953
Algeria,DZA,2007,70.2812118530273
Algeria,DZA,2008,76.7558517456055
Algeria,DZA,2009,93.0700302124023
Algeria,DZA,2010,97.1719207763672
Algeria,DZA,2011,99.8601913452148
Andorra,AND,1971,15.3682899475098
Andorra,AND,1972,14.7130603790283
Andorra,AND,1973,13.8190498352051
Andorra,AND,1974,17.3387908935547
Andorra,AND,1975,25.9395599365234
Andorra,AND,1976,34.1449203491211
Andorra,AND,1983,49.3914413452148
Angola,AGO,1971,6.23418998718262
Angola,AGO,1972,7.08835983276367
Angola,AGO,1973,8.12508964538574
Angola,AGO,1978,9.50990009307861
Angola,AGO,1980,12.1899499893188
Angola,AGO,1981,15.6687498092651
Angola,AGO,1982,11.0663499832153
Angola,AGO,1983,10.0453901290894
Angola,AGO,1984,12.5028896331787
Angola,AGO,1985,10.7418699264526
Angola,AGO,1986,12.2790899276733
Angola,AGO,1987,11.9380798339844
Angola,AGO,1988,10.0797395706177
Angola,AGO,1989,11.1814002990723
Angola,AGO,1990,10.3700199127197
Angola,AGO,1991,11.0046501159668
Angola,AGO,1992,12.4260396957397
Angola,AGO,1998,12.0281200408936
Angola,AGO,1999,12.0243301391602
Angola,AGO,2000,13.7794504165649
Angola,AGO,2001,15.5735902786255
Angola,AGO,2002,16.8075695037842
Angola,AGO,2008,23.5545902252197
Angola,AGO,2009,24.9924507141113
Angola,AGO,2010,28.7813091278076
Angola,AGO,2011,28.8987197875977
Antigua and Barbuda,ATG,1972,88.8126525878906
Antigua and Barbuda,ATG,1973,61.1655197143555
Antigua and Barbuda,ATG,1974,84.5249786376953
Antigua and Barbuda,ATG,1975,78.7797088623047
Antigua and Barbuda,ATG,1976,83.6334686279297
Antigua and Barbuda,ATG,1977,84.6717987060547
Antigua and Barbuda,ATG,1978,69.3401412963867
Antigua and Barbuda,ATG,1992,119.971260070801
Antigua and Barbuda,ATG,2000,77.8745422363281
Antigua and Barbuda,ATG,2007,102.672256469727
Antigua and Barbuda,ATG,2008,110.871238708496
Antigua and Barbuda,ATG,2009,108.522506713867
Antigua and Barbuda,ATG,2010,106.206718444824
Antigua and Barbuda,ATG,2011,106.116546630859
Antigua and Barbuda,ATG,2012,105.393508911133
Antigua and Barbuda,ATG,2014,102.318222045898
Arab World,,1970,25.6551609039307
Arab World,,1971,25.5833606719971
Arab World,,1972,26.4297199249268
Arab World,,1973,27.3790092468262
Arab World,,1974,28.3338603973389
Arab World,,1975,29.8677101135254
Arab World,,1976,31.5784301757813
Arab World,,1977,33.5944709777832
Arab World,,1978,35.5606307983398
Arab World,,1979,37.1554298400879
Arab World,,1980,38.4488410949707
Arab World,,1981,39.4217414855957
Arab World,,1982,41.1222991943359
Arab World,,1983,42.4377098083496
Arab World,,1984,43.9410591125488
Arab World,,1985,45.6487693786621
Arab World,,1986,47.7449798583984
Arab World,,1987,49.0473403930664
Arab World,,1988,49.5960006713867
Arab World,,1989,50.343318939209
Arab World,,1990,53.0998992919922
Arab World,,1991,53.1022186279297
Arab World,,1992,51.853630065918
Arab World,,1993,52.4347610473633
Arab World,,1994,54.4239196777344
Arab World,,1995,54.3593788146973
Arab World,,1996,54.2636108398438
Arab World,,1997,55.574520111084
Arab World,,1998,56.9862594604492
Arab World,,1999,58.4748687744141
Arab World,,2000,59.7451782226563
Arab World,,2001,61.1717987060547
Arab World,,2002,62.2349281311035
Arab World,,2003,64.0377731323242
Arab World,,2004,65.8538589477539
Arab World,,2005,65.9310073852539
Arab World,,2006,65.8479309082031
Arab World,,2007,64.6981582641602
Arab World,,2008,65.3422927856445
Arab World,,2009,66.8289031982422
Arab World,,2010,68.0508804321289
Arab World,,2011,70.6914901733398
Arab World,,2012,71.7165603637695
Arab World,,2013,70.2746887207031
Arab World,,2014,70.7350463867188
Argentina,ARG,1970,44.5037384033203
Argentina,ARG,1971,45.5253715515137
Argentina,ARG,1972,47.2470016479492
Argentina,ARG,1973,49.5871505737305
Argentina,ARG,1974,52.2931518554688
Argentina,ARG,1975,53.8758888244629
Argentina,ARG,1976,55.4216003417969
Argentina,ARG,1977,55.5046501159668
Argentina,ARG,1978,55.5872116088867
Argentina,ARG,1979,55.5336990356445
Argentina,ARG,1980,56.4594917297363
Argentina,ARG,1981,57.6116714477539
Argentina,ARG,1982,59.2336311340332
Argentina,ARG,1983,59.7591094970703
Argentina,ARG,1984,65.2199096679688
Argentina,ARG,1985,70.2080078125
Argentina,ARG,1986,70.1996383666992
Argentina,ARG,1987,69.9851684570313
Argentina,ARG,1988,70.4467926025391
Argentina,ARG,1990,71.1518478393555
Argentina,ARG,1991,71.6371383666992
Argentina,ARG,1994,68.7301483154297
Argentina,ARG,1996,78.3755798339844
Argentina,ARG,1997,75.1673202514648
Argentina,ARG,1998,81.4290771484375
Argentina,ARG,1999,93.0149002075195
Argentina,ARG,2000,96.5234527587891
Argentina,ARG,2001,97.4616165161133
Argentina,ARG,2002,96.5670928955078
Argentina,ARG,2003,95.7509918212891
Argentina,ARG,2004,95.4969329833984
Argentina,ARG,2005,94.005989074707
Argentina,ARG,2006,93.3450698852539
Argentina,ARG,2007,93.7067489624023
Argentina,ARG,2008,95.2462768554688
Argentina,ARG,2009,98.8308181762695
Argentina,ARG,2010,101.801116943359
Argentina,ARG,2011,103.599678039551
Argentina,ARG,2012,105.19255065918
Argentina,ARG,2013,106.323143005371
Armenia,ARM,1991,91.3158569335938
Armenia,ARM,1992,91.2517013549805
Armenia,ARM,1993,93.3730621337891
Armenia,ARM,1994,95.0588836669922
Armenia,ARM,1996,91.4307403564453
Armenia,ARM,1997,91.3101577758789
Armenia,ARM,1998,93.1935501098633
Armenia,ARM,1999,92.6046371459961
Armenia,ARM,2000,90.7499618530273
Armenia,ARM,2001,87.1364135742188
Armenia,ARM,2004,88.3207397460938
Armenia,ARM,2005,91.0585632324219
Armenia,ARM,2006,93.8858337402344
Armenia,ARM,2007,94.8729705810547
Armenia,ARM,2008,92.7056121826172
Armenia,ARM,2009,96.6328811645508
Aruba,ABW,1999,98.7969207763672
Aruba,ABW,2000,96.4860229492188
Aruba,ABW,2001,97.9878005981445
Aruba,ABW,2002,100.505729675293
Aruba,ABW,2003,99.0911712646484
Aruba,ABW,2004,97.25244140625
Aruba,ABW,2005,95.9288177490234
Aruba,ABW,2006,97.3563690185547
Aruba,ABW,2007,102.546356201172
Aruba,ABW,2008,94.6491317749023
Aruba,ABW,2009,96.7234420776367
Aruba,ABW,2010,95.8235397338867
Aruba,ABW,2011,97.0151214599609
Aruba,ABW,2012,111.174522399902
Australia,AUS,1970,80.7774200439453
Australia,AUS,1993,133.60986328125
Australia,AUS,1994,131.922134399414
Australia,AUS,1995,142.507705688477
Australia,AUS,1996,147.878463745117
Australia,AUS,1997,152.173126220703
Australia,AUS,1998,155.082626342773
Australia,AUS,1999,157.537033081055
Australia,AUS,2000,162.610046386719
Australia,AUS,2001,154.983963012695
Australia,AUS,2002,154.311721801758
Australia,AUS,2003,156.194351196289
Australia,AUS,2004,149.94206237793
Australia,AUS,2005,148.366104125977
Australia,AUS,2006,127.389617919922
Australia,AUS,2007,126.36637878418
Australia,AUS,2008,128.034057617188
Australia,AUS,2009,130.318542480469
Australia,AUS,2010,132.456695556641
Australia,AUS,2011,134.268112182617
Australia,AUS,2012,136.879623413086
Australia,AUS,2013,137.581512451172
Austria,AUT,1971,88.8441619873047
Austria,AUT,1976,90.8617095947266
Austria,AUT,1981,92.4954605102539
Austria,AUT,1982,91.2920303344727
Austria,AUT,1983,92.2088317871094
Austria,AUT,1984,92.0856323242188
Austria,AUT,1985,93.9055709838867
Austria,AUT,1986,97.2403411865234
Austria,AUT,1987,98.0310821533203
Austria,AUT,1988,98.7130737304688
Austria,AUT,1989,99.2208023071289
Austria,AUT,1990,101.358589172363
Austria,AUT,1991,102.993728637695
Austria,AUT,1992,104.998062133789
Austria,AUT,1993,106.483467102051
Austria,AUT,1994,107.011390686035
Austria,AUT,1995,106.767532348633
Austria,AUT,1996,105.82804107666
Austria,AUT,1997,105.28687286377
Austria,AUT,1998,97.8917007446289
Austria,AUT,1999,98.5919570922852
Austria,AUT,2000,98.8461837768555
Austria,AUT,2001,99.1087112426758
Austria,AUT,2002,99.1625595092773
Austria,AUT,2003,99.6250534057617
Austria,AUT,2004,99.6793823242188
Austria,AUT,2005,100.512802124023
Austria,AUT,2006,100.472991943359
Austria,AUT,2007,99.8067474365234
Austria,AUT,2008,99.4811630249023
Austria,AUT,2009,99.6886367797852
Austria,AUT,2010,98.8622436523438
Austria,AUT,2011,98.193489074707
Austria,AUT,2012,97.7844161987305
Austria,AUT,2013,98.9362335205078
Austria,AUT,2014,99.2964019775391
Azerbaijan,AZE,1981,94.3651123046875
Azerbaijan,AZE,1986,96.8935623168945
Azerbaijan,AZE,1989,93.1980667114258
Azerbaijan,AZE,1990,88.7647933959961
Azerbaijan,AZE,1991,87.7199172973633
Azerbaijan,AZE,1992,88.5204467773438
Azerbaijan,AZE,1993,88.0362396240234
Azerbaijan,AZE,1994,84.763801574707
Azerbaijan,AZE,1995,82.7584533691406
Azerbaijan,AZE,1996,73.5198516845703
Azerbaijan,AZE,1997,72.3654022216797
Azerbaijan,AZE,2006,96.9259490966797
Azerbaijan,AZE,2007,96.916618347168
Azerbaijan,AZE,2008,98.6053924560547
Azerbaijan,AZE,2009,99.3581237792969
Azerbaijan,AZE,2010,98.8038635253906
Azerbaijan,AZE,2011,99.5238418579102
Azerbaijan,AZE,2012,100.268608093262
Azerbaijan,AZE,2013,101.522430419922
Azerbaijan,AZE,2014,102.795738220215
Bahamas,BHS,1971,90.7634887695313
Bahamas,BHS,1972,90.7502136230469
Bahamas,BHS,1973,90.3444519042969
Bahamas,BHS,1974,98.6337814331055
Bahamas,BHS,1975,106.094352722168
Bahamas,BHS,1976,106.174118041992
Bahamas,BHS,1980,95.9035415649414
Bahamas,BHS,1981,90.3967895507813
Bahamas,BHS,1982,89.4375305175781
Bahamas,BHS,1983,89.253662109375
Bahamas,BHS,1984,94.8180465698242
Bahamas,BHS,1985,86.2055816650391
Bahamas,BHS,1986,86.3947906494141
Bahamas,BHS,1987,92.8792114257813
Bahamas,BHS,1990,85.6882781982422
Bahamas,BHS,1991,87.0922775268555
Bahamas,BHS,1992,95.7345504760742
Bahamas,BHS,1993,95.7331466674805
Bahamas,BHS,1994,89.6640625
Bahamas,BHS,1995,86.7317428588867
Bahamas,BHS,1997,82.0354919433594
Bahamas,BHS,1999,77.6710891723633
Bahamas,BHS,2002,91.6322326660156
Bahamas,BHS,2004,86.3785171508789
Bahamas,BHS,2005,89.2948608398438
Bahamas,BHS,2006,91.601318359375
Bahamas,BHS,2007,95.0630722045898
Bahamas,BHS,2008,94.4456634521484
Bahamas,BHS,2009,92.9817428588867
Bahamas,BHS,2010,92.6336822509766
Bahrain,BHR,1971,50.6342315673828
Bahrain,BHR,1972,50.3576507568359
Bahrain,BHR,1973,51.6943206787109
Bahrain,BHR,1974,55.0677185058594
Bahrain,BHR,1975,58.5962104797363
Bahrain,BHR,1976,60.3448791503906
Bahrain,BHR,1977,61.6165084838867
Bahrain,BHR,1978,65.830192565918
Bahrain,BHR,1979,68.3852996826172
Bahrain,BHR,1980,58.9625091552734
Bahrain,BHR,1981,64.2526702880859
Bahrain,BHR,1982,70.3142166137695
Bahrain,BHR,1983,84.1103515625
Bahrain,BHR,1984,85.5092086791992
Bahrain,BHR,1985,92.3047332763672
Bahrain,BHR,1986,97.4560394287109
Bahrain,BHR,1987,94.3776397705078
Bahrain,BHR,1988,91.7568206787109
Bahrain,BHR,1989,90.4618072509766
Bahrain,BHR,1990,86.9954376220703
Bahrain,BHR,1991,99.5193862915039
Bahrain,BHR,1992,98.5921173095703
Bahrain,BHR,1993,101.991798400879
Bahrain,BHR,1994,105.339576721191
Bahrain,BHR,1995,106.236968994141
Bahrain,BHR,1996,104.155517578125
Bahrain,BHR,1997,97.9849166870117
Bahrain,BHR,1998,97.4370498657227
Bahrain,BHR,1999,96.69677734375
Bahrain,BHR,2000,100.218299865723
Bahrain,BHR,2001,100.521827697754
Bahrain,BHR,2002,96.3876495361328
Bahrain,BHR,2003,96.8546676635742
Bahrain,BHR,2004,98.8193588256836
Bahrain,BHR,2005,99.9748764038086
Bahrain,BHR,2006,99.3762588500977
Bangladesh,BGD,1973,20.4723892211914
Bangladesh,BGD,1976,17.4227600097656
Bangladesh,BGD,1977,17.1307201385498
Bangladesh,BGD,1979,16.7624607086182
Bangladesh,BGD,1980,18.4640102386475
Bangladesh,BGD,1981,16.3998508453369
Bangladesh,BGD,1983,19.8002605438232
Bangladesh,BGD,1984,20.4293403625488
Bangladesh,BGD,1985,20.1441192626953
Bangladesh,BGD,1986,19.8368396759033
Bangladesh,BGD,1987,20.2401905059814
Bangladesh,BGD,1988,20.1256198883057
Bangladesh,BGD,1989,19.9411392211914
Bangladesh,BGD,1990,20.400520324707
Bangladesh,BGD,1998,43.6501693725586
Bangladesh,BGD,1999,46.7154388427734
Bangladesh,BGD,2000,48.1097297668457
Bangladesh,BGD,2001,49.3642616271973
Bangladesh,BGD,2002,50.5060806274414
Bangladesh,BGD,2003,50.2781181335449
Bangladesh,BGD,2004,46.8372993469238
Bangladesh,BGD,2005,45.516788482666
Bangladesh,BGD,2006,46.0980911254883
Bangladesh,BGD,2007,46.8709602355957
Bangladesh,BGD,2008,44.8864517211914
Bangladesh,BGD,2009,48.5376091003418
Bangladesh,BGD,2010,50.1194190979004
Bangladesh,BGD,2011,50.8635406494141
Bangladesh,BGD,2012,53.5320510864258
Bangladesh,BGD,2013,58.3092613220215
Barbados,BRB,1971,77.8715362548828
Barbados,BRB,1972,79.3845901489258
Barbados,BRB,1973,79.9966583251953
Barbados,BRB,1974,76.2248229980469
Barbados,BRB,1975,81.3175430297852
Barbados,BRB,1976,78.8594284057617
Barbados,BRB,1977,79.1591873168945
Barbados,BRB,1978,84.7978973388672
Barbados,BRB,1979,85.5292205810547
Barbados,BRB,1980,89.2454071044922
Barbados,BRB,1981,88.1931686401367
Barbados,BRB,1982,86.3567123413086
Barbados,BRB,1983,87.109992980957
Barbados,BRB,1984,88.1884994506836
Barbados,BRB,1985,91.5895309448242
Barbados,BRB,1989,86.8860931396484
Barbados,BRB,1990,85.429573059082
Barbados,BRB,1999,107.000778198242
Barbados,BRB,2000,103.61897277832
Barbados,BRB,2001,103.512252807617
Barbados,BRB,2002,104.339126586914
Barbados,BRB,2003,105.457382202148
Barbados,BRB,2004,107.744453430176
Barbados,BRB,2005,108.550003051758
Barbados,BRB,2006,105.884437561035
Barbados,BRB,2007,105.416030883789
Barbados,BRB,2008,104.495941162109
Barbados,BRB,2009,103.227142333984
Barbados,BRB,2010,101.902473449707
Barbados,BRB,2011,103.608627319336
Barbados,BRB,2014,109.247566223145
Belarus,BLR,1971,89.6307067871094
Belarus,BLR,1972,91.0501098632813
Belarus,BLR,1973,92.7991027832031
Belarus,BLR,1974,94.806640625
Belarus,BLR,1975,94.9474182128906
Belarus,BLR,1976,94.7205810546875
Belarus,BLR,1977,94.7347793579102
Belarus,BLR,1978,94.7112274169922
Belarus,BLR,1979,95.1500625610352
Belarus,BLR,1980,96.3480224609375
Belarus,BLR,1981,97.3900985717773
Belarus,BLR,1982,97.7614364624023
Belarus,BLR,1983,98.3184432983398
Belarus,BLR,1984,98.7250289916992
Belarus,BLR,1985,98.9817276000977
Belarus,BLR,1986,99.0357818603516
Belarus,BLR,1987,99.3298034667969
Belarus,BLR,1988,98.8472213745117
Belarus,BLR,1989,98.2354736328125
Belarus,BLR,1990,96.8560180664063
Belarus,BLR,1991,93.3516998291016
Belarus,BLR,1992,92.5379867553711
Belarus,BLR,1993,91.5213317871094
Belarus,BLR,1994,92.2591094970703
Belarus,BLR,1995,93.4844589233398
Belarus,BLR,1996,94.7798309326172
Belarus,BLR,1997,94.566780090332
Belarus,BLR,1998,85.9205093383789
Belarus,BLR,2008,110.763786315918
Belarus,BLR,2009,109.52855682373
Belarus,BLR,2010,107.05786895752
Belarus,BLR,2011,106.308082580566
Belarus,BLR,2012,107.004867553711
Belarus,BLR,2013,106.228012084961
Belarus,BLR,2014,107.031799316406
Belgium,BEL,1971,80.802619934082
Belgium,BEL,1972,82.1933517456055
Belgium,BEL,1973,82.5696105957031
Belgium,BEL,1974,82.9584274291992
Belgium,BEL,1975,82.4518280029297
Belgium,BEL,1976,82.4680404663086
Belgium,BEL,1977,84.1999969482422
Belgium,BEL,1978,86.8226776123047
Belgium,BEL,1979,88.4797668457031
Belgium,BEL,1980,89.711051940918
Belgium,BEL,1981,91.2878570556641
Belgium,BEL,1982,93.3625030517578
Belgium,BEL,1983,93.6813430786133
Belgium,BEL,1984,96.600227355957
Belgium,BEL,1985,99.0661087036133
Belgium,BEL,1986,100.763359069824
Belgium,BEL,1987,101.286338806152
Belgium,BEL,1988,102.29515838623
Belgium,BEL,1989,102.70384979248
Belgium,BEL,1990,102.881378173828
Belgium,BEL,1991,102.918876647949
Belgium,BEL,1992,103.56379699707
Belgium,BEL,1993,141.956024169922
Belgium,BEL,1994,144.567565917969
Belgium,BEL,1995,146.140747070313
Belgium,BEL,1996,145.691497802734
Belgium,BEL,1999,141.382965087891
Belgium,BEL,2000,144.674713134766
Belgium,BEL,2001,153.783996582031
Belgium,BEL,2002,155.860443115234
Belgium,BEL,2003,158.987564086914
Belgium,BEL,2004,107.916496276855
Belgium,BEL,2005,108.354248046875
Belgium,BEL,2006,108.503578186035
Belgium,BEL,2007,107.870719909668
Belgium,BEL,2008,106.412826538086
Belgium,BEL,2009,105.695953369141
Belgium,BEL,2010,105.78588104248
Belgium,BEL,2011,106.481132507324
Belgium,BEL,2012,106.309463500977
Belgium,BEL,2013,163.101013183594
Belgium,BEL,2014,164.811737060547
Belize,BLZ,1980,54.2217712402344
Belize,BLZ,1981,53.0239410400391
Belize,BLZ,1982,52.4579582214355
Belize,BLZ,1986,57.8247108459473
Belize,BLZ,1987,60.578239440918
Belize,BLZ,1991,60.7540092468262
Belize,BLZ,1994,68.3851470947266
Belize,BLZ,1995,67.2094116210938
Belize,BLZ,1999,64.1216201782227
Belize,BLZ,2000,67.9743728637695
Belize,BLZ,2001,70.5914688110352
Belize,BLZ,2003,76.9527969360352
Belize,BLZ,2004,78.2889633178711
Belize,BLZ,2005,76.5187072753906
Belize,BLZ,2006,76.7253265380859
Belize,BLZ,2007,75.3678665161133
Belize,BLZ,2008,74.8418731689453
Belize,BLZ,2009,74.4397201538086
Belize,BLZ,2010,75.3597869873047
Belize,BLZ,2011,76.0342864990234
Belize,BLZ,2012,78.3836517333984
Belize,BLZ,2013,80.1630401611328
Belize,BLZ,2014,79.8772583007813
Benin,BEN,1971,4.28775978088379
Benin,BEN,1972,5.17363977432251
Benin,BEN,1973,6.3656702041626
Benin,BEN,1974,7.09833002090454
Benin,BEN,1975,8.23569965362549
Benin,BEN,1976,8.55898952484131
Benin,BEN,1977,9.12956047058105
Benin,BEN,1978,9.99868965148926
Benin,BEN,1979,10.7517595291138
Benin,BEN,1980,12.2365999221802
Benin,BEN,1981,15.2180299758911
Benin,BEN,1982,18.2029895782471
Benin,BEN,1983,20.9002895355225
Benin,BEN,1984,19.8416900634766
Benin,BEN,1985,18.6992893218994
Benin,BEN,1986,16.0840892791748
Benin,BEN,1987,14.9032897949219
Benin,BEN,1999,20.7938899993896
Benin,BEN,2000,21.6056995391846
Benin,BEN,2001,23.3758697509766
Benin,BEN,2002,25.2930603027344
Benin,BEN,2003,26.5806903839111
Benin,BEN,2004,28.3475093841553
Benin,BEN,2005,34.5827713012695
Benin,BEN,2011,47.6814994812012
Benin,BEN,2013,54.1660690307617
Benin,BEN,2014,54.3636016845703
Bermuda,BMU,1971,82.1559219360352
Bermuda,BMU,1972,80.8621292114258
Bermuda,BMU,1973,85.6935882568359
Bermuda,BMU,1974,80.6933288574219
Bermuda,BMU,1975,82.4127731323242
Bermuda,BMU,1976,83.8081970214844
Bermuda,BMU,1977,94.1186676025391
Bermuda,BMU,1978,93.3061828613281
Bermuda,BMU,1979,95.5850296020508
Bermuda,BMU,1980,100.776069641113
Bermuda,BMU,2001,79.1746063232422
Bermuda,BMU,2002,78.0742263793945
Bermuda,BMU,2003,79.0366363525391
Bermuda,BMU,2004,81.2965469360352
Bermuda,BMU,2005,80.8843536376953
Bermuda,BMU,2006,77.6422119140625
Bermuda,BMU,2010,78.7241592407227
Bermuda,BMU,2011,77.1428604125977
Bermuda,BMU,2012,75.2807006835938
Bermuda,BMU,2013,74.2486190795898
Bermuda,BMU,2014,72.622428894043
Bhutan,BTN,1970,2.39500999450684
Bhutan,BTN,1971,2.72273993492126
Bhutan,BTN,1972,3.24587988853455
Bhutan,BTN,1974,5.10361003875732
Bhutan,BTN,1977,3.97628998756409
Bhutan,BTN,1982,9.70263004302979
Bhutan,BTN,1983,11.2531900405884
Bhutan,BTN,1984,11.9986095428467
Bhutan,BTN,1985,11.9448003768921
Bhutan,BTN,1998,24.1068706512451
Bhutan,BTN,1999,27.128589630127
Bhutan,BTN,2000,30.452299118042
Bhutan,BTN,2001,33.5588607788086
Bhutan,BTN,2005,45.7212295532227
Bhutan,BTN,2006,48.6649513244629
Bhutan,BTN,2007,52.8779716491699
Bhutan,BTN,2008,56.4754104614258
Bhutan,BTN,2009,61.7531089782715
Bhutan,BTN,2010,66.1123886108398
Bhutan,BTN,2011,69.5143737792969
Bhutan,BTN,2012,73.6317672729492
Bhutan,BTN,2013,77.2370986938477
Bhutan,BTN,2014,84.1976928710938
Bolivia,BOL,1970,25.4705696105957
Bolivia,BOL,1971,27.3916397094727
Bolivia,BOL,1972,30.4333591461182
Bolivia,BOL,1973,31.4181900024414
Bolivia,BOL,1975,36.8412704467773
Bolivia,BOL,1998,69.0608596801758
Bolivia,BOL,1999,74.7146301269531
Bolivia,BOL,2000,77.8887329101563
Bolivia,BOL,2001,81.4773025512695
Bolivia,BOL,2002,86.7357177734375
Bolivia,BOL,2003,90.2146835327148
Bolivia,BOL,2006,86.3924102783203
Bolivia,BOL,2007,86.0628280639648
Bolivia,BOL,2008,85.5786590576172
Bolivia,BOL,2009,84.0427703857422
Bolivia,BOL,2010,83.1342163085938
Bolivia,BOL,2011,82.3181228637695
Bolivia,BOL,2012,82.8828964233398
Bolivia,BOL,2013,84.6744995117188
Bosnia and Herzegovina,BIH,2011,88.0891723632813
Bosnia and Herzegovina,BIH,2012,89.0124130249023
Bosnia and Herzegovina,BIH,2013,89.5994262695313
Bosnia and Herzegovina,BIH,2014,88.6812591552734
Botswana,BWA,1970,6.27089023590088
Botswana,BWA,1971,7.25078010559082
Botswana,BWA,1972,8.18319988250732
Botswana,BWA,1973,11.4645395278931
Botswana,BWA,1974,12.8541603088379
Botswana,BWA,1975,14.5772495269775
Botswana,BWA,1976,16.1437492370605
Botswana,BWA,1977,17.2491607666016
Botswana,BWA,1978,17.7663993835449
Botswana,BWA,1979,17.7589092254639
Botswana,BWA,1980,18.4916706085205
Botswana,BWA,1981,20.2876796722412
Botswana,BWA,1983,20.766040802002
Botswana,BWA,1984,24.8320503234863
Botswana,BWA,1985,28.0736598968506
Botswana,BWA,1986,29.8118801116943
Botswana,BWA,1987,31.1183204650879
Botswana,BWA,1988,30.8388996124268
Botswana,BWA,1989,36.1179695129395
