Entity,Code,Year,"Percentage of teachers in pre-primary education who are trained, both sexes (%) (%)"
Bahrain,BHR,2012,47.144401550293
Bahrain,BHR,2013,46.6698799133301
Bahrain,BHR,2014,49.7222213745117
Barbados,BRB,2005,63.2947998046875
Barbados,BRB,2007,49.6913604736328
Barbados,BRB,2008,48.4848518371582
Barbados,BRB,2009,49.7237586975098
Barbados,BRB,2010,52.3676910400391
Barbados,BRB,2011,46.5517196655273
Belarus,BLR,2002,58.330680847168
Belarus,BLR,2003,70.5780029296875
Belarus,BLR,2004,57.867618560791
Belarus,BLR,2005,64.3787612915039
Belarus,BLR,2006,64.5355606079102
Belarus,BLR,2007,64.2401275634766
Belarus,BLR,2008,69.1924667358398
Belarus,BLR,2009,64.1528701782227
Belarus,BLR,2010,62.2846908569336
Belarus,BLR,2011,61.459831237793
Belarus,BLR,2012,82.3862075805664
Belarus,BLR,2013,88.0315475463867
Belarus,BLR,2014,92.1148834228516
Belize,BLZ,2004,7.20721006393433
Belize,BLZ,2005,6.25
Belize,BLZ,2006,9.57446956634521
Belize,BLZ,2007,9.27834987640381
Belize,BLZ,2008,12.6436796188354
Belize,BLZ,2009,13.2275104522705
Belize,BLZ,2010,14.8148097991943
Belize,BLZ,2011,15.7384996414185
Belize,BLZ,2012,20.6422004699707
Belize,BLZ,2013,21.3302803039551
Belize,BLZ,2014,30.3097305297852
Benin,BEN,2010,50.8196716308594
Benin,BEN,2012,27.9074993133545
Bermuda,BMU,2001,100
Bermuda,BMU,2002,100
Bermuda,BMU,2003,100
Bermuda,BMU,2004,100
Bermuda,BMU,2011,100
Bermuda,BMU,2012,100
Bermuda,BMU,2013,66.6666717529297
Bermuda,BMU,2014,100
Bhutan,BTN,1998,87.5
Bhutan,BTN,1999,100
Bhutan,BTN,2000,93.75
Bolivia,BOL,2000,79.376220703125
Bolivia,BOL,2001,80.3444213867188
Bolivia,BOL,2002,83.8298721313477
Bolivia,BOL,2003,78.5727310180664
Botswana,BWA,2006,50.5091590881348
Botswana,BWA,2007,51.0565795898438
Botswana,BWA,2008,54.3436889648438
Botswana,BWA,2009,50.3174591064453
Botswana,BWA,2012,54.6338996887207
Brunei,BRN,2005,64.365966796875
Brunei,BRN,2006,68.5805435180664
Brunei,BRN,2007,66.4864883422852
Brunei,BRN,2008,66.996696472168
Brunei,BRN,2009,70.9731521606445
Brunei,BRN,2010,72.9729690551758
Brunei,BRN,2011,63.7372817993164
Brunei,BRN,2012,65.3167190551758
Brunei,BRN,2013,63.1958808898926
Brunei,BRN,2014,64.3765869140625
Burkina Faso,BFA,2011,21.6022891998291
Burkina Faso,BFA,2012,19.5884399414063
Burundi,BDI,2004,66.0377426147461
Burundi,BDI,2011,55.4828186035156
Burundi,BDI,2012,62.3413314819336
Burundi,BDI,2014,72.1958923339844
Cambodia,KHM,2001,98.1353378295898
Cambodia,KHM,2002,93.7831878662109
Cambodia,KHM,2006,87.6987762451172
Cambodia,KHM,2010,98.3499221801758
Cambodia,KHM,2011,97.4905319213867
Cambodia,KHM,2012,100
Cambodia,KHM,2013,100
Cambodia,KHM,2014,100
Cameroon,CMR,2003,88.0040664672852
Cameroon,CMR,2004,70.32568359375
Cameroon,CMR,2006,48.4453086853027
Cameroon,CMR,2007,42.7645988464355
Cameroon,CMR,2010,42.8315696716309
Cameroon,CMR,2011,47.9867286682129
Cameroon,CMR,2012,57.1184310913086
Cape Verde,CPV,2002,7.17761993408203
Cape Verde,CPV,2003,7.70171022415161
Cape Verde,CPV,2004,6.70795011520386
Cape Verde,CPV,2005,7.90598011016846
Cape Verde,CPV,2006,11.4736795425415
Cape Verde,CPV,2007,17.6056308746338
Cape Verde,CPV,2008,25.9727592468262
Cape Verde,CPV,2009,26.711669921875
Cape Verde,CPV,2010,26.5324802398682
Cape Verde,CPV,2011,32.1684608459473
Cape Verde,CPV,2012,45.6424102783203
Cape Verde,CPV,2014,48.5211791992188
Cayman Islands,CYM,1999,92.1568603515625
Cayman Islands,CYM,2000,98.0392227172852
Cayman Islands,CYM,2001,97.7777786254883
Cayman Islands,CYM,2002,96.6101684570313
Cayman Islands,CYM,2004,95.4545516967773
Cayman Islands,CYM,2005,100
Cayman Islands,CYM,2006,100
Cayman Islands,CYM,2012,77.1428604125977
Chad,TCD,2010,65.6198272705078
Chad,TCD,2011,72.9071502685547
Chad,TCD,2013,52.2788200378418
Colombia,COL,2007,100
Colombia,COL,2008,100
Colombia,COL,2009,100
Colombia,COL,2010,100
Colombia,COL,2011,100
Colombia,COL,2012,100
Colombia,COL,2013,96.0150604248047
Colombia,COL,2014,96.9945373535156
Congo,COG,2004,28.4821395874023
Congo,COG,2005,53.3644905090332
Congo,COG,2010,94.1113510131836
Congo,COG,2012,91.5278396606445
Costa Rica,CRI,1999,82.8056793212891
Costa Rica,CRI,2001,84.6594314575195
Costa Rica,CRI,2002,79.2347793579102
Costa Rica,CRI,2004,91.4947967529297
Costa Rica,CRI,2005,88.1323165893555
Costa Rica,CRI,2006,81.8395614624023
Costa Rica,CRI,2007,80.7059173583984
Costa Rica,CRI,2008,76.9438095092773
Costa Rica,CRI,2009,76.6371688842773
Costa Rica,CRI,2010,81.8484497070313
Costa Rica,CRI,2011,80.9177169799805
Costa Rica,CRI,2013,86.8292083740234
Costa Rica,CRI,2014,86.819580078125
Cote d'Ivoire,CIV,2000,88.0858306884766
Cote d'Ivoire,CIV,2001,90.7587509155273
Cote d'Ivoire,CIV,2003,100
Cote d'Ivoire,CIV,2007,100
Cote d'Ivoire,CIV,2008,100
Cote d'Ivoire,CIV,2009,100
Cote d'Ivoire,CIV,2011,100
Cote d'Ivoire,CIV,2012,91.7223205566406
Cote d'Ivoire,CIV,2013,85.7567901611328
Cote d'Ivoire,CIV,2014,88.8025665283203
Croatia,HRV,1999,76.3484802246094
Croatia,HRV,2000,79.1902084350586
Croatia,HRV,2001,80.6244125366211
Croatia,HRV,2002,77.6577377319336
Croatia,HRV,2003,83.8443222045898
Cuba,CUB,1999,97.8924407958984
Cuba,CUB,2000,100
Cuba,CUB,2001,100
Cuba,CUB,2002,100
Cuba,CUB,2003,100
Cuba,CUB,2004,100
Cuba,CUB,2005,100
Cuba,CUB,2006,100
Cuba,CUB,2007,100
Cuba,CUB,2008,100
Cuba,CUB,2009,100
Cuba,CUB,2010,100
Cuba,CUB,2011,100
Cuba,CUB,2012,100
Democratic Republic of Congo,COD,2010,22.8188705444336
Democratic Republic of Congo,COD,2011,22.7314605712891
Democratic Republic of Congo,COD,2012,16.5417804718018
Democratic Republic of Congo,COD,2013,18.7170600891113
Democratic Republic of Congo,COD,2014,20.3259105682373
Djibouti,DJI,2004,87.1794891357422
Djibouti,DJI,2008,87.1794891357422
Djibouti,DJI,2009,100
Dominica,DMA,1999,75
Dominica,DMA,2000,100
Dominica,DMA,2003,74.814811706543
Dominican Republic,DOM,1999,53.6519889831543
Dominican Republic,DOM,2000,59.7741203308105
Dominican Republic,DOM,2002,75.4560470581055
Dominican Republic,DOM,2004,77.3848419189453
Dominican Republic,DOM,2005,77.0954666137695
Dominican Republic,DOM,2006,76.0747375488281
Dominican Republic,DOM,2007,77.0914688110352
Dominican Republic,DOM,2008,78.3295211791992
Dominican Republic,DOM,2009,95.5557708740234
Dominican Republic,DOM,2010,95.2046813964844
Dominican Republic,DOM,2011,95.3211212158203
Dominican Republic,DOM,2012,85.0315170288086
Ecuador,ECU,2000,83.6792678833008
Ecuador,ECU,2001,83.5550689697266
Ecuador,ECU,2002,69.2552719116211
Ecuador,ECU,2003,70.7226181030273
Ecuador,ECU,2004,71.6522369384766
Ecuador,ECU,2005,71.9443969726563
Ecuador,ECU,2006,73.4970016479492
Ecuador,ECU,2007,74.5727233886719
Ecuador,ECU,2010,77.4641418457031
Ecuador,ECU,2011,77.8552703857422
Ecuador,ECU,2012,78.6166915893555
Ecuador,ECU,2013,81.0010070800781
Egypt,EGY,2013,72.594841003418
Egypt,EGY,2014,73.1918869018555
El Salvador,SLV,2003,92.1930999755859
El Salvador,SLV,2004,91.5531692504883
El Salvador,SLV,2005,90.9165802001953
El Salvador,SLV,2006,90.2832870483398
El Salvador,SLV,2007,89.6669387817383
El Salvador,SLV,2008,87.7892379760742
El Salvador,SLV,2009,92.7722396850586
El Salvador,SLV,2011,92.4232711791992
Eritrea,ERI,1999,64.7975082397461
Eritrea,ERI,2000,69.1358032226563
Eritrea,ERI,2001,64.7239303588867
Eritrea,ERI,2003,65.8536605834961
Eritrea,ERI,2004,64.83740234375
Eritrea,ERI,2005,65.6804733276367
Eritrea,ERI,2006,65.1456298828125
Eritrea,ERI,2007,65.5367202758789
Eritrea,ERI,2008,59.792839050293
Eritrea,ERI,2009,51.6562194824219
Eritrea,ERI,2010,56.5179405212402
Eritrea,ERI,2011,52.8395118713379
Eritrea,ERI,2012,56.0956802368164
Eritrea,ERI,2013,50.363899230957
Ethiopia,ETH,1999,63.0478515625
Ethiopia,ETH,2000,61.1956100463867
Ethiopia,ETH,2001,62.1032981872559
Ethiopia,ETH,2002,63.1664886474609
Ethiopia,ETH,2003,69.1334762573242
Ethiopia,ETH,2004,73.9760665893555
Ethiopia,ETH,2005,78.7303695678711
Ethiopia,ETH,2006,76.1243286132813
Ethiopia,ETH,2007,66.1594085693359
Ethiopia,ETH,2008,71.0741271972656
Ethiopia,ETH,2010,85.53955078125
Gambia,GMB,2013,65.8828735351563
Gambia,GMB,2014,69.5279006958008
Georgia,GEO,2000,99.1009292602539
Georgia,GEO,2002,98.6337966918945
Georgia,GEO,2003,96.5767517089844
Ghana,GHA,1999,29.1918697357178
Ghana,GHA,2000,25.3903007507324
Ghana,GHA,2001,23.9398498535156
Ghana,GHA,2004,21.955150604248
Ghana,GHA,2005,22.2291793823242
Ghana,GHA,2008,25.3413906097412
Ghana,GHA,2009,22.8902606964111
Ghana,GHA,2012,35.0519790649414
Ghana,GHA,2013,39.1415901184082
Ghana,GHA,2014,41.1606483459473
Ghana,GHA,2015,45.5477104187012
Gibraltar,GIB,1999,100
Gibraltar,GIB,2000,100
Gibraltar,GIB,2001,80.9523773193359
Grenada,GRD,2002,31.578950881958
Grenada,GRD,2003,32.4561386108398
Grenada,GRD,2007,42.2764205932617
Grenada,GRD,2008,46.2745094299316
Grenada,GRD,2009,38.3285293579102
Grenada,GRD,2010,45.1219482421875
Grenada,GRD,2013,40.3703689575195
Grenada,GRD,2014,51.5050201416016
Guinea,GIN,2006,34.3467216491699
Guinea,GIN,2008,45.3103408813477
Guinea-Bissau,GNB,2000,22.6804103851318
Guinea-Bissau,GNB,2010,26.2135906219482
Guyana,GUY,1999,38.354850769043
Guyana,GUY,2000,37.5787582397461
Guyana,GUY,2001,40.1076698303223
Guyana,GUY,2003,45.8650016784668
Guyana,GUY,2005,48.4252014160156
Guyana,GUY,2007,52.5362281799316
Guyana,GUY,2008,55.3424682617188
Guyana,GUY,2009,59.4308013916016
Guyana,GUY,2010,60.8503608703613
Guyana,GUY,2011,62.9354705810547
Guyana,GUY,2012,65.1710586547852
Heavily indebted poor countries (HIPC),,2002,63.7107582092285
Heavily indebted poor countries (HIPC),,2003,60.5954399108887
Heavily indebted poor countries (HIPC),,2004,57.7709617614746
Heavily indebted poor countries (HIPC),,2005,58.2980804443359
Heavily indebted poor countries (HIPC),,2006,53.4825592041016
Heavily indebted poor countries (HIPC),,2007,54.4222984313965
Heavily indebted poor countries (HIPC),,2008,52.4593696594238
Heavily indebted poor countries (HIPC),,2009,50.5994987487793
Heavily indebted poor countries (HIPC),,2010,51.2527809143066
Heavily indebted poor countries (HIPC),,2011,48.0493507385254
Heavily indebted poor countries (HIPC),,2012,41.8899612426758
Heavily indebted poor countries (HIPC),,2013,39.618221282959
Heavily indebted poor countries (HIPC),,2014,39.1367111206055
Honduras,HND,2004,63.9135818481445
Honduras,HND,2013,51.0189399719238
Iran,IRN,2003,79.3335037231445
Iraq,IRQ,2000,100
Iraq,IRQ,2004,100
Kazakhstan,KAZ,2014,100
Kenya,KEN,2000,41.6990699768066
Kenya,KEN,2001,46.4348182678223
Kenya,KEN,2002,48.000560760498
Kenya,KEN,2003,64.4383316040039
Kenya,KEN,2004,70.0248413085938
Kenya,KEN,2005,70.6173324584961
Kenya,KEN,2006,70.5765533447266
Kenya,KEN,2007,70.9838409423828
Kenya,KEN,2008,74.1096801757813
Kenya,KEN,2009,77.3377990722656
Kenya,KEN,2012,80.615478515625
Kenya,KEN,2014,82.324462890625
Kuwait,KWT,1999,100
Kuwait,KWT,2000,100
Kuwait,KWT,2003,100
Kuwait,KWT,2004,100
Kuwait,KWT,2005,100
Kuwait,KWT,2006,100
Kuwait,KWT,2007,100
Kuwait,KWT,2008,100
Kuwait,KWT,2009,100
Kuwait,KWT,2011,72.4572067260742
Kuwait,KWT,2012,73.3629608154297
Kuwait,KWT,2013,73.2022933959961
Kuwait,KWT,2014,75.1394271850586
Kyrgyzstan,KGZ,1999,32.3992309570313
Kyrgyzstan,KGZ,2000,32.111198425293
Kyrgyzstan,KGZ,2001,34.2415618896484
Kyrgyzstan,KGZ,2002,35.2238807678223
Kyrgyzstan,KGZ,2003,36.3716812133789
Kyrgyzstan,KGZ,2004,38.2131805419922
Kyrgyzstan,KGZ,2005,38.2340316772461
Kyrgyzstan,KGZ,2006,40.9547691345215
Kyrgyzstan,KGZ,2007,42.3233108520508
Kyrgyzstan,KGZ,2008,42.2619018554688
Kyrgyzstan,KGZ,2009,44.3023681640625
Kyrgyzstan,KGZ,2010,42.6943016052246
Kyrgyzstan,KGZ,2011,46.1611404418945
Laos,LAO,1999,85.5714263916016
Laos,LAO,2000,83.0839004516602
Laos,LAO,2001,82.3815765380859
Laos,LAO,2002,83.0388717651367
Laos,LAO,2003,82.1623916625977
Laos,LAO,2004,85.9593124389648
Laos,LAO,2005,81.7655563354492
Laos,LAO,2006,80.4536437988281
Laos,LAO,2007,81.0344772338867
Laos,LAO,2008,70.8423919677734
Laos,LAO,2009,83.8157119750977
Laos,LAO,2010,97.4581680297852
Laos,LAO,2011,97.4277725219727
Laos,LAO,2012,90.7438278198242
Laos,LAO,2013,87.2214813232422
Laos,LAO,2014,90.6345977783203
Latin America & Caribbean,,2006,79.5990676879883
Latin America & Caribbean,,2007,79.14794921875
Latin America & Caribbean,,2008,79.7961578369141
Latin America & Caribbean,,2009,79.7912063598633
Latin America & Caribbean,,2010,78.802360534668
Latin America & Caribbean,,2011,78.3147964477539
Latin America & Caribbean (all income levels),,2006,79.197639465332
Latin America & Caribbean (all income levels),,2007,78.7292633056641
Latin America & Caribbean (all income levels),,2008,79.344108581543
Latin America & Caribbean (all income levels),,2009,79.3433990478516
Latin America & Caribbean (all income levels),,2011,77.9289779663086
Least developed countries: UN classification,,2009,60.5718803405762
Least developed countries: UN classification,,2010,59.0660018920898
Least developed countries: UN classification,,2011,55.557071685791
Least developed countries: UN classification,,2012,52.4363594055176
Least developed countries: UN classification,,2013,49.3645706176758
Lebanon,LBN,2013,92.8496170043945
Liberia,LBR,2006,29.0388793945313
Low income,,2008,56.5468406677246
Low income,,2009,58.8400993347168
Low income,,2010,59.3821716308594
Low income,,2011,55.5107307434082
Low income,,2012,46.7671089172363
Low income,,2013,44.5367584228516
Low income,,2014,42.7234001159668
Macao,MAC,1999,92.8440399169922
Macao,MAC,2000,93.5969924926758
Macao,MAC,2001,95.9514236450195
Macao,MAC,2002,97.8813629150391
Macao,MAC,2003,98.481559753418
Macao,MAC,2004,97.6034927368164
Macao,MAC,2005,97.79736328125
Macao,MAC,2006,97.5225219726563
Macao,MAC,2007,97.9035568237305
Macao,MAC,2008,96.8063888549805
Macao,MAC,2009,96.339111328125
Macao,MAC,2010,94.5614013671875
Macao,MAC,2011,92.1296310424805
Macao,MAC,2012,93.2011337280273
Macao,MAC,2013,94.3790817260742
Macao,MAC,2014,92.0958099365234
Madagascar,MDG,2010,50.8692588806152
Madagascar,MDG,2013,15.2463998794556
Madagascar,MDG,2014,16.0992202758789
Malaysia,MYS,2011,98.5544281005859
Malaysia,MYS,2012,98.8108291625977
Malaysia,MYS,2013,99.11328125
Malaysia,MYS,2014,99.9839782714844
Maldives,MDV,1998,46.7787094116211
Maldives,MDV,1999,47.043701171875
Maldives,MDV,2000,47.2019500732422
Maldives,MDV,2001,56.5972213745117
Maldives,MDV,2002,47.0588188171387
Maldives,MDV,2003,49.6994018554688
Maldives,MDV,2005,40.891471862793
Maldives,MDV,2006,45.0081787109375
Maldives,MDV,2009,37.8378410339355
Maldives,MDV,2010,39.0032501220703
Maldives,MDV,2011,49.5104904174805
Maldives,MDV,2012,88.7226715087891
Maldives,MDV,2013,71.5635681152344
Maldives,MDV,2014,73.197380065918
Mali,MLI,2008,59.6212615966797
Mali,MLI,2009,58.4939804077148
Mali,MLI,2010,58.4982490539551
Mali,MLI,2011,58.652660369873
Marshall Islands,MHL,2002,100
Mauritania,MRT,2004,100
Mauritania,MRT,2014,100
Mauritius,MUS,1998,100
Mauritius,MUS,1999,100
Mauritius,MUS,2000,85.2532730102539
Mauritius,MUS,2001,89.7992630004883
Mauritius,MUS,2002,90.5823974609375
Mauritius,MUS,2004,89.6523818969727
Mauritius,MUS,2005,90.2838897705078
Mauritius,MUS,2006,100
Mauritius,MUS,2007,100
Mauritius,MUS,2008,96.4187316894531
Mauritius,MUS,2009,97.6171569824219
Mauritius,MUS,2010,94.0110321044922
Mauritius,MUS,2011,98.7058792114258
Mauritius,MUS,2012,99.9212875366211
Mauritius,MUS,2013,99.9587631225586
Mauritius,MUS,2014,100
Mexico,MEX,2004,76.0839309692383
Mexico,MEX,2005,77.2144393920898
Mexico,MEX,2006,78.4593124389648
Mexico,MEX,2007,78.0166473388672
Mexico,MEX,2008,81.3124389648438
Mexico,MEX,2009,81.5425109863281
Mexico,MEX,2010,82.2234115600586
Middle East & North Africa,,2004,94.2582321166992
Middle East & North Africa,,2005,90.1405792236328
Middle East & North Africa,,2006,88.0334701538086
Middle East & North Africa,,2007,87.5748291015625
Middle East & North Africa,,2008,85.1513977050781
Middle East & North Africa,,2012,73.8538208007813
Middle East & North Africa,,2013,78.5632934570313
Middle East & North Africa,,2014,76.824951171875
Middle East & North Africa (all income levels),,2004,93.8163604736328
Middle East & North Africa (all income levels),,2005,90.7278518676758
Middle East & North Africa (all income levels),,2006,89.6366271972656
Middle East & North Africa (all income levels),,2007,89.9665222167969
Middle East & North Africa (all income levels),,2008,88.0697326660156
Middle East & North Africa (all income levels),,2012,78.1976318359375
Middle East & North Africa (all income levels),,2013,82.4610900878906
Middle East & North Africa (all income levels),,2014,81.1103591918945
Moldova,MDA,2000,91.6964569091797
Moldova,MDA,2001,87.8620529174805
Moldova,MDA,2002,91.7422103881836
Moldova,MDA,2003,92.5879364013672
Moldova,MDA,2005,89.4031829833984
Moldova,MDA,2006,90.0408096313477
Moldova,MDA,2007,89.5692672729492
Moldova,MDA,2008,90.2396621704102
Moldova,MDA,2009,90.4146194458008
Moldova,MDA,2010,90.3214797973633
Moldova,MDA,2011,91.3385162353516
Moldova,MDA,2012,92.0194625854492
Mongolia,MNG,1998,100
Mongolia,MNG,1999,100
Mongolia,MNG,2000,100
Mongolia,MNG,2001,100
Mongolia,MNG,2002,100
Mongolia,MNG,2003,100
Mongolia,MNG,2004,100
Mongolia,MNG,2005,100
Mongolia,MNG,2006,100
Mongolia,MNG,2007,100
Mongolia,MNG,2008,100
Mongolia,MNG,2009,100
Mongolia,MNG,2010,89.8544235229492
Mongolia,MNG,2011,93.0122604370117
Mongolia,MNG,2012,93.6009826660156
Morocco,MAR,2005,100
Morocco,MAR,2007,100
Morocco,MAR,2008,100
Morocco,MAR,2010,100
Morocco,MAR,2012,100
Morocco,MAR,2013,100
Morocco,MAR,2014,100
Myanmar,MMR,2006,50.3077201843262
Myanmar,MMR,2007,53.6465187072754
Myanmar,MMR,2008,52.0813789367676
Myanmar,MMR,2009,51.1087493896484
Myanmar,MMR,2010,58.5381813049316
Myanmar,MMR,2014,48.4285316467285
Namibia,NAM,1999,77.0881195068359
Nauru,NRU,2006,77.5
Nauru,NRU,2007,82.0512771606445
Nepal,NPL,2008,72.6474685668945
Nepal,NPL,2010,81.5487289428711
Nepal,NPL,2011,83.6969299316406
Nepal,NPL,2012,84.6553115844727
Nepal,NPL,2013,86.7006072998047
Nepal,NPL,2014,86.8741989135742
Nepal,NPL,2015,87.5100479125977
Nicaragua,NIC,1998,35.1931304931641
Nicaragua,NIC,1999,32.3955001831055
Nicaragua,NIC,2000,29.3962001800537
Nicaragua,NIC,2001,29.3718204498291
Nicaragua,NIC,2002,29.6420593261719
Nicaragua,NIC,2004,22.2026405334473
Nicaragua,NIC,2005,32.9579086303711
Nicaragua,NIC,2006,33.3762893676758
Nicaragua,NIC,2007,39.2252082824707
Nicaragua,NIC,2008,32.8770790100098
Nicaragua,NIC,2010,33.2879791259766
Niger,NER,1999,95.8633117675781
Niger,NER,2000,100
Niger,NER,2001,100
Niger,NER,2002,100
Niger,NER,2003,100
Niger,NER,2004,85.5245666503906
Niger,NER,2006,91.3775024414063
Niger,NER,2007,96.1348724365234
Niger,NER,2008,94.6688232421875
Niger,NER,2009,97.0663299560547
Niger,NER,2010,95.9899673461914
Niger,NER,2011,91.0840911865234
Niger,NER,2012,90.074577331543
Oman,OMN,2009,100
Oman,OMN,2013,100
Oman,OMN,2014,100
Palestine,PSE,2004,100
Palestine,PSE,2005,100
Palestine,PSE,2006,100
Palestine,PSE,2007,100
Palestine,PSE,2008,100
Palestine,PSE,2009,100
Palestine,PSE,2010,100
Palestine,PSE,2011,100
Palestine,PSE,2012,100
Palestine,PSE,2013,99.9519500732422
Palestine,PSE,2014,100
Panama,PAN,1999,36.4132614135742
Panama,PAN,2000,55.0303802490234
Panama,PAN,2001,37.3918113708496
Panama,PAN,2002,53.6764717102051
Panama,PAN,2004,49.1842613220215
Panama,PAN,2005,48.0009498596191
Panama,PAN,2006,44.6870498657227
Panama,PAN,2007,40.9867210388184
Panama,PAN,2008,42.4459114074707
Panama,PAN,2009,43.7054595947266
Panama,PAN,2010,43.2872085571289
Panama,PAN,2011,47.7877883911133
Panama,PAN,2012,46.9476699829102
Panama,PAN,2013,21.4623508453369
Paraguay,PRY,2012,91.9434280395508
Qatar,QAT,2006,35.6009101867676
Qatar,QAT,2011,28.6991100311279
Rwanda,RWA,2011,37.8782691955566
Saint Kitts and Nevis,KNA,2014,8.27585983276367
Saint Lucia,LCA,2004,55.2325592041016
Saint Lucia,LCA,2012,60
Saint Lucia,LCA,2013,100
Saint Lucia,LCA,2014,70.0565032958984
Saint Vincent and the Grenadines,VCT,2013,14.0740699768066
Samoa,WSM,2014,100
Sao Tome and Principe,STP,2002,54.891300201416
Sao Tome and Principe,STP,2009,46.6237907409668
Sao Tome and Principe,STP,2014,18.8436794281006
Sao Tome and Principe,STP,2015,28.247730255127
Saudi Arabia,SAU,2013,100
Saudi Arabia,SAU,2014,100
Senegal,SEN,2006,18.246509552002
Senegal,SEN,2008,12.8154897689819
Senegal,SEN,2009,14.0076303482056
Senegal,SEN,2010,15.094030380249
Senegal,SEN,2014,25.7461700439453
Serbia,SRB,2007,100
Serbia,SRB,2009,62.6358413696289
Serbia,SRB,2011,75.8650436401367
Serbia,SRB,2012,68.8258819580078
Seychelles,SYC,1998,88.1443328857422
Seychelles,SYC,1999,86.1538467407227
Seychelles,SYC,2000,80.0970916748047
Seychelles,SYC,2001,80.5128173828125
Seychelles,SYC,2002,81.188117980957
Seychelles,SYC,2003,76.7955780029297
Seychelles,SYC,2008,91.7475662231445
Seychelles,SYC,2009,99.4818725585938
Seychelles,SYC,2011,73.7142868041992
Seychelles,SYC,2012,35.8306198120117
Sierra Leone,SLE,2001,76.2637405395508
Sierra Leone,SLE,2011,42.3627090454102
Sierra Leone,SLE,2012,49.2666091918945
Sierra Leone,SLE,2013,44.5913009643555
Solomon Islands,SLB,2011,61.2961311340332
Solomon Islands,SLB,2012,39.9671096801758
Solomon Islands,SLB,2013,51.203010559082
Solomon Islands,SLB,2014,59.480339050293
South Africa,ZAF,1999,63.2546806335449
South Africa,ZAF,2000,67.9329528808594
South Africa,ZAF,2001,67.6126480102539
South Africa,ZAF,2002,77.9222183227539
South Sudan,SSD,2011,38.8781394958496
Sub-Saharan Africa,,1999,60.7268295288086
Sub-Saharan Africa,,2000,57.2845802307129
Sub-Saharan Africa,,2001,56.2061614990234
Sub-Saharan Africa,,2002,52.4673614501953
Sub-Saharan Africa,,2003,53.2196197509766
Sub-Saharan Africa,,2004,50.9622688293457
Sub-Saharan Africa,,2005,50.107349395752
Sub-Saharan Africa,,2006,46.7812309265137
Sub-Saharan Africa,,2007,52.1434898376465
Sub-Saharan Africa,,2008,54.4991607666016
Sub-Saharan Africa,,2009,53.8570289611816
Sub-Saharan Africa,,2010,53.727840423584
Sub-Saharan Africa,,2011,51.9244499206543
Sub-Saharan Africa,,2012,47.610668182373
Sub-Saharan Africa,,2013,46.4239692687988
Sub-Saharan Africa,,2014,45.6623611450195
Sub-Saharan Africa (all income levels),,1999,60.7499008178711
Sub-Saharan Africa (all income levels),,2000,57.3045196533203
