Entity,Code,Year,Gas Production (terawatt-hours)
Algeria,DZA,2004,920.5493900000001
Algeria,DZA,2005,849.1175000000001
Algeria,DZA,2006,812.9948749999998
Algeria,DZA,2007,816.4598750000004
Algeria,DZA,2008,826.0078749999997
Algeria,DZA,2009,765.6687500000006
Algeria,DZA,2010,773.9655000000006
Algeria,DZA,2011,795.9874999999998
Algeria,DZA,2012,784.4375000000002
Algeria,DZA,2013,793.3887500000004
Algeria,DZA,2014,801.7239999999999
Algeria,DZA,2015,814.1113750000002
Algeria,DZA,2016,913.9226249999999
Algeria,DZA,2017,929.7653750000002
Algeria,DZA,2018,923.0374999999998
Argentina,ARG,1970,58.54450000000004
Argentina,ARG,1971,63.26598749999998
Argentina,ARG,1972,60.139400000000045
Argentina,ARG,1973,65.48814999999999
Argentina,ARG,1974,70.48679999999997
Argentina,ARG,1975,74.80470000000007
Argentina,ARG,1976,71.32315000000001
Argentina,ARG,1977,73.61825000000006
Argentina,ARG,1978,75.95224999999998
Argentina,ARG,1979,70.31174999999999
Argentina,ARG,1980,81.64623749999997
Argentina,ARG,1981,84.95273750000004
Argentina,ARG,1982,95.20774999999999
Argentina,ARG,1983,127.78649999999973
Argentina,ARG,1984,131.09300000000005
Argentina,ARG,1985,135.08025000000035
Argentina,ARG,1986,150.8347499999999
Argentina,ARG,1987,147.33375000000026
Argentina,ARG,1988,174.66099999999972
Argentina,ARG,1989,184.67775000000032
Argentina,ARG,1990,173.49400000000023
Argentina,ARG,1991,193.81925000000044
Argentina,ARG,1992,195.37524999999977
Argentina,ARG,1993,209.2819999999998
Argentina,ARG,1994,216.57575000000043
Argentina,ARG,1995,243.2222499999999
Argentina,ARG,1996,281.34424999999965
Argentina,ARG,1997,266.2705
Argentina,ARG,1998,287.7627499999997
Argentina,ARG,1999,336.1932500000002
Argentina,ARG,2000,363.81224999999984
Argentina,ARG,2001,361.1865000000007
Argentina,ARG,2002,351.1697500000001
Argentina,ARG,2003,399.11399999999986
Argentina,ARG,2004,436.458
Argentina,ARG,2005,443.7517500000006
Argentina,ARG,2006,448.32250000000005
Argentina,ARG,2007,435.9717500000005
Argentina,ARG,2008,428.48350000000056
Argentina,ARG,2009,403.01191196825084
Argentina,ARG,2010,389.9699575932501
Argentina,ARG,2011,377.17845104599996
Argentina,ARG,2012,366.9120329687496
Argentina,ARG,2013,345.55853567049957
Argentina,ARG,2014,344.8587954684993
Argentina,ARG,2015,354.9114424857502
Argentina,ARG,2016,372.8235641479999
Argentina,ARG,2017,371.49888280350007
Argentina,ARG,2018,394.2538984767496
Asia Pacific,,1970,151.01651700842902
Asia Pacific,,1971,178.60784321445385
Asia Pacific,,1972,207.66739022379636
Asia Pacific,,1973,257.7179504955036
Asia Pacific,,1974,313.39807652568
Asia Pacific,,1975,354.8808455956197
Asia Pacific,,1976,409.42441919427256
Asia Pacific,,1977,498.8353902655026
Asia Pacific,,1978,593.7519421319737
Asia Pacific,,1979,675.0701722402915
Asia Pacific,,1980,718.8920871442591
Asia Pacific,,1981,722.3044666883184
Asia Pacific,,1982,752.1041376750685
Asia Pacific,,1983,847.4015497963059
Asia Pacific,,1984,986.2591762278618
Asia Pacific,,1985,1068.934379971219
Asia Pacific,,1986,1179.928309456091
Asia Pacific,,1987,1255.6197458866177
Asia Pacific,,1988,1340.6849022031279
Asia Pacific,,1989,1404.3105584325908
Asia Pacific,,1990,1492.34864945738
Asia Pacific,,1991,1623.587696525926
Asia Pacific,,1992,1717.1319196378106
Asia Pacific,,1993,1818.4007127472494
Asia Pacific,,1994,1982.1257061478495
Asia Pacific,,1995,2082.973356003692
Asia Pacific,,1996,2274.2170321878766
Asia Pacific,,1997,2421.341967110963
Asia Pacific,,1998,2461.1187598274882
Asia Pacific,,1999,2615.1370318452855
Asia Pacific,,2000,2774.397967831614
Asia Pacific,,2001,2854.7264390306163
Asia Pacific,,2002,3040.657851270214
Asia Pacific,,2003,3232.4198412346586
Asia Pacific,,2004,3443.596010448333
Asia Pacific,,2005,3720.1245063652336
Asia Pacific,,2006,3895.0269137906944
Asia Pacific,,2007,4070.373401526946
Asia Pacific,,2008,4262.873261785594
Asia Pacific,,2009,4479.142943798363
Asia Pacific,,2010,4943.269982979383
Asia Pacific,,2011,4990.583451579108
Asia Pacific,,2012,5083.933692767403
Asia Pacific,,2013,5188.941480481075
Asia Pacific,,2014,5398.243826805586
Asia Pacific,,2015,5641.211822398849
Asia Pacific,,2016,5816.194695854065
Asia Pacific,,2017,6075.193628983682
Asia Pacific,,2018,6317.363972151929
Australia,AUS,1970,17.30397462
Australia,AUS,1971,25.826679361000004
Australia,AUS,1972,37.074262864000005
Australia,AUS,1973,47.06879992900001
Australia,AUS,1974,53.701990200000004
Australia,AUS,1975,57.669970587
Australia,AUS,1976,68.0772173915
Australia,AUS,1977,77.76843766
Australia,AUS,1978,83.72538064700001
Australia,AUS,1979,96.37518278300001
Australia,AUS,1980,110.66587906400001
Australia,AUS,1981,119.94438959300001
Australia,AUS,1982,116.98083531900001
Australia,AUS,1983,127.074820514
Australia,AUS,1984,125.317263767697
Australia,AUS,1985,133.95262335036102
Australia,AUS,1986,146.329281252503
Australia,AUS,1987,149.394590853119
Australia,AUS,1988,152.99338994712002
Australia,AUS,1989,177.075639714977
Australia,AUS,1990,206.11147045182503
Australia,AUS,1991,215.76499987905504
Australia,AUS,1992,233.33595294885302
Australia,AUS,1993,243.83902797142102
Australia,AUS,1994,279.912166400337
Australia,AUS,1995,295.95968351147803
Australia,AUS,1996,296.33702949595
Australia,AUS,1997,296.376470624308
Australia,AUS,1998,302.7370790814744
Australia,AUS,1999,307.1253309238941
Australia,AUS,2000,311.9233041955508
Australia,AUS,2001,326.4131783815541
Australia,AUS,2002,330.0115969635741
Australia,AUS,2003,337.45225852471293
Australia,AUS,2004,359.30312609859715
Australia,AUS,2005,382.3527969610554
Australia,AUS,2006,406.8222719050421
Australia,AUS,2007,427.51184794255727
Australia,AUS,2008,416.8290343516601
Australia,AUS,2009,466.97592822896434
Australia,AUS,2010,540.1061735218188
Australia,AUS,2011,556.506713349435
Australia,AUS,2012,595.260943528712
Australia,AUS,2013,618.0014789058611
Australia,AUS,2014,666.4412011413501
Australia,AUS,2015,760.389421925391
Australia,AUS,2016,964.1922551464811
Australia,AUS,2017,1128.2056257520505
Australia,AUS,2018,1301.0287503485267
Azerbaijan,AZE,1985,137.17212389380532
Azerbaijan,AZE,1986,132.58997050147508
Azerbaijan,AZE,1987,121.86578171091492
Azerbaijan,AZE,1988,116.01622418879052
Azerbaijan,AZE,1989,108.216814159292
Azerbaijan,AZE,1990,96.51769911504422
Azerbaijan,AZE,1991,83.84365781710913
Azerbaijan,AZE,1992,77.01917404129796
Azerbaijan,AZE,1993,66.29498525073743
Azerbaijan,AZE,1994,62.395280235988174
Azerbaijan,AZE,1995,64.34513274336287
Azerbaijan,AZE,1996,57.296415929203526
Azerbaijan,AZE,1997,54.566622418879085
Azerbaijan,AZE,1998,50.92039823008848
Azerbaijan,AZE,1999,54.566622418879085
Azerbaijan,AZE,2000,51.44685840707959
Azerbaijan,AZE,2001,50.43293510324487
Azerbaijan,AZE,2002,46.77696165191736
Azerbaijan,AZE,2003,46.63072271386429
Azerbaijan,AZE,2004,45.43156342182888
Azerbaijan,AZE,2005,55.883747787610595
Azerbaijan,AZE,2006,65.93816224188785
Azerbaijan,AZE,2007,105.60498672566366
Azerbaijan,AZE,2008,159.26882743362881
Azerbaijan,AZE,2009,159.134287610619
Azerbaijan,AZE,2010,162.54652949852556
Azerbaijan,AZE,2011,159.51158407079683
Azerbaijan,AZE,2012,168.097759587021
Azerbaijan,AZE,2013,174.46402802359913
Azerbaijan,AZE,2014,183.8407749999995
Azerbaijan,AZE,2015,187.8405249999995
Azerbaijan,AZE,2016,182.7753999999998
Azerbaijan,AZE,2017,177.5862749999995
Azerbaijan,AZE,2018,187.58467499999918
Bahrain,BHR,1970,6.501170000000001
Bahrain,BHR,1971,9.47845
Bahrain,BHR,1972,11.82771
Bahrain,BHR,1973,16.77046
Bahrain,BHR,1974,20.678140000000003
Bahrain,BHR,1975,21.75973
Bahrain,BHR,1976,22.806430000000002
Bahrain,BHR,1977,24.737009999999998
Bahrain,BHR,1978,27.179310000000005
Bahrain,BHR,1979,30.133330000000004
Bahrain,BHR,1980,24.457890000000003
Bahrain,BHR,1981,22.6785
Bahrain,BHR,1982,35.80877
Bahrain,BHR,1983,37.530010000000004
Bahrain,BHR,1984,38.66975000000001
Bahrain,BHR,1985,47.20617000000001
Bahrain,BHR,1986,54.044610000000006
Bahrain,BHR,1987,52.50945
Bahrain,BHR,1988,55.777480000000004
Bahrain,BHR,1989,58.02207
Bahrain,BHR,1990,60.76675
Bahrain,BHR,1991,57.929030000000004
Bahrain,BHR,1992,67.68660000000001
Bahrain,BHR,1993,72.50142000000001
Bahrain,BHR,1994,74.22266
Bahrain,BHR,1995,75.45544000000001
Bahrain,BHR,1996,77.70003000000001
Bahrain,BHR,1997,83.42199000000001
Bahrain,BHR,1998,87.71346
Bahrain,BHR,1999,90.76052000000001
Bahrain,BHR,2000,91.74907
Bahrain,BHR,2001,95.54045
Bahrain,BHR,2002,98.99456
Bahrain,BHR,2003,100.77395
Bahrain,BHR,2004,92.69888888888886
Bahrain,BHR,2005,101.74285193640377
Bahrain,BHR,2006,107.63207161021798
Bahrain,BHR,2007,111.98626330396651
Bahrain,BHR,2008,120.17578274890367
Bahrain,BHR,2009,121.33504400570683
Bahrain,BHR,2010,124.28656067628862
Bahrain,BHR,2011,126.2407924364288
Bahrain,BHR,2012,130.51854491736626
Bahrain,BHR,2013,139.57829850442525
Bahrain,BHR,2014,146.9652479114058
Bahrain,BHR,2015,147.57109222656604
Bahrain,BHR,2016,144.0651605869624
Bahrain,BHR,2017,144.66323045094768
Bahrain,BHR,2018,148.37741675064038
Bangladesh,BGD,1970,0
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,4.39614
Bangladesh,BGD,1973,6.082490000000001
Bangladesh,BGD,1974,6.68725
Bangladesh,BGD,1975,6.72214
Bangladesh,BGD,1976,8.850430000000001
Bangladesh,BGD,1977,9.87387
Bangladesh,BGD,1978,10.897310000000001
Bangladesh,BGD,1979,12.53714
Bangladesh,BGD,1980,14.118820000000001
Bangladesh,BGD,1981,13.613856578437455
Bangladesh,BGD,1982,17.67484682906249
Bangladesh,BGD,1983,19.667184999000032
Bangladesh,BGD,1984,22.700662951312474
Bangladesh,BGD,1985,25.780474349437483
Bangladesh,BGD,1986,29.07014900212497
Bangladesh,BGD,1987,34.15592605424995
Bangladesh,BGD,1988,40.20107798437505
Bangladesh,BGD,1989,42.498671797312504
Bangladesh,BGD,1990,45.742013004187534
Bangladesh,BGD,1991,47.10748690725007
Bangladesh,BGD,1992,51.37016392199998
Bangladesh,BGD,1993,57.502531750125044
Bangladesh,BGD,1994,60.98571667650004
Bangladesh,BGD,1995,67.42334014762501
Bangladesh,BGD,1996,72.36466586868745
Bangladesh,BGD,1997,71.13274130943756
Bangladesh,BGD,1998,76.86446110612503
Bangladesh,BGD,1999,83.80357599074996
Bangladesh,BGD,2000,90.58188656343754
Bangladesh,BGD,2001,101.43208937400001
Bangladesh,BGD,2002,106.71137669981252
Bangladesh,BGD,2003,114.78429825843747
Bangladesh,BGD,2004,123.40231917956233
Bangladesh,BGD,2005,132.63357688349964
Bangladesh,BGD,2006,143.63368201874985
Bangladesh,BGD,2007,153.3637056393753
Bangladesh,BGD,2008,163.7642014758744
Bangladesh,BGD,2009,187.4673831168435
Bangladesh,BGD,2010,192.53727132543742
Bangladesh,BGD,2011,195.82149498450053
Bangladesh,BGD,2012,213.36279246975047
Bangladesh,BGD,2013,219.52786625962486
Bangladesh,BGD,2014,230.22271575187455
Bangladesh,BGD,2015,258.5406276337502
Bangladesh,BGD,2016,264.50946565312535
Bangladesh,BGD,2017,266.5808432306248
Bangladesh,BGD,2018,275.1820669148945
Bolivia,BOL,1970,0.41868
Bolivia,BOL,1971,0.41868
Bolivia,BOL,1972,11.1648
Bolivia,BOL,1973,17.212400000000002
Bolivia,BOL,1974,18.014870000000002
Bolivia,BOL,1975,17.75901
Bolivia,BOL,1976,18.30562
Bolivia,BOL,1977,19.31743
Bolivia,BOL,1978,19.038310000000003
Bolivia,BOL,1979,20.817700000000002
Bolivia,BOL,1980,25.52785
Bolivia,BOL,1981,27.225830000000006
Bolivia,BOL,1982,28.237640000000003
Bolivia,BOL,1983,27.109530000000003
Bolivia,BOL,1984,26.074460000000002
Bolivia,BOL,1985,25.84186
Bolivia,BOL,1986,26.31869
Bolivia,BOL,1987,27.52821
Bolivia,BOL,1988,29.09826
Bolivia,BOL,1989,30.69157
Bolivia,BOL,1990,31.366110000000003
Bolivia,BOL,1991,31.180030000000002
Bolivia,BOL,1992,28.311233735079934
Bolivia,BOL,1993,28.24683784847489
Bolivia,BOL,1994,30.458205055042363
Bolivia,BOL,1995,30.433669254913855
Bolivia,BOL,1996,30.733115866037487
Bolivia,BOL,1997,25.904449086660637
Bolivia,BOL,1998,27.055002954562834
Bolivia,BOL,1999,21.78406054781172
Bolivia,BOL,2000,31.224025881504744
Bolivia,BOL,2001,45.470953143208085
Bolivia,BOL,2002,58.258458003751464
Bolivia,BOL,2003,66.95388654564084
Bolivia,BOL,2004,94.19880353394123
Bolivia,BOL,2005,116.21581345530808
Bolivia,BOL,2006,124.45292888113197
Bolivia,BOL,2007,133.30192546305034
Bolivia,BOL,2008,137.92018935365513
Bolivia,BOL,2009,118.81584314764002
Bolivia,BOL,2010,137.14502311718644
Bolivia,BOL,2011,150.3400124471542
Bolivia,BOL,2012,171.39783626480113
Bolivia,BOL,2013,195.75464173333447
Bolivia,BOL,2014,202.76824624396508
Bolivia,BOL,2015,195.60595680666302
Bolivia,BOL,2016,175.90332401027752
Bolivia,BOL,2017,170.85544976901951
Bolivia,BOL,2018,159.61478322209751
Brazil,BRA,1970,0.8110123893805312
Brazil,BRA,1971,1.2874821681415947
Brazil,BRA,1972,1.7538142920353958
Brazil,BRA,1973,2.0072556637168106
Brazil,BRA,1974,3.8624465044247724
Brazil,BRA,1975,4.207126769911499
Brazil,BRA,1976,4.8457990265486695
Brazil,BRA,1977,6.031904646017698
Brazil,BRA,1978,7.937783761061943
Brazil,BRA,1979,8.698107876106189
Brazil,BRA,1980,10.168067831858407
Brazil,BRA,1981,9.123889380530972
Brazil,BRA,1982,13.037024159292086
Brazil,BRA,1983,17.629381814159238
Brazil,BRA,1984,20.518613451327457
Brazil,BRA,1985,25.73950570796463
Brazil,BRA,1986,29.97704544247782
Brazil,BRA,1987,33.48467402654868
Brazil,BRA,1988,33.697564778761034
Brazil,BRA,1989,34.54912778761056
Brazil,BRA,1990,31.455135797433574
Brazil,BRA,1991,32.70060752380528
Brazil,BRA,1992,37.043994512787656
Brazil,BRA,1993,43.394627027831895
Brazil,BRA,1994,47.391701588893774
Brazil,BRA,1995,52.30494643327434
Brazil,BRA,1996,57.15754782623897
Brazil,BRA,1997,62.21663297353982
Brazil,BRA,1998,65.17324960261055
Brazil,BRA,1999,76.52523332048669
Brazil,BRA,2000,77.09713111534792
Brazil,BRA,2001,78.7379804851567
Brazil,BRA,2002,95.1257574090533
Brazil,BRA,2003,103.34111315098899
Brazil,BRA,2004,113.65777781550264
Brazil,BRA,2005,112.4144070935245
Brazil,BRA,2006,114.78471597613591
Brazil,BRA,2007,115.57735082607064
Brazil,BRA,2008,143.76069721669418
Brazil,BRA,2009,122.76942431914767
Brazil,BRA,2010,150.20553351427822
Brazil,BRA,2011,172.2696522147955
Brazil,BRA,2012,198.32849577823117
Brazil,BRA,2013,219.4959443432733
Brazil,BRA,2014,233.4767607932746
Brazil,BRA,2015,238.04495027893768
Brazil,BRA,2016,241.2357771484065
Brazil,BRA,2017,271.81421869057556
Brazil,BRA,2018,251.6235674432488
Brunei,BRN,1970,2.135250000000002
Brunei,BRN,1971,2.115750000000002
Brunei,BRN,1972,4.343625000000006
Brunei,BRN,1973,18.968624999999946
Brunei,BRN,1974,41.174249999999965
Brunei,BRN,1975,53.99549999999995
Brunei,BRN,1976,71.21400000000001
Brunei,BRN,1977,81.72449999999994
Brunei,BRN,1978,80.10112500000004
Brunei,BRN,1979,83.91825000000001
Brunei,BRN,1980,84.23025
Brunei,BRN,1981,81.549
Brunei,BRN,1982,81.45149999999994
Brunei,BRN,1983,84.95175000000005
Brunei,BRN,1984,85.96575000000004
Brunei,BRN,1985,83.806125
Brunei,BRN,1986,84.02550000000004
Brunei,BRN,1987,83.83050000000004
Brunei,BRN,1988,87.09675000000003
Brunei,BRN,1989,85.35150000000002
Brunei,BRN,1990,87.02362500000001
Brunei,BRN,1991,88.33500000000004
Brunei,BRN,1992,95.08199999999994
Brunei,BRN,1993,100.67362499999996
Brunei,BRN,1994,101.31225
Brunei,BRN,1995,114.66975000000004
Brunei,BRN,1996,113.67524999999998
Brunei,BRN,1997,113.76300000000006
Brunei,BRN,1998,105.01724999999998
Brunei,BRN,1999,109.473
Brunei,BRN,2000,110.15550000000005
Brunei,BRN,2001,111.12075000000007
Brunei,BRN,2002,111.72524999999999
Brunei,BRN,2003,120.4515000000005
Brunei,BRN,2004,119.26822206000028
Brunei,BRN,2005,117.0944248499999
Brunei,BRN,2006,122.56126585515798
Brunei,BRN,2007,119.47628536170572
Brunei,BRN,2008,118.49997352049995
Brunei,BRN,2009,111.28609274250002
Brunei,BRN,2010,119.75347700306246
Brunei,BRN,2011,124.78791000000052
Brunei,BRN,2012,122.51276417249954
Brunei,BRN,2013,119.01313709999981
Brunei,BRN,2014,126.88146419817446
Brunei,BRN,2015,132.91452095025744
Brunei,BRN,2016,129.42844677780118
Brunei,BRN,2017,128.54908143834615
Brunei,BRN,2018,125.6527211069803
CIS,,1970,1875.0138643118742
CIS,,1971,2011.93738048368
CIS,,1972,2097.18896440248
CIS,,1973,2238.32769777916
CIS,,1974,2468.50697435992
CIS,,1975,2740.061686335938
CIS,,1976,3040.1946246684197
CIS,,1977,3277.47819990908
CIS,,1978,3525.569780563761
CIS,,1979,3851.44869534524
CIS,,1980,4122.387702384641
CIS,,1981,4407.506888601961
CIS,,1982,4742.82978534924
CIS,,1983,5074.36372281124
CIS,,1984,5564.08671043368
CIS,,1985,5554.601003005183
CIS,,1986,5983.077284983667
CIS,,1987,6399.861399766127
CIS,,1988,6821.380222522365
CIS,,1989,7075.548516419104
CIS,,1990,7319.871574315138
CIS,,1991,7204.723262952309
CIS,,1992,6951.071037210423
CIS,,1993,6805.0606125299955
CIS,,1994,6434.014473039828
CIS,,1995,6246.7244825722755
CIS,,1996,6380.099332670597
CIS,,1997,5961.509604849561
CIS,,1998,6133.272196178952
CIS,,1999,6277.97466842822
CIS,,2000,6444.512035624883
CIS,,2001,6466.586495515729
CIS,,2002,6628.741482557625
CIS,,2003,6933.117689648922
CIS,,2004,7070.677936981781
CIS,,2005,7215.1412249753175
CIS,,2006,7401.27344574027
CIS,,2007,7487.715555372249
CIS,,2008,7685.975497460801
CIS,,2009,6631.656239113082
CIS,,2010,7326.723333697638
CIS,,2011,7661.632691067354
CIS,,2012,7543.157518445443
CIS,,2013,7685.271468015738
CIS,,2014,7513.520887280236
CIS,,2015,7450.133021079158
CIS,,2016,7471.657189761554
CIS,,2017,7891.008389073258
CIS,,2018,8310.731874125602
Canada,CAN,1970,540.1627499999998
Canada,CAN,1971,590.5500000000003
Canada,CAN,1972,666.7500000000006
Canada,CAN,1973,714.3750000000005
Canada,CAN,1974,699.5541000000006
Canada,CAN,1975,714.5655000000003
Canada,CAN,1976,720.8519999999996
Canada,CAN,1977,757.2374999999996
Canada,CAN,1978,730.7579999999996
Canada,CAN,1979,770.5725
Canada,CAN,1980,712.2794999999999
Canada,CAN,1981,688.2765
Canada,CAN,1982,722.47125
Canada,CAN,1983,679.5135000000004
Canada,CAN,1984,744.7597499999999
Canada,CAN,1985,805.1368200000002
Canada,CAN,1986,755.1515249999997
Canada,CAN,1987,818.565165
Canada,CAN,1988,945.2686200000005
Canada,CAN,1989,1004.2693275000007
Canada,CAN,1990,1034.4778650000005
Canada,CAN,1991,1088.7856049999998
Canada,CAN,1992,1199.6470800000043
Canada,CAN,1993,1320.640297500005
Canada,CAN,1994,1429.4710424999955
Canada,CAN,1995,1527.412499999997
Canada,CAN,1996,1539.1807499999954
Canada,CAN,1997,1597.3090000000022
Canada,CAN,1998,1656.040999999998
Canada,CAN,1999,1705.402000000001
Canada,CAN,2000,1763.0467499999959
Canada,CAN,2001,1794.1922499999937
Canada,CAN,2002,1807.2257499999935
Canada,CAN,2003,1760.4700000000025
Canada,CAN,2004,1767.351999999996
Canada,CAN,2005,1791.5244999999945
Canada,CAN,2006,1793.9739999999938
Canada,CAN,2007,1746.7912499999977
Canada,CAN,2008,1664.9159999999997
Canada,CAN,2009,1550.5082499999924
Canada,CAN,2010,1495.9107499999934
Canada,CAN,2011,1510.713250000002
Canada,CAN,2012,1503.0519999999958
Canada,CAN,2013,1519.2035000000024
Canada,CAN,2014,1589.9159999999924
Canada,CAN,2015,1607.55675
Canada,CAN,2016,1718.042499999999
Canada,CAN,2017,1775.5222500000018
Canada,CAN,2018,1847.2211127609414
China,CHN,1970,28.92576204523107
China,CHN,1971,37.69419862340218
China,CHN,1972,48.780727630285114
China,CHN,1973,60.2704031465093
China,CHN,1974,75.89233038348087
China,CHN,1975,89.19616519174038
China,CHN,1976,101.79449360865291
China,CHN,1977,122.15339233038394
China,CHN,1978,138.38003933136628
China,CHN,1979,146.24139626352056
China,CHN,1980,143.82251720747246
China,CHN,1981,128.40216322517242
China,CHN,1982,120.23844641101316
China,CHN,1983,123.06047197640123
China,CHN,1984,125.27777777777817
China,CHN,1985,130.3171091445432
China,CHN,1986,138.68239921337243
China,CHN,1987,139.99262536873206
China,CHN,1988,143.72173058013746
China,CHN,1989,151.67379547689276
China,CHN,1990,154.1833824975419
China,CHN,1991,156.11848574237945
China,CHN,1992,159.1420845624387
China,CHN,1993,168.96878072763008
China,CHN,1994,176.97123893805286
China,CHN,1995,180.9119960668634
China,CHN,1996,202.72222222222277
China,CHN,1997,228.8158800393312
China,CHN,1998,234.621189773845
China,CHN,1999,253.96214355948882
China,CHN,2000,274.1396263520157
China,CHN,2001,305.6757620452314
China,CHN,2002,329.1792035398225
China,CHN,2003,352.9043756145527
China,CHN,2004,417.8613569321531
China,CHN,2005,497.0796460176988
China,CHN,2006,590.1359390363818
China,CHN,2007,697.8466076696161
China,CHN,2008,809.3166175024576
China,CHN,2009,859.397492625369
China,CHN,2010,965.445181907571
China,CHN,2011,1061.6560963618479
China,CHN,2012,1114.7807276302851
China,CHN,2013,1218.1071779744307
China,CHN,2014,1311.808505408062
China,CHN,2015,1356.6887905604717
China,CHN,2016,1379.41617502458
China,CHN,2017,1491.944444444444
China,CHN,2018,1615.3072763028488
Colombia,COL,1970,12.493250000000035
Colombia,COL,1971,13.00450000000003
Colombia,COL,1972,15.885499999999988
Colombia,COL,1973,16.46
Colombia,COL,1974,17.12549999999994
Colombia,COL,1975,14.915749999999932
Colombia,COL,1976,15.147999999999989
Colombia,COL,1977,17.174749999999992
Colombia,COL,1978,22.808249999999997
Colombia,COL,1979,26.055999999999976
Colombia,COL,1980,27.8447499999999
Colombia,COL,1981,30.518999999999913
Colombia,COL,1982,32.535999999999945
Colombia,COL,1983,35.74549999999993
Colombia,COL,1984,36.34074999999998
Colombia,COL,1985,37.06749999999995
Colombia,COL,1986,36.126499999999965
Colombia,COL,1987,38.06924999999991
Colombia,COL,1988,36.71074999999995
Colombia,COL,1989,37.10249999999999
Colombia,COL,1990,39.24599999999995
Colombia,COL,1991,38.86149999999993
Colombia,COL,1992,39.80899999999995
Colombia,COL,1993,38.97374999999997
Colombia,COL,1994,40.20449999999991
Colombia,COL,1995,42.148999999999916
Colombia,COL,1996,45.46849999999991
Colombia,COL,1997,56.73999999999997
Colombia,COL,1998,64.89549999999991
Colombia,COL,1999,56.92899999999992
Colombia,COL,2000,57.35807355078341
Colombia,COL,2001,59.389931181199564
Colombia,COL,2002,59.98681491166388
Colombia,COL,2003,57.49979936806256
Colombia,COL,2004,61.348200406490015
Colombia,COL,2005,64.46344289014625
Colombia,COL,2006,67.64682278595596
Colombia,COL,2007,72.57884233266557
Colombia,COL,2008,87.18864453895041
Colombia,COL,2009,101.11819707695273
Colombia,COL,2010,108.43387770101768
Colombia,COL,2011,105.45846457194689
Colombia,COL,2012,115.25647677994365
Colombia,COL,2013,132.2347592225703
Colombia,COL,2014,123.32834187900279
Colombia,COL,2015,116.10315828737116
Colombia,COL,2016,120.20202398275826
Colombia,COL,2017,122.87946259654976
Colombia,COL,2018,128.56518181797432
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
