Entity,Code,Year,Sanitation - Proportion of population using improved sanitation facilities (excluding shared) - Safely managed - National - Percent (%)
Liechtenstein,LIE,2014,99.325
Liechtenstein,LIE,2015,99.325
Lithuania,LTU,2000,54.19614757380203
Lithuania,LTU,2001,54.68146838572417
Lithuania,LTU,2002,55.16354863715385
Lithuania,LTU,2003,55.64692708744547
Lithuania,LTU,2004,56.13160378841853
Lithuania,LTU,2005,56.62984320955446
Lithuania,LTU,2006,57.14021912936766
Lithuania,LTU,2007,57.6495734587299
Lithuania,LTU,2008,58.15790632220409
Lithuania,LTU,2009,58.6556186908419
Lithuania,LTU,2010,59.14412966050334
Lithuania,LTU,2011,59.63385341672888
Lithuania,LTU,2012,60.10225718502257
Lithuania,LTU,2013,60.55360617113737
Lithuania,LTU,2014,60.87691611709675
Lithuania,LTU,2015,61.20204847190097
Luxembourg,LUX,2000,93.25362508328196
Luxembourg,LUX,2001,93.30001285822074
Luxembourg,LUX,2002,93.33365749180724
Luxembourg,LUX,2003,93.36642506712124
Luxembourg,LUX,2004,93.39808593163289
Luxembourg,LUX,2005,93.42863809364192
Luxembourg,LUX,2006,93.45845591644525
Luxembourg,LUX,2007,93.48746437983789
Luxembourg,LUX,2008,93.51581260056892
Luxembourg,LUX,2009,93.54320133316051
Luxembourg,LUX,2010,93.56992915705331
Luxembourg,LUX,2011,93.59592100898611
Luxembourg,LUX,2012,93.62057835007927
Luxembourg,LUX,2013,93.64375096440578
Luxembourg,LUX,2014,93.66566250868055
Luxembourg,LUX,2015,93.68638714270895
Malaysia,MYS,2000,78.05514489123986
Malaysia,MYS,2001,78.35284557370555
Malaysia,MYS,2002,78.64620081786943
Malaysia,MYS,2003,78.93545646619613
Malaysia,MYS,2004,79.2206445307997
Malaysia,MYS,2005,79.50096304339108
Malaysia,MYS,2006,79.77707910484868
Malaysia,MYS,2007,80.04882156744745
Malaysia,MYS,2008,80.31622884561797
Malaysia,MYS,2009,80.57872667311042
Malaysia,MYS,2010,80.83676938751893
Malaysia,MYS,2011,81.09019651165708
Malaysia,MYS,2012,81.33543439907405
Malaysia,MYS,2013,81.57238552885565
Malaysia,MYS,2014,81.78769223675242
Malaysia,MYS,2015,81.92628727112029
Malta,MLT,2000,93.06666666666668
Malta,MLT,2001,93.06666666666668
Malta,MLT,2002,93.06560919834054
Malta,MLT,2003,93.06298655623984
Malta,MLT,2004,93.06035011349066
Malta,MLT,2005,93.05770064073863
Malta,MLT,2006,93.0550387733813
Malta,MLT,2007,93.05236594625228
Malta,MLT,2008,93.04968343617269
Malta,MLT,2009,93.04699200776211
Malta,MLT,2010,93.0442926733717
Malta,MLT,2011,93.0415861808825
Malta,MLT,2012,93.03887316569211
Malta,MLT,2013,93.03615447142639
Malta,MLT,2014,93.0334309417113
Malta,MLT,2015,93.03070266626571
Mexico,MEX,2000,19.43710599331883
Mexico,MEX,2001,20.91275703274715
Mexico,MEX,2002,22.42316321172903
Mexico,MEX,2003,23.96818663515843
Mexico,MEX,2004,25.54770593132443
Mexico,MEX,2005,27.16156203447708
Mexico,MEX,2006,28.80965615472568
Mexico,MEX,2007,30.49184294292206
Mexico,MEX,2008,32.2080251648177
Mexico,MEX,2009,33.95801666233355
Mexico,MEX,2010,35.74175932950778
Mexico,MEX,2011,37.55901149150272
Mexico,MEX,2012,39.40967626848863
Mexico,MEX,2013,41.29357305116567
Mexico,MEX,2014,43.21061782483326
Mexico,MEX,2015,45.16062822689948
Monaco,MCO,2000,100
Monaco,MCO,2001,100
Monaco,MCO,2002,100
Monaco,MCO,2003,100
Monaco,MCO,2004,100
Monaco,MCO,2005,100
Monaco,MCO,2006,100
Monaco,MCO,2007,100
Monaco,MCO,2008,100
Monaco,MCO,2009,100
Monaco,MCO,2010,100
Monaco,MCO,2011,100
Monaco,MCO,2012,100
Monaco,MCO,2013,100
Monaco,MCO,2014,100
Monaco,MCO,2015,100
Morocco,MAR,2000,31.22586747035992
Morocco,MAR,2001,31.76053193296701
Morocco,MAR,2002,32.29482140635159
Morocco,MAR,2003,32.82845555716403
Morocco,MAR,2004,33.36094546365543
Morocco,MAR,2005,33.82853277078923
Morocco,MAR,2006,34.29122994191692
Morocco,MAR,2007,34.7455160102036
Morocco,MAR,2008,35.1914150377371
Morocco,MAR,2009,35.62888423448557
Morocco,MAR,2010,36.05803084236953
Morocco,MAR,2011,36.4788283504659
Morocco,MAR,2012,36.89136785492343
Morocco,MAR,2013,37.29560463442549
Morocco,MAR,2014,37.69158519087942
Morocco,MAR,2015,38.07942499952538
Netherlands,NLD,2000,97.39228874043852
Netherlands,NLD,2001,97.39717263260255
Netherlands,NLD,2002,97.40322706316539
Netherlands,NLD,2003,97.40900657625643
Netherlands,NLD,2004,97.41451335906656
Netherlands,NLD,2005,97.41973998554685
Netherlands,NLD,2006,97.42443766337581
Netherlands,NLD,2007,97.4286427898017
Netherlands,NLD,2008,97.43265514163892
Netherlands,NLD,2009,97.43655572548394
Netherlands,NLD,2010,97.44035448042536
Netherlands,NLD,2011,97.44394862636294
Netherlands,NLD,2012,97.4473624853099
Netherlands,NLD,2013,97.45057805359485
Netherlands,NLD,2014,97.45352590756838
Netherlands,NLD,2015,97.45622557963507
New Zealand,NZL,2000,75.47638888888889
New Zealand,NZL,2001,75.50674603174602
New Zealand,NZL,2002,75.53710317460317
New Zealand,NZL,2003,75.5674603174603
New Zealand,NZL,2004,75.59781746031746
New Zealand,NZL,2005,75.6281746031746
New Zealand,NZL,2006,75.65853174603174
New Zealand,NZL,2007,75.68888888888888
New Zealand,NZL,2008,75.71924603174602
New Zealand,NZL,2009,75.74960317460317
New Zealand,NZL,2010,75.77996031746031
New Zealand,NZL,2011,75.81031746031745
New Zealand,NZL,2012,75.8406746031746
New Zealand,NZL,2013,75.87103174603173
New Zealand,NZL,2014,75.90138888888887
New Zealand,NZL,2015,75.93174603174603
Niger,NER,2000,4.05673548139583
Niger,NER,2001,4.36092068711667
Niger,NER,2002,4.668229417421076
Niger,NER,2003,4.978885237264784
Niger,NER,2004,5.248334600115592
Niger,NER,2005,5.52095620812625
Niger,NER,2006,5.797300366809023
Niger,NER,2007,6.077354361559817
Niger,NER,2008,6.361290526005663
Niger,NER,2009,6.649699108997283
Niger,NER,2010,6.942351714261603
Niger,NER,2011,7.239856579905119
Niger,NER,2012,7.542189273895068
Niger,NER,2013,7.849762424623151
Niger,NER,2014,8.163007294647503
Niger,NER,2015,8.532159849576656
Norway,NOR,2000,75.60262486802631
Norway,NOR,2001,75.78066222000828
Norway,NOR,2002,75.96037347708817
Norway,NOR,2003,76.1421435999197
Norway,NOR,2004,76.32592698569474
Norway,NOR,2005,76.51089352838326
Norway,NOR,2006,76.69700745528053
Norway,NOR,2007,76.88482533776569
Norway,NOR,2008,77.07434570271027
Norway,NOR,2009,77.26545124612879
Norway,NOR,2010,77.45813960922797
Norway,NOR,2011,77.65241553707614
Norway,NOR,2012,77.84827667853742
Norway,NOR,2013,78.04573021014883
Norway,NOR,2014,78.24477380743645
Norway,NOR,2015,78.44540512303797
Palau,PLW,2000,16.75003964734257
Palau,PLW,2001,17.21437023692267
Palau,PLW,2002,17.64762173536003
Palau,PLW,2003,18.05292023854365
Palau,PLW,2004,18.43206324269635
Palau,PLW,2005,18.78890065268419
Palau,PLW,2006,19.13449218302819
Palau,PLW,2007,19.47193797646775
Palau,PLW,2008,19.803184302084
Palau,PLW,2009,20.13036270672702
Palau,PLW,2010,20.4550837212654
Palau,PLW,2011,20.41448000000001
Palau,PLW,2012,20.18908
Palau,PLW,2013,19.98272
Palau,PLW,2014,19.79344
Palau,PLW,2015,19.62012
Peru,PER,2000,15.06466632881146
Peru,PER,2001,15.97558930140639
Peru,PER,2002,16.90097539781988
Peru,PER,2003,17.84090233247033
Peru,PER,2004,18.79533804742683
Peru,PER,2005,19.76425639043004
Peru,PER,2006,20.7477862452103
Peru,PER,2007,21.74585225557988
Peru,PER,2008,22.75857836950392
Peru,PER,2009,23.78571148627395
Peru,PER,2010,24.82738597543094
Peru,PER,2011,25.88355261722179
Peru,PER,2012,26.95434002233732
Peru,PER,2013,28.03970347999105
Peru,PER,2014,29.13976577181225
Peru,PER,2015,30.25456285857413
Poland,POL,2000,70.73887847943178
Poland,POL,2001,71.12861327034634
Poland,POL,2002,71.5100597975475
Poland,POL,2003,71.83616061829251
Poland,POL,2004,72.292622015494
Poland,POL,2005,72.75006079960177
Poland,POL,2006,73.20886552514352
Poland,POL,2007,73.66825473817272
Poland,POL,2008,74.1282415730747
Poland,POL,2009,74.58959000341645
Poland,POL,2010,75.05191586888644
Poland,POL,2011,75.51521917849944
Poland,POL,2012,75.98674590622723
Poland,POL,2013,76.41049592109559
Poland,POL,2014,76.77087690950702
Poland,POL,2015,77.13874167039421
Portugal,PRT,2000,59.7355793333596
Portugal,PRT,2001,59.87643036933278
Portugal,PRT,2002,60.01368093851816
Portugal,PRT,2003,60.14972328510095
Portugal,PRT,2004,60.28456006139204
Portugal,PRT,2005,60.41777719259407
Portugal,PRT,2006,60.54990445015429
Portugal,PRT,2007,60.68063460255517
Portugal,PRT,2008,60.81007714527561
Portugal,PRT,2009,60.93793549324519
Portugal,PRT,2010,61.06452218212035
Portugal,PRT,2011,61.18974366701411
Portugal,PRT,2012,61.31302009532713
Portugal,PRT,2013,61.43418124328674
Portugal,PRT,2014,61.5533525748066
Portugal,PRT,2015,61.67056069470693
Puerto Rico,PRI,2000,32.06995151211787
Puerto Rico,PRI,2001,32.07327181977245
Puerto Rico,PRI,2002,32.07659212742703
Puerto Rico,PRI,2003,32.07991243508161
Puerto Rico,PRI,2004,32.08323274273619
Puerto Rico,PRI,2005,32.08655305039078
Puerto Rico,PRI,2006,32.08987335804536
Puerto Rico,PRI,2007,32.09319366569994
Puerto Rico,PRI,2008,32.09651397335452
Puerto Rico,PRI,2009,32.0998342810091
Puerto Rico,PRI,2010,32.10315458866369
Puerto Rico,PRI,2011,32.10647489631827
Puerto Rico,PRI,2012,32.10979520397284
Puerto Rico,PRI,2013,32.11311551162743
Puerto Rico,PRI,2014,32.11643581928201
Puerto Rico,PRI,2015,32.11975612693659
Qatar,QAT,2002,88.15833333333333
Qatar,QAT,2003,88.15833333333333
Qatar,QAT,2004,88.15833333333333
Qatar,QAT,2005,88.15833333333333
Qatar,QAT,2006,88.15833333333333
Qatar,QAT,2007,88.19074074074075
Qatar,QAT,2008,88.22314814814816
Qatar,QAT,2009,88.25555555555556
Qatar,QAT,2010,88.28796296296296
Qatar,QAT,2011,88.32037037037037
Qatar,QAT,2012,88.35277777777777
Qatar,QAT,2013,88.3851851851852
Qatar,QAT,2014,88.4175925925926
Qatar,QAT,2015,88.45
Romania,ROU,2006,44.87879746133321
Romania,ROU,2007,45.85369430979422
Romania,ROU,2008,46.9236266144158
Romania,ROU,2009,48.0885960915609
Romania,ROU,2010,49.34860445487404
Romania,ROU,2011,50.70365341528684
Romania,ROU,2012,52.15374468102367
Romania,ROU,2013,53.70051585373589
Romania,ROU,2014,55.34409744926163
Romania,ROU,2015,57.08436864201327
San Marino,SMR,2000,77.87150000000001
San Marino,SMR,2001,77.87150000000001
San Marino,SMR,2002,77.87150000000001
San Marino,SMR,2003,77.87150000000001
San Marino,SMR,2004,77.87150000000001
San Marino,SMR,2005,77.87150000000001
San Marino,SMR,2006,77.87150000000001
San Marino,SMR,2007,77.87150000000001
San Marino,SMR,2008,77.87150000000001
San Marino,SMR,2009,77.87150000000001
San Marino,SMR,2010,77.87150000000001
San Marino,SMR,2011,77.87150000000001
San Marino,SMR,2012,77.87150000000001
San Marino,SMR,2013,77.87150000000001
San Marino,SMR,2014,77.87150000000001
San Marino,SMR,2015,77.87150000000001
Saudi Arabia,SAU,2000,63.76664277311477
Saudi Arabia,SAU,2001,63.76664277311477
Saudi Arabia,SAU,2002,63.76664277311477
Saudi Arabia,SAU,2003,65.86254106369645
Saudi Arabia,SAU,2004,67.95843935427817
Saudi Arabia,SAU,2005,70.05433764486031
Saudi Arabia,SAU,2006,72.15023593544203
Saudi Arabia,SAU,2007,74.24613422602371
Saudi Arabia,SAU,2008,76.34203251660588
Saudi Arabia,SAU,2009,78.43793080718757
Saudi Arabia,SAU,2010,80.53382909776928
Saudi Arabia,SAU,2011,82.5158338948172
Saudi Arabia,SAU,2012,84.49783869186467
Saudi Arabia,SAU,2013,84.49783869186467
Saudi Arabia,SAU,2014,84.49783869186467
Saudi Arabia,SAU,2015,84.49783869186467
Senegal,SEN,2000,17.62916911379943
Senegal,SEN,2001,18.04713969068822
Senegal,SEN,2002,18.46567993807225
Senegal,SEN,2003,18.88466992644907
Senegal,SEN,2004,19.30591490311921
Senegal,SEN,2005,19.7294650883609
Senegal,SEN,2006,20.15549399679856
Senegal,SEN,2007,20.5839317933024
Senegal,SEN,2008,21.01482947855978
Senegal,SEN,2009,21.44823825214967
Senegal,SEN,2010,21.88433729553496
Senegal,SEN,2011,22.32292370166828
Senegal,SEN,2012,22.76443614427449
Senegal,SEN,2013,23.20853929676729
Senegal,SEN,2014,23.65554658110585
Senegal,SEN,2015,24.10524576871366
Serbia,SRB,2000,29.37817451886216
Serbia,SRB,2001,29.20606864097113
Serbia,SRB,2002,29.03508940081044
Serbia,SRB,2003,28.86523679802912
Serbia,SRB,2004,28.69676285729763
Serbia,SRB,2005,28.44597900586603
Serbia,SRB,2006,27.97022615028264
Serbia,SRB,2007,27.49326254008259
Serbia,SRB,2008,27.06807103274296
Serbia,SRB,2009,26.64138906501118
Serbia,SRB,2010,26.21297829162293
Serbia,SRB,2011,25.78260597606177
Serbia,SRB,2012,25.35076002640491
Serbia,SRB,2013,24.91318370870077
Serbia,SRB,2014,24.47020139225711
Serbia,SRB,2015,24.02190229088505
Singapore,SGP,2000,100
Singapore,SGP,2001,100
Singapore,SGP,2002,100
Singapore,SGP,2003,100
Singapore,SGP,2004,100
Singapore,SGP,2005,100
Singapore,SGP,2006,100
Singapore,SGP,2007,100
Singapore,SGP,2008,100
Singapore,SGP,2009,100
Singapore,SGP,2010,100
Singapore,SGP,2011,100
Singapore,SGP,2012,100
Singapore,SGP,2013,100
Singapore,SGP,2014,100
Singapore,SGP,2015,100
Slovakia,SVK,2000,81.98825396405395
Slovakia,SVK,2001,81.98271843936837
Slovakia,SVK,2002,81.96663391061452
Slovakia,SVK,2003,81.95056514988394
Slovakia,SVK,2004,81.93451215769599
Slovakia,SVK,2005,81.91847493456868
Slovakia,SVK,2006,81.90232174746797
Slovakia,SVK,2007,81.8861844395449
Slovakia,SVK,2008,81.8701946357584
Slovakia,SVK,2009,81.85408903319278
Slovakia,SVK,2010,81.82169161232191
Slovakia,SVK,2011,81.78932400836206
Slovakia,SVK,2012,81.7606653333818
Slovakia,SVK,2013,81.7358421341136
Slovakia,SVK,2014,81.71498079610882
Slovakia,SVK,2015,81.69794509049355
Slovenia,SVN,2000,74.01353472828059
Slovenia,SVN,2001,73.85279192106609
Slovenia,SVN,2002,73.692037600682
Slovenia,SVN,2003,73.53125043276496
Slovenia,SVN,2004,73.3704634133327
Slovenia,SVN,2005,73.74130758543515
Slovenia,SVN,2006,74.10492602994582
Slovenia,SVN,2007,74.4613187568759
Slovenia,SVN,2008,74.8104854006859
Slovenia,SVN,2009,75.15242709803805
Slovenia,SVN,2010,75.48714235334424
Slovenia,SVN,2011,75.8146323084171
Slovenia,SVN,2012,76.13489659600053
Slovenia,SVN,2013,76.10593261312948
Slovenia,SVN,2014,75.91509748471844
Slovenia,SVN,2015,75.72427161182367
Somalia,SOM,2000,19.53772301217024
Somalia,SOM,2001,19.22846103040395
Somalia,SOM,2002,18.91118237088707
Somalia,SOM,2003,18.58739821754309
Somalia,SOM,2004,18.25681595638384
Somalia,SOM,2005,17.91884323574337
Somalia,SOM,2006,17.5737992078658
Somalia,SOM,2007,17.22107937385253
Somalia,SOM,2008,16.86012807198852
Somalia,SOM,2009,16.49119134948062
Somalia,SOM,2010,16.11346267351527
Somalia,SOM,2011,15.72668627967077
Somalia,SOM,2012,15.33082081817706
Somalia,SOM,2013,14.92557405851352
Somalia,SOM,2014,14.51046391054061
Somalia,SOM,2015,14.08523494423546
South Korea,KOR,2000,85.6431515768112
South Korea,KOR,2001,86.49455403963303
South Korea,KOR,2002,87.35097036670489
South Korea,KOR,2003,88.21240055802669
South Korea,KOR,2004,89.07884461359849
South Korea,KOR,2005,89.95030253342055
South Korea,KOR,2006,90.82677431749234
South Korea,KOR,2007,91.70825996581411
South Korea,KOR,2008,92.59475947838594
South Korea,KOR,2009,93.4862728552077
South Korea,KOR,2010,94.38280009627951
South Korea,KOR,2011,95.28434120160149
South Korea,KOR,2012,96.18984795820855
South Korea,KOR,2013,96.98583753037597
South Korea,KOR,2014,97.72424823960777
South Korea,KOR,2015,98.46265894883958
Spain,ESP,2000,93.53432397500588
Spain,ESP,2001,93.5356402145025
Spain,ESP,2002,93.64405058762188
Spain,ESP,2003,93.75269577517206
Spain,ESP,2004,93.86082432178138
Spain,ESP,2005,94.21601592819029
Spain,ESP,2006,94.57189665476275
Spain,ESP,2007,94.92847153856505
Spain,ESP,2008,95.28572891626523
Spain,ESP,2009,95.64366666067548
Spain,ESP,2010,96.00228278361142
Spain,ESP,2011,96.36157872529522
Spain,ESP,2012,96.72154736918834
Spain,ESP,2013,97.08218710937449
Spain,ESP,2014,97.42862076200065
Spain,ESP,2015,97.45063757566317
Sweden,SWE,2000,91.21792701290576
Sweden,SWE,2001,91.2865848006617
Sweden,SWE,2002,91.35621630044042
Sweden,SWE,2003,91.42591066683731
Sweden,SWE,2004,91.4955537938719
Sweden,SWE,2005,91.56514554186535
Sweden,SWE,2006,91.63760377477729
Sweden,SWE,2007,91.71276365278551
Sweden,SWE,2008,91.78793821167285
Sweden,SWE,2009,91.86301274344568
Sweden,SWE,2010,91.93798697134176
Sweden,SWE,2011,92.01297551061523
Sweden,SWE,2012,92.08792086886979
Sweden,SWE,2013,92.16233516059638
Sweden,SWE,2014,92.2366073853305
Sweden,SWE,2015,92.31083574435957
Switzerland,CHE,2000,97.8522738206137
Switzerland,CHE,2001,97.93834163904175
Switzerland,CHE,2002,98.02423629295619
Switzerland,CHE,2003,98.11034318848479
Switzerland,CHE,2004,98.19666232562778
Switzerland,CHE,2005,98.28319370438543
Switzerland,CHE,2006,98.36993732475794
Switzerland,CHE,2007,98.45689318674559
Switzerland,CHE,2008,98.54406129034861
Switzerland,CHE,2009,98.63142103855016
Switzerland,CHE,2010,98.71901083273175
Switzerland,CHE,2011,98.80681286852949
Switzerland,CHE,2012,98.89482714594354
Switzerland,CHE,2013,98.98337134125876
Switzerland,CHE,2014,99.01596435398297
Switzerland,CHE,2015,98.98724167410896
Tunisia,TUN,2000,57.70638110539443
Tunisia,TUN,2001,58.5562738554037
Tunisia,TUN,2002,59.40209081969266
Tunisia,TUN,2003,60.63453214835697
Tunisia,TUN,2004,61.86212675451304
Tunisia,TUN,2005,63.02400617911728
Tunisia,TUN,2006,64.19735670513245
Tunisia,TUN,2007,65.38224310441561
Tunisia,TUN,2008,66.57963706495167
Tunisia,TUN,2009,67.78824799576734
Tunisia,TUN,2010,69.00950849077168
Tunisia,TUN,2011,70.24257390163855
Tunisia,TUN,2012,71.49169170907734
Tunisia,TUN,2013,72.29854822150797
Tunisia,TUN,2014,73.08268241578301
Tunisia,TUN,2015,73.45685196089566
Turkey,TUR,2000,22.98509532648624
Turkey,TUR,2001,22.95237093031535
Turkey,TUR,2002,23.19533408708986
Turkey,TUR,2003,23.43469397365068
Turkey,TUR,2004,25.10857391298844
Turkey,TUR,2005,26.82201010971911
Turkey,TUR,2006,28.6288473920884
Turkey,TUR,2007,30.46680503720093
Turkey,TUR,2008,32.33358676123729
Turkey,TUR,2009,34.22875787266109
Turkey,TUR,2010,36.15181591750066
Turkey,TUR,2011,38.1023306263454
Turkey,TUR,2012,40.07972100110105
Turkey,TUR,2013,42.0833204847717
Turkey,TUR,2014,44.11250818331991
Turkey,TUR,2015,44.29239903299904
Tuvalu,TUV,2001,7.573868967309926
Tuvalu,TUV,2002,7.567556076094803
Tuvalu,TUV,2003,7.555068323082947
Tuvalu,TUV,2004,7.539409070541271
Tuvalu,TUV,2005,7.523765401682646
Tuvalu,TUV,2006,7.80169508620298
Tuvalu,TUV,2007,8.06205856960999
Tuvalu,TUV,2008,8.304855928832497
Tuvalu,TUV,2009,8.530335737779708
Tuvalu,TUV,2010,8.738510401844284
Tuvalu,TUV,2011,8.929457348087928
Tuvalu,TUV,2012,9.103254004251536
Tuvalu,TUV,2013,9.237427676935033
Tuvalu,TUV,2014,9.05842299176514
Tuvalu,TUV,2015,8.97960539818138
United Arab Emirates,ARE,2000,92.60765252393398
United Arab Emirates,ARE,2001,92.66787104558149
United Arab Emirates,ARE,2002,92.727083676259
United Arab Emirates,ARE,2003,92.78529040856797
United Arab Emirates,ARE,2004,92.84263495607625
United Arab Emirates,ARE,2005,92.89882987028987
United Arab Emirates,ARE,2006,92.95430630769695
United Arab Emirates,ARE,2007,93.00762704507639
United Arab Emirates,ARE,2008,93.05907951240793
United Arab Emirates,ARE,2009,93.10880742017679
United Arab Emirates,ARE,2010,93.15652331231256
United Arab Emirates,ARE,2011,93.20251462285428
United Arab Emirates,ARE,2012,93.24692506519706
United Arab Emirates,ARE,2013,93.28961090712035
United Arab Emirates,ARE,2014,93.3305721394812
United Arab Emirates,ARE,2015,93.37009620146311
United Kingdom,GBR,2000,97.35709513867971
United Kingdom,GBR,2001,97.36443257589035
United Kingdom,GBR,2002,97.38615093036499
United Kingdom,GBR,2003,97.40757512025064
United Kingdom,GBR,2004,97.42885190723625
United Kingdom,GBR,2005,97.4498345752866
United Kingdom,GBR,2006,97.47066987658444
United Kingdom,GBR,2007,97.49121110365861
United Kingdom,GBR,2008,97.5116049993741
United Kingdom,GBR,2009,97.53170486463549
United Kingdom,GBR,2010,97.55158407920955
United Kingdom,GBR,2011,97.5712426622277
United Kingdom,GBR,2012,97.59060728281307
United Kingdom,GBR,2013,97.6095312702758
United Kingdom,GBR,2014,97.62808800683628
United Kingdom,GBR,2015,97.64620417840798
United States,USA,2000,89.07441568544446
United States,USA,2001,89.10345367693913
United States,USA,2002,89.13181565642157
United States,USA,2003,89.15980649869432
United States,USA,2004,89.18773030806685
United States,USA,2005,89.21467708309012
United States,USA,2006,89.24155798095285
United States,USA,2007,89.26807005308521
United States,USA,2008,89.29421387735701
United States,USA,2009,89.31999003163813
United States,USA,2010,89.34509672309845
United States,USA,2011,89.37074381978427
United States,USA,2012,89.39632619504918
United States,USA,2013,89.42214564172326
United States,USA,2014,89.44820158193667
United States,USA,2015,89.49947361709839
Uruguay,URY,2000,61.54135765504337
Uruguay,URY,2001,61.59758521180584
Uruguay,URY,2002,61.65197085985331
Uruguay,URY,2003,61.70492366956346
Uruguay,URY,2004,61.75603488956556
Uruguay,URY,2005,61.94085459690702
Uruguay,URY,2006,62.12230792030643
Uruguay,URY,2007,62.30028964761465
Uruguay,URY,2008,62.47508689903329
Uruguay,URY,2009,62.64660275315324
Uruguay,URY,2010,62.8152956678928
Uruguay,URY,2011,62.98106459328057
Uruguay,URY,2012,63.14399636896124
Uruguay,URY,2013,63.30350909619632
Uruguay,URY,2014,63.45973930153529
Uruguay,URY,2015,63.6129824225675
Venezuela,VEN,2000,17.41286765909787
Venezuela,VEN,2001,17.53786765862355
Venezuela,VEN,2002,17.66952873460619
Venezuela,VEN,2003,17.80561062292939
Venezuela,VEN,2004,17.94102923466129
Venezuela,VEN,2005,18.07587082202445
Venezuela,VEN,2006,18.20997077672363
Venezuela,VEN,2007,18.34350949935392
Venezuela,VEN,2008,18.47640073769266
Venezuela,VEN,2009,18.60864449173991
Venezuela,VEN,2010,18.74024076149564
Venezuela,VEN,2011,18.8711895469599
Venezuela,VEN,2012,19.00149084813271
Venezuela,VEN,2013,19.12787577467454
Venezuela,VEN,2014,19.12085139753335
Venezuela,VEN,2015,19.11352811072659
West Bank and Gaza Strip,,2000,57.73401859950312
West Bank and Gaza Strip,,2001,57.90256409666087
West Bank and Gaza Strip,,2002,58.07146390543417
West Bank and Gaza Strip,,2003,58.24052357605926
West Bank and Gaza Strip,,2004,58.4099340500414
West Bank and Gaza Strip,,2005,58.57949772166812
West Bank and Gaza Strip,,2006,58.74930919063348
West Bank and Gaza Strip,,2007,58.91946621608622
West Bank and Gaza Strip,,2008,59.08976646401452
West Bank and Gaza Strip,,2009,59.26061252165297
West Bank and Gaza Strip,,2010,59.43200894546827
West Bank and Gaza Strip,,2011,59.60406372724776
West Bank and Gaza Strip,,2012,59.77657530618443
West Bank and Gaza Strip,,2013,59.94965087186149
West Bank and Gaza Strip,,2014,60.12340074494394
West Bank and Gaza Strip,,2015,60.26470764736719
World,OWID_WRL,2000,28.680814803552018
World,OWID_WRL,2001,28.917973518899405
World,OWID_WRL,2002,29.223321837245013
World,OWID_WRL,2003,29.907437793590084
World,OWID_WRL,2004,30.61490227749403
World,OWID_WRL,2005,31.34032771239751
World,OWID_WRL,2006,32.45099689137646
World,OWID_WRL,2007,33.20832956154091
World,OWID_WRL,2008,33.97256271418542
World,OWID_WRL,2009,34.73842399781566
World,OWID_WRL,2010,35.50493462715334
World,OWID_WRL,2011,36.259327833721905
World,OWID_WRL,2012,37.02306605771862
World,OWID_WRL,2013,37.76831306521307
World,OWID_WRL,2014,38.51057893986725
World,OWID_WRL,2015,39.25230860786617
