Entity,Code,Year,Household air pollution,Outdoor air pollution
Afghanistan,AFG,1990,20372,13085
Afghanistan,AFG,1995,27948,17602
Afghanistan,AFG,2000,31581,20097
Afghanistan,AFG,2005,36956,22285
Afghanistan,AFG,2006,36622,22493
Afghanistan,AFG,2010,31631,21195
Afghanistan,AFG,2016,34356,27426
Albania,ALB,1990,2159,1208
Albania,ALB,1995,1994,1085
Albania,ALB,2000,1794,1105
Albania,ALB,2005,1680,1176
Albania,ALB,2006,1565,1219
Albania,ALB,2010,1190,1398
Albania,ALB,2016,1003,1421
Algeria,DZA,1990,2502,7963
Algeria,DZA,1995,1630,8298
Algeria,DZA,2000,1018,9007
Algeria,DZA,2005,456,9062
Algeria,DZA,2006,393,9093
Algeria,DZA,2010,220,9547
Algeria,DZA,2016,111,12976
American Samoa,ASM,1990,11,2
American Samoa,ASM,1995,10,2
American Samoa,ASM,2000,9,3
American Samoa,ASM,2005,8,3
American Samoa,ASM,2006,8,2
American Samoa,ASM,2010,7,1
American Samoa,ASM,2016,6,2
Andorra,AND,1990,2,18
Andorra,AND,1995,1,21
Andorra,AND,2000,1,18
Andorra,AND,2005,1,21
Andorra,AND,2006,1,22
Andorra,AND,2010,1,24
Andorra,AND,2016,1,27
Angola,AGO,1990,12604,6469
Angola,AGO,1995,13317,6912
Angola,AGO,2000,13815,7772
Angola,AGO,2005,13316,8156
Angola,AGO,2006,12874,8068
Angola,AGO,2010,11864,7733
Angola,AGO,2016,7902,7327
Antigua and Barbuda,ATG,1990,4,21
Antigua and Barbuda,ATG,1995,3,20
Antigua and Barbuda,ATG,2000,2,19
Antigua and Barbuda,ATG,2005,2,18
Antigua and Barbuda,ATG,2006,2,18
Antigua and Barbuda,ATG,2010,1,16
Antigua and Barbuda,ATG,2016,1,19
Argentina,ARG,1990,4424,13842
Argentina,ARG,1995,3139,13912
Argentina,ARG,2000,2588,14637
Argentina,ARG,2005,2208,14962
Argentina,ARG,2006,2109,15011
Argentina,ARG,2010,1707,15424
Argentina,ARG,2016,1202,15807
Armenia,ARM,1990,2355,1913
Armenia,ARM,1995,2226,1984
Armenia,ARM,2000,1366,1926
Armenia,ARM,2005,1269,2117
Armenia,ARM,2006,1239,2184
Armenia,ARM,2010,867,2229
Armenia,ARM,2016,650,2148
Australia,AUS,1990,241,3864
Australia,AUS,1995,98,3764
Australia,AUS,2000,86,3533
Australia,AUS,2005,87,3154
Australia,AUS,2006,85,3057
Australia,AUS,2010,69,2669
Australia,AUS,2016,59,3098
Austria,AUT,1990,377,4904
Austria,AUT,1995,257,4464
Austria,AUT,2000,196,3995
Austria,AUT,2005,148,3542
Austria,AUT,2006,140,3492
Austria,AUT,2010,112,3407
Austria,AUT,2016,87,3454
Azerbaijan,AZE,1990,5458,5348
Azerbaijan,AZE,1995,5220,5341
Azerbaijan,AZE,2000,3481,5286
Azerbaijan,AZE,2005,2442,5425
Azerbaijan,AZE,2006,2257,5601
Azerbaijan,AZE,2010,2098,6469
Azerbaijan,AZE,2016,1849,6885
Bahamas,BHS,1990,15,61
Bahamas,BHS,1995,13,67
Bahamas,BHS,2000,11,68
Bahamas,BHS,2005,10,75
Bahamas,BHS,2006,10,71
Bahamas,BHS,2010,10,69
Bahamas,BHS,2016,10,95
Bahrain,BHR,1990,44,212
Bahrain,BHR,1995,28,228
Bahrain,BHR,2000,21,228
Bahrain,BHR,2005,11,217
Bahrain,BHR,2006,10,224
Bahrain,BHR,2010,8,253
Bahrain,BHR,2016,6,308
Bangladesh,BGD,1990,117467,82922
Bangladesh,BGD,1995,110913,81365
Bangladesh,BGD,2000,108085,82277
Bangladesh,BGD,2005,110898,94713
Bangladesh,BGD,2006,111627,96396
Bangladesh,BGD,2010,110340,100287
Bangladesh,BGD,2016,106871,115489
Barbados,BRB,1990,1,108
Barbados,BRB,1995,1,112
Barbados,BRB,2000,1,99
Barbados,BRB,2005,0,87
Barbados,BRB,2006,0,86
Barbados,BRB,2010,0,79
Barbados,BRB,2016,0,103
Belarus,BLR,1990,1590,11199
Belarus,BLR,1995,1513,12252
Belarus,BLR,2000,1091,11919
Belarus,BLR,2005,784,11796
Belarus,BLR,2006,677,11533
Belarus,BLR,2010,417,11406
Belarus,BLR,2016,244,9657
Belgium,BEL,1990,204,6705
Belgium,BEL,1995,130,6122
Belgium,BEL,2000,105,5837
Belgium,BEL,2005,85,5321
Belgium,BEL,2006,81,5215
Belgium,BEL,2010,68,5164
Belgium,BEL,2016,56,5230
Belize,BLZ,1990,55,58
Belize,BLZ,1995,45,68
Belize,BLZ,2000,39,79
Belize,BLZ,2005,31,67
Belize,BLZ,2006,30,66
Belize,BLZ,2010,33,68
Belize,BLZ,2016,31,76
Benin,BEN,1990,6640,4128
Benin,BEN,1995,7078,4395
Benin,BEN,2000,6949,4396
Benin,BEN,2005,6625,3817
Benin,BEN,2006,6592,3790
Benin,BEN,2010,6884,3913
Benin,BEN,2016,7056,5737
Bermuda,BMU,1990,8,24
Bermuda,BMU,1995,6,23
Bermuda,BMU,2000,5,21
Bermuda,BMU,2005,3,18
Bermuda,BMU,2006,3,17
Bermuda,BMU,2010,3,14
Bermuda,BMU,2016,2,14
Bhutan,BTN,1990,593,364
Bhutan,BTN,1995,462,314
Bhutan,BTN,2000,395,309
Bhutan,BTN,2005,306,336
Bhutan,BTN,2006,289,333
Bhutan,BTN,2010,237,337
Bhutan,BTN,2016,180,388
Bolivia,BOL,1990,6364,4390
Bolivia,BOL,1995,4890,4149
Bolivia,BOL,2000,3863,3871
Bolivia,BOL,2005,3398,4343
Bolivia,BOL,2006,3284,4211
Bolivia,BOL,2010,2916,3918
Bolivia,BOL,2016,2149,3751
Bosnia and Herzegovina,BIH,1990,4137,3519
Bosnia and Herzegovina,BIH,1995,3797,3246
Bosnia and Herzegovina,BIH,2000,2917,3019
Bosnia and Herzegovina,BIH,2005,2631,3095
Bosnia and Herzegovina,BIH,2006,2568,3132
Bosnia and Herzegovina,BIH,2010,2290,3216
Bosnia and Herzegovina,BIH,2016,2062,3432
Botswana,BWA,1990,641,341
Botswana,BWA,1995,712,420
Botswana,BWA,2000,889,608
Botswana,BWA,2005,796,609
Botswana,BWA,2006,753,585
Botswana,BWA,2010,600,524
Botswana,BWA,2016,450,627
Brazil,BRA,1990,40333,41829
Brazil,BRA,1995,31890,44940
Brazil,BRA,2000,21676,48031
Brazil,BRA,2005,17131,45887
Brazil,BRA,2006,16027,45053
Brazil,BRA,2010,12193,42486
Brazil,BRA,2016,8007,52742
Brunei,BRN,1990,12,19
Brunei,BRN,1995,2,20
Brunei,BRN,2000,0,17
Brunei,BRN,2005,0,29
Brunei,BRN,2006,0,29
Brunei,BRN,2010,0,29
Brunei,BRN,2016,0,39
Bulgaria,BGR,1990,4690,12801
Bulgaria,BGR,1995,3894,12197
Bulgaria,BGR,2000,3015,10942
Bulgaria,BGR,2005,2692,9820
Bulgaria,BGR,2006,2590,9945
Bulgaria,BGR,2010,2118,9719
Bulgaria,BGR,2016,1713,9339
Burkina Faso,BFA,1990,13124,8200
Burkina Faso,BFA,1995,13005,8159
Burkina Faso,BFA,2000,13160,8311
Burkina Faso,BFA,2005,12679,7728
Burkina Faso,BFA,2006,12535,7675
Burkina Faso,BFA,2010,12544,7892
Burkina Faso,BFA,2016,12653,10267
Burundi,BDI,1990,8426,4515
Burundi,BDI,1995,8414,4537
Burundi,BDI,2000,7679,4158
Burundi,BDI,2005,7474,3916
Burundi,BDI,2006,7372,3857
Burundi,BDI,2010,7510,3859
Burundi,BDI,2016,8485,4788
Cambodia,KHM,1990,12218,4950
Cambodia,KHM,1995,13784,5690
Cambodia,KHM,2000,13922,5936
Cambodia,KHM,2005,13201,6316
Cambodia,KHM,2006,12820,6106
Cambodia,KHM,2010,11795,5634
Cambodia,KHM,2016,10792,6002
Cameroon,CMR,1990,10721,9195
Cameroon,CMR,1995,12281,10672
Cameroon,CMR,2000,14002,12362
Cameroon,CMR,2005,14183,12135
Cameroon,CMR,2006,14322,12237
Cameroon,CMR,2010,15339,12801
Cameroon,CMR,2016,14661,16222
Canada,CAN,1990,112,7297
Canada,CAN,1995,80,7523
Canada,CAN,2000,64,7399
Canada,CAN,2005,56,7467
Canada,CAN,2006,54,7279
Canada,CAN,2010,47,6731
Canada,CAN,2016,44,7644
Cape Verde,CPV,1990,207,159
Cape Verde,CPV,1995,204,183
Cape Verde,CPV,2000,180,189
Cape Verde,CPV,2005,180,171
Cape Verde,CPV,2006,180,174
Cape Verde,CPV,2010,160,182
Cape Verde,CPV,2016,118,239
Caribbean,,1990,14775,15736
Caribbean,,1995,13992,16325
Caribbean,,2000,12571,16497
Caribbean,,2005,12071,16007
Caribbean,,2006,12072,15730
Caribbean,,2010,11968,14936
Caribbean,,2016,11474,17088
Central African Republic,CAF,1990,4707,2730
Central African Republic,CAF,1995,5229,3061
Central African Republic,CAF,2000,5630,3385
Central African Republic,CAF,2005,5728,3447
Central African Republic,CAF,2006,5954,3549
Central African Republic,CAF,2010,6162,3577
Central African Republic,CAF,2016,6212,4269
Central Asia,,1990,44198,50956
Central Asia,,1995,43151,54387
Central Asia,,2000,34713,53303
Central Asia,,2005,31563,52820
Central Asia,,2006,30258,52954
Central Asia,,2010,24484,52336
Central Asia,,2016,19735,54808
Central Europe,,1990,60701,129278
Central Europe,,1995,52958,116550
Central Europe,,2000,41954,101510
Central Europe,,2005,35026,93734
Central Europe,,2006,33089,93986
Central Europe,,2010,26902,95152
Central Europe,,2016,21428,90890
Central Sub-Saharan Africa,,1990,57087,31955
Central Sub-Saharan Africa,,1995,64065,36255
Central Sub-Saharan Africa,,2000,68213,40026
Central Sub-Saharan Africa,,2005,68379,40106
Central Sub-Saharan Africa,,2006,68942,40355
Central Sub-Saharan Africa,,2010,71675,41050
Central Sub-Saharan Africa,,2016,69459,47845
Chad,TCD,1990,7619,4632
Chad,TCD,1995,8600,5261
Chad,TCD,2000,10085,6295
Chad,TCD,2005,10805,6641
Chad,TCD,2006,11060,6791
Chad,TCD,2010,12169,7393
Chad,TCD,2016,12324,9182
Chile,CHL,1990,2664,4445
Chile,CHL,1995,2031,4401
Chile,CHL,2000,1432,4084
Chile,CHL,2005,1037,4248
Chile,CHL,2006,955,4189
Chile,CHL,2010,751,4415
Chile,CHL,2016,550,5000
China,CHN,1990,1285110,969657
China,CHN,1995,1269530,1055662
China,CHN,2000,1136164,1102410
China,CHN,2005,997600,1143314
China,CHN,2006,940272,1112394
China,CHN,2010,817744,1134227
China,CHN,2016,605098,1144746
Colombia,COL,1990,6525,7723
Colombia,COL,1995,5866,8447
Colombia,COL,2000,5115,8822
Colombia,COL,2005,5392,9794
Colombia,COL,2006,5637,9923
Colombia,COL,2010,5702,9400
Colombia,COL,2016,3891,10112
Comoros,COM,1990,449,169
Comoros,COM,1995,447,173
Comoros,COM,2000,422,170
Comoros,COM,2005,367,161
Comoros,COM,2006,369,160
Comoros,COM,2010,366,148
Comoros,COM,2016,338,161
Congo,COG,1990,2735,1754
Congo,COG,1995,3037,1995
Congo,COG,2000,3103,2193
Congo,COG,2005,2729,1974
Congo,COG,2006,2688,1951
Congo,COG,2010,2532,1860
Congo,COG,2016,2121,1983
Costa Rica,CRI,1990,453,575
Costa Rica,CRI,1995,356,652
Costa Rica,CRI,2000,263,721
Costa Rica,CRI,2005,197,698
Costa Rica,CRI,2006,186,672
Costa Rica,CRI,2010,151,618
Costa Rica,CRI,2016,136,852
Cote d'Ivoire,CIV,1990,12441,6369
Cote d'Ivoire,CIV,1995,14371,7737
Cote d'Ivoire,CIV,2000,14992,8423
Cote d'Ivoire,CIV,2005,15083,7839
Cote d'Ivoire,CIV,2006,15388,7985
Cote d'Ivoire,CIV,2010,15385,8201
Cote d'Ivoire,CIV,2016,15816,12515
Croatia,HRV,1990,1814,4060
Croatia,HRV,1995,1609,3783
Croatia,HRV,2000,1310,3548
Croatia,HRV,2005,1062,3435
Croatia,HRV,2006,1020,3430
Croatia,HRV,2010,851,3355
Croatia,HRV,2016,679,3530
Cuba,CUB,1990,828,5215
Cuba,CUB,1995,1039,5498
Cuba,CUB,2000,849,5454
Cuba,CUB,2005,627,5401
Cuba,CUB,2006,587,5236
Cuba,CUB,2010,469,4756
Cuba,CUB,2016,370,5449
Cyprus,CYP,1990,32,349
Cyprus,CYP,1995,19,351
Cyprus,CYP,2000,13,335
Cyprus,CYP,2005,9,313
Cyprus,CYP,2006,9,305
Cyprus,CYP,2010,7,311
Cyprus,CYP,2016,5,361
Czech Republic,CZE,1990,897,12656
Czech Republic,CZE,1995,663,9827
Czech Republic,CZE,2000,501,7894
Czech Republic,CZE,2005,413,7194
Czech Republic,CZE,2006,392,7101
Czech Republic,CZE,2010,339,7135
Czech Republic,CZE,2016,262,6716
Democratic Republic of Congo,COD,1990,35510,19987
Democratic Republic of Congo,COD,1995,41036,23214
Democratic Republic of Congo,COD,2000,44629,25653
Democratic Republic of Congo,COD,2005,45865,25646
Democratic Republic of Congo,COD,2006,46703,25896
Democratic Republic of Congo,COD,2010,50536,27041
Democratic Republic of Congo,COD,2016,52788,33329
Denmark,DNK,1990,72,3294
Denmark,DNK,1995,54,3100
Denmark,DNK,2000,42,2595
Denmark,DNK,2005,36,2238
Denmark,DNK,2006,34,2191
Denmark,DNK,2010,29,2035
Denmark,DNK,2016,23,1939
Djibouti,DJI,1990,455,340
Djibouti,DJI,1995,426,382
Djibouti,DJI,2000,335,401
Djibouti,DJI,2005,268,374
Djibouti,DJI,2006,263,376
Djibouti,DJI,2010,240,384
Djibouti,DJI,2016,184,435
Dominica,DMA,1990,25,20
Dominica,DMA,1995,18,22
Dominica,DMA,2000,10,18
Dominica,DMA,2005,8,18
Dominica,DMA,2006,7,18
Dominica,DMA,2010,6,17
Dominica,DMA,2016,4,21
Dominican Republic,DOM,1990,1530,1636
Dominican Republic,DOM,1995,1182,1783
Dominican Republic,DOM,2000,902,2169
Dominican Republic,DOM,2005,890,2163
Dominican Republic,DOM,2006,893,2230
Dominican Republic,DOM,2010,868,2475
Dominican Republic,DOM,2016,747,2989
East Asia,,1990,1307178,985527
East Asia,,1995,1294634,1074665
East Asia,,2000,1166211,1125344
East Asia,,2005,1032411,1170488
East Asia,,2006,975670,1140109
East Asia,,2010,855967,1164942
East Asia,,2016,645318,1181344
Eastern Europe,,1990,20459,215913
Eastern Europe,,1995,23237,256859
Eastern Europe,,2000,20328,239587
Eastern Europe,,2005,24122,240190
Eastern Europe,,2006,20883,227891
Eastern Europe,,2010,12610,211599
Eastern Europe,,2016,7961,198331
Eastern Sub-Saharan Africa,,1990,238736,106961
Eastern Sub-Saharan Africa,,1995,249633,113065
Eastern Sub-Saharan Africa,,2000,250342,115009
Eastern Sub-Saharan Africa,,2005,244472,108452
Eastern Sub-Saharan Africa,,2006,244536,108921
Eastern Sub-Saharan Africa,,2010,240063,108530
Eastern Sub-Saharan Africa,,2016,231546,121927
Ecuador,ECU,1990,2393,2211
Ecuador,ECU,1995,1813,2338
Ecuador,ECU,2000,1276,2405
Ecuador,ECU,2005,877,2593
Ecuador,ECU,2006,836,2508
Ecuador,ECU,2010,634,2210
Ecuador,ECU,2016,433,2267
Egypt,EGY,1990,6455,52108
Egypt,EGY,1995,3413,48437
Egypt,EGY,2000,1840,46952
Egypt,EGY,2005,880,52964
Egypt,EGY,2006,799,54619
Egypt,EGY,2010,557,61992
Egypt,EGY,2016,280,68895
El Salvador,SLV,1990,2207,1832
El Salvador,SLV,1995,1983,1897
El Salvador,SLV,2000,1554,1863
El Salvador,SLV,2005,1207,1845
El Salvador,SLV,2006,1138,1827
El Salvador,SLV,2010,904,1763
El Salvador,SLV,2016,697,2018
England,,1990,4965,34890
England,,1995,2434,32172
England,,2000,1369,27545
England,,2005,867,23272
England,,2006,791,22440
England,,2010,588,20484
England,,2016,482,21352
Equatorial Guinea,GNQ,1990,679,380
Equatorial Guinea,GNQ,1995,690,394
Equatorial Guinea,GNQ,2000,461,304
Equatorial Guinea,GNQ,2005,306,201
Equatorial Guinea,GNQ,2006,310,208
Equatorial Guinea,GNQ,2010,284,208
Equatorial Guinea,GNQ,2016,231,243
Eritrea,ERI,1990,3278,1796
Eritrea,ERI,1995,2607,1477
Eritrea,ERI,2000,2241,1421
Eritrea,ERI,2005,2293,1536
Eritrea,ERI,2006,2288,1578
Eritrea,ERI,2010,2165,1689
Eritrea,ERI,2016,1853,1846
Estonia,EST,1990,638,1157
Estonia,EST,1995,666,1089
Estonia,EST,2000,517,831
Estonia,EST,2005,431,713
Estonia,EST,2006,411,703
Estonia,EST,2010,289,563
Estonia,EST,2016,227,394
Ethiopia,ETH,1990,68899,34047
Ethiopia,ETH,1995,75896,37086
Ethiopia,ETH,2000,77355,37141
Ethiopia,ETH,2005,74704,33953
Ethiopia,ETH,2006,74091,34139
Ethiopia,ETH,2010,69203,33785
Ethiopia,ETH,2016,62153,37793
Fiji,FJI,1990,363,134
Fiji,FJI,1995,355,156
Fiji,FJI,2000,326,173
Fiji,FJI,2005,277,189
Fiji,FJI,2006,271,183
Fiji,FJI,2010,236,155
Fiji,FJI,2016,196,192
Finland,FIN,1990,141,2145
Finland,FIN,1995,89,1829
Finland,FIN,2000,65,1607
Finland,FIN,2005,46,1397
Finland,FIN,2006,44,1402
Finland,FIN,2010,35,1391
Finland,FIN,2016,26,1131
France,FRA,1990,1533,20963
France,FRA,1995,839,19950
France,FRA,2000,571,18668
France,FRA,2005,420,17166
France,FRA,2006,395,16960
France,FRA,2010,328,16920
France,FRA,2016,268,17389
Gabon,GAB,1990,851,635
Gabon,GAB,1995,756,678
Gabon,GAB,2000,577,719
Gabon,GAB,2005,435,682
Gabon,GAB,2006,412,682
Gabon,GAB,2010,295,632
Gabon,GAB,2016,204,693
Gambia,GMB,1990,856,529
Gambia,GMB,1995,863,533
Gambia,GMB,2000,881,555
Gambia,GMB,2005,971,546
Gambia,GMB,2006,983,563
Gambia,GMB,2010,972,598
Gambia,GMB,2016,1013,758
Georgia,GEO,1990,5156,4662
Georgia,GEO,1995,4432,3919
Georgia,GEO,2000,4348,3863
Georgia,GEO,2005,4864,4160
Georgia,GEO,2006,4653,4069
Georgia,GEO,2010,4153,4137
Georgia,GEO,2016,3091,3622
Germany,DEU,1990,3899,58048
Germany,DEU,1995,2519,49321
Germany,DEU,2000,1929,42708
Germany,DEU,2005,1593,38368
Germany,DEU,2006,1539,38041
Germany,DEU,2010,1316,37877
Germany,DEU,2016,1056,38873
Ghana,GHA,1990,11093,6217
Ghana,GHA,1995,11875,6754
Ghana,GHA,2000,13434,7946
Ghana,GHA,2005,15341,7999
Ghana,GHA,2006,15615,8219
Ghana,GHA,2010,16410,9067
Ghana,GHA,2016,14458,11989
Greece,GRC,1990,704,5577
Greece,GRC,1995,381,5475
Greece,GRC,2000,250,5546
Greece,GRC,2005,176,5222
Greece,GRC,2006,163,5286
Greece,GRC,2010,132,5929
Greece,GRC,2016,108,6404
Greenland,GRL,1990,3,9
Greenland,GRL,1995,2,8
Greenland,GRL,2000,2,9
Greenland,GRL,2005,2,8
Greenland,GRL,2006,1,7
Greenland,GRL,2010,1,5
Greenland,GRL,2016,1,3
Grenada,GRD,1990,41,43
Grenada,GRD,1995,21,42
Grenada,GRD,2000,12,39
Grenada,GRD,2005,7,37
Grenada,GRD,2006,7,36
Grenada,GRD,2010,5,32
Grenada,GRD,2016,3,39
Guam,GUM,1990,8,19
Guam,GUM,1995,8,22
Guam,GUM,2000,9,29
Guam,GUM,2005,11,36
Guam,GUM,2006,12,37
Guam,GUM,2010,14,41
Guam,GUM,2016,15,58
Guatemala,GTM,1990,6804,4237
Guatemala,GTM,1995,6796,4609
Guatemala,GTM,2000,6836,5035
Guatemala,GTM,2005,6422,4820
Guatemala,GTM,2006,6193,4601
Guatemala,GTM,2010,5350,4011
Guatemala,GTM,2016,4460,4176
Guinea,GIN,1990,9840,4282
Guinea,GIN,1995,11619,5120
Guinea,GIN,2000,11366,5076
Guinea,GIN,2005,10983,4566
Guinea,GIN,2006,11035,4670
Guinea,GIN,2010,11412,5203
Guinea,GIN,2016,11570,6684
Guinea-Bissau,GNB,1990,1657,863
Guinea-Bissau,GNB,1995,1668,879
Guinea-Bissau,GNB,2000,1738,923
Guinea-Bissau,GNB,2005,1751,813
Guinea-Bissau,GNB,2006,1756,835
Guinea-Bissau,GNB,2010,1825,948
