Entity,Code,Year,Without access to safe drinking water (people),With access to safe drinking water (people)
Gibraltar,GIB,2015,2316.334211,31911.665789127288
Greece,GRC,2000,11807.4579,10794000.542101925
Greece,GRC,2001,30646.92105,10831485.078952368
Greece,GRC,2002,42087.87552,10859934.12447776
Greece,GRC,2003,45548.71168,10882521.288321717
Greece,GRC,2004,50233.18309,10904907.816910477
Greece,GRC,2005,56560.43287,10930753.567132087
Greece,GRC,2006,57471.8181,10962890.181905061
Greece,GRC,2007,49206.1781,10999266.82189703
Greece,GRC,2008,45046.67771,11032794.322286464
Greece,GRC,2009,53581.59791,11053435.402093124
Greece,GRC,2010,66884.70169,11054456.298312375
Greece,GRC,2011,71980.24337,11032918.7566266
Greece,GRC,2012,52617.56511,10992393.434891393
Greece,GRC,2013,29435.8696,10935775.130400896
Greece,GRC,2014,13252.59855,10879160.401452022
Greece,GRC,2015,,10833653.175903855
Greenland,GRL,2000,3490.031049,52709.96895057477
Greenland,GRL,2001,3489.897624,52860.10237586212
Greenland,GRL,2002,3569.675848,53039.324152298905
Greenland,GRL,2003,3545.515737,53219.48426264373
Greenland,GRL,2004,3371.810683,53539.18931666672
Greenland,GRL,2005,3139.389218,53795.610782183954
Greenland,GRL,2006,2796.310983,53977.68901724141
Greenland,GRL,2007,2458.904478,54096.09552183911
Greenland,GRL,2008,2157.763616,54170.23638390807
Greenland,GRL,2009,2095.564617,54227.43538333336
Greenland,GRL,2010,2613.463022,54291.536978160955
Greenland,GRL,2011,2523.531124,54366.46887643686
Greenland,GRL,2012,2361.522257,54448.477742528805
Greenland,GRL,2013,2042.090482,54440.90951805
Greenland,GRL,2014,1908.887304,54386.11269555
Greenland,GRL,2015,1754.492241,54359.507759440006
Guatemala,GTM,2000,5786405.941,5864337.059232717
Guatemala,GTM,2001,5833601.15,6091344.850310797
Guatemala,GTM,2002,5882353.754,6326494.246217645
Guatemala,GTM,2003,5931415.176,6569062.8239122275
Guatemala,GTM,2004,5978983.841,6817941.159315388
Guatemala,GTM,2005,6023782.79,7072245.209841135
Guatemala,GTM,2006,6065340.44,7331667.559957494
Guatemala,GTM,2007,6103867.49,7596418.509908294
Guatemala,GTM,2008,6139601.464,7866764.5362954065
Guatemala,GTM,2009,6172973.893,8143234.106662985
Guatemala,GTM,2010,6204191.16,8426225.839808015
Guatemala,GTM,2011,6233161.116,8715757.884069901
Guatemala,GTM,2012,6259312.364,9011743.636009451
Guatemala,GTM,2013,6281939.342,9314274.658211824
Guatemala,GTM,2014,6300025.077,9623533.922800314
Guatemala,GTM,2015,6312847.814,9939581.18569256
Hungary,HUN,2000,4863728.068,5347242.93181858
Hungary,HUN,2001,4855042.482,5332533.5181491915
Hungary,HUN,2002,4840554.022,5318053.978469384
Hungary,HUN,2003,4825404.093,5304147.906714515
Hungary,HUN,2004,4569177.8,5537968.200285851
Hungary,HUN,2005,4314733.268,5772331.732313657
Hungary,HUN,2006,4063471.87,6007898.129959443
Hungary,HUN,2007,3811193.059,6244586.941070363
Hungary,HUN,2008,3557037.919,6481150.080808975
Hungary,HUN,2009,3307134.859,6715515.140686631
Hungary,HUN,2010,3054077.698,6945945.302386697
Hungary,HUN,2011,2800266.048,7171460.9516178975
Hungary,HUN,2012,2528147.543,7392214.456508191
Hungary,HUN,2013,2284141.006,7608940.994342704
Hungary,HUN,2014,2043349.248,7823118.751694593
Hungary,HUN,2015,1807067.341,8035960.659489808
Iceland,ISL,2000,29413.65387,251791.34612727264
Iceland,ISL,2001,28875.07649,256092.92350909114
Iceland,ISL,2002,27088.69795,260434.30204545445
Iceland,ISL,2003,24590.24684,264930.7531636366
Iceland,ISL,2004,22332.8084,269741.1915999999
Iceland,ISL,2005,21770.083,274963.91700000025
Iceland,ISL,2006,23100.92972,280681.0702818181
Iceland,ISL,2007,24753.55,286812.45000000024
Iceland,ISL,2008,24328.53117,293085.46882727265
Iceland,ISL,2009,19382.5776,299116.4224000003
Iceland,ISL,2010,13411.69853,304629.30147272715
Iceland,ISL,2011,9517.732364,309496.267636364
Iceland,ISL,2012,6908.307773,313807.6922272726
Iceland,ISL,2013,5998.005236,317765.9947636366
Iceland,ISL,2014,5694.893982,321691.1060181817
Iceland,ISL,2015,7053.115227,323761.8847727272
Iran,IRN,2000,6126586.467,60005267.532744005
Iran,IRN,2001,6153079.829,60943334.17126325
Iran,IRN,2002,6172580.675,61810749.32452263
Iran,IRN,2003,6186981.789,62625731.211462975
Iran,IRN,2004,6198871.051,63418228.94893542
Iran,IRN,2005,6264219.695,64157591.30493646
Iran,IRN,2006,6331910.105,64895969.895275265
Iran,IRN,2007,6405908.728,65625194.27188935
Iran,IRN,2008,6483940.444,66361601.5556364
Iran,IRN,2009,6563536.515,67124028.48501028
Iran,IRN,2010,6644340.888,67923170.11222821
Iran,IRN,2011,6726794.985,68764787.01477194
Iran,IRN,2012,6810848.041,69642725.95906854
Iran,IRN,2013,6896889.178,70538494.82196844
Iran,IRN,2014,6983644.016,71427447.98367974
Iran,IRN,2015,7070320.937,72290166.06266324
Ireland,IRL,2000,280754.4767,3524419.5233082143
Ireland,IRL,2001,267178.0078,3599064.9922118704
Ireland,IRL,2002,251631.2969,3680315.7030574246
Ireland,IRL,2003,228406.7014,3768114.2985706525
Ireland,IRL,2004,207916.1286,3862345.8713907236
Ireland,IRL,2005,197631.8227,3962282.1772963754
Ireland,IRL,2006,204472.9245,4069118.0754588335
Ireland,IRL,2007,217785.3497,4181156.650284615
Ireland,IRL,2008,198320.5324,4291223.467566212
Ireland,IRL,2009,145669.4751,4389705.52486572
Ireland,IRL,2010,90189.34376,4469965.656239209
Ireland,IRL,2011,51908.1018,4528175.898197458
Ireland,IRL,2012,32498.82177,4567034.1782277
Ireland,IRL,2013,29260.11308,4594555.886924326
Ireland,IRL,2014,35144.55894,4622595.441055278
Ireland,IRL,2015,66223.73852,4635733.261483832
Isle of Man,IMN,2011,,81887.3922647528
Isle of Man,IMN,2012,,82570.83803827752
Isle of Man,IMN,2013,,83228.29362041467
Isle of Man,IMN,2014,,83868.42240829347
Isle of Man,IMN,2015,,84497
Israel,ISR,2000,311972.6371,5977027.3629
Israel,ISR,2001,346412.878,6092587.122
Israel,ISR,2002,367850.3115,6202149.688500001
Israel,ISR,2003,377677.6482,6312022.3518
Israel,ISR,2004,378422.2745,6430577.7255
Israel,ISR,2005,366705.4297,6563394.5703
Israel,ISR,2006,340068.4996,6713631.500399999
Israel,ISR,2007,301554.6482,6878545.351799999
Israel,ISR,2008,258264.2288,7050535.7712
Israel,ISR,2009,266940.0804,7218659.9196
Israel,ISR,2010,248496.2448,7375103.7552000005
Israel,ISR,2011,248602.3374,7517197.6626
Israel,ISR,2012,262929.4927,7647570.507299999
Israel,ISR,2013,289370.6898,7770129.3102
Israel,ISR,2014,324647.8463,7891052.153700001
Israel,ISR,2015,365254.6196,8014845.3804
Italy,ITA,2000,7529827.795,49412280.2052904
Italy,ITA,2001,7051943.936,49922156.06404018
Italy,ITA,2002,6550623.235,50508383.76517411
Italy,ITA,2003,6171281.551,51141921.44887923
Italy,ITA,2004,5905922.67,51779404.32976495
Italy,ITA,2005,5581972.608,52387511.39194723
Italy,ITA,2006,5187901.602,52956077.39786742
Italy,ITA,2007,4947767.506,53490542.49397308
Italy,ITA,2008,4835163.495,53991567.50517939
Italy,ITA,2009,4630640.653,54464724.347054146
Italy,ITA,2010,4362872.987,54914544.01294804
Italy,ITA,2011,4041365.622,55338083.377591625
Italy,ITA,2012,3807157.455,55732559.54487296
Italy,ITA,2013,4130035.647,56103912.35322169
Italy,ITA,2014,4652319.657,56136820.343162246
Italy,ITA,2015,4712900.473,56017681.52725469
Japan,JPN,2000,5235314.499,121607685.5006684
Japan,JPN,2001,5290172.188,121858827.8115527
Japan,JPN,2002,5319952.091,122125047.90877321
Japan,JPN,2003,5327540.683,122390459.31738289
Japan,JPN,2004,5129484.731,122631515.26924188
Japan,JPN,2005,4889301.637,122883698.36317424
Japan,JPN,2006,4764273.975,123089726.02480675
Japan,JPN,2007,4748102.858,123252897.14180474
Japan,JPN,2008,4690978.81,123372021.19038431
Japan,JPN,2009,4599326.082,123447673.9178388
Japan,JPN,2010,4589391.322,123480608.67839043
Japan,JPN,2011,4363931.79,123469068.20962267
Japan,JPN,2012,4216351.646,123412648.35421436
Japan,JPN,2013,4129437.075,123315562.92522219
Japan,JPN,2014,4092183.172,123183816.82787436
Japan,JPN,2015,4118910.998,123022089.00187631
Jordan,JOR,2000,613591.7734,4489538.226564932
Jordan,JOR,2001,628901.6208,4564580.379238941
Jordan,JOR,2002,642347.965,4645140.035018226
Jordan,JOR,2003,657167.5926,4739606.407416073
Jordan,JOR,2004,677687.2654,4857907.734647537
Jordan,JOR,2005,707763.4919,5006347.508140946
Jordan,JOR,2006,745953.7798,5188278.220152133
Jordan,JOR,2007,793225.494,5399965.506029652
Jordan,JOR,2008,858364.4425,5631457.557485367
Jordan,JOR,2009,952622.7743,5868493.225733466
Jordan,JOR,2010,1082557.062,6099832.938382814
Jordan,JOR,2011,1252075.993,6322867.007365705
Jordan,JOR,2012,1454774.656,6537798.344317959
Jordan,JOR,2013,1673792.261,6739671.738982638
Jordan,JOR,2014,1885946.175,6923359.824587514
Jordan,JOR,2015,2074093.715,7085208.285119829
Kuwait,KWT,2000,121271,1929470
Kuwait,KWT,2001,119333,1990022
Kuwait,KWT,2002,101618,2042215
Kuwait,KWT,2003,73125,2095993
Kuwait,KWT,2004,41595,2166344
Kuwait,KWT,2005,13019,2263604
Kuwait,KWT,2006,,2389498
Kuwait,KWT,2007,,2538591
Kuwait,KWT,2008,,2705290
Kuwait,KWT,2009,,2881243
Kuwait,KWT,2010,,3059473
Kuwait,KWT,2011,,3239181
Kuwait,KWT,2012,,3419581
Kuwait,KWT,2013,4696,3593689
Kuwait,KWT,2014,29329,3753121
Kuwait,KWT,2015,43679,3892115
Kyrgyzstan,KGZ,2000,2601783.664,2296616.33604658
Kyrgyzstan,KGZ,2001,2628403.323,2316696.676637889
Kyrgyzstan,KGZ,2002,2648784.559,2341915.4405312673
Kyrgyzstan,KGZ,2003,2679185.925,2364114.0747856223
Kyrgyzstan,KGZ,2004,2716515.687,2388184.3131741635
Kyrgyzstan,KGZ,2005,2672440.5,2490159.4995994717
Kyrgyzstan,KGZ,2006,2617271.859,2601128.1411020523
Kyrgyzstan,KGZ,2007,2547762.827,2720637.173332297
Kyrgyzstan,KGZ,2008,2470090.513,2848609.4868200663
Kyrgyzstan,KGZ,2009,2399144.919,2984155.081369228
Kyrgyzstan,KGZ,2010,2320970.027,3126929.9727380816
Kyrgyzstan,KGZ,2011,2237350.707,3277249.2928849095
Kyrgyzstan,KGZ,2012,2171640.81,3435559.1899745665
Kyrgyzstan,KGZ,2013,2118796.307,3600803.6931725144
Kyrgyzstan,KGZ,2014,2064409.314,3771090.6861983566
Kyrgyzstan,KGZ,2015,2018086.317,3938813.682784533
Latvia,LVA,2000,441395.4411,1926154.5589240098
Latvia,LVA,2001,432502.7918,1904667.208184372
Latvia,LVA,2002,427361.3678,1882811.6321862652
Latvia,LVA,2003,428099.884,1859855.1159785795
Latvia,LVA,2004,426332.8537,1836789.1462985212
Latvia,LVA,2005,424601.3296,1814197.6704249494
Latvia,LVA,2006,426121.1572,1792235.8427693609
Latvia,LVA,2007,429506.2655,1770818.7345231688
Latvia,LVA,2008,427485.1934,1749836.8066494674
Latvia,LVA,2009,412633.0462,1729035.9538043388
Latvia,LVA,2010,389247.5404,1708307.459605082
Latvia,LVA,2011,372211.9876,1687497.0123742728
Latvia,LVA,2012,367422.563,1666896.437022906
Latvia,LVA,2013,365449.4984,1647197.5016034823
Latvia,LVA,2014,364444.5839,1629337.4160502893
Latvia,LVA,2015,362974.2574,1614552.7425892302
Lebanon,LBN,2000,1812178.628,1423187.3720431174
Lebanon,LBN,2001,1873988.841,1485870.1589063436
Lebanon,LBN,2002,1956592.628,1566244.372232358
Lebanon,LBN,2003,2047080.088,1654383.9124716315
Lebanon,LBN,2004,2127456.648,1735810.351587205
Lebanon,LBN,2005,2186112.01,1800739.9897074057
Lebanon,LBN,2006,2215350.844,1841999.155540811
Lebanon,LBN,2007,2221949.53,1864516.470444156
Lebanon,LBN,2008,2225907.947,1885139.0525410157
Lebanon,LBN,2009,2254968.933,1928187.0666307865
Lebanon,LBN,2010,2327069.901,2010071.0987484353
Lebanon,LBN,2011,2449505.316,2138862.6838851864
Lebanon,LBN,2012,2611024.704,2305379.2959422427
Lebanon,LBN,2013,2788440.711,2487661.2889242535
Lebanon,LBN,2014,2949418.851,2653860.1491594235
Lebanon,LBN,2015,3070976.081,2780502.918711275
Liechtenstein,LIE,2000,4,33282
Liechtenstein,LIE,2001,8,33663
Liechtenstein,LIE,2002,23,33995
Liechtenstein,LIE,2003,31,34290
Liechtenstein,LIE,2004,27,34569
Liechtenstein,LIE,2005,0,34852
Liechtenstein,LIE,2006,,35141
Liechtenstein,LIE,2007,,35431
Liechtenstein,LIE,2008,,35721
Liechtenstein,LIE,2009,,36004
Liechtenstein,LIE,2010,,36276
Liechtenstein,LIE,2011,,36537
Liechtenstein,LIE,2012,,36791
Liechtenstein,LIE,2013,,37040
Liechtenstein,LIE,2014,,37286
Liechtenstein,LIE,2015,,37531
Lithuania,LTU,2000,1032158.409,2467377.59149107
Lithuania,LTU,2001,1008891.095,2461926.9050158286
Lithuania,LTU,2002,986043.0515,2457023.9485014146
Lithuania,LTU,2003,963529.5295,2451683.4704800053
Lithuania,LTU,2004,892475.7152,2484599.2847590093
Lithuania,LTU,2005,808311.732,2514216.268034763
Lithuania,LTU,2006,729652.8323,2540256.167660453
Lithuania,LTU,2007,668553.5401,2562740.459937505
Lithuania,LTU,2008,616585.3803,2581645.6197176133
Lithuania,LTU,2009,566031.6957,2596884.304257543
Lithuania,LTU,2010,488415.2183,2608866.7817466413
Lithuania,LTU,2011,410733.9253,2617381.0746971285
Lithuania,LTU,2012,364777.1454,2622995.8545700177
Lithuania,LTU,2013,329209.3702,2628479.629779837
Lithuania,LTU,2014,294641.0431,2637725.9568583206
Lithuania,LTU,2015,265573.804,2639336.1960012675
Luxembourg,LUX,2000,8469.74427,427830.25573021435
Luxembourg,LUX,2001,9642.414349,431882.5856506568
Luxembourg,LUX,2002,10799.54507,435375.4549339051
Luxembourg,LUX,2003,12702.12347,438927.87653382355
Luxembourg,LUX,2004,14718.96292,443376.03707932244
Luxembourg,LUX,2005,15846.3497,449311.6503022472
Luxembourg,LUX,2006,15742.86012,456894.13987825677
Luxembourg,LUX,2007,14083.26265,465909.73734551395
Luxembourg,LUX,2008,12531.68974,476118.31026143994
Luxembourg,LUX,2009,10666.68989,487116.3101141352
Luxembourg,LUX,2010,8392.480354,498560.5196463596
Luxembourg,LUX,2011,7890.217843,510456.7821569831
Luxembourg,LUX,2012,8194.498682,522751.5013177956
Luxembourg,LUX,2013,8404.438483,534955.5615168159
Luxembourg,LUX,2014,9864.538104,546454.4618962272
Luxembourg,LUX,2015,12781.03967,556822.9603291199
Macao,MAC,2000,,431777.42790000007
Macao,MAC,2001,124.4264,437956.57360000006
Macao,MAC,2002,4851.2534,444044.7466000001
Macao,MAC,2003,9528.2262,450618.7738000001
Macao,MAC,2004,13001.84627,458451.1537333334
Macao,MAC,2005,14530.58383,468028.4161666667
Macao,MAC,2006,13705.39025,479614.60974545457
Macao,MAC,2007,10907.07443,492915.925569697
Macao,MAC,2008,7172.380412,507175.61958787875
Macao,MAC,2009,3998.060864,521314.9391363637
Macao,MAC,2010,2424.003939,534544.9960606061
Macao,MAC,2011,2828.234321,546610.765678788
Macao,MAC,2012,4828.846873,557702.1531272727
Macao,MAC,2013,7834.920073,568006.0799272727
Macao,MAC,2014,10905.5276,577875.4724
Macao,MAC,2015,13362.70936,587579.2906363637
Macedonia,MKD,2000,204147.8377,1830671.1622867337
Macedonia,MKD,2001,204223.6177,1838618.382306295
Macedonia,MKD,2002,204562.9975,1844365.0024563642
Macedonia,MKD,2003,205003.4594,1848422.5405663045
Macedonia,MKD,2004,205299.1355,1851747.8645418414
Macedonia,MKD,2005,199041.5399,1861230.4600660354
Macedonia,MKD,2006,192135.1876,1871009.8123667585
Macedonia,MKD,2007,184714.6569,1880743.3430763774
Macedonia,MKD,2008,176915.6679,1890462.3321242034
Macedonia,MKD,2009,168905.5165,1900187.4835439736
Macedonia,MKD,2010,189347.6187,1881391.3813288312
Macedonia,MKD,2011,223940.249,1848442.7510418736
Macedonia,MKD,2012,258716.7717,1815319.228335215
Macedonia,MKD,2013,293724.8674,1782014.1325512063
Macedonia,MKD,2014,318767.8348,1758727.1651909326
Macedonia,MKD,2015,344011.5787,1735296.4213410174
Malaysia,MYS,2000,1228266.855,21957341.145203643
Malaysia,MYS,2001,1249396.794,22449510.20578283
Malaysia,MYS,2002,1336090.121,22862720.879465237
Malaysia,MYS,2003,1427858.995,23260844.004967626
Malaysia,MYS,2004,1519176.347,23654932.652562603
Malaysia,MYS,2005,1608452.698,24050940.302216582
Malaysia,MYS,2006,1693368.326,24450197.673866365
Malaysia,MYS,2007,1775139.51,24850705.490335725
Malaysia,MYS,2008,1859832.824,25251236.175866388
Malaysia,MYS,2009,1955879.928,25649503.072030656
Malaysia,MYS,2010,2068454.419,26043834.5810642
Malaysia,MYS,2011,2200766.261,26434361.738603804
Malaysia,MYS,2012,2349275.968,26821180.03249281
Malaysia,MYS,2013,2503467.654,27203256.34586247
Malaysia,MYS,2014,2648630.257,27579386.742932532
Malaysia,MYS,2015,2774360.605,27948794.394974977
Malta,MLT,2000,2984.436,387102.5640000001
Malta,MLT,2001,3782.8646,389245.1354
Malta,MLT,2002,4899.2296,391069.77040000004
Malta,MLT,2003,5801.798857,392780.2011428572
Malta,MLT,2004,6583.5164,394684.48360000004
Malta,MLT,2005,6853.455429,396980.5445714286
Malta,MLT,2006,5541.680343,399766.3196571429
Malta,MLT,2007,3786.197486,402937.80251428566
Malta,MLT,2008,3137.9456,406241.0544000001
Malta,MLT,2009,3165.79,409311.21
Malta,MLT,2010,2620.598857,411887.40114285715
Malta,MLT,2011,2382.291429,413885.7085714286
Malta,MLT,2012,4633.860914,415394.1390857143
Malta,MLT,2013,9434.327029,416532.6729714286
Malta,MLT,2014,17061.76391,417496.23608571436
Malta,MLT,2015,26622.24,418430.76000000007
Martinique,MTQ,2000,,366833.7815658301
Martinique,MTQ,2001,,369674.47849298286
Martinique,MTQ,2002,,372125.6103760716
Martinique,MTQ,2003,,374100.9231542452
Martinique,MTQ,2004,,375519.84984758776
Martinique,MTQ,2005,,379063.92564585136
Martinique,MTQ,2006,,382027.7366119261
Martinique,MTQ,2007,,384371.2415839696
Martinique,MTQ,2008,,386365.74849681184
Martinique,MTQ,2009,,388394.9984910977
Martinique,MTQ,2010,,390745.08095930534
Martinique,MTQ,2011,,393544.7193433796
Martinique,MTQ,2012,,394136.56088583876
Martinique,MTQ,2013,,394806.54353464814
Martinique,MTQ,2014,,395408.9207708624
Martinique,MTQ,2015,,395746.9834493027
Mayotte,MYT,2008,,166249.15999999997
Mayotte,MYT,2009,,171520.04099999997
Mayotte,MYT,2010,,176788.38099999996
Mayotte,MYT,2011,,182040.62799999997
Mayotte,MYT,2012,,187291.18099999998
Mayotte,MYT,2013,,192563.75599999996
Mayotte,MYT,2014,,197888.84499999997
Mayotte,MYT,2015,,203292.70499999996
Mexico,MEX,2000,61913144.1,39806528.899928644
Mexico,MEX,2001,62415511.88,40651556.12455996
Mexico,MEX,2002,62890387.32,41465220.67735239
Mexico,MEX,2003,63368610.15,42271842.85348021
Mexico,MEX,2004,63889399.19,43106183.8066427
Mexico,MEX,2005,64479114.07,43993113.926772416
Mexico,MEX,2006,65148963.53,44943414.46980863
Mexico,MEX,2007,65887738.56,45948607.44091022
Mexico,MEX,2008,66670450.81,46991358.187107
Mexico,MEX,2009,67460981.3,48044246.69887404
Mexico,MEX,2010,68232368.99,49086572.00702863
Mexico,MEX,2011,68977788.24,50112228.75749723
Mexico,MEX,2012,69702429.76,51125877.24279698
Mexico,MEX,2013,70406556.13,52129412.86748098
Mexico,MEX,2014,71093494.15,53128105.84950513
Mexico,MEX,2015,71765373.51,54125575.48929282
Moldova,MDA,2000,2112031.313,1527560.6866398493
Moldova,MDA,2001,2012080.6,1619381.3998749321
Moldova,MDA,2002,1909422.129,1713639.8714893337
Moldova,MDA,2003,1803283.865,1809590.1349594567
Moldova,MDA,2004,1698384.832,1905560.167631011
Moldova,MDA,2005,1595102.221,2000084.7791451444
Moldova,MDA,2006,1492809.977,2092399.0231186529
Moldova,MDA,2007,1394058.201,2182851.799308902
Moldova,MDA,2008,1297766.48,2272341.519828092
Moldova,MDA,2009,1202952.216,2362651.784300501
Moldova,MDA,2010,1106858.764,2455186.2364730844
Moldova,MDA,2011,1009358.594,2550627.405817085
Moldova,MDA,2012,910866.8636,2648652.136400397
Moldova,MDA,2013,810118.0627,2748447.9372615702
Moldova,MDA,2014,707873.1192,2848523.880803154
Moldova,MDA,2015,707630.859,2846477.141011525
Monaco,MCO,2000,1,32081.000000000004
Monaco,MCO,2001,,32363.999999999996
Monaco,MCO,2002,,32648.000000000004
Monaco,MCO,2003,,32960
Monaco,MCO,2004,,33339
Monaco,MCO,2005,,33808
Monaco,MCO,2006,24,34384
Monaco,MCO,2007,65,35046
Monaco,MCO,2008,122,35731
Monaco,MCO,2009,183,36351
Monaco,MCO,2010,249,36845
Monaco,MCO,2011,308,37189
Monaco,MCO,2012,379,37404
Monaco,MCO,2013,443,37528
Monaco,MCO,2014,509,37623
Monaco,MCO,2015,576,37731
Montenegro,MNE,2006,100535.3162,514489.6838434443
Montenegro,MNE,2007,91356.41815,524518.5818485416
Montenegro,MNE,2008,82346.36648,534622.63352292
Montenegro,MNE,2009,73522.85146,544771.1485375041
Montenegro,MNE,2010,64491.63348,554936.3665205776
Montenegro,MNE,2011,62527.48244,557551.5175603005
Montenegro,MNE,2012,61588.96245,559012.0375523205
Montenegro,MNE,2013,61269.08425,559937.9157489102
Montenegro,MNE,2014,61079.24,560730.7600040917
Montenegro,MNE,2015,60782.12643,561376.8735691215
Morocco,MAR,2000,12991954.34,15857666.657687055
Morocco,MAR,2001,12890040.98,16291791.022027493
Morocco,MAR,2002,12791873.39,16720494.60989617
Morocco,MAR,2003,12696263.13,17147673.873171624
Morocco,MAR,2004,12599694.38,17579590.61552032
Morocco,MAR,2005,12470733.93,18050336.07174079
Morocco,MAR,2006,12331718.45,18537627.55052026
Morocco,MAR,2007,12190116.55,19035764.44645769
Morocco,MAR,2008,12048436.43,19548418.571870808
Morocco,MAR,2009,11910329.12,20079567.88218204
Morocco,MAR,2010,11777600.62,20632038.37945341
Morocco,MAR,2011,11650491.48,21208331.5231982
Morocco,MAR,2012,11526699.23,21807089.76813689
Morocco,MAR,2013,11404046.85,22420722.15423118
Morocco,MAR,2014,11279768.57,23038313.430166535
Morocco,MAR,2015,11151842.02,23651479.9795542
Nepal,NPL,2000,18043505.26,5697405.735512718
Nepal,NPL,2001,18314853.43,5846923.565134898
Nepal,NPL,2002,18582145.36,5984196.639530408
Nepal,NPL,2003,18833923.96,6116699.04192263
Nepal,NPL,2004,19064799.77,6244649.226477568
Nepal,NPL,2005,19271872.08,6368414.9224128155
Nepal,NPL,2006,19452935.02,6487682.976709097
Nepal,NPL,2007,19611772.34,6603074.658667049
Nepal,NPL,2008,19758679.92,6717179.078633974
Nepal,NPL,2009,19907696.24,6833406.7642461
Nepal,NPL,2010,20068795.27,6954341.7286928985
Nepal,NPL,2011,20246003.12,7081143.879739876
Nepal,NPL,2012,20436509.73,7213415.266776958
Nepal,NPL,2013,20635372.12,7349937.876371068
Nepal,NPL,2014,20834592.31,7488648.6897565955
Nepal,NPL,2015,21028379.03,7627902.966869334
Netherlands,NLD,2000,31518.00531,15893994.994692514
Netherlands,NLD,2001,62313.19111,15983866.808888214
Netherlands,NLD,2002,73482.87451,16075446.125489205
Netherlands,NLD,2003,59349.9562,16165952.043796804
Netherlands,NLD,2004,30343.86378,16251435.136221142
Netherlands,NLD,2005,,16329187.259902863
Netherlands,NLD,2006,,16398146.29845925
Netherlands,NLD,2007,,16459569.774649886
Netherlands,NLD,2008,,16515895.777625551
Netherlands,NLD,2009,,16570698.798565745
Netherlands,NLD,2010,,16626585.192041628
Netherlands,NLD,2011,8712.405282,16684361.594718177
Netherlands,NLD,2012,11664.90021,16743297.099785019
Netherlands,NLD,2013,1819.093612,16802612.906388216
Netherlands,NLD,2014,4058.449793,16860949.550207045
Netherlands,NLD,2015,22593.44224,16917329.55776068
New Caledonia,NCL,2000,32151.54371,181078.4562909111
New Caledonia,NCL,2001,32876.57402,184447.42598442384
New Caledonia,NCL,2002,33768.4563,187721.54370294642
New Caledonia,NCL,2003,32580.38937,192715.61062835203
New Caledonia,NCL,2004,31020.32187,197729.67812732523
New Caledonia,NCL,2005,29464.14808,202785.85192180352
New Caledonia,NCL,2006,27860.81821,207889.18178662125
New Caledonia,NCL,2007,26215.92942,213034.07058350672
New Caledonia,NCL,2008,24533.4599,218216.5400971882
New Caledonia,NCL,2009,22519.3673,223430.63270187765
New Caledonia,NCL,2010,21079.81729,228670.18270509515
New Caledonia,NCL,2011,20414.6292,233935.37079684535
New Caledonia,NCL,2012,19766.98259,239233.0174141535
New Caledonia,NCL,2013,19081.70235,244568.29765012822
New Caledonia,NCL,2014,18096.68213,249953.31787407168
New Caledonia,NCL,2015,17004.23059,255395.76940819423
New Zealand,NZL,2000,899634.8615,2958065.138533316
New Zealand,NZL,2001,885114.7464,2995385.2535777595
New Zealand,NZL,2002,911112.4623,3037387.5376666486
New Zealand,NZL,2003,944961.1623,3082238.8376666484
New Zealand,NZL,2004,960345.4605,3127154.5395333148
New Zealand,NZL,2005,963872.2178,3170027.7821999807
New Zealand,NZL,2006,872686.3431,3311913.6568888733
New Zealand,NZL,2007,769436.172,3454363.8279777644
New Zealand,NZL,2008,663128.1813,3596671.8186666565
New Zealand,NZL,2009,564449.5274,3738150.472622215
New Zealand,NZL,2010,472363.2768,3878336.723155551
New Zealand,NZL,2011,367600.891,4016399.108999999
New Zealand,NZL,2012,255719.2113,4152380.7887111134
New Zealand,NZL,2013,154145.0714,4287954.928622228
New Zealand,NZL,2014,83947.9208,4425752.079200008
New Zealand,NZL,2015,67174,4528526
Nicaragua,NIC,2000,2289988.257,2736807.7428489886
Nicaragua,NIC,2001,2276303.597,2824446.4032247006
Nicaragua,NIC,2002,2260460.111,2911273.8885494745
Nicaragua,NIC,2003,2265999.678,2974879.3223603466
Nicaragua,NIC,2004,2288309.632,3021393.367880181
Nicaragua,NIC,2005,2310787.877,3068540.122933087
Nicaragua,NIC,2006,2333304.884,3116906.1155946315
Nicaragua,NIC,2007,2355794.21,3166311.7900647377
Nicaragua,NIC,2008,2378025.13,3216480.869719617
Nicaragua,NIC,2009,2399608.262,3266972.7382661947
Nicaragua,NIC,2010,2420304.621,3317418.3792863446
Nicaragua,NIC,2011,2440063.289,3367756.710572076
Nicaragua,NIC,2012,2458971.8,3418136.200389578
Nicaragua,NIC,2013,2477075.733,3468671.2667392488
Nicaragua,NIC,2014,2494456.849,3519540.1506571905
Nicaragua,NIC,2015,2511196.584,3570838.4155031517
Nigeria,NGA,2000,101740483.7,20611525.34832507
Nigeria,NGA,2001,103628318.1,21835115.86987517
Nigeria,NGA,2002,105870463.4,22796246.64461017
Nigeria,NGA,2003,108201181.1,23771351.853856605
Nigeria,NGA,2004,110631515.9,24762100.112527903
Nigeria,NGA,2005,113170068,25769409.988493234
Nigeria,NGA,2006,115820508.5,26793585.51590515
Nigeria,NGA,2007,118583016.3,27834007.677697476
Nigeria,NGA,2008,121471537.9,28875852.06751475
Nigeria,NGA,2009,124574517.1,29827663.857622895
