Entity,Code,Year,Low-carbon energy (%)
Australia,AUS,2011,5.09195732841648
Australia,AUS,2012,5.096044675083685
Australia,AUS,2013,5.950693026542199
Australia,AUS,2014,5.400636240154026
Australia,AUS,2015,5.753299973564715
Australia,AUS,2016,6.659764712690204
Australia,AUS,2017,6.317158467696206
Australia,AUS,2018,7.706474163471087
Austria,AUT,1965,22.968958738486567
Austria,AUT,1966,23.66961825179987
Austria,AUT,1967,23.932495137188752
Austria,AUT,1968,22.971557125291184
Austria,AUT,1969,20.322181872143357
Austria,AUT,1970,22.66209137867787
Austria,AUT,1971,17.876214626654416
Austria,AUT,1972,17.75708382191722
Austria,AUT,1973,18.364696090541692
Austria,AUT,1974,21.689098723929902
Austria,AUT,1975,22.91045674271465
Austria,AUT,1976,19.04283079679677
Austria,AUT,1977,23.133608600477128
Austria,AUT,1978,22.168011806848114
Austria,AUT,1979,23.617069295193552
Austria,AUT,1980,24.60010202086725
Austria,AUT,1981,26.926012597897653
Austria,AUT,1982,27.91454822776353
Austria,AUT,1983,27.72221460527139
Austria,AUT,1984,24.471437943458906
Austria,AUT,1985,26.747900069918146
Austria,AUT,1986,27.715532383298306
Austria,AUT,1987,29.661903001645218
Austria,AUT,1988,30.17138525380478
Austria,AUT,1989,29.857972057174553
Austria,AUT,1990,26.4565902208657
Austria,AUT,1991,25.199838987227945
Austria,AUT,1992,28.46347220966391
Austria,AUT,1993,29.46463152828746
Austria,AUT,1994,28.727944598805617
Austria,AUT,1995,28.895050779708026
Austria,AUT,1996,26.467181768627494
Austria,AUT,1997,27.420123891911764
Austria,AUT,1998,27.871890991556132
Austria,AUT,1999,29.61193448082303
Austria,AUT,2000,30.28784542868725
Austria,AUT,2001,28.353102268549364
Austria,AUT,2002,28.005589151863354
Austria,AUT,2003,23.18119507123286
Austria,AUT,2004,25.6555885064408
Austria,AUT,2005,25.88748985090274
Austria,AUT,2006,25.975224739162933
Austria,AUT,2007,28.181122605429078
Austria,AUT,2008,28.522618311870808
Austria,AUT,2009,31.08483494614579
Austria,AUT,2010,28.622895402246602
Austria,AUT,2011,27.792597254711325
Austria,AUT,2012,33.14342151782281
Austria,AUT,2013,32.91854280057522
Austria,AUT,2014,33.91608038685379
Austria,AUT,2015,32.04502727539787
Austria,AUT,2016,33.29945012876282
Austria,AUT,2017,32.393142529903606
Austria,AUT,2018,32.17996412432348
Azerbaijan,AZE,1985,1.4741666024581077
Azerbaijan,AZE,1986,0.8388298453997924
Azerbaijan,AZE,1987,0.8656170437591213
Azerbaijan,AZE,1988,0.750797365928942
Azerbaijan,AZE,1989,0.7362501896391765
Azerbaijan,AZE,1990,1.6796677010225067
Azerbaijan,AZE,1991,1.8553015884887714
Azerbaijan,AZE,1992,2.152289870260976
Azerbaijan,AZE,1993,3.4499132209748624
Azerbaijan,AZE,1994,2.8304618363081477
Azerbaijan,AZE,1995,2.5589640559395317
Azerbaijan,AZE,1996,3.0840995104579236
Azerbaijan,AZE,1997,3.5895805422819427
Azerbaijan,AZE,1998,4.077096719036589
Azerbaijan,AZE,1999,3.1574299788554443
Azerbaijan,AZE,2000,3.080461705860805
Azerbaijan,AZE,2001,2.7089711436124175
Azerbaijan,AZE,2002,4.261930201289755
Azerbaijan,AZE,2003,4.8171806147827665
Azerbaijan,AZE,2004,4.736651378187927
Azerbaijan,AZE,2005,4.771123855646218
Azerbaijan,AZE,2006,4.055462703103874
Azerbaijan,AZE,2007,4.207925079889528
Azerbaijan,AZE,2008,3.9336711760848306
Azerbaijan,AZE,2009,4.607838740119682
Azerbaijan,AZE,2010,6.965527694680803
Azerbaijan,AZE,2011,4.860224126765526
Azerbaijan,AZE,2012,3.210580654097412
Azerbaijan,AZE,2013,2.671033507920962
Azerbaijan,AZE,2014,2.3401636871065756
Azerbaijan,AZE,2015,2.6713058204358755
Azerbaijan,AZE,2016,3.265765034217586
Azerbaijan,AZE,2017,2.9907258755351354
Azerbaijan,AZE,2018,3.097062970535852
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,2.9032079587810338
Bangladesh,BGD,1973,4.450013372996023
Bangladesh,BGD,1974,3.1591660260965138
Bangladesh,BGD,1975,4.998447625581927
Bangladesh,BGD,1976,4.936384513079521
Bangladesh,BGD,1977,4.251955927355942
Bangladesh,BGD,1978,4.5692461369108965
Bangladesh,BGD,1979,4.786112672242518
Bangladesh,BGD,1980,4.216211997671359
Bangladesh,BGD,1981,4.489362254575823
Bangladesh,BGD,1982,3.4007324816897464
Bangladesh,BGD,1983,4.358011926927165
Bangladesh,BGD,1984,5.470433121054025
Bangladesh,BGD,1985,4.0486988639014845
Bangladesh,BGD,1986,2.260369033996834
Bangladesh,BGD,1987,2.3531877523733797
Bangladesh,BGD,1988,2.760109233651527
Bangladesh,BGD,1989,3.4928329899067765
Bangladesh,BGD,1990,3.1620981580245426
Bangladesh,BGD,1991,3.1067957804167325
Bangladesh,BGD,1992,2.7045778735297743
Bangladesh,BGD,1993,1.877099149760806
Bangladesh,BGD,1994,2.4652556342155965
Bangladesh,BGD,1995,0.9150103500173546
Bangladesh,BGD,1996,1.7369617163604343
Bangladesh,BGD,1997,1.608155721198924
Bangladesh,BGD,1998,1.8170159282809004
Bangladesh,BGD,1999,1.729958848186165
Bangladesh,BGD,2000,1.4506143172877275
Bangladesh,BGD,2001,1.682858293312549
Bangladesh,BGD,2002,1.2297951855300198
Bangladesh,BGD,2003,1.1614011033599005
Bangladesh,BGD,2004,1.1241832586058216
Bangladesh,BGD,2005,1.0597964206092796
Bangladesh,BGD,2006,1.0036311789500911
Bangladesh,BGD,2007,0.9651504274184131
Bangladesh,BGD,2008,1.1630776543243329
Bangladesh,BGD,2009,0.4914834742842577
Bangladesh,BGD,2010,0.8176896646239362
Bangladesh,BGD,2011,0.9225264358854846
Bangladesh,BGD,2012,0.7925429544444477
Bangladesh,BGD,2013,0.7692214651406717
Bangladesh,BGD,2014,0.623623932805772
Bangladesh,BGD,2015,0.8069326025039649
Bangladesh,BGD,2016,0.7991276527092646
Bangladesh,BGD,2017,0.8973728581889113
Bangladesh,BGD,2018,0.7572744197544554
Belarus,BLR,1985,0.012898720173391411
Belarus,BLR,1986,0.011298406546642884
Belarus,BLR,1987,0.011136298103736259
Belarus,BLR,1988,0.010978670331771929
Belarus,BLR,1989,0.011351473261185479
Belarus,BLR,1990,0.011838870694447166
Belarus,BLR,1991,0.01077136928027202
Belarus,BLR,1992,0.01075236172771862
Belarus,BLR,1993,0.015005112347186685
Belarus,BLR,1994,0.018006471328005074
Belarus,BLR,1995,0.020890363173595727
Belarus,BLR,1996,0.01629914132294393
Belarus,BLR,1997,0.021180678928995268
Belarus,BLR,1998,0.028859357869537344
Belarus,BLR,1999,0.02011847923141405
Belarus,BLR,2000,0.027820706956303697
Belarus,BLR,2001,0.03171053933309581
Belarus,BLR,2002,0.029767445701384863
Belarus,BLR,2003,0.028869889636480284
Belarus,BLR,2004,0.031133218830977395
Belarus,BLR,2005,0.03399154277114122
Belarus,BLR,2006,0.03286572917353833
Belarus,BLR,2007,0.044284349992872465
Belarus,BLR,2008,0.0638985625576856
Belarus,BLR,2009,0.09786087547131331
Belarus,BLR,2010,0.11302478467758956
Belarus,BLR,2011,0.12328665109842815
Belarus,BLR,2012,0.1399906762417504
Belarus,BLR,2013,0.20957361796029475
Belarus,BLR,2014,0.18727828752750936
Belarus,BLR,2015,0.2472021810867133
Belarus,BLR,2016,0.3290375969509558
Belarus,BLR,2017,0.6744226324173477
Belarus,BLR,2018,0.7545900036931755
Belgium,BEL,1965,0.17337647641358525
Belgium,BEL,1966,0.20178768157800095
Belgium,BEL,1967,0.2092365736256513
Belgium,BEL,1968,0.17248837788600122
Belgium,BEL,1969,0.1298538824942023
Belgium,BEL,1970,0.14779787084604884
Belgium,BEL,1971,0.0666234129474388
Belgium,BEL,1972,0.08932940371214512
Belgium,BEL,1973,0.16753429220795316
Belgium,BEL,1974,0.2370561607916002
Belgium,BEL,1975,3.59187880761172
Belgium,BEL,1976,4.904120492050983
Belgium,BEL,1977,5.960205123818665
Belgium,BEL,1978,5.979866945822445
Belgium,BEL,1979,5.344323361298648
Belgium,BEL,1980,6.132962905032867
Belgium,BEL,1981,6.651181913719487
Belgium,BEL,1982,8.253521824754133
Belgium,BEL,1983,13.035254168338106
Belgium,BEL,1984,14.35019230720673
Belgium,BEL,1985,17.11909334570535
Belgium,BEL,1986,18.951568175662008
Belgium,BEL,1987,19.64808055988072
Belgium,BEL,1988,19.766706337992087
Belgium,BEL,1989,18.739440741092295
Belgium,BEL,1990,18.33988871738152
Belgium,BEL,1991,17.77178684242787
Belgium,BEL,1992,18.11827590956418
Belgium,BEL,1993,17.722630687132817
Belgium,BEL,1994,16.29759372613343
Belgium,BEL,1995,16.470841409835177
Belgium,BEL,1996,16.180771953496293
Belgium,BEL,1997,17.542983417195558
Belgium,BEL,1998,16.806371658938772
Belgium,BEL,1999,18.02066415456593
Belgium,BEL,2000,17.380042696010168
Belgium,BEL,2001,16.86524666847501
Belgium,BEL,2002,17.301673522592388
Belgium,BEL,2003,16.673970657049605
Belgium,BEL,2004,16.680842338526187
Belgium,BEL,2005,17.10052010798114
Belgium,BEL,2006,16.989726579598972
Belgium,BEL,2007,17.56902119165042
Belgium,BEL,2008,16.702802673290076
Belgium,BEL,2009,18.79754234773593
Belgium,BEL,2010,18.241081921802234
Belgium,BEL,2011,20.328670089365357
Belgium,BEL,2012,18.918217594992264
Belgium,BEL,2013,19.74890449024675
Belgium,BEL,2014,17.86291428668164
Belgium,BEL,2015,15.523640299890287
Belgium,BEL,2016,20.498964478196356
Belgium,BEL,2017,20.49190547674672
Belgium,BEL,2018,16.602117881064245
Brazil,BRA,1965,24.125881426069938
Brazil,BRA,1966,24.191556611788652
Brazil,BRA,1967,24.432628421562637
Brazil,BRA,1968,22.305526343038128
Brazil,BRA,1969,21.85218983783639
Brazil,BRA,1970,24.411265088561773
Brazil,BRA,1971,24.26699619840955
Brazil,BRA,1972,24.70658278045823
Brazil,BRA,1973,23.62874027822969
Brazil,BRA,1974,24.527515007439774
Brazil,BRA,1975,25.566398405050585
Brazil,BRA,1976,26.67661362440504
Brazil,BRA,1977,28.210158443540358
Brazil,BRA,1978,28.161449625236685
Brazil,BRA,1979,29.603877820793006
Brazil,BRA,1980,32.0884251053759
Brazil,BRA,1981,33.42401369379745
Brazil,BRA,1982,34.42547889433201
Brazil,BRA,1983,36.42355701053826
Brazil,BRA,1984,37.60120545835406
Brazil,BRA,1985,38.158158500709
Brazil,BRA,1986,35.92439472404491
Brazil,BRA,1987,35.70025142663734
Brazil,BRA,1988,36.741143542506485
Brazil,BRA,1989,37.24735624495321
Brazil,BRA,1990,38.416060776455836
Brazil,BRA,1991,38.81541332205038
Brazil,BRA,1992,38.20096350075396
Brazil,BRA,1993,38.229790345281636
Brazil,BRA,1994,37.52178578514234
Brazil,BRA,1995,37.737299895568555
Brazil,BRA,1996,37.499254390373196
Brazil,BRA,1997,37.34990320414887
Brazil,BRA,1998,37.62317483570074
Brazil,BRA,1999,37.33634686105312
Brazil,BRA,2000,38.294887928051075
Brazil,BRA,2001,35.59490678191353
Brazil,BRA,2002,36.981164020235106
Brazil,BRA,2003,38.693586701699125
Brazil,BRA,2004,38.352391500806085
Brazil,BRA,2005,38.9417107393957
Brazil,BRA,2006,39.64605091674264
Brazil,BRA,2007,39.97849182418737
Brazil,BRA,2008,38.12320827551658
Brazil,BRA,2009,40.576010376625746
Brazil,BRA,2010,38.82847672842751
Brazil,BRA,2011,39.2896847270277
Brazil,BRA,2012,37.9413197268377
Brazil,BRA,2013,35.093440221737595
Brazil,BRA,2014,33.81647488999581
Brazil,BRA,2015,34.053964068896626
Brazil,BRA,2016,37.63361675711714
Brazil,BRA,2017,37.04334604032742
Brazil,BRA,2018,38.61230748405574
Bulgaria,BGR,1965,4.416823465687228
Bulgaria,BGR,1966,4.136896446061
Bulgaria,BGR,1967,3.58235712674162
Bulgaria,BGR,1968,2.060452038186339
Bulgaria,BGR,1969,2.6085810103821725
Bulgaria,BGR,1970,2.714387843347287
Bulgaria,BGR,1971,2.6331797674310553
Bulgaria,BGR,1972,2.4649967343473644
Bulgaria,BGR,1973,2.9144758246423716
Bulgaria,BGR,1974,3.3115084277617175
Bulgaria,BGR,1975,4.991415043670472
Bulgaria,BGR,1976,7.490407286110991
Bulgaria,BGR,1977,8.428865316856376
Bulgaria,BGR,1978,7.624375429862841
Bulgaria,BGR,1979,7.9077444452151315
Bulgaria,BGR,1980,7.793727488230067
Bulgaria,BGR,1981,10.219474306050365
Bulgaria,BGR,1982,10.805569176366156
Bulgaria,BGR,1983,12.208389142229013
Bulgaria,BGR,1984,12.535351388157537
Bulgaria,BGR,1985,12.127300399954112
Bulgaria,BGR,1986,11.131240206315137
Bulgaria,BGR,1987,11.490677421783364
Bulgaria,BGR,1988,13.996753875497753
Bulgaria,BGR,1989,13.069407066725084
Bulgaria,BGR,1990,13.588681478034466
Bulgaria,BGR,1991,15.825190815057057
Bulgaria,BGR,1992,14.682427482909837
Bulgaria,BGR,1993,16.160092749930975
Bulgaria,BGR,1994,17.745101810758417
Bulgaria,BGR,1995,19.274415921096217
Bulgaria,BGR,1996,20.70181894261279
Bulgaria,BGR,1997,21.383983273876794
Bulgaria,BGR,1998,21.733620478421876
Bulgaria,BGR,1999,23.075010395195015
Bulgaria,BGR,2000,25.799603357849684
Bulgaria,BGR,2001,25.21998063540085
Bulgaria,BGR,2002,27.304069860833668
Bulgaria,BGR,2003,23.948686545206897
Bulgaria,BGR,2004,24.28496142976273
Bulgaria,BGR,2005,25.822732904444184
Bulgaria,BGR,2006,25.997511645247705
Bulgaria,BGR,2007,19.802636236899755
Bulgaria,BGR,2008,21.43498568850197
Bulgaria,BGR,2009,24.712176860354347
Bulgaria,BGR,2010,26.303830644225908
Bulgaria,BGR,2011,23.771678991997117
Bulgaria,BGR,2012,26.031738611937012
Bulgaria,BGR,2013,28.073946875087287
Bulgaria,BGR,2014,29.02125366972482
Bulgaria,BGR,2015,28.272964953169087
Bulgaria,BGR,2016,28.256401546957647
Bulgaria,BGR,2017,26.17131307122348
Bulgaria,BGR,2018,29.5445525378001
Canada,CAN,1965,22.889111315005746
Canada,CAN,1966,23.73162537867782
Canada,CAN,1967,23.37319122126941
Canada,CAN,1968,22.552465485328348
Canada,CAN,1969,23.165175028506255
Canada,CAN,1970,22.739960058742838
Canada,CAN,1971,22.8024778887056
Canada,CAN,1972,23.60012613650835
Canada,CAN,1973,24.112072116676817
Canada,CAN,1974,25.55706927959732
Canada,CAN,1975,25.234381762874094
Canada,CAN,1976,25.319295242962212
Canada,CAN,1977,24.923773780648688
Canada,CAN,1978,27.162140591538016
Canada,CAN,1979,26.421373719655673
Canada,CAN,1980,27.103332276351743
Canada,CAN,1981,28.246748120292704
Canada,CAN,1982,31.638561810203562
Canada,CAN,1983,33.85915085622483
Canada,CAN,1984,34.211965238608634
Canada,CAN,1985,35.63010583294084
Canada,CAN,1986,37.315465901847276
Canada,CAN,1987,37.20182604499935
Canada,CAN,1988,35.43865457757692
Canada,CAN,1989,33.29897792060361
Canada,CAN,1990,33.81948557023684
Canada,CAN,1991,35.924137076466
Canada,CAN,1992,35.405744795210914
Canada,CAN,1993,36.444008562940255
Canada,CAN,1994,36.85102581482149
Canada,CAN,1995,35.87332811779634
Canada,CAN,1996,36.17646239263429
Canada,CAN,1997,34.65096023651592
Canada,CAN,1998,32.866015397987994
Canada,CAN,1999,33.10953982494292
Canada,CAN,2000,33.009573815817824
Canada,CAN,2001,32.16048323017999
Canada,CAN,2002,32.407517526794415
Canada,CAN,2003,31.137361744563748
Canada,CAN,2004,32.052881159042684
Canada,CAN,2005,33.487090286182344
Canada,CAN,2006,33.64875124949112
Canada,CAN,2007,33.19452717973038
Canada,CAN,2008,34.102647311794314
Canada,CAN,2009,35.16211398660033
Canada,CAN,2010,33.40850765785701
Canada,CAN,2011,33.860293527993655
Canada,CAN,2012,34.67203497079125
Canada,CAN,2013,35.248876090047666
Canada,CAN,2014,34.611148085409525
Canada,CAN,2015,34.7505884627412
Canada,CAN,2016,35.42392051082993
Canada,CAN,2017,35.485043990207835
Canada,CAN,2018,34.98969728973171
Chile,CHL,1965,14.508734279191266
Chile,CHL,1966,14.244288374014062
Chile,CHL,1967,14.280846391972096
Chile,CHL,1968,11.994272367990801
Chile,CHL,1969,12.562578743314
Chile,CHL,1970,12.728625111732663
Chile,CHL,1971,12.351512263180853
Chile,CHL,1972,14.200572603639136
Chile,CHL,1973,14.924334677401896
Chile,CHL,1974,17.16667630004993
Chile,CHL,1975,19.36825715240177
Chile,CHL,1976,18.82965630639354
Chile,CHL,1977,18.99353352635357
Chile,CHL,1978,18.82037798338827
Chile,CHL,1979,18.554398337694117
Chile,CHL,1980,19.022088752697993
Chile,CHL,1981,19.186535284502806
Chile,CHL,1982,23.407109965620688
Chile,CHL,1983,24.393298981927323
Chile,CHL,1984,24.282753151422888
Chile,CHL,1985,27.864415512485998
Chile,CHL,1986,28.682485041780957
Chile,CHL,1987,29.57432504330563
Chile,CHL,1988,26.014932277736975
Chile,CHL,1989,19.813928636546677
Chile,CHL,1990,17.121524958860782
Chile,CHL,1991,21.918640955384035
Chile,CHL,1992,25.90404582279271
Chile,CHL,1993,25.12732684409385
Chile,CHL,1994,23.64104576780348
Chile,CHL,1995,23.714159740159406
Chile,CHL,1996,20.46018196477227
Chile,CHL,1997,19.87360558234555
Chile,CHL,1998,16.32404747262691
Chile,CHL,1999,13.736333480444534
Chile,CHL,2000,17.72496656367824
Chile,CHL,2001,20.113773684976195
Chile,CHL,2002,20.745957946048883
Chile,CHL,2003,20.27482686401968
Chile,CHL,2004,18.226465051548573
Chile,CHL,2005,20.857419747914296
Chile,CHL,2006,21.132956988893557
Chile,CHL,2007,17.438597221978323
Chile,CHL,2008,19.411158296300833
Chile,CHL,2009,20.342414033093146
Chile,CHL,2010,17.974753498841135
Chile,CHL,2011,16.2650213826954
Chile,CHL,2012,16.795222973594793
Chile,CHL,2013,17.115534610033666
Chile,CHL,2014,19.087288948203017
Chile,CHL,2015,20.341872817266033
Chile,CHL,2016,18.557752482416078
Chile,CHL,2017,21.13308422443364
Chile,CHL,2018,21.83291754800812
China,CHN,1965,3.8031301898821903
China,CHN,1966,3.560395247341746
China,CHN,1967,3.4125311237952127
China,CHN,1968,3.987749169122408
China,CHN,1969,3.330872449579192
China,CHN,1970,2.6872935141458574
China,CHN,1971,2.7417776882459166
China,CHN,1972,2.8826461108935613
China,CHN,1973,3.0524586022317024
China,CHN,1974,3.3505710525876133
China,CHN,1975,3.1303057401528522
China,CHN,1976,3.0126057562258857
China,CHN,1977,2.883647015533969
China,CHN,1978,2.4632709838405398
China,CHN,1979,2.6866723063391547
China,CHN,1980,3.1604927137225127
China,CHN,1981,3.6056987262778284
China,CHN,1982,3.922935888501132
China,CHN,1983,4.281610951035997
China,CHN,1984,4.008205734099661
China,CHN,1985,3.943657609470873
China,CHN,1986,3.8506926693523646
China,CHN,1987,3.777302775421739
China,CHN,1988,3.8382190603893522
China,CHN,1989,3.9677670070489195
China,CHN,1990,4.195579833474257
China,CHN,1991,3.928505395380183
China,CHN,1992,3.9149908507565527
China,CHN,1993,4.271311875033677
China,CHN,1994,4.790725093175922
China,CHN,1995,5.259026808967084
China,CHN,1996,4.922825360207912
China,CHN,1997,5.12011472503556
China,CHN,1998,5.173435343072284
China,CHN,1999,4.967553061077148
China,CHN,2000,5.423350992492208
China,CHN,2001,6.319584654816592
China,CHN,2002,6.155202739731824
China,CHN,2003,5.518455273379023
China,CHN,2004,5.81830829293279
China,CHN,2005,5.74159489466231
China,CHN,2006,5.740316344925599
China,CHN,2007,5.92465531109836
China,CHN,2008,7.441053234849068
China,CHN,2009,7.132679603981313
