Entity,Code,Year,Coal per capita (kWh) (kilowatt-hours)
China,CHN,2009,14403.502373905038
China,CHN,2010,14859.813205914837
China,CHN,2011,16085.606051618604
China,CHN,2012,16197.18051291113
China,CHN,2013,16452.76146508572
China,CHN,2014,16242.51590373872
China,CHN,2015,15822.135373935209
China,CHN,2016,15537.051951898946
China,CHN,2017,15471.717264196071
China,CHN,2018,15532.688554881877
Colombia,COL,1965,1250.8849132176238
Colombia,COL,1966,1214.8765560165978
Colombia,COL,1967,1295.6094364351245
Colombia,COL,1968,1147.9449838187702
Colombia,COL,1969,1193.4328144398817
Colombia,COL,1970,1214.4362197392927
Colombia,COL,1971,921.9364847300492
Colombia,COL,1972,936.1111791614852
Colombia,COL,1973,932.2618102062977
Colombia,COL,1974,1102.7861666241822
Colombia,COL,1975,1096.342260664423
Colombia,COL,1976,1048.671485386866
Colombia,COL,1977,1051.2470804391019
Colombia,COL,1978,1039.0460192430248
Colombia,COL,1979,1025.0444122677006
Colombia,COL,1980,1051.5264218988143
Colombia,COL,1981,1048.1147641015384
Colombia,COL,1982,1067.8335789445591
Colombia,COL,1983,1151.860712770774
Colombia,COL,1984,1173.9742933756095
Colombia,COL,1985,1185.7609945243898
Colombia,COL,1986,1147.0767298835535
Colombia,COL,1987,1413.5048500881553
Colombia,COL,1988,1105.3213324010937
Colombia,COL,1989,1255.6115923221496
Colombia,COL,1990,561.3388330513851
Colombia,COL,1991,692.2464665708869
Colombia,COL,1992,1135.4905717252998
Colombia,COL,1993,1167.8814614146077
Colombia,COL,1994,1311.7968069017593
Colombia,COL,1995,1152.5468457702975
Colombia,COL,1996,877.6840277875175
Colombia,COL,1997,1021.6466665783054
Colombia,COL,1998,955.4006803253051
Colombia,COL,1999,750.5846127164798
Colombia,COL,2000,793.2832502382034
Colombia,COL,2001,769.0386613175677
Colombia,COL,2002,622.9090880244648
Colombia,COL,2003,680.3787410789703
Colombia,COL,2004,587.0024693174255
Colombia,COL,2005,364.9020351833615
Colombia,COL,2006,1026.1346662350409
Colombia,COL,2007,892.4033777971101
Colombia,COL,2008,1166.9212596773245
Colombia,COL,2009,1061.4711528073742
Colombia,COL,2010,1236.258994028702
Colombia,COL,2011,991.3152384821408
Colombia,COL,2012,1184.1379096714124
Colombia,COL,2013,1262.2862119847296
Colombia,COL,2014,1323.601510891458
Colombia,COL,2015,1215.8829523654806
Colombia,COL,2016,1510.5340330227298
Colombia,COL,2017,1231.3606855953792
Colombia,COL,2018,1375.5888928760999
Croatia,HRV,1965,0
Croatia,HRV,1966,0
Croatia,HRV,1967,0
Croatia,HRV,1968,0
Croatia,HRV,1969,0
Croatia,HRV,1970,0
Croatia,HRV,1971,0
Croatia,HRV,1972,0
Croatia,HRV,1973,0
Croatia,HRV,1974,0
Croatia,HRV,1975,0
Croatia,HRV,1976,0
Croatia,HRV,1977,0
Croatia,HRV,1978,0
Croatia,HRV,1979,0
Croatia,HRV,1980,0
Croatia,HRV,1981,0
Croatia,HRV,1982,0
Croatia,HRV,1983,0
Croatia,HRV,1984,0
Croatia,HRV,1985,0
Croatia,HRV,1986,0
Croatia,HRV,1987,0
Croatia,HRV,1988,0
Croatia,HRV,1989,0
Croatia,HRV,1990,1968.891304438861
Croatia,HRV,1991,1110.738298319328
Croatia,HRV,1992,981.8983181914219
Croatia,HRV,1993,840.7093805874841
Croatia,HRV,1994,530.7404680120223
Croatia,HRV,1995,440.2145180853368
Croatia,HRV,1996,363.75589508196725
Croatia,HRV,1997,624.2528243601059
Croatia,HRV,1998,602.1502404274266
Croatia,HRV,1999,538.3729533213645
Croatia,HRV,2000,1133.8435794941283
Croatia,HRV,2001,1267.9153697822144
Croatia,HRV,2002,1545.4354595086445
Croatia,HRV,2003,1721.55002734108
Croatia,HRV,2004,1830.1943179744524
Croatia,HRV,2005,1816.1581201461856
Croatia,HRV,2006,1688.6994143216657
Croatia,HRV,2007,1837.1480674002753
Croatia,HRV,2008,1894.525129795543
Croatia,HRV,2009,1357.5620502188438
Croatia,HRV,2010,1834.5223267097967
Croatia,HRV,2011,1894.8891398098776
Croatia,HRV,2012,1706.0554864990688
Croatia,HRV,2013,1835.8785714285718
Croatia,HRV,2014,1767.1697556390982
Croatia,HRV,2015,1664.1779943302622
Croatia,HRV,2016,1798.7484651936327
Croatia,HRV,2017,1090.8066985417165
Croatia,HRV,2018,1003.4114581833494
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,1536.3494318181822
Cyprus,CYP,1986,931.053370786517
Cyprus,CYP,1987,1946.3762102351313
Cyprus,CYP,1988,1153.5190217391305
Cyprus,CYP,1989,1006.5912117177098
Cyprus,CYP,1990,924.9413298565842
Cyprus,CYP,1991,668.390804597701
Cyprus,CYP,1992,1205.1061173533085
Cyprus,CYP,1993,994.0170940170943
Cyprus,CYP,1994,1333.9068100358425
Cyprus,CYP,1995,1455.4502923976609
Cyprus,CYP,1996,1332.1878579610539
Cyprus,CYP,1997,992.0089786756453
Cyprus,CYP,1998,179.11991199119913
Cyprus,CYP,1999,301.4254859611232
Cyprus,CYP,2000,443.98727465535535
Cyprus,CYP,2001,642.0729166666666
Cyprus,CYP,2002,523.7666325486183
Cyprus,CYP,2003,514.8088531187124
Cyprus,CYP,2004,506.65346534653474
Cyprus,CYP,2005,497.78210116731526
Cyprus,CYP,2006,335.5221755544933
Cyprus,CYP,2007,299.5476468515037
Cyprus,CYP,2008,240.93456103512017
Cyprus,CYP,2009,125.8549135428051
Cyprus,CYP,2010,153.1232654537287
Cyprus,CYP,2011,71.25440488000001
Cyprus,CYP,2012,2.4592070484581496
Cyprus,CYP,2013,2.4398601398601394
Cyprus,CYP,2014,22.387154366319447
Cyprus,CYP,2015,33.320410792420326
Cyprus,CYP,2016,4.414062128205129
Cyprus,CYP,2017,29.39755509322034
Cyprus,CYP,2018,130.05375146341464
Czech Republic,CZE,1965,41875.58658648456
Czech Republic,CZE,1966,41709.791263618776
Czech Republic,CZE,1967,40352.55780788428
Czech Republic,CZE,1968,41808.94881729201
Czech Republic,CZE,1969,43468.08873023967
Czech Republic,CZE,1970,43947.137909961304
Czech Republic,CZE,1971,45651.9132730781
Czech Republic,CZE,1972,44800.95642503286
Czech Republic,CZE,1973,43595.54494269053
Czech Republic,CZE,1974,43169.416408514044
Czech Republic,CZE,1975,43815.18768619663
Czech Republic,CZE,1976,44383.338924519005
Czech Republic,CZE,1977,45049.29124595628
Czech Republic,CZE,1978,44951.65546136608
Czech Republic,CZE,1979,44742.912546053914
Czech Republic,CZE,1980,43210.467678036526
Czech Republic,CZE,1981,42964.58132355779
Czech Republic,CZE,1982,43301.97395079595
Czech Republic,CZE,1983,43104.23507823064
Czech Republic,CZE,1984,43971.544338071755
Czech Republic,CZE,1985,43058.35543509825
Czech Republic,CZE,1986,42880.20528711146
Czech Republic,CZE,1987,42381.310157838685
Czech Republic,CZE,1988,42861.351272868065
Czech Republic,CZE,1989,41191.08359133128
Czech Republic,CZE,1990,33453.67531863457
Czech Republic,CZE,1991,30631.50452348734
Czech Republic,CZE,1992,28583.26544673042
Czech Republic,CZE,1993,27790.315553624874
Czech Republic,CZE,1994,26297.334846057332
Czech Republic,CZE,1995,26329.77544023943
Czech Republic,CZE,1996,26291.657834782607
Czech Republic,CZE,1997,24732.101730508806
Czech Republic,CZE,1998,22958.658734863897
Czech Republic,CZE,1999,20953.25055016495
Czech Republic,CZE,2000,23978.711167266014
Czech Republic,CZE,2001,23574.178714828162
Czech Republic,CZE,2002,23178.958684159188
Czech Republic,CZE,2003,23588.418296708664
Czech Republic,CZE,2004,23624.21470749097
Czech Republic,CZE,2005,22781.918340807173
Czech Republic,CZE,2006,23495.02559860181
Czech Republic,CZE,2007,23316.735267426146
Czech Republic,CZE,2008,21971.185153956834
Czech Republic,CZE,2009,20173.162028985505
Czech Republic,CZE,2010,20725.174338046883
Czech Republic,CZE,2011,20345.288893725752
Czech Republic,CZE,2012,19482.957181740858
Czech Republic,CZE,2013,18560.9241503731
Czech Republic,CZE,2014,17980.91119063356
Czech Republic,CZE,2015,17909.740329214223
Czech Republic,CZE,2016,18006.140107354742
Czech Republic,CZE,2017,17040.764326661032
Czech Republic,CZE,2018,17172.64990085318
Denmark,DNK,1965,9035.483823529414
Denmark,DNK,1966,10163.64032527106
Denmark,DNK,1967,8636.815397350994
Denmark,DNK,1968,7684.499794492396
Denmark,DNK,1969,6971.827719942845
Denmark,DNK,1970,5540.229162441696
Denmark,DNK,1971,3369.2311567916163
Denmark,DNK,1972,3422.1234221598875
Denmark,DNK,1973,5217.852700817222
Denmark,DNK,1974,4905.548303907955
Denmark,DNK,1975,4712.182895516493
Denmark,DNK,1976,6523.649478449124
Denmark,DNK,1977,7480.894251520503
Denmark,DNK,1978,8220.885127201567
Denmark,DNK,1979,9786.557530767728
Denmark,DNK,1980,13953.503317720533
Denmark,DNK,1981,11150.049756097562
Denmark,DNK,1982,13455.430997462427
Denmark,DNK,1983,12857.510156250002
Denmark,DNK,1984,13562.49863174355
Denmark,DNK,1985,16536.932147047322
Denmark,DNK,1986,16724.462952101665
Denmark,DNK,1987,16410.18682821966
Denmark,DNK,1988,15339.247950019526
Denmark,DNK,1989,12586.697855750492
Denmark,DNK,1990,13778.190624392144
Denmark,DNK,1991,18637.103200775946
Denmark,DNK,1992,15472.712103634956
Denmark,DNK,1993,16171.09940281256
Denmark,DNK,1994,17323.142774899254
Denmark,DNK,1995,14420.044334034015
Denmark,DNK,1996,19738.024357754522
Denmark,DNK,1997,14609.33364910951
Denmark,DNK,1998,12364.445471698113
Denmark,DNK,1999,10344.406426155581
Denmark,DNK,2000,8646.832053922488
Denmark,DNK,2001,9110.817842478538
Denmark,DNK,2002,9096.205471803461
Denmark,DNK,2003,12378.490996844253
Denmark,DNK,2004,9460.272071071628
Denmark,DNK,2005,7953.9680666967915
Denmark,DNK,2006,12020.892016304188
Denmark,DNK,2007,9891.830160098722
Denmark,DNK,2008,8667.703605054565
Denmark,DNK,2009,8484.137934809989
Denmark,DNK,2010,8024.062263558954
Denmark,DNK,2011,6745.566627924056
Denmark,DNK,2012,5126.213469707717
Denmark,DNK,2013,6675.20598602696
Denmark,DNK,2014,5392.6604697863695
Denmark,DNK,2015,3533.267234860257
Denmark,DNK,2016,4264.494979676064
Denmark,DNK,2017,3178.588149944174
Denmark,DNK,2018,3230.923245571975
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0
Ecuador,ECU,2008,0
Ecuador,ECU,2009,0
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0
Ecuador,ECU,2012,0
Ecuador,ECU,2013,0
Ecuador,ECU,2014,0
Ecuador,ECU,2015,0
Ecuador,ECU,2016,0
Ecuador,ECU,2017,0
Ecuador,ECU,2018,0
Egypt,EGY,1965,154.00683468603162
Egypt,EGY,1966,102.01101222869582
Egypt,EGY,1967,153.09791933119135
Egypt,EGY,1968,155.26944833039354
Egypt,EGY,1969,163.564667833724
Egypt,EGY,1970,147.25357825809817
Egypt,EGY,1971,118.10911842999549
Egypt,EGY,1972,102.2266144087749
Egypt,EGY,1973,87.1255538390655
Egypt,EGY,1974,148.85801660125173
Egypt,EGY,1975,174.02430983942514
Egypt,EGY,1976,166.4420769601502
Egypt,EGY,1977,185.55862534093728
Egypt,EGY,1978,173.68924314371546
Egypt,EGY,1979,188.14063997917995
Egypt,EGY,1980,147.8233715855827
Egypt,EGY,1981,185.84058963963966
Egypt,EGY,1982,187.2412378400931
Egypt,EGY,1983,173.08360939907553
Egypt,EGY,1984,170.97450436740397
Egypt,EGY,1985,175.79812521569664
Egypt,EGY,1986,172.06663372989212
Egypt,EGY,1987,177.1577463840591
Egypt,EGY,1988,188.55566827094142
Egypt,EGY,1989,188.08042198251474
Egypt,EGY,1990,157.27392329069727
Egypt,EGY,1991,158.23503578580758
Egypt,EGY,1992,158.6605805648832
Egypt,EGY,1993,187.24336901521355
Egypt,EGY,1994,197.51145852428965
Egypt,EGY,1995,129.5317510507909
Egypt,EGY,1996,174.481085500456
Egypt,EGY,1997,144.7385867287185
Egypt,EGY,1998,139.578797734139
Egypt,EGY,1999,124.4041028793175
Egypt,EGY,2000,146.89734861692236
Egypt,EGY,2001,126.78959588328371
Egypt,EGY,2002,133.48428691333845
Egypt,EGY,2003,135.85873245818803
Egypt,EGY,2004,136.3387477754409
Egypt,EGY,2005,131.0053499549812
Egypt,EGY,2006,128.77659937039832
Egypt,EGY,2007,115.03103487064116
Egypt,EGY,2008,101.69064857602089
Egypt,EGY,2009,88.71367153509583
Egypt,EGY,2010,65.2050639794106
Egypt,EGY,2011,60.64622129683304
Egypt,EGY,2012,52.553948994469
Egypt,EGY,2013,50.75668514224308
Egypt,EGY,2014,50.70525662150954
Egypt,EGY,2015,140.93265112133966
Egypt,EGY,2016,209.87087286033437
Egypt,EGY,2017,198.6875731119936
Egypt,EGY,2018,328.5176517463221
Estonia,EST,1965,0
Estonia,EST,1966,0
Estonia,EST,1967,0
Estonia,EST,1968,0
Estonia,EST,1969,0
Estonia,EST,1970,0
Estonia,EST,1971,0
Estonia,EST,1972,0
Estonia,EST,1973,0
Estonia,EST,1974,0
Estonia,EST,1975,0
Estonia,EST,1976,0
Estonia,EST,1977,0
Estonia,EST,1978,0
Estonia,EST,1979,0
Estonia,EST,1980,0
Estonia,EST,1981,0
Estonia,EST,1982,0
Estonia,EST,1983,0
Estonia,EST,1984,0
Estonia,EST,1985,44362.8796655519
Estonia,EST,1986,44493.17463268229
Estonia,EST,1987,44443.07589332044
Estonia,EST,1988,42042.34811852302
Estonia,EST,1989,43357.03097541402
Estonia,EST,1990,41404.73214057508
Estonia,EST,1991,37447.37539405685
Estonia,EST,1992,33304.34393162394
Estonia,EST,1993,25011.338877688173
Estonia,EST,1994,25808.454680851064
Estonia,EST,1995,25571.285980460572
Estonia,EST,1996,26865.78389985896
Estonia,EST,1997,26762.048695035464
Estonia,EST,1998,24332.879907539118
Estonia,EST,1999,22180.00871082621
Estonia,EST,2000,23515.386154395997
Estonia,EST,2001,23308.433268678164
Estonia,EST,2002,22876.369775849602
Estonia,EST,2003,26644.567174071373
Estonia,EST,2004,27504.14851906159
Estonia,EST,2005,26522.94401917404
Estonia,EST,2006,25264.76543365456
Estonia,EST,2007,30566.737872023816
Estonia,EST,2008,29186.075179104482
Estonia,EST,2009,26573.48797904192
Estonia,EST,2010,34128.18261261262
Estonia,EST,2011,36513.38335843373
Estonia,EST,2012,34292.36040816327
Estonia,EST,2013,36936.35978013647
Estonia,EST,2014,37347.53565349543
Estonia,EST,2015,33804.633566539924
Estonia,EST,2016,34100.87315110098
Estonia,EST,2017,37543.85313874148
Estonia,EST,2018,39890.75810169313
Europe,,1965,9601.34549894577
Europe,,1966,9140.459282103891
Europe,,1967,8781.352091745184
Europe,,1968,8857.959247313293
Europe,,1969,8916.621536552422
Europe,,1970,8714.966987350355
Europe,,1971,8289.853910378244
Europe,,1972,7958.869889063696
Europe,,1973,8036.5545890903895
Europe,,1974,7917.175773542747
Europe,,1975,7688.625817605418
Europe,,1976,8008.822935712032
Europe,,1977,7948.641731645126
Europe,,1978,8056.245533006743
Europe,,1979,8368.564382837449
Europe,,1980,8487.338798463785
Europe,,1981,8308.313625477878
Europe,,1982,8321.349927921867
Europe,,1983,8404.264353341932
Europe,,1984,8357.370569561446
Europe,,1985,10100.39057587933
Europe,,1986,9975.301441223915
Europe,,1987,10017.439095807586
Europe,,1988,9778.20807938894
Europe,,1989,9631.701156300467
Europe,,1990,9108.844191854023
Europe,,1991,8498.201165607326
Europe,,1992,8024.378574093987
Europe,,1993,7475.2641011175565
Europe,,1994,7080.314313690791
Europe,,1995,6941.934842796444
Europe,,1996,6798.377478143547
Europe,,1997,6704.291591459569
Europe,,1998,6493.856457887434
Europe,,1999,6169.44125166343
Europe,,2000,6348.601625224137
Europe,,2001,6315.624510656262
Europe,,2002,6292.126560900825
Europe,,2003,6539.164292338649
Europe,,2004,6434.572654917034
Europe,,2005,6238.438925041958
Europe,,2006,6512.5148583908785
Europe,,2007,6543.233619540879
Europe,,2008,6203.65258181714
Europe,,2009,5545.444948925861
Europe,,2010,5784.5510145997
Europe,,2011,6018.120258268998
Europe,,2012,6138.80260602758
Europe,,2013,5930.2637361186535
Europe,,2014,5558.17452250524
Europe,,2015,5308.287549993608
Europe,,2016,5106.941334789613
Europe,,2017,4923.041685270622
Europe,,2018,4784.997384987549
Finland,FIN,1965,4434.191405121471
Finland,FIN,1966,4104.897483082297
Finland,FIN,1967,3942.448352582262
Finland,FIN,1968,4742.842603395734
Finland,FIN,1969,5680.950410780265
Finland,FIN,1970,5760.516044811362
Finland,FIN,1971,5093.8527636941035
Finland,FIN,1972,5624.119065484842
Finland,FIN,1973,6210.041593383958
Finland,FIN,1974,6296.0795435901255
Finland,FIN,1975,5680.228861366815
Finland,FIN,1976,7629.911280035913
Finland,FIN,1977,7672.389580286496
Finland,FIN,1978,10318.235952492645
Finland,FIN,1979,9916.800576376023
Finland,FIN,1980,11213.044183934839
Finland,FIN,1981,6859.494110577963
Finland,FIN,1982,7569.056646415718
Finland,FIN,1983,8175.81927993624
Finland,FIN,1984,9366.362065746725
Finland,FIN,1985,11815.482249733253
Finland,FIN,1986,10761.719630391482
Finland,FIN,1987,12015.152537033968
Finland,FIN,1988,11993.549688123363
Finland,FIN,1989,11695.075124042598
Finland,FIN,1990,12267.313850520419
Finland,FIN,1991,12195.988576132697
Finland,FIN,1992,11043.332231976214
Finland,FIN,1993,12556.957588789432
Finland,FIN,1994,15216.085715801451
Finland,FIN,1995,13402.031647427233
Finland,FIN,1996,15913.362748960482
Finland,FIN,1997,15028.73749095691
Finland,FIN,1998,12304.200016183191
Finland,FIN,1999,11894.42727005796
Finland,FIN,2000,11242.718238211259
Finland,FIN,2001,13555.608973444232
Finland,FIN,2002,14692.329007590639
Finland,FIN,2003,18288.21503639181
Finland,FIN,2004,16382.953919923693
Finland,FIN,2005,10490.376286731318
Finland,FIN,2006,16326.30071742657
Finland,FIN,2007,15355.427624418648
Finland,FIN,2008,11664.525494940779
Finland,FIN,2009,11697.813968311493
Finland,FIN,2010,14708.348863479316
Finland,FIN,2011,11895.640074805196
Finland,FIN,2012,9695.598646171744
Finland,FIN,2013,10671.334598961208
Finland,FIN,2014,9526.592605418424
Finland,FIN,2015,8101.6237906257975
Finland,FIN,2016,9237.247888903237
Finland,FIN,2017,8443.264985187807
Finland,FIN,2018,8993.552216567083
France,FRA,1965,9870.052319551973
France,FRA,1966,9055.188323786891
France,FRA,1967,8862.713466349116
France,FRA,1968,8458.987501847076
France,FRA,1969,8406.991083259572
France,FRA,1970,7942.067413547002
France,FRA,1971,7220.748475796964
France,FRA,1972,6371.795075161423
France,FRA,1973,6253.208515171219
France,FRA,1974,6283.908974196382
France,FRA,1975,5474.427116641044
France,FRA,1976,6402.441134199249
France,FRA,1977,6138.533909707004
France,FRA,1978,6378.984155028735
France,FRA,1979,6900.060109950221
France,FRA,1980,6726.833812989159
France,FRA,1981,6102.843628166516
France,FRA,1982,6209.394936662316
France,FRA,1983,5590.057613168725
France,FRA,1984,5317.236423178387
France,FRA,1985,5133.575242059542
France,FRA,1986,4221.09640831758
France,FRA,1987,3821.958164690713
France,FRA,1988,3713.2451983038172
France,FRA,1989,4022.7873909651807
France,FRA,1990,3897.395309439356
France,FRA,1991,4129.780018975999
France,FRA,1992,3626.5525749383173
France,FRA,1993,2951.5914240892457
France,FRA,1994,2891.999930539879
France,FRA,1995,2949.6522611674336
France,FRA,1996,3131.431427980418
France,FRA,1997,2732.6634719431136
France,FRA,1998,3237.6308945315177
France,FRA,1999,2886.5000681384577
France,FRA,2000,2791.854464627637
France,FRA,2001,2428.058224437559
France,FRA,2002,2484.990654816648
France,FRA,2003,2621.976860021244
France,FRA,2004,2477.650808428614
France,FRA,2005,2555.3751106020945
France,FRA,2006,2346.284101025866
France,FRA,2007,2414.924413518887
France,FRA,2008,2257.0526772653475
France,FRA,2009,1999.0774886078382
France,FRA,2010,2128.989871501273
France,FRA,2011,1796.9512595299104
France,FRA,2012,2024.736601854824
France,FRA,2013,2104.9587991501553
France,FRA,2014,1564.7536160388822
France,FRA,2015,1512.7701496602176
France,FRA,2016,1467.1482031298324
France,FRA,2017,1662.6328208133493
France,FRA,2018,1499.9409148959087
Germany,DEU,1965,24515.15299479399
Germany,DEU,1966,22719.857155050766
Germany,DEU,1967,21734.354132903296
Germany,DEU,1968,21907.575480493793
Germany,DEU,1969,22437.235374337153
Germany,DEU,1970,22067.22123240602
Germany,DEU,1971,21060.794897829677
Germany,DEU,1972,20530.040936858382
Germany,DEU,1973,20588.983935539454
Germany,DEU,1974,20683.301355975167
Germany,DEU,1975,18750.23359034189
Germany,DEU,1976,19812.127643370313
Germany,DEU,1977,19050.19037452184
Germany,DEU,1978,19325.50945605417
Germany,DEU,1979,20484.6826793136
Germany,DEU,1980,20997.67433542404
Germany,DEU,1981,21397.45493419368
Germany,DEU,1982,20936.268511151608
Germany,DEU,1983,21743.180018001804
Germany,DEU,1984,22466.521459282718
Germany,DEU,1985,22344.62325593369
Germany,DEU,1986,21082.906331131275
Germany,DEU,1987,20939.69454983593
Germany,DEU,1988,20615.967589518314
Germany,DEU,1989,20850.46389524536
Germany,DEU,1990,19349.94855629064
Germany,DEU,1991,16902.483023788856
Germany,DEU,1992,15188.249339344451
Germany,DEU,1993,14245.784635820413
Germany,DEU,1994,13749.973319133276
Germany,DEU,1995,12989.306882117107
Germany,DEU,1996,12903.962804743987
Germany,DEU,1997,12491.77827793339
Germany,DEU,1998,12192.576721462354
Germany,DEU,1999,11740.77483120285
Germany,DEU,2000,12187.759735477452
Germany,DEU,2001,12214.698329956786
Germany,DEU,2002,12229.702772202123
Germany,DEU,2003,12419.68199890215
Germany,DEU,2004,12102.368915126277
Germany,DEU,2005,11585.202050364569
Germany,DEU,2006,12069.315435951003
Germany,DEU,2007,12405.407664808436
Germany,DEU,2008,11494.439482772063
Germany,DEU,2009,10312.638274737948
Germany,DEU,2010,11087.53538052631
Germany,DEU,2011,11264.360234880529
Germany,DEU,2012,11560.324634523853
Germany,DEU,2013,11868.315114727624
Germany,DEU,2014,11367.6488636415
Germany,DEU,2015,11188.27971822539
Germany,DEU,2016,10827.250164886733
Germany,DEU,2017,10064.727888720996
Germany,DEU,2018,9290.003154249074
Greece,GRC,1965,2898.5580790158506
Greece,GRC,1966,2880.7879858657247
Greece,GRC,1967,2741.123358348968
Greece,GRC,1968,3080.8845839654573
Greece,GRC,1969,2966.230554910611
Greece,GRC,1970,3393.42566943675
Greece,GRC,1971,4971.1345646438
Greece,GRC,1972,5274.917378917379
Greece,GRC,1973,6158.374434389141
Greece,GRC,1974,6428.512165040924
Greece,GRC,1975,8329.629465276239
Greece,GRC,1976,9721.186589240713
Greece,GRC,1977,10196.198811453269
Greece,GRC,1978,8937.101927787835
Greece,GRC,1979,4840.944724674234
Greece,GRC,1980,4785.128285031682
Greece,GRC,1981,4691.484567901236
Greece,GRC,1982,4725.837501275902
Greece,GRC,1983,5757.799411824359
Greece,GRC,1984,6114.0772488906805
Greece,GRC,1985,7052.904293739969
Greece,GRC,1986,6699.298052920621
Greece,GRC,1987,7616.106194690266
Greece,GRC,1988,8510.935550935552
Greece,GRC,1989,9100.394840488381
Greece,GRC,1990,9165.519294934482
Greece,GRC,1991,8741.775470673778
Greece,GRC,1992,9029.581109404991
Greece,GRC,1993,8927.973637744448
Greece,GRC,1994,8853.836513856271
Greece,GRC,1995,8741.110597431603
Greece,GRC,1996,8435.881484490399
Greece,GRC,1997,9023.564080322758
Greece,GRC,1998,9384.726194165907
Greece,GRC,1999,8979.772093761336
Greece,GRC,2000,9470.114222162065
Greece,GRC,2001,9742.775018861146
Greece,GRC,2002,9333.35997764264
Greece,GRC,2003,9352.659613156253
Greece,GRC,2004,9573.47853849577
Greece,GRC,2005,9451.955357683742
Greece,GRC,2006,8735.576341528833
Greece,GRC,2007,9264.063709532373
Greece,GRC,2008,8783.446888586957
Greece,GRC,2009,8943.169672415368
Greece,GRC,2010,8404.260132255695
Greece,GRC,2011,8481.80765075261
Greece,GRC,2012,8780.159168908265
Greece,GRC,2013,7565.515853272507
Greece,GRC,2014,7298.197233903374
Greece,GRC,2015,6138.911864915573
Greece,GRC,2016,4775.516845030618
Greece,GRC,2017,5277.675073327657
Greece,GRC,2018,5150.941897276183
Hong Kong,HKG,1965,412.6016729160658
Hong Kong,HKG,1966,347.6536943034405
Hong Kong,HKG,1967,272.7034482758621
Hong Kong,HKG,1968,191.5825006751283
Hong Kong,HKG,1969,110.82053996823717
Hong Kong,HKG,1970,63.452844894777876
Hong Kong,HKG,1971,80.22738886050078
Hong Kong,HKG,1972,38.04479114242577
Hong Kong,HKG,1973,20.16097077761268
Hong Kong,HKG,1974,19.78852698104035
Hong Kong,HKG,1975,16.578759800427658
Hong Kong,HKG,1976,21.507165973185394
Hong Kong,HKG,1977,18.245181532944866
Hong Kong,HKG,1978,12.622096809203388
Hong Kong,HKG,1979,9.801938474504848
Hong Kong,HKG,1980,4.777161634832615
Hong Kong,HKG,1981,81.86846339501209
Hong Kong,HKG,1982,2057.898378805852
Hong Kong,HKG,1983,4761.640046747176
Hong Kong,HKG,1984,6127.634408602151
Hong Kong,HKG,1985,7472.500472857953
Hong Kong,HKG,1986,8508.753024381165
Hong Kong,HKG,1987,10482.960658737422
Hong Kong,HKG,1988,11927.185531761741
Hong Kong,HKG,1989,12577.538080056678
Hong Kong,HKG,1990,11150.831005586595
Hong Kong,HKG,1991,11882.651724137932
Hong Kong,HKG,1992,12456.890025575449
Hong Kong,HKG,1993,14272.646761133605
Hong Kong,HKG,1994,10073.518333333333
Hong Kong,HKG,1995,10708.622616699542
Hong Kong,HKG,1996,7826.655350792112
Hong Kong,HKG,1997,6485.109523809525
Hong Kong,HKG,1998,7914.634564438213
Hong Kong,HKG,1999,6656.48744455995
Hong Kong,HKG,2000,7636.954620451104
Hong Kong,HKG,2001,11956.239059293324
