Entity,Code,Year,"Crops - Coffee, green - 656 - Production - 5510 - tonnes (tonnes)"
Congo,COG,1973,1035
Congo,COG,1974,1292
Congo,COG,1975,1050
Congo,COG,1976,2160
Congo,COG,1977,5244
Congo,COG,1978,4843
Congo,COG,1979,3120
Congo,COG,1980,2700
Congo,COG,1981,2580
Congo,COG,1982,2900
Congo,COG,1983,3360
Congo,COG,1984,2980
Congo,COG,1985,3480
Congo,COG,1986,1444
Congo,COG,1987,1028
Congo,COG,1988,1830
Congo,COG,1989,1843
Congo,COG,1990,1354
Congo,COG,1991,1401
Congo,COG,1992,1450
Congo,COG,1993,1501
Congo,COG,1994,1553
Congo,COG,1995,1606
Congo,COG,1996,1600
Congo,COG,1997,1338
Congo,COG,1998,850
Congo,COG,1999,1490
Congo,COG,2000,1550
Congo,COG,2001,1612
Congo,COG,2002,1687
Congo,COG,2003,2000
Congo,COG,2004,2800
Congo,COG,2005,3300
Congo,COG,2006,3000
Congo,COG,2007,3000
Congo,COG,2008,2400
Congo,COG,2009,2700
Congo,COG,2010,2827
Congo,COG,2011,2901
Congo,COG,2012,2935
Congo,COG,2013,2987
Congo,COG,2014,3021
Congo,COG,2015,3051
Congo,COG,2016,3008
Congo,COG,2017,3024
Congo,COG,2018,3041
Cook Islands,COK,1961,3
Cook Islands,COK,1962,5
Cook Islands,COK,1963,7
Cook Islands,COK,1964,11
Cook Islands,COK,1965,10
Cook Islands,COK,1966,11
Cook Islands,COK,1967,12
Cook Islands,COK,1968,10
Cook Islands,COK,1969,10
Cook Islands,COK,1970,10
Cook Islands,COK,1971,10
Cook Islands,COK,1972,10
Cook Islands,COK,1973,10
Cook Islands,COK,1974,10
Cook Islands,COK,1975,10
Cook Islands,COK,1976,2
Cook Islands,COK,1977,3
Cook Islands,COK,1978,2
Cook Islands,COK,1979,2
Cook Islands,COK,1980,2
Cook Islands,COK,1981,2
Cook Islands,COK,1982,2
Cook Islands,COK,1983,2
Cook Islands,COK,1984,2
Cook Islands,COK,1985,2
Cook Islands,COK,1986,2
Cook Islands,COK,1987,2
Cook Islands,COK,1988,1
Cook Islands,COK,1989,1
Cook Islands,COK,1990,2
Cook Islands,COK,1991,2
Cook Islands,COK,1992,5
Cook Islands,COK,1993,4
Cook Islands,COK,1994,8
Cook Islands,COK,1995,15
Cook Islands,COK,1996,20
Cook Islands,COK,1997,15
Cook Islands,COK,1998,10
Cook Islands,COK,1999,5
Cook Islands,COK,2000,6
Cook Islands,COK,2001,7
Cook Islands,COK,2002,7
Cook Islands,COK,2003,3
Cook Islands,COK,2004,0
Cook Islands,COK,2005,0
Cook Islands,COK,2006,0
Cook Islands,COK,2007,0
Cook Islands,COK,2008,0
Cook Islands,COK,2009,0
Cook Islands,COK,2010,0
Cook Islands,COK,2011,0
Cook Islands,COK,2012,0
Cook Islands,COK,2013,0
Cook Islands,COK,2014,0
Cook Islands,COK,2015,0
Cook Islands,COK,2016,0
Cook Islands,COK,2017,0
Cook Islands,COK,2018,0
Costa Rica,CRI,1961,61769
Costa Rica,CRI,1962,54523
Costa Rica,CRI,1963,62295
Costa Rica,CRI,1964,47219
Costa Rica,CRI,1965,58384
Costa Rica,CRI,1966,68344
Costa Rica,CRI,1967,76014
Costa Rica,CRI,1968,69372
Costa Rica,CRI,1969,84549
Costa Rica,CRI,1970,73192
Costa Rica,CRI,1971,89350
Costa Rica,CRI,1972,78787
Costa Rica,CRI,1973,95721
Costa Rica,CRI,1974,84287
Costa Rica,CRI,1975,80248
Costa Rica,CRI,1976,81784
Costa Rica,CRI,1977,87183
Costa Rica,CRI,1978,98549
Costa Rica,CRI,1979,98575
Costa Rica,CRI,1980,106389
Costa Rica,CRI,1981,113102
Costa Rica,CRI,1982,115087
Costa Rica,CRI,1983,124008
Costa Rica,CRI,1984,136857
Costa Rica,CRI,1985,124000
Costa Rica,CRI,1986,128227
Costa Rica,CRI,1987,138000
Costa Rica,CRI,1988,144900
Costa Rica,CRI,1989,157000
Costa Rica,CRI,1990,151100
Costa Rica,CRI,1991,158000
Costa Rica,CRI,1992,168000
Costa Rica,CRI,1993,156927
Costa Rica,CRI,1994,147998
Costa Rica,CRI,1995,150061
Costa Rica,CRI,1996,154131
Costa Rica,CRI,1997,132015
Costa Rica,CRI,1998,152385
Costa Rica,CRI,1999,147868
Costa Rica,CRI,2000,161395
Costa Rica,CRI,2001,150289
Costa Rica,CRI,2002,140874
Costa Rica,CRI,2003,132259
Costa Rica,CRI,2004,126000
Costa Rica,CRI,2005,125669
Costa Rica,CRI,2006,101038
Costa Rica,CRI,2007,121058
Costa Rica,CRI,2008,111959
Costa Rica,CRI,2009,91403
Costa Rica,CRI,2010,91620
Costa Rica,CRI,2011,95038
Costa Rica,CRI,2012,117873
Costa Rica,CRI,2013,71381
Costa Rica,CRI,2014,96735
Costa Rica,CRI,2015,83846
Costa Rica,CRI,2016,102669
Costa Rica,CRI,2017,97152
Costa Rica,CRI,2018,85340
Cote d'Ivoire,CIV,1961,185500
Cote d'Ivoire,CIV,1962,97071
Cote d'Ivoire,CIV,1963,194639
Cote d'Ivoire,CIV,1964,260698
Cote d'Ivoire,CIV,1965,202105
Cote d'Ivoire,CIV,1966,272566
Cote d'Ivoire,CIV,1967,130759
Cote d'Ivoire,CIV,1968,287760
Cote d'Ivoire,CIV,1969,210124
Cote d'Ivoire,CIV,1970,279610
Cote d'Ivoire,CIV,1971,239706
Cote d'Ivoire,CIV,1972,268836
Cote d'Ivoire,CIV,1973,301804
Cote d'Ivoire,CIV,1974,195935
Cote d'Ivoire,CIV,1975,270400
Cote d'Ivoire,CIV,1976,308400
Cote d'Ivoire,CIV,1977,291339
Cote d'Ivoire,CIV,1978,195565
Cote d'Ivoire,CIV,1979,277048
Cote d'Ivoire,CIV,1980,249608
Cote d'Ivoire,CIV,1981,366839
Cote d'Ivoire,CIV,1982,247708
Cote d'Ivoire,CIV,1983,270581
Cote d'Ivoire,CIV,1984,85203
Cote d'Ivoire,CIV,1985,277082
Cote d'Ivoire,CIV,1986,265199
Cote d'Ivoire,CIV,1987,270130
Cote d'Ivoire,CIV,1988,186705
Cote d'Ivoire,CIV,1989,221350
Cote d'Ivoire,CIV,1990,285164
Cote d'Ivoire,CIV,1991,198909
Cote d'Ivoire,CIV,1992,257000
Cote d'Ivoire,CIV,1993,138937
Cote d'Ivoire,CIV,1994,145576
Cote d'Ivoire,CIV,1995,194968
Cote d'Ivoire,CIV,1996,167786
Cote d'Ivoire,CIV,1997,279219
Cote d'Ivoire,CIV,1998,311000
Cote d'Ivoire,CIV,1999,307331
Cote d'Ivoire,CIV,2000,380000
Cote d'Ivoire,CIV,2001,301127
Cote d'Ivoire,CIV,2002,182001
Cote d'Ivoire,CIV,2003,140027
Cote d'Ivoire,CIV,2004,154081
Cote d'Ivoire,CIV,2005,230000
Cote d'Ivoire,CIV,2006,187000
Cote d'Ivoire,CIV,2007,170849
Cote d'Ivoire,CIV,2008,173118
Cote d'Ivoire,CIV,2009,142945
Cote d'Ivoire,CIV,2010,94372
Cote d'Ivoire,CIV,2011,32291
Cote d'Ivoire,CIV,2012,121426
Cote d'Ivoire,CIV,2013,103743
Cote d'Ivoire,CIV,2014,111486
Cote d'Ivoire,CIV,2015,127000
Cote d'Ivoire,CIV,2016,106000
Cote d'Ivoire,CIV,2017,33600
Cote d'Ivoire,CIV,2018,88867
Cuba,CUB,1961,37000
Cuba,CUB,1962,52206
Cuba,CUB,1963,34691
Cuba,CUB,1964,32028
Cuba,CUB,1965,23880
Cuba,CUB,1966,33407
Cuba,CUB,1967,34246
Cuba,CUB,1968,29246
Cuba,CUB,1969,31649
Cuba,CUB,1970,19742
Cuba,CUB,1971,25987
Cuba,CUB,1972,25391
Cuba,CUB,1973,21028
Cuba,CUB,1974,28795
Cuba,CUB,1975,20112
Cuba,CUB,1976,27151
Cuba,CUB,1977,16826
Cuba,CUB,1978,14807
Cuba,CUB,1979,22674
Cuba,CUB,1980,18973
Cuba,CUB,1981,21616
Cuba,CUB,1982,28684
Cuba,CUB,1983,18410
Cuba,CUB,1984,22051
Cuba,CUB,1985,23783
Cuba,CUB,1986,24509
Cuba,CUB,1987,26165
Cuba,CUB,1988,28801
Cuba,CUB,1989,28920
Cuba,CUB,1990,24900
Cuba,CUB,1991,22740
Cuba,CUB,1992,18720
Cuba,CUB,1993,17100
Cuba,CUB,1994,17040
Cuba,CUB,1995,17100
Cuba,CUB,1996,16680
Cuba,CUB,1997,19980
Cuba,CUB,1998,13500
Cuba,CUB,1999,22020
Cuba,CUB,2000,16500
Cuba,CUB,2001,15720
Cuba,CUB,2002,14700
Cuba,CUB,2003,15000
Cuba,CUB,2004,15240
Cuba,CUB,2005,10800
Cuba,CUB,2006,8400
Cuba,CUB,2007,13500
Cuba,CUB,2008,6240
Cuba,CUB,2009,7980
Cuba,CUB,2010,8430
Cuba,CUB,2011,10150
Cuba,CUB,2012,7560
Cuba,CUB,2013,8944
Cuba,CUB,2014,9180
Cuba,CUB,2015,7436
Cuba,CUB,2016,6785
Cuba,CUB,2017,6221
Cuba,CUB,2018,6814
Democratic Republic of Congo,COD,1961,54000
Democratic Republic of Congo,COD,1962,66000
Democratic Republic of Congo,COD,1963,66000
Democratic Republic of Congo,COD,1964,57000
Democratic Republic of Congo,COD,1965,58500
Democratic Republic of Congo,COD,1966,54000
Democratic Republic of Congo,COD,1967,60000
Democratic Republic of Congo,COD,1968,63300
Democratic Republic of Congo,COD,1969,68000
Democratic Republic of Congo,COD,1970,69600
Democratic Republic of Congo,COD,1971,74600
Democratic Republic of Congo,COD,1972,79200
Democratic Republic of Congo,COD,1973,77700
Democratic Republic of Congo,COD,1974,77100
Democratic Republic of Congo,COD,1975,82500
Democratic Republic of Congo,COD,1976,91100
Democratic Republic of Congo,COD,1977,88500
Democratic Republic of Congo,COD,1978,85600
Democratic Republic of Congo,COD,1979,86700
Democratic Republic of Congo,COD,1980,89000
Democratic Republic of Congo,COD,1981,93400
Democratic Republic of Congo,COD,1982,93400
Democratic Republic of Congo,COD,1983,84200
Democratic Republic of Congo,COD,1984,92700
Democratic Republic of Congo,COD,1985,91600
Democratic Republic of Congo,COD,1986,95000
Democratic Republic of Congo,COD,1987,97200
Democratic Republic of Congo,COD,1988,103080
Democratic Republic of Congo,COD,1989,94740
Democratic Republic of Congo,COD,1990,101594
Democratic Republic of Congo,COD,1991,95000
Democratic Republic of Congo,COD,1992,92400
Democratic Republic of Congo,COD,1993,90109
Democratic Republic of Congo,COD,1994,88346
Democratic Republic of Congo,COD,1995,84714
Democratic Republic of Congo,COD,1996,73975
Democratic Republic of Congo,COD,1997,70299
Democratic Republic of Congo,COD,1998,55991
Democratic Republic of Congo,COD,1999,48605
Democratic Republic of Congo,COD,2000,46767
Democratic Republic of Congo,COD,2001,34723
Democratic Republic of Congo,COD,2002,32080
Democratic Republic of Congo,COD,2003,32050
Democratic Republic of Congo,COD,2004,32020
Democratic Republic of Congo,COD,2005,31990
Democratic Republic of Congo,COD,2006,31960
Democratic Republic of Congo,COD,2007,31930
Democratic Republic of Congo,COD,2008,31900
Democratic Republic of Congo,COD,2009,31870
Democratic Republic of Congo,COD,2010,31840
Democratic Republic of Congo,COD,2011,31810
Democratic Republic of Congo,COD,2012,31562
Democratic Republic of Congo,COD,2013,29701
Democratic Republic of Congo,COD,2014,28105
Democratic Republic of Congo,COD,2015,29439
Democratic Republic of Congo,COD,2016,29867
Democratic Republic of Congo,COD,2017,29735
Democratic Republic of Congo,COD,2018,29673
Dominica,DMA,1979,171
Dominica,DMA,1980,164
Dominica,DMA,1981,168
Dominica,DMA,1982,171
Dominica,DMA,1983,175
Dominica,DMA,1984,187
Dominica,DMA,1985,192
Dominica,DMA,1986,195
Dominica,DMA,1987,192
Dominica,DMA,1988,196
Dominica,DMA,1989,193
Dominica,DMA,1990,178
Dominica,DMA,1991,205
Dominica,DMA,1992,204
Dominica,DMA,1993,340
Dominica,DMA,1994,350
Dominica,DMA,1995,349
Dominica,DMA,1996,360
Dominica,DMA,1997,360
Dominica,DMA,1998,362
Dominica,DMA,1999,370
Dominica,DMA,2000,366
Dominica,DMA,2001,368
Dominica,DMA,2002,371
Dominica,DMA,2003,380
Dominica,DMA,2004,380
Dominica,DMA,2005,385
Dominica,DMA,2006,386
Dominica,DMA,2007,405
Dominica,DMA,2008,365
Dominica,DMA,2009,337
Dominica,DMA,2010,308
Dominica,DMA,2011,281
Dominica,DMA,2012,235
Dominica,DMA,2013,250
Dominica,DMA,2014,251
Dominica,DMA,2015,233
Dominica,DMA,2016,213
Dominica,DMA,2017,232
Dominica,DMA,2018,226
Dominican Republic,DOM,1961,36210
Dominican Republic,DOM,1962,45968
Dominican Republic,DOM,1963,44783
Dominican Republic,DOM,1964,51974
Dominican Republic,DOM,1965,43072
Dominican Republic,DOM,1966,44535
Dominican Republic,DOM,1967,42400
Dominican Republic,DOM,1968,44500
Dominican Republic,DOM,1969,43550
Dominican Republic,DOM,1970,42494
Dominican Republic,DOM,1971,45000
Dominican Republic,DOM,1972,45300
Dominican Republic,DOM,1973,58682
Dominican Republic,DOM,1974,54311
Dominican Republic,DOM,1975,51855
Dominican Republic,DOM,1976,56997
Dominican Republic,DOM,1977,60208
Dominican Republic,DOM,1978,43405
Dominican Republic,DOM,1979,60391
Dominican Republic,DOM,1980,60091
Dominican Republic,DOM,1981,52206
Dominican Republic,DOM,1982,63493
Dominican Republic,DOM,1983,68027
Dominican Republic,DOM,1984,72109
Dominican Republic,DOM,1985,71965
Dominican Republic,DOM,1986,68504
Dominican Republic,DOM,1987,67134
Dominican Republic,DOM,1988,67939
Dominican Republic,DOM,1989,64611
Dominican Republic,DOM,1990,59377
Dominican Republic,DOM,1991,55222
Dominican Republic,DOM,1992,42464
Dominican Republic,DOM,1993,37744
Dominican Republic,DOM,1994,32715
Dominican Republic,DOM,1995,42407
Dominican Republic,DOM,1996,47895
Dominican Republic,DOM,1997,33997
Dominican Republic,DOM,1998,56943
Dominican Republic,DOM,1999,34609
Dominican Republic,DOM,2000,45546
Dominican Republic,DOM,2001,35476
Dominican Republic,DOM,2002,37330
Dominican Republic,DOM,2003,36929
Dominican Republic,DOM,2004,35421
Dominican Republic,DOM,2005,40303
Dominican Republic,DOM,2006,41352
Dominican Republic,DOM,2007,41232
Dominican Republic,DOM,2008,35582
Dominican Republic,DOM,2009,37950
Dominican Republic,DOM,2010,21876
Dominican Republic,DOM,2011,22680
Dominican Republic,DOM,2012,27009
Dominican Republic,DOM,2013,18552
Dominican Republic,DOM,2014,13213
Dominican Republic,DOM,2015,9888
Dominican Republic,DOM,2016,11471
Dominican Republic,DOM,2017,15241
Dominican Republic,DOM,2018,18416
Eastern Africa,,1961,362367
Eastern Africa,,1962,433999
Eastern Africa,,1963,452557
Eastern Africa,,1964,525285
Eastern Africa,,1965,477497
Eastern Africa,,1966,513307
Eastern Africa,,1967,523297
Eastern Africa,,1968,484641
Eastern Africa,,1969,608589
Eastern Africa,,1970,580884
Eastern Africa,,1971,566934
Eastern Africa,,1972,562532
Eastern Africa,,1973,631174
Eastern Africa,,1974,609498
Eastern Africa,,1975,622260
Eastern Africa,,1976,566589
Eastern Africa,,1977,634278
Eastern Africa,,1978,577015
Eastern Africa,,1979,555363
Eastern Africa,,1980,590281
Eastern Africa,,1981,629740
Eastern Africa,,1982,641309
Eastern Africa,,1983,605083
Eastern Africa,,1984,621489
Eastern Africa,,1985,608892
Eastern Africa,,1986,688344
Eastern Africa,,1987,693514
Eastern Africa,,1988,695394
Eastern Africa,,1989,708951
Eastern Africa,,1990,664597
Eastern Africa,,1991,665367
Eastern Africa,,1992,639324
Eastern Africa,,1993,598129
Eastern Africa,,1994,648924
Eastern Africa,,1995,679830
Eastern Africa,,1996,797452
Eastern Africa,,1997,666769
Eastern Africa,,1998,635360
Eastern Africa,,1999,714962
Eastern Africa,,2000,682550
Eastern Africa,,2001,636722
Eastern Africa,,2002,769145
Eastern Africa,,2003,524170
Eastern Africa,,2004,752673
Eastern Africa,,2005,589687
Eastern Africa,,2006,701064
Eastern Africa,,2007,663304
Eastern Africa,,2008,744520
Eastern Africa,,2009,688994
Eastern Africa,,2010,799088
Eastern Africa,,2011,796167
Eastern Africa,,2012,690115
Eastern Africa,,2013,832302
Eastern Africa,,2014,829595
Eastern Africa,,2015,860611
Eastern Africa,,2016,878562
Eastern Africa,,2017,883669
Eastern Africa,,2018,891475
Eastern Asia,,1961,1612
Eastern Asia,,1962,1756
Eastern Asia,,1963,2042
Eastern Asia,,1964,2346
Eastern Asia,,1965,2577
Eastern Asia,,1966,3236
Eastern Asia,,1967,3566
Eastern Asia,,1968,3540
Eastern Asia,,1969,3748
Eastern Asia,,1970,3836
Eastern Asia,,1971,3934
Eastern Asia,,1972,5029
Eastern Asia,,1973,6017
Eastern Asia,,1974,6068
Eastern Asia,,1975,4066
Eastern Asia,,1976,4009
Eastern Asia,,1977,4052
Eastern Asia,,1978,4047
Eastern Asia,,1979,5036
Eastern Asia,,1980,5051
Eastern Asia,,1981,6052
Eastern Asia,,1982,6054
Eastern Asia,,1983,6000
Eastern Asia,,1984,9000
Eastern Asia,,1985,7000
Eastern Asia,,1986,7700
Eastern Asia,,1987,8600
Eastern Asia,,1988,10000
Eastern Asia,,1989,8000
Eastern Asia,,1990,6300
Eastern Asia,,1991,3500
Eastern Asia,,1992,3800
Eastern Asia,,1993,4000
Eastern Asia,,1994,3250
Eastern Asia,,1995,3196
Eastern Asia,,1996,3023
Eastern Asia,,1997,3573
Eastern Asia,,1998,6237
Eastern Asia,,1999,8743
Eastern Asia,,2000,11568
Eastern Asia,,2001,17202
Eastern Asia,,2002,19456
Eastern Asia,,2003,23144
Eastern Asia,,2004,21659
Eastern Asia,,2005,21919
Eastern Asia,,2006,25655
Eastern Asia,,2007,26000
Eastern Asia,,2008,33278
Eastern Asia,,2009,70405
Eastern Asia,,2010,49596
Eastern Asia,,2011,65384
Eastern Asia,,2012,92064
Eastern Asia,,2013,116826
Eastern Asia,,2014,91425
Eastern Asia,,2015,100105
Eastern Asia,,2016,102785
Eastern Asia,,2017,98105
Eastern Asia,,2018,100332
Ecuador,ECU,1961,53500
Ecuador,ECU,1962,55500
Ecuador,ECU,1963,42800
Ecuador,ECU,1964,47000
Ecuador,ECU,1965,66200
Ecuador,ECU,1966,57222
Ecuador,ECU,1967,61731
Ecuador,ECU,1968,60493
Ecuador,ECU,1969,44345
Ecuador,ECU,1970,72053
Ecuador,ECU,1971,62252
Ecuador,ECU,1972,71385
Ecuador,ECU,1973,74980
Ecuador,ECU,1974,69638
Ecuador,ECU,1975,76437
Ecuador,ECU,1976,87101
Ecuador,ECU,1977,82680
Ecuador,ECU,1978,75447
Ecuador,ECU,1979,89728
Ecuador,ECU,1980,69445
Ecuador,ECU,1981,86085
Ecuador,ECU,1982,83938
Ecuador,ECU,1983,81075
Ecuador,ECU,1984,97258
Ecuador,ECU,1985,120861
Ecuador,ECU,1986,118000
Ecuador,ECU,1987,111720
Ecuador,ECU,1988,144401
Ecuador,ECU,1989,129309
Ecuador,ECU,1990,134980
Ecuador,ECU,1991,116917
Ecuador,ECU,1992,137671
Ecuador,ECU,1993,137004
Ecuador,ECU,1994,186797
Ecuador,ECU,1995,148205
Ecuador,ECU,1996,168919
Ecuador,ECU,1997,173868
Ecuador,ECU,1998,48190
Ecuador,ECU,1999,132939
Ecuador,ECU,2000,27606
Ecuador,ECU,2001,164790
Ecuador,ECU,2002,23325
Ecuador,ECU,2003,23579
Ecuador,ECU,2004,27932
Ecuador,ECU,2005,40805
Ecuador,ECU,2006,31461
Ecuador,ECU,2007,38687
Ecuador,ECU,2008,32096
Ecuador,ECU,2009,33624
Ecuador,ECU,2010,31347
Ecuador,ECU,2011,23829
Ecuador,ECU,2012,7340
Ecuador,ECU,2013,7760
Ecuador,ECU,2014,4225
Ecuador,ECU,2015,5297
Ecuador,ECU,2016,3905
Ecuador,ECU,2017,7564
Ecuador,ECU,2018,5065
El Salvador,SLV,1961,122500
El Salvador,SLV,1962,98300
El Salvador,SLV,1963,122700
El Salvador,SLV,1964,123100
El Salvador,SLV,1965,109200
El Salvador,SLV,1966,123100
El Salvador,SLV,1967,144800
El Salvador,SLV,1968,123800
El Salvador,SLV,1969,143980
El Salvador,SLV,1970,129490
El Salvador,SLV,1971,144624
El Salvador,SLV,1972,147476
El Salvador,SLV,1973,126500
El Salvador,SLV,1974,159436
El Salvador,SLV,1975,161415
El Salvador,SLV,1976,138690
El Salvador,SLV,1977,147465
El Salvador,SLV,1978,158490
El Salvador,SLV,1979,185625
El Salvador,SLV,1980,184230
El Salvador,SLV,1981,180000
El Salvador,SLV,1982,174616
El Salvador,SLV,1983,154560
El Salvador,SLV,1984,163852
El Salvador,SLV,1985,148810
El Salvador,SLV,1986,138184
El Salvador,SLV,1987,147890
El Salvador,SLV,1988,120290
El Salvador,SLV,1989,121900
El Salvador,SLV,1990,147200
El Salvador,SLV,1991,149450
El Salvador,SLV,1992,175720
El Salvador,SLV,1993,140576
El Salvador,SLV,1994,140534
El Salvador,SLV,1995,139513
El Salvador,SLV,1996,148859
El Salvador,SLV,1997,124239
El Salvador,SLV,1998,117214
El Salvador,SLV,1999,160782
El Salvador,SLV,2000,114087
El Salvador,SLV,2001,112201
El Salvador,SLV,2002,91513
El Salvador,SLV,2003,81157
El Salvador,SLV,2004,83088
El Salvador,SLV,2005,87963
El Salvador,SLV,2006,85350
El Salvador,SLV,2007,96355
El Salvador,SLV,2008,97727
El Salvador,SLV,2009,76591
El Salvador,SLV,2010,112636
El Salvador,SLV,2011,82095
El Salvador,SLV,2012,89489
El Salvador,SLV,2013,32864
El Salvador,SLV,2014,41965
El Salvador,SLV,2015,35682
El Salvador,SLV,2016,38636
El Salvador,SLV,2017,41141
El Salvador,SLV,2018,80167
Equatorial Guinea,GNQ,1961,6600
Equatorial Guinea,GNQ,1962,8100
Equatorial Guinea,GNQ,1963,6700
Equatorial Guinea,GNQ,1964,8235
Equatorial Guinea,GNQ,1965,6664
Equatorial Guinea,GNQ,1966,6400
Equatorial Guinea,GNQ,1967,8700
Equatorial Guinea,GNQ,1968,7500
Equatorial Guinea,GNQ,1969,7200
Equatorial Guinea,GNQ,1970,7200
Equatorial Guinea,GNQ,1971,6900
Equatorial Guinea,GNQ,1972,6900
Equatorial Guinea,GNQ,1973,6300
Equatorial Guinea,GNQ,1974,6600
Equatorial Guinea,GNQ,1975,5400
Equatorial Guinea,GNQ,1976,5400
Equatorial Guinea,GNQ,1977,4800
Equatorial Guinea,GNQ,1978,5400
Equatorial Guinea,GNQ,1979,6000
Equatorial Guinea,GNQ,1980,6000
Equatorial Guinea,GNQ,1981,6600
Equatorial Guinea,GNQ,1982,6700
Equatorial Guinea,GNQ,1983,6700
Equatorial Guinea,GNQ,1984,6800
Equatorial Guinea,GNQ,1985,7000
Equatorial Guinea,GNQ,1986,7000
Equatorial Guinea,GNQ,1987,7000
Equatorial Guinea,GNQ,1988,7000
Equatorial Guinea,GNQ,1989,7000
Equatorial Guinea,GNQ,1990,6500
Equatorial Guinea,GNQ,1991,6000
Equatorial Guinea,GNQ,1992,5500
Equatorial Guinea,GNQ,1993,5329
Equatorial Guinea,GNQ,1994,5000
Equatorial Guinea,GNQ,1995,4500
Equatorial Guinea,GNQ,1996,5000
Equatorial Guinea,GNQ,1997,5000
Equatorial Guinea,GNQ,1998,5000
Equatorial Guinea,GNQ,1999,3500
Equatorial Guinea,GNQ,2000,5000
Equatorial Guinea,GNQ,2001,5000
Equatorial Guinea,GNQ,2002,5000
Equatorial Guinea,GNQ,2003,5000
Equatorial Guinea,GNQ,2004,4000
Equatorial Guinea,GNQ,2005,4000
Equatorial Guinea,GNQ,2006,4500
Equatorial Guinea,GNQ,2007,4398
Equatorial Guinea,GNQ,2008,4300
Equatorial Guinea,GNQ,2009,4000
Equatorial Guinea,GNQ,2010,4251
Equatorial Guinea,GNQ,2011,4343
Equatorial Guinea,GNQ,2012,4595
Equatorial Guinea,GNQ,2013,4402
Equatorial Guinea,GNQ,2014,4387
Equatorial Guinea,GNQ,2015,4254
Equatorial Guinea,GNQ,2016,4239
Equatorial Guinea,GNQ,2017,4271
Equatorial Guinea,GNQ,2018,4251
Ethiopia,ETH,1993,180000
Ethiopia,ETH,1994,207000
Ethiopia,ETH,1995,229980
Ethiopia,ETH,1996,229980
Ethiopia,ETH,1997,228000
Ethiopia,ETH,1998,229980
Ethiopia,ETH,1999,217450
Ethiopia,ETH,2000,229980
Ethiopia,ETH,2001,157155
Ethiopia,ETH,2002,160000
Ethiopia,ETH,2003,126188
Ethiopia,ETH,2004,156170
Ethiopia,ETH,2005,171631
Ethiopia,ETH,2006,241482
Ethiopia,ETH,2007,273400
Ethiopia,ETH,2008,260239
Ethiopia,ETH,2009,265469
Ethiopia,ETH,2010,370569
Ethiopia,ETH,2011,376823
Ethiopia,ETH,2012,275530
Ethiopia,ETH,2013,392006
Ethiopia,ETH,2014,419980
Ethiopia,ETH,2015,457014
Ethiopia,ETH,2016,469091
Ethiopia,ETH,2017,467679
Ethiopia,ETH,2018,470221
Ethiopia PDR,,1961,127400
Ethiopia PDR,,1962,132700
Ethiopia PDR,,1963,139100
Ethiopia PDR,,1964,170400
Ethiopia PDR,,1965,140000
Ethiopia PDR,,1966,140000
Ethiopia PDR,,1967,155000
Ethiopia PDR,,1968,160000
Ethiopia PDR,,1969,165000
Ethiopia PDR,,1970,170000
Ethiopia PDR,,1971,182200
Ethiopia PDR,,1972,163500
Ethiopia PDR,,1973,180080
Ethiopia PDR,,1974,153400
Ethiopia PDR,,1975,171000
Ethiopia PDR,,1976,178600
Ethiopia PDR,,1977,191400
Ethiopia PDR,,1978,190000
Ethiopia PDR,,1979,188000
Ethiopia PDR,,1980,187200
Ethiopia PDR,,1981,202000
Ethiopia PDR,,1982,202000
Ethiopia PDR,,1983,157824
Ethiopia PDR,,1984,145306
Ethiopia PDR,,1985,155200
Ethiopia PDR,,1986,186000
Ethiopia PDR,,1987,186000
Ethiopia PDR,,1988,190000
Ethiopia PDR,,1989,200000
Ethiopia PDR,,1990,204000
Ethiopia PDR,,1991,210000
Ethiopia PDR,,1992,216000
Europe,,1961,5
Europe,,1962,5
Europe,,1963,5
Europe,,1964,5
Europe,,1965,6
Europe,,1966,8
Europe,,1967,8
Europe,,1968,8
Europe,,1969,7
Europe,,1970,8
Europe,,1971,6
Europe,,1973,6
Europe,,1974,6
Europe,,1975,8
Europe,,1976,8
Europe,,1977,8
Europe,,1978,9
Europe,,1979,9
Europe,,1980,9
Europe,,1981,4
Europe,,1987,11
Europe,,1988,13
Europe,,1989,14
Europe,,1990,9
Europe,,1991,7
Europe,,1992,5
Europe,,1993,5
Europe,,1994,5
European Union,,1961,5
European Union,,1962,5
European Union,,1963,5
European Union,,1964,5
European Union,,1965,6
European Union,,1966,8
European Union,,1967,8
European Union,,1968,8
European Union,,1969,7
European Union,,1970,8
European Union,,1971,6
European Union,,1973,6
European Union,,1974,6
European Union,,1975,8
European Union,,1976,8
European Union,,1977,8
European Union,,1978,9
European Union,,1979,9
European Union,,1980,9
European Union,,1981,4
European Union,,1987,11
European Union,,1988,13
European Union,,1989,14
European Union,,1990,9
European Union,,1991,7
European Union,,1992,5
European Union,,1993,5
European Union,,1994,5
Fiji,FJI,1962,1
Fiji,FJI,1963,1
Fiji,FJI,1964,1
Fiji,FJI,1965,1
Fiji,FJI,1966,2
Fiji,FJI,1967,5
Fiji,FJI,1968,8
Fiji,FJI,1969,11
Fiji,FJI,1970,11
Fiji,FJI,1971,13
Fiji,FJI,1972,13
Fiji,FJI,1973,13
Fiji,FJI,1974,13
Fiji,FJI,1975,15
Fiji,FJI,1976,15
Fiji,FJI,1977,15
