Entity,Code,Year,"Net enrolment rate, pre-primary, both sexes (%) (%)"
Australia,AUS,2010,51.4050483703613
Australia,AUS,2011,66.4171295166016
Australia,AUS,2012,74.168701171875
Australia,AUS,2013,78.2887191772461
Azerbaijan,AZE,1999,13.5765104293823
Azerbaijan,AZE,2000,14.5553302764893
Azerbaijan,AZE,2001,15.8878898620605
Azerbaijan,AZE,2002,17.1199703216553
Azerbaijan,AZE,2003,18.27001953125
Azerbaijan,AZE,2004,19.0937995910645
Azerbaijan,AZE,2005,20.6159000396729
Azerbaijan,AZE,2006,21.334400177002
Azerbaijan,AZE,2007,21.0394802093506
Azerbaijan,AZE,2008,20.3185806274414
Azerbaijan,AZE,2009,20.0824298858643
Azerbaijan,AZE,2010,21.6294193267822
Azerbaijan,AZE,2011,22.6595191955566
Azerbaijan,AZE,2012,21.0084800720215
Azerbaijan,AZE,2013,20.774040222168
Azerbaijan,AZE,2014,18.8554000854492
Bahamas,BHS,1999,11.4449701309204
Bahamas,BHS,2002,24.0341091156006
Bahrain,BHR,1999,32.8206100463867
Bahrain,BHR,2000,31.9366397857666
Bahrain,BHR,2001,32.2108917236328
Bahrain,BHR,2002,33.4700202941895
Bahrain,BHR,2003,35.0129203796387
Bahrain,BHR,2004,38.6764907836914
Bahrain,BHR,2005,37.2225799560547
Bahrain,BHR,2006,36.5229187011719
Bahrain,BHR,2008,43.4572105407715
Bahrain,BHR,2009,48.1739807128906
Bahrain,BHR,2010,49.8697891235352
Bahrain,BHR,2011,50.6422309875488
Bahrain,BHR,2012,49.7537612915039
Bahrain,BHR,2013,51.5591316223145
Bahrain,BHR,2014,54.1775894165039
Bangladesh,BGD,2003,10.5451602935791
Bangladesh,BGD,2004,9.93356990814209
Bangladesh,BGD,2009,10.820520401001
Bangladesh,BGD,2010,12.6450595855713
Bangladesh,BGD,2011,22.8331508636475
Barbados,BRB,1999,65.9242477416992
Barbados,BRB,2000,62.5395584106445
Barbados,BRB,2001,61.3433609008789
Barbados,BRB,2002,71.7945404052734
Barbados,BRB,2003,72.1581802368164
Barbados,BRB,2004,73.0506210327148
Barbados,BRB,2005,77.8065719604492
Barbados,BRB,2006,77.1502838134766
Barbados,BRB,2007,75.3852386474609
Barbados,BRB,2008,74.2748718261719
Barbados,BRB,2009,67.4346466064453
Barbados,BRB,2010,70.0297927856445
Barbados,BRB,2011,69.4010620117188
Barbados,BRB,2014,81.0726928710938
Belarus,BLR,1999,75.8885116577148
Belarus,BLR,2000,78.3165588378906
Belarus,BLR,2001,80.8211822509766
Belarus,BLR,2002,81.620361328125
Belarus,BLR,2003,83.4050521850586
Belarus,BLR,2004,86.6811599731445
Belarus,BLR,2005,90.6601028442383
Belarus,BLR,2006,92.3174896240234
Belarus,BLR,2007,91.5607223510742
Belarus,BLR,2008,90.0067291259766
Belarus,BLR,2009,89.2876815795898
Belarus,BLR,2010,90.8994827270508
Belarus,BLR,2011,93.7685165405273
Belarus,BLR,2012,97.0972366333008
Belarus,BLR,2013,98.8836517333984
Belarus,BLR,2014,98.7071228027344
Belgium,BEL,1999,94.9219512939453
Belgium,BEL,2000,94.8928833007813
Belgium,BEL,2001,96.7805099487305
Belgium,BEL,2002,98.4753875732422
Belgium,BEL,2003,99.3478088378906
Belgium,BEL,2004,99.5167617797852
Belgium,BEL,2005,99.5161285400391
Belgium,BEL,2006,99.5417327880859
Belgium,BEL,2007,99.4377136230469
Belgium,BEL,2008,98.9719772338867
Belgium,BEL,2009,99.0971832275391
Belgium,BEL,2010,99.391487121582
Belgium,BEL,2011,99.4257507324219
Belgium,BEL,2012,99.554443359375
Belgium,BEL,2013,99.6370620727539
Belgium,BEL,2014,98.9222564697266
Belize,BLZ,1999,25.168830871582
Belize,BLZ,2000,25.1895008087158
Belize,BLZ,2001,24.3940601348877
Belize,BLZ,2003,23.9931602478027
Belize,BLZ,2004,23.1704902648926
Belize,BLZ,2005,27.8085193634033
Belize,BLZ,2006,29.8413906097412
Belize,BLZ,2007,30.6303405761719
Belize,BLZ,2008,35.5684814453125
Belize,BLZ,2009,37.3978500366211
Belize,BLZ,2010,40.4049491882324
Belize,BLZ,2011,41.8337707519531
Belize,BLZ,2012,44.3144683837891
Belize,BLZ,2013,46.4093894958496
Belize,BLZ,2014,48.1446800231934
Benin,BEN,1999,2.70677995681763
Benin,BEN,2000,4.08456993103027
Benin,BEN,2003,2.99516010284424
Benin,BEN,2004,2.81955003738403
Benin,BEN,2005,3.45299005508423
Benin,BEN,2011,9.27213954925537
Benin,BEN,2012,9.72576999664307
Bermuda,BMU,2011,30.279899597168
Bermuda,BMU,2012,37.8906288146973
Bhutan,BTN,1998,0.978120028972626
Bhutan,BTN,1999,0.821099996566772
Bhutan,BTN,2000,1.05235004425049
Bolivia,BOL,1998,34.532470703125
Bolivia,BOL,1999,35.0509414672852
Bolivia,BOL,2000,38.2469596862793
Bolivia,BOL,2001,38.5096015930176
Bolivia,BOL,2002,39.4716911315918
Bolivia,BOL,2003,40.2231407165527
Bolivia,BOL,2004,41.7745208740234
Bolivia,BOL,2006,42.7096786499023
Bolivia,BOL,2007,41.1489715576172
Bolivia,BOL,2008,35.0987014770508
Bolivia,BOL,2009,42.6639404296875
Bolivia,BOL,2010,44.5490798950195
Bolivia,BOL,2011,50.1977996826172
Bolivia,BOL,2012,56.4258499145508
Bolivia,BOL,2013,61.165340423584
Bosnia and Herzegovina,BIH,2010,13.2832298278809
Bosnia and Herzegovina,BIH,2011,13.2044200897217
Bosnia and Herzegovina,BIH,2012,12.7279500961304
Botswana,BWA,2005,11.1607303619385
Botswana,BWA,2006,13.1556701660156
Botswana,BWA,2007,12.8698396682739
Botswana,BWA,2008,14.6851902008057
Botswana,BWA,2009,14.7309799194336
Botswana,BWA,2012,13.9742002487183
Botswana,BWA,2013,16.9128704071045
Brazil,BRA,2013,75.4705429077148
Brunei,BRN,2005,54.2147598266602
Brunei,BRN,2006,53.0918807983398
Brunei,BRN,2007,51.7967414855957
Brunei,BRN,2008,53.9467582702637
Brunei,BRN,2009,61.116870880127
Brunei,BRN,2010,60.7966499328613
Brunei,BRN,2011,61.8909606933594
Brunei,BRN,2012,62.4320297241211
Brunei,BRN,2013,66.1535034179688
Brunei,BRN,2014,65.1932525634766
Bulgaria,BGR,1999,65.3803100585938
Bulgaria,BGR,2000,67.0055084228516
Bulgaria,BGR,2001,66.5263366699219
Bulgaria,BGR,2002,68.0370407104492
Bulgaria,BGR,2003,71.0884475708008
Bulgaria,BGR,2004,72.9562072753906
Bulgaria,BGR,2005,75.9827575683594
Bulgaria,BGR,2006,78.6496734619141
Bulgaria,BGR,2007,78.9605484008789
Bulgaria,BGR,2008,78.6919174194336
Bulgaria,BGR,2009,79.2583465576172
Bulgaria,BGR,2010,79.9701614379883
Bulgaria,BGR,2011,80.792610168457
Bulgaria,BGR,2012,80.2871704101563
Bulgaria,BGR,2013,80.5902328491211
Bulgaria,BGR,2014,80.6865386962891
Burkina Faso,BFA,2009,2.04635000228882
Burkina Faso,BFA,2011,2.80642008781433
Burkina Faso,BFA,2013,3.5317599773407
Burkina Faso,BFA,2014,3.83054995536804
Burundi,BDI,2009,6.03131008148193
Burundi,BDI,2010,5.28984022140503
Burundi,BDI,2011,4.06261014938354
Burundi,BDI,2012,4.3548002243042
Burundi,BDI,2013,4.7147102355957
Burundi,BDI,2014,5.47271013259888
Cambodia,KHM,2000,5.26433992385864
Cambodia,KHM,2001,6.79862022399902
Cambodia,KHM,2002,7.61676979064941
Cambodia,KHM,2003,8.08141040802002
Cambodia,KHM,2004,9.32186985015869
Cambodia,KHM,2005,9.69089031219482
Cambodia,KHM,2006,10.6778297424316
Cambodia,KHM,2007,12.3598003387451
Cambodia,KHM,2008,12.6022300720215
Cambodia,KHM,2010,12.4983396530151
Cambodia,KHM,2011,11.8814697265625
Cambodia,KHM,2012,13.7518901824951
Cambodia,KHM,2013,14.04714012146
Cambodia,KHM,2014,16.61669921875
Cameroon,CMR,2007,12.9382801055908
Cameroon,CMR,2008,15.7289800643921
Cameroon,CMR,2009,16.7136898040771
Cameroon,CMR,2010,18.0727806091309
Cameroon,CMR,2011,18.8887004852295
Cameroon,CMR,2012,21.3282699584961
Cameroon,CMR,2014,24.8720302581787
Canada,CAN,1998,65.2591705322266
Canada,CAN,1999,63.5220413208008
Canada,CAN,2000,63.3074417114258
Canada,CAN,2008,69.8010482788086
Canada,CAN,2009,71.2947998046875
Canada,CAN,2010,70.7583770751953
Canada,CAN,2011,70.8955535888672
Canada,CAN,2012,72.0829620361328
Cape Verde,CPV,1999,45.9481201171875
Cape Verde,CPV,2001,49.3839416503906
Cape Verde,CPV,2002,51.7633285522461
Cape Verde,CPV,2003,54.1833305358887
Cape Verde,CPV,2004,55.1012496948242
Cape Verde,CPV,2005,58.1099510192871
Cape Verde,CPV,2006,58.1629104614258
Cape Verde,CPV,2007,60.8557281494141
Cape Verde,CPV,2008,65.3680267333984
Cape Verde,CPV,2009,67.9338073730469
Cape Verde,CPV,2010,67.3231964111328
Cape Verde,CPV,2011,70.8184127807617
Cape Verde,CPV,2012,68.4912796020508
Cape Verde,CPV,2013,65.2870788574219
Cape Verde,CPV,2014,64.018798828125
Central African Republic,CAF,2003,1.71565997600555
Central African Republic,CAF,2008,3.81420993804932
Central African Republic,CAF,2009,4.01890993118286
Central African Republic,CAF,2011,5.58950996398926
Chad,TCD,2010,1.56178998947144
Chad,TCD,2011,1.59643995761871
Chad,TCD,2012,1.30124998092651
Chile,CHL,2007,67.4590606689453
Chile,CHL,2008,66.3765106201172
Chile,CHL,2009,67.8681411743164
Chile,CHL,2010,81.8800430297852
Chile,CHL,2011,83.3553466796875
Chile,CHL,2012,86.5844421386719
Chile,CHL,2013,91.1614379882813
Chile,CHL,2014,93.9373016357422
Colombia,COL,1998,34.0595016479492
Colombia,COL,1999,36.1371612548828
Colombia,COL,2000,37.7352294921875
Colombia,COL,2001,37.8565483093262
Colombia,COL,2002,38.7782592773438
Colombia,COL,2004,39.3042793273926
Colombia,COL,2005,41.024528503418
Colombia,COL,2006,38.6312103271484
Colombia,COL,2007,36.3732986450195
Colombia,COL,2008,46.9584197998047
Colombia,COL,2009,50.6312103271484
Colombia,COL,2010,48.9631805419922
Colombia,COL,2011,50.0349617004395
Comoros,COM,1999,2.18762993812561
Comoros,COM,2013,20.9437503814697
Congo,COG,1999,2.28562998771667
Congo,COG,2000,2.93811011314392
Congo,COG,2001,3.47115993499756
Congo,COG,2002,5.28831005096436
Congo,COG,2003,6.18145990371704
Congo,COG,2004,7.08370018005371
Congo,COG,2005,7.44757986068726
Congo,COG,2006,8.58388996124268
Congo,COG,2007,9.52840995788574
Congo,COG,2008,11.1497497558594
Congo,COG,2009,11.2217702865601
Congo,COG,2010,11.9354801177979
Congo,COG,2011,11.159520149231
Congo,COG,2012,13.1844997406006
Costa Rica,CRI,2011,75.290901184082
Costa Rica,CRI,2012,74.6495513916016
Costa Rica,CRI,2013,50.3661804199219
Costa Rica,CRI,2014,52.108341217041
Cote d'Ivoire,CIV,2000,2.52435994148254
Cote d'Ivoire,CIV,2001,2.63604998588562
Cote d'Ivoire,CIV,2002,2.73421001434326
Cote d'Ivoire,CIV,2003,2.91670989990234
Cote d'Ivoire,CIV,2009,3.27142000198364
Cote d'Ivoire,CIV,2013,4.61786985397339
Cote d'Ivoire,CIV,2014,6.01281023025513
Croatia,HRV,1999,42.8541297912598
Croatia,HRV,2000,45.2755813598633
Croatia,HRV,2001,44.7756805419922
Croatia,HRV,2002,45.1617393493652
Croatia,HRV,2003,44.9119682312012
Croatia,HRV,2005,46.3165512084961
Croatia,HRV,2006,47.3998413085938
Croatia,HRV,2007,50.1896209716797
Croatia,HRV,2008,54.2946510314941
Croatia,HRV,2009,58.7780418395996
Croatia,HRV,2010,61.4509086608887
Croatia,HRV,2011,63.0872383117676
Croatia,HRV,2012,62.3941993713379
Croatia,HRV,2014,59.7679405212402
Cuba,CUB,1999,93.368522644043
Cuba,CUB,2000,92.11962890625
Cuba,CUB,2001,94.3617935180664
Cuba,CUB,2002,95.0712966918945
Cuba,CUB,2003,97.8531265258789
Cuba,CUB,2004,98.8435134887695
Cuba,CUB,2005,97.9998321533203
Cuba,CUB,2006,97.6322479248047
Cuba,CUB,2007,97.3346481323242
Cuba,CUB,2008,96.9037780761719
Cuba,CUB,2009,94.5540390014648
Cuba,CUB,2010,89.8625793457031
Cuba,CUB,2011,87.6785736083984
Cuba,CUB,2012,89.3315200805664
Cuba,CUB,2013,90.6546401977539
Cuba,CUB,2014,98.0667114257813
Cyprus,CYP,1999,53.5368804931641
Cyprus,CYP,2000,53.2609100341797
Cyprus,CYP,2001,55.7222595214844
Cyprus,CYP,2002,55.2925605773926
Cyprus,CYP,2003,55.7978706359863
Cyprus,CYP,2004,56.6000289916992
Cyprus,CYP,2005,60.3704681396484
Cyprus,CYP,2006,71.0376815795898
Cyprus,CYP,2007,70.2591323852539
Cyprus,CYP,2008,73.0974502563477
Cyprus,CYP,2009,72.2323303222656
Cyprus,CYP,2010,70.0758438110352
Cyprus,CYP,2011,70.8886871337891
Cyprus,CYP,2012,69.1605911254883
Cyprus,CYP,2013,69.2578201293945
Cyprus,CYP,2014,68.3157272338867
Democratic Republic of Congo,COD,2001,0.816649973392487
Democratic Republic of Congo,COD,2002,1.31420004367828
Democratic Republic of Congo,COD,2011,3.60139989852905
Democratic Republic of Congo,COD,2013,3.9245400428772
Denmark,DNK,1999,88.169059753418
Denmark,DNK,2000,88.6299896240234
Denmark,DNK,2001,88.9191589355469
Denmark,DNK,2002,89.2830581665039
Denmark,DNK,2004,92.6309432983398
Denmark,DNK,2005,90.9816436767578
Denmark,DNK,2006,91.4304428100586
Denmark,DNK,2007,91.7858276367188
Denmark,DNK,2008,91.3684005737305
Denmark,DNK,2009,92.3358535766602
Denmark,DNK,2010,95.7833862304688
Denmark,DNK,2011,96.2321319580078
Denmark,DNK,2012,98.3475723266602
Denmark,DNK,2013,94.5070266723633
Denmark,DNK,2014,93.4423828125
Djibouti,DJI,1999,0.339020013809204
Djibouti,DJI,2000,0.504670023918152
Djibouti,DJI,2001,0.434040009975433
Djibouti,DJI,2002,0.585070013999939
Djibouti,DJI,2004,1.57564997673035
Djibouti,DJI,2006,1.52597999572754
Djibouti,DJI,2007,2.41122007369995
Djibouti,DJI,2008,2.48183989524841
Djibouti,DJI,2009,2.32473993301392
Djibouti,DJI,2011,3.81740999221802
Djibouti,DJI,2012,3.25512003898621
Dominica,DMA,1999,78.2511215209961
Dominica,DMA,2001,81.9964294433594
Dominica,DMA,2010,76.7054901123047
Dominican Republic,DOM,1999,27.9247703552246
Dominican Republic,DOM,2000,29.3882694244385
Dominican Republic,DOM,2002,27.5771598815918
Dominican Republic,DOM,2003,27.8038806915283
Dominican Republic,DOM,2004,26.817720413208
Dominican Republic,DOM,2005,29.4016990661621
Dominican Republic,DOM,2006,29.8502902984619
Dominican Republic,DOM,2007,29.3571491241455
Dominican Republic,DOM,2008,30.9518604278564
Dominican Republic,DOM,2009,33.6623115539551
Dominican Republic,DOM,2010,35.663459777832
Dominican Republic,DOM,2011,35.5176887512207
Dominican Republic,DOM,2012,37.0019798278809
Dominican Republic,DOM,2013,41.017261505127
Dominican Republic,DOM,2014,42.9306182861328
Ecuador,ECU,1999,50.8998718261719
Ecuador,ECU,2000,52.8851699829102
Ecuador,ECU,2001,55.6246185302734
Ecuador,ECU,2002,57.2388000488281
Ecuador,ECU,2003,59.3582000732422
Ecuador,ECU,2004,59.6225891113281
Ecuador,ECU,2005,61.6666717529297
Ecuador,ECU,2006,71.1932220458984
Ecuador,ECU,2007,79.4411392211914
Ecuador,ECU,2010,75.9855575561523
Ecuador,ECU,2011,79.1343688964844
Ecuador,ECU,2012,84.5008392333984
Ecuador,ECU,2013,49.9503517150879
Ecuador,ECU,2014,55.5596008300781
Egypt,EGY,1999,9.10863971710205
Egypt,EGY,2000,10.0457201004028
Egypt,EGY,2001,11.650839805603
Egypt,EGY,2002,11.8712997436523
Egypt,EGY,2003,12.9307699203491
Egypt,EGY,2005,16.071590423584
Egypt,EGY,2006,17.1690998077393
Egypt,EGY,2007,16.6904792785645
Egypt,EGY,2009,20.459529876709
Egypt,EGY,2011,21.4378795623779
Egypt,EGY,2012,20.6033802032471
Egypt,EGY,2014,27.2223892211914
El Salvador,SLV,1998,35.9303283691406
El Salvador,SLV,2000,41.6792907714844
El Salvador,SLV,2001,43.8301582336426
El Salvador,SLV,2002,47.3657913208008
El Salvador,SLV,2003,49.5007095336914
El Salvador,SLV,2004,52.6035118103027
El Salvador,SLV,2005,52.2748794555664
El Salvador,SLV,2006,52.6686210632324
El Salvador,SLV,2007,50.7585105895996
El Salvador,SLV,2008,51.7818489074707
El Salvador,SLV,2009,51.3929100036621
El Salvador,SLV,2010,55.867488861084
El Salvador,SLV,2011,56.0600090026855
El Salvador,SLV,2012,56.8931503295898
El Salvador,SLV,2013,59.5466384887695
El Salvador,SLV,2014,61.9704208374023
Equatorial Guinea,GNQ,1999,26.2987194061279
Equatorial Guinea,GNQ,2000,25.8116607666016
Equatorial Guinea,GNQ,2003,33.1349487304688
Equatorial Guinea,GNQ,2011,50.1992416381836
Equatorial Guinea,GNQ,2012,49.5937614440918
Eritrea,ERI,1999,4.35322999954224
Eritrea,ERI,2000,4.44462013244629
Eritrea,ERI,2001,4.33754014968872
Eritrea,ERI,2002,4.29135990142822
Eritrea,ERI,2003,4.94865989685059
Eritrea,ERI,2004,6.02941989898682
Eritrea,ERI,2005,9.93871021270752
Eritrea,ERI,2006,10.9881496429443
Eritrea,ERI,2007,10.5294904708862
Eritrea,ERI,2008,9.90332984924316
Eritrea,ERI,2009,9.68982028961182
Eritrea,ERI,2010,10.0215797424316
Eritrea,ERI,2011,10.7078504562378
Eritrea,ERI,2012,10.0088500976563
Eritrea,ERI,2013,12.6817302703857
Estonia,EST,1999,73.0224304199219
Estonia,EST,2000,74.3301467895508
Estonia,EST,2001,77.8467178344727
Estonia,EST,2002,78.6311798095703
Estonia,EST,2003,85.1787719726563
Estonia,EST,2004,91.2403106689453
Estonia,EST,2005,95.696403503418
Estonia,EST,2006,91.9800109863281
Estonia,EST,2007,93.2405319213867
Estonia,EST,2008,91.8844833374023
Estonia,EST,2009,91.1005096435547
Estonia,EST,2010,86.5940475463867
Estonia,EST,2011,86.8161468505859
Estonia,EST,2012,87.9651184082031
Ethiopia,ETH,2007,2.2808198928833
Ethiopia,ETH,2008,2.77998995780945
Ethiopia,ETH,2009,3.0231499671936
Ethiopia,ETH,2010,3.46187996864319
Ethiopia,ETH,2011,3.83995008468628
Ethiopia,ETH,2012,15.7857999801636
Fiji,FJI,1998,14.1432399749756
Fiji,FJI,2004,15.0011596679688
Fiji,FJI,2006,15.7496900558472
Finland,FIN,1998,45.8786506652832
Finland,FIN,1999,47.3755989074707
Finland,FIN,2000,48.5341606140137
Finland,FIN,2001,53.1875305175781
Finland,FIN,2002,55.4079895019531
Finland,FIN,2003,56.5856018066406
Finland,FIN,2004,59.3043098449707
Finland,FIN,2005,59.550121307373
Finland,FIN,2006,61.3581809997559
Finland,FIN,2007,62.9878883361816
Finland,FIN,2008,64.3671417236328
Finland,FIN,2009,65.7721710205078
Finland,FIN,2010,67.7308883666992
Finland,FIN,2011,69.1178817749023
Finland,FIN,2012,70.0092086791992
Finland,FIN,2013,80.6077499389648
Finland,FIN,2014,79.5357131958008
France,FRA,1999,98.6395874023438
France,FRA,2000,99.4386672973633
France,FRA,2001,99.5036163330078
France,FRA,2002,99.3950576782227
France,FRA,2003,99.4868011474609
France,FRA,2004,99.4401473999023
France,FRA,2007,99.3993988037109
France,FRA,2008,99.3888702392578
France,FRA,2009,99.3903427124023
France,FRA,2010,99.4127502441406
France,FRA,2011,99.435791015625
France,FRA,2012,99.5017013549805
France,FRA,2013,99.5630416870117
France,FRA,2014,99.6305236816406
Gabon,GAB,2011,37.1140899658203
Gambia,GMB,2007,18.6692008972168
Gambia,GMB,2010,26.3484401702881
Gambia,GMB,2013,26.6661396026611
Gambia,GMB,2014,29.6381893157959
Georgia,GEO,1999,20.6317291259766
Georgia,GEO,2000,21.6862506866455
Georgia,GEO,2001,22.5134601593018
Georgia,GEO,2002,23.4650497436523
Georgia,GEO,2003,33.4078483581543
Georgia,GEO,2004,37.9900588989258
Georgia,GEO,2005,41.2607307434082
Georgia,GEO,2006,42.9893684387207
Georgia,GEO,2007,43.5451202392578
Ghana,GHA,2000,28.0558395385742
Ghana,GHA,2001,26.4845409393311
Ghana,GHA,2004,28.6215190887451
Ghana,GHA,2005,35.3201103210449
Ghana,GHA,2006,49.1152381896973
Ghana,GHA,2007,56.4638595581055
Ghana,GHA,2008,64.5554122924805
Ghana,GHA,2009,64.6635437011719
Ghana,GHA,2011,72.2670822143555
Ghana,GHA,2012,72.9756622314453
Ghana,GHA,2013,75.4843215942383
Ghana,GHA,2014,95.0210723876953
Ghana,GHA,2015,95.5277099609375
Greece,GRC,1998,66.9362335205078
Greece,GRC,1999,67.1225967407227
Greece,GRC,2000,69.3899078369141
Greece,GRC,2001,69.5838623046875
Greece,GRC,2002,67.7978286743164
Greece,GRC,2003,67.1270904541016
Greece,GRC,2004,66.4588623046875
Greece,GRC,2005,67.2841491699219
Greece,GRC,2006,67.9821014404297
Greece,GRC,2007,67.0911483764648
Greece,GRC,2010,73.3535690307617
Greece,GRC,2011,75.7659606933594
Greece,GRC,2012,75.09765625
Greece,GRC,2013,74.9112930297852
Grenada,GRD,2002,74.7736663818359
Grenada,GRD,2003,81.6446380615234
Grenada,GRD,2004,81.8582992553711
Grenada,GRD,2007,85.6105422973633
Grenada,GRD,2008,91.8964920043945
Grenada,GRD,2009,93.6099472045898
Grenada,GRD,2010,92.2122268676758
Grenada,GRD,2013,83.3634719848633
Grenada,GRD,2014,78.004020690918
Guatemala,GTM,1999,32.2568588256836
Guatemala,GTM,2000,36.9338111877441
Guatemala,GTM,2001,40.5764312744141
Guatemala,GTM,2002,41.106258392334
Guatemala,GTM,2004,44.8164291381836
Guatemala,GTM,2005,46.799129486084
Guatemala,GTM,2006,48.294490814209
Guatemala,GTM,2007,48.8346481323242
Guatemala,GTM,2008,50.2348709106445
Guatemala,GTM,2009,58.9247703552246
Guatemala,GTM,2010,57.4507904052734
Guatemala,GTM,2011,50.3101615905762
Guatemala,GTM,2012,47.4030494689941
Guatemala,GTM,2013,49.0423393249512
Guatemala,GTM,2014,51.149040222168
Guinea,GIN,2004,5.54457998275757
Guinea,GIN,2005,6.03369998931885
Guinea,GIN,2006,6.47943019866943
Guinea,GIN,2007,6.78423023223877
Guinea,GIN,2008,7.95902013778687
Guinea,GIN,2009,7.38666009902954
Guinea,GIN,2010,8.14305019378662
Guinea,GIN,2011,10.4020099639893
Guinea-Bissau,GNB,2000,2.63727998733521
Guinea-Bissau,GNB,2010,4.3575701713562
Guyana,GUY,1999,81.3502731323242
Guyana,GUY,2000,81.6108703613281
Guyana,GUY,2001,75.9158477783203
Guyana,GUY,2003,71.3919296264648
Guyana,GUY,2005,71.564079284668
Guyana,GUY,2007,66.2431716918945
Guyana,GUY,2008,63.413890838623
Guyana,GUY,2009,66.2976913452148
Guyana,GUY,2010,65.964729309082
Guyana,GUY,2011,72.0631866455078
Guyana,GUY,2012,80.9747772216797
Honduras,HND,2000,21.5657806396484
Honduras,HND,2003,26.0429706573486
Honduras,HND,2004,27.2457599639893
Honduras,HND,2005,27.1065406799316
Honduras,HND,2006,32.2416496276855
Honduras,HND,2007,32.2068290710449
Honduras,HND,2008,35.8911590576172
Honduras,HND,2009,38.5302391052246
Honduras,HND,2010,40.2852783203125
Honduras,HND,2011,43.7000198364258
Honduras,HND,2012,43.5341796875
Honduras,HND,2013,43.5293083190918
Honduras,HND,2014,45.2546310424805
Hong Kong,HKG,2002,78.9041213989258
Hong Kong,HKG,2003,77.803352355957
Hong Kong,HKG,2004,78.162712097168
Hong Kong,HKG,2005,77.9143524169922
Hong Kong,HKG,2006,88.6768417358398
Hong Kong,HKG,2007,87.2367630004883
Hong Kong,HKG,2008,88.6652069091797
Hong Kong,HKG,2009,88.6801605224609
Hong Kong,HKG,2010,88.8787689208984
Hungary,HUN,1998,76.9252395629883
Hungary,HUN,1999,76.9017181396484
Hungary,HUN,2000,79.3165435791016
Hungary,HUN,2001,78.2509231567383
Hungary,HUN,2002,78.8739166259766
Hungary,HUN,2003,80.462890625
Hungary,HUN,2004,83.4969635009766
Hungary,HUN,2005,85.3165283203125
Hungary,HUN,2006,87.1230697631836
Hungary,HUN,2007,87.2895126342773
Hungary,HUN,2008,84.9310531616211
Hungary,HUN,2009,83.7353210449219
Hungary,HUN,2010,83.7083206176758
Hungary,HUN,2011,84.4144821166992
Hungary,HUN,2012,84.5393524169922
