Entity,Code,Year,Wind (%)
Austria,AUT,2015,25.86154593756207
Austria,AUT,2016,8.098716455623345
Austria,AUT,2017,25.65100781690002
Austria,AUT,2018,-10.25909729953841
Azerbaijan,AZE,2010,-76.19039602001777
Azerbaijan,AZE,2011,-100
Azerbaijan,AZE,2014,187.50027621257323
Azerbaijan,AZE,2015,99.99980785230758
Azerbaijan,AZE,2016,395.65226998698193
Azerbaijan,AZE,2017,-3.0701651518267425
Azerbaijan,AZE,2018,271.94568977532856
Bangladesh,BGD,2007,0
Bangladesh,BGD,2008,81.25013810628658
Bangladesh,BGD,2009,75.86201116126536
Bangladesh,BGD,2010,0
Bangladesh,BGD,2011,0
Bangladesh,BGD,2012,0
Bangladesh,BGD,2013,0
Bangladesh,BGD,2014,0
Bangladesh,BGD,2015,0
Bangladesh,BGD,2016,0
Bangladesh,BGD,2017,-0.27322285990591944
Bangladesh,BGD,2018,0
Belarus,BLR,2005,-1.0001706327851023
Belarus,BLR,2006,0
Belarus,BLR,2007,0
Belarus,BLR,2008,0
Belarus,BLR,2009,0
Belarus,BLR,2010,0
Belarus,BLR,2011,300
Belarus,BLR,2012,50
Belarus,BLR,2013,33.33333333333335
Belarus,BLR,2014,12.500055242514652
Belarus,BLR,2015,333.33321875632214
Belarus,BLR,2016,87.17949008507571
Belarus,BLR,2017,32.87671647532384
Belarus,BLR,2018,21.626985238885176
Belgium,BEL,1988,33.33333333333335
Belgium,BEL,1989,-12.50000000000001
Belgium,BEL,1990,0
Belgium,BEL,1991,14.285714285714302
Belgium,BEL,1992,12.500055242514652
Belgium,BEL,1993,-11.111154759496323
Belgium,BEL,1994,12.500055242514652
Belgium,BEL,1995,0
Belgium,BEL,1996,-11.111154759496323
Belgium,BEL,1997,0
Belgium,BEL,1998,37.50005524251465
Belgium,BEL,1999,18.18181087702577
Belgium,BEL,2000,23.076915231834903
Belgium,BEL,2001,131.24999136835947
Belgium,BEL,2002,54.05405308559532
Belgium,BEL,2003,54.385967768772005
Belgium,BEL,2004,61.36364104326968
Belgium,BEL,2005,59.859153724127225
Belgium,BEL,2006,61.2334790612626
Belgium,BEL,2007,34.15300484424198
Belgium,BEL,2008,29.73523455502052
Belgium,BEL,2009,56.357928191659965
Belgium,BEL,2010,29.718875133136645
Belgium,BEL,2011,78.94736883512383
Belgium,BEL,2012,18.987889198202513
Belgium,BEL,2013,33.22428210814985
Belgium,BEL,2014,25.920873121021714
Belgium,BEL,2015,20.780064951715893
Belgium,BEL,2016,-2.4578399547098395
Belgium,BEL,2017,19.746183526825757
Belgium,BEL,2018,14.714061727986127
Brazil,BRA,1997,100
Brazil,BRA,1998,25
Brazil,BRA,1999,-60.00000000000001
Brazil,BRA,2000,-50
Brazil,BRA,2001,3390.0011048502924
Brazil,BRA,2002,74.7850956059263
Brazil,BRA,2003,0
Brazil,BRA,2004,0
Brazil,BRA,2005,52.295077679646965
Brazil,BRA,2006,155.11302460930295
Brazil,BRA,2007,179.65478481447155
Brazil,BRA,2008,78.49010542038131
Brazil,BRA,2009,4.649196844469183
Brazil,BRA,2010,75.81243957862714
Brazil,BRA,2011,24.268179450968262
Brazil,BRA,2012,86.70725662816623
Brazil,BRA,2013,30.215103670902145
Brazil,BRA,2014,85.68288536202371
Brazil,BRA,2015,77.11102728009061
Brazil,BRA,2016,54.85680764607799
Brazil,BRA,2017,26.52936848235372
Brazil,BRA,2018,14.41156304047091
Bulgaria,BGR,2005,400
Bulgaria,BGR,2006,300.0000883880234
Bulgaria,BGR,2007,135.00001436305067
Bulgaria,BGR,2008,159.57446068276155
Bulgaria,BGR,2009,94.26229653688931
Bulgaria,BGR,2010,187.34177359175024
Bulgaria,BGR,2011,26.4317181674512
Bulgaria,BGR,2012,41.81184630895434
Bulgaria,BGR,2013,12.530712477353912
Bulgaria,BGR,2014,-3.129548580611574
Bulgaria,BGR,2015,9.090909000353786
Bulgaria,BGR,2016,-1.8595042485697877
Bulgaria,BGR,2017,5.548351089293724
Bulgaria,BGR,2018,-8.362128632376276
Canada,CAN,1986,0
Canada,CAN,1987,0
Canada,CAN,1988,0
Canada,CAN,1989,0
Canada,CAN,1990,91.9191249585681
Canada,CAN,1991,0
Canada,CAN,1992,2974.212520005066
Canada,CAN,1993,0
Canada,CAN,1994,0
Canada,CAN,1995,0
Canada,CAN,1996,5.084744239218653
Canada,CAN,1997,0
Canada,CAN,1998,0
Canada,CAN,1999,161.2903193615193
Canada,CAN,2000,62.96296215465937
Canada,CAN,2001,24.621212222667598
Canada,CAN,2002,23.10030311845088
Canada,CAN,2003,70.3703704916159
Canada,CAN,2004,36.95652228215691
Canada,CAN,2005,64.23280394626885
Canada,CAN,2006,57.73195885095521
Canada,CAN,2007,21.61789207954101
Canada,CAN,2008,25.978148690944813
Canada,CAN,2009,75.31019462292772
Canada,CAN,2010,31.355761409951644
Canada,CAN,2011,17.9536757918366
Canada,CAN,2012,11.02124149454582
Canada,CAN,2013,58.81489603407994
Canada,CAN,2014,25.471813649111308
Canada,CAN,2015,19.648553162276293
Canada,CAN,2016,8.205185598244569
Canada,CAN,2017,-0.3870116669544288
Canada,CAN,2018,10.678913554494663
Chile,CHL,2002,0
Chile,CHL,2003,0
Chile,CHL,2004,-28.57142857142856
Chile,CHL,2005,39.99999999999997
Chile,CHL,2006,0
Chile,CHL,2007,60.000063134302486
Chile,CHL,2008,240.38514276830392
Chile,CHL,2009,107.26051538107342
Chile,CHL,2010,311.7309481369345
Chile,CHL,2011,3.7714942211825697
Chile,CHL,2012,20.9694086910456
Chile,CHL,2013,33.470204033973495
Chile,CHL,2014,164.7559849150222
Chile,CHL,2015,46.53304969660803
Chile,CHL,2016,15.945511995438256
Chile,CHL,2017,47.870993002054554
Chile,CHL,2018,1.7418220110311466
China,CHN,1991,350.0003281406892
China,CHN,1992,1344.444460648911
China,CHN,1993,61.538459726246074
China,CHN,1994,80.95238025790383
China,CHN,1995,60.52631678934761
China,CHN,1996,-84.75409839710599
China,CHN,1997,110.75268974021716
China,CHN,1998,79.59183614246486
China,CHN,1999,33.23863622592247
China,CHN,2000,24.52025516537144
China,CHN,2001,21.917808773365376
China,CHN,2002,16.432584236003777
China,CHN,2003,19.05910714881056
China,CHN,2004,28.16615993329261
China,CHN,2005,52.30039529415571
China,CHN,2006,90.7349737471743
China,CHN,2007,47.61749250958944
China,CHN,2008,139.08194310050285
China,CHN,2009,110.6870228670275
China,CHN,2010,61.67391311227901
China,CHN,2011,57.615077674361984
China,CHN,2012,36.46613873703512
China,CHN,2013,47.11392190009966
China,CHN,2014,10.539175770472497
China,CHN,2015,19.021258600364767
China,CHN,2016,27.61807865416195
China,CHN,2017,24.435295758118624
China,CHN,2018,24.067796613775094
Colombia,COL,2005,-4.827848256211298
Colombia,COL,2006,27.286561647860985
Colombia,COL,2007,-20.784579848402075
Colombia,COL,2008,8.07198423468054
Colombia,COL,2009,7.028519542412592
Colombia,COL,2010,-33.16343538927077
Colombia,COL,2011,7.005525464539253
Colombia,COL,2012,32.91040659133089
Colombia,COL,2013,5.0498728957587335
Colombia,COL,2014,21.875118873636268
Colombia,COL,2015,-2.638250395733799
Colombia,COL,2016,-25.578765560821015
Colombia,COL,2017,-93.96427263764689
Colombia,COL,2018,1314.2428768349291
Croatia,HRV,2005,400.00022097005854
Croatia,HRV,2006,89.99996022540704
Croatia,HRV,2007,84.21052998842117
Croatia,HRV,2008,14.285710678040742
Croatia,HRV,2009,35.00000331455018
Croatia,HRV,2010,157.40740968076133
Croatia,HRV,2011,44.604317919176076
Croatia,HRV,2012,63.68159282739734
Croatia,HRV,2013,57.14285656716456
Croatia,HRV,2014,41.19922650071241
Croatia,HRV,2015,9.041095903679942
Croatia,HRV,2016,27.38693459245818
Croatia,HRV,2017,18.737672396424564
Croatia,HRV,2018,14.54197844909688
Cyprus,CYP,2005,0
Cyprus,CYP,2006,0
Cyprus,CYP,2007,0.37359900373599153
Cyprus,CYP,2008,0
Cyprus,CYP,2009,0
Cyprus,CYP,2010,8602.887096774193
Cyprus,CYP,2011,267.7419304252447
Cyprus,CYP,2012,62.28070036014619
Cyprus,CYP,2013,24.86486549759126
Cyprus,CYP,2014,-20.389609711308164
Cyprus,CYP,2015,20.64002043257538
Cyprus,CYP,2016,2.1833876200864744
Cyprus,CYP,2017,-6.727363521555807
Cyprus,CYP,2018,4.3319943599719135
Czech Republic,CZE,2002,699.2052980132452
Czech Republic,CZE,2003,143.75013810628658
Czech Republic,CZE,2004,153.84606667852725
Czech Republic,CZE,2005,114.94949161273738
Czech Republic,CZE,2006,132.02538746074097
Czech Republic,CZE,2007,153.36303587854675
Czech Republic,CZE,2008,95.57547037599805
Czech Republic,CZE,2009,17.741284328831043
Czech Republic,CZE,2010,16.4635309868566
Czech Republic,CZE,2011,18.273704460113315
Czech Republic,CZE,2012,5.1663309348287445
Czech Republic,CZE,2013,14.617780202428833
Czech Republic,CZE,2014,-0.3763327463930377
Czech Republic,CZE,2015,20.167890641061238
Czech Republic,CZE,2016,-13.202933607915512
Czech Republic,CZE,2017,18.92112664822165
Czech Republic,CZE,2018,3.0898181409700687
Denmark,DNK,1979,100
Denmark,DNK,1980,75.00003682834311
Denmark,DNK,1981,0
Denmark,DNK,1982,76.19050224589712
Denmark,DNK,1983,46.48646982899789
Denmark,DNK,1984,22.50922774000359
Denmark,DNK,1985,54.81927582540285
Denmark,DNK,1986,144.3579824080365
Denmark,DNK,1987,38.37579241318516
Denmark,DNK,1988,67.83659560747743
Denmark,DNK,1989,46.863216085403955
Denmark,DNK,1990,42.46031690357774
Denmark,DNK,1991,21.268228911653985
Denmark,DNK,1992,23.685988355905074
Denmark,DNK,1993,12.977933077422676
Denmark,DNK,1994,9.940050210828112
Denmark,DNK,1995,3.544415162432002
Denmark,DNK,1996,4.213029825172843
Denmark,DNK,1997,57.64936022205942
Denmark,DNK,1998,45.79154180991514
Denmark,DNK,1999,7.41515655507039
Denmark,DNK,2000,40.01980839568022
Denmark,DNK,2001,1.5283279705472497
Denmark,DNK,2002,13.258636053613593
Denmark,DNK,2003,14.022001438946386
Denmark,DNK,2004,18.384600076742718
Denmark,DNK,2005,0.46921420549541626
Denmark,DNK,2006,-7.6510684741080475
Denmark,DNK,2007,17.407480687795697
Denmark,DNK,2008,-3.3941321088643894
Denmark,DNK,2009,-2.992291930516755
Denmark,DNK,2010,16.20299421797413
Denmark,DNK,2011,25.1588536738538
Denmark,DNK,2012,5.072091839757675
Denmark,DNK,2013,8.309067089756272
Denmark,DNK,2014,17.577806667252617
Denmark,DNK,2015,8.063529186754215
Denmark,DNK,2016,-9.561680778308567
Denmark,DNK,2017,15.63379414136663
Denmark,DNK,2018,-5.962088779307672
Ecuador,ECU,2008,178.8031620480738
Ecuador,ECU,2009,19.458164600131145
Ecuador,ECU,2010,7.191068571743808
Ecuador,ECU,2011,-2.6255080601270464
Ecuador,ECU,2012,-28.29277960928365
Ecuador,ECU,2013,2264.231026495741
Ecuador,ECU,2014,40.63188960590607
Ecuador,ECU,2015,23.906774048005943
Ecuador,ECU,2016,-15.026940738426486
Ecuador,ECU,2017,-12.576117482414128
Ecuador,ECU,2018,9.343015231456464
Egypt,EGY,2000,570.8332520041057
Egypt,EGY,2001,122.36025390304394
Egypt,EGY,2002,18.715082419587414
Egypt,EGY,2003,34.58823566112665
Egypt,EGY,2004,76.24143534571539
Egypt,EGY,2005,1.2023807166948508
Egypt,EGY,2006,18.613493134987213
Egypt,EGY,2007,9.48264637111389
Egypt,EGY,2008,40.362634294951064
Egypt,EGY,2009,11.548644068993719
Egypt,EGY,2010,35.86113255643786
Egypt,EGY,2011,16.793925897404804
Egypt,EGY,2012,8.294483348835492
Egypt,EGY,2013,-13.43114504869356
Egypt,EGY,2014,-27.010044423683155
Egypt,EGY,2015,66.150244428235
Egypt,EGY,2016,34.9869954325001
Egypt,EGY,2017,-3.026905683657255
Egypt,EGY,2018,-0.4238899206207569
Estonia,EST,2003,335.7144435500419
Estonia,EST,2004,24.590118802154358
Estonia,EST,2005,609.2107298408434
Estonia,EST,2006,41.55843783150621
Estonia,EST,2007,19.266052920316955
Estonia,EST,2008,46.15384951602712
Estonia,EST,2009,46.61654225280345
Estonia,EST,2010,42.05128194668089
Estonia,EST,2011,32.851984626486995
Estonia,EST,2012,17.934782673963223
Estonia,EST,2013,21.88940123606342
Estonia,EST,2014,14.17769331330665
Estonia,EST,2015,18.39403964593991
Estonia,EST,2016,-16.934694017423414
Estonia,EST,2017,21.71717110843896
Estonia,EST,2018,-12.325234123675276
Europe,,1979,100
Europe,,1980,75.00003682834311
Europe,,1981,0
Europe,,1982,76.19050224589712
Europe,,1983,62.702680234462285
Europe,,1984,26.91030041790492
Europe,,1985,50.261780044140814
Europe,,1986,132.75262107385566
Europe,,1987,42.81436985111782
Europe,,1988,72.79874327827905
Europe,,1989,56.32393153900328
Europe,,1990,51.23407328929217
Europe,,1991,25.731592142292147
Europe,,1992,56.63308553713651
Europe,,1993,48.843943338375716
Europe,,1994,30.392230365727823
Europe,,1995,29.665108357807224
Europe,,1996,24.994790226887975
Europe,,1997,51.08965845012221
Europe,,1998,53.19703823938262
Europe,,1999,27.449097319820524
Europe,,2000,57.63975688832832
Europe,,2001,19.949363017728693
Europe,,2002,35.240074404301346
Europe,,2003,22.251178375303393
Europe,,2004,33.15798902019402
Europe,,2005,19.899834647350033
Europe,,2006,16.97319583394783
Europe,,2007,27.113914621805833
Europe,,2008,14.79541689549395
Europe,,2009,11.560672481394295
Europe,,2010,13.340107508928757
Europe,,2011,21.645365923964334
Europe,,2012,15.09738795661848
Europe,,2013,15.480135005365803
Europe,,2014,6.738977235123178
Europe,,2015,20.38935230657406
Europe,,2016,1.3243570392658777
Europe,,2017,18.96645392843761
Europe,,2018,5.223337903261349
Finland,FIN,1992,300
Finland,FIN,1993,83.33333333333333
Finland,FIN,1994,63.636363636363626
Finland,FIN,1995,50.00006138057182
Finland,FIN,1996,1.851851094067336
Finland,FIN,1997,50.909070455672214
Finland,FIN,1998,38.55420660322253
Finland,FIN,1999,113.04349496937745
Finland,FIN,2000,56.32653341003249
Finland,FIN,2001,-9.13838433432359
Finland,FIN,2002,-9.482756212177945
Finland,FIN,2003,45.873013523574244
Finland,FIN,2004,30.903157048163955
Finland,FIN,2005,39.90024940404224
Finland,FIN,2006,-9.269162280550047
Finland,FIN,2007,23.379172765891987
Finland,FIN,2008,38.269639746882866
Finland,FIN,2009,6.18042318444052
Finland,FIN,2010,6.399131381794909
Finland,FIN,2011,63.574584320365176
Finland,FIN,2012,2.6796839998643573
Finland,FIN,2013,56.524378199002335
Finland,FIN,2014,43.10456218140351
Finland,FIN,2015,110.20592536005402
Finland,FIN,2016,31.820915939352968
Finland,FIN,2017,56.297262119471284
Finland,FIN,2018,22.14297623851418
France,FRA,1991,80.43159609120521
France,FRA,1992,0
France,FRA,1993,390.6377217132283
France,FRA,1994,95.82230251695788
France,FRA,1995,0.2168361834576915
France,FRA,1996,57.613156764844284
France,FRA,1997,49.77252301684023
France,FRA,1998,75.20220771469046
France,FRA,1999,89.48582528849226
France,FRA,2000,29.924866049260945
France,FRA,2001,172.9166649403386
France,FRA,2002,102.29007571781601
France,FRA,2003,46.415093628490986
France,FRA,2004,53.350516294698004
France,FRA,2005,61.68067211661135
France,FRA,2006,126.81912656411845
France,FRA,2007,86.52612275236724
France,FRA,2008,39.90171986260802
France,FRA,2009,38.95328417190393
France,FRA,2010,25.69514662419108
France,FRA,2011,21.186525924773015
France,FRA,2012,23.73879851650422
France,FRA,2013,7.51022597314428
France,FRA,2014,7.584357266296116
France,FRA,2015,23.18975013602733
France,FRA,2016,0.7106216752052141
France,FRA,2017,13.63160506055523
France,FRA,2018,15.83333334620658
Germany,DEU,1987,100
Germany,DEU,1988,300
Germany,DEU,1989,225.00011048502927
Germany,DEU,1990,173.07689823414387
Germany,DEU,1991,40.845072701932224
Germany,DEU,1992,174.99999779029994
Germany,DEU,1993,118.18181993496863
Germany,DEU,1994,51.50000033882065
Germany,DEU,1995,65.01650128111551
Germany,DEU,1996,35.46666669023681
Germany,DEU,1997,45.96456691243675
Germany,DEU,1998,51.3486176072103
Germany,DEU,1999,23.14546667064348
Germany,DEU,2000,72.08755430036958
Germany,DEU,2001,10.469883332508845
Germany,DEU,2002,50.21410222549927
Germany,DEU,2003,18.54174583422705
Germany,DEU,2004,36.3169988901435
Germany,DEU,2005,6.742718253467506
Germany,DEU,2006,12.78416393043229
Germany,DEU,2007,29.316183657692818
Germany,DEU,2008,2.1680558045807263
Germany,DEU,2009,-4.746882245395145
Germany,DEU,2010,-0.2613330567081018
Germany,DEU,2011,29.340804685269227
Germany,DEU,2012,3.6564575202568506
Germany,DEU,2013,2.045278651422122
Germany,DEU,2014,10.922122940013402
Germany,DEU,2015,37.82587140618949
Germany,DEU,2016,-0.8682278123718468
Germany,DEU,2017,32.241879789191394
Germany,DEU,2018,5.579366662728225
Greece,GRC,1988,0
Greece,GRC,1989,0
Greece,GRC,1990,100
Greece,GRC,1991,0
Greece,GRC,1992,300
Greece,GRC,1993,487.50016572754396
Greece,GRC,1994,-21.27659914575821
Greece,GRC,1995,-8.108106171190588
Greece,GRC,1996,5.882351411972309
Greece,GRC,1997,2.777777095771583
Greece,GRC,1998,97.29729794293644
Greece,GRC,1999,121.91781501953103
Greece,GRC,2000,178.3950594382015
Greece,GRC,2001,67.62749420255074
Greece,GRC,2002,-13.888888742744697
Greece,GRC,2003,56.83563736817629
Greece,GRC,2004,9.79431930583161
Greece,GRC,2005,12.934879703340552
Greece,GRC,2006,34.20221169256927
Greece,GRC,2007,7.004120033120165
Greece,GRC,2008,23.322332130798685
Greece,GRC,2009,13.425512936813844
Greece,GRC,2010,6.724341464518968
Greece,GRC,2011,22.144436240908338
Greece,GRC,2012,16.13876318210363
Greece,GRC,2013,7.5064934674650585
Greece,GRC,2014,-10.872191354514737
Greece,GRC,2015,25.264299287968917
Greece,GRC,2016,11.361177285008539
Greece,GRC,2017,7.597881772477488
Greece,GRC,2018,13.785152555440217
Hong Kong,HKG,2007,24.639729996497593
Hong Kong,HKG,2008,-6.705223575574248
Hong Kong,HKG,2009,36.183216139843566
Hong Kong,HKG,2010,-5.27754990429311
Hong Kong,HKG,2011,-16.618411221301454
Hong Kong,HKG,2012,21.313395143757585
Hong Kong,HKG,2013,-20.60788691725285
Hong Kong,HKG,2014,7.655709799858346
Hong Kong,HKG,2015,-9.889122407290996
Hong Kong,HKG,2016,-39.3343105787727
Hong Kong,HKG,2017,67.6834909770316
Hong Kong,HKG,2018,0
Hungary,HUN,2002,0
Hungary,HUN,2003,300
Hungary,HUN,2004,50
Hungary,HUN,2005,66.66674032335284
Hungary,HUN,2006,329.99994254781024
Hungary,HUN,2007,155.81394655691753
Hungary,HUN,2008,86.36363216338023
Hungary,HUN,2009,61.46341598020988
Hungary,HUN,2010,59.21450172032821
Hungary,HUN,2011,18.78557873808053
Hungary,HUN,2012,23.191852620098462
Hungary,HUN,2013,-6.9083651681335905
Hungary,HUN,2014,-8.547788318702843
Hungary,HUN,2015,5.5533556758480485
Hungary,HUN,2016,-1.298701588574036
Hungary,HUN,2017,10.81871316879952
Hungary,HUN,2018,-19.788918261185316
Iceland,ISL,2012,-100
Iceland,ISL,2014,52.88841331053564
Iceland,ISL,2015,29.91646639682941
Iceland,ISL,2016,-15.461685530774371
Iceland,ISL,2017,-11.758095111046696
Iceland,ISL,2018,-46.280760732846794
India,IND,1991,272.60299964123317
India,IND,1992,-21.645556604662385
India,IND,1993,7.121053442668557
India,IND,1994,101.83602594039094
India,IND,1995,159.551445681916
India,IND,1996,76.92509102310967
India,IND,1997,12.479792318890803
India,IND,1998,9.210526568871469
India,IND,1999,34.01297493241777
India,IND,2000,9.405255822485392
India,IND,2001,31.79519589709834
India,IND,2002,0
India,IND,2003,24.915107883170972
India,IND,2004,100.63237204256556
India,IND,2005,14.650851639598695
India,IND,2006,55.855449839874915
India,IND,2007,25.119681323532706
India,IND,2008,23.071523922071123
India,IND,2009,13.164373859814017
India,IND,2010,19.577161819660382
India,IND,2011,23.107563574297487
India,IND,2012,14.530128626496497
India,IND,2013,9.3859131042624
India,IND,2014,11.488832766603485
India,IND,2015,-2.132781747693824
India,IND,2016,32.71532842992468
India,IND,2017,21.10822244060202
India,IND,2018,14.605638587690194
Indonesia,IDN,2008,1398.8962472406183
Indonesia,IDN,2009,1133.0162002945508
Indonesia,IDN,2010,-1.891980344426425
Indonesia,IDN,2011,29.4766843036945
Indonesia,IDN,2012,-2.127705589035378
Indonesia,IDN,2013,-97.82872898983057
Indonesia,IDN,2014,-100
Indonesia,IDN,2016,54.05402177210714
Indonesia,IDN,2017,-100
Iran,IRN,2000,4.285719516840891
Iran,IRN,2001,-7.67123055464074
Iran,IRN,2002,-10.089030577787339
Iran,IRN,2003,-8.910881846825047
Iran,IRN,2004,67.75360949671365
Iran,IRN,2005,53.13175587157395
Iran,IRN,2006,76.72778279141765
Iran,IRN,2007,12.450119946325277
Iran,IRN,2008,38.96380470630658
Iran,IRN,2009,15.526047295660117
Iran,IRN,2010,-7.648099866091396
Iran,IRN,2011,2.20200994904467
Iran,IRN,2012,-4.30913237448568
Iran,IRN,2013,3.4263328963326067
Iran,IRN,2014,-6.4363468356844695
Iran,IRN,2015,22.508853833183483
Iran,IRN,2016,9.124688753448208
Iran,IRN,2017,10.586158586265547
Iran,IRN,2018,23.84518710126271
Ireland,IRL,1993,200.00000000000006
Ireland,IRL,1994,26.66666077519406
Ireland,IRL,1995,-15.789465116279079
Ireland,IRL,1996,-12.500010356103598
Ireland,IRL,1997,257.1428481252965
Ireland,IRL,1998,238.00001042790743
Ireland,IRL,1999,10.650889755342119
Ireland,IRL,2000,30.481283157108585
Ireland,IRL,2001,36.88524556023951
Ireland,IRL,2002,16.16766376757697
Ireland,IRL,2003,17.01030921964868
Ireland,IRL,2004,44.273128242078144
Ireland,IRL,2005,69.75725170939626
Ireland,IRL,2006,45.87882150678277
Ireland,IRL,2007,20.734944841782642
Ireland,IRL,2008,23.062155677891827
Ireland,IRL,2009,22.622461324116514
Ireland,IRL,2010,-4.75627399878189
Ireland,IRL,2011,55.62505551789789
Ireland,IRL,2012,-8.443148314900562
Ireland,IRL,2013,13.241219967312222
Ireland,IRL,2014,13.179450180712449
Ireland,IRL,2015,27.877810339908837
Ireland,IRL,2016,-6.467433178174831
Ireland,IRL,2017,21.072401958575714
Ireland,IRL,2018,12.71028291799514
Israel,ISR,2002,9.999995580600785
Israel,ISR,2003,9.090905438512875
Israel,ISR,2004,-8.33333026430586
Israel,ISR,2005,0
Israel,ISR,2006,-9.090905438512909
Israel,ISR,2007,0
Israel,ISR,2008,-9.999995580600762
Israel,ISR,2009,0
Israel,ISR,2010,-11.111154759496323
Israel,ISR,2011,-12.50000000000001
Israel,ISR,2012,-14.28571428571428
Israel,ISR,2013,0
Israel,ISR,2014,-1.6666298383235856
Israel,ISR,2015,13.559316955588052
Israel,ISR,2016,861.1939766879962
Israel,ISR,2017,63.461931467184506
Israel,ISR,2018,0
Italy,ITA,1990,-4.040437520715945
Italy,ITA,1991,50.0001151370707
Italy,ITA,1992,-33.33338450532548
Italy,ITA,1993,100.0002302741414
Italy,ITA,1994,74.9998560788273
Italy,ITA,1995,28.57148496507729
Italy,ITA,1996,266.66661549467455
Italy,ITA,1997,272.6315726304423
Italy,ITA,1998,96.6101703802298
Italy,ITA,1999,73.70689594412232
Italy,ITA,2000,39.702233767639726
Italy,ITA,2001,109.41385419413501
Italy,ITA,2002,19.08396925962821
Italy,ITA,2003,3.8461537735141604
Italy,ITA,2004,26.680384326665173
Italy,ITA,2005,26.85435822564328
Italy,ITA,2006,26.803243794333873
Italy,ITA,2007,35.77919896948456
Italy,ITA,2008,20.50074361170582
Italy,ITA,2009,34.60193378652174
Italy,ITA,2010,39.47577568907947
Italy,ITA,2011,8.00468993261707
Italy,ITA,2012,36.02430906026579
Italy,ITA,2013,11.11276861456414
Italy,ITA,2014,1.888299676561056
Italy,ITA,2015,-2.2031452780379768
Italy,ITA,2016,19.164774736241476
Italy,ITA,2017,0.300756975709926
Italy,ITA,2018,-1.5183394852291032
Japan,JPN,1994,0
Japan,JPN,1995,0
