Entity,Code,Year,Natural gas production (Etemad & Luciana) (terawatt-hours)
Argentina,ARG,1955,7.711501721
Argentina,ARG,1956,8.19414091
Argentina,ARG,1957,9.137968659
Argentina,ARG,1958,9.288123074
Argentina,ARG,1959,9.234496497
Argentina,ARG,1960,14.8331111
Argentina,ARG,1961,25.27956823
Argentina,ARG,1962,31.93998905
Argentina,ARG,1963,36.53042401
Argentina,ARG,1964,40.23065779
Argentina,ARG,1965,45.28228131
Argentina,ARG,1966,49.08976826
Argentina,ARG,1967,51.5029642
Argentina,ARG,1968,57.33753574
Argentina,ARG,1969,57.55204205
Argentina,ARG,1970,64.5127717
Argentina,ARG,1971,69.14610792
Argentina,ARG,1972,67.44078278
Argentina,ARG,1973,72.17064684
Argentina,ARG,1974,77.6727336
Argentina,ARG,1975,81.9414091
Argentina,ARG,1976,82.69218118
Argentina,ARG,1977,83.51803046
Argentina,ARG,1978,78.86324361
Argentina,ARG,1979,93.51402434
Argentina,ARG,1980,84.19487411
Argentina,ARG,1981,104.0408087
Argentina,ARG,1982,119.9776956
Argentina,ARG,1983,133.8097106
Argentina,ARG,1984,148.5438136
Argentina,ARG,1985,150.3479895
Argentina,ARG,1986,164.4807005
Argentina,ARG,1987,158.4667809
Argentina,ARG,1988,190.1751719
Argentina,ARG,1989,216.41691
Argentina,ARG,1990,189.4444807
Argentina,ARG,1991,215.5580888
Argentina,ARG,1992,217.2884828
Argentina,ARG,1993,232.755755
Argentina,ARG,1994,240.8647181
Argentina,ARG,1995,270.5019263
Argentina,ARG,1996,287.3738956
Argentina,ARG,1997,296.1346353
Argentina,ARG,1998,320.0373944
Argentina,ARG,1999,373.8997204
Argentina,ARG,2000,404.6163882
Argentina,ARG,2001,401.6961416
Argentina,ARG,2002,390.5559416
Argentina,ARG,2003,443.8774812
Argentina,ARG,2004,485.4098771
Argentina,ARG,2005,493.5216731
Argentina,ARG,2006,498.6050654
Argentina,ARG,2007,484.8690907
Argentina,ARG,2008,476.54098
Argentina,ARG,2009,447.3601456
Argentina,ARG,2010,433.7106968
Argentina,ARG,2011,419.3257784
Argentina,ARG,2012,407.1040056
Argentina,ARG,2013,398.9597639
Argentina,ARG,2014,398.2840089
Australia,AUS,1962,0.02299923
Australia,AUS,1963,0.034498845
Australia,AUS,1964,0.034498845
Australia,AUS,1965,0.04599846
Australia,AUS,1966,0.04599846
Australia,AUS,1967,0.04599846
Australia,AUS,1968,0.068997689
Australia,AUS,1969,3.047397946
Australia,AUS,1970,17.28392118
Australia,AUS,1971,25.73613813
Australia,AUS,1972,36.66077227
Australia,AUS,1973,47.12542182
Australia,AUS,1974,53.77219923
Australia,AUS,1975,57.79706444
Australia,AUS,1976,68.18121669
Australia,AUS,1977,77.80639435
Australia,AUS,1978,84.22317946
Australia,AUS,1979,96.3782724
Australia,AUS,1980,96.47376925
Australia,AUS,1981,112.8324612
Australia,AUS,1982,124.4393919
Australia,AUS,1983,130.1175265
Australia,AUS,1984,136.1209786
Australia,AUS,1985,145.2223274
Australia,AUS,1986,158.633499
Australia,AUS,1987,162.7134607
Australia,AUS,1988,169.568302
Australia,AUS,1989,174.3828846
Australia,AUS,1990,228.6335721
Australia,AUS,1991,238.1204424
Australia,AUS,1992,254.4990621
Australia,AUS,1993,273.1586163
Australia,AUS,1994,294.8700335
Australia,AUS,1995,326.7647773
Australia,AUS,1996,336.6816304
Australia,AUS,1997,334.0013999
Australia,AUS,1998,346.7995008
Australia,AUS,1999,353.0422061
Australia,AUS,2000,366.5103648
Australia,AUS,2001,374.7967443
Australia,AUS,2002,390.5319297
Australia,AUS,2003,403.0285063
Australia,AUS,2004,414.0397869
Australia,AUS,2005,472.5353311
Australia,AUS,2006,495.4294864
Australia,AUS,2007,444.4943416
Australia,AUS,2008,461.2215621
Australia,AUS,2009,489.8885216
Australia,AUS,2010,560.7039046
Australia,AUS,2011,594.0192451
Australia,AUS,2012,649.0579497
Australia,AUS,2013,715.2133614
Australia,AUS,2014,740.8194722
Austria,AUT,1946,0.511131785
Austria,AUT,1947,0.588912709
Austria,AUT,1948,2.677886093
Austria,AUT,1949,0.60002427
Austria,AUT,1950,5.22243346
Austria,AUT,1951,5.366883747
Austria,AUT,1952,4.977979128
Austria,AUT,1953,6.166916107
Austria,AUT,1954,6.944725346
Austria,AUT,1955,8.511455384
Austria,AUT,1956,8.278112613
Austria,AUT,1957,8.43367446
Austria,AUT,1958,9.111479654
Austria,AUT,1959,12.5338403
Austria,AUT,1960,16.32288245
Austria,AUT,1961,17.28958822
Austria,AUT,1962,18.16740151
Austria,AUT,1963,18.87854138
Austria,AUT,1964,19.60079282
Austria,AUT,1965,19.15633039
Austria,AUT,1966,20.82306448
Austria,AUT,1967,19.96747432
Austria,AUT,1968,18.1118437
Austria,AUT,1969,16.4784443
Austria,AUT,1970,21.07863037
Austria,AUT,1971,21.01196101
Austria,AUT,1972,21.81199337
Austria,AUT,1973,25.22324246
Austria,AUT,1974,24.51210258
Austria,AUT,1975,26.21217135
Austria,AUT,1976,23.82318583
Austria,AUT,1977,26.58996441
Austria,AUT,1978,26.82330718
Austria,AUT,1979,25.689928
Austria,AUT,1980,21.80264631
Austria,AUT,1981,16.13711966
Austria,AUT,1982,14.87939021
Austria,AUT,1983,13.55749965
Austria,AUT,1984,14.21639124
Austria,AUT,1985,13.04470117
Austria,AUT,1986,12.45190612
Austria,AUT,1987,12.96561698
Austria,AUT,1988,13.98377388
Austria,AUT,1989,14.70630749
Austria,AUT,1990,14.16436322
Austria,AUT,1991,14.60104646
Austria,AUT,1992,15.84368872
Austria,AUT,1993,16.51160893
Austria,AUT,1994,14.907179
Austria,AUT,1995,16.30599266
Austria,AUT,1996,16.41502536
Austria,AUT,1997,15.71089559
Austria,AUT,1998,17.25117947
Austria,AUT,1999,19.10751031
Austria,AUT,2000,18.7751222
Austria,AUT,2001,18.01579452
Austria,AUT,2002,19.5552504
Austria,AUT,2003,21.75001668
Austria,AUT,2004,20.60144847
Austria,AUT,2005,17.180118
Austria,AUT,2006,19.14666279
Austria,AUT,2007,20.52556094
Austria,AUT,2008,17.00990076
Austria,AUT,2009,18.51511005
Austria,AUT,2010,19.20179862
Austria,AUT,2011,18.84110185
Austria,AUT,2012,20.22023656
Austria,AUT,2013,14.52335084
Austria,AUT,2014,12.83559215
Azerbaijan,AZE,1992,84.52413884
Azerbaijan,AZE,1993,73.68771079
Azerbaijan,AZE,1994,69.13650306
Azerbaijan,AZE,1995,71.1862649
Azerbaijan,AZE,1996,72.60391456
Azerbaijan,AZE,1997,64.58511122
Azerbaijan,AZE,1998,60.57563284
Azerbaijan,AZE,1999,65.01856834
Azerbaijan,AZE,2000,61.3341828
Azerbaijan,AZE,2001,61.98436848
Azerbaijan,AZE,2002,54.84816144
Azerbaijan,AZE,2003,54.95373122
Azerbaijan,AZE,2004,53.9275308
Azerbaijan,AZE,2005,62.64635314
Azerbaijan,AZE,2006,73.83385249
Azerbaijan,AZE,2007,116.6293407
Azerbaijan,AZE,2008,181.3259833
Azerbaijan,AZE,2009,176.7573752
Azerbaijan,AZE,2010,180.535678
Azerbaijan,AZE,2011,176.9847244
Azerbaijan,AZE,2012,154.3798734
Azerbaijan,AZE,2013,197.034621
Azerbaijan,AZE,2014,206.1909816
Bahrain,BHR,1963,0.602162639
Bahrain,BHR,1964,0.602162639
Bahrain,BHR,1965,0.602162639
Bahrain,BHR,1966,0.722595167
Bahrain,BHR,1967,0.722595167
Bahrain,BHR,1968,3.251678252
Bahrain,BHR,1969,3.733408363
Bahrain,BHR,1970,4.215138475
Bahrain,BHR,1971,6.14205892
Bahrain,BHR,1972,13.60887565
Bahrain,BHR,1973,19.29329096
Bahrain,BHR,1974,24.52006267
Bahrain,BHR,1975,24.98974953
Bahrain,BHR,1976,26.23020457
Bahrain,BHR,1977,28.47024958
Bahrain,BHR,1978,31.31245724
Bahrain,BHR,1979,35.11812512
Bahrain,BHR,1980,30.6850575
Bahrain,BHR,1981,36.822069
Bahrain,BHR,1982,39.89057475
Bahrain,BHR,1983,42.9590805
Bahrain,BHR,1984,40.81083335
Bahrain,BHR,1985,50.32408069
Bahrain,BHR,1986,55.2331035
Bahrain,BHR,1987,66.43446864
Bahrain,BHR,1988,55.80723336
Bahrain,BHR,1989,57.10521871
Bahrain,BHR,1990,62.90472776
Bahrain,BHR,1991,71.49618398
Bahrain,BHR,1992,57.64979726
Bahrain,BHR,1993,71.73715374
Bahrain,BHR,1994,70.32708329
Bahrain,BHR,1995,70.32708329
Bahrain,BHR,1996,71.19533233
Bahrain,BHR,1997,86.36633161
Bahrain,BHR,1998,89.83398859
Bahrain,BHR,1999,91.13435996
Bahrain,BHR,2000,92.86818845
Bahrain,BHR,2001,96.44420971
Bahrain,BHR,2002,102.5126094
Bahrain,BHR,2003,104.2464379
Bahrain,BHR,2004,105.6551736
Bahrain,BHR,2005,113.065241
Bahrain,BHR,2006,119.6105678
Bahrain,BHR,2007,124.3612082
Bahrain,BHR,2008,131.0121047
Bahrain,BHR,2009,131.7510932
Bahrain,BHR,2010,134.812617
Bahrain,BHR,2011,133.2290702
Bahrain,BHR,2012,144.6306071
Bahrain,BHR,2013,165.7445644
Bahrain,BHR,2014,177.6852163
Bangladesh,BGD,1971,5.010633584
Bangladesh,BGD,1972,6.709703719
Bangladesh,BGD,1973,7.965067641
Bangladesh,BGD,1974,9.198787357
Bangladesh,BGD,1975,7.207520447
Bangladesh,BGD,1976,9.59920516
Bangladesh,BGD,1977,9.91304614
Bangladesh,BGD,1978,10.50826179
Bangladesh,BGD,1979,12.03417828
Bangladesh,BGD,1980,13.78922594
Bangladesh,BGD,1981,16.45882008
Bangladesh,BGD,1982,17.92599372
Bangladesh,BGD,1983,18.91881798
Bangladesh,BGD,1984,26.19952928
Bangladesh,BGD,1985,27.57845187
Bangladesh,BGD,1986,31.16365061
Bangladesh,BGD,1987,36.21050731
Bangladesh,BGD,1988,41.39249841
Bangladesh,BGD,1989,45.28657582
Bangladesh,BGD,1990,44.67709203
Bangladesh,BGD,1991,47.71072174
Bangladesh,BGD,1992,56.87768883
Bangladesh,BGD,1993,62.54140204
Bangladesh,BGD,1994,68.06888286
Bangladesh,BGD,1995,74.67703455
Bangladesh,BGD,1996,76.60267888
Bangladesh,BGD,1997,77.31196295
Bangladesh,BGD,1998,83.08756175
Bangladesh,BGD,1999,91.70029681
Bangladesh,BGD,2000,98.28650598
Bangladesh,BGD,2001,104.3660837
Bangladesh,BGD,2002,112.4721872
Bangladesh,BGD,2003,126.6325111
Bangladesh,BGD,2004,137.7540811
Bangladesh,BGD,2005,148.667099
Bangladesh,BGD,2006,164.428461
Bangladesh,BGD,2007,174.6247429
Bangladesh,BGD,2008,192.119416
Bangladesh,BGD,2009,210.365394
Bangladesh,BGD,2010,213.6926018
Bangladesh,BGD,2011,215.8391874
Bangladesh,BGD,2012,236.4464097
Bangladesh,BGD,2013,245.3547402
Bangladesh,BGD,2014,255.4142848
Barbados,BRB,1947,0.012043253
Barbados,BRB,1948,0.024086506
Barbados,BRB,1949,0.024086506
Barbados,BRB,1950,0.024086506
Barbados,BRB,1951,0.036129758
Barbados,BRB,1952,0.048173011
Barbados,BRB,1953,0.048173011
Barbados,BRB,1954,0.036129758
Barbados,BRB,1955,0.036129758
Barbados,BRB,1956,0.048173011
Barbados,BRB,1957,0.036129758
Barbados,BRB,1958,0.036129758
Barbados,BRB,1959,0.036129758
Barbados,BRB,1960,0.024086506
Barbados,BRB,1961,0.036129758
Barbados,BRB,1962,0.036129758
Barbados,BRB,1963,0.048173011
Barbados,BRB,1964,0.036129758
Barbados,BRB,1965,0.036129758
Barbados,BRB,1966,0.036129758
Barbados,BRB,1967,0.036129758
Barbados,BRB,1968,0.036129758
Barbados,BRB,1969,0.036129758
Barbados,BRB,1970,0.036129758
Barbados,BRB,1971,0.048173011
Barbados,BRB,1972,0.048173011
Barbados,BRB,1973,0.036129758
Barbados,BRB,1974,0.024086506
Barbados,BRB,1975,0.024086506
Barbados,BRB,1976,0.048173011
Barbados,BRB,1977,0.048173011
Barbados,BRB,1978,0.120432528
Barbados,BRB,1979,0.144519033
Barbados,BRB,1980,0.107397701
Barbados,BRB,1981,0.107397701
Barbados,BRB,1982,0.107397701
Barbados,BRB,1983,0.12274023
Barbados,BRB,1984,0.12274023
Barbados,BRB,1985,0.12274023
Barbados,BRB,1986,0.12274023
Barbados,BRB,1987,0.092055173
Barbados,BRB,1988,0.285371035
Barbados,BRB,1989,0.306850575
Barbados,BRB,1990,0.306850575
Barbados,BRB,1991,0.244443305
Barbados,BRB,1992,0.235833078
Barbados,BRB,1993,0.327685729
Barbados,BRB,1994,0.239343449
Barbados,BRB,1995,0.284165112
Barbados,BRB,1996,0.315555926
Barbados,BRB,1997,0.315565131
Barbados,BRB,1998,0.316056092
Barbados,BRB,1999,0.316056092
Barbados,BRB,2000,0.316056092
Barbados,BRB,2001,0.316056092
Barbados,BRB,2002,0.316056092
Barbados,BRB,2003,0.316056092
Barbados,BRB,2004,0.316056092
Barbados,BRB,2005,0.316056092
Barbados,BRB,2006,0.316099051
Barbados,BRB,2007,0.303419986
Barbados,BRB,2008,0.346765698
Barbados,BRB,2009,0.216728561
Barbados,BRB,2010,0.216728561
Barbados,BRB,2011,0.216728561
Barbados,BRB,2012,0.216728561
Barbados,BRB,2013,0.216728561
Barbados,BRB,2014,0.216935561
Belarus,BLR,1992,3.112138906
Belarus,BLR,1993,3.112138906
Belarus,BLR,1994,3.112138906
Belarus,BLR,1995,3.218510841
Belarus,BLR,1996,3.218510841
Belarus,BLR,1997,2.146585653
Belarus,BLR,1998,2.361244219
Belarus,BLR,1999,2.253914936
Belarus,BLR,2000,2.157320101
Belarus,BLR,2001,2.146585653
Belarus,BLR,2002,2.039256371
Belarus,BLR,2003,1.717268523
Belarus,BLR,2004,1.933790084
Belarus,BLR,2005,1.846063662
Belarus,BLR,2006,1.824597805
Belarus,BLR,2007,1.717268523
Belarus,BLR,2008,1.631405096
Belarus,BLR,2009,1.60993924
Belarus,BLR,2010,2.361244219
Belarus,BLR,2011,2.361244219
Belarus,BLR,2012,2.221717671
Belarus,BLR,2013,2.253914936
Belarus,BLR,2014,1.991987467
Belgium,BEL,1950,0.667811664
Belgium,BEL,1951,1.198132691
Belgium,BEL,1952,1.217774211
Belgium,BEL,1953,1.080283574
Belgium,BEL,1954,1.178491172
Belgium,BEL,1955,1.571321562
Belgium,BEL,1956,1.905227394
Belgium,BEL,1957,2.08200107
Belgium,BEL,1958,1.924868914
Belgium,BEL,1959,1.66952916
Belgium,BEL,1960,1.414189406
Belgium,BEL,1961,1.433830925
Belgium,BEL,1962,1.453472445
Belgium,BEL,1963,1.414189406
Belgium,BEL,1964,1.374906367
Belgium,BEL,1965,1.610604601
Belgium,BEL,1966,1.23741573
Belgium,BEL,1967,1.473113964
Belgium,BEL,1968,1.276698769
Belgium,BEL,1969,1.080283574
Belgium,BEL,1970,1.001717496
Belgium,BEL,1971,1.041000535
Belgium,BEL,1972,1.080283574
Belgium,BEL,1973,1.23741573
Belgium,BEL,1974,0.599066346
Belgium,BEL,1975,0.500858748
Belgium,BEL,1976,0.333905832
Belgium,BEL,1977,0.373188871
Belgium,BEL,1978,0.373188871
Belgium,BEL,1979,0.373188871
Belgium,BEL,1980,0.425447783
Belgium,BEL,1981,0.354714482
Belgium,BEL,1982,0.33817676
Belgium,BEL,1983,0.200085795
Belgium,BEL,1984,0.410519998
Belgium,BEL,1985,0.441737106
Belgium,BEL,1986,0.289820113
Belgium,BEL,1987,0.306897579
Belgium,BEL,1988,0.184396762
Belgium,BEL,1989,0.145334406
Belgium,BEL,1990,0.123830473
Belgium,BEL,1991,0.106432309
Belgium,BEL,1992,0.061448659
Belgium,BEL,1993,0.049445497
Belgium,BEL,1994,0.013528388
Belgium,BEL,1996,0.022045455
Belgium,BEL,2000,0.017781264
Bolivia,BOL,1955,0.062794247
Bolivia,BOL,1956,0.073259955
Bolivia,BOL,1957,0.083725663
Bolivia,BOL,1958,0.062794247
Bolivia,BOL,1959,0.073259955
Bolivia,BOL,1960,0.062794247
Bolivia,BOL,1961,0.523285394
Bolivia,BOL,1962,0.596545349
Bolivia,BOL,1963,0.565148226
Bolivia,BOL,1964,0.88958517
Bolivia,BOL,1965,0.83725663
Bolivia,BOL,1966,0.973310833
Bolivia,BOL,1967,0.952379417
Bolivia,BOL,1968,0.795393799
Bolivia,BOL,1969,1.161693575
Bolivia,BOL,1970,1.109365035
Bolivia,BOL,1971,0.74306526
Bolivia,BOL,1972,14.04497998
Bolivia,BOL,1973,21.30818125
Bolivia,BOL,1974,21.03607284
Bolivia,BOL,1975,21.66401531
Bolivia,BOL,1976,22.22916354
Bolivia,BOL,1977,23.47458278
Bolivia,BOL,1978,23.04548875
Bolivia,BOL,1979,25.2328217
Bolivia,BOL,1980,21.60175294
Bolivia,BOL,1981,21.32831303
Bolivia,BOL,1982,23.73915623
Bolivia,BOL,1983,24.70630704
Bolivia,BOL,1984,26.96299227
Bolivia,BOL,1985,26.08376426
Bolivia,BOL,1986,26.96299227
Bolivia,BOL,1987,26.78714666
Bolivia,BOL,1988,28.77420196
Bolivia,BOL,1989,31.46463967
Bolivia,BOL,1990,31.35913231
Bolivia,BOL,1991,30.4799043
Bolivia,BOL,1992,32.23836032
Bolivia,BOL,1993,30.21906666
Bolivia,BOL,1994,30.74074194
Bolivia,BOL,1995,34.41912713
Bolivia,BOL,1996,33.42059983
Bolivia,BOL,1997,34.28585807
Bolivia,BOL,1998,32.77165614
Bolivia,BOL,1999,26.7148484
Bolivia,BOL,2000,35.90821729
Bolivia,BOL,2001,50.6176075
Bolivia,BOL,2002,62.73122297
Bolivia,BOL,2003,78.08955687
Bolivia,BOL,2004,108.6980674
Bolivia,BOL,2005,133.574242
Bolivia,BOL,2006,142.6594536
Bolivia,BOL,2007,152.3936089
Bolivia,BOL,2008,158.5693881
Bolivia,BOL,2009,136.4944886
Bolivia,BOL,2010,155.4220128
Bolivia,BOL,2011,170.7803467
Bolivia,BOL,2012,197.9278242
Bolivia,BOL,2013,224.9671445
Bolivia,BOL,2014,237.6713574
Bosnia and Herzegovina,BIH,1992,0.236073893
Bosnia and Herzegovina,BIH,1995,9.239443729
Brazil,BRA,1946,0.104245506
Brazil,BRA,1947,0.011582834
Brazil,BRA,1948,0.034748502
Brazil,BRA,1949,0.05791417
Brazil,BRA,1950,0.05791417
Brazil,BRA,1951,0.092662672
Brazil,BRA,1952,0.081079838
Brazil,BRA,1953,0.312736518
Brazil,BRA,1954,0.729718542
Brazil,BRA,1955,0.718135708
Brazil,BRA,1956,0.972958056
Brazil,BRA,1957,1.830087772
Brazil,BRA,1958,3.474850201
Brazil,BRA,1959,4.945870119
Brazil,BRA,1960,6.196816192
Brazil,BRA,1961,6.10415352
Brazil,BRA,1962,5.918828175
Brazil,BRA,1963,5.826165503
