Entity,Code,Year,Year,Share of global consumption-based CO₂ emissions (%),Share of global population (%),Share of global population (%)
Slovakia,SVK,2015,0.138,0.074,0.074
Slovenia,SVN,2015,0.053,0.028,0.028
Solomon Islands,SLB,2015,,0.008,0.008
Somalia,SOM,2015,,0.189,0.189
South Africa,ZAF,2015,1.069,0.748,0.748
South Korea,KOR,2015,1.909,0.694,0.694
South Sudan,SSD,2015,,0.162,0.162
Spain,ESP,2015,0.881,0.631,0.631
Sri Lanka,LKA,2015,0.09,0.285,0.285
Sudan,SDN,2015,,0.525,0.525
Suriname,SUR,2015,,0.008,0.008
Swaziland,SWZ,2015,,0.018,0.018
Sweden,SWE,2015,0.211,0.133,0.133
Switzerland,CHE,2015,0.355,0.113,0.113
Syria,SYR,2015,,0.255,0.255
Taiwan,TWN,2015,0.78,0.319,0.319
Tajikistan,TJK,2015,,0.116,0.116
Tanzania,TZA,2015,0.058,0.733,0.733
Thailand,THA,2015,0.887,0.933,0.933
Timor,TLS,2015,,0.017,0.017
Togo,TGO,2015,0.021,0.101,0.101
Tonga,TON,2015,,0.001,0.001
Trinidad and Tobago,TTO,2015,0.036,0.018,0.018
Tunisia,TUN,2015,0.086,0.153,0.153
Turkey,TUR,2015,1.255,1.064,1.064
Turkmenistan,TKM,2015,,0.076,0.076
Turks and Caicos Islands,TCA,2015,,0,0
Tuvalu,TUV,2015,,0,0
Uganda,UGA,2015,0.023,0.546,0.546
Ukraine,UKR,2015,0.706,0.614,0.614
United Arab Emirates,ARE,2015,0.755,0.124,0.124
United Kingdom,GBR,2015,1.718,0.885,0.885
United States,USA,2015,16.963,4.363,4.363
Upper-middle income,,2015,41.44016603,35.11362179,35.11362179
Uruguay,URY,2015,0.038,0.047,0.047
Uzbekistan,UZB,2015,,0.426,0.426
Vanuatu,VUT,2015,,0.004,0.004
Venezuela,VEN,2015,0.501,0.424,0.424
Vietnam,VNM,2015,0.605,1.247,1.247
Wallis and Futuna,WLF,2015,,0,0
Yemen,YEM,2015,,0.366,0.366
Zambia,ZMB,2015,0.028,0.219,0.219
Zimbabwe,ZWE,2015,0.028,0.215,0.215
