Entity,Code,Year,Sanitation - Proportion of population using improved sanitation facilities (excluding shared) - Safely managed - National - Population (people)
Liechtenstein,LIE,2005,34616.749
Liechtenstein,LIE,2006,34903.79825
Liechtenstein,LIE,2007,35191.84075
Liechtenstein,LIE,2008,35479.883250000006
Liechtenstein,LIE,2009,35760.973000000005
Liechtenstein,LIE,2010,36031.137
Liechtenstein,LIE,2011,36290.375250000005
Liechtenstein,LIE,2012,36542.66075
Liechtenstein,LIE,2013,36789.98
Liechtenstein,LIE,2014,37034.319500000005
Liechtenstein,LIE,2015,37277.66575
Lithuania,LTU,2000,1889479.8560531891
Lithuania,LTU,2001,1891389.8867315422
Lithuania,LTU,2002,1893578.7235545844
Lithuania,LTU,2003,1895351.030676519
Lithuania,LTU,2004,1895430.1054018394
Lithuania,LTU,2005,1893287.426475207
Lithuania,LTU,2006,1888786.5139847952
Lithuania,LTU,2007,1881857.3323962584
Lithuania,LTU,2008,1872569.4309204537
Lithuania,LTU,2009,1860811.963370997
Lithuania,LTU,2010,1846973.5814835795
Lithuania,LTU,2011,1831112.9286443382
Lithuania,LTU,2012,1812982.1838959188
Lithuania,LTU,2013,1794693.8350607862
Lithuania,LTU,2014,1775656.6717651556
Lithuania,LTU,2015,1761642.8233176211
Luxembourg,LUX,2000,406685.5867419485
Luxembourg,LUX,2001,410704.7906016305
Luxembourg,LUX,2002,414148.50505182135
Luxembourg,LUX,2003,417647.6262744974
Luxembourg,LUX,2004,421996.8357414596
Luxembourg,LUX,2005,427760.2166525967
Luxembourg,LUX,2006,435092.1031807742
Luxembourg,LUX,2007,443789.6677843095
Luxembourg,LUX,2008,453625.5686047137
Luxembourg,LUX,2009,464214.6846399023
Luxembourg,LUX,2010,475231.3774964665
Luxembourg,LUX,2011,486681.006021736
Luxembourg,LUX,2012,498509.91939271864
Luxembourg,LUX,2013,510250.7524424024
Luxembourg,LUX,2014,521317.78779443866
Luxembourg,LUX,2015,531304.8701250167
Malaysia,MYS,2000,18281101.127666507
Malaysia,MYS,2001,18742755.199133243
Malaysia,MYS,2002,19191227.83495031
Malaysia,MYS,2003,19630792.565559167
Malaysia,MYS,2004,20068194.269909758
Malaysia,MYS,2005,20508167.007867336
Malaysia,MYS,2006,20951892.57830438
Malaysia,MYS,2007,21397535.901325617
Malaysia,MYS,2008,21843941.284141585
Malaysia,MYS,2009,22288895.28343261
Malaysia,MYS,2010,22730895.367923383
Malaysia,MYS,2011,23169877.522216827
Malaysia,MYS,2012,23605120.97003863
Malaysia,MYS,2013,24035606.845351484
Malaysia,MYS,2014,24456153.279002942
Malaysia,MYS,2015,24849067.927043606
Malta,MLT,2000,360335.52
Malta,MLT,2001,362329.9386666667
Malta,MLT,2002,364024.26906712505
Malta,MLT,2003,365616.5552834994
Malta,MLT,2004,367389.2337990452
Malta,MLT,2005,369526.54578233464
Malta,MLT,2006,372119.6556516499
Malta,MLT,2007,375071.7545615158
Malta,MLT,2008,378146.4695099309
Malta,MLT,2009,381004.17052378395
Malta,MLT,2010,383402.0341616024
Malta,MLT,2011,385261.9479784892
Malta,MLT,2012,386665.8353216898
Malta,MLT,2013,387725.38267503533
Malta,MLT,2014,388622.0387326447
Malta,MLT,2015,389491.6428528546
Mexico,MEX,2000,19983014.608536586
Mexico,MEX,2001,21799366.542187396
Mexico,MEX,2002,23673993.852474015
Mexico,MEX,2003,25619215.517608277
Mexico,MEX,2004,27657390.01221664
Mexico,MEX,2005,29809245.56972959
Mexico,MEX,2006,32089018.117009807
Mexico,MEX,2007,34498280.226685196
Mexico,MEX,2008,37030475.12038081
Mexico,MEX,2009,39668264.98716691
Mexico,MEX,2010,42395996.384217806
Mexico,MEX,2011,45208005.9666684
Mexico,MEX,2012,48107771.336126536
Mexico,MEX,2013,51096712.30350703
Mexico,MEX,2014,54179993.10411366
Mexico,MEX,2015,57361776.31476815
Monaco,MCO,2000,32081.000000000004
Monaco,MCO,2001,32363.999999999996
Monaco,MCO,2002,32648.000000000004
Monaco,MCO,2003,32960
Monaco,MCO,2004,33339
Monaco,MCO,2005,33808
Monaco,MCO,2006,34384
Monaco,MCO,2007,35046
Monaco,MCO,2008,35731
Monaco,MCO,2009,36351
Monaco,MCO,2010,36845
Monaco,MCO,2011,37189
Monaco,MCO,2012,37404
Monaco,MCO,2013,37528
Monaco,MCO,2014,37623
Monaco,MCO,2015,37731
Morocco,MAR,2000,9040061.311716307
Morocco,MAR,2001,9290267.796421751
Morocco,MAR,2002,9538466.364760453
Morocco,MAR,2003,9787044.045622306
Morocco,MAR,2004,10039345.681808384
Morocco,MAR,2005,10278961.72107628
Morocco,MAR,2006,10524470.205411669
Morocco,MAR,2007,10775043.850485792
Morocco,MAR,2008,11032700.055628385
Morocco,MAR,2009,11299685.67083572
Morocco,MAR,2010,11577418.431407511
Morocco,MAR,2011,11867279.30659536
Morocco,MAR,2012,12168318.86686687
Morocco,MAR,2013,12476381.510155806
Morocco,MAR,2014,12785439.126516147
Morocco,MAR,2015,13090758.517948586
Netherlands,NLD,2000,15479545.955171496
Netherlands,NLD,2001,15568319.5732753
Netherlands,NLD,2002,15658958.694454027
Netherlands,NLD,2003,15748524.185101062
Netherlands,NLD,2004,15833167.591867123
Netherlands,NLD,2005,15910247.068559963
Netherlands,NLD,2006,15978684.316829812
Netherlands,NLD,2007,16039707.665364318
Netherlands,NLD,2008,16095740.172334654
Netherlands,NLD,2009,16150277.676740367
Netherlands,NLD,2010,16205861.738063624
Netherlands,NLD,2011,16263261.52753036
Netherlands,NLD,2012,16321768.625277258
Netherlands,NLD,2013,16380620.662436303
Netherlands,NLD,2014,16438480.240793815
Netherlands,NLD,2015,16494396.985433074
New Zealand,NZL,2000,2912055.698083333
New Zealand,NZL,2001,2949981.366456349
New Zealand,NZL,2002,2992549.639613095
New Zealand,NZL,2003,3037959.261309523
New Zealand,NZL,2004,3083467.903029762
New Zealand,NZL,2005,3126997.379035714
New Zealand,NZL,2006,3168264.570031746
New Zealand,NZL,2007,3207711.0057777776
New Zealand,NZL,2008,3244857.425595238
New Zealand,NZL,2009,3279294.2509365072
New Zealand,NZL,2010,3310846.9268591264
New Zealand,NZL,2011,3339052.544785714
New Zealand,NZL,2012,3364203.59180754
New Zealand,NZL,2013,3387850.9715079363
New Zealand,NZL,2014,3412133.2752499995
New Zealand,NZL,2015,3438588.861301587
Niger,NER,2000,455349.2071584356
Niger,NER,2001,507711.8180298391
Niger,NER,2002,563734.9643071215
Niger,NER,2003,623691.261737757
Niger,NER,2004,682074.1944311743
Niger,NER,2005,744525.0160348923
Niger,NER,2006,811362.9120268669
Niger,NER,2007,882895.6162098162
Niger,NER,2008,959608.9455256382
Niger,NER,2009,1042153.7447783255
Niger,NER,2010,1131047.247052329
Niger,NER,2011,1226901.209335134
Niger,NER,2012,1330124.058371517
Niger,NER,2013,1441127.1293620425
Niger,NER,2014,1560255.0109190824
Niger,NER,2015,1697824.7270590784
Norway,NOR,2000,3395746.329837307
Norway,NOR,2001,3421426.423217509
Norway,NOR,2002,3446504.449551835
Norway,NOR,2003,3472802.81425623
Norway,NOR,2004,3502780.734857567
Norway,NOR,2005,3538160.5790193323
Norway,NOR,2006,3579529.8697957704
Norway,NOR,2007,3626337.3703090027
Norway,NOR,2008,3677704.9140846054
Norway,NOR,2009,3732207.9500121437
Norway,NOR,2010,3788672.0282177594
Norway,NOR,2011,3846857.956878206
Norway,NOR,2012,3906712.226904418
Norway,NOR,2013,3967415.6723678107
Norway,NOR,2014,4028017.4821746857
Norway,NOR,2015,4087764.173977818
Palau,PLW,2000,3211.6526019814646
Palau,PLW,2001,3340.2764007724745
Palau,PLW,2002,3454.521954696726
Palau,PLW,2003,3556.425286993099
Palau,PLW,2004,3650.470125216012
Palau,PLW,2005,3740.3064529298417
Palau,PLW,2006,3829.1945756676014
Palau,PLW,2007,3917.3644821057815
Palau,PLW,2008,4005.5900887825305
Palau,PLW,2009,4095.320989056545
Palau,PLW,2010,4187.155637743027
Palau,PLW,2011,4206.607748800003
Palau,PLW,2012,4190.445444800001
Palau,PLW,2013,4180.1851968
Palau,PLW,2014,4175.8220368
Palau,PLW,2015,4177.3197492
Peru,PER,2000,3903989.448278579
Peru,PER,2001,4195407.497831496
Peru,PER,2002,4495906.717090159
Peru,PER,2003,4805935.348747723
Peru,PER,2004,5126087.880910249
Peru,PER,2005,5456991.43227868
Peru,PER,2006,5798997.541466056
Peru,PER,2007,6152503.528293983
Peru,PER,2008,6518522.940710929
Peru,PER,2009,6898228.101689976
Peru,PER,2010,7292707.970929011
Peru,PER,2011,7702917.045812852
Peru,PER,2012,8129096.87326786
Peru,PER,2013,8570464.631692307
Peru,PER,2014,9025502.77935675
Peru,PER,2015,9492874.348077372
Poland,POL,2000,27224780.525173478
Poland,POL,2001,27360718.608941477
Poland,POL,2002,27499066.92234105
Poland,POL,2003,27621885.187424257
Poland,POL,2004,27799780.791472543
Poland,POL,2005,27982229.820663337
Poland,POL,2006,28169865.86040868
Poland,POL,2007,28362540.333183367
Poland,POL,2008,28558462.51040366
Poland,POL,2009,28755397.58531219
Poland,POL,2010,28951037.881330483
Poland,POL,2011,29144507.55777569
Poland,POL,2012,29338092.022520375
Poland,POL,2013,29508738.660070226
Poland,POL,2014,29648892.702023618
Poland,POL,2015,29784652.02796477
Portugal,PRT,2000,6139946.610722686
Portugal,PRT,2001,6179524.841987752
Portugal,PRT,2002,6218634.422679915
Portugal,PRT,2003,6257277.067802863
Portugal,PRT,2004,6295182.630748431
Portugal,PRT,2005,6331834.404894472
Portugal,PRT,2006,6367766.425944102
Portugal,PRT,2007,6402228.680980058
Portugal,PRT,2008,6432160.3698091265
Portugal,PRT,2009,6453485.807366948
Portugal,PRT,2010,6463580.137806282
Portugal,PRT,2011,6460969.351133284
Portugal,PRT,2012,6447073.873106863
Portugal,PRT,2013,6425840.884973061
Portugal,PRT,2014,6402990.862830715
Portugal,PRT,2015,6382781.540897599
Puerto Rico,PRI,2000,1217689.965624328
Puerto Rico,PRI,2001,1218580.984608016
Puerto Rico,PRI,2002,1217228.4043510647
Puerto Rico,PRI,2003,1214257.0863793984
Puerto Rico,PRI,2004,1210559.0836993558
Puerto Rico,PRI,2005,1206821.1439960594
Puerto Rico,PRI,2006,1203258.8990661486
Puerto Rico,PRI,2007,1199819.7708570885
Puerto Rico,PRI,2008,1196598.4825342628
Puerto Rico,PRI,2009,1193623.6707840676
Puerto Rico,PRI,2010,1190921.4158608261
Puerto Rico,PRI,2011,1188580.7374674552
Puerto Rico,PRI,2012,1186673.352806471
Puerto Rico,PRI,2013,1185163.7508917258
Puerto Rico,PRI,2014,1183977.8662719205
Puerto Rico,PRI,2015,1183047.0631746568
Qatar,QAT,2002,559265.8876666666
Qatar,QAT,2003,589043.1279166667
Qatar,QAT,2004,645403.632
Qatar,QAT,2005,737818.2496666666
Qatar,QAT,2006,871399.2826666667
Qatar,QAT,2007,1039729.1475000001
Qatar,QAT,2008,1225386.0029814816
Qatar,QAT,2009,1404279.1547777778
Qatar,QAT,2010,1558735.4635462963
Qatar,QAT,2011,1682889.0155740741
Qatar,QAT,2012,1780859.7935555554
Qatar,QAT,2013,1857227.2900740742
Qatar,QAT,2014,1920487.5825462963
Qatar,QAT,2015,1977171.4975
Romania,ROU,2006,9516987.467526903
Romania,ROU,2007,9619971.173407443
Romania,ROU,2008,9732743.315158032
Romania,ROU,2009,9863097.531386862
Romania,ROU,2010,10017193.273555664
Romania,ROU,2011,10197348.410607014
Romania,ROU,2012,10402040.385907618
Romania,ROU,2013,10629567.639929323
Romania,ROU,2014,10875975.196054272
Romania,ROU,2015,11137916.11909761
San Marino,SMR,2000,21352.365300000005
San Marino,SMR,2001,21625.694265000006
San Marino,SMR,2002,21914.597530000003
San Marino,SMR,2003,22208.951800000006
San Marino,SMR,2004,22497.855065000003
San Marino,SMR,2005,22771.184030000004
San Marino,SMR,2006,23025.045120000006
San Marino,SMR,2007,23263.331910000004
San Marino,SMR,2008,23486.044400000006
San Marino,SMR,2009,23697.076165000006
San Marino,SMR,2010,23898.763350000005
San Marino,SMR,2011,24091.884670000003
San Marino,SMR,2012,24274.103980000004
San Marino,SMR,2013,24444.642565000006
San Marino,SMR,2014,24603.500425000006
San Marino,SMR,2015,24748.341415000006
Saudi Arabia,SAU,2000,13641134.304959482
Saudi Arabia,SAU,2001,14033722.568522152
Saudi Arabia,SAU,2002,14454687.625785284
Saudi Arabia,SAU,2003,15384097.916986816
Saudi Arabia,SAU,2004,16347791.988529112
Saudi Arabia,SAU,2005,17335106.975197267
Saudi Arabia,SAU,2006,18340585.645775206
Saudi Arabia,SAU,2007,19366006.754994422
Saudi Arabia,SAU,2008,20416029.135504536
Saudi Arabia,SAU,2009,21499437.585182305
Saudi Arabia,SAU,2010,22622473.647437654
Saudi Arabia,SAU,2011,23755019.680992436
Saudi Arabia,SAU,2012,24923522.21453659
Saudi Arabia,SAU,2013,25519235.35722778
Saudi Arabia,SAU,2014,26098462.97159019
Saudi Arabia,SAU,2015,26650932.65537405
Senegal,SEN,2000,1738337.9712181017
Senegal,SEN,2001,1826023.6706727927
Senegal,SEN,2002,1918483.876923643
Senegal,SEN,2003,2015621.252193674
Senegal,SEN,2004,2117282.7763714683
Senegal,SEN,2005,2223312.2370394845
Senegal,SEN,2006,2333689.763573523
Senegal,SEN,2007,2448917.708492311
Senegal,SEN,2008,2570051.23118431
Senegal,SEN,2009,2698536.6915096436
Senegal,SEN,2010,2835507.845117517
Senegal,SEN,2011,2981673.588519543
Senegal,SEN,2012,3136963.8862720607
Senegal,SEN,2013,3300495.888894388
Senegal,SEN,2014,3470873.555774307
Senegal,SEN,2015,3646948.4396696384
Serbia,SRB,2000,2780146.551933954
Serbia,SRB,2001,2740935.802788841
Serbia,SRB,2002,2706171.9549684357
Serbia,SRB,2003,2675360.328659298
Serbia,SRB,2004,2647276.660553335
Serbia,SRB,2005,2613242.4864350436
Serbia,SRB,2006,2560607.075515615
Serbia,SRB,2007,2510231.921126307
Serbia,SRB,2008,2465775.4045525813
Serbia,SRB,2009,2420908.086201488
Serbia,SRB,2010,2374645.7614081353
Serbia,SRB,2011,2326591.6819787025
Serbia,SRB,2012,2277151.792964642
Serbia,SRB,2013,2226641.9528080253
Serbia,SRB,2014,2176089.739940849
Serbia,SRB,2015,2126172.5662906626
Singapore,SGP,2000,3918183
Singapore,SGP,2001,4023237
Singapore,SGP,2002,4136102
Singapore,SGP,2003,4254553
Singapore,SGP,2004,4375230
Singapore,SGP,2005,4495531
Singapore,SGP,2006,4614637
Singapore,SGP,2007,4732785
Singapore,SGP,2008,4849641
Singapore,SGP,2009,4965105
Singapore,SGP,2010,5078961
Singapore,SGP,2011,5190666
Singapore,SGP,2012,5299524
Singapore,SGP,2013,5405009
Singapore,SGP,2014,5506586
Singapore,SGP,2015,5603740
Slovakia,SVK,2000,4415940.650869023
Slovakia,SVK,2001,4415772.856433685
Slovakia,SVK,2002,4414296.675929363
Slovakia,SVK,2003,4412655.224182
Slovakia,SVK,2004,4411548.319364166
Slovakia,SVK,2005,4411467.158698398
Slovakia,SVK,2006,4412679.235577726
Slovakia,SVK,2007,4415080.334558586
Slovakia,SVK,2008,4418296.980927437
Slovakia,SVK,2009,4421717.781069447
Slovakia,SVK,2010,4424013.770918969
Slovakia,SVK,2011,4425928.667843983
Slovakia,SVK,2012,4427745.560702678
Slovakia,SVK,2013,4429500.684472962
Slovakia,SVK,2014,4431289.824749675
Slovakia,SVK,2015,4433141.281308513
Slovenia,SVN,2000,1471871.6386446466
Slovenia,SVN,2001,1468405.4609036073
Slovenia,SVN,2002,1464890.8540470372
Slovenia,SVN,2003,1462024.7936046831
Slovenia,SVN,2004,1460750.16500726
Slovenia,SVN,2005,1472261.4290308817
Slovenia,SVN,2006,1486223.200781743
Slovenia,SVN,2007,1502221.364486968
Slovenia,SVN,2008,1519100.968441474
Slovenia,SVN,2009,1535216.786855805
Slovenia,SVN,2010,1549358.4993739198
Slovenia,SVN,2011,1561040.7165957394
Slovenia,SVN,2012,1570572.3162485417
Slovenia,SVN,2013,1571449.756723094
Slovenia,SVN,2014,1568457.5363005728
Slovenia,SVN,2015,1565619.0038850731
Somalia,SOM,2000,1442942.1213765028
Somalia,SOM,2001,1463296.0754980866
Somalia,SOM,2002,1480216.633869544
Somalia,SOM,2003,1494260.2736024351
Somalia,SOM,2004,1506379.743241847
Somalia,SOM,2005,1517177.347087585
Somalia,SOM,2006,1526625.2171697854
Somalia,SOM,2007,1534228.544578428
Somalia,SOM,2008,1539766.2016883357
Somalia,SOM,2009,1543052.2448098669
Somalia,SOM,2010,1543945.908872987
Somalia,SOM,2011,1542264.2253825893
Somalia,SOM,2012,1538237.836858859
Somalia,SOM,2013,1532581.3774794403
Somalia,SOM,2014,1526148.054011207
Somalia,SOM,2015,1519388.942079021
South Korea,KOR,2000,39572506.71052216
South Korea,KOR,2001,40213328.306461275
South Korea,KOR,2002,40853681.09292263
South Korea,KOR,2003,41497981.007637896
South Korea,KOR,2004,42152513.689109355
South Korea,KOR,2005,42821617.79214572
South Korea,KOR,2006,43507517.18198086
South Korea,KOR,2007,44208023.57564187
South Korea,KOR,2008,44917571.523245044
South Korea,KOR,2009,45627878.847499445
South Korea,KOR,2010,46332555.26421165
South Korea,KOR,2011,47029198.81110355
South Korea,KOR,2012,47718293.591322385
South Korea,KOR,2013,48344293.78832294
South Korea,KOR,2014,48934831.93773664
South Korea,KOR,2015,49520257.31621268
Spain,ESP,2000,38115049.95116694
Spain,ESP,2001,38565228.97505569
Spain,ESP,2002,39157714.86329994
Spain,ESP,2003,39821705.975148134
Spain,ESP,2004,40517161.0908585
Spain,ESP,2005,41318208.609029785
Spain,ESP,2006,42120361.34889471
Spain,ESP,2007,42916723.413046755
Spain,ESP,2008,43657077.663281865
Spain,ESP,2009,44278418.159963034
Spain,ESP,2010,44738496.131222054
Spain,ESP,2011,45008918.87438902
Spain,ESP,2012,45108107.35823721
Spain,ESP,2013,45099688.2656249
Spain,ESP,2014,45070203.26721854
Spain,ESP,2015,44945889.736228265
Sweden,SWE,2000,8093113.543497716
Sweden,SWE,2001,8114167.841530216
Sweden,SWE,2002,8141573.726916786
Sweden,SWE,2003,8176151.535761367
Sweden,SWE,2004,8218388.659227273
Sweden,SWE,2005,8268481.893617674
Sweden,SWE,2006,8327339.065399487
Sweden,SWE,2007,8394759.0694726
Sweden,SWE,2008,8468660.833243182
Sweden,SWE,2009,8546412.923737803
Sweden,SWE,2010,8625894.99347259
Sweden,SWE,2011,8706591.628488211
Sweden,SWE,2012,8788371.130314615
Sweden,SWE,2013,8869930.776823644
Sweden,SWE,2014,8949945.83901886
Sweden,SWE,2015,9027469.871601192
Switzerland,CHE,2000,7011683.940957869
Switzerland,CHE,2001,7052486.115339495
Switzerland,CHE,2002,7098948.5205762265
Switzerland,CHE,2003,7152146.889200785
Switzerland,CHE,2004,7212838.4558377145
Switzerland,CHE,2005,7281416.551438595
Switzerland,CHE,2006,7358383.144593214
Switzerland,CHE,2007,7443479.94913736
Switzerland,CHE,2008,7535213.035072248
Switzerland,CHE,2009,7631424.721043108
Switzerland,CHE,2010,7730225.7077207435
Switzerland,CHE,2011,7831243.219219583
Switzerland,CHE,2012,7933964.093162067
Switzerland,CHE,2013,8036181.77592333
Switzerland,CHE,2014,8130580.064249017
Switzerland,CHE,2015,8214617.599529861
Tunisia,TUN,2000,5597052.699663929
Tunisia,TUN,2001,5730120.795972391
Tunisia,TUN,2002,5859545.200782481
Tunisia,TUN,2003,6026755.983288868
Tunisia,TUN,2004,6197000.811736024
Tunisia,TUN,2005,6366985.728723901
Tunisia,TUN,2006,6545845.599998374
Tunisia,TUN,2007,6733532.185575778
Tunisia,TUN,2008,6929669.213189899
Tunisia,TUN,2009,7132824.52096535
Tunisia,TUN,2010,7342055.486779671
Tunisia,TUN,2011,7557307.2107312195
Tunisia,TUN,2012,7779332.687477397
Tunisia,TUN,2013,7956965.659527397
Tunisia,TUN,2014,8134215.100207569
Tunisia,TUN,2015,8266506.502119453
Turkey,TUR,2000,14535810.37106956
Turkey,TUR,2001,14731449.999949254
Turkey,TUR,2002,15106139.000476379
Turkey,TUR,2003,15480987.194973348
Turkey,TUR,2004,16816106.0658454
Turkey,TUR,2005,18201581.552257765
Turkey,TUR,2006,19669369.72625011
Turkey,TUR,2007,21179149.418291014
Turkey,TUR,2008,22744853.7022295
Turkey,TUR,2009,24391860.22992369
Turkey,TUR,2010,26141528.481498946
Turkey,TUR,2011,28011691.168616958
Turkey,TUR,2012,29999345.321192395
Turkey,TUR,2013,32077438.28552543
Turkey,TUR,2014,34197687.32551958
Turkey,TUR,2015,34842983.32622067
Tuvalu,TUV,2001,717.3211298939232
Tuvalu,TUV,2002,721.1880940518347
Tuvalu,TUV,2003,724.5310521836547
Tuvalu,TUV,2004,727.251398944411
Tuvalu,TUV,2005,729.3538180391157
Tuvalu,TUV,2006,759.2609657892741
Tuvalu,TUV,2007,787.1793987367193
Tuvalu,TUV,2008,812.8792983141248
Tuvalu,TUV,2009,836.6553291614338
Tuvalu,TUV,2010,858.7334171892378
Tuvalu,TUV,2011,879.0157813457755
Tuvalu,TUV,2012,897.5808448192015
Tuvalu,TUV,2013,912.2883573741038
Tuvalu,TUV,2014,896.1497865753253
Tuvalu,TUV,2015,890.4176712836658
United Arab Emirates,ARE,2000,2824651.939775217
United Arab Emirates,ARE,2001,2981926.988620901
United Arab Emirates,ARE,2002,3147212.8562224363
United Arab Emirates,ARE,2003,3364207.2039280497
United Arab Emirates,ARE,2004,3691372.102404366
United Arab Emirates,ARE,2005,4163703.2590672234
United Arab Emirates,ARE,2006,4806904.212652094
United Arab Emirates,ARE,2007,5589851.393036136
United Arab Emirates,ARE,2008,6421208.630249055
United Arab Emirates,ARE,2009,7174427.4619800085
United Arab Emirates,ARE,2010,7759428.825733117
United Arab Emirates,ARE,2011,8140980.54931567
United Arab Emirates,ARE,2012,8347970.130170294
United Arab Emirates,ARE,2013,8433360.30228928
United Arab Emirates,ARE,2014,8480145.514088536
United Arab Emirates,ARE,2015,8549865.162232382
United Kingdom,GBR,2000,57311205.08957039
United Kingdom,GBR,2001,57523121.94123201
United Kingdom,GBR,2002,57751190.22067043
United Kingdom,GBR,2003,58004672.918498114
United Kingdom,GBR,2004,58307490.90160991
United Kingdom,GBR,2005,58674557.09176021
United Kingdom,GBR,2006,59114840.36744488
United Kingdom,GBR,2007,59617649.92992933
United Kingdom,GBR,2008,60154538.580014884
United Kingdom,GBR,2009,60685362.03582082
United Kingdom,GBR,2010,61181118.72395217
United Kingdom,GBR,2011,61630825.66626237
United Kingdom,GBR,2012,62042024.311954536
United Kingdom,GBR,2013,62426814.09023939
United Kingdom,GBR,2014,62805465.04142411
United Kingdom,GBR,2015,63192531.96831057
United States,USA,2000,251987728.29475835
United States,USA,2001,254654282.89538324
United States,USA,2002,257119303.5705579
United States,USA,2003,259459924.65179276
United States,USA,2004,261793534.97655916
United States,USA,2005,264200019.08029172
United States,USA,2006,266707783.3455616
United States,USA,2007,269282447.4433418
United States,USA,2008,271876899.5095311
United States,USA,2009,274419556.93920636
United States,USA,2010,276859163.808333
United States,USA,2011,279185595.50296134
United States,USA,2012,281419156.5916697
United States,USA,2013,283589743.3703975
United States,USA,2014,285741058.0910631
United States,USA,2015,287985705.9836245
Uruguay,URY,2000,2043937.4178095155
Uruguay,URY,2001,2049416.3374612527
Uruguay,URY,2002,2051635.7906829405
Uruguay,URY,2003,2052081.7723767601
Uruguay,URY,2004,2052829.885522653
Uruguay,URY,2005,2059910.0157431078
Uruguay,URY,2006,2069319.5469716545
Uruguay,URY,2007,2080673.9235062103
Uruguay,URY,2008,2093435.2038406152
Uruguay,URY,2009,2106655.5252079633
Uruguay,URY,2010,2119648.131158768
Uruguay,URY,2011,2132293.2209765664
Uruguay,URY,2012,2144845.590982582
Uruguay,URY,2013,2157363.9659105507
Uruguay,URY,2014,2170015.9389742874
Uruguay,URY,2015,2182914.4789707363
Venezuela,VEN,2000,4262927.1910024835
Venezuela,VEN,2001,4373983.303505592
Venezuela,VEN,2002,4487908.870728716
Venezuela,VEN,2003,4604095.203797597
Venezuela,VEN,2004,4721089.087979975
Venezuela,VEN,2005,4838750.64759917
Venezuela,VEN,2006,4956977.66386531
Venezuela,VEN,2007,5075769.962198831
Venezuela,VEN,2008,5194957.12243895
Venezuela,VEN,2009,5314369.648423148
Venezuela,VEN,2010,5433872.423589334
Venezuela,VEN,2011,5553344.0251899315
Venezuela,VEN,2012,5672750.301349758
Venezuela,VEN,2013,5791164.277084562
Venezuela,VEN,2014,5868921.0488859685
Venezuela,VEN,2015,5945852.18891316
West Bank and Gaza Strip,,2000,1861218.3221472478
West Bank and Gaza Strip,,2001,1916562.1330353734
West Bank and Gaza Strip,,2002,1963342.1881812974
West Bank and Gaza Strip,,2003,2005415.1676672285
West Bank and Gaza Strip,,2004,2048492.46067164
West Bank and Gaza Strip,,2005,2096830.860737976
West Bank and Gaza Strip,,2006,2151729.2861855575
West Bank and Gaza Strip,,2007,2212245.0736527545
West Bank and Gaza Strip,,2008,2277713.7282654345
West Bank and Gaza Strip,,2009,2346713.1445839554
West Bank and Gaza Strip,,2010,2418157.693571424
West Bank and Gaza Strip,,2011,2492126.3699222608
West Bank and Gaza Strip,,2012,2569093.195418774
West Bank and Gaza Strip,,2013,2648780.0038283137
West Bank and Gaza Strip,,2014,2730840.3346417933
West Bank and Gaza Strip,,2015,2813437.3865167373
World,OWID_WRL,2000,1757165144.0537236
World,OWID_WRL,2001,1794160936.6878798
World,OWID_WRL,2002,1835897264.3354201
World,OWID_WRL,2003,1902341741.2882514
World,OWID_WRL,2004,1971551460.0768692
World,OWID_WRL,2005,2043275240.9176338
World,OWID_WRL,2006,2141837267.4669874
World,OWID_WRL,2007,2218850179.093079
World,OWID_WRL,2008,2297813394.180721
World,OWID_WRL,2009,2378359085.1674232
World,OWID_WRL,2010,2460394346.1089816
World,OWID_WRL,2011,2543021507.203276
World,OWID_WRL,2012,2627712280.9065332
World,OWID_WRL,2013,2712412657.196531
World,OWID_WRL,2014,2798096232.6851144
World,OWID_WRL,2015,2884837468.998909
