Entity,Code,Year,
Barbados,BRB,2012,2.8
Barbados,BRB,2013,2.5
Barbados,BRB,2014,2.8
Belarus,BLR,2006,7.3
Belarus,BLR,2007,8.5
Belarus,BLR,2008,8.8
Belarus,BLR,2009,8
Belarus,BLR,2010,7.9
Belarus,BLR,2011,8
Belarus,BLR,2012,8.3
Belarus,BLR,2013,8.3
Belarus,BLR,2014,8.1
Belgium,BEL,2006,1.5
Belgium,BEL,2007,1.5
Belgium,BEL,2008,1.5
Belgium,BEL,2009,1.7
Belgium,BEL,2010,1.5
Belgium,BEL,2011,1.6
Belgium,BEL,2012,1.8
Belgium,BEL,2013,1.5
Belgium,BEL,2014,1.5
Belize,BLZ,2007,3.8
Belize,BLZ,2008,3.8
Belize,BLZ,2009,4
Belize,BLZ,2010,3.8
Belize,BLZ,2011,3.8
Belize,BLZ,2012,3.9
Belize,BLZ,2013,4.1
Belize,BLZ,2014,4.4
Benin,BEN,2006,4.8
Benin,BEN,2007,4.8
Benin,BEN,2008,5.2
Benin,BEN,2009,5.6
Benin,BEN,2010,5.5
Benin,BEN,2011,5.7
Benin,BEN,2012,5.4
Benin,BEN,2013,5.1
Benin,BEN,2014,5.1
Bhutan,BTN,2006,8.6
Bhutan,BTN,2007,8.5
Bhutan,BTN,2008,8.3
Bhutan,BTN,2009,8.4
Bhutan,BTN,2010,7.9
Bhutan,BTN,2011,7.6
Bhutan,BTN,2012,7.3
Bhutan,BTN,2013,7.3
Bhutan,BTN,2014,7
Bolivia,BOL,2006,6.7
Bolivia,BOL,2007,7
Bolivia,BOL,2008,7
Bolivia,BOL,2009,6.8
Bolivia,BOL,2010,6.6
Bolivia,BOL,2011,6.3
Bolivia,BOL,2012,6.5
Bolivia,BOL,2013,6.3
Bolivia,BOL,2014,6
Bosnia and Herzegovina,BIH,2006,5.3
Bosnia and Herzegovina,BIH,2007,5.3
Bosnia and Herzegovina,BIH,2008,5.3
Bosnia and Herzegovina,BIH,2009,5.4
Bosnia and Herzegovina,BIH,2010,5.9
Bosnia and Herzegovina,BIH,2011,6.1
Bosnia and Herzegovina,BIH,2012,6.1
Bosnia and Herzegovina,BIH,2013,6.4
Bosnia and Herzegovina,BIH,2014,6.1
Botswana,BWA,2006,4.9
Botswana,BWA,2007,4.8
Botswana,BWA,2008,4.8
Botswana,BWA,2009,5
Botswana,BWA,2010,4.8
Botswana,BWA,2011,5
Botswana,BWA,2012,4.7
Botswana,BWA,2013,4.4
Botswana,BWA,2014,4.6
Brazil,BRA,2006,5.3
Brazil,BRA,2007,5.3
Brazil,BRA,2008,5.6
Brazil,BRA,2009,5.6
Brazil,BRA,2010,5.4
Brazil,BRA,2011,5.1
Brazil,BRA,2012,5
Brazil,BRA,2013,5.3
Brazil,BRA,2014,5.6
Brunei,BRN,2007,6.6
Brunei,BRN,2008,6.8
Brunei,BRN,2009,6.8
Brunei,BRN,2010,6.9
Brunei,BRN,2011,6.7
Brunei,BRN,2012,6.6
Brunei,BRN,2013,6.9
Brunei,BRN,2014,7.4
Bulgaria,BGR,2006,4.9
Bulgaria,BGR,2007,4.7
Bulgaria,BGR,2008,4.7
Bulgaria,BGR,2009,4.8
Bulgaria,BGR,2010,4.6
Bulgaria,BGR,2011,4.3
Bulgaria,BGR,2012,4
Bulgaria,BGR,2013,3.7
Bulgaria,BGR,2014,3.7
Burkina Faso,BFA,2006,6.5
Burkina Faso,BFA,2007,6.6
Burkina Faso,BFA,2008,6.6
Burkina Faso,BFA,2009,6.5
Burkina Faso,BFA,2010,6.6
Burkina Faso,BFA,2011,6.4
Burkina Faso,BFA,2012,7
Burkina Faso,BFA,2013,6.8
Burkina Faso,BFA,2014,6.5
Burundi,BDI,2006,7.5
Burundi,BDI,2007,7.5
Burundi,BDI,2008,7.5
Burundi,BDI,2009,7.6
Burundi,BDI,2010,7.7
Burundi,BDI,2011,8
Burundi,BDI,2012,8.1
Burundi,BDI,2013,7.9
Burundi,BDI,2014,8
Cambodia,KHM,2006,6.9
Cambodia,KHM,2007,7.1
Cambodia,KHM,2008,7.1
Cambodia,KHM,2009,7.4
Cambodia,KHM,2010,7.7
Cambodia,KHM,2011,8
Cambodia,KHM,2012,7.7
Cambodia,KHM,2013,7.8
Cambodia,KHM,2014,7.9
Cameroon,CMR,2006,7.2
Cameroon,CMR,2007,7.2
Cameroon,CMR,2008,7.4
Cameroon,CMR,2009,8
Cameroon,CMR,2010,7.8
Cameroon,CMR,2011,8.1
Cameroon,CMR,2012,7.8
Cameroon,CMR,2013,8.1
Cameroon,CMR,2014,8.3
Canada,CAN,2006,1.5
Canada,CAN,2007,2
Canada,CAN,2008,2
Canada,CAN,2009,2.1
Canada,CAN,2010,1.9
Canada,CAN,2011,1.6
Canada,CAN,2012,1.9
Canada,CAN,2013,2
Canada,CAN,2014,2.1
Cape Verde,CPV,2007,6.4
Cape Verde,CPV,2008,6.4
Cape Verde,CPV,2009,6.2
Cape Verde,CPV,2010,6
Cape Verde,CPV,2011,5.7
Cape Verde,CPV,2012,5.4
Cape Verde,CPV,2013,5.1
Cape Verde,CPV,2014,4.8
Central African Republic,CAF,2006,7.5
Central African Republic,CAF,2007,8.2
Central African Republic,CAF,2008,8.7
Central African Republic,CAF,2009,8.9
Central African Republic,CAF,2010,8.8
Central African Republic,CAF,2011,8.6
Central African Republic,CAF,2012,8.5
Central African Republic,CAF,2013,8.6
Central African Republic,CAF,2014,9.5
Chad,TCD,2006,9.1
Chad,TCD,2007,9.2
Chad,TCD,2008,9.5
Chad,TCD,2009,9.5
Chad,TCD,2010,9.6
Chad,TCD,2011,9.3
Chad,TCD,2012,9.3
Chad,TCD,2013,9.8
Chad,TCD,2014,9.5
Chile,CHL,2006,3.6
Chile,CHL,2007,3.7
Chile,CHL,2008,3.9
Chile,CHL,2009,3.6
Chile,CHL,2010,3.4
Chile,CHL,2011,3.3
Chile,CHL,2012,3.2
Chile,CHL,2013,3.5
Chile,CHL,2014,3.7
China,CHN,2006,9
China,CHN,2007,9
China,CHN,2008,8.9
China,CHN,2009,8.9
China,CHN,2010,9
China,CHN,2011,8.8
China,CHN,2012,8.6
China,CHN,2013,9.4
China,CHN,2014,9.1
Colombia,COL,2006,7.6
Colombia,COL,2007,7.4
Colombia,COL,2008,7.2
Colombia,COL,2009,7.2
Colombia,COL,2010,6.9
Colombia,COL,2011,7.2
Colombia,COL,2012,7
Colombia,COL,2013,7.3
Colombia,COL,2014,7.1
Comoros,COM,2007,6.6
Comoros,COM,2008,6.9
Comoros,COM,2009,7
Comoros,COM,2010,6.8
Comoros,COM,2011,6.6
Comoros,COM,2012,6.3
Comoros,COM,2013,6.6
Comoros,COM,2014,6.9
Congo,COG,2007,7.9
Congo,COG,2008,7.9
Congo,COG,2009,7.9
Congo,COG,2010,7.7
Congo,COG,2011,7.5
Congo,COG,2012,7.2
Congo,COG,2013,7.5
Congo,COG,2014,7.6
Costa Rica,CRI,2006,3.5
Costa Rica,CRI,2007,3.5
Costa Rica,CRI,2008,3.5
Costa Rica,CRI,2009,3.5
Costa Rica,CRI,2010,3.3
Costa Rica,CRI,2011,3
Costa Rica,CRI,2012,2.7
Costa Rica,CRI,2013,2.4
Costa Rica,CRI,2014,2.3
Cote d'Ivoire,CIV,2006,9.4
Cote d'Ivoire,CIV,2007,9.2
Cote d'Ivoire,CIV,2008,9
Cote d'Ivoire,CIV,2009,8.5
Cote d'Ivoire,CIV,2010,8.3
Cote d'Ivoire,CIV,2011,8.6
Cote d'Ivoire,CIV,2012,8.3
Cote d'Ivoire,CIV,2013,8.6
Cote d'Ivoire,CIV,2014,8.7
Croatia,HRV,2006,4.6
Croatia,HRV,2007,4.5
Croatia,HRV,2008,4.5
Croatia,HRV,2009,4.7
Croatia,HRV,2010,4.5
Croatia,HRV,2011,4.3
Croatia,HRV,2012,4.6
Croatia,HRV,2013,4.7
Croatia,HRV,2014,4.4
Cuba,CUB,2006,8.3
Cuba,CUB,2007,7.8
Cuba,CUB,2008,7.8
Cuba,CUB,2009,7.4
Cuba,CUB,2010,7.5
Cuba,CUB,2011,7.4
Cuba,CUB,2012,7.4
Cuba,CUB,2013,7.5
Cuba,CUB,2014,7
Cyprus,CYP,2006,3.5
Cyprus,CYP,2007,3.5
Cyprus,CYP,2008,3.5
Cyprus,CYP,2009,3.8
Cyprus,CYP,2010,3.6
Cyprus,CYP,2011,3.3
Cyprus,CYP,2012,3.3
Cyprus,CYP,2013,3.3
Cyprus,CYP,2014,3.6
Czech Republic,CZE,2006,3
Czech Republic,CZE,2007,3.5
Czech Republic,CZE,2008,3.5
Czech Republic,CZE,2009,3.5
Czech Republic,CZE,2010,3.3
Czech Republic,CZE,2011,3
Czech Republic,CZE,2012,2.7
Czech Republic,CZE,2013,2.4
Czech Republic,CZE,2014,2.4
Democratic Republic of Congo,COD,2006,9.5
Democratic Republic of Congo,COD,2007,8.9
Democratic Republic of Congo,COD,2008,8.9
Democratic Republic of Congo,COD,2009,9
Democratic Republic of Congo,COD,2010,9.4
Democratic Republic of Congo,COD,2011,9.2
Democratic Republic of Congo,COD,2012,9.7
Democratic Republic of Congo,COD,2013,9.8
Democratic Republic of Congo,COD,2014,10
Denmark,DNK,2006,1.5
Denmark,DNK,2007,1.5
Denmark,DNK,2008,1.5
Denmark,DNK,2009,1.5
Denmark,DNK,2010,1.3
Denmark,DNK,2011,1.3
Denmark,DNK,2012,1.5
Denmark,DNK,2013,1.7
Denmark,DNK,2014,1.6
Djibouti,DJI,2007,6
Djibouti,DJI,2008,6.2
Djibouti,DJI,2009,6.2
Djibouti,DJI,2010,6.6
Djibouti,DJI,2011,7
Djibouti,DJI,2012,6.8
Djibouti,DJI,2013,7
Djibouti,DJI,2014,6.9
Dominican Republic,DOM,2006,7.1
Dominican Republic,DOM,2007,7
Dominican Republic,DOM,2008,7
Dominican Republic,DOM,2009,6.7
Dominican Republic,DOM,2010,6.5
Dominican Republic,DOM,2011,6.3
Dominican Republic,DOM,2012,6
Dominican Republic,DOM,2013,5.7
Dominican Republic,DOM,2014,5.8
Ecuador,ECU,2006,6.7
Ecuador,ECU,2007,6.6
Ecuador,ECU,2008,6.4
Ecuador,ECU,2009,6
Ecuador,ECU,2010,5.8
Ecuador,ECU,2011,5.7
Ecuador,ECU,2012,5.2
Ecuador,ECU,2013,4.9
Ecuador,ECU,2014,5
Egypt,EGY,2006,8
Egypt,EGY,2007,8.5
Egypt,EGY,2008,8.5
Egypt,EGY,2009,8.4
Egypt,EGY,2010,8.2
Egypt,EGY,2011,8.3
Egypt,EGY,2012,9
Egypt,EGY,2013,9.6
Egypt,EGY,2014,9.7
El Salvador,SLV,2006,6.7
El Salvador,SLV,2007,6.9
El Salvador,SLV,2008,7
El Salvador,SLV,2009,6.9
El Salvador,SLV,2010,6.7
El Salvador,SLV,2011,6.7
El Salvador,SLV,2012,6.4
El Salvador,SLV,2013,6.1
El Salvador,SLV,2014,5.8
Equatorial Guinea,GNQ,2006,8.5
Equatorial Guinea,GNQ,2007,9.4
Equatorial Guinea,GNQ,2008,9.5
Equatorial Guinea,GNQ,2009,9.2
Equatorial Guinea,GNQ,2010,9.4
Equatorial Guinea,GNQ,2011,9.4
Equatorial Guinea,GNQ,2012,9.1
Equatorial Guinea,GNQ,2013,9.4
Equatorial Guinea,GNQ,2014,9.5
Eritrea,ERI,2006,6.8
Eritrea,ERI,2007,7.4
Eritrea,ERI,2008,7.4
Eritrea,ERI,2009,7.9
Eritrea,ERI,2010,8.4
Eritrea,ERI,2011,8.9
Eritrea,ERI,2012,8.7
Eritrea,ERI,2013,9.1
Eritrea,ERI,2014,9.2
Estonia,EST,2006,3.7
Estonia,EST,2007,3.7
Estonia,EST,2008,3.5
Estonia,EST,2009,3.5
Estonia,EST,2010,3.3
Estonia,EST,2011,3
Estonia,EST,2012,2.7
Estonia,EST,2013,2.4
Estonia,EST,2014,2.5
Ethiopia,ETH,2006,8
Ethiopia,ETH,2007,8.5
Ethiopia,ETH,2008,8.5
Ethiopia,ETH,2009,8.5
Ethiopia,ETH,2010,8.7
Ethiopia,ETH,2011,8.5
Ethiopia,ETH,2012,8.6
Ethiopia,ETH,2013,8.7
Ethiopia,ETH,2014,8
Fiji,FJI,2007,5.9
Fiji,FJI,2008,5.9
Fiji,FJI,2009,6.1
Fiji,FJI,2010,6.7
Fiji,FJI,2011,6.5
Fiji,FJI,2012,7
Fiji,FJI,2013,7.3
Fiji,FJI,2014,7.2
Finland,FIN,2006,1.5
Finland,FIN,2007,1.5
Finland,FIN,2008,1.5
Finland,FIN,2009,1.7
Finland,FIN,2010,1.5
Finland,FIN,2011,1.1
Finland,FIN,2012,1.4
Finland,FIN,2013,1.1
Finland,FIN,2014,1.2
France,FRA,2006,3.2
France,FRA,2007,3.2
France,FRA,2008,3.2
France,FRA,2009,2.9
France,FRA,2010,2.7
France,FRA,2011,2.5
France,FRA,2012,2.7
France,FRA,2013,2.4
France,FRA,2014,2.2
Gabon,GAB,2006,6.2
Gabon,GAB,2007,6.7
Gabon,GAB,2008,6.5
Gabon,GAB,2009,6.3
Gabon,GAB,2010,6.4
Gabon,GAB,2011,6.7
Gabon,GAB,2012,6.8
Gabon,GAB,2013,6.8
Gabon,GAB,2014,6.6
Gambia,GMB,2006,6.6
Gambia,GMB,2007,6.8
Gambia,GMB,2008,6.8
Gambia,GMB,2009,6.9
Gambia,GMB,2010,7.4
Gambia,GMB,2011,7.5
Gambia,GMB,2012,7.5
Gambia,GMB,2013,8
Gambia,GMB,2014,8.3
Georgia,GEO,2006,5.6
Georgia,GEO,2007,5.4
Georgia,GEO,2008,5.9
Georgia,GEO,2009,7.5
Georgia,GEO,2010,7.3
Georgia,GEO,2011,6.9
Georgia,GEO,2012,6.7
Georgia,GEO,2013,6.4
Georgia,GEO,2014,6.1
Germany,DEU,2006,2.9
Germany,DEU,2007,2.9
Germany,DEU,2008,2.7
Germany,DEU,2009,2.5
Germany,DEU,2010,2.3
Germany,DEU,2011,2
Germany,DEU,2012,2
Germany,DEU,2013,1.9
Germany,DEU,2014,1.8
Ghana,GHA,2006,4.4
Ghana,GHA,2007,4.5
Ghana,GHA,2008,4.5
Ghana,GHA,2009,4.7
Ghana,GHA,2010,4.7
Ghana,GHA,2011,4.5
Ghana,GHA,2012,4.5
Ghana,GHA,2013,4.7
Ghana,GHA,2014,4.9
Greece,GRC,2006,3
Greece,GRC,2007,3.9
Greece,GRC,2008,3.9
Greece,GRC,2009,3.6
Greece,GRC,2010,3.4
Greece,GRC,2011,3.1
Greece,GRC,2012,3.3
Greece,GRC,2013,3
Greece,GRC,2014,3.7
Grenada,GRD,2007,5.1
Grenada,GRD,2008,4.9
Grenada,GRD,2009,4.7
Grenada,GRD,2010,4.6
Grenada,GRD,2011,4.3
Grenada,GRD,2012,4
Grenada,GRD,2013,3.7
Grenada,GRD,2014,4
Guatemala,GTM,2006,7.1
Guatemala,GTM,2007,7.1
Guatemala,GTM,2008,7.1
Guatemala,GTM,2009,7
Guatemala,GTM,2010,6.9
Guatemala,GTM,2011,6.9
Guatemala,GTM,2012,6.7
Guatemala,GTM,2013,6.6
Guatemala,GTM,2014,6.7
Guinea,GIN,2006,8.1
Guinea,GIN,2007,8.6
Guinea,GIN,2008,8.9
Guinea,GIN,2009,9
Guinea,GIN,2010,9.5
Guinea,GIN,2011,9.2
Guinea,GIN,2012,8.7
Guinea,GIN,2013,8.4
Guinea,GIN,2014,8.5
Guinea-Bissau,GNB,2006,7.9
Guinea-Bissau,GNB,2007,8
Guinea-Bissau,GNB,2008,8
Guinea-Bissau,GNB,2009,8
Guinea-Bissau,GNB,2010,8.1
Guinea-Bissau,GNB,2011,7.8
Guinea-Bissau,GNB,2012,7.5
Guinea-Bissau,GNB,2013,7.6
Guinea-Bissau,GNB,2014,7.5
Guyana,GUY,2007,5.6
Guyana,GUY,2008,5.4
Guyana,GUY,2009,5.4
Guyana,GUY,2010,5.2
Guyana,GUY,2011,5
Guyana,GUY,2012,4.7
Guyana,GUY,2013,4.4
Guyana,GUY,2014,4.1
Haiti,HTI,2006,9.6
Haiti,HTI,2007,9.1
Haiti,HTI,2008,8.9
Haiti,HTI,2009,8.5
Haiti,HTI,2010,8.3
Haiti,HTI,2011,8
Haiti,HTI,2012,7.7
Haiti,HTI,2013,7.6
Haiti,HTI,2014,7.5
Honduras,HND,2006,5.6
Honduras,HND,2007,5.8
Honduras,HND,2008,6.1
Honduras,HND,2009,6.3
Honduras,HND,2010,6.3
Honduras,HND,2011,6.3
Honduras,HND,2012,6.2
Honduras,HND,2013,6.3
Honduras,HND,2014,6
Hungary,HUN,2006,4
Hungary,HUN,2007,4
Hungary,HUN,2008,4
Hungary,HUN,2009,3.5
Hungary,HUN,2010,3.3
Hungary,HUN,2011,3
Hungary,HUN,2012,3.2
Hungary,HUN,2013,3.4
Hungary,HUN,2014,4.1
Iceland,ISL,2007,2.1
Iceland,ISL,2008,2.1
Iceland,ISL,2009,2.1
Iceland,ISL,2010,1.9
Iceland,ISL,2011,1.6
Iceland,ISL,2012,1.6
Iceland,ISL,2013,1.3
Iceland,ISL,2014,1.4
India,IND,2006,5.4
India,IND,2007,5.4
India,IND,2008,6
India,IND,2009,6
India,IND,2010,6.1
India,IND,2011,5.9
India,IND,2012,5.8
India,IND,2013,5.9
India,IND,2014,5.6
Indonesia,IDN,2006,7.5
Indonesia,IDN,2007,7
Indonesia,IDN,2008,6.8
Indonesia,IDN,2009,6.7
Indonesia,IDN,2010,6.5
Indonesia,IDN,2011,6.3
Indonesia,IDN,2012,6.8
Indonesia,IDN,2013,6.5
Indonesia,IDN,2014,6.2
Iran,IRN,2006,9.1
Iran,IRN,2007,8.7
Iran,IRN,2008,8.7
Iran,IRN,2009,8.9
Iran,IRN,2010,9.4
Iran,IRN,2011,9
Iran,IRN,2012,8.9
Iran,IRN,2013,9.4
Iran,IRN,2014,9.3
Iraq,IRQ,2006,9.7
Iraq,IRQ,2007,9.7
Iraq,IRQ,2008,9.6
Iraq,IRQ,2009,9.3
Iraq,IRQ,2010,9.1
Iraq,IRQ,2011,8.6
Iraq,IRQ,2012,8.3
Iraq,IRQ,2013,8.6
Iraq,IRQ,2014,8.7
Ireland,IRL,2006,1.5
Ireland,IRL,2007,1.5
Ireland,IRL,2008,1.5
Ireland,IRL,2009,1.5
Ireland,IRL,2010,1.5
Ireland,IRL,2011,1.2
Ireland,IRL,2012,1.3
Ireland,IRL,2013,1.3
Ireland,IRL,2014,1.2
Israel,ISR,2006,7
Israel,ISR,2007,7.4
Israel,ISR,2008,7.9
Israel,ISR,2009,8
Israel,ISR,2010,7.8
Israel,ISR,2011,7.9
Israel,ISR,2012,7.9
Israel,ISR,2013,7.6
Israel,ISR,2014,7.1
Italy,ITA,2006,1.8
Italy,ITA,2007,1.8
Italy,ITA,2008,2.1
Italy,ITA,2009,2.6
Italy,ITA,2010,3
Italy,ITA,2011,3.1
Italy,ITA,2012,3.2
Italy,ITA,2013,2.9
Italy,ITA,2014,2.8
Jamaica,JAM,2006,5.6
Jamaica,JAM,2007,5.4
Jamaica,JAM,2008,5.4
Jamaica,JAM,2009,5.7
Jamaica,JAM,2010,5.5
Jamaica,JAM,2011,5.3
Jamaica,JAM,2012,5.2
Jamaica,JAM,2013,5
Jamaica,JAM,2014,5.1
Japan,JPN,2006,3
Japan,JPN,2007,3.5
Japan,JPN,2008,3.4
Japan,JPN,2009,3.4
Japan,JPN,2010,3.2
Japan,JPN,2011,3
Japan,JPN,2012,3.2
Japan,JPN,2013,3
Japan,JPN,2014,3.3
Jordan,JOR,2006,6.1
Jordan,JOR,2007,6.2
Jordan,JOR,2008,6.7
Jordan,JOR,2009,6.9
Jordan,JOR,2010,7
Jordan,JOR,2011,6.8
Jordan,JOR,2012,7.1
Jordan,JOR,2013,7.4
Jordan,JOR,2014,7.3
Kazakhstan,KAZ,2006,7
Kazakhstan,KAZ,2007,7
Kazakhstan,KAZ,2008,6.8
Kazakhstan,KAZ,2009,6.8
Kazakhstan,KAZ,2010,7.1
Kazakhstan,KAZ,2011,6.9
Kazakhstan,KAZ,2012,7.1
Kazakhstan,KAZ,2013,7.1
Kazakhstan,KAZ,2014,7.2
Kenya,KEN,2006,6.9
Kenya,KEN,2007,7
Kenya,KEN,2008,7.2
Kenya,KEN,2009,8.2
Kenya,KEN,2010,8
Kenya,KEN,2011,7.7
Kenya,KEN,2012,7.4
Kenya,KEN,2013,7.1
Kenya,KEN,2014,6.8
Kuwait,KWT,2006,6.5
Kuwait,KWT,2007,6.5
Kuwait,KWT,2008,7
Kuwait,KWT,2009,6.9
Kuwait,KWT,2010,6.5
Kuwait,KWT,2011,6.2
Kuwait,KWT,2012,6.5
Kuwait,KWT,2013,6.8
Kuwait,KWT,2014,6.9
Kyrgyzstan,KGZ,2006,7.9
Kyrgyzstan,KGZ,2007,7.9
Kyrgyzstan,KGZ,2008,7.9
Kyrgyzstan,KGZ,2009,7.6
Kyrgyzstan,KGZ,2010,7.6
Kyrgyzstan,KGZ,2011,8
Kyrgyzstan,KGZ,2012,7.8
Kyrgyzstan,KGZ,2013,7.6
Kyrgyzstan,KGZ,2014,7.3
Laos,LAO,2006,8.2
Laos,LAO,2007,8.5
Laos,LAO,2008,8.9
Laos,LAO,2009,8.5
Laos,LAO,2010,8.7
Laos,LAO,2011,8.5
Laos,LAO,2012,8.2
Laos,LAO,2013,8.3
Laos,LAO,2014,8
Latvia,LVA,2006,3.7
Latvia,LVA,2007,3.8
Latvia,LVA,2008,3.8
Latvia,LVA,2009,3.7
Latvia,LVA,2010,3.5
Latvia,LVA,2011,3.6
Latvia,LVA,2012,3.5
Latvia,LVA,2013,3.2
Latvia,LVA,2014,3.3
Lebanon,LBN,2006,6.8
Lebanon,LBN,2007,7
Lebanon,LBN,2008,7
Lebanon,LBN,2009,6.9
Lebanon,LBN,2010,6.8
Lebanon,LBN,2011,6.6
Lebanon,LBN,2012,6.5
Lebanon,LBN,2013,6.8
Lebanon,LBN,2014,6.8
Lesotho,LSO,2007,6.7
Lesotho,LSO,2008,6.8
Lesotho,LSO,2009,6.5
Lesotho,LSO,2010,6.3
Lesotho,LSO,2011,6
Lesotho,LSO,2012,5.7
Lesotho,LSO,2013,5.4
Lesotho,LSO,2014,5.1
Liberia,LBR,2006,7.2
Liberia,LBR,2007,6.7
Liberia,LBR,2008,6.7
Liberia,LBR,2009,6.7
Liberia,LBR,2010,6.5
Liberia,LBR,2011,6.3
Liberia,LBR,2012,6.1
Liberia,LBR,2013,6.4
Liberia,LBR,2014,6.3
Libya,LBY,2006,8.1
Libya,LBY,2007,8.1
Libya,LBY,2008,8.1
Libya,LBY,2009,8.1
Libya,LBY,2010,8.3
Libya,LBY,2011,8.3
Libya,LBY,2012,9
Libya,LBY,2013,9
Libya,LBY,2014,8.7
Lithuania,LTU,2006,3.7
Lithuania,LTU,2007,3.7
Lithuania,LTU,2008,3.5
Lithuania,LTU,2009,3.5
Lithuania,LTU,2010,3.3
Lithuania,LTU,2011,3.1
Lithuania,LTU,2012,2.9
Lithuania,LTU,2013,2.9
Lithuania,LTU,2014,2.7
Luxembourg,LUX,2007,1.6
Luxembourg,LUX,2008,1.6
Luxembourg,LUX,2009,1.5
Luxembourg,LUX,2010,1.3
Luxembourg,LUX,2011,1
Luxembourg,LUX,2012,1.3
Luxembourg,LUX,2013,1
Luxembourg,LUX,2014,1.3
Macedonia,MKD,2006,5.3
Macedonia,MKD,2007,5.3
Macedonia,MKD,2008,5.3
Macedonia,MKD,2009,5.3
Macedonia,MKD,2010,5.1
Macedonia,MKD,2011,5
Macedonia,MKD,2012,4.6
Macedonia,MKD,2013,4.3
Macedonia,MKD,2014,4.2
