Entity,Code,Year,Gas per capita (kWh) (kilowatt-hours)
Azerbaijan,AZE,2011,9753.038378002408
Azerbaijan,AZE,2012,10104.096654037776
Azerbaijan,AZE,2013,10019.168246956844
Azerbaijan,AZE,2014,10366.553813888071
Azerbaijan,AZE,2015,11583.240673139353
Azerbaijan,AZE,2016,11227.041392430156
Azerbaijan,AZE,2017,10783.753173829356
Azerbaijan,AZE,2018,10870.163317117589
Bangladesh,BGD,1965,0
Bangladesh,BGD,1966,0
Bangladesh,BGD,1967,0
Bangladesh,BGD,1968,0
Bangladesh,BGD,1969,0
Bangladesh,BGD,1970,0
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,65.98234923303215
Bangladesh,BGD,1973,89.92711197847366
Bangladesh,BGD,1974,97.28041081143986
Bangladesh,BGD,1975,95.94011360717037
Bangladesh,BGD,1976,123.51965053313234
Bangladesh,BGD,1977,134.40419797451815
Bangladesh,BGD,1978,144.4308813783963
Bangladesh,BGD,1979,161.70903790839557
Bangladesh,BGD,1980,177.28524968922264
Bangladesh,BGD,1981,166.49369651244987
Bangladesh,BGD,1982,210.5853170435591
Bangladesh,BGD,1983,228.31121871688606
Bangladesh,BGD,1984,256.74545566723594
Bangladesh,BGD,1985,284.03854334229436
Bangladesh,BGD,1986,311.95163539372027
Bangladesh,BGD,1987,357.01441453794774
Bangladesh,BGD,1988,409.4379848937731
Bangladesh,BGD,1989,422.0534465745071
Bangladesh,BGD,1990,443.35685068788047
Bangladesh,BGD,1991,446.09785038712494
Bangladesh,BGD,1992,475.7201429739591
Bangladesh,BGD,1993,521.0875457019872
Bangladesh,BGD,1994,540.9508477563022
Bangladesh,BGD,1995,585.4245041678389
Bangladesh,BGD,1996,615.0842827490864
Bangladesh,BGD,1997,591.9786062872313
Bangladesh,BGD,1998,626.5290309285722
Bangladesh,BGD,1999,669.4111030199697
Bangladesh,BGD,2000,709.5668627196885
Bangladesh,BGD,2001,779.7130377972005
Bangladesh,BGD,2002,805.5026245537373
Bangladesh,BGD,2003,851.5661037574189
Bangladesh,BGD,2004,900.8389122530771
Bangladesh,BGD,2005,953.9513280035386
Bangladesh,BGD,2006,1019.2497223408702
Bangladesh,BGD,2007,1075.0294799887845
Bangladesh,BGD,2008,1134.8555926190545
Bangladesh,BGD,2009,1284.6831827984615
Bangladesh,BGD,2010,1304.6739681403237
Bangladesh,BGD,2011,1311.8347290446218
Bangladesh,BGD,2012,1412.9424821576627
Bangladesh,BGD,2013,1437.067561570954
Bangladesh,BGD,2014,1489.9507995243657
Bangladesh,BGD,2015,1654.5964805108285
Bangladesh,BGD,2016,1674.3543622694121
Bangladesh,BGD,2017,1669.4170184866214
Bangladesh,BGD,2018,1757.7126303574923
Belarus,BLR,1985,8739.706973214827
Belarus,BLR,1986,8849.845649978926
Belarus,BLR,1987,9928.529971094156
Belarus,BLR,1988,11433.422707316735
Belarus,BLR,1989,11989.563437178982
Belarus,BLR,1990,12740.127517791354
Belarus,BLR,1991,13320.416413876586
Belarus,BLR,1992,15479.445449418947
Belarus,BLR,1993,14389.039991889493
Belarus,BLR,1994,12612.349063029284
Belarus,BLR,1995,11436.826186987499
Belarus,BLR,1996,12083.856668790442
Belarus,BLR,1997,13871.551001638527
Belarus,BLR,1998,14101.387738174526
Belarus,BLR,1999,14430.862357285372
Belarus,BLR,2000,15390.620393557538
Belarus,BLR,2001,15397.57863778412
Belarus,BLR,2002,15947.856281469323
Belarus,BLR,2003,15787.453769511312
Belarus,BLR,2004,19272.50574193616
Belarus,BLR,2005,19873.1037374817
Belarus,BLR,2006,20379.086678585692
Belarus,BLR,2007,20537.42842024048
Belarus,BLR,2008,21095.367953961708
Belarus,BLR,2009,17949.73106412594
Belarus,BLR,2010,22002.29575329583
Belarus,BLR,2011,20420.80176091344
Belarus,BLR,2012,20611.764180163536
Belarus,BLR,2013,20448.08709834465
Belarus,BLR,2014,20272.942674289658
Belarus,BLR,2015,18962.71906600276
Belarus,BLR,2016,18830.739173427908
Belarus,BLR,2017,19268.5239793545
Belarus,BLR,2018,20436.986063027613
Belgium,BEL,1965,77.8271915628971
Belgium,BEL,1966,139.7934444588471
Belgium,BEL,1967,530.5383566638683
Belgium,BEL,1968,1285.6993521827305
Belgium,BEL,1969,2639.062500265625
Belgium,BEL,1970,4127.050457227991
Belgium,BEL,1971,5672.643071054538
Belgium,BEL,1972,7130.248633558239
Belgium,BEL,1973,8545.648595822446
Belgium,BEL,1974,9988.381040635066
Belgium,BEL,1975,9843.91629113692
Belgium,BEL,1976,10373.813169914243
Belgium,BEL,1977,10183.304472255273
Belgium,BEL,1978,10076.700213608823
Belgium,BEL,1979,10990.993504635682
Belgium,BEL,1980,10500.70929161921
Belgium,BEL,1981,9673.160611112236
Belgium,BEL,1982,8057.254803010112
Belgium,BEL,1983,8366.210345234393
Belgium,BEL,1984,8626.135674976782
Belgium,BEL,1985,8658.263587205809
Belgium,BEL,1986,7764.628864731594
Belgium,BEL,1987,8551.247233457054
Belgium,BEL,1988,8425.143086802893
Belgium,BEL,1989,9343.111222702404
Belgium,BEL,1990,9563.155791148196
Belgium,BEL,1991,10168.144237544577
Belgium,BEL,1992,10438.70311600913
Belgium,BEL,1993,10879.83002265145
Belgium,BEL,1994,11084.67900731686
Belgium,BEL,1995,12225.161984557237
Belgium,BEL,1996,13560.026447090517
Belgium,BEL,1997,12915.175083783255
Belgium,BEL,1998,14129.530131415455
Belgium,BEL,1999,15061.945397435398
Belgium,BEL,2000,15100.442526366469
Belgium,BEL,2001,14863.455764812485
Belgium,BEL,2002,15274.987944438013
Belgium,BEL,2003,16188.285819426052
Belgium,BEL,2004,16400.763362729012
Belgium,BEL,2005,16017.327201270502
Belgium,BEL,2006,16375.270738148603
Belgium,BEL,2007,16375.981488614698
Belgium,BEL,2008,16143.84451212543
Belgium,BEL,2009,16182.381050359118
Belgium,BEL,2010,17738.367308163455
Belgium,BEL,2011,15002.723811194843
Belgium,BEL,2012,15101.488493396482
Belgium,BEL,2013,14822.485204814417
Belgium,BEL,2014,12889.225558675696
Belgium,BEL,2015,14041.371370871724
Belgium,BEL,2016,14258.58727909107
Belgium,BEL,2017,14370.84063352014
Belgium,BEL,2018,14696.133078453233
Brazil,BRA,1965,6.15805319584043
Brazil,BRA,1966,7.0061100290558604
Brazil,BRA,1967,7.709527871893317
Brazil,BRA,1968,7.9357626093354146
Brazil,BRA,1969,8.150828827778795
Brazil,BRA,1970,8.526830046260763
Brazil,BRA,1971,13.10325398828514
Brazil,BRA,1972,17.562906623839613
Brazil,BRA,1973,19.629134448801576
Brazil,BRA,1974,36.88849253118255
Brazil,BRA,1975,39.14517527962246
Brazil,BRA,1976,44.04424194196246
Brazil,BRA,1977,53.65269860315766
Brazil,BRA,1978,68.95165751574432
Brazil,BRA,1979,73.78906901754357
Brazil,BRA,1980,84.2466719952939
Brazil,BRA,1981,73.8357965252084
Brazil,BRA,1982,103.06110895531945
Brazil,BRA,1983,136.18785630371806
Brazil,BRA,1984,154.99315214210176
Brazil,BRA,1985,190.27681378128838
Brazil,BRA,1986,217.12694198535607
Brazil,BRA,1987,237.59004320365955
Brazil,BRA,1988,234.61696036991398
Brazil,BRA,1989,236.1074283934039
Brazil,BRA,1990,211.10403221410138
Brazil,BRA,1991,215.6349409605798
Brazil,BRA,1992,240.14153202450257
Brazil,BRA,1993,276.6650041492138
Brazil,BRA,1994,297.25153491035286
Brazil,BRA,1995,322.83018410406123
Brazil,BRA,1996,350.0743319425044
Brazil,BRA,1997,374.5307960865525
Brazil,BRA,1998,386.5566768829603
Brazil,BRA,1999,451.9551046643096
Brazil,BRA,2000,555.2094089689341
Brazil,BRA,2001,693.3674516337842
Brazil,BRA,2002,808.5336783917612
Brazil,BRA,2003,893.6462276981327
Brazil,BRA,2004,1050.1007425551343
Brazil,BRA,2005,1081.3645966919535
Brazil,BRA,2006,1125.0527882395834
Brazil,BRA,2007,1146.6699844259192
Brazil,BRA,2008,1336.2956551231578
Brazil,BRA,2009,1066.0133451138718
Brazil,BRA,2010,1409.0345735368958
Brazil,BRA,2011,1391.4600840559924
Brazil,BRA,2012,1634.6541399833752
Brazil,BRA,2013,1909.2487301776798
Brazil,BRA,2014,2005.063731715689
Brazil,BRA,2015,2099.8738640258816
Brazil,BRA,2016,1798.9591247616063
Brazil,BRA,2017,1810.6771918151023
Brazil,BRA,2018,1713.4181687998957
Bulgaria,BGR,1965,68.4330542174389
Bulgaria,BGR,1966,101.33691416103332
Bulgaria,BGR,1967,306.2837113304567
Bulgaria,BGR,1968,465.642856554762
Bulgaria,BGR,1969,481.1620340094619
Bulgaria,BGR,1970,431.54090317936055
Bulgaria,BGR,1971,336.0789814697979
Bulgaria,BGR,1972,225.11325335695204
Bulgaria,BGR,1973,225.56608168091498
Bulgaria,BGR,1974,489.0792042487643
Bulgaria,BGR,1975,1293.05905264477
Bulgaria,BGR,1976,2252.4507014897986
Bulgaria,BGR,1977,2864.746648082254
Bulgaria,BGR,1978,3047.151110010195
Bulgaria,BGR,1979,3250.818932070485
Bulgaria,BGR,1980,4166.178624197544
Bulgaria,BGR,1981,4518.7254357855145
Bulgaria,BGR,1982,4985.779868383161
Bulgaria,BGR,1983,5226.125321263264
Bulgaria,BGR,1984,5485.003901743785
Bulgaria,BGR,1985,5978.607242798886
Bulgaria,BGR,1986,5938.426390401204
Bulgaria,BGR,1987,6631.291151181787
Bulgaria,BGR,1988,6459.046660532618
Bulgaria,BGR,1989,6678.270398316475
Bulgaria,BGR,1990,7127.870150882254
Bulgaria,BGR,1991,6070.434583700239
Bulgaria,BGR,1992,5431.218302929921
Bulgaria,BGR,1993,5112.610774335354
Bulgaria,BGR,1994,5175.545722951033
Bulgaria,BGR,1995,6318.0868840243475
Bulgaria,BGR,1996,6522.461407908829
Bulgaria,BGR,1997,5254.170726087435
Bulgaria,BGR,1998,4436.163676071516
Bulgaria,BGR,1999,3877.339779407463
Bulgaria,BGR,2000,4259.596148454614
Bulgaria,BGR,2001,3611.051569501955
Bulgaria,BGR,2002,3228.19730470506
Bulgaria,BGR,2003,3438.3649411840083
Bulgaria,BGR,2004,3382.666235775339
Bulgaria,BGR,2005,4249.25198344738
Bulgaria,BGR,2006,4410.562179961998
Bulgaria,BGR,2007,4476.5738413145045
Bulgaria,BGR,2008,4508.406433442318
Bulgaria,BGR,2009,3246.4209262710733
Bulgaria,BGR,2010,3599.023568589899
Bulgaria,BGR,2011,4146.158015403172
Bulgaria,BGR,2012,3887.6806657076627
Bulgaria,BGR,2013,3778.3264752373116
Bulgaria,BGR,2014,3776.0833560033125
Bulgaria,BGR,2015,4167.152777120833
Bulgaria,BGR,2016,4369.4770688296985
Bulgaria,BGR,2017,4524.992960533653
Bulgaria,BGR,2018,4286.620816087635
Canada,CAN,1965,11039.54681976768
Canada,CAN,1966,11875.494966269525
Canada,CAN,1967,12394.450182464945
Canada,CAN,1968,13568.114873088274
Canada,CAN,1969,14910.645659785969
Canada,CAN,1970,16203.729996617389
Canada,CAN,1971,17017.228282433367
Canada,CAN,1972,18838.11276495107
Canada,CAN,1973,19726.927280950258
Canada,CAN,1974,19650.91334746769
Canada,CAN,1975,20017.411854373564
Canada,CAN,1976,19939.08156537358
Canada,CAN,1977,20666.920538901588
Canada,CAN,1978,20630.45979291273
Canada,CAN,1979,20720.748313207238
Canada,CAN,1980,20374.76962812385
Canada,CAN,1981,19568.955731713155
Canada,CAN,1982,20516.384394477667
Canada,CAN,1983,19367.108974319657
Canada,CAN,1984,21266.07388328552
Canada,CAN,1985,22047.017480893377
Canada,CAN,1986,20948.534574213838
Canada,CAN,1987,20915.866531982752
Canada,CAN,1988,22699.21277142058
Canada,CAN,1989,24201.819787931858
Canada,CAN,1990,23151.10026684216
Canada,CAN,1991,23020.212898529888
Canada,CAN,1992,24112.586098685515
Canada,CAN,1993,25293.599463132276
Canada,CAN,1994,25900.996758816393
Canada,CAN,1995,26488.787547071737
Canada,CAN,1996,26667.874602973723
Canada,CAN,1997,26933.51153366956
Canada,CAN,1998,26233.187330094595
Canada,CAN,1999,27783.189784430582
Canada,CAN,2000,29168.538316679744
Canada,CAN,2001,27215.738342431996
Canada,CAN,2002,28053.92424195266
Canada,CAN,2003,28513.973575657394
Canada,CAN,2004,27603.261042071354
Canada,CAN,2005,26907.614101113046
Canada,CAN,2006,26200.079909619817
Canada,CAN,2007,27604.05089304303
Canada,CAN,2008,26797.130900470933
Canada,CAN,2009,25652.269898094586
Canada,CAN,2010,25852.436454416074
Canada,CAN,2011,28237.991836205452
Canada,CAN,2012,27836.299466791705
Canada,CAN,2013,29539.004729773067
Canada,CAN,2014,30729.236766851733
Canada,CAN,2015,30464.11025210814
Canada,CAN,2016,29097.57304269027
Canada,CAN,2017,29864.899813348035
Canada,CAN,2018,31217.034131670942
Chile,CHL,1965,687.1857621301446
Chile,CHL,1966,704.8508688812412
Chile,CHL,1967,614.08666176439
Chile,CHL,1968,516.1579890854367
Chile,CHL,1969,668.2545450524676
Chile,CHL,1970,656.4627419390779
Chile,CHL,1971,658.6794731650408
Chile,CHL,1972,590.1375690013856
Chile,CHL,1973,456.0904926612118
Chile,CHL,1974,467.7078334720491
Chile,CHL,1975,522.3423338462991
Chile,CHL,1976,561.5831552375197
Chile,CHL,1977,569.1568253593335
Chile,CHL,1978,523.6134909748399
Chile,CHL,1979,610.5575296836961
Chile,CHL,1980,616.3411853691217
Chile,CHL,1981,598.3832675859093
Chile,CHL,1982,610.937499692609
Chile,CHL,1983,650.1343639376889
Chile,CHL,1984,655.5514155199537
Chile,CHL,1985,645.1803055323489
Chile,CHL,1986,581.1907444142696
Chile,CHL,1987,555.1253658641147
Chile,CHL,1988,767.6661740636677
Chile,CHL,1989,1178.1797994563137
Chile,CHL,1990,1244.4256117966104
Chile,CHL,1991,1441.7063356798817
Chile,CHL,1992,1586.1556851311955
Chile,CHL,1993,1615.922311163858
Chile,CHL,1994,1534.2470704503742
Chile,CHL,1995,1448.2305820179406
Chile,CHL,1996,1451.0591622677728
Chile,CHL,1997,1947.7457730285407
Chile,CHL,1998,2655.301842702631
Chile,CHL,1999,3582.9573303436
Chile,CHL,2000,4571.798331377917
Chile,CHL,2001,5123.841002835783
Chile,CHL,2002,5112.039020657996
Chile,CHL,2003,5472.483659305994
Chile,CHL,2004,5878.874917788948
Chile,CHL,2005,5627.978570795897
Chile,CHL,2006,5153.378084898807
Chile,CHL,2007,3005.507199032063
Chile,CHL,2008,1654.9849174048363
Chile,CHL,2009,1655.170910813692
Chile,CHL,2010,3363.859755025494
Chile,CHL,2011,3386.6284669838697
Chile,CHL,2012,3046.4584482758623
Chile,CHL,2013,3023.3234691554753
Chile,CHL,2014,2477.0151472492826
Chile,CHL,2015,2684.7824904001336
Chile,CHL,2016,3249.108017463892
Chile,CHL,2017,3039.8467472014077
Chile,CHL,2018,3424.480395112393
China,CHN,1965,15.308254663732878
China,CHN,1966,18.19118484378473
China,CHN,1967,19.296111161448934
China,CHN,1968,17.995890300128018
China,CHN,1969,24.50933310662881
China,CHN,1970,34.95133670711842
China,CHN,1971,44.41090369291673
China,CHN,1972,56.10294671510853
China,CHN,1973,67.75876343329018
China,CHN,1974,83.53917203315707
China,CHN,1975,96.29908725327631
China,CHN,1976,107.98357295440003
China,CHN,1977,127.5232686749472
China,CHN,1978,142.33627735733742
China,CHN,1979,148.29799764903274
China,CHN,1980,143.80971471525717
China,CHN,1981,126.6266029769318
China,CHN,1982,116.96927318666025
China,CHN,1983,118.05143443358308
China,CHN,1984,118.39074745286787
China,CHN,1985,121.15883493273981
China,CHN,1986,126.6489718334345
China,CHN,1987,125.43074597327102
China,CHN,1988,126.32389451416634
China,CHN,1989,130.9387317442808
China,CHN,1990,131.00984187176897
China,CHN,1991,130.87339690496202
China,CHN,1992,131.88085575648668
China,CHN,1993,138.63342687228499
China,CHN,1994,143.876720360608
China,CHN,1995,144.08288899302661
China,CHN,1996,149.69395654048512
China,CHN,1997,156.8826253639124
China,CHN,1998,160.5081507875043
China,CHN,1999,169.04271538176167
China,CHN,2000,191.3581604256427
China,CHN,2001,212.80220007807935
China,CHN,2002,224.98583309583552
China,CHN,2003,259.8238221958761
China,CHN,2004,302.20256682726824
China,CHN,2005,352.9903299750814
China,CHN,2006,431.7346850136897
China,CHN,2007,528.0699590457457
China,CHN,2008,605.3101427094273
China,CHN,2009,662.8422215995124
