Entity,Code,Year,"Net enrolment rate, primary, gender parity index (GPI) (GPI)"
Arab World,,2005,0.928260028362274
Arab World,,2006,0.932680010795593
Arab World,,2007,0.93911999464035
Arab World,,2008,0.942589998245239
Arab World,,2009,0.940980017185211
Arab World,,2010,0.944310009479523
Arab World,,2011,0.944540023803711
Arab World,,2012,0.960629999637604
Arab World,,2013,0.962010025978088
Arab World,,2014,0.964479982852936
Argentina,ARG,1970,1.02084004878998
Argentina,ARG,1974,1.00724005699158
Argentina,ARG,1975,1.00743997097015
Argentina,ARG,1991,1.00163996219635
Argentina,ARG,1999,1.00055003166199
Argentina,ARG,2003,0.99524998664856
Argentina,ARG,2004,0.987820029258728
Argentina,ARG,2005,0.99057000875473
Argentina,ARG,2006,0.9930300116539
Argentina,ARG,2007,0.995419979095459
Argentina,ARG,2008,0.994210004806519
Argentina,ARG,2009,0.993879973888397
Argentina,ARG,2010,0.986100018024445
Argentina,ARG,2011,0.986729979515076
Argentina,ARG,2012,0.986540019512177
Argentina,ARG,2013,0.989719986915588
Armenia,ARM,2002,1.02858996391296
Armenia,ARM,2003,1.04340004920959
Armenia,ARM,2005,1.08819997310638
Armenia,ARM,2006,1.10469996929169
Armenia,ARM,2007,1.1086699962616
Aruba,ABW,1999,1.01285004615784
Aruba,ABW,2000,0.994470000267029
Aruba,ABW,2001,0.993110001087189
Aruba,ABW,2002,0.985099971294403
Aruba,ABW,2003,0.975679993629456
Aruba,ABW,2004,0.965610027313232
Aruba,ABW,2005,0.974510014057159
Aruba,ABW,2006,0.983330011367798
Aruba,ABW,2007,0.986389994621277
Aruba,ABW,2008,0.991970002651215
Aruba,ABW,2009,1.03758001327515
Aruba,ABW,2014,1.00304996967316
Australia,AUS,1971,1.00238001346588
Australia,AUS,1973,1.00963997840881
Australia,AUS,1974,1.0106999874115
Australia,AUS,1975,1.0045200586319
Australia,AUS,1976,1.00137996673584
Australia,AUS,1981,0.997990012168884
Australia,AUS,1982,0.99915999174118
Australia,AUS,1983,0.99550998210907
Australia,AUS,1984,0.99711000919342
Australia,AUS,1985,1.00198996067047
Australia,AUS,1986,1.00448000431061
Australia,AUS,1987,1.00665998458862
Australia,AUS,1988,1.0081000328064
Australia,AUS,1989,1.00817000865936
Australia,AUS,1990,1.00600004196167
Australia,AUS,1991,1.00590002536774
Australia,AUS,1992,1.00591003894806
Australia,AUS,1993,1.00548005104065
Australia,AUS,1994,1.00577998161316
Australia,AUS,1995,1.00566005706787
Australia,AUS,1996,1.0079699754715
Australia,AUS,1997,1.01152002811432
Australia,AUS,1998,1.01848995685577
Australia,AUS,1999,1.02504003047943
Australia,AUS,2000,1.03041005134583
Australia,AUS,2001,1.03276002407074
Australia,AUS,2002,1.03166997432709
Australia,AUS,2003,1.03090000152588
Australia,AUS,2004,1.0286899805069
Australia,AUS,2005,1.02567994594574
Australia,AUS,2006,1.02278995513916
Australia,AUS,2007,1.01894998550415
Australia,AUS,2008,1.01742005348206
Australia,AUS,2009,1.01329004764557
Australia,AUS,2010,1.01023995876312
Australia,AUS,2011,1.00750005245209
Australia,AUS,2012,1.00504994392395
Australia,AUS,2013,1.00353002548218
Austria,AUT,1989,1.00914001464844
Azerbaijan,AZE,1991,0.976490020751953
Azerbaijan,AZE,1992,0.992370009422302
Azerbaijan,AZE,1993,1.06219005584717
Azerbaijan,AZE,1994,0.966830015182495
Azerbaijan,AZE,1995,1.15381002426147
Azerbaijan,AZE,1996,1.09539997577667
Azerbaijan,AZE,1997,0.988669991493225
Azerbaijan,AZE,1998,0.987559974193573
Azerbaijan,AZE,1999,1.0008499622345
Azerbaijan,AZE,2000,0.994880020618439
Azerbaijan,AZE,2001,0.985090017318726
Azerbaijan,AZE,2002,0.976760029792786
Azerbaijan,AZE,2003,0.943189978599548
Azerbaijan,AZE,2004,0.963609993457794
Azerbaijan,AZE,2005,0.944500029087067
Azerbaijan,AZE,2006,0.934589982032776
Azerbaijan,AZE,2007,0.992659986019135
Azerbaijan,AZE,2008,0.992659986019135
Azerbaijan,AZE,2009,0.982089996337891
Azerbaijan,AZE,2010,0.986779987812042
Azerbaijan,AZE,2011,0.974259972572327
Azerbaijan,AZE,2012,0.975809991359711
Azerbaijan,AZE,2013,0.963710010051727
Azerbaijan,AZE,2014,0.983039975166321
Bahamas,BHS,1992,1.00705003738403
Bahamas,BHS,1993,1.02008998394012
Bahamas,BHS,1999,0.981790006160736
Bahamas,BHS,2004,1.01224994659424
Bahamas,BHS,2005,1.01853001117706
Bahamas,BHS,2006,1.02338004112244
Bahamas,BHS,2008,1.02035999298096
Bahamas,BHS,2009,1.05804002285004
Bahrain,BHR,1971,0.786130011081696
Bahrain,BHR,1972,0.804329991340637
Bahrain,BHR,1973,0.821129977703094
Bahrain,BHR,1974,0.793489992618561
Bahrain,BHR,1975,0.80010998249054
Bahrain,BHR,1976,0.816089987754822
Bahrain,BHR,1977,0.811609983444214
Bahrain,BHR,1978,0.834200024604797
Bahrain,BHR,1979,0.869379997253418
Bahrain,BHR,1980,0.903479993343353
Bahrain,BHR,1981,0.918889999389648
Bahrain,BHR,1982,0.914279997348785
Bahrain,BHR,1983,0.941100001335144
Bahrain,BHR,1984,0.975019991397858
Bahrain,BHR,1985,1.00670003890991
Bahrain,BHR,1986,0.994419991970062
Bahrain,BHR,1987,1.01082003116608
Bahrain,BHR,1988,0.992280006408691
Bahrain,BHR,1989,0.994449973106384
Bahrain,BHR,1992,1.01855003833771
Bahrain,BHR,1993,1.01567995548248
Bahrain,BHR,1994,1.02272999286652
Bahrain,BHR,1997,0.999180018901825
Bahrain,BHR,1999,1.00581002235413
Bangladesh,BGD,1970,0.50493997335434
Bangladesh,BGD,1973,0.541830003261566
Bangladesh,BGD,1977,0.593999981880188
Bangladesh,BGD,1978,0.59799998998642
Bangladesh,BGD,1981,0.696990013122559
Bangladesh,BGD,1983,0.613250017166138
Bangladesh,BGD,1984,0.705229997634888
Bangladesh,BGD,1985,0.696789979934692
Bangladesh,BGD,1986,0.699270009994507
Bangladesh,BGD,1987,0.69650000333786
Bangladesh,BGD,1988,0.81225997209549
Bangladesh,BGD,1989,0.819840013980865
Bangladesh,BGD,1990,0.853209972381592
Bangladesh,BGD,2005,1.05821001529694
Bangladesh,BGD,2006,1.06869995594025
Bangladesh,BGD,2008,1.02417004108429
Bangladesh,BGD,2009,1.08964002132416
Bangladesh,BGD,2010,1.03428995609283
Barbados,BRB,1971,0.979420006275177
Barbados,BRB,1972,0.974160015583038
Barbados,BRB,1973,0.994289994239807
Barbados,BRB,1976,0.986519992351532
Barbados,BRB,1981,1.01479995250702
Barbados,BRB,1982,0.972729980945587
Barbados,BRB,1983,0.940609991550446
Barbados,BRB,1989,1.00192999839783
Barbados,BRB,1990,0.981230020523071
Barbados,BRB,1992,0.989180028438568
Barbados,BRB,1999,0.994400024414063
Barbados,BRB,2000,1.00020003318787
Barbados,BRB,2001,0.997370004653931
Barbados,BRB,2002,0.996890008449554
Barbados,BRB,2003,0.993149995803833
Barbados,BRB,2004,0.985360026359558
Barbados,BRB,2005,0.999130010604858
Barbados,BRB,2006,0.995620012283325
Barbados,BRB,2007,1.01789999008179
Barbados,BRB,2008,1.00514996051788
Barbados,BRB,2009,1.0173100233078
Barbados,BRB,2010,1.01629996299744
Barbados,BRB,2011,1.00992000102997
Barbados,BRB,2014,1.02053999900818
Belarus,BLR,1995,0.959299981594086
Belarus,BLR,2009,0.993499994277954
Belarus,BLR,2010,0.998120009899139
Belarus,BLR,2011,0.998860001564026
Belarus,BLR,2012,1.00051999092102
Belarus,BLR,2013,1.01811003684998
Belarus,BLR,2014,1.00178003311157
Belgium,BEL,1977,0.99864000082016
Belgium,BEL,1979,1.00463998317719
Belgium,BEL,1980,1.00514996051788
Belgium,BEL,1981,1.00839996337891
Belgium,BEL,1982,1.00329995155334
Belgium,BEL,1983,1.01247000694275
Belgium,BEL,1984,1.01420998573303
Belgium,BEL,1985,1.01486003398895
Belgium,BEL,1986,1.01195001602173
Belgium,BEL,1987,1.01443004608154
Belgium,BEL,1988,1.01526999473572
Belgium,BEL,1991,1.01935005187988
Belgium,BEL,1992,1.01800000667572
Belgium,BEL,1993,0.999440014362335
Belgium,BEL,1994,0.999140024185181
Belgium,BEL,1995,0.998399972915649
Belgium,BEL,1996,0.999000012874603
Belgium,BEL,1999,0.999970018863678
Belgium,BEL,2000,1.00162994861603
Belgium,BEL,2001,1.00111997127533
Belgium,BEL,2002,1.00109004974365
Belgium,BEL,2003,1.00024998188019
Belgium,BEL,2004,1.00420999526978
Belgium,BEL,2005,1.00426995754242
Belgium,BEL,2006,1.00251996517181
Belgium,BEL,2007,1.00481998920441
Belgium,BEL,2008,1.00479996204376
Belgium,BEL,2009,1.00383996963501
Belgium,BEL,2010,1.00475001335144
Belgium,BEL,2011,1.00516998767853
Belgium,BEL,2012,1.00329005718231
Belgium,BEL,2013,1.00348997116089
Belgium,BEL,2014,1.00141000747681
Belize,BLZ,1999,0.987240016460419
Belize,BLZ,2000,0.983259975910187
Belize,BLZ,2001,0.991490006446838
Belize,BLZ,2003,1.00577998161316
Belize,BLZ,2004,1.00435996055603
Belize,BLZ,2005,0.990890026092529
Belize,BLZ,2006,1.00077998638153
Belize,BLZ,2007,1.00687003135681
Belize,BLZ,2008,0.987779974937439
Belize,BLZ,2009,0.990760028362274
Belize,BLZ,2010,0.993570029735565
Belize,BLZ,2011,0.976769983768463
Belize,BLZ,2012,0.994019985198975
Belize,BLZ,2013,0.983690023422241
Belize,BLZ,2014,0.978100001811981
Benin,BEN,1984,0.480159997940063
Benin,BEN,1985,0.483539998531342
Benin,BEN,1986,0.49031001329422
Benin,BEN,1988,0.494720011949539
Benin,BEN,1989,0.498169988393784
Benin,BEN,1990,0.505729973316193
Benin,BEN,1992,0.490500003099442
Benin,BEN,1993,0.504260003566742
Benin,BEN,1994,0.536790013313293
Benin,BEN,1995,0.555199980735779
Benin,BEN,1996,0.575969994068146
Benin,BEN,1997,0.600480020046234
Benin,BEN,2006,0.809279978275299
Benin,BEN,2008,0.848079979419708
Benin,BEN,2009,0.866609990596771
Benin,BEN,2011,0.883170008659363
Bermuda,BMU,1978,0.960290014743805
Bermuda,BMU,1979,0.954739987850189
Bermuda,BMU,1984,1.04374003410339
Bermuda,BMU,1985,1.02128005027771
Bermuda,BMU,2011,0.986109972000122
Bermuda,BMU,2012,0.954970002174377
Bhutan,BTN,1978,0.429760009050369
Bhutan,BTN,1979,0.457630008459091
Bhutan,BTN,1998,0.867160022258759
Bhutan,BTN,1999,0.883010029792786
Bhutan,BTN,2000,0.903819978237152
Bhutan,BTN,2001,0.912630021572113
Bhutan,BTN,2005,1.00186002254486
Bhutan,BTN,2006,1.01133000850677
Bhutan,BTN,2008,1.02856004238129
Bhutan,BTN,2009,1.03013002872467
Bhutan,BTN,2010,1.03471004962921
Bhutan,BTN,2011,1.03222000598907
Bhutan,BTN,2012,1.0271600484848
Bhutan,BTN,2013,1.02252995967865
Bhutan,BTN,2014,1.02207005023956
Bolivia,BOL,1998,0.983210027217865
Bolivia,BOL,1999,0.986739993095398
Bolivia,BOL,2000,0.990390002727509
Bolivia,BOL,2001,0.993960022926331
Bolivia,BOL,2002,0.994249999523163
Bolivia,BOL,2003,0.998929977416992
Bolivia,BOL,2006,1.00022995471954
Bolivia,BOL,2007,0.999880015850067
Bolivia,BOL,2008,0.996909976005554
Bosnia and Herzegovina,BIH,2011,1.00962996482849
Bosnia and Herzegovina,BIH,2012,1.00829994678497
Bosnia and Herzegovina,BIH,2014,1.00856995582581
Botswana,BWA,1970,1.18920004367828
Botswana,BWA,1971,1.20124995708466
Botswana,BWA,1972,1.21422004699707
Botswana,BWA,1973,1.21478998661041
Botswana,BWA,1974,1.2082200050354
Botswana,BWA,1975,1.21894001960754
Botswana,BWA,1976,1.21919000148773
Botswana,BWA,1977,1.21553003787994
Botswana,BWA,1978,1.21192002296448
Botswana,BWA,1979,1.20561003684998
Botswana,BWA,1980,1.19422996044159
Botswana,BWA,1981,1.18229997158051
Botswana,BWA,1983,1.15230000019073
Botswana,BWA,1984,1.13706994056702
Botswana,BWA,1985,1.12019002437592
Botswana,BWA,1986,1.09539997577667
Botswana,BWA,1987,1.08867001533508
Botswana,BWA,1988,1.08989000320435
Botswana,BWA,1989,1.07764995098114
Botswana,BWA,1990,1.08513998985291
Botswana,BWA,1991,1.08197999000549
Botswana,BWA,1992,1.0702999830246
Botswana,BWA,1993,1.05833995342255
Botswana,BWA,1994,1.05253994464874
Botswana,BWA,1995,1.04742002487183
Botswana,BWA,1996,1.04483997821808
Botswana,BWA,1998,1.03905999660492
Botswana,BWA,1999,1.04098999500275
Botswana,BWA,2000,1.0419499874115
Botswana,BWA,2001,1.03991997241974
Botswana,BWA,2002,1.03472995758057
Botswana,BWA,2003,1.03724002838135
Botswana,BWA,2004,1.00027000904083
Botswana,BWA,2005,1.03301000595093
Botswana,BWA,2006,1.021360039711
Botswana,BWA,2007,1.02111005783081
Botswana,BWA,2008,1.0229400396347
Botswana,BWA,2009,1.01540005207062
Botswana,BWA,2012,1.01565003395081
Botswana,BWA,2013,1.01284003257751
Brazil,BRA,2004,0.95235002040863
Brazil,BRA,2005,1.02003002166748
Brazil,BRA,2007,1.02261996269226
Brazil,BRA,2008,0.984009981155396
Brazil,BRA,2009,1.01579999923706
Brazil,BRA,2011,0.991190016269684
Brazil,BRA,2012,1.03964996337891
Brazil,BRA,2013,0.995100021362305
Brunei,BRN,1977,0.993659973144531
Brunei,BRN,1978,0.996800005435944
Brunei,BRN,1979,0.996739983558655
Brunei,BRN,1980,0.989239990711212
Brunei,BRN,1981,1.01200997829437
Brunei,BRN,1982,1.01136004924774
Brunei,BRN,1983,1.01287996768951
Brunei,BRN,1984,1.01279997825623
Brunei,BRN,1986,1.00910997390747
Brunei,BRN,1991,0.977169990539551
Brunei,BRN,1992,0.998849987983704
Brunei,BRN,1993,1.02540004253387
Brunei,BRN,1994,1.02661001682281
Bulgaria,BGR,1996,0.974950015544891
Bulgaria,BGR,1997,0.983720004558563
Bulgaria,BGR,1998,0.97095000743866
Bulgaria,BGR,1999,0.980050027370453
Bulgaria,BGR,2000,0.981299996376038
Bulgaria,BGR,2001,0.981130003929138
Bulgaria,BGR,2002,0.988170027732849
Bulgaria,BGR,2003,0.991599977016449
Bulgaria,BGR,2004,0.994000017642975
Bulgaria,BGR,2005,0.995459973812103
Bulgaria,BGR,2006,0.994880020618439
Bulgaria,BGR,2007,0.998669981956482
Bulgaria,BGR,2008,1.00542998313904
Bulgaria,BGR,2009,1.01061999797821
Bulgaria,BGR,2010,1.00360000133514
Bulgaria,BGR,2011,1.00398004055023
Bulgaria,BGR,2012,1.00069999694824
Bulgaria,BGR,2013,1.00015997886658
Bulgaria,BGR,2014,1.00240004062653
Burkina Faso,BFA,1971,0.589800000190735
Burkina Faso,BFA,1972,0.606320023536682
Burkina Faso,BFA,1977,0.595650017261505
Burkina Faso,BFA,1978,0.594020009040833
Burkina Faso,BFA,1979,0.598389983177185
Burkina Faso,BFA,1980,0.609939992427826
Burkina Faso,BFA,1981,0.602980017662048
Burkina Faso,BFA,1982,0.59536999464035
Burkina Faso,BFA,1983,0.609929978847504
Burkina Faso,BFA,1984,0.599489986896515
Burkina Faso,BFA,1985,0.597850024700165
Burkina Faso,BFA,1986,0.606630027294159
Burkina Faso,BFA,1987,0.600369989871979
Burkina Faso,BFA,1988,0.607159972190857
Burkina Faso,BFA,1989,0.618730008602142
Burkina Faso,BFA,1991,0.651000022888184
Burkina Faso,BFA,1992,0.65378999710083
Burkina Faso,BFA,1993,0.658129990100861
Burkina Faso,BFA,1994,0.658290028572083
Burkina Faso,BFA,1995,0.657679975032806
Burkina Faso,BFA,1998,0.682449996471405
Burkina Faso,BFA,1999,0.694429993629456
Burkina Faso,BFA,2000,0.70617002248764
Burkina Faso,BFA,2001,0.719510018825531
Burkina Faso,BFA,2002,0.735700011253357
Burkina Faso,BFA,2003,0.747759997844696
Burkina Faso,BFA,2004,0.774580001831055
Burkina Faso,BFA,2005,0.79544997215271
Burkina Faso,BFA,2006,0.815429985523224
Burkina Faso,BFA,2007,0.83473002910614
Burkina Faso,BFA,2008,0.863990008831024
Burkina Faso,BFA,2009,0.884959995746613
Burkina Faso,BFA,2010,0.916469991207123
Burkina Faso,BFA,2011,0.930469989776611
Burkina Faso,BFA,2012,0.940919995307922
Burkina Faso,BFA,2013,0.950860023498535
Burkina Faso,BFA,2014,0.948559999465942
Burundi,BDI,1973,0.591780006885529
Burundi,BDI,1978,0.664129972457886
Burundi,BDI,1980,0.670509994029999
Burundi,BDI,1981,0.668969988822937
Burundi,BDI,1982,0.634720027446747
Burundi,BDI,1983,0.653020024299622
Burundi,BDI,1984,0.679489970207214
Burundi,BDI,1985,0.709249973297119
Burundi,BDI,1986,0.743550002574921
Burundi,BDI,1987,0.780510008335114
Burundi,BDI,1988,0.827069997787476
Burundi,BDI,1993,0.85154002904892
Burundi,BDI,2000,0.825510025024414
Burundi,BDI,2001,0.818939983844757
Burundi,BDI,2002,0.805169999599457
Burundi,BDI,2003,0.8264399766922
Burundi,BDI,2004,0.880010008811951
Burundi,BDI,2005,0.893459975719452
Burundi,BDI,2006,0.949169993400574
Burundi,BDI,2007,0.959070026874542
Burundi,BDI,2008,0.969410002231598
Burundi,BDI,2009,0.993669986724854
Burundi,BDI,2010,0.999289989471436
Burundi,BDI,2013,0.974990010261536
Burundi,BDI,2014,1.01876997947693
Cambodia,KHM,1997,0.849659979343414
Cambodia,KHM,1998,0.85996001958847
Cambodia,KHM,1999,0.884970009326935
Cambodia,KHM,2000,0.892170011997223
Cambodia,KHM,2003,0.960319995880127
Cambodia,KHM,2006,0.982370018959045
Cambodia,KHM,2007,0.961510002613068
Cambodia,KHM,2008,0.961430013179779
Cambodia,KHM,2010,0.98021000623703
Cambodia,KHM,2011,0.954410016536713
Cambodia,KHM,2012,0.953909993171692
Cambodia,KHM,2014,0.978240013122559
Cameroon,CMR,1971,0.778209984302521
Cameroon,CMR,1972,0.804470002651215
Cameroon,CMR,1973,0.803390026092529
Cameroon,CMR,1974,0.83144998550415
Cameroon,CMR,1975,0.826740026473999
Cameroon,CMR,1976,0.836610019207001
Cameroon,CMR,1977,0.844349980354309
Cameroon,CMR,1978,0.842549979686737
Cameroon,CMR,1979,0.851639986038208
Cameroon,CMR,1980,0.856069982051849
Cameroon,CMR,1988,0.869090020656586
Cameroon,CMR,1990,0.871510028839111
Cameroon,CMR,1991,0.874580025672913
Cameroon,CMR,2012,0.884329974651337
Cameroon,CMR,2014,0.896730005741119
Canada,CAN,1982,0.997269988059998
Canada,CAN,1983,0.993210017681122
Canada,CAN,1984,0.991590023040771
Canada,CAN,1985,0.994289994239807
Canada,CAN,1986,0.996270000934601
Canada,CAN,1987,0.995130002498627
Canada,CAN,1988,0.995689988136292
Canada,CAN,1989,0.983669996261597
Canada,CAN,1990,1.00707995891571
Canada,CAN,1991,0.995999991893768
Canada,CAN,1992,0.996190011501312
Canada,CAN,1993,0.988219976425171
Canada,CAN,1994,0.980270028114319
Canada,CAN,1995,0.986459970474243
Canada,CAN,1996,0.986039996147156
Canada,CAN,1998,0.999040007591248
Canada,CAN,1999,1.00136005878448
Cape Verde,CPV,1981,0.982879996299744
Cape Verde,CPV,1982,0.9723299741745
Cape Verde,CPV,1983,0.961120009422302
Cape Verde,CPV,1984,0.990400016307831
Cape Verde,CPV,1985,0.985610008239746
Cape Verde,CPV,1986,0.990069985389709
Cape Verde,CPV,1987,1.00240004062653
Cape Verde,CPV,2000,1.00635004043579
Cape Verde,CPV,2001,1.00270998477936
Cape Verde,CPV,2002,1.00448000431061
Cape Verde,CPV,2003,0.999499976634979
Cape Verde,CPV,2004,1.00714004039764
Cape Verde,CPV,2005,1.00042998790741
Cape Verde,CPV,2006,0.996879994869232
Cape Verde,CPV,2007,0.991509974002838
Cape Verde,CPV,2008,0.990429997444153
Cape Verde,CPV,2009,0.987980008125305
Cape Verde,CPV,2010,1.00009000301361
Cape Verde,CPV,2011,1.00055003166199
Cape Verde,CPV,2012,1.0006799697876
Cape Verde,CPV,2013,1.00773000717163
Cape Verde,CPV,2014,1.00268995761871
Central African Republic,CAF,1971,0.515389978885651
Central African Republic,CAF,1972,0.523230016231537
Central African Republic,CAF,1973,0.545009970664978
Central African Republic,CAF,1977,0.584720015525818
Central African Republic,CAF,1978,0.580219984054565
Central African Republic,CAF,1981,0.592589974403381
Central African Republic,CAF,1982,0.582499980926514
Central African Republic,CAF,1983,0.541859984397888
Central African Republic,CAF,1986,0.65489000082016
Central African Republic,CAF,1987,0.637549996376038
Central African Republic,CAF,1988,0.646799981594086
Central African Republic,CAF,1989,0.656229972839355
Central African Republic,CAF,1990,0.656019985675812
Central African Republic,CAF,1991,0.669260025024414
Central African Republic,CAF,2005,0.725570023059845
Central African Republic,CAF,2006,0.718630015850067
Central African Republic,CAF,2007,0.714150011539459
Central African Republic,CAF,2008,0.737739980220795
Central African Republic,CAF,2009,0.735880017280579
Central African Republic,CAF,2010,0.74753999710083
Central African Republic,CAF,2011,0.759320020675659
Central African Republic,CAF,2012,0.785300016403198
Chad,TCD,1975,0.386629998683929
Chad,TCD,1977,0.388539999723434
Chad,TCD,1988,0.450949996709824
Chad,TCD,1997,0.565289974212646
Chad,TCD,1998,0.591189980506897
Chad,TCD,1999,0.625989973545074
Chad,TCD,2000,0.656669974327087
Chad,TCD,2001,0.67782998085022
Chad,TCD,2002,0.682439982891083
Chad,TCD,2003,0.699360013008118
Chad,TCD,2011,0.773859977722168
Chad,TCD,2013,0.782230019569397
Chile,CHL,2007,0.988219976425171
Chile,CHL,2008,0.987890005111694
Chile,CHL,2009,0.993969976902008
Chile,CHL,2010,0.997169971466064
Chile,CHL,2011,0.996360003948212
Chile,CHL,2012,0.997529983520508
Chile,CHL,2013,0.999230027198792
Chile,CHL,2014,0.998660027980804
China,CHN,1987,0.919950008392334
China,CHN,1992,0.94556999206543
China,CHN,1993,0.95006000995636
China,CHN,1994,0.956399977207184
China,CHN,1995,0.967440009117126
China,CHN,1996,0.977630019187927
China,CHN,1997,0.987789988517761
Colombia,COL,1986,1.03392004966736
Colombia,COL,1991,1.15060997009277
Colombia,COL,1999,1.00987994670868
Colombia,COL,2000,0.996659994125366
Colombia,COL,2001,0.990610003471375
Colombia,COL,2002,0.988590002059937
Colombia,COL,2004,1.00568997859955
Colombia,COL,2005,0.998329997062683
Colombia,COL,2006,0.998199999332428
Colombia,COL,2007,1.00094997882843
Colombia,COL,2008,0.993399977684021
Colombia,COL,2009,0.99074000120163
Colombia,COL,2010,0.988590002059937
Colombia,COL,2011,0.990639984607697
Colombia,COL,2012,0.992030024528503
Colombia,COL,2013,0.995609998703003
Colombia,COL,2014,0.99796998500824
Comoros,COM,1987,0.809729993343353
Comoros,COM,1994,0.820020020008087
Comoros,COM,1999,0.853640019893646
Comoros,COM,2000,0.854839980602264
Comoros,COM,2007,0.929880023002625
Comoros,COM,2013,0.94556999206543
Congo,COG,1972,0.863659977912903
Congo,COG,1974,0.874930024147034
Congo,COG,1976,0.913410007953644
Congo,COG,1978,0.942110002040863
Congo,COG,1979,0.947440028190613
Congo,COG,1980,0.976069986820221
Congo,COG,1981,0.977419972419739
Congo,COG,1982,0.982490003108978
Congo,COG,1983,0.992919981479645
Congo,COG,1984,0.983179986476898
Congo,COG,2005,1.19421994686127
Congo,COG,2006,0.901650011539459
Congo,COG,2010,0.962369978427887
Congo,COG,2012,1.08695995807648
Costa Rica,CRI,1970,0.98769998550415
Costa Rica,CRI,1972,0.990679979324341
Costa Rica,CRI,1973,0.986050009727478
Costa Rica,CRI,1975,1.00173997879028
Costa Rica,CRI,1976,1.00318002700806
Costa Rica,CRI,1978,0.995010018348694
Costa Rica,CRI,1979,0.995940029621124
Costa Rica,CRI,1980,0.998420000076294
Costa Rica,CRI,1981,0.996379971504211
Costa Rica,CRI,1982,1.00038003921509
Costa Rica,CRI,1985,0.998049974441528
Costa Rica,CRI,1986,1.0038800239563
Costa Rica,CRI,1987,1.0035400390625
Costa Rica,CRI,1989,1.00144004821777
Costa Rica,CRI,1990,1.00497996807098
Costa Rica,CRI,1991,1.00847995281219
Costa Rica,CRI,2011,1.00104999542236
Costa Rica,CRI,2012,1.00083994865417
Costa Rica,CRI,2013,1.00257003307343
Costa Rica,CRI,2014,0.999450027942657
Cote d'Ivoire,CIV,1977,0.632350027561188
Cote d'Ivoire,CIV,1996,0.748149991035461
Cote d'Ivoire,CIV,1997,0.749549984931946
Cote d'Ivoire,CIV,1999,0.75779002904892
Cote d'Ivoire,CIV,2000,0.746749997138977
Cote d'Ivoire,CIV,2001,0.760370016098022
Cote d'Ivoire,CIV,2002,0.740949988365173
