Entity,Code,Year,Gas Consumption (terwatt-hours)
Algeria,DZA,2012,298.7407499999998
Algeria,DZA,2013,321.2151249999995
Algeria,DZA,2014,360.9182499999998
Algeria,DZA,2015,379.2250000000003
Algeria,DZA,2016,385.9625000000005
Algeria,DZA,2017,388.8499999999995
Algeria,DZA,2018,427.34999999999957
Argentina,ARG,1965,41.234
Argentina,ARG,1966,44.657200000000024
Argentina,ARG,1967,46.69945000000001
Argentina,ARG,1968,51.99957500000001
Argentina,ARG,1969,51.805074999999974
Argentina,ARG,1970,58.54450000000004
Argentina,ARG,1971,63.20277500000002
Argentina,ARG,1972,70.92442499999997
Argentina,ARG,1973,80.70777499999998
Argentina,ARG,1974,85.42439999999999
Argentina,ARG,1975,87.52500000000002
Argentina,ARG,1976,98.51425000000006
Argentina,ARG,1977,102.89049999999997
Argentina,ARG,1978,100.07025000000009
Argentina,ARG,1979,102.89049999999997
Argentina,ARG,1980,112.12924999999997
Argentina,ARG,1981,117.18624999999999
Argentina,ARG,1982,133.13525
Argentina,ARG,1983,143.15199999999945
Argentina,ARG,1984,152.3907500000004
Argentina,ARG,1985,155.69724999999954
Argentina,ARG,1986,168.2424999999996
Argentina,ARG,1987,168.33975000000044
Argentina,ARG,1988,196.63950000000008
Argentina,ARG,1989,206.55899999999983
Argentina,ARG,1990,197.32025000000007
Argentina,ARG,1991,200.9185000000005
Argentina,ARG,1992,217.25650000000041
Argentina,ARG,1993,229.4127499999995
Argentina,ARG,1994,235.8312499999996
Argentina,ARG,1995,262.47775000000024
Argentina,ARG,1996,301.1832500000003
Argentina,ARG,1997,277.5514999999998
Argentina,ARG,1998,296.7097500000005
Argentina,ARG,1999,314.70100000000053
Argentina,ARG,2000,322.96725000000015
Argentina,ARG,2001,302.3502499999998
Argentina,ARG,2002,294.3757500000003
Argentina,ARG,2003,336.2904999999999
Argentina,ARG,2004,368.0912500000003
Argentina,ARG,2005,392.8900000000003
Argentina,ARG,2006,406.50500000000017
Argentina,ARG,2007,427.1220000000006
Argentina,ARG,2008,431.8872500000005
Argentina,ARG,2009,418.355582716939
Argentina,ARG,2010,420.8741655845573
Argentina,ARG,2011,438.3978868918576
Argentina,ARG,2012,456.6420933584587
Argentina,ARG,2013,460.2768896550948
Argentina,ARG,2014,461.5497906359693
Argentina,ARG,2015,466.52568265360185
Argentina,ARG,2016,482.1001118814352
Argentina,ARG,2017,483.0002855256145
Argentina,ARG,2018,487.0423968091583
Asia Pacific,,1965,56.23196775688291
Asia Pacific,,1966,62.38925306293019
Asia Pacific,,1967,71.39151204095378
Asia Pacific,,1968,77.81803057694191
Asia Pacific,,1969,102.60042439901076
Asia Pacific,,1970,142.324725380247
Asia Pacific,,1971,169.5509092490354
Asia Pacific,,1972,196.41526399274548
Asia Pacific,,1973,242.4114608462252
Asia Pacific,,1974,302.22537795951365
Asia Pacific,,1975,350.98710886553914
Asia Pacific,,1976,405.8474058239298
Asia Pacific,,1977,499.9435242392395
Asia Pacific,,1978,599.9441429375833
Asia Pacific,,1979,685.5563702023354
Asia Pacific,,1980,735.652398669923
Asia Pacific,,1981,743.8641188965403
Asia Pacific,,1982,775.2192768006317
Asia Pacific,,1983,854.3617879449632
Asia Pacific,,1984,999.6186237943813
Asia Pacific,,1985,1085.9763294842423
Asia Pacific,,1986,1186.078683635021
Asia Pacific,,1987,1259.3889911567694
Asia Pacific,,1988,1342.4001576611624
Asia Pacific,,1989,1429.7563302034125
Asia Pacific,,1990,1520.0201065939686
Asia Pacific,,1991,1667.6605487874785
Asia Pacific,,1992,1781.2656403155902
Asia Pacific,,1993,1866.5592080477443
Asia Pacific,,1994,2031.9303003128048
Asia Pacific,,1995,2128.418026837416
Asia Pacific,,1996,2323.7148075450364
Asia Pacific,,1997,2510.70867175606
Asia Pacific,,1998,2567.7366904151713
Asia Pacific,,1999,2772.7991542064187
Asia Pacific,,2000,2984.1345643004797
Asia Pacific,,2001,3166.4521436317214
Asia Pacific,,2002,3313.205207834381
Asia Pacific,,2003,3588.217490300012
Asia Pacific,,2004,3802.078197784705
Asia Pacific,,2005,4084.651318263216
Asia Pacific,,2006,4394.9440454369205
Asia Pacific,,2007,4733.735497736467
Asia Pacific,,2008,5036.991961173563
Asia Pacific,,2009,5156.277573611039
Asia Pacific,,2010,5776.24020325791
Asia Pacific,,2011,6231.451934038361
Asia Pacific,,2012,6642.634191005045
Asia Pacific,,2013,6855.366226835019
Asia Pacific,,2014,7062.236786326713
Asia Pacific,,2015,7125.371647762232
Asia Pacific,,2016,7293.485500551454
Asia Pacific,,2017,7683.267171139297
Asia Pacific,,2018,8253.225942624695
Australia,AUS,1965,0.029475000000000008
Australia,AUS,1966,0.039299999999999974
Australia,AUS,1967,0.039299999999999974
Australia,AUS,1968,0.3045749999999995
Australia,AUS,1969,4.1264999999999965
Australia,AUS,1970,17.30397462
Australia,AUS,1971,25.826679361000004
Australia,AUS,1972,37.074262864000005
Australia,AUS,1973,47.06879992900001
Australia,AUS,1974,53.701990200000004
Australia,AUS,1975,57.669970587
Australia,AUS,1976,68.0772173915
Australia,AUS,1977,77.76843766
Australia,AUS,1978,83.72538064700001
Australia,AUS,1979,96.37518278300001
Australia,AUS,1980,110.66587906400001
Australia,AUS,1981,119.94438959300001
Australia,AUS,1982,116.98083531900001
Australia,AUS,1983,127.074820514
Australia,AUS,1984,125.317263767697
Australia,AUS,1985,133.95262335036102
Australia,AUS,1986,146.329281252503
Australia,AUS,1987,149.394590853119
Australia,AUS,1988,152.99339549337049
Australia,AUS,1989,166.8756414999769
Australia,AUS,1990,167.75947717107474
Australia,AUS,1991,160.8210096838057
Australia,AUS,1992,166.36957016135298
Australia,AUS,1993,172.4934330076716
Australia,AUS,1994,191.56656740758663
Australia,AUS,1995,193.41569214322772
Australia,AUS,1996,194.8266325687004
Australia,AUS,1997,191.3050510868077
Australia,AUS,1998,196.95320635697507
Australia,AUS,1999,201.7405366418948
Australia,AUS,2000,205.5507952085508
Australia,AUS,2001,221.6931911188033
Australia,AUS,2002,228.14817047132374
Australia,AUS,2003,229.94289284246318
Australia,AUS,2004,234.53600942109668
Australia,AUS,2005,232.58982296755573
Australia,AUS,2006,259.43063087416414
Australia,AUS,2007,290.1981549558128
Australia,AUS,2008,285.34957932561144
Australia,AUS,2009,291.36434297359574
Australia,AUS,2010,337.836254448069
Australia,AUS,2011,352.8308141971852
Australia,AUS,2012,353.9067949138122
Australia,AUS,2013,371.73482492933607
Australia,AUS,2014,400.9991718913532
Australia,AUS,2015,421.0696996118667
Australia,AUS,2016,417.260723228483
Australia,AUS,2017,412.4223850987036
Australia,AUS,2018,413.96668037620185
Austria,AUT,1965,17.528646900209463
Austria,AUT,1966,18.8210342263377
Austria,AUT,1967,18.031683717675797
Austria,AUT,1968,19.228969602554525
Austria,AUT,1969,23.329156922998532
Austria,AUT,1970,28.29800212180155
Austria,AUT,1971,32.506646710868665
Austria,AUT,1972,35.129752469790894
Austria,AUT,1973,38.61119905364974
Austria,AUT,1974,41.85197003077506
Austria,AUT,1975,41.801618779703276
Austria,AUT,1976,47.61011260710995
Austria,AUT,1977,48.520337777085835
Austria,AUT,1978,50.468238520286185
Austria,AUT,1979,50.04036631704552
Austria,AUT,1980,48.073976495471626
Austria,AUT,1981,45.8240978963444
Austria,AUT,1982,44.35526508126139
Austria,AUT,1983,45.257059357985426
Austria,AUT,1984,50.38988887703615
Austria,AUT,1985,53.99160455612753
Austria,AUT,1986,52.4212650353563
Austria,AUT,1987,54.68577822773519
Austria,AUT,1988,52.3850292977962
Austria,AUT,1989,56.25981960094539
Austria,AUT,1990,61.93490334998176
Austria,AUT,1991,65.66419150906971
Austria,AUT,1992,64.48223412747514
Austria,AUT,1993,67.81245148657364
Austria,AUT,1994,69.75149417814816
Austria,AUT,1995,76.15716024472613
Austria,AUT,1996,81.06087999459592
Austria,AUT,1997,78.12571623036486
Austria,AUT,1998,80.20729149030959
Austria,AUT,1999,81.92762837782499
Austria,AUT,2000,78.20515412792379
Austria,AUT,2001,82.88196083779961
Austria,AUT,2002,81.48536942156844
Austria,AUT,2003,89.62971845299444
Austria,AUT,2004,90.4923375341829
Austria,AUT,2005,95.27706433715552
Austria,AUT,2006,89.53200783920735
Austria,AUT,2007,84.70895417220214
Austria,AUT,2008,90.68554873230359
Austria,AUT,2009,88.31913874174772
Austria,AUT,2010,96.12812106208872
Austria,AUT,2011,90.41806702562367
Austria,AUT,2012,86.24141591253084
Austria,AUT,2013,82.00461132630006
Austria,AUT,2014,75.10975575030008
Austria,AUT,2015,79.68095000730001
Austria,AUT,2016,83.42190281520003
Austria,AUT,2017,90.69853848390007
Austria,AUT,2018,86.86918911329997
Azerbaijan,AZE,1985,132.5997197640114
Azerbaijan,AZE,1986,147.3308554572275
Azerbaijan,AZE,1987,145.5126179941007
Azerbaijan,AZE,1988,143.6943805309739
Azerbaijan,AZE,1989,150.97220501474865
Azerbaijan,AZE,1990,153.97010324483773
Azerbaijan,AZE,1991,147.3308554572275
Azerbaijan,AZE,1992,114.58308259587014
Azerbaijan,AZE,1993,84.57972713864301
Azerbaijan,AZE,1994,79.12014011799411
Azerbaijan,AZE,1995,78.20858407079648
Azerbaijan,AZE,1996,57.296415929203526
Azerbaijan,AZE,1997,54.566622418879085
Azerbaijan,AZE,1998,50.92039823008848
Azerbaijan,AZE,1999,54.566622418879085
Azerbaijan,AZE,2000,52.74351032448378
Azerbaijan,AZE,2001,75.65427728613568
Azerbaijan,AZE,2002,75.86876106194684
Azerbaijan,AZE,2003,77.79911504424773
Azerbaijan,AZE,2004,91.22791499999995
Azerbaijan,AZE,2005,94.23216000000005
Azerbaijan,AZE,2006,99.61600499999996
Azerbaijan,AZE,2007,87.70809000000001
Azerbaijan,AZE,2008,100.34574899999994
Azerbaijan,AZE,2009,85.68146399999995
Azerbaijan,AZE,2010,81.44875049999995
Azerbaijan,AZE,2011,89.201289
Azerbaijan,AZE,2012,93.61445550000008
Azerbaijan,AZE,2013,94.02989399999996
Azerbaijan,AZE,2014,98.54446055426537
Azerbaijan,AZE,2015,111.46552499999984
Azerbaijan,AZE,2016,109.3064749999999
Azerbaijan,AZE,2017,106.16604999999984
Azerbaijan,AZE,2018,108.15812499999987
Bangladesh,BGD,1965,0
Bangladesh,BGD,1966,0
Bangladesh,BGD,1967,0
Bangladesh,BGD,1968,0
Bangladesh,BGD,1969,0
Bangladesh,BGD,1970,0
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,4.39614
Bangladesh,BGD,1973,6.082490000000001
Bangladesh,BGD,1974,6.68725
Bangladesh,BGD,1975,6.72214
Bangladesh,BGD,1976,8.850430000000001
Bangladesh,BGD,1977,9.87387
Bangladesh,BGD,1978,10.897310000000001
Bangladesh,BGD,1979,12.53714
Bangladesh,BGD,1980,14.118820000000001
Bangladesh,BGD,1981,13.613856578437455
Bangladesh,BGD,1982,17.67484682906249
Bangladesh,BGD,1983,19.667184999000032
Bangladesh,BGD,1984,22.700662951312474
Bangladesh,BGD,1985,25.780474349437483
Bangladesh,BGD,1986,29.07014900212497
Bangladesh,BGD,1987,34.15592605424995
Bangladesh,BGD,1988,40.20107798437505
Bangladesh,BGD,1989,42.498671797312504
Bangladesh,BGD,1990,45.742013004187534
Bangladesh,BGD,1991,47.10748690725007
Bangladesh,BGD,1992,51.37016392199998
Bangladesh,BGD,1993,57.502531750125044
Bangladesh,BGD,1994,60.98571667650004
Bangladesh,BGD,1995,67.42334014762501
Bangladesh,BGD,1996,72.36466586868745
Bangladesh,BGD,1997,71.13274130943756
Bangladesh,BGD,1998,76.86446110612503
Bangladesh,BGD,1999,83.80357599074996
Bangladesh,BGD,2000,90.58188656343754
Bangladesh,BGD,2001,101.43208937400001
Bangladesh,BGD,2002,106.71137669981252
Bangladesh,BGD,2003,114.78429825843747
Bangladesh,BGD,2004,123.40231917956233
Bangladesh,BGD,2005,132.63357688349964
Bangladesh,BGD,2006,143.63368201874985
Bangladesh,BGD,2007,153.3637056393753
Bangladesh,BGD,2008,163.7642014758744
Bangladesh,BGD,2009,187.4673831168435
Bangladesh,BGD,2010,192.53727132543742
Bangladesh,BGD,2011,195.82149498450053
Bangladesh,BGD,2012,213.36279246975047
Bangladesh,BGD,2013,219.52786625962486
Bangladesh,BGD,2014,230.22271575187455
Bangladesh,BGD,2015,258.5406276337502
Bangladesh,BGD,2016,264.50946565312535
Bangladesh,BGD,2017,266.5808432306248
Bangladesh,BGD,2018,283.65437711741356
Belarus,BLR,1985,86.53183874139621
Belarus,BLR,1986,88.18871189773841
Belarus,BLR,1987,99.54344149459197
Belarus,BLR,1988,115.26033431661752
Belarus,BLR,1989,121.38234021632286
Belarus,BLR,1990,129.32503441494558
Belarus,BLR,1991,135.34875122910512
Belarus,BLR,1992,157.17828908554628
Belarus,BLR,1993,145.8329203539821
Belarus,BLR,1994,127.48562438544737
Belarus,BLR,1995,115.26033431661752
Belarus,BLR,1996,121.38234021632286
Belarus,BLR,1997,138.84035398230125
Belarus,BLR,1998,140.5908357915436
Belarus,BLR,1999,143.21187807276286
Belarus,BLR,2000,151.9362045231066
Belarus,BLR,2001,151.06564405113087
Belarus,BLR,2002,155.42780727630276
Belarus,BLR,2003,152.8067649950835
Belarus,BLR,2004,185.34368770658827
Belarus,BLR,2005,190.02661792409057
Belarus,BLR,2006,193.9477679449359
Belarus,BLR,2007,194.71535889872234
Belarus,BLR,2008,199.4145132743359
Belarus,BLR,2009,169.31981317600867
Belarus,BLR,2010,207.28362831858507
Belarus,BLR,2011,192.26184857423868
Belarus,BLR,2012,194.1009832841697
Belarus,BLR,2013,192.70277286135723
Belarus,BLR,2014,191.21439528023646
Belarus,BLR,2015,178.98910521140567
Belarus,BLR,2016,177.8751622418878
Belarus,BLR,2017,182.0875516224183
Belarus,BLR,2018,193.19082930237502
Belgium,BEL,1965,0.7349999999999985
Belgium,BEL,1966,1.3264999999999953
Belgium,BEL,1967,5.055499999999988
Belgium,BEL,1968,12.29899999999993
Belgium,BEL,1969,25.335000000000004
Belgium,BEL,1970,39.75174999999997
Belgium,BEL,1971,54.81474999999987
Belgium,BEL,1972,69.1134999999999
Belgium,BEL,1973,83.0722499999999
Belgium,BEL,1974,97.35674999999979
Belgium,BEL,1975,96.19474999999986
Belgium,BEL,1976,101.6114999999999
Belgium,BEL,1977,99.96949999999985
Belgium,BEL,1978,99.12449999999988
Belgium,BEL,1979,108.30524999999992
Belgium,BEL,1980,103.63149999999983
Belgium,BEL,1981,95.58049999999982
Belgium,BEL,1982,79.68624999999992
Belgium,BEL,1983,82.80874999999982
Belgium,BEL,1984,85.45049999999985
Belgium,BEL,1985,85.86399999999986
Belgium,BEL,1986,77.09499999999991
Belgium,BEL,1987,85.01649999999985
Belgium,BEL,1988,83.90599999999986
Belgium,BEL,1989,93.2442499999999
Belgium,BEL,1990,95.69849999999987
Belgium,BEL,1991,102.07799999999988
Belgium,BEL,1992,105.20124999999979
Belgium,BEL,1993,110.0929999999998
Belgium,BEL,1994,112.57599999999985
Belgium,BEL,1995,124.52549999999991
Belgium,BEL,1996,138.42074999999923
Belgium,BEL,1997,132.04475000000028
Belgium,BEL,1998,144.64399999999992
Belgium,BEL,1999,154.46025000000017
Belgium,BEL,2000,155.26274999999922
Belgium,BEL,2001,153.3760000000003
Belgium,BEL,2002,158.3252500000002
Belgium,BEL,2003,168.66574999999924
Belgium,BEL,2004,171.87999999999954
Belgium,BEL,2005,168.93475000000032
Belgium,BEL,2006,173.88899999999987
Belgium,BEL,2007,175.19024999999928
Belgium,BEL,2008,174.01449999999952
Belgium,BEL,2009,175.74065819999993
Belgium,BEL,2010,194.04000000000056
Belgium,BEL,2011,165.24000000000032
Belgium,BEL,2012,167.39999999999984
Belgium,BEL,2013,165.32999999999996
Belgium,BEL,2014,144.62999999999994
Belgium,BEL,2015,158.49899999999963
Belgium,BEL,2016,161.89200000000017
Belgium,BEL,2017,164.11499999999955
Belgium,BEL,2018,168.74099999999996
Brazil,BRA,1965,0.5134215307522123
Brazil,BRA,1966,0.6004026095132746
Brazil,BRA,1967,0.6787159933628322
Brazil,BRA,1968,0.7172897701327434
Brazil,BRA,1969,0.7559649234513274
Brazil,BRA,1970,0.8110123893805312
Brazil,BRA,1971,1.2773445132743404
Brazil,BRA,1972,1.7538142920353958
Brazil,BRA,1973,2.0072556637168106
Brazil,BRA,1974,3.8624465044247724
Brazil,BRA,1975,4.1969891150442455
Brazil,BRA,1976,4.835661371681415
Brazil,BRA,1977,6.031904646017698
Brazil,BRA,1978,7.937783761061943
Brazil,BRA,1979,8.698107876106189
Brazil,BRA,1980,10.168067831858407
Brazil,BRA,1981,9.123889380530972
Brazil,BRA,1982,13.037024159292086
Brazil,BRA,1983,17.629381814159238
Brazil,BRA,1984,20.518613451327457
Brazil,BRA,1985,25.73950570796463
Brazil,BRA,1986,29.987183097345085
Brazil,BRA,1987,33.47453637168142
Brazil,BRA,1988,33.697564778761034
Brazil,BRA,1989,34.54912778761056
Brazil,BRA,1990,31.455135797433574
Brazil,BRA,1991,32.70060752380528
Brazil,BRA,1992,37.043994512787656
Brazil,BRA,1993,43.394627027831895
Brazil,BRA,1994,47.391701588893774
Brazil,BRA,1995,52.30494643327434
Brazil,BRA,1996,57.62748895526548
Brazil,BRA,1997,62.62491688566368
Brazil,BRA,1998,65.6315222908849
Brazil,BRA,1999,77.88045529845132
Brazil,BRA,2000,97.04505259517236
Brazil,BRA,2001,122.8619389720499
Brazil,BRA,2002,145.16251959123863
Brazil,BRA,2003,162.47291989224723
Brazil,BRA,2004,193.2248371872566
Brazil,BRA,2005,201.27115692898533
Brazil,BRA,2006,211.6978170427161
Brazil,BRA,2007,218.01636413828248
Brazil,BRA,2008,256.60885462653823
Brazil,BRA,2009,206.68613799720916
Brazil,BRA,2010,275.7677925622567
Brazil,BRA,2011,274.83424960715683
Brazil,BRA,2012,325.7653326577265
Brazil,BRA,2013,383.8277277410678
Brazil,BRA,2014,406.55474247378066
Brazil,BRA,2015,429.3654087240708
Brazil,BRA,2016,370.8788244823897
Brazil,BRA,2017,376.32028349818637
Brazil,BRA,2018,358.90797673255713
Bulgaria,BGR,1965,0.5627250000000006
Bulgaria,BGR,1966,0.8394750000000004
Bulgaria,BGR,1967,2.555324999999998
Bulgaria,BGR,1968,3.9114000000000058
Bulgaria,BGR,1969,4.068224999999999
Bulgaria,BGR,1970,3.671550000000003
Bulgaria,BGR,1971,2.8764999999999987
Bulgaria,BGR,1972,1.937999999999996
Bulgaria,BGR,1973,1.9525000000000012
Bulgaria,BGR,1974,4.254499999999997
Bulgaria,BGR,1975,11.298749999999988
Bulgaria,BGR,1976,19.76074999999995
Bulgaria,BGR,1977,25.215499999999945
Bulgaria,BGR,1978,26.900249999999918
Bulgaria,BGR,1979,28.77949999999992
Bulgaria,BGR,1980,36.99149999999993
Bulgaria,BGR,1981,40.23924999999991
Bulgaria,BGR,1982,44.527999999999885
Bulgaria,BGR,1983,46.7894999999999
Bulgaria,BGR,1984,49.1949999999999
Bulgaria,BGR,1985,53.65799999999996
Bulgaria,BGR,1986,53.28549999999993
Bulgaria,BGR,1987,59.4229999999999
Bulgaria,BGR,1988,57.724499999999885
Bulgaria,BGR,1989,59.423249999999946
Bulgaria,BGR,1990,63.01749999999988
Bulgaria,BGR,1991,53.21949999999992
Bulgaria,BGR,1992,47.121249999999876
Bulgaria,BGR,1993,43.845749999999875
Bulgaria,BGR,1994,43.86274999999999
Bulgaria,BGR,1995,52.939249999999895
Bulgaria,BGR,1996,54.084249999999855
Bulgaria,BGR,1997,43.14724999999999
Bulgaria,BGR,1998,36.10149999999994
Bulgaria,BGR,1999,31.278499999999916
Bulgaria,BGR,2000,34.06824999999991
Bulgaria,BGR,2001,28.63924999999995
Bulgaria,BGR,2002,25.39299999999998
Bulgaria,BGR,2003,26.83299999999994
Bulgaria,BGR,2004,26.19875000000001
Bulgaria,BGR,2005,32.66399999999989
Bulgaria,BGR,2006,33.65699999999992
Bulgaria,BGR,2007,33.918999999999976
Bulgaria,BGR,2008,33.92124999999999
Bulgaria,BGR,2009,24.263749999999938
Bulgaria,BGR,2010,26.722749999999998
Bulgaria,BGR,2011,30.594499999999968
Bulgaria,BGR,2012,28.512249999999938
Bulgaria,BGR,2013,27.544000000000008
Bulgaria,BGR,2014,27.36149999999997
Bulgaria,BGR,2015,30.00349999999992
Bulgaria,BGR,2016,31.250499999999978
Bulgaria,BGR,2017,32.136499999999906
Bulgaria,BGR,2018,30.229249999999965
CIS,,1965,1216.7582717441571
CIS,,1966,1357.37433713224
CIS,,1967,1494.4250751899572
CIS,,1968,1613.6040444074451
CIS,,1969,1724.4338296580866
CIS,,1970,1894.8474577570967
CIS,,1971,2071.218342451942
CIS,,1972,2178.482800372241
CIS,,1973,2369.1488430562354
CIS,,1974,2512.156836762547
CIS,,1975,2740.969627071556
CIS,,1976,3016.2670673461344
CIS,,1977,3231.9693812515934
CIS,,1978,3446.4757309979323
CIS,,1979,3658.6014340522993
CIS,,1980,3770.7738588121983
CIS,,1981,3993.0426930193275
CIS,,1982,4310.458384684642
CIS,,1983,4621.8942555543435
CIS,,1984,5043.17831735953
CIS,,1985,4341.374561508502
CIS,,1986,4455.801484042432
CIS,,1987,4698.105381723816
CIS,,1988,4951.151838350896
CIS,,1989,5062.07432985723
CIS,,1990,5109.828840838948
CIS,,1991,5205.003197698658
CIS,,1992,4963.901097025595
CIS,,1993,5001.285050434082
CIS,,1994,4697.595271781831
CIS,,1995,4558.788280583544
CIS,,1996,4612.053364235415
CIS,,1997,4274.6425254527985
CIS,,1998,4436.17621565867
CIS,,1999,4482.18239552519
CIS,,2000,4522.259034412522
CIS,,2001,4637.712363156879
CIS,,2002,4670.605490869357
CIS,,2003,4754.818980207749
CIS,,2004,4918.491660749322
CIS,,2005,5007.366902904778
CIS,,2006,5203.976320519577
CIS,,2007,5315.946369201454
CIS,,2008,5212.626744106274
CIS,,2009,4999.455712991986
CIS,,2010,5312.837101080636
CIS,,2011,5495.076796305086
CIS,,2012,5452.290570065247
CIS,,2013,5373.45936913296
CIS,,2014,5399.252971043091
CIS,,2015,5299.681291330831
CIS,,2016,5377.4461206138585
CIS,,2017,5492.966140550191
CIS,,2018,5807.758179009606
Canada,CAN,1965,216.68422500000042
Canada,CAN,1966,237.2248875000004
Canada,CAN,1967,251.9172000000005
Canada,CAN,1968,280.5207749999998
Canada,CAN,1969,313.4963250000006
Canada,CAN,1970,346.3385250000001
Canada,CAN,1971,369.66525000000024
Canada,CAN,1972,415.79482500000006
Canada,CAN,1973,442.1790749999996
Canada,CAN,1974,446.97967499999976
Canada,CAN,1975,461.5814999999998
Canada,CAN,1976,465.6772500000004
Canada,CAN,1977,488.4420000000006
Canada,CAN,1978,493.1092499999996
Canada,CAN,1979,500.6339999999997
Canada,CAN,1980,497.49075000000056
Canada,CAN,1981,482.7269999999995
Canada,CAN,1982,511.20674999999966
Canada,CAN,1983,487.48950000000025
Canada,CAN,1984,541.1152500000003
Canada,CAN,1985,567.600465
Canada,CAN,1986,546.2539875000002
Canada,CAN,1987,552.8690999999999
Canada,CAN,1988,608.4750975000003
Canada,CAN,1989,657.7812599999994
Canada,CAN,1990,637.6044524999999
Canada,CAN,1991,642.0107174999998
Canada,CAN,1992,680.5536300000005
Canada,CAN,1993,722.0816775000002
Canada,CAN,1994,747.5286674999998
Canada,CAN,1995,772.5189999999983
Canada,CAN,1996,785.5822499999985
Canada,CAN,1997,801.0564999999986
Canada,CAN,1998,787.5727499999991
Canada,CAN,1999,841.9139999999991
Canada,CAN,2000,892.2072499999992
Canada,CAN,2001,840.4219999999987
Canada,CAN,2002,874.6652499999984
Canada,CAN,2003,897.8479999999986
Canada,CAN,2004,878.1977499999985
Canada,CAN,2005,865.456499999999
Canada,CAN,2006,852.4719999999988
Canada,CAN,2007,909.0289999999982
Canada,CAN,2008,893.3627499999991
Canada,CAN,2009,865.6614999999989
Canada,CAN,2010,882.8089999999988
Canada,CAN,2011,975.311999999998
Canada,CAN,2012,972.099249999998
Canada,CAN,2013,1042.6382499999982
Canada,CAN,2014,1095.9274999999986
