Entity,Code,Year,"Gross enrolment ratio, tertiary, both sexes (%) (%)"
Angola,AGO,2003,2.95167994499207
Angola,AGO,2004,2.21985006332397
Angola,AGO,2005,2.74878001213074
Angola,AGO,2006,2.69178009033203
Angola,AGO,2011,6.94609022140503
Angola,AGO,2013,9.92356967926025
Antigua and Barbuda,ATG,2009,14.8100500106812
Antigua and Barbuda,ATG,2010,16.2319602966309
Antigua and Barbuda,ATG,2011,14.3683595657349
Antigua and Barbuda,ATG,2012,23.4862403869629
Arab World,,1970,5.89729022979736
Arab World,,1971,5.89062023162842
Arab World,,1972,6.16949987411499
Arab World,,1973,6.53123998641968
Arab World,,1974,6.93323993682861
Arab World,,1975,7.47783994674683
Arab World,,1976,8.13533020019531
Arab World,,1977,8.77591991424561
Arab World,,1978,9.21543979644775
Arab World,,1979,9.26056957244873
Arab World,,1980,9.60424041748047
Arab World,,1981,10.1829996109009
Arab World,,1982,10.5551204681396
Arab World,,1983,10.7317399978638
Arab World,,1984,11.0167598724365
Arab World,,1985,11.0203695297241
Arab World,,1986,11.3404102325439
Arab World,,1987,11.3938703536987
Arab World,,1988,11.454400062561
Arab World,,1989,11.1190299987793
Arab World,,1990,11.1700201034546
Arab World,,1991,10.8917598724365
Arab World,,1992,11.4947595596313
Arab World,,1993,12.3801097869873
Arab World,,1994,12.9827899932861
Arab World,,1995,13.8188800811768
Arab World,,1996,14.7993497848511
Arab World,,1997,15.7250995635986
Arab World,,1998,16.5283699035645
Arab World,,1999,17.9117603302002
Arab World,,2000,18.1609001159668
Arab World,,2001,18.7654304504395
Arab World,,2002,19.5694694519043
Arab World,,2003,19.5589904785156
Arab World,,2004,20.6991901397705
Arab World,,2005,21.7314796447754
Arab World,,2006,22.1914806365967
Arab World,,2007,22.7365398406982
Arab World,,2008,23.4378700256348
Arab World,,2009,24.0988006591797
Arab World,,2010,24.7618007659912
Arab World,,2011,24.2738704681396
Arab World,,2012,25.7760105133057
Arab World,,2013,27.3303394317627
Arab World,,2014,28.1749591827393
Argentina,ARG,1970,13.4061498641968
Argentina,ARG,1971,15.3701496124268
Argentina,ARG,1972,16.4440402984619
Argentina,ARG,1973,19.4868106842041
Argentina,ARG,1974,22.5431995391846
Argentina,ARG,1975,26.7161903381348
Argentina,ARG,1976,26.8193302154541
Argentina,ARG,1977,23.8780193328857
Argentina,ARG,1978,21.2391204833984
Argentina,ARG,1979,22.1398696899414
Argentina,ARG,1980,21.7282104492188
Argentina,ARG,1981,23.1750907897949
Argentina,ARG,1982,23.9601898193359
Argentina,ARG,1983,24.9945392608643
Argentina,ARG,1984,28.8449096679688
Argentina,ARG,1985,35.6460990905762
Argentina,ARG,1986,37.5121688842773
Argentina,ARG,1987,39.2706298828125
Argentina,ARG,1991,38.2239990234375
Argentina,ARG,1994,36.7881393432617
Argentina,ARG,1998,46.0893898010254
Argentina,ARG,1999,47.9764785766602
Argentina,ARG,2000,53.1757392883301
Argentina,ARG,2001,58.3324890136719
Argentina,ARG,2002,62.2330093383789
Argentina,ARG,2003,64.807243347168
Argentina,ARG,2004,65.2363891601563
Argentina,ARG,2005,63.7853698730469
Argentina,ARG,2006,66.8311004638672
Argentina,ARG,2007,66.3509063720703
Argentina,ARG,2008,68.141357421875
Argentina,ARG,2009,70.5332870483398
Argentina,ARG,2010,73.9392013549805
Argentina,ARG,2011,77.4538879394531
Argentina,ARG,2012,78.9728775024414
Argentina,ARG,2013,79.986701965332
Armenia,ARM,1986,17.5669002532959
Armenia,ARM,1988,18.7990207672119
Armenia,ARM,1989,20.4532699584961
Armenia,ARM,1990,23.2466201782227
Armenia,ARM,1991,25.4210891723633
Armenia,ARM,1992,25.4069595336914
Armenia,ARM,1993,23.0649890899658
Armenia,ARM,1994,19.1183395385742
Armenia,ARM,1995,19.01828956604
Armenia,ARM,1996,16.8174991607666
Armenia,ARM,1997,22.4745903015137
Armenia,ARM,1998,33.1049690246582
Armenia,ARM,1999,34.6208992004395
Armenia,ARM,2000,34.856559753418
Armenia,ARM,2001,32.8143501281738
Armenia,ARM,2002,35.2386589050293
Armenia,ARM,2003,36.2045211791992
Armenia,ARM,2004,36.7980499267578
Armenia,ARM,2005,38.3665885925293
Armenia,ARM,2006,41.7650184631348
Armenia,ARM,2007,44.3306694030762
Armenia,ARM,2008,46.596851348877
Armenia,ARM,2009,49.1413383483887
Armenia,ARM,2010,50.6442985534668
Armenia,ARM,2011,51.0014190673828
Armenia,ARM,2012,43.914478302002
Armenia,ARM,2013,43.3109016418457
Armenia,ARM,2014,44.2546081542969
Aruba,ABW,1999,28.0667705535889
Aruba,ABW,2000,29.6560802459717
Aruba,ABW,2001,29.0558605194092
Aruba,ABW,2002,26.6979694366455
Aruba,ABW,2003,26.7562808990479
Aruba,ABW,2004,26.3044109344482
Aruba,ABW,2005,31.6834697723389
Aruba,ABW,2006,30.903190612793
Aruba,ABW,2007,33.9261283874512
Aruba,ABW,2008,35.2404899597168
Aruba,ABW,2009,35.3623199462891
Aruba,ABW,2010,37.3577003479004
Aruba,ABW,2011,38.737621307373
Aruba,ABW,2012,37.7556915283203
Aruba,ABW,2013,17.0025901794434
Aruba,ABW,2014,16.9015998840332
Australia,AUS,1970,15.7684202194214
Australia,AUS,1971,17.0327892303467
Australia,AUS,1972,18.3062305450439
Australia,AUS,1973,19.502269744873
Australia,AUS,1974,21.7173500061035
Australia,AUS,1975,23.1772499084473
Australia,AUS,1976,23.9734992980957
Australia,AUS,1977,24.3400993347168
Australia,AUS,1978,24.6869697570801
Australia,AUS,1979,24.9136600494385
Australia,AUS,1980,25.0707702636719
Australia,AUS,1981,25.5053901672363
Australia,AUS,1982,25.5613498687744
Australia,AUS,1983,26.2742195129395
Australia,AUS,1984,26.9018802642822
Australia,AUS,1985,27.7852802276611
Australia,AUS,1986,29.3547401428223
Australia,AUS,1987,29.4972496032715
Australia,AUS,1988,31.2788696289063
Australia,AUS,1989,32.4087982177734
Australia,AUS,1990,35.0840301513672
Australia,AUS,1991,38.010181427002
Australia,AUS,1992,39.3884086608887
Australia,AUS,1993,65.060173034668
Australia,AUS,1994,66.4865417480469
Australia,AUS,1995,70.2042388916016
Australia,AUS,1996,75.1677322387695
Australia,AUS,1997,80.4278182983398
Australia,AUS,1998,68.4736785888672
Australia,AUS,1999,67.2888107299805
Australia,AUS,2000,67.0389099121094
Australia,AUS,2001,67.0050506591797
Australia,AUS,2002,75.7524337768555
Australia,AUS,2003,73.3942565917969
Australia,AUS,2004,71.6984329223633
Australia,AUS,2005,72.2919235229492
Australia,AUS,2006,71.4829177856445
Australia,AUS,2007,72.5199508666992
Australia,AUS,2008,72.9185409545898
Australia,AUS,2009,76.7653732299805
Australia,AUS,2010,80.9170837402344
Australia,AUS,2011,83.4707565307617
Australia,AUS,2012,85.4139175415039
Australia,AUS,2013,86.5545501708984
Austria,AUT,1971,12.2112503051758
Austria,AUT,1972,13.6920604705811
Austria,AUT,1973,15.1397495269775
Austria,AUT,1974,16.0293197631836
Austria,AUT,1975,16.71044921875
Austria,AUT,1976,18.5812397003174
Austria,AUT,1977,19.3144207000732
Austria,AUT,1978,19.7510204315186
Austria,AUT,1979,20.4533195495605
Austria,AUT,1980,21.3926906585693
Austria,AUT,1981,22.3293209075928
Austria,AUT,1982,22.4953708648682
Austria,AUT,1983,23.0213298797607
Austria,AUT,1984,23.9776191711426
Austria,AUT,1985,25.5606098175049
Austria,AUT,1986,26.7400398254395
Austria,AUT,1987,27.851110458374
Austria,AUT,1988,29.4032096862793
Austria,AUT,1989,30.6206893920898
Austria,AUT,1990,32.5722885131836
Austria,AUT,1991,34.735408782959
Austria,AUT,1992,37.6606903076172
Austria,AUT,1993,39.8263282775879
Austria,AUT,1994,42.3271293640137
Austria,AUT,1995,45.0455284118652
Austria,AUT,1996,47.5663604736328
Austria,AUT,1997,49.6473007202148
Austria,AUT,1998,52.4833908081055
Austria,AUT,1999,54.5176086425781
Austria,AUT,2000,56.5725784301758
Austria,AUT,2001,56.8060417175293
Austria,AUT,2002,46.5351600646973
Austria,AUT,2003,46.4235191345215
Austria,AUT,2004,47.2003898620605
Austria,AUT,2005,47.7822418212891
Austria,AUT,2006,49.413028717041
Austria,AUT,2007,51.2285194396973
Austria,AUT,2008,56.1499786376953
Austria,AUT,2009,60.7165794372559
Austria,AUT,2010,68.732177734375
Austria,AUT,2011,71.0109024047852
Austria,AUT,2012,72.3148803710938
Austria,AUT,2013,80.3867874145508
Austria,AUT,2014,79.9986419677734
Azerbaijan,AZE,1981,23.842960357666
Azerbaijan,AZE,1986,24.388069152832
Azerbaijan,AZE,1988,25.1075096130371
Azerbaijan,AZE,1989,23.9712505340576
Azerbaijan,AZE,1990,23.3483104705811
Azerbaijan,AZE,1991,23.6521301269531
Azerbaijan,AZE,1992,24.2828407287598
Azerbaijan,AZE,1993,21.4721508026123
Azerbaijan,AZE,1994,18.7453498840332
Azerbaijan,AZE,1995,17.8336906433105
Azerbaijan,AZE,1996,17.566499710083
Azerbaijan,AZE,1997,17.2025508880615
Azerbaijan,AZE,2006,19.7894592285156
Azerbaijan,AZE,2007,19.3645992279053
Azerbaijan,AZE,2008,19.0478897094727
Azerbaijan,AZE,2009,19.057710647583
Azerbaijan,AZE,2010,19.2600402832031
Azerbaijan,AZE,2011,19.647310256958
Azerbaijan,AZE,2012,20.4384593963623
Azerbaijan,AZE,2013,21.4404296875
Azerbaijan,AZE,2014,23.1597309112549
Bahamas,BHS,1977,30.1320304870605
Bahamas,BHS,1978,27.5345802307129
Bahamas,BHS,1979,25.7485294342041
Bahamas,BHS,1980,18.7183303833008
Bahamas,BHS,1981,16.3517208099365
Bahamas,BHS,1982,15.1996297836304
Bahamas,BHS,1983,11.6367301940918
Bahamas,BHS,1984,13.5489196777344
Bahamas,BHS,1985,15.0041599273682
Bahamas,BHS,1986,17.4537792205811
Bahamas,BHS,1987,19.3662395477295
Bahamas,BHS,1988,20.942720413208
Bahamas,BHS,1995,15.0530300140381
Bahrain,BHR,1971,1.51348996162415
Bahrain,BHR,1972,1.43172001838684
Bahrain,BHR,1973,1.43187999725342
Bahrain,BHR,1974,2.23881006240845
Bahrain,BHR,1975,2.23857998847961
Bahrain,BHR,1976,2.19515991210938
Bahrain,BHR,1977,3.52136993408203
Bahrain,BHR,1978,3.25187993049622
Bahrain,BHR,1979,2.76419997215271
Bahrain,BHR,1980,3.2228798866272
Bahrain,BHR,1981,4.67749977111816
Bahrain,BHR,1982,5.8844199180603
Bahrain,BHR,1985,12.1538200378418
Bahrain,BHR,1986,12.7094202041626
Bahrain,BHR,1987,9.54002952575684
Bahrain,BHR,1988,13.2891597747803
Bahrain,BHR,1991,17.2359294891357
Bahrain,BHR,1992,16.9665699005127
Bahrain,BHR,1993,17.5824394226074
Bahrain,BHR,1994,16.8056907653809
Bahrain,BHR,1995,16.5930500030518
Bahrain,BHR,1996,17.6180000305176
Bahrain,BHR,1999,21.3665504455566
Bahrain,BHR,2003,29.4260997772217
Bahrain,BHR,2005,25.5745105743408
Bahrain,BHR,2006,24.4408702850342
Bahrain,BHR,2011,42.8373413085938
Bahrain,BHR,2012,41.0867691040039
Bahrain,BHR,2013,36.451358795166
Bahrain,BHR,2014,36.8376808166504
Bangladesh,BGD,1970,2.1319100856781
Bangladesh,BGD,1972,2.45835995674133
Bangladesh,BGD,1973,2.56900000572205
Bangladesh,BGD,1974,3.36333990097046
Bangladesh,BGD,1976,2.78190994262695
Bangladesh,BGD,1977,2.97602009773254
Bangladesh,BGD,1978,2.35885000228882
Bangladesh,BGD,1979,3.31323003768921
Bangladesh,BGD,1980,3.18954992294312
Bangladesh,BGD,1981,3.03660011291504
Bangladesh,BGD,1982,3.72874999046326
Bangladesh,BGD,1983,4.58002996444702
Bangladesh,BGD,1984,4.92658996582031
Bangladesh,BGD,1985,4.98268985748291
Bangladesh,BGD,1986,4.84390020370483
Bangladesh,BGD,1987,4.1908597946167
Bangladesh,BGD,1988,3.60016989707947
Bangladesh,BGD,1989,3.56093001365662
Bangladesh,BGD,1990,4.08800983428955
Bangladesh,BGD,1999,5.4565601348877
Bangladesh,BGD,2000,5.44534015655518
Bangladesh,BGD,2001,6.42691993713379
Bangladesh,BGD,2002,6.13079023361206
Bangladesh,BGD,2003,6.17780017852783
Bangladesh,BGD,2004,5.69430017471313
Bangladesh,BGD,2005,6.23527002334595
Bangladesh,BGD,2006,7.12193012237549
Bangladesh,BGD,2007,7.67804002761841
Bangladesh,BGD,2008,8.60793018341064
Bangladesh,BGD,2009,10.520580291748
Bangladesh,BGD,2011,13.2806901931763
Bangladesh,BGD,2012,13.3865604400635
Bangladesh,BGD,2014,13.4407997131348
Barbados,BRB,1971,3.20870995521545
Barbados,BRB,1972,4.21155977249146
Barbados,BRB,1973,5.10155010223389
Barbados,BRB,1974,5.54337978363037
Barbados,BRB,1981,14.4184999465942
Barbados,BRB,1982,17.5723304748535
Barbados,BRB,1984,18.6275196075439
Barbados,BRB,1985,19.3649997711182
Barbados,BRB,1989,16.8112506866455
Barbados,BRB,1990,16.7548809051514
Barbados,BRB,1991,26.1243591308594
Barbados,BRB,1992,27.3931198120117
Barbados,BRB,1993,25.5079593658447
Barbados,BRB,1999,34.9701614379883
Barbados,BRB,2000,40.5810203552246
Barbados,BRB,2001,39.8233184814453
Barbados,BRB,2007,59.7433204650879
Barbados,BRB,2009,75.7162475585938
Barbados,BRB,2010,69.814811706543
Barbados,BRB,2011,65.4322280883789
Belarus,BLR,1971,40.9304885864258
Belarus,BLR,1976,37.0319404602051
Belarus,BLR,1980,37.8064308166504
Belarus,BLR,1981,39.2281303405762
Belarus,BLR,1982,39.5547981262207
Belarus,BLR,1983,40.7435913085938
Belarus,BLR,1984,42.0550003051758
Belarus,BLR,1985,43.7447319030762
Belarus,BLR,1986,44.7473487854004
Belarus,BLR,1987,45.7644195556641
Belarus,BLR,1988,46.7053413391113
Belarus,BLR,1989,47.3389205932617
Belarus,BLR,1990,48.7796592712402
Belarus,BLR,1991,47.6523017883301
Belarus,BLR,1992,43.8624114990234
Belarus,BLR,1993,43.3412895202637
Belarus,BLR,1994,41.4317817687988
Belarus,BLR,1995,40.506160736084
Belarus,BLR,1996,44.6969413757324
Belarus,BLR,1997,45.3633613586426
Belarus,BLR,1998,49.4004096984863
Belarus,BLR,1999,52.3047485351563
Belarus,BLR,2000,54.6100807189941
Belarus,BLR,2001,56.8966484069824
Belarus,BLR,2002,59.3682098388672
Belarus,BLR,2003,62.1206092834473
Belarus,BLR,2004,64.3411178588867
Belarus,BLR,2005,67.0785675048828
Belarus,BLR,2006,69.4477462768555
Belarus,BLR,2007,71.5991668701172
Belarus,BLR,2008,71.2441177368164
Belarus,BLR,2009,74.4583206176758
Belarus,BLR,2010,79.421012878418
Belarus,BLR,2011,85.7013931274414
Belarus,BLR,2012,90.4371337890625
Belarus,BLR,2013,91.0297698974609
Belarus,BLR,2014,88.8570327758789
Belgium,BEL,1971,16.8641109466553
Belgium,BEL,1972,17.3773708343506
Belgium,BEL,1973,19.428430557251
Belgium,BEL,1974,20.4551601409912
Belgium,BEL,1975,20.72825050354
Belgium,BEL,1978,24.0063400268555
Belgium,BEL,1979,25.2645301818848
Belgium,BEL,1980,24.8254108428955
Belgium,BEL,1981,24.3240795135498
Belgium,BEL,1982,26.3354091644287
Belgium,BEL,1983,27.1349601745605
Belgium,BEL,1984,28.2240791320801
Belgium,BEL,1985,30.9551601409912
Belgium,BEL,1986,31.7691307067871
Belgium,BEL,1987,33.1942291259766
Belgium,BEL,1988,34.3397789001465
Belgium,BEL,1989,36.0411796569824
Belgium,BEL,1990,38.3395614624023
Belgium,BEL,1991,39.9177513122559
Belgium,BEL,1993,45.8255882263184
Belgium,BEL,1994,48.894588470459
Belgium,BEL,1995,54.395881652832
Belgium,BEL,1996,56.2370109558105
Belgium,BEL,1999,56.6951904296875
Belgium,BEL,2000,57.5497817993164
Belgium,BEL,2001,58.2452697753906
Belgium,BEL,2002,59.116268157959
Belgium,BEL,2003,59.8647804260254
Belgium,BEL,2004,61.2480316162109
Belgium,BEL,2005,61.4042015075684
Belgium,BEL,2006,61.9588584899902
Belgium,BEL,2007,61.3497695922852
Belgium,BEL,2008,62.1021690368652
Belgium,BEL,2009,65.1981430053711
Belgium,BEL,2010,67.7109222412109
Belgium,BEL,2011,69.7256317138672
Belgium,BEL,2012,71.2443695068359
Belgium,BEL,2013,72.3095703125
Belgium,BEL,2014,73.3188018798828
Belize,BLZ,1971,1.03271996974945
Belize,BLZ,1972,0.845669984817505
Belize,BLZ,1974,0.895399987697601
Belize,BLZ,1975,0.941709995269775
Belize,BLZ,2001,14.6662998199463
Belize,BLZ,2002,16.5070095062256
Belize,BLZ,2003,15.8401803970337
Belize,BLZ,2004,15.4073896408081
Belize,BLZ,2005,16.0301609039307
Belize,BLZ,2006,17.030460357666
Belize,BLZ,2007,18.1898403167725
Belize,BLZ,2008,19.1035404205322
Belize,BLZ,2009,22.4100799560547
Belize,BLZ,2010,21.8733406066895
Belize,BLZ,2011,21.9210891723633
Belize,BLZ,2012,24.3328990936279
Belize,BLZ,2013,24.1847991943359
Benin,BEN,1971,0.12916000187397
Benin,BEN,1972,0.236819997429848
Benin,BEN,1973,0.431349992752075
Benin,BEN,1974,0.709200024604797
Benin,BEN,1975,0.684800028800964
Benin,BEN,1976,0.740019977092743
Benin,BEN,1977,0.983739972114563
Benin,BEN,1978,1.08719003200531
Benin,BEN,1979,0.964129984378815
Benin,BEN,1980,1.04868996143341
Benin,BEN,1981,1.43889999389648
Benin,BEN,1982,1.71054005622864
Benin,BEN,1983,1.85383999347687
Benin,BEN,1984,1.91716003417969
Benin,BEN,1985,1.98430001735687
Benin,BEN,1986,2.37756991386414
Benin,BEN,1987,2.25545001029968
Benin,BEN,1988,2.18882989883423
Benin,BEN,1989,2.32853007316589
Benin,BEN,1990,2.1224799156189
Benin,BEN,1991,2.42084002494812
Benin,BEN,1992,2.2711501121521
Benin,BEN,1993,2.04860997200012
Benin,BEN,1994,2.09158992767334
Benin,BEN,1995,2.08964991569519
Benin,BEN,1996,2.06137990951538
Benin,BEN,1997,2.5107901096344
Benin,BEN,1999,3.22962999343872
Benin,BEN,2000,3.68104004859924
Benin,BEN,2001,4.46438980102539
Benin,BEN,2002,5.26468992233276
Benin,BEN,2003,5.81991004943848
Benin,BEN,2004,5.87203979492188
Benin,BEN,2005,5.78434991836548
Benin,BEN,2006,6.641930103302
Benin,BEN,2007,7.90371990203857
Benin,BEN,2008,7.78704977035522
Benin,BEN,2009,9.87005996704102
Benin,BEN,2010,13.2599096298218
Benin,BEN,2011,12.365119934082
Benin,BEN,2012,13.4212198257446
Benin,BEN,2013,15.3627796173096
Bermuda,BMU,1979,7.69918012619019
Bermuda,BMU,1980,9.96310043334961
Bermuda,BMU,1981,10.5997200012207
Bermuda,BMU,2006,30.0198802947998
Bermuda,BMU,2007,26.1743297576904
Bermuda,BMU,2008,25.9259300231934
Bermuda,BMU,2009,32.1109504699707
Bermuda,BMU,2010,29.8167304992676
Bermuda,BMU,2011,31.1654396057129
Bermuda,BMU,2012,30.8026008605957
Bermuda,BMU,2013,29.5615997314453
Bermuda,BMU,2014,27.4597301483154
Bhutan,BTN,1978,0.404929995536804
Bhutan,BTN,1979,0.741389989852905
Bhutan,BTN,1980,0.881900012493134
Bhutan,BTN,1983,0.738990008831024
Bhutan,BTN,1999,2.74630999565125
Bhutan,BTN,2005,4.74385023117065
Bhutan,BTN,2006,4.98765993118286
Bhutan,BTN,2007,5.39843988418579
Bhutan,BTN,2008,6.46122980117798
Bhutan,BTN,2009,6.27748012542725
Bhutan,BTN,2010,7.00767993927002
Bhutan,BTN,2011,8.7415599822998
Bhutan,BTN,2012,9.44130039215088
Bhutan,BTN,2013,10.9269304275513
Bolivia,BOL,1970,8.36534976959229
Bolivia,BOL,1971,7.53487014770508
Bolivia,BOL,1972,6.97621011734009
Bolivia,BOL,1973,7.45481014251709
Bolivia,BOL,1974,9.2763500213623
Bolivia,BOL,1989,20.3083095550537
Bolivia,BOL,1996,24.9384307861328
Bolivia,BOL,1998,28.7123699188232
Bolivia,BOL,1999,31.0894603729248
Bolivia,BOL,2000,33.5622901916504
Bolivia,BOL,2001,35.7224082946777
Bolivia,BOL,2002,36.1921806335449
Bolivia,BOL,2003,38.7257614135742
Bolivia,BOL,2004,39.0947303771973
Bolivia,BOL,2007,38.3905715942383
Bosnia and Herzegovina,BIH,2000,20.9500503540039
Bosnia and Herzegovina,BIH,2001,22.4563407897949
Bosnia and Herzegovina,BIH,2002,22.1083106994629
Bosnia and Herzegovina,BIH,2003,23.4511604309082
Bosnia and Herzegovina,BIH,2004,25.0855102539063
Bosnia and Herzegovina,BIH,2005,27.323600769043
Bosnia and Herzegovina,BIH,2006,29.7244606018066
Bosnia and Herzegovina,BIH,2007,32.8471183776855
Bosnia and Herzegovina,BIH,2008,35.4845085144043
Bosnia and Herzegovina,BIH,2009,36.8773384094238
Bosnia and Herzegovina,BIH,2010,36.8329200744629
Bosnia and Herzegovina,BIH,2011,39.1958694458008
Bosnia and Herzegovina,BIH,2012,41.0937805175781
Bosnia and Herzegovina,BIH,2013,45.6279296875
Bosnia and Herzegovina,BIH,2014,47.5777702331543
Botswana,BWA,1972,0.287409991025925
Botswana,BWA,1973,0.332060009241104
Botswana,BWA,1974,0.370570003986359
Botswana,BWA,1975,0.573189973831177
Botswana,BWA,1976,0.620350003242493
Botswana,BWA,1977,0.709010004997253
Botswana,BWA,1978,0.843069970607758
Botswana,BWA,1979,0.923340022563934
Botswana,BWA,1980,1.12451004981995
Botswana,BWA,1981,1.1845999956131
Botswana,BWA,1982,1.34046995639801
Botswana,BWA,1983,1.42650997638702
Botswana,BWA,1984,1.64241003990173
Botswana,BWA,1985,1.83222997188568
Botswana,BWA,1986,2.18674993515015
Botswana,BWA,1987,2.43725991249084
Botswana,BWA,1991,4.1850700378418
Botswana,BWA,1993,4.93632984161377
Botswana,BWA,1994,5.36796998977661
Botswana,BWA,1995,5.07265996932983
Botswana,BWA,1996,5.4423999786377
Botswana,BWA,1998,5.79407978057861
Botswana,BWA,1999,6.12051010131836
Botswana,BWA,2000,6.87933015823364
Botswana,BWA,2001,7.43020009994507
Botswana,BWA,2002,7.75758981704712
Botswana,BWA,2003,9.00992012023926
Botswana,BWA,2004,9.49265956878662
Botswana,BWA,2005,9.16608047485352
Botswana,BWA,2006,10.0027599334717
Botswana,BWA,2007,10.1800699234009
Botswana,BWA,2008,14.1721601486206
Botswana,BWA,2009,21.7201404571533
Botswana,BWA,2010,19.1716995239258
Botswana,BWA,2011,17.1301498413086
Botswana,BWA,2012,18.0715408325195
Botswana,BWA,2013,25.0077095031738
Botswana,BWA,2014,27.513219833374
Brazil,BRA,1999,16.0841598510742
Brazil,BRA,2001,18.1542797088623
Brazil,BRA,2002,20.6956691741943
Brazil,BRA,2003,23.2169895172119
Brazil,BRA,2004,24.4912395477295
Brazil,BRA,2005,25.9896297454834
Brazil,BRA,2007,30.7866897583008
Brazil,BRA,2008,35.5620994567871
Brazil,BRA,2009,37.0383987426758
Brazil,BRA,2011,43.459831237793
Brazil,BRA,2012,45.2390213012695
Brazil,BRA,2013,46.4465789794922
Brunei,BRN,1977,1.95187997817993
Brunei,BRN,1979,2.16195011138916
Brunei,BRN,1983,1.01311004161835
Brunei,BRN,1984,2.88634991645813
Brunei,BRN,1986,2.91464996337891
Brunei,BRN,1987,4.31762981414795
Brunei,BRN,1992,5.39973020553589
Brunei,BRN,1993,5.57087993621826
Brunei,BRN,1994,5.8205099105835
Brunei,BRN,1998,9.77842044830322
Brunei,BRN,1999,12.0186796188354
Brunei,BRN,2000,12.6911296844482
Brunei,BRN,2001,14.2457304000854
Brunei,BRN,2002,13.9814596176147
Brunei,BRN,2003,14.1646404266357
Brunei,BRN,2004,14.9325799942017
Brunei,BRN,2005,14.8332996368408
Brunei,BRN,2006,14.7575197219849
Brunei,BRN,2007,15.2461204528809
Brunei,BRN,2008,15.9543600082397
Brunei,BRN,2009,16.9794502258301
Brunei,BRN,2010,15.6548099517822
Brunei,BRN,2011,17.6265602111816
Brunei,BRN,2012,22.5534992218018
Brunei,BRN,2013,24.2856693267822
Brunei,BRN,2014,31.7253398895264
Bulgaria,BGR,1971,14.2813501358032
