Entity,Code,Year,Percentage of enrolment in primary education in private institutions (%) (%)
Arab World,,2003,6.14647006988525
Arab World,,2004,6.11569976806641
Arab World,,2005,6.32535982131958
Arab World,,2006,6.69281005859375
Arab World,,2007,7.02406978607178
Arab World,,2008,7.2217001914978
Arab World,,2009,7.54632997512817
Arab World,,2010,7.79734992980957
Arab World,,2011,7.81562995910645
Arab World,,2012,8.39883041381836
Arab World,,2013,8.79934978485107
Arab World,,2014,8.90612983703613
Argentina,ARG,1970,15.8543500900269
Argentina,ARG,1971,16.1511192321777
Argentina,ARG,1972,16.6798801422119
Argentina,ARG,1973,16.5970706939697
Argentina,ARG,1974,16.9064598083496
Argentina,ARG,1975,17.3426208496094
Argentina,ARG,1976,17.3166103363037
Argentina,ARG,1981,18.0006103515625
Argentina,ARG,1982,17.925479888916
Argentina,ARG,1984,18.6930294036865
Argentina,ARG,1985,18.6326198577881
Argentina,ARG,1986,18.7714195251465
Argentina,ARG,1987,18.8961601257324
Argentina,ARG,1988,18.8646697998047
Argentina,ARG,1994,20.5174503326416
Argentina,ARG,1996,20.3407402038574
Argentina,ARG,1997,20.942720413208
Argentina,ARG,1998,20.6977996826172
Argentina,ARG,1999,19.5295295715332
Argentina,ARG,2000,19.9244594573975
Argentina,ARG,2001,19.7511100769043
Argentina,ARG,2002,19.5556907653809
Argentina,ARG,2003,19.7878093719482
Argentina,ARG,2004,20.2285404205322
Argentina,ARG,2005,21.0695495605469
Argentina,ARG,2006,21.1949291229248
Argentina,ARG,2007,21.8456401824951
Argentina,ARG,2008,22.6905097961426
Argentina,ARG,2009,23.1661701202393
Argentina,ARG,2010,23.6371002197266
Argentina,ARG,2011,23.9507503509521
Argentina,ARG,2012,24.7365093231201
Argentina,ARG,2013,25.323070526123
Armenia,ARM,1998,0.0597699992358685
Armenia,ARM,1999,0.239120006561279
Armenia,ARM,2002,0.647270023822784
Armenia,ARM,2003,0.544420003890991
Armenia,ARM,2004,0.883679986000061
Armenia,ARM,2005,1.24651002883911
Armenia,ARM,2006,1.69626998901367
Armenia,ARM,2007,1.55473005771637
Armenia,ARM,2008,1.52986001968384
Armenia,ARM,2009,1.76113998889923
Armenia,ARM,2011,1.54992997646332
Armenia,ARM,2012,1.59024000167847
Armenia,ARM,2013,1.83378994464874
Armenia,ARM,2014,1.85661995410919
Aruba,ABW,1999,82.9375534057617
Aruba,ABW,2000,82.4462890625
Aruba,ABW,2001,80.8923263549805
Aruba,ABW,2002,80.6808929443359
Aruba,ABW,2003,80.236442565918
Aruba,ABW,2004,79.5876312255859
Aruba,ABW,2005,79.248779296875
Aruba,ABW,2006,78.7873001098633
Aruba,ABW,2007,77.8465118408203
Aruba,ABW,2008,77.1574096679688
Aruba,ABW,2009,75.0100631713867
Aruba,ABW,2010,74.0211029052734
Aruba,ABW,2011,75.8450393676758
Aruba,ABW,2012,74.4711990356445
Aruba,ABW,2013,73.0082626342773
Aruba,ABW,2014,73.4209518432617
Australia,AUS,1971,21.8591899871826
Australia,AUS,1980,19.7169704437256
Australia,AUS,1981,20.379280090332
Australia,AUS,1983,21.7080593109131
Australia,AUS,1984,22.536750793457
Australia,AUS,1985,23.4030704498291
Australia,AUS,1986,23.9973392486572
Australia,AUS,1987,24.2985000610352
Australia,AUS,1988,24.559139251709
Australia,AUS,1989,24.7782001495361
Australia,AUS,1990,24.8734703063965
Australia,AUS,1991,24.9442596435547
Australia,AUS,1992,24.9699306488037
Australia,AUS,1993,25.0548305511475
Australia,AUS,1994,25.3534908294678
Australia,AUS,1995,25.7620601654053
Australia,AUS,1996,26.0129299163818
Australia,AUS,1997,26.3382301330566
Australia,AUS,1998,26.6022090911865
Australia,AUS,1999,26.8631496429443
Australia,AUS,2000,27.21875
Australia,AUS,2001,27.6041793823242
Australia,AUS,2002,27.9659099578857
Australia,AUS,2003,28.302209854126
Australia,AUS,2004,28.676549911499
Australia,AUS,2005,29.0979404449463
Australia,AUS,2006,29.4548206329346
Australia,AUS,2007,29.8456592559814
Australia,AUS,2008,30.2628593444824
Australia,AUS,2009,30.5496006011963
Australia,AUS,2010,30.8721504211426
Australia,AUS,2011,31.081579208374
Australia,AUS,2012,31.0847301483154
Australia,AUS,2013,31.0443096160889
Australia,AUS,2014,30.9073696136475
Austria,AUT,1973,2.66242003440857
Austria,AUT,1974,2.78362011909485
Austria,AUT,1975,2.87898993492126
Austria,AUT,1981,3.3654100894928
Austria,AUT,1982,3.47883009910584
Austria,AUT,1983,3.68190002441406
Austria,AUT,1984,3.69472002983093
Austria,AUT,1985,3.81353998184204
Austria,AUT,1986,3.93835997581482
Austria,AUT,1987,3.79373002052307
Austria,AUT,1988,3.81770992279053
Austria,AUT,1989,3.829509973526
Austria,AUT,1990,3.89258003234863
Austria,AUT,1991,3.96504998207092
Austria,AUT,1992,3.9651300907135
Austria,AUT,1993,4.47704982757568
Austria,AUT,1994,4.29946994781494
Austria,AUT,1995,4.33183002471924
Austria,AUT,1996,4.32009983062744
Austria,AUT,1997,4.3044900894165
Austria,AUT,1998,4.27241992950439
Austria,AUT,1999,4.26362991333008
Austria,AUT,2000,4.22596979141235
Austria,AUT,2001,4.2419900894165
Austria,AUT,2002,4.30754995346069
Austria,AUT,2003,4.4161901473999
Austria,AUT,2004,4.5304799079895
Austria,AUT,2005,4.680260181427
Austria,AUT,2006,4.85767984390259
Austria,AUT,2007,5.20894002914429
Austria,AUT,2008,5.4491400718689
Austria,AUT,2009,5.63297986984253
Austria,AUT,2010,5.74029016494751
Austria,AUT,2011,5.8093900680542
Austria,AUT,2012,5.87633991241455
Austria,AUT,2013,5.88486003875732
Austria,AUT,2014,5.9918098449707
Azerbaijan,AZE,2003,0.0844800025224686
Azerbaijan,AZE,2004,0.136899992823601
Azerbaijan,AZE,2005,0.170389994978905
Azerbaijan,AZE,2006,0.220770001411438
Azerbaijan,AZE,2007,0.260969996452332
Azerbaijan,AZE,2008,0.311260014772415
Azerbaijan,AZE,2009,0.333099991083145
Azerbaijan,AZE,2010,0.318549990653992
Azerbaijan,AZE,2011,0.304280012845993
Azerbaijan,AZE,2012,0.312730014324188
Azerbaijan,AZE,2014,0.459719985723495
Bahamas,BHS,1971,16.8004493713379
Bahamas,BHS,1972,19.0402202606201
Bahamas,BHS,1981,21.498140335083
Bahamas,BHS,1983,22.1405792236328
Bahamas,BHS,1985,23.0388298034668
Bahamas,BHS,1986,22.4610290527344
Bahamas,BHS,1995,24.7987899780273
Bahamas,BHS,1996,22.0431709289551
Bahamas,BHS,1997,23.7974491119385
Bahamas,BHS,1998,22.021240234375
Bahamas,BHS,2002,24.5922794342041
Bahamas,BHS,2004,24.9653491973877
Bahamas,BHS,2005,27.5114707946777
Bahamas,BHS,2006,26.3132991790771
Bahamas,BHS,2007,29.1983203887939
Bahamas,BHS,2008,30.1930294036865
Bahamas,BHS,2009,30.3800392150879
Bahamas,BHS,2010,29.5906105041504
Bahrain,BHR,1971,5.09932994842529
Bahrain,BHR,1972,6.40258979797363
Bahrain,BHR,1973,6.20280981063843
Bahrain,BHR,1974,7.16773986816406
Bahrain,BHR,1981,8.86874961853027
Bahrain,BHR,1982,9.26406955718994
Bahrain,BHR,1983,7.88179016113281
Bahrain,BHR,1984,10.79421043396
Bahrain,BHR,1985,10.5412998199463
Bahrain,BHR,1986,11.1529703140259
Bahrain,BHR,1987,10.7150201797485
Bahrain,BHR,1988,11.434700012207
Bahrain,BHR,1989,13.3113899230957
Bahrain,BHR,1991,13.2018003463745
Bahrain,BHR,1992,14.2741498947144
Bahrain,BHR,1993,15.9917602539063
Bahrain,BHR,1994,17.1727199554443
Bahrain,BHR,1995,17.9056797027588
Bahrain,BHR,1996,17.2489891052246
Bahrain,BHR,1997,17.0824394226074
Bahrain,BHR,1998,17.3539695739746
Bahrain,BHR,1999,18.775390625
Bahrain,BHR,2000,19.0825996398926
Bahrain,BHR,2001,19.7148895263672
Bahrain,BHR,2002,21.1184692382813
Bahrain,BHR,2003,21.7873401641846
Bahrain,BHR,2004,22.5576705932617
Bahrain,BHR,2005,23.6701507568359
Bahrain,BHR,2006,24.7355709075928
Bahrain,BHR,2008,27.8112106323242
Bahrain,BHR,2009,29.5748805999756
Bahrain,BHR,2010,31.1309700012207
Bahrain,BHR,2011,32.4566307067871
Bahrain,BHR,2012,32.8535194396973
Bahrain,BHR,2013,33.8548889160156
Bahrain,BHR,2014,34.5933799743652
Bangladesh,BGD,1970,5.84932994842529
Bangladesh,BGD,1971,27.9932994842529
Bangladesh,BGD,1972,27.8960494995117
Bangladesh,BGD,1973,25.506139755249
Bangladesh,BGD,1975,4.05519008636475
Bangladesh,BGD,1976,9.13276958465576
Bangladesh,BGD,1977,10.9220199584961
Bangladesh,BGD,1978,15.2607402801514
Bangladesh,BGD,1979,15.2312297821045
Bangladesh,BGD,1980,14.636269569397
Bangladesh,BGD,1981,11.2673597335815
Bangladesh,BGD,1983,11.6278600692749
Bangladesh,BGD,1984,11.6278600692749
Bangladesh,BGD,1985,11.0000095367432
Bangladesh,BGD,1986,10.9183902740479
Bangladesh,BGD,1987,10.9184103012085
Bangladesh,BGD,1988,13.2190704345703
Bangladesh,BGD,1989,13.6003904342651
Bangladesh,BGD,1990,15.1730604171753
Bangladesh,BGD,2005,41.6517715454102
Bangladesh,BGD,2006,42.6572914123535
Bangladesh,BGD,2007,42.4510192871094
Bangladesh,BGD,2008,40.3315010070801
Bangladesh,BGD,2009,40.9504508972168
Bangladesh,BGD,2011,41.9643516540527
Barbados,BRB,1983,9.72410011291504
Barbados,BRB,1984,9.00442981719971
Barbados,BRB,1985,8.46457004547119
Barbados,BRB,1989,4.97228002548218
Barbados,BRB,1990,7.6869101524353
Barbados,BRB,1992,9.65044021606445
Barbados,BRB,2000,9.84270000457764
Barbados,BRB,2002,11.3490600585938
Barbados,BRB,2003,10.9517202377319
Barbados,BRB,2004,10.9643001556396
Barbados,BRB,2005,11.6859197616577
Barbados,BRB,2006,11.7537097930908
Barbados,BRB,2007,10.4454498291016
Barbados,BRB,2008,11.1646003723145
Barbados,BRB,2009,11.0441303253174
Barbados,BRB,2010,11.3200101852417
Barbados,BRB,2011,11.2399501800537
Barbados,BRB,2014,12.8808298110962
Belarus,BLR,1998,0.0719000026583672
Belarus,BLR,1999,0.0925500020384789
Belarus,BLR,2000,0.088869996368885
Belarus,BLR,2001,0.0880699977278709
Belarus,BLR,2002,0.0769700035452843
Belarus,BLR,2003,0.0617799982428551
Belarus,BLR,2004,0.0730499997735024
Belarus,BLR,2005,0.0716599971055985
Belarus,BLR,2006,0.0568300001323223
Belarus,BLR,2007,0.0486899986863136
Belarus,BLR,2008,0.04746999964118
Belarus,BLR,2009,0.0544000007212162
Belarus,BLR,2010,0.060649998486042
Belarus,BLR,2011,0.0604900009930134
Belarus,BLR,2012,0.0548599995672703
Belarus,BLR,2013,0.0756400004029274
Belarus,BLR,2014,0.0797199979424477
Belgium,BEL,1971,51.6663093566895
Belgium,BEL,1972,51.3528709411621
Belgium,BEL,1973,53.9839096069336
Belgium,BEL,1974,52.1952896118164
Belgium,BEL,1975,52.1607284545898
Belgium,BEL,1976,51.5710601806641
Belgium,BEL,1981,53.0020217895508
Belgium,BEL,1982,52.9887619018555
Belgium,BEL,1983,52.9912605285645
Belgium,BEL,1984,53.4123802185059
Belgium,BEL,1985,50.6894989013672
Belgium,BEL,1986,54.6029815673828
Belgium,BEL,1987,55.1553192138672
Belgium,BEL,1988,55.6312599182129
Belgium,BEL,1989,55.7695388793945
Belgium,BEL,1990,56.0449409484863
Belgium,BEL,1991,55.9834098815918
Belgium,BEL,1992,55.9401588439941
Belgium,BEL,1993,55.8393898010254
Belgium,BEL,1994,55.6343688964844
Belgium,BEL,1995,55.3353691101074
Belgium,BEL,1996,55.1851387023926
Belgium,BEL,1999,55.0530090332031
Belgium,BEL,2000,54.4482498168945
Belgium,BEL,2001,54.4066581726074
Belgium,BEL,2002,54.3068618774414
Belgium,BEL,2003,54.1783790588379
Belgium,BEL,2004,54.6596183776855
Belgium,BEL,2005,54.5525207519531
Belgium,BEL,2006,54.4255790710449
Belgium,BEL,2007,54.2639312744141
Belgium,BEL,2008,54.0821113586426
Belgium,BEL,2009,54.0604705810547
Belgium,BEL,2010,53.829460144043
Belgium,BEL,2011,53.7555313110352
Belgium,BEL,2012,53.593090057373
Belgium,BEL,2013,54.2579383850098
Belgium,BEL,2014,54.3250198364258
Belize,BLZ,2000,87.1840667724609
Belize,BLZ,2001,87.0552062988281
Belize,BLZ,2003,87.0557632446289
Belize,BLZ,2004,81.6883010864258
Belize,BLZ,2005,85.38818359375
Belize,BLZ,2006,83.1621322631836
Belize,BLZ,2007,94.5450668334961
Belize,BLZ,2008,95.189826965332
Belize,BLZ,2009,82.579948425293
Belize,BLZ,2010,82.2165222167969
Belize,BLZ,2011,82.4105682373047
Belize,BLZ,2012,83.0370330810547
Belize,BLZ,2013,82.3026962280273
Belize,BLZ,2014,81.9981536865234
Benin,BEN,1981,3.39407992362976
Benin,BEN,1989,3.66689991950989
Benin,BEN,1991,3.43011999130249
Benin,BEN,1992,3.78677010536194
Benin,BEN,1993,5.0721001625061
Benin,BEN,1994,4.27784013748169
Benin,BEN,1995,4.75011014938354
Benin,BEN,1996,5.4500298500061
Benin,BEN,1997,5.83306980133057
Benin,BEN,1998,7.67247009277344
Benin,BEN,1999,7.24108982086182
Benin,BEN,2000,10.0796403884888
Benin,BEN,2001,7.95650005340576
Benin,BEN,2002,7.28107023239136
Benin,BEN,2003,5.53132009506226
Benin,BEN,2004,10.8083400726318
Benin,BEN,2005,11.7619495391846
Benin,BEN,2006,13.1422901153564
Benin,BEN,2008,9.13920021057129
Benin,BEN,2009,11.6267995834351
Benin,BEN,2010,13.1964702606201
Benin,BEN,2011,15.7433004379272
Benin,BEN,2012,16.3951797485352
Benin,BEN,2013,16.9622001647949
Benin,BEN,2014,18.4814395904541
Bermuda,BMU,1972,12.0645198822021
Bermuda,BMU,1973,14.2741298675537
Bermuda,BMU,1974,16.5205307006836
Bermuda,BMU,1975,16.1005897521973
Bermuda,BMU,1976,17.2297306060791
Bermuda,BMU,1977,17.145450592041
Bermuda,BMU,1981,19.5989208221436
Bermuda,BMU,1982,20.1326293945313
Bermuda,BMU,1983,20.2260894775391
Bermuda,BMU,1984,20.6871604919434
Bermuda,BMU,1985,21.0448303222656
Bermuda,BMU,1995,26.3334503173828
Bermuda,BMU,1997,29.7127304077148
Bermuda,BMU,2001,33.7971382141113
Bermuda,BMU,2002,35.1527481079102
Bermuda,BMU,2003,35.2326316833496
Bermuda,BMU,2004,35.3222503662109
Bermuda,BMU,2005,34.0756301879883
Bermuda,BMU,2006,35.4211196899414
Bermuda,BMU,2010,37.3351211547852
Bermuda,BMU,2011,37.0830497741699
Bermuda,BMU,2012,37.4525604248047
Bermuda,BMU,2013,37.336238861084
Bermuda,BMU,2014,36.7317085266113
Bhutan,BTN,1998,1.52165997028351
Bhutan,BTN,1999,1.71644997596741
Bhutan,BTN,2000,1.62411999702454
Bhutan,BTN,2001,1.43077003955841
Bhutan,BTN,2003,1.76112997531891
Bhutan,BTN,2004,1.76320004463196
Bhutan,BTN,2005,1.97469997406006
Bhutan,BTN,2006,1.99658000469208
Bhutan,BTN,2007,2.29163002967834
Bhutan,BTN,2008,2.51178002357483
Bhutan,BTN,2009,2.55966997146606
Bhutan,BTN,2010,2.72992992401123
Bhutan,BTN,2011,2.81067991256714
Bhutan,BTN,2012,2.85869002342224
Bhutan,BTN,2013,3.26485991477966
Bhutan,BTN,2014,3.53998994827271
Bolivia,BOL,2000,20.6982097625732
Bolivia,BOL,2001,20.6981792449951
Bolivia,BOL,2002,19.5891704559326
Bolivia,BOL,2003,19.5891494750977
Bolivia,BOL,2006,8.16732025146484
Bolivia,BOL,2007,8.06618976593018
Bolivia,BOL,2008,8.11752986907959
Bolivia,BOL,2009,8.17988014221191
Bolivia,BOL,2010,8.28013038635254
Bolivia,BOL,2011,8.45816993713379
Bolivia,BOL,2012,8.84076976776123
Bolivia,BOL,2013,9.21175003051758
Bosnia and Herzegovina,BIH,2010,1.21582996845245
Bosnia and Herzegovina,BIH,2011,1.52128994464874
Bosnia and Herzegovina,BIH,2012,1.21353995800018
Bosnia and Herzegovina,BIH,2013,1.31853997707367
Bosnia and Herzegovina,BIH,2014,1.51159000396729
Botswana,BWA,1970,5.15890979766846
Botswana,BWA,1971,5.941969871521
Botswana,BWA,1972,6.38362979888916
Botswana,BWA,1973,6.01710987091064
Botswana,BWA,1974,6.02442979812622
Botswana,BWA,1975,5.425950050354
Botswana,BWA,1980,4.70584011077881
Botswana,BWA,1981,4.37320995330811
Botswana,BWA,1983,5.79999017715454
Botswana,BWA,1984,3.15055990219116
Botswana,BWA,1985,5.64291000366211
Botswana,BWA,1987,5.22820997238159
Botswana,BWA,1988,4.98676013946533
Botswana,BWA,1989,6.0968599319458
Botswana,BWA,1990,5.16902017593384
Botswana,BWA,1992,3.94285988807678
Botswana,BWA,1994,6.14423990249634
Botswana,BWA,1995,3.96979999542236
Botswana,BWA,1996,3.81069993972778
Botswana,BWA,1997,4.49252986907959
Botswana,BWA,1998,4.26212978363037
Botswana,BWA,1999,4.6571102142334
Botswana,BWA,2000,4.88555002212524
Botswana,BWA,2001,4.67686986923218
Botswana,BWA,2004,5.12698984146118
Botswana,BWA,2006,5.32932996749878
Botswana,BWA,2007,5.02873992919922
Botswana,BWA,2008,5.24182987213135
Botswana,BWA,2009,5.81633996963501
Botswana,BWA,2012,6.10577011108398
Botswana,BWA,2013,6.80251979827881
Brazil,BRA,1970,9.00697994232178
Brazil,BRA,1999,8.4639196395874
Brazil,BRA,2000,8.33108997344971
Brazil,BRA,2001,8.05601978302002
Brazil,BRA,2002,8.72605991363525
Brazil,BRA,2003,9.12038993835449
Brazil,BRA,2004,9.93344020843506
Brazil,BRA,2005,10.2803602218628
Brazil,BRA,2007,10.6691598892212
Brazil,BRA,2008,12.0762796401978
Brazil,BRA,2009,12.812689781189
Brazil,BRA,2010,13.7780704498291
Brazil,BRA,2011,14.6898002624512
Brazil,BRA,2012,15.8553104400635
Brazil,BRA,2013,16.1735401153564
Brunei,BRN,1970,26.1050090789795
Brunei,BRN,1971,25.1145095825195
Brunei,BRN,1972,24.4943199157715
Brunei,BRN,1973,23.5863800048828
Brunei,BRN,1974,22.5810604095459
Brunei,BRN,1975,22.7872104644775
Brunei,BRN,1976,24.2862701416016
Brunei,BRN,1980,28.505880355835
Brunei,BRN,1981,29.769229888916
Brunei,BRN,1982,30.0233592987061
Brunei,BRN,1983,31.4637908935547
Brunei,BRN,1984,31.2396392822266
Brunei,BRN,1986,28.7889003753662
Brunei,BRN,1987,28.1408500671387
Brunei,BRN,1988,23.4624900817871
Brunei,BRN,1989,24.2837791442871
Brunei,BRN,1991,25.3615207672119
Brunei,BRN,1992,26.3938503265381
Brunei,BRN,1993,28.6429691314697
Brunei,BRN,1994,29.7752494812012
Brunei,BRN,1995,31.7514991760254
Brunei,BRN,1996,33.1847305297852
Brunei,BRN,1997,34.474048614502
Brunei,BRN,1998,35.5374794006348
Brunei,BRN,1999,36.0093383789063
Brunei,BRN,2000,35.0994987487793
Brunei,BRN,2001,33.7671699523926
Brunei,BRN,2002,34.8090515136719
Brunei,BRN,2003,35.8786392211914
Brunei,BRN,2004,35.9428215026855
Brunei,BRN,2005,35.7189407348633
Brunei,BRN,2006,36.3819808959961
Brunei,BRN,2007,36.5026512145996
Brunei,BRN,2008,37.2919692993164
Brunei,BRN,2009,36.7068786621094
Brunei,BRN,2010,36.4107208251953
Brunei,BRN,2011,36.612060546875
Brunei,BRN,2012,37.2699012756348
Brunei,BRN,2013,38.2157287597656
Brunei,BRN,2014,39.2326812744141
Bulgaria,BGR,1996,0.266869992017746
Bulgaria,BGR,1997,0.273739993572235
Bulgaria,BGR,1999,0.345860004425049
Bulgaria,BGR,2000,0.323000013828278
Bulgaria,BGR,2001,0.310400009155273
Bulgaria,BGR,2002,0.345239996910095
Bulgaria,BGR,2003,0.373560011386871
Bulgaria,BGR,2004,0.380309998989105
Bulgaria,BGR,2005,0.444110006093979
Bulgaria,BGR,2007,0.546370029449463
Bulgaria,BGR,2008,0.633419990539551
Bulgaria,BGR,2009,0.737529993057251
Bulgaria,BGR,2010,0.764769971370697
Bulgaria,BGR,2011,0.737789988517761
Bulgaria,BGR,2012,0.754840016365051
Bulgaria,BGR,2013,0.792750000953674
Bulgaria,BGR,2014,0.796239972114563
Burkina Faso,BFA,1971,3.49782991409302
Burkina Faso,BFA,1972,3.93049001693726
Burkina Faso,BFA,1973,4.12906980514526
Burkina Faso,BFA,1974,4.86611986160278
Burkina Faso,BFA,1975,6.53449010848999
Burkina Faso,BFA,1976,7.24410009384155
Burkina Faso,BFA,1977,7.1869797706604
Burkina Faso,BFA,1981,8.3861198425293
Burkina Faso,BFA,1982,9.08850955963135
Burkina Faso,BFA,1983,8.3953104019165
Burkina Faso,BFA,1984,8.24083042144775
Burkina Faso,BFA,1985,8.28495979309082
Burkina Faso,BFA,1986,8.71870040893555
Burkina Faso,BFA,1987,9.07703018188477
Burkina Faso,BFA,1988,9.58905982971191
Burkina Faso,BFA,1989,9.67815971374512
Burkina Faso,BFA,1990,9.11816024780273
Burkina Faso,BFA,1991,8.64943981170654
Burkina Faso,BFA,1992,7.9605598449707
Burkina Faso,BFA,1993,7.13185977935791
Burkina Faso,BFA,1994,7.28911018371582
Burkina Faso,BFA,1995,7.58080005645752
Burkina Faso,BFA,1996,8.41147041320801
Burkina Faso,BFA,1998,10.1775598526001
Burkina Faso,BFA,1999,10.8284902572632
Burkina Faso,BFA,2000,11.3910503387451
Burkina Faso,BFA,2001,12.0284099578857
Burkina Faso,BFA,2002,12.6726903915405
Burkina Faso,BFA,2003,13.0355195999146
Burkina Faso,BFA,2004,12.9633598327637
Burkina Faso,BFA,2005,13.7511701583862
Burkina Faso,BFA,2006,13.6555404663086
Burkina Faso,BFA,2007,13.5807199478149
Burkina Faso,BFA,2008,13.0978498458862
Burkina Faso,BFA,2009,14.2289199829102
Burkina Faso,BFA,2010,14.1657400131226
Burkina Faso,BFA,2011,14.4767503738403
Burkina Faso,BFA,2012,15.5709104537964
Burkina Faso,BFA,2013,16.4825801849365
Burkina Faso,BFA,2014,17.316219329834
Burundi,BDI,1971,93.9408416748047
Burundi,BDI,1972,93.3826370239258
Burundi,BDI,1975,92.433479309082
Burundi,BDI,1981,4.28874015808105
Burundi,BDI,1983,2.85794997215271
Burundi,BDI,1984,2.06353998184204
Burundi,BDI,1985,1.66109001636505
Burundi,BDI,1986,1.24010002613068
Burundi,BDI,1987,0.971430003643036
Burundi,BDI,1988,0.834619998931885
Burundi,BDI,1989,0.657859981060028
Burundi,BDI,1990,0.877390027046204
Burundi,BDI,1991,0.765320003032684
Burundi,BDI,1992,0.726580023765564
Burundi,BDI,1993,1.00155997276306
Burundi,BDI,2001,1.29732000827789
Burundi,BDI,2002,1.3408499956131
Burundi,BDI,2003,1.63232004642487
Burundi,BDI,2004,1.60135996341705
Burundi,BDI,2005,1.38803994655609
Burundi,BDI,2006,1.17364001274109
Burundi,BDI,2007,1.13700997829437
Burundi,BDI,2008,1.09635996818542
Burundi,BDI,2009,1.10167002677917
Burundi,BDI,2010,1.10688996315002
Burundi,BDI,2011,1.23034000396729
Burundi,BDI,2012,1.23971998691559
Burundi,BDI,2013,1.24260997772217
Cambodia,KHM,1971,3.28665995597839
Cambodia,KHM,1972,1.51314997673035
Cambodia,KHM,1973,2.38858008384705
Cambodia,KHM,1999,1.57129001617432
Cambodia,KHM,2000,1.61784994602203
Cambodia,KHM,2001,0.947409987449646
Cambodia,KHM,2002,0.851870000362396
Cambodia,KHM,2003,0.891089975833893
Cambodia,KHM,2004,0.571940004825592
Cambodia,KHM,2005,0.491320013999939
Cambodia,KHM,2006,0.921019971370697
Cambodia,KHM,2007,0.7464399933815
Cambodia,KHM,2008,1.26031005382538
Cambodia,KHM,2009,1.17588996887207
Cambodia,KHM,2010,1.4026700258255
Cambodia,KHM,2011,1.48701000213623
