Entity,Code,Year,Hydropower (%)
Argentina,ARG,1969,-10.447761194029859
Argentina,ARG,1970,14.333333333333332
Argentina,ARG,1971,0.5830903790087438
Argentina,ARG,1972,-2.608695652173887
Argentina,ARG,1973,99.40476190476191
Argentina,ARG,1974,67.91044776119399
Argentina,ARG,1975,3.2888888888888967
Argentina,ARG,1976,-3.7865748709122182
Argentina,ARG,1977,15.474060822898018
Argentina,ARG,1978,34.31448489542992
Argentina,ARG,1979,37.48558246828142
Argentina,ARG,1980,42.114093959731534
Argentina,ARG,1981,-3.1582054309326923
Argentina,ARG,1982,20.664431575739073
Argentina,ARG,1983,4.066683505935864
Argentina,ARG,1984,7.912621359223304
Argentina,ARG,1985,5.12820512820511
Argentina,ARG,1986,1.7051941377834945
Argentina,ARG,1987,3.8307484980122153
Argentina,ARG,1988,-28.71421190678596
Argentina,ARG,1989,-16.5459892484215
Argentina,ARG,1990,37.96160139059446
Argentina,ARG,1991,-9.516894381033424
Argentina,ARG,1992,22.09796011401961
Argentina,ARG,1993,19.093051215657255
Argentina,ARG,1994,18.752808763605056
Argentina,ARG,1995,1.7350195302489269
Argentina,ARG,1996,-8.830306733484994
Argentina,ARG,1997,27.306718545452036
Argentina,ARG,1998,-1.841272970467711
Argentina,ARG,1999,-18.172092151906693
Argentina,ARG,2000,28.28465659006394
Argentina,ARG,2001,23.121731768382837
Argentina,ARG,2002,-1.0409979795967805
Argentina,ARG,2003,-5.7563045136248
Argentina,ARG,2004,-9.409402287622449
Argentina,ARG,2005,11.149410031966568
Argentina,ARG,2006,10.861243247371766
Argentina,ARG,2007,-13.48569594935498
Argentina,ARG,2008,-1.4361039659642638
Argentina,ARG,2009,9.634667587311686
Argentina,ARG,2010,-0.5884804901153284
Argentina,ARG,2011,-2.2247983613078115
Argentina,ARG,2012,-6.975101538538375
Argentina,ARG,2013,10.369888270881855
Argentina,ARG,2014,0.40294840477328453
Argentina,ARG,2015,2.219312843971566
Argentina,ARG,2016,-8.418556289745426
Argentina,ARG,2017,8.596621271317417
Argentina,ARG,2018,0.2563032686689004
Australia,AUS,1966,-4.482758620689642
Australia,AUS,1967,3.5499398315282704
Australia,AUS,1968,4.5322486926205885
Australia,AUS,1969,9.22734852695941
Australia,AUS,1970,17.11820921119591
Australia,AUS,1971,13.14322032285451
Australia,AUS,1972,0.39862548622331406
Australia,AUS,1973,6.340386614083293
Australia,AUS,1974,12.926109252677032
Australia,AUS,1975,7.307822066841929
Australia,AUS,1976,-4.929826574234852
Australia,AUS,1977,-4.309132996122278
Australia,AUS,1978,8.353539252043918
Australia,AUS,1979,-2.925271398115037
Australia,AUS,1980,-5.47139376680621
Australia,AUS,1981,2.9684260669720297
Australia,AUS,1982,-7.904100855945906
Australia,AUS,1983,-5.063970937966211
Australia,AUS,1984,8.267320213662899
Australia,AUS,1985,6.2057365280166366
Australia,AUS,1986,0.6118011020547653
Australia,AUS,1987,-2.9374640597993884
Australia,AUS,1988,5.293509616896452
Australia,AUS,1989,-0.5635000578390392
Australia,AUS,1990,3.548777515344659
Australia,AUS,1991,6.0571157369173845
Australia,AUS,1992,1.8398441167808866
Australia,AUS,1993,2.794592751781244
Australia,AUS,1994,-1.446268404596296
Australia,AUS,1995,-3.213622288070006
Australia,AUS,1996,2.159170885976014
Australia,AUS,1997,-0.10019726448619037
Australia,AUS,1998,-0.9685002416190858
Australia,AUS,1999,3.0605140035734335
Australia,AUS,2000,1.136258941606405
Australia,AUS,2001,-2.0830170461315967
Australia,AUS,2002,-0.17676062318374708
Australia,AUS,2003,0.7179248164862484
Australia,AUS,2004,-3.231845930075161
Australia,AUS,2005,-1.4085225195847428
Australia,AUS,2006,-3.3661586544597166
Australia,AUS,2007,-12.687436016028897
Australia,AUS,2008,-9.455166890473155
Australia,AUS,2009,6.998641570740682
Australia,AUS,2010,8.732365383407803
Australia,AUS,2011,42.83427906446428
Australia,AUS,2012,-12.992767649648606
Australia,AUS,2013,12.064625663086815
Australia,AUS,2014,-24.091099048886488
Australia,AUS,2015,-4.011835949982823
Australia,AUS,2016,26.775876414155842
Australia,AUS,2017,-23.46441836917661
Australia,AUS,2018,27.584140946963707
Austria,AUT,1966,7.759746321372907
Austria,AUT,1967,2.1175927528249705
Austria,AUT,1968,2.7517233536826113
Austria,AUT,1969,-8.067088261225086
Austria,AUT,1970,27.345974411892882
Austria,AUT,1971,-20.994189678767295
Austria,AUT,1972,2.7794127387795076
Austria,AUT,1973,11.115481610041943
Austria,AUT,1974,18.23605355584501
Austria,AUT,1975,4.768362378997404
Austria,AUT,1976,-13.572485213055662
Austria,AUT,1977,21.1771112901989
Austria,AUT,1978,0.0802542596543665
Austria,AUT,1979,12.653964582770216
Austria,AUT,1980,3.6057486933202654
Austria,AUT,1981,5.968416240558128
Austria,AUT,1982,0.15884696642674
Austria,AUT,1983,-0.9386237131477015
Austria,AUT,1984,-12.27438795719108
Austria,AUT,1985,14.620654557102908
Austria,AUT,1986,0.4184577964122749
Austria,AUT,1987,14.509689975318828
Austria,AUT,1988,-0.23709455117569833
Austria,AUT,1989,-0.6278536325242223
Austria,AUT,1990,-10.185810965943476
Austria,AUT,1991,-0.2081944850582773
Austria,AUT,1992,10.828981610961975
Austria,AUT,1993,5.329243232852399
Austria,AUT,1994,-2.7190869929771155
Austria,AUT,1995,3.8079451083685045
Austria,AUT,1996,-7.69173099125926
Austria,AUT,1997,5.521279139959967
Austria,AUT,1998,2.9304718328436064
Austria,AUT,1999,9.514183773453988
Austria,AUT,2000,2.7925167194609024
Austria,AUT,2001,-3.2990257915529564
Austria,AUT,2002,-0.5647660828844159
Austria,AUT,2003,-17.431104179285196
Austria,AUT,2004,10.679788670417722
Austria,AUT,2005,0.9054261943707953
Austria,AUT,2006,-3.8793589541230022
Austria,AUT,2007,3.9218217762548857
Austria,AUT,2008,3.440985033105637
Austria,AUT,2009,6.696703378668323
Austria,AUT,2010,-6.193432807433785
Austria,AUT,2011,-10.750696796267434
Austria,AUT,2012,27.935973145127523
Austria,AUT,2013,-4.012357748487405
Austria,AUT,2014,-2.4645743679070353
Austria,AUT,2015,-9.64327232170884
Austria,AUT,2016,7.527048979571416
Austria,AUT,2017,-3.7015877810559927
Austria,AUT,2018,-2.194474540464786
Azerbaijan,AZE,1986,-38.72053872053872
Azerbaijan,AZE,1987,0
Azerbaijan,AZE,1988,-13.186813186813174
Azerbaijan,AZE,1989,0
Azerbaijan,AZE,1990,137.44560063291135
Azerbaijan,AZE,1991,6.109770928503866
Azerbaijan,AZE,1992,-0.6820895378377823
Azerbaijan,AZE,1993,38.84278598976192
Azerbaijan,AZE,1994,-24.567188674742813
Azerbaijan,AZE,1995,-14.972677723635163
Azerbaijan,AZE,1996,-1.2210796530019996
Azerbaijan,AZE,1997,11.385816676668847
Azerbaijan,AZE,1998,13.96028027597287
Azerbaijan,AZE,1999,-22.808816062854987
Azerbaijan,AZE,2000,1.8592298435450294
Azerbaijan,AZE,2001,-15.189048247407989
Azerbaijan,AZE,2002,55.265180593991325
Azerbaijan,AZE,2003,22.27722773252001
Azerbaijan,AZE,2004,11.538461524698217
Azerbaijan,AZE,2005,9.234119744308744
Azerbaijan,AZE,2006,-16.328836255333734
Azerbaijan,AZE,2007,-6.1159650103640555
Azerbaijan,AZE,2008,-5.583756358463177
Azerbaijan,AZE,2009,3.422938951925114
Azerbaijan,AZE,2010,49.293883299980344
Azerbaijan,AZE,2011,-22.35731078164752
Azerbaijan,AZE,2012,-31.945586348041
Azerbaijan,AZE,2013,-18.226249224590664
Azerbaijan,AZE,2014,-12.719092251975962
Azerbaijan,AZE,2015,25.990613509936168
Azerbaijan,AZE,2016,19.65190830056187
Azerbaijan,AZE,2017,-10.866125596740527
Azerbaijan,AZE,2018,1.2339668797805015
Bangladesh,BGD,1973,89.14285988468902
Bangladesh,BGD,1974,-26.5861022954911
Bangladesh,BGD,1975,79.42386665124424
Bangladesh,BGD,1976,13.302752842236764
Bangladesh,BGD,1977,-11.538462020177498
Bangladesh,BGD,1978,15.789473577757418
Bangladesh,BGD,1979,16.007905310948466
Bangladesh,BGD,1980,-0.6814308255484347
Bangladesh,BGD,1981,7.204116242803482
Bangladesh,BGD,1982,-16.3199999728472
Bangladesh,BGD,1983,26.577438501556028
Bangladesh,BGD,1984,35.498489292868605
Bangladesh,BGD,1985,-17.61427002875895
Bangladesh,BGD,1986,-39.106901094049086
Bangladesh,BGD,1987,14.888888869247108
Bangladesh,BGD,1988,30.560928028181866
Bangladesh,BGD,1989,36.29629661153471
Bangladesh,BGD,1990,-3.913043405161154
Bangladesh,BGD,1991,-5.203620030526568
Bangladesh,BGD,1992,-5.011932907390371
Bangladesh,BGD,1993,-23.618090820535333
Bangladesh,BGD,1994,39.309211143203136
Bangladesh,BGD,1995,-56.080283561226196
Bangladesh,BGD,1996,98.65591432978813
Bangladesh,BGD,1997,-2.7063598317707216
Bangladesh,BGD,1998,20.305980693503777
Bangladesh,BGD,1999,-3.6994220043008896
Bangladesh,BGD,2000,-10.084033591153773
Bangladesh,BGD,2001,32.576769226248615
Bangladesh,BGD,2002,-24.572004142486527
Bangladesh,BGD,2003,0
Bangladesh,BGD,2004,0
Bangladesh,BGD,2005,0
Bangladesh,BGD,2006,0
Bangladesh,BGD,2007,0
Bangladesh,BGD,2008,26.835780996485603
Bangladesh,BGD,2009,-56.10526316719873
Bangladesh,BGD,2010,74.82014419749736
Bangladesh,BGD,2011,19.615911825974287
Bangladesh,BGD,2012,-10.89449507574437
Bangladesh,BGD,2013,-6.257564383235293
Bangladesh,BGD,2014,-22.23091930209301
Bangladesh,BGD,2015,58.556095252990126
Bangladesh,BGD,2016,-1.5046390499174223
Bangladesh,BGD,2017,16.379172208135806
Bangladesh,BGD,2018,-13.976839799253538
Belarus,BLR,1986,0
Belarus,BLR,1987,0
Belarus,BLR,1988,0
Belarus,BLR,1989,0
Belarus,BLR,1990,0
Belarus,BLR,1991,-9.999997790299886
Belarus,BLR,1992,-5.555554191543188
Belarus,BLR,1993,11.764702823944617
Belarus,BLR,1994,0
Belarus,BLR,1995,5.263156670526259
Belarus,BLR,1996,-19.999995580599794
Belarus,BLR,1997,31.24999136835949
Belarus,BLR,1998,33.33334736317537
Belarus,BLR,1999,-32.14286277984666
Belarus,BLR,2000,42.10527662421097
Belarus,BLR,2001,11.111107473745086
Belarus,BLR,2002,-3.333332351244489
Belarus,BLR,2003,-3.448274811082075
Belarus,BLR,2004,17.85713722015334
Belarus,BLR,2005,9.090906655977982
Belarus,BLR,2006,-2.777777095771594
Belarus,BLR,2007,0
Belarus,BLR,2008,11.428568542432615
Belarus,BLR,2009,15.384623229704442
Belarus,BLR,2010,0
Belarus,BLR,2011,-6.666664702488956
Belarus,BLR,2012,71.42855940299381
Belarus,BLR,2013,91.66666871268521
Belarus,BLR,2014,-12.318840626122663
Belarus,BLR,2015,-8.264460696960574
Belarus,BLR,2016,27.927928107272116
Belarus,BLR,2017,185.21126241123898
Belarus,BLR,2018,12.90490665687023
Belgium,BEL,1966,9.926471257262136
Belgium,BEL,1967,-20.401338277089977
Belgium,BEL,1968,2.52100960487891
Belgium,BEL,1969,-5.737705170417207
Belgium,BEL,1970,6.956521789255943
Belgium,BEL,1971,-45.52845559127305
Belgium,BEL,1972,34.32835904577636
Belgium,BEL,1973,-5.000001104849994
Belgium,BEL,1974,40.35087710230021
Belgium,BEL,1975,-23.74999940153958
Belgium,BEL,1976,-40.43715738782645
Belgium,BEL,1977,105.50458153918534
Belgium,BEL,1978,-0.4464284569272281
Belgium,BEL,1979,4.932736136966387
Belgium,BEL,1980,18.803419497531593
Belgium,BEL,1981,37.05035923760389
Belgium,BEL,1982,-12.598425315585171
Belgium,BEL,1983,0.9009006617752835
Belgium,BEL,1984,4.464285855210459
Belgium,BEL,1985,-18.233618448847
Belgium,BEL,1986,19.512196173563346
Belgium,BEL,1987,25.072885955541135
Belgium,BEL,1988,-16.317016067279777
Belgium,BEL,1989,-15.041783580210598
Belgium,BEL,1990,-12.786884808831168
Belgium,BEL,1991,-13.909774061331904
Belgium,BEL,1992,48.90829530832059
Belgium,BEL,1993,-25.51319634791668
Belgium,BEL,1994,36.22047342735692
Belgium,BEL,1995,-2.312139385423162
Belgium,BEL,1996,-29.28994101408493
Belgium,BEL,1997,27.615063009087358
Belgium,BEL,1998,27.54098366831734
Belgium,BEL,1999,-12.339331803531694
Belgium,BEL,2000,34.89736202642844
Belgium,BEL,2001,-4.130435592971282
Belgium,BEL,2002,-18.367346161612286
Belgium,BEL,2003,-31.388889004829945
Belgium,BEL,2004,28.34008052254129
Belgium,BEL,2005,-9.14826534925236
Belgium,BEL,2006,24.652779019242168
Belgium,BEL,2007,8.356544928857312
Belgium,BEL,2008,5.398458445108756
Belgium,BEL,2009,-20.000000000000007
Belgium,BEL,2010,-4.8780488133506665
Belgium,BEL,2011,-37.179487088687544
Belgium,BEL,2012,82.14285521017493
Belgium,BEL,2013,6.442577831824048
Belgium,BEL,2014,-23.15789435733685
Belgium,BEL,2015,8.904108676798671
Belgium,BEL,2016,16.35220110927216
Belgium,BEL,2017,-26.99999947444972
Belgium,BEL,2018,5.4462862592461025
Brazil,BRA,1966,9.382488479262685
Brazil,BRA,1967,4.600606673407492
Brazil,BRA,1968,4.656033510552593
Brazil,BRA,1969,7.019704433497531
Brazil,BRA,1970,29.545075690448797
Brazil,BRA,1971,8.537473924049287
Brazil,BRA,1972,17.31984533012547
Brazil,BRA,1973,14.224265532557512
Brazil,BRA,1974,13.454828107929394
Brazil,BRA,1975,10.061054550325842
Brazil,BRA,1976,14.69973855911233
Brazil,BRA,1977,12.744684192113542
Brazil,BRA,1978,9.912280673015307
Brazil,BRA,1979,13.464271117761871
Brazil,BRA,1980,10.573854848023178
Brazil,BRA,1981,1.4413492194010447
Brazil,BRA,1982,7.927962351769335
Brazil,BRA,1983,7.328600191380308
Brazil,BRA,1984,9.980524819445069
Brazil,BRA,1985,7.072325978233529
Brazil,BRA,1986,2.26713384111239
Brazil,BRA,1987,1.7437876641565486
Brazil,BRA,1988,7.269935334960609
Brazil,BRA,1989,2.8112490131197765
Brazil,BRA,1990,0.9858810863861089
Brazil,BRA,1991,5.357315646964156
Brazil,BRA,1992,2.55347090517255
Brazil,BRA,1993,5.248429539596899
Brazil,BRA,1994,3.2501648515727233
Brazil,BRA,1995,4.614655648894739
Brazil,BRA,1996,4.672613770421519
Brazil,BRA,1997,4.9678480240014755
Brazil,BRA,1998,4.479661034206162
Brazil,BRA,1999,0.5252702737450488
Brazil,BRA,2000,3.8918088755439895
Brazil,BRA,2001,-11.99955323035773
Brazil,BRA,2002,6.8001612651724
Brazil,BRA,2003,6.8243781869156805
Brazil,BRA,2004,4.967314150659075
Brazil,BRA,2005,5.193244307274081
Brazil,BRA,2006,3.363035006610815
Brazil,BRA,2007,7.227427460049118
Brazil,BRA,2008,-1.1921233538022546
Brazil,BRA,2009,5.799294772529273
Brazil,BRA,2010,3.1463232213163606
Brazil,BRA,2011,6.20970473012894
Brazil,BRA,2012,-3.032861544274401
Brazil,BRA,2013,-5.862674903358823
Brazil,BRA,2014,-4.489338117121189
Brazil,BRA,2015,-3.6676003406383106
Brazil,BRA,2016,5.8842411002330675
Brazil,BRA,2017,-2.626463272282098
Brazil,BRA,2018,4.5241460901926045
Bulgaria,BGR,1966,0.44150110375276164
Bulgaria,BGR,1967,0.6593406593406348
Bulgaria,BGR,1968,-35.58951965065502
Bulgaria,BGR,1969,41.016949152542395
Bulgaria,BGR,1970,17.067307692307686
Bulgaria,BGR,1971,1.0266940451745477
Bulgaria,BGR,1972,-3.658536585365868
Bulgaria,BGR,1973,22.78481012658231
Bulgaria,BGR,1974,-19.072164948453608
Bulgaria,BGR,1975,17.834394904458595
Bulgaria,BGR,1976,20.360360360360353
Bulgaria,BGR,1977,19.311377245509
Bulgaria,BGR,1978,-17.440401505646197
Bulgaria,BGR,1979,13.981762917933139
Bulgaria,BGR,1980,11.86666666666667
Bulgaria,BGR,1981,-2.5029797377830953
Bulgaria,BGR,1982,-15.770171149144241
Bulgaria,BGR,1983,10.014513788098679
Bulgaria,BGR,1984,-2.770448548812665
Bulgaria,BGR,1985,-31.478968792401616
Bulgaria,BGR,1986,4.158415841584162
Bulgaria,BGR,1987,9.125475285171092
Bulgaria,BGR,1988,2.2648083623693527
Bulgaria,BGR,1989,3.5775127768313375
Bulgaria,BGR,1990,-30.10780213815789
Bulgaria,BGR,1991,29.978700539345414
Bulgaria,BGR,1992,-15.48545666979171
Bulgaria,BGR,1993,-5.865244944902093
Bulgaria,BGR,1994,-24.407826911244968
Bulgaria,BGR,1995,57.62942787904672
Bulgaria,BGR,1996,26.145203046210284
Bulgaria,BGR,1997,-5.652620776872686
Bulgaria,BGR,1998,12.45461154641423
Bulgaria,BGR,1999,-11.107523458270075
Bulgaria,BGR,2000,-2.9059208466035824
Bulgaria,BGR,2001,-35.016835012381556
Bulgaria,BGR,2002,26.309729580832087
Bulgaria,BGR,2003,38.05834088206736
Bulgaria,BGR,2004,4.588973207153324
Bulgaria,BGR,2005,36.900252509840456
Bulgaria,BGR,2006,-2.282683889494075
Bulgaria,BGR,2007,-32.18499294727162
Bulgaria,BGR,2008,-1.7397355613719578
Bulgaria,BGR,2009,22.87535416095874
Bulgaria,BGR,2010,45.734870300633254
Bulgaria,BGR,2011,-42.317579573219646
Bulgaria,BGR,2012,10.593074995642349
Bulgaria,BGR,2013,26.472411779724126
Bulgaria,BGR,2014,12.867647001876591
Bulgaria,BGR,2015,22.931596063258386
Bulgaria,BGR,2016,-30.36565978214081
Bulgaria,BGR,2017,-28.257153688500637
Bulgaria,BGR,2018,81.2375497941041
Canada,CAN,1966,9.987925439589485
Canada,CAN,1967,3.3414525369652504
Canada,CAN,1968,2.4001593466786098
Canada,CAN,1969,8.733709395059307
Canada,CAN,1970,4.788312462731081
Canada,CAN,1971,1.098275763956047
Canada,CAN,1972,9.107283575368697
Canada,CAN,1973,4.377321502269926
Canada,CAN,1974,10.683306561225736
Canada,CAN,1975,-1.4646780387603808
Canada,CAN,1976,3.997099610260113
Canada,CAN,1977,-2.1047585846260985
Canada,CAN,1978,9.285555308257255
Canada,CAN,1979,-2.0182477292167045
Canada,CAN,1980,4.651742844671669
Canada,CAN,1981,1.1440147768575493
Canada,CAN,1982,14.595974472263151
Canada,CAN,1983,3.164947393673523
Canada,CAN,1984,7.584087700357101
Canada,CAN,1985,6.096909681802054
Canada,CAN,1986,2.3020094643478206
Canada,CAN,1987,1.7943657666400048
Canada,CAN,1988,-2.7739663700051764
Canada,CAN,1989,-5.543059007618867
Canada,CAN,1990,1.801887889428233
Canada,CAN,1991,3.9206366443505836
Canada,CAN,1992,2.570543366981659
Canada,CAN,1993,2.2334421031490415
Canada,CAN,1994,1.7509123170075025
Canada,CAN,1995,1.8923434231288727
Canada,CAN,1996,6.146308073180418
Canada,CAN,1997,-1.6673958511443931
Canada,CAN,1998,-5.107753614030141
Canada,CAN,1999,4.2708195799173065
Canada,CAN,2000,3.4084835559370807
Canada,CAN,2001,-7.0745159171296645
Canada,CAN,2002,5.355198775376557
Canada,CAN,2003,-3.760729598272583
Canada,CAN,2004,0.6720414845620803
Canada,CAN,2005,6.961437056280717
Canada,CAN,2006,-2.5054067066102137
Canada,CAN,2007,4.175320081288869
Canada,CAN,2008,2.6838125110228983
Canada,CAN,2009,-2.3312877551859956
Canada,CAN,2010,-4.693027693333496
Canada,CAN,2011,6.926571943717241
Canada,CAN,2012,1.2092428099346186
Canada,CAN,2013,3.02990562711003
Canada,CAN,2014,-2.3705351535239783
Canada,CAN,2015,-0.0805545339884528
Canada,CAN,2016,1.3019678510254984
Canada,CAN,2017,2.4105882898130204
Canada,CAN,2018,-2.333270231771223
Chile,CHL,1966,5.251396648044704
Chile,CHL,1967,2.2292993630573132
Chile,CHL,1968,-16.095534787123565
Chile,CHL,1969,12.747524752475247
Chile,CHL,1970,6.915477497255784
Chile,CHL,1971,2.1560574948665368
Chile,CHL,1972,18.793969849246217
Chile,CHL,1973,1.7766497461929154
Chile,CHL,1974,13.715710723192021
Chile,CHL,1975,1.5350877192982448
Chile,CHL,1976,1.5838732901368058
Chile,CHL,1977,4.25230333097093
Chile,CHL,1978,5.030591434398368
Chile,CHL,1979,1.6828478964401317
Chile,CHL,1980,5.728835136855515
Chile,CHL,1981,3.4316676700782756
Chile,CHL,1982,11.350407450523846
Chile,CHL,1983,5.645582854155773
Chile,CHL,1984,4.552201880257312
Chile,CHL,1985,18.54542896355893
Chile,CHL,1986,6.865401963947981
Chile,CHL,1987,8.393913796727936
Chile,CHL,1988,-2.066599083495624
Chile,CHL,1989,-16.04554866047393
Chile,CHL,1990,-15.19085647962367
Chile,CHL,1991,46.90778700284866
Chile,CHL,1992,27.440552233082684
Chile,CHL,1993,2.8504583388234916
Chile,CHL,1994,-1.346603241773081
Chile,CHL,1995,8.408756611592217
Chile,CHL,1996,-8.364792183963887
Chile,CHL,1997,12.265883955930335
Chile,CHL,1998,-15.86796978262649
Chile,CHL,1999,-14.80967080832638
Chile,CHL,2000,40.53914708735456
Chile,CHL,2001,13.620879412938791
Chile,CHL,2002,6.951107003642121
Chile,CHL,2003,-2.5186526931427977
Chile,CHL,2004,-7.227631994757299
Chile,CHL,2005,21.966175500577513
Chile,CHL,2006,10.320619662118435
Chile,CHL,2007,-20.840618591920034
Chile,CHL,2008,8.646963347173031
Chile,CHL,2009,3.7631205788322797
Chile,CHL,2010,-13.581930231945883
Chile,CHL,2011,-5.742184029711018
Chile,CHL,2012,-1.6966413700876704
Chile,CHL,2013,-1.2638279913091854
Chile,CHL,2014,15.76246472242162
Chile,CHL,2015,2.5013121249343406
Chile,CHL,2016,-16.640682442644405
Chile,CHL,2017,8.303420806336014
Chile,CHL,2018,8.527974082069933
China,CHN,1966,1.760000000000006
China,CHN,1967,-13.797169811320753
China,CHN,1968,17.98905608755128
China,CHN,1969,1.7004830917874303
China,CHN,1970,3.344100323009691
China,CHN,1971,20.95973524544954
China,CHN,1972,13.330293357653144
China,CHN,1973,11.762339055794001
China,CHN,1974,13.164526581063217
China,CHN,1975,4.644750795334041
China,CHN,1976,1.337657073368459
China,CHN,1977,4.390000000000005
China,CHN,1978,-6.303285755340548
China,CHN,1979,12.330027604539406
China,CHN,1980,19.905342677710024
China,CHN,1981,12.524669804159716
China,CHN,1982,13.586076632487853
China,CHN,1983,16.130181731797123
China,CHN,1984,0.4602638846271878
China,CHN,1985,6.419262879250653
China,CHN,1986,2.339153312604636
China,CHN,1987,5.791343367299251
China,CHN,1988,9.14151902089868
China,CHN,1989,8.464901627398614
China,CHN,1990,7.039152017317951
China,CHN,1991,-1.6213954461452573
China,CHN,1992,4.809668958672986
China,CHN,1993,16.191539007811716
China,CHN,1994,10.262231147588686
China,CHN,1995,13.827374765738432
China,CHN,1996,-1.3695036285635842
China,CHN,1997,4.261318294883565
China,CHN,1998,1.4848454048587811
China,CHN,1999,-1.161446028639801
China,CHN,2000,13.139688678233409
China,CHN,2001,24.738096308495926
China,CHN,2002,3.7991565405209426
China,CHN,2003,-1.4897385186061984
China,CHN,2004,24.62774957826528
China,CHN,2005,12.296347835610666
China,CHN,2006,9.76507303260954
China,CHN,2007,11.353737847118527
China,CHN,2008,31.260509746056808
China,CHN,2009,-3.3471489723886805
China,CHN,2010,15.551806291958004
China,CHN,2011,-3.280670991549428
China,CHN,2012,25.39791878218218
China,CHN,2013,5.426226559239722
China,CHN,2014,15.559987492009174
China,CHN,2015,6.0285341584013885
China,CHN,2016,3.4772143954239
China,CHN,2017,1.0232213545209312
China,CHN,2018,3.206674299893897
Colombia,COL,1966,11.096938803822809
Colombia,COL,1967,11.48105621645239
