Entity,Code,Year,Oil (%)
Algeria,DZA,1976,56.99810962433792
Algeria,DZA,1977,58.591460781088145
Algeria,DZA,1978,48.19903273683379
Algeria,DZA,1979,44.00121393078782
Algeria,DZA,1980,37.39034780060626
Algeria,DZA,1981,33.16463983211625
Algeria,DZA,1982,30.479081271053804
Algeria,DZA,1983,31.33854974094436
Algeria,DZA,1984,36.14662021342474
Algeria,DZA,1985,36.840452862198866
Algeria,DZA,1986,35.33453633350989
Algeria,DZA,1987,34.771415555813604
Algeria,DZA,1988,32.4770300424825
Algeria,DZA,1989,34.99613001356099
Algeria,DZA,1990,35.50366341208543
Algeria,DZA,1991,35.45765343943848
Algeria,DZA,1992,34.761342839252954
Algeria,DZA,1993,37.18102399436394
Algeria,DZA,1994,35.13165233065048
Algeria,DZA,1995,32.94417236117768
Algeria,DZA,1996,31.761270397829218
Algeria,DZA,1997,32.78436228671887
Algeria,DZA,1998,32.65183131445754
Algeria,DZA,1999,31.762515371502126
Algeria,DZA,2000,34.385737514588186
Algeria,DZA,2001,34.35590028479377
Algeria,DZA,2002,36.776846455100475
Algeria,DZA,2003,36.56635570857665
Algeria,DZA,2004,36.814782808002825
Algeria,DZA,2005,36.65602230896868
Algeria,DZA,2006,36.881722002854204
Algeria,DZA,2007,39.13708062974051
Algeria,DZA,2008,40.12120929646852
Algeria,DZA,2009,40.13652626193825
Algeria,DZA,2010,41.162904335652506
Algeria,DZA,2011,41.389308251063525
Algeria,DZA,2012,40.264933939564365
Algeria,DZA,2013,39.774743017148886
Algeria,DZA,2014,37.89746936675479
Algeria,DZA,2015,38.24239166649288
Algeria,DZA,2016,37.19512914123036
Algeria,DZA,2017,36.4778649883049
Algeria,DZA,2018,34.597023143308
Argentina,ARG,1965,83.10762250676878
Argentina,ARG,1966,83.03723405149695
Argentina,ARG,1967,82.63133279212347
Argentina,ARG,1968,81.5644182423852
Argentina,ARG,1969,81.92575568892948
Argentina,ARG,1970,77.89830225686917
Argentina,ARG,1971,78.2930350115163
Argentina,ARG,1972,77.01910664257566
Argentina,ARG,1973,74.13963030422889
Argentina,ARG,1974,71.3847894865763
Argentina,ARG,1975,69.1366040343629
Argentina,ARG,1976,68.09028422007152
Argentina,ARG,1977,68.59940306824136
Argentina,ARG,1978,67.32629158274041
Argentina,ARG,1979,67.2022914045686
Argentina,ARG,1980,63.04255048464865
Argentina,ARG,1981,60.64369379653994
Argentina,ARG,1982,56.79436950179927
Argentina,ARG,1983,55.411548983673455
Argentina,ARG,1984,52.38251914886255
Argentina,ARG,1985,48.5171613247639
Argentina,ARG,1986,50.457558956303096
Argentina,ARG,1987,51.53995276283175
Argentina,ARG,1988,50.4749768386983
Argentina,ARG,1989,47.82990615603622
Argentina,ARG,1990,45.81100731827304
Argentina,ARG,1991,46.65261097092984
Argentina,ARG,1992,45.82076470701085
Argentina,ARG,1993,44.00773848716547
Argentina,ARG,1994,41.81229865470099
Argentina,ARG,1995,39.94514535553182
Argentina,ARG,1996,38.726368961167246
Argentina,ARG,1997,39.05816006859203
Argentina,ARG,1998,38.488752624734744
Argentina,ARG,1999,36.60437683126115
Argentina,ARG,2000,35.57714391813727
Argentina,ARG,2001,34.67931955597072
Argentina,ARG,2002,33.53694007946279
Argentina,ARG,2003,32.112431743925335
Argentina,ARG,2004,32.013325420022916
Argentina,ARG,2005,31.875904391682536
Argentina,ARG,2006,31.865060209869316
Argentina,ARG,2007,33.85381835444476
Argentina,ARG,2008,34.200551422642235
Argentina,ARG,2009,34.121842526490894
Argentina,ARG,2010,37.01467228842654
Argentina,ARG,2011,36.6497187765105
Argentina,ARG,2012,37.20918659621244
Argentina,ARG,2013,38.291002432405044
Argentina,ARG,2014,37.93769338893359
Argentina,ARG,2015,38.21762915049192
Argentina,ARG,2016,37.610649717864334
Argentina,ARG,2017,37.20745135007928
Argentina,ARG,2018,35.406131912939784
Australia,AUS,1965,44.80999922498584
Australia,AUS,1966,48.25758204643662
Australia,AUS,1967,49.821457986222164
Australia,AUS,1968,51.16459850350182
Australia,AUS,1969,50.52473546841942
Australia,AUS,1970,51.212856285797656
Australia,AUS,1971,51.35931829850777
Australia,AUS,1972,49.99101834607818
Australia,AUS,1973,49.89607246961544
Australia,AUS,1974,49.7401147935264
Australia,AUS,1975,48.42981575733161
Australia,AUS,1976,47.811905655874156
Australia,AUS,1977,47.688583020257916
Australia,AUS,1978,46.87993369173826
Australia,AUS,1979,45.87301780573838
Australia,AUS,1980,43.69404142985609
Australia,AUS,1981,41.935106981737505
Australia,AUS,1982,42.147272441357195
Australia,AUS,1983,41.32625560627158
Australia,AUS,1984,41.48413310039134
Australia,AUS,1985,39.33182109761347
Australia,AUS,1986,38.934546944032924
Australia,AUS,1987,38.638567710886484
Australia,AUS,1988,38.67472903350748
Australia,AUS,1989,38.216819842076774
Australia,AUS,1990,38.102769959010054
Australia,AUS,1991,37.292163682930315
Australia,AUS,1992,37.08141033240347
Australia,AUS,1993,37.88448614701558
Australia,AUS,1994,37.80953302997724
Australia,AUS,1995,37.98298582862129
Australia,AUS,1996,37.62708982146587
Australia,AUS,1997,37.35955455777793
Australia,AUS,1998,36.461258112129805
Australia,AUS,1999,36.01816541087392
Australia,AUS,2000,35.67343954306558
Australia,AUS,2001,35.564043976424955
Australia,AUS,2002,34.921787268682195
Australia,AUS,2003,34.37381905157939
Australia,AUS,2004,34.20412146606174
Australia,AUS,2005,34.18030932491788
Australia,AUS,2006,34.867360374538606
Australia,AUS,2007,34.23806943360104
Australia,AUS,2008,34.15327382687051
Australia,AUS,2009,34.58897050648878
Australia,AUS,2010,34.57748716905918
Australia,AUS,2011,35.31676068824442
Australia,AUS,2012,36.82732746746513
Australia,AUS,2013,36.871733456956825
Australia,AUS,2014,36.80097096811505
Australia,AUS,2015,34.842362515048855
Australia,AUS,2016,35.36147532036003
Australia,AUS,2017,36.370178361435755
Australia,AUS,2018,36.95303360509363
Austria,AUT,1965,35.43677802927163
Austria,AUT,1966,37.25703370750862
Austria,AUT,1967,39.33524581767335
Austria,AUT,1968,42.465617844177764
Austria,AUT,1969,44.91092535010568
Austria,AUT,1970,43.29870784866869
Austria,AUT,1971,48.30446491483322
Austria,AUT,1972,50.39920903968637
Austria,AUT,1973,50.83491532630761
Austria,AUT,1974,45.44291994770924
Austria,AUT,1975,46.304362007897595
Austria,AUT,1976,48.349976411046455
Austria,AUT,1977,46.416936036533
Austria,AUT,1978,47.815671939503886
Austria,AUT,1979,47.08429105095463
Austria,AUT,1980,46.20646071255739
Austria,AUT,1981,43.32956769622539
Austria,AUT,1982,42.53846421259271
Austria,AUT,1983,41.33049307864551
Austria,AUT,1984,40.45227791358468
Austria,AUT,1985,38.63730060483213
Austria,AUT,1986,40.31269096867641
Austria,AUT,1987,39.39816274853645
Austria,AUT,1988,39.733472579349375
Austria,AUT,1989,38.94861324137249
Austria,AUT,1990,39.80474993960891
Austria,AUT,1991,40.90505069107652
Austria,AUT,1992,40.63339217918141
Austria,AUT,1993,40.30803872266857
Austria,AUT,1994,40.1636442336244
Austria,AUT,1995,38.24456681222446
Austria,AUT,1996,39.39007890942036
Austria,AUT,1997,39.23411070603453
Austria,AUT,1998,40.11604752304806
Austria,AUT,1999,38.63644728175847
Austria,AUT,2000,37.73254768163532
Austria,AUT,2001,39.359456333307165
Austria,AUT,2002,40.02067640832331
Austria,AUT,2003,42.59486714880783
Austria,AUT,2004,40.73866958919498
Austria,AUT,2005,40.01441807388758
Austria,AUT,2006,41.03364834439127
Austria,AUT,2007,39.683444543088044
Austria,AUT,2008,38.72323740529003
Austria,AUT,2009,38.441434711229725
Austria,AUT,2010,38.63816933954389
Austria,AUT,2011,38.42037841416969
Austria,AUT,2012,36.4359113892077
Austria,AUT,2013,37.27888657227958
Austria,AUT,2014,37.715979275843665
Austria,AUT,2015,37.755743326534215
Austria,AUT,2016,37.24516391311178
Austria,AUT,2017,36.878159455306154
Austria,AUT,2018,38.31467701144711
Azerbaijan,AZE,1985,41.47745401383569
Azerbaijan,AZE,1986,40.350103163834206
Azerbaijan,AZE,1987,39.18881879648943
Azerbaijan,AZE,1988,40.1001851460127
Azerbaijan,AZE,1989,38.34476419689736
Azerbaijan,AZE,1990,38.648601509890796
Azerbaijan,AZE,1991,38.791683511865486
Azerbaijan,AZE,1992,44.14873167179519
Azerbaijan,AZE,1993,50.82586052022226
Azerbaijan,AZE,1994,50.639636612990245
Azerbaijan,AZE,1995,48.54357426101824
Azerbaijan,AZE,1996,53.200954472883325
Azerbaijan,AZE,1997,52.90651756157383
Azerbaijan,AZE,1998,55.486815262903036
Azerbaijan,AZE,1999,53.36958853590639
Azerbaijan,AZE,2000,56.67165160733912
Azerbaijan,AZE,2001,37.402395035579325
Azerbaijan,AZE,2002,34.891699136891
Azerbaijan,AZE,2003,37.49967167676774
Azerbaijan,AZE,2004,35.65431280532311
Azerbaijan,AZE,2005,38.43571075169668
Azerbaijan,AZE,2006,34.95425592584377
Azerbaijan,AZE,2007,36.427470926387564
Azerbaijan,AZE,2008,28.834875117287613
Azerbaijan,AZE,2009,30.427126711612758
Azerbaijan,AZE,2010,30.438016099867426
Azerbaijan,AZE,2011,33.53187324822109
Azerbaijan,AZE,2012,34.04146237311387
Azerbaijan,AZE,2013,36.036015569980044
Azerbaijan,AZE,2014,34.68765224584814
Azerbaijan,AZE,2015,32.19022355234894
Azerbaijan,AZE,2016,32.274059690607
Azerbaijan,AZE,2017,33.19067658840212
Azerbaijan,AZE,2018,32.29713357522451
Bangladesh,BGD,1971,100
Bangladesh,BGD,1972,62.530567142446614
Bangladesh,BGD,1973,57.259705371171
Bangladesh,BGD,1974,57.60127509080619
Bangladesh,BGD,1975,59.38616769597444
Bangladesh,BGD,1976,56.00470710603188
Bangladesh,BGD,1977,53.69594056906538
Bangladesh,BGD,1978,53.050628572358086
Bangladesh,BGD,1979,53.01975667303385
Bangladesh,BGD,1980,53.01420889928463
Bangladesh,BGD,1981,54.29842526278538
Bangladesh,BGD,1982,48.48223611970521
Bangladesh,BGD,1983,43.8964239188761
Bangladesh,BGD,1984,40.97750845516295
Bangladesh,BGD,1985,41.09363994848977
Bangladesh,BGD,1986,40.60971544158926
Bangladesh,BGD,1987,36.22764183596351
Bangladesh,BGD,1988,32.6061699711757
Bangladesh,BGD,1989,33.09816997301005
Bangladesh,BGD,1990,30.213678546472835
Bangladesh,BGD,1991,29.053683168556205
Bangladesh,BGD,1992,29.70149699107985
Bangladesh,BGD,1993,30.232052257069224
Bangladesh,BGD,1994,29.70413496582445
Bangladesh,BGD,1995,32.57713480675972
Bangladesh,BGD,1996,31.802296445069565
Bangladesh,BGD,1997,34.74250731902325
Bangladesh,BGD,1998,35.96470304692597
Bangladesh,BGD,1999,31.712165726553675
Bangladesh,BGD,2000,29.061353651700276
Bangladesh,BGD,2001,30.37509929470993
Bangladesh,BGD,2002,29.548049470144587
Bangladesh,BGD,2003,28.89431116004204
Bangladesh,BGD,2004,26.356970549726693
Bangladesh,BGD,2005,24.954916936060158
Bangladesh,BGD,2006,23.772153094056268
Bangladesh,BGD,2007,21.514618446576918
Bangladesh,BGD,2008,20.668446195464888
Bangladesh,BGD,2009,17.639429075105213
Bangladesh,BGD,2010,18.777460604699638
Bangladesh,BGD,2011,22.76395637413285
Bangladesh,BGD,2012,22.334545544886705
Bangladesh,BGD,2013,21.440451645172327
Bangladesh,BGD,2014,22.736280144610756
Bangladesh,BGD,2015,20.81340603071335
Bangladesh,BGD,2016,22.239547311879747
Bangladesh,BGD,2017,23.814059446002304
Bangladesh,BGD,2018,25.148439210446398
Belarus,BLR,1985,72.62581691334834
Belarus,BLR,1986,75.15987184308791
Belarus,BLR,1987,73.27482507915542
Belarus,BLR,1988,69.977101788346
Belarus,BLR,1989,67.75026352475096
Belarus,BLR,1990,65.33969773127069
Belarus,BLR,1991,63.87382951393853
Belarus,BLR,1992,57.51310304428658
Belarus,BLR,1993,51.18147252975233
Belarus,BLR,1994,49.834192173480204
Belarus,BLR,1995,49.83649812702368
Belarus,BLR,1996,47.79545487836918
Belarus,BLR,1997,41.33955819357142
Belarus,BLR,1998,39.986178814810636
Belarus,BLR,1999,37.66557237002424
Belarus,BLR,2000,35.95054036411571
Belarus,BLR,2001,35.95297432550966
Belarus,BLR,2002,36.28761238366082
Belarus,BLR,2003,37.21031939350261
Belarus,BLR,2004,32.98233920891588
Belarus,BLR,2005,30.841485815154872
Belarus,BLR,2006,33.87662952527917
Belarus,BLR,2007,31.702619307473434
Belarus,BLR,2008,31.10078380237135
Belarus,BLR,2009,37.983252818343956
Belarus,BLR,2010,28.92430263340666
Belarus,BLR,2011,32.998885961449446
Belarus,BLR,2012,37.34638096839903
Belarus,BLR,2013,29.194672099764386
Belarus,BLR,2014,32.05319835494763
Belarus,BLR,2015,30.0973650840532
Belarus,BLR,2016,29.74908870571265
Belarus,BLR,2017,28.77443531687453
Belarus,BLR,2018,27.699106987155318
Belgium,BEL,1965,45.649394522854166
Belgium,BEL,1966,48.335705681400576
Belgium,BEL,1967,50.77895829475264
Belgium,BEL,1968,52.9004893039971
Belgium,BEL,1969,55.61180325933353
Belgium,BEL,1970,57.42651969610924
Belgium,BEL,1971,59.9871480920719
Belgium,BEL,1972,61.04310241411392
Belgium,BEL,1973,63.24813360468475
Belgium,BEL,1974,57.696375667783414
Belgium,BEL,1975,58.3698634428119
Belgium,BEL,1976,57.445480627229095
Belgium,BEL,1977,56.450345547199056
Belgium,BEL,1978,57.709304242705564
Belgium,BEL,1979,55.71693672006363
Belgium,BEL,1980,53.82431518581002
Belgium,BEL,1981,51.905252709767666
Belgium,BEL,1982,51.43979802834592
Belgium,BEL,1983,48.34249141541629
Belgium,BEL,1984,44.801399807289904
Belgium,BEL,1985,43.65487543814126
Belgium,BEL,1986,47.87287139631914
Belgium,BEL,1987,46.83063108109844
Belgium,BEL,1988,47.36251898660194
Belgium,BEL,1989,46.13716355493697
Belgium,BEL,1990,46.34003503486589
Belgium,BEL,1991,47.93987513210747
Belgium,BEL,1992,48.91348827954193
Belgium,BEL,1993,48.89296104582508
Belgium,BEL,1994,50.60045479041641
Belgium,BEL,1995,49.652756112980384
Belgium,BEL,1996,50.63244374350039
Belgium,BEL,1997,51.34389466800786
Belgium,BEL,1998,51.05725962684973
Belgium,BEL,1999,49.761878468957995
Belgium,BEL,2000,49.87420950152268
Belgium,BEL,2001,50.99207494401854
Belgium,BEL,2002,51.41781073580594
Belgium,BEL,2003,52.185570206582774
Belgium,BEL,2004,52.53601936677034
Belgium,BEL,2005,52.98477246819853
Belgium,BEL,2006,52.684865460187744
Belgium,BEL,2007,52.843877594966195
Belgium,BEL,2008,54.431478007574796
Belgium,BEL,2009,52.70591145728453
Belgium,BEL,2010,51.50006359616456
Belgium,BEL,2011,51.52202219981533
Belgium,BEL,2012,51.89398234288408
Belgium,BEL,2013,51.90939173970405
Belgium,BEL,2014,55.002370858568064
Belgium,BEL,2015,55.710267019144545
Belgium,BEL,2016,52.708876856551925
Belgium,BEL,2017,52.624665741837674
Belgium,BEL,2018,54.79816356401255
Brazil,BRA,1965,67.96195766799644
Brazil,BRA,1966,67.93365007451739
Brazil,BRA,1967,67.68941725341172
Brazil,BRA,1968,70.91739884236407
Brazil,BRA,1969,71.23569945406132
Brazil,BRA,1970,68.88024375021062
Brazil,BRA,1971,69.4616217738705
Brazil,BRA,1972,69.48656898160327
Brazil,BRA,1973,71.54411171514381
Brazil,BRA,1974,70.5398334884782
Brazil,BRA,1975,68.93252661063161
Brazil,BRA,1976,67.93134815191243
Brazil,BRA,1977,65.39647354307559
Brazil,BRA,1978,65.06547337750568
Brazil,BRA,1979,63.588158936747206
Brazil,BRA,1980,60.55946867913394
Brazil,BRA,1981,59.271447203572514
Brazil,BRA,1982,57.90419271597237
Brazil,BRA,1983,54.842598567360454
Brazil,BRA,1984,52.45128021217775
Brazil,BRA,1985,50.67882435364617
Brazil,BRA,1986,53.200583645077174
Brazil,BRA,1987,53.095954235139644
Brazil,BRA,1988,52.25920212108255
Brazil,BRA,1989,51.97544705399125
Brazil,BRA,1990,51.76910254892842
Brazil,BRA,1991,50.56844614333402
Brazil,BRA,1992,51.62482926443299
Brazil,BRA,1993,51.42063542705504
Brazil,BRA,1994,52.20899976100556
Brazil,BRA,1995,51.862138543893856
Brazil,BRA,1996,52.14858901869023
Brazil,BRA,1997,52.571417655208755
Brazil,BRA,1998,52.64810653145817
Brazil,BRA,1999,52.456204228321944
Brazil,BRA,2000,50.356868177249645
Brazil,BRA,2001,51.78626360289673
Brazil,BRA,2002,49.919213428036194
Brazil,BRA,2003,47.44872156150202
Brazil,BRA,2004,46.86507894363348
Brazil,BRA,2005,46.614598097426715
Brazil,BRA,2006,45.96253662864328
Brazil,BRA,2007,45.92291351645266
Brazil,BRA,2008,46.94165662128378
Brazil,BRA,2009,47.31826341926707
Brazil,BRA,2010,46.6640455771388
Brazil,BRA,2011,46.54173841529798
Brazil,BRA,2012,46.66799709286975
Brazil,BRA,2013,47.9841635614595
Brazil,BRA,2014,48.65493883444662
Brazil,BRA,2015,47.51597837767458
Brazil,BRA,2016,45.84839103311468
Brazil,BRA,2017,46.30833727471133
Brazil,BRA,2018,45.67087279669019
Bulgaria,BGR,1965,36.64943626132075
Bulgaria,BGR,1966,38.990489071407914
Bulgaria,BGR,1967,42.18389719317728
Bulgaria,BGR,1968,44.6449442074045
Bulgaria,BGR,1969,49.21541507036532
Bulgaria,BGR,1970,50.81943643535143
Bulgaria,BGR,1971,53.67137233160199
Bulgaria,BGR,1972,54.23302968317866
Bulgaria,BGR,1973,55.06657084431017
Bulgaria,BGR,1974,55.60428823010681
Bulgaria,BGR,1975,53.396494273432346
Bulgaria,BGR,1976,52.50190326268039
Bulgaria,BGR,1977,51.84127719564289
Bulgaria,BGR,1978,51.499632176981116
Bulgaria,BGR,1979,51.14136195678238
Bulgaria,BGR,1980,49.47957123162864
Bulgaria,BGR,1981,44.84621093776286
Bulgaria,BGR,1982,42.43128290204065
Bulgaria,BGR,1983,40.74774757088078
Bulgaria,BGR,1984,39.36683231452897
Bulgaria,BGR,1985,36.62985897642644
Bulgaria,BGR,1986,37.82246284669959
Bulgaria,BGR,1987,36.07731303692246
Bulgaria,BGR,1988,37.503037519738285
Bulgaria,BGR,1989,36.880924332261465
Bulgaria,BGR,1990,36.75783630659344
Bulgaria,BGR,1991,30.64681814209735
Bulgaria,BGR,1992,29.007886266188176
Bulgaria,BGR,1993,29.41334095445119
Bulgaria,BGR,1994,28.939904644938004
Bulgaria,BGR,1995,27.6160950790554
Bulgaria,BGR,1996,25.841872377838797
Bulgaria,BGR,1997,21.470132352025466
Bulgaria,BGR,1998,23.602946922195745
Bulgaria,BGR,1999,24.72494647219752
Bulgaria,BGR,2000,23.76733725525046
Bulgaria,BGR,2001,24.33331414374657
Bulgaria,BGR,2002,25.380722312674003
Bulgaria,BGR,2003,25.482421696238973
Bulgaria,BGR,2004,25.659943122315447
Bulgaria,BGR,2005,25.88263836727463
Bulgaria,BGR,2006,25.999887787491478
Bulgaria,BGR,2007,26.26252625397132
Bulgaria,BGR,2008,25.68124317301736
Bulgaria,BGR,2009,26.757307665420864
Bulgaria,BGR,2010,22.96592946526817
Bulgaria,BGR,2011,20.581329460552944
Bulgaria,BGR,2012,22.924154044142455
Bulgaria,BGR,2013,23.045405482594127
Bulgaria,BGR,2014,22.981961475712364
Bulgaria,BGR,2015,24.454295708108386
Bulgaria,BGR,2016,26.00403971097263
Bulgaria,BGR,2017,26.510122752285632
Bulgaria,BGR,2018,26.9197797065503
Canada,CAN,1965,47.68526538475319
Canada,CAN,1966,47.34798310966086
Canada,CAN,1967,48.18848904471946
Canada,CAN,1968,48.07006214280529
Canada,CAN,1969,47.43224877690879
Canada,CAN,1970,47.239887240141265
Canada,CAN,1971,47.23677330057469
Canada,CAN,1972,46.56071470735643
Canada,CAN,1973,46.28231524377994
Canada,CAN,1974,45.480313425363086
Canada,CAN,1975,45.0324484942461
Canada,CAN,1976,44.93174962336217
Canada,CAN,1977,43.26586838971323
Canada,CAN,1978,43.37231192192775
Canada,CAN,1979,44.63471038451425
Canada,CAN,1980,42.92138349284339
Canada,CAN,1981,41.30465874058292
Canada,CAN,1982,36.55296134170545
Canada,CAN,1983,34.51597215577673
Canada,CAN,1984,32.776547019320084
Canada,CAN,1985,31.834044398623522
Canada,CAN,1986,31.832693685103784
Canada,CAN,1987,31.96616509204688
Canada,CAN,1988,32.27469767273964
Canada,CAN,1989,33.12144020204782
Canada,CAN,1990,33.25904112936372
Canada,CAN,1991,31.37982980652524
Canada,CAN,1992,31.212727413886153
Canada,CAN,1993,30.665339021761824
Canada,CAN,1994,30.089346558056985
Canada,CAN,1995,30.585196650346003
Canada,CAN,1996,30.59253487071948
Canada,CAN,1997,31.50881155195729
Canada,CAN,1998,32.57405411308984
Canada,CAN,1999,32.18753197049387
Canada,CAN,2000,31.27177453282152
Canada,CAN,2001,32.43162875214773
Canada,CAN,2002,32.27694518642454
Canada,CAN,2003,33.16293357242749
Canada,CAN,2004,33.89597285709715
Canada,CAN,2005,33.198919732164065
Canada,CAN,2006,33.340546172988326
Canada,CAN,2007,33.13188048164177
Canada,CAN,2008,32.86439588989995
Canada,CAN,2009,32.72127336106608
Canada,CAN,2010,34.320640122517055
Canada,CAN,2011,33.73045528176683
Canada,CAN,2012,33.0963022742871
Canada,CAN,2013,31.987938031502523
Canada,CAN,2014,32.077828150557536
Canada,CAN,2015,31.54944715373923
Canada,CAN,2016,32.139145743261196
Canada,CAN,2017,31.654869054018146
Canada,CAN,2018,31.92989484999163
Chile,CHL,1965,57.99445541375994
Chile,CHL,1966,59.221881474818204
Chile,CHL,1967,60.63214431113047
Chile,CHL,1968,63.954103785559425
Chile,CHL,1969,63.26310134696206
Chile,CHL,1970,63.2881405790068
Chile,CHL,1971,65.6083559197692
Chile,CHL,1972,67.53670904917144
Chile,CHL,1973,66.4641909406383
Chile,CHL,1974,64.48351659918251
Chile,CHL,1975,62.408783652884956
Chile,CHL,1976,63.10692104551254
Chile,CHL,1977,62.5173281975194
Chile,CHL,1978,64.4549680719444
Chile,CHL,1979,63.058995021769434
Chile,CHL,1980,61.838397182616646
Chile,CHL,1981,62.276171684627876
Chile,CHL,1982,60.43516585212576
Chile,CHL,1983,57.50486100567465
Chile,CHL,1984,54.87334083548549
Chile,CHL,1985,51.87980748640497
Chile,CHL,1986,53.146552933195835
Chile,CHL,1987,52.9428937802551
Chile,CHL,1988,52.141467836029555
Chile,CHL,1989,52.0968258399914
Chile,CHL,1990,52.128351818493655
Chile,CHL,1991,52.0149639389162
Chile,CHL,1992,51.04646654073407
Chile,CHL,1993,52.59981782629376
Chile,CHL,1994,53.70315308590739
Chile,CHL,1995,54.77869243770418
Chile,CHL,1996,54.71760566773762
Chile,CHL,1997,51.43267209786264
Chile,CHL,1998,52.24899333047682
Chile,CHL,1999,50.5969172147661
Chile,CHL,2000,46.877429721177194
Chile,CHL,2001,44.29757090011851
Chile,CHL,2002,44.6190733412981
Chile,CHL,2003,43.27475184043863
Chile,CHL,2004,43.57658864857581
Chile,CHL,2005,43.484663405607954
Chile,CHL,2006,45.19865007620135
Chile,CHL,2007,56.839504903309205
Chile,CHL,2008,59.61818419464444
Chile,CHL,2009,59.377469707877594
Chile,CHL,2010,52.30399531842651
Chile,CHL,2011,52.49578891256201
Chile,CHL,2012,51.28306024777848
Chile,CHL,2013,48.94830088502556
Chile,CHL,2014,48.41889230515144
Chile,CHL,2015,47.74492337749506
Chile,CHL,2016,48.245784198788165
Chile,CHL,2017,46.13366061272109
Chile,CHL,2018,45.25323520247235
China,CHN,1965,8.440956637694587
China,CHN,1966,9.975982712875949
China,CHN,1967,10.95110584148667
China,CHN,1968,11.862457659553055
China,CHN,1969,13.062802790577216
China,CHN,1970,14.106328478941737
China,CHN,1971,16.181735799750633
China,CHN,1972,17.276489737466104
China,CHN,1973,19.968542218077438
China,CHN,1974,22.274012061358672
China,CHN,1975,21.931897419160173
China,CHN,1976,23.810371672266832
China,CHN,1977,23.06435809402114
China,CHN,1978,23.314090017463556
China,CHN,1979,22.693309920151012
China,CHN,1980,20.869796179354676
China,CHN,1981,20.086272624756777
China,CHN,1982,19.04953731210144
China,CHN,1983,18.298624349275276
China,CHN,1984,17.681256431137175
China,CHN,1985,17.117032880044693
China,CHN,1986,17.373292469493784
China,CHN,1987,17.12066503426649
China,CHN,1988,17.136024545123437
China,CHN,1989,17.103159407480177
China,CHN,1990,16.74089668491868
China,CHN,1991,17.225974267262185
China,CHN,1992,17.79191789749461
China,CHN,1993,18.26624177217483
China,CHN,1994,17.446224420996835
China,CHN,1995,18.340190977613652
China,CHN,1996,19.104820536379407
China,CHN,1997,20.73291321488193
China,CHN,1998,21.270783461391492
China,CHN,1999,21.866066756338256
China,CHN,2000,22.63423754488056
China,CHN,2001,21.91129111171622
China,CHN,2002,21.713189663342
China,CHN,2003,20.750787450008517
China,CHN,2004,20.70737965489479
China,CHN,2005,18.544503646690224
China,CHN,2006,18.168715850470793
China,CHN,2007,17.537670104288953
China,CHN,2008,17.248810216866314
China,CHN,2009,17.19149229211897
China,CHN,2010,18.281103489130974
China,CHN,2011,17.559530831262176
China,CHN,2012,17.691834424014306
China,CHN,2013,17.791615547746844
China,CHN,2014,18.128398052615474
China,CHN,2015,19.049163071482255
China,CHN,2016,19.265740239486746
China,CHN,2017,19.454523694387145
China,CHN,2018,19.58817565790378
Colombia,COL,1965,52.47522751108731
Colombia,COL,1966,54.89411242615168
Colombia,COL,1967,52.03278211598611
