Entity,Code,Year,Renewables (kilowatt-hours)
Argentina,ARG,1980,1420.561989237911
Argentina,ARG,1981,1353.4234855125446
Argentina,ARG,1982,1607.7642377624588
Argentina,ARG,1983,1649.8173294692776
Argentina,ARG,1984,1747.4283492887653
Argentina,ARG,1985,1807.9997014667724
Argentina,ARG,1986,1810.0695994231082
Argentina,ARG,1987,1849.9234613202284
Argentina,ARG,1988,1302.1941138615048
Argentina,ARG,1989,1072.039130567376
Argentina,ARG,1990,1452.9727331466322
Argentina,ARG,1991,1296.651047643218
Argentina,ARG,1992,1560.3865310566973
Argentina,ARG,1993,1833.1122778910806
Argentina,ARG,1994,2148.839369602942
Argentina,ARG,1995,2159.009513656254
Argentina,ARG,1996,1964.1047222734496
Argentina,ARG,1997,2471.6622887564854
Argentina,ARG,1998,2402.0994762027563
Argentina,ARG,1999,1963.9481430463159
Argentina,ARG,2000,2479.7564786618213
Argentina,ARG,2001,3004.7548918974676
Argentina,ARG,2002,2960.4216304466318
Argentina,ARG,2003,2775.579242508139
Argentina,ARG,2004,2486.893360519069
Argentina,ARG,2005,2740.0387532571417
Argentina,ARG,2006,3031.5160192573185
Argentina,ARG,2007,2611.314278554077
Argentina,ARG,2008,2556.376135658184
Argentina,ARG,2009,2765.856473850752
Argentina,ARG,2010,2740.049995362627
Argentina,ARG,2011,2665.932795174008
Argentina,ARG,2012,2502.559200422464
Argentina,ARG,2013,2720.7479758460518
Argentina,ARG,2014,2703.3866659634605
Argentina,ARG,2015,2734.348080796286
Argentina,ARG,2016,2466.541780178818
Argentina,ARG,2017,2668.570734142522
Argentina,ARG,2018,2697.2021602680284
Australia,AUS,1965,1857.6104809811725
Australia,AUS,1966,1731.7716225920815
Australia,AUS,1967,1746.0830159840339
Australia,AUS,1968,1773.450823854781
Australia,AUS,1969,1884.5294101733364
Australia,AUS,1970,2145.8460018181813
Australia,AUS,1971,2376.6477005394004
Australia,AUS,1972,2351.2761295212927
Australia,AUS,1973,2473.2451961256697
Australia,AUS,1974,2766.3724596045863
Australia,AUS,1975,2938.014039607929
Australia,AUS,1976,2764.11316418915
Australia,AUS,1977,2609.1621078797984
Australia,AUS,1978,2785.1168496961195
Australia,AUS,1979,2677.417608950253
Australia,AUS,1980,2498.736849498903
Australia,AUS,1981,2541.35049843473
Australia,AUS,1982,2334.2036749776353
Australia,AUS,1983,2174.3038741869036
Australia,AUS,1984,2314.886652362705
Australia,AUS,1985,2418.638547457227
Australia,AUS,1986,2394.806078462118
Australia,AUS,1987,2290.219430755732
Australia,AUS,1988,2409.792378496232
Australia,AUS,1989,2371.738316346177
Australia,AUS,1990,2407.8458634089975
Australia,AUS,1991,2507.486428080749
Australia,AUS,1992,2513.8671290759685
Australia,AUS,1993,2552.435739267171
Australia,AUS,1994,2494.137754282825
Australia,AUS,1995,2410.974150625799
Australia,AUS,1996,2451.9735755555553
Australia,AUS,1997,2431.301577880568
Australia,AUS,1998,2397.346192521655
Australia,AUS,1999,2450.976547015116
Australia,AUS,2000,2430.0638253667526
Australia,AUS,2001,2366.5908054571505
Australia,AUS,2002,2435.2583560074227
Australia,AUS,2003,2503.59388046117
Australia,AUS,2004,2564.0487667369216
Australia,AUS,2005,2702.1056286456214
Australia,AUS,2006,2709.9391270150054
Australia,AUS,2007,2552.792624333524
Australia,AUS,2008,2357.3307211508536
Australia,AUS,2009,2438.7072379003266
Australia,AUS,2010,2631.0085973243067
Australia,AUS,2011,3582.779092743811
Australia,AUS,2012,3483.4009689578243
Australia,AUS,2013,4026.5307973227264
Australia,AUS,2014,3658.8897757624172
Australia,AUS,2015,3892.6598496544384
Australia,AUS,2016,4537.226814853069
Australia,AUS,2017,4198.84728591377
Australia,AUS,2018,5195.390773213109
Austria,AUT,1965,5793.796605895962
Austria,AUT,1966,6203.467727736671
Austria,AUT,1967,6296.293660663784
Austria,AUT,1968,6432.159025934141
Austria,AUT,1969,5882.435731616527
Austria,AUT,1970,7454.167950335285
Austria,AUT,1971,5862.7047750569545
Austria,AUT,1972,6001.013614959769
Austria,AUT,1973,6645.264403530959
Austria,AUT,1974,7837.522602899293
Austria,AUT,1975,8198.343463002097
Austria,AUT,1976,7082.842559611308
Austria,AUT,1977,8587.279380361399
Austria,AUT,1978,8604.310987949659
Austria,AUT,1979,9705.821392904962
Austria,AUT,1980,10066.360052541395
Austria,AUT,1981,10674.175576714006
Austria,AUT,1982,10695.350253887136
Austria,AUT,1983,10593.567636438249
Austria,AUT,1984,9288.385351323781
Austria,AUT,1985,10635.223417125411
Austria,AUT,1986,11110.070060410493
Austria,AUT,1987,12502.947822836759
Austria,AUT,1988,12489.966396733256
Austria,AUT,1989,12388.270011767921
Austria,AUT,1990,11124.412289407044
Austria,AUT,1991,11060.29372819632
Austria,AUT,1992,12157.338244964885
Austria,AUT,1993,12693.622789126965
Austria,AUT,1994,12225.419390451741
Austria,AUT,1995,12820.776958087608
Austria,AUT,1996,11753.671015093541
Austria,AUT,1997,12395.797269976347
Austria,AUT,1998,12780.915570875512
Austria,AUT,1999,13842.357803856667
Austria,AUT,2000,14165.301208350476
Austria,AUT,2001,13746.179578171153
Austria,AUT,2002,13575.067232492009
Austria,AUT,2003,11364.427671212085
Austria,AUT,2004,12734.835032584884
Austria,AUT,2005,13035.015816518055
Austria,AUT,2006,12917.691191691007
Austria,AUT,2007,13666.701404136395
Austria,AUT,2008,14092.661263627431
Austria,AUT,2009,14827.49689742625
Austria,AUT,2010,14074.590165494648
Austria,AUT,2011,12720.89880937781
Austria,AUT,2012,15851.271298113386
Austria,AUT,2013,15504.667260881255
Austria,AUT,2014,15266.38653505978
Austria,AUT,2015,14353.01059512732
Austria,AUT,2016,15302.782894839374
Austria,AUT,2017,15173.120716614514
Austria,AUT,2018,14730.958327857386
Azerbaijan,AZE,1985,518.1683168316831
Azerbaijan,AZE,1986,312.23779318483554
Azerbaijan,AZE,1987,307.07384302916006
Azerbaijan,AZE,1988,262.13124108416554
Azerbaijan,AZE,1989,257.82797811140733
Azerbaijan,AZE,1990,602.3965055736574
Azerbaijan,AZE,1991,629.2113131543898
Azerbaijan,AZE,1992,615.385156793362
Azerbaijan,AZE,1993,842.0219626549724
Azerbaijan,AZE,1994,626.7294998438313
Azerbaijan,AZE,1995,526.6542557672026
Azerbaijan,AZE,1996,514.8595774198067
Azerbaijan,AZE,1997,568.4157408390107
Azerbaijan,AZE,1998,642.579540232791
Azerbaijan,AZE,1999,492.0732420163894
Azerbaijan,AZE,2000,496.9644349944603
Azerbaijan,AZE,2001,417.67527270830806
Azerbaijan,AZE,2002,642.236253742902
Azerbaijan,AZE,2003,777.4189688721445
Azerbaijan,AZE,2004,858.0897144869216
Azerbaijan,AZE,2005,927.4474386872
Azerbaijan,AZE,2006,767.8233823441484
Azerbaijan,AZE,2007,713.0963588331042
Azerbaijan,AZE,2008,665.7996160077079
Azerbaijan,AZE,2009,681.3383188458091
Azerbaijan,AZE,2010,1004.2655358182021
Azerbaijan,AZE,2011,769.908040908594
Azerbaijan,AZE,2012,517.2266876330276
Azerbaijan,AZE,2013,436.78322082365474
Azerbaijan,AZE,2014,385.3245042373238
Azerbaijan,AZE,2015,475.17734352281
Azerbaijan,AZE,2016,568.873524255341
Azerbaijan,AZE,2017,505.42621138750644
Azerbaijan,AZE,2018,521.1610680241206
Bangladesh,BGD,1965,0
Bangladesh,BGD,1966,0
Bangladesh,BGD,1967,0
Bangladesh,BGD,1968,0
Bangladesh,BGD,1969,0
Bangladesh,BGD,1970,0
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,6.912111038483475
Bangladesh,BGD,1973,12.878154785032084
Bangladesh,BGD,1974,9.302517954089204
Bangladesh,BGD,1975,16.375537627094456
Bangladesh,BGD,1976,18.143247981912577
Bangladesh,BGD,1977,15.653925700070785
Bangladesh,BGD,1978,17.648494942345923
Bangladesh,BGD,1979,19.92463258651601
Bangladesh,BGD,1980,19.264562925199968
Bangladesh,BGD,1981,20.11467611486156
Bangladesh,BGD,1982,16.397986289853694
Bangladesh,BGD,1983,20.223645454017785
Bangladesh,BGD,1984,26.69765224187656
Bangladesh,BGD,1985,21.42630160052444
Bangladesh,BGD,1986,12.707757721058506
Bangladesh,BGD,1987,14.220885281642294
Bangladesh,BGD,1988,18.091334650051945
Bangladesh,BGD,1989,24.043424496251056
Bangladesh,BGD,1990,22.547937322044742
Bangladesh,BGD,1991,20.883371575488404
Bangladesh,BGD,1992,19.398585394502888
Bangladesh,BGD,1993,14.499188903408216
Bangladesh,BGD,1994,19.771038787986306
Bangladesh,BGD,1995,8.500020533645916
Bangladesh,BGD,1996,16.52984988074798
Bangladesh,BGD,1997,15.746417405314538
Bangladesh,BGD,1998,18.554451643748525
Bangladesh,BGD,1999,17.510226565620258
Bangladesh,BGD,2000,15.440102716633506
Bangladesh,BGD,2001,20.087462429951803
Bangladesh,BGD,2002,14.880323303491904
Bangladesh,BGD,2003,14.640490970087248
Bangladesh,BGD,2004,14.425215986232173
Bangladesh,BGD,2005,14.24091601204005
Bangladesh,BGD,2006,14.117653105578482
Bangladesh,BGD,2007,14.011968131781861
Bangladesh,BGD,2008,17.65461514705067
Bangladesh,BGD,2009,8.082739423141446
Bangladesh,BGD,2010,13.916206007659508
Bangladesh,BGD,2011,16.545101773802454
Bangladesh,BGD,2012,15.283463846734561
Bangladesh,BGD,2013,14.954195260659212
Bangladesh,BGD,2014,12.690708485769642
Bangladesh,BGD,2015,18.773956220753128
Bangladesh,BGD,2016,18.685808875889983
Bangladesh,BGD,2017,21.54965956619142
Bangladesh,BGD,2018,19.534953053964472
Belarus,BLR,1985,5.315783923846076
Belarus,BLR,1986,5.281643414952333
Belarus,BLR,1987,5.249508939756632
Belarus,BLR,1988,5.220868627120325
Belarus,BLR,1989,5.198693859146582
Belarus,BLR,1990,5.1848661836272285
Belarus,BLR,1991,4.661787238460782
Belarus,BLR,1992,4.405834339176679
Belarus,BLR,1993,4.933398952146028
Belarus,BLR,1994,4.9465768084685395
Belarus,BLR,1995,5.2224227654296485
Belarus,BLR,1996,4.19166387555998
Belarus,BLR,1997,5.521346276351284
Belarus,BLR,1998,7.390593205616851
Belarus,BLR,1999,5.038290848448206
Belarus,BLR,2000,7.1973901955024315
Belarus,BLR,2001,8.046822012027317
Belarus,BLR,2002,7.830473272111635
Belarus,BLR,2003,7.612792050831698
Belarus,BLR,2004,9.306464587709266
Belarus,BLR,2005,10.182850712194101
Belarus,BLR,2006,10.50751253125985
Belarus,BLR,2007,13.87817185845375
Belarus,BLR,2008,20.32214733629535
Belarus,BLR,2009,29.571438133149584
Belarus,BLR,2010,36.3130522810742
Belarus,BLR,2011,39.41079531810941
Belarus,BLR,2012,48.34481825953063
Belarus,BLR,2013,63.77891629775043
Belarus,BLR,2014,58.8701401547922
Belarus,BLR,2015,70.53601899883463
Belarus,BLR,2016,93.32828265720939
Belarus,BLR,2017,194.09635101375662
Belarus,BLR,2018,227.96395572516664
Belgium,BEL,1965,75.79304003388394
Belgium,BEL,1966,82.92149921909581
Belgium,BEL,1967,65.72733616538987
Belgium,BEL,1968,67.12369511289987
Belgium,BEL,1969,63.04824586666668
Belgium,BEL,1970,67.21017690510799
Belgium,BEL,1971,36.4929709758874
Belgium,BEL,1972,48.868690078407106
Belgium,BEL,1973,77.6939775187738
Belgium,BEL,1974,93.95603402072435
Belgium,BEL,1975,71.63323788170284
Belgium,BEL,1976,44.598479407861156
Belgium,BEL,1977,126.25788747988183
Belgium,BEL,1978,129.21140917149538
Belgium,BEL,1979,146.61425238887762
Belgium,BEL,1980,154.12429177728242
Belgium,BEL,1981,178.97187017508352
Belgium,BEL,1982,100.84615007482307
Belgium,BEL,1983,95.18137580622347
Belgium,BEL,1984,99.62064401473853
Belgium,BEL,1985,90.22253076535243
Belgium,BEL,1986,122.44833086312823
Belgium,BEL,1987,152.7279277107222
Belgium,BEL,1988,144.53998258258864
Belgium,BEL,1989,132.6336870761523
Belgium,BEL,1990,145.9504659278505
Belgium,BEL,1991,140.5046632294053
Belgium,BEL,1992,161.11174941059735
Belgium,BEL,1993,131.85201320782687
Belgium,BEL,1994,155.4694151545884
Belgium,BEL,1995,172.5794950127626
Belgium,BEL,1996,144.62341125000003
Belgium,BEL,1997,151.34667511932705
Belgium,BEL,1998,195.11267233857578
Belgium,BEL,1999,218.12209708727448
Belgium,BEL,2000,267.20175313071394
Belgium,BEL,2001,274.14937136059694
Belgium,BEL,2002,288.92781855668125
Belgium,BEL,2003,301.06940202802576
Belgium,BEL,2004,375.90397776240457
Belgium,BEL,2005,525.4674561372902
Belgium,BEL,2006,731.5586262840192
Belgium,BEL,2007,857.5139463955882
Belgium,BEL,2008,1078.6080157788292
Belgium,BEL,2009,1317.970341138122
Belgium,BEL,2010,1562.2519143614588
Belgium,BEL,2011,2001.519597797349
Belgium,BEL,2012,2482.7291502489848
Belgium,BEL,2013,2753.937695833782
Belgium,BEL,2014,2864.579806817574
Belgium,BEL,2015,3369.441465223246
Belgium,BEL,2016,3322.7334668108156
Belgium,BEL,2017,3647.985989226796
Belgium,BEL,2018,3931.245352831388
Brazil,BRA,1965,756.7437090699739
Brazil,BRA,1966,805.3073036395674
Brazil,BRA,1967,819.9760325321461
Brazil,BRA,1968,835.8334716275572
Brazil,BRA,1969,871.7452855617972
Brazil,BRA,1970,1115.4513579064903
Brazil,BRA,1971,1183.2669136843347
Brazil,BRA,1972,1354.4774492370243
Brazil,BRA,1973,1509.088644623945
Brazil,BRA,1974,1670.4454625095987
Brazil,BRA,1975,1795.543516138823
Brazil,BRA,1976,2008.057839597326
Brazil,BRA,1977,2214.2678857987103
Brazil,BRA,1978,2379.14304511818
Brazil,BRA,1979,2642.2505381765895
Brazil,BRA,1980,2850.019759418032
Brazil,BRA,1981,2824.7067055696366
Brazil,BRA,1982,2981.3343098646624
Brazil,BRA,1983,3140.01846206452
Brazil,BRA,1984,3368.285062014518
Brazil,BRA,1985,3529.7195163074944
Brazil,BRA,1986,3536.7362994723044
Brazil,BRA,1987,3533.234439368594
Brazil,BRA,1988,3709.0111402333805
Brazil,BRA,1989,3742.370462622738
Brazil,BRA,1990,3718.8769278608797
Brazil,BRA,1991,3848.6219570430208
Brazil,BRA,1992,3894.208491349239
Brazil,BRA,1993,4027.4898867837805
Brazil,BRA,1994,4094.992486600076
Brazil,BRA,1995,4214.858797345698
Brazil,BRA,1996,4356.635920460423
Brazil,BRA,1997,4506.729282521481
Brazil,BRA,1998,4634.022395019755
Brazil,BRA,1999,4602.510281436509
Brazil,BRA,2000,4701.271044196293
Brazil,BRA,2001,4112.325616684857
Brazil,BRA,2002,4344.1785223329325
Brazil,BRA,2003,4596.66140372166
Brazil,BRA,2004,4767.192410529058
Brazil,BRA,2005,4964.642112246764
Brazil,BRA,2006,5088.024699003292
Brazil,BRA,2007,5435.137343281965
Brazil,BRA,2008,5348.164972681874
Brazil,BRA,2009,5630.861164829261
Brazil,BRA,2010,5876.0771136586045
Brazil,BRA,2011,6172.379871236165
Brazil,BRA,2012,6017.356031302652
Brazil,BRA,2013,5734.035134842616
Brazil,BRA,2014,5607.3721653260445
Brazil,BRA,2015,5542.702173857643
Brazil,BRA,2016,5942.223296911346
Brazil,BRA,2017,5892.66095410876
Brazil,BRA,2018,6183.477414706421
Bulgaria,BGR,1965,640.6895293688435
Bulgaria,BGR,1966,638.7795750845003
Bulgaria,BGR,1967,638.4442047225218
Bulgaria,BGR,1968,408.4345238095238
Bulgaria,BGR,1969,572.2152572442343
Bulgaria,BGR,1970,665.7040432534086
Bulgaria,BGR,1971,668.5313704872066
Bulgaria,BGR,1972,640.3322104774073
Bulgaria,BGR,1973,781.9616451016637
Bulgaria,BGR,1974,629.6965168410163
Bulgaria,BGR,1975,738.6873426413367
Bulgaria,BGR,1976,885.5397241536533
Bulgaria,BGR,1977,1053.0686207680073
Bulgaria,BGR,1978,866.8486633439056
Bulgaria,BGR,1979,985.2592341579126
Bulgaria,BGR,1980,1098.9492059916658
Bulgaria,BGR,1981,1068.314430095452
Bulgaria,BGR,1982,897.2197962154295
Bulgaria,BGR,1983,984.6464872109908
Bulgaria,BGR,1984,955.6594938120193
Bulgaria,BGR,1985,654.3899721448469
Bulgaria,BGR,1986,681.7541513429177
Bulgaria,BGR,1987,744.9637317263698
Bulgaria,BGR,1988,763.8816157547277
Bulgaria,BGR,1989,794.6774556080018
Bulgaria,BGR,1990,558.9984467469743
Bulgaria,BGR,1991,732.7117835325654
Bulgaria,BGR,1992,625.7431272325957
Bulgaria,BGR,1993,595.9102507672575
Bulgaria,BGR,1994,455.8298400519175
Bulgaria,BGR,1995,726.7542292719896
Bulgaria,BGR,1996,926.3843399662327
Bulgaria,BGR,1997,882.5339039758891
Bulgaria,BGR,1998,1001.4745641963627
Bulgaria,BGR,1999,898.0707625139457
Bulgaria,BGR,2000,879.4961894286072
Bulgaria,BGR,2001,576.3526200693482
Bulgaria,BGR,2002,734.0051125934402
Bulgaria,BGR,2003,1021.4060271540236
Bulgaria,BGR,2004,1076.7558016720466
Bulgaria,BGR,2005,1486.4467003122156
Bulgaria,BGR,2006,1468.3872564735948
Bulgaria,BGR,2007,1014.496780190049
Bulgaria,BGR,2008,1035.9830987519938
Bulgaria,BGR,2009,1309.0996140433504
Bulgaria,BGR,2010,2051.391103920539
Bulgaria,BGR,2011,1403.3423442783576
Bulgaria,BGR,2012,1911.4291038614674
Bulgaria,BGR,2013,2500.437875445816
Bulgaria,BGR,2014,2683.4376863635107
Bulgaria,BGR,2015,3204.0149845388887
Bulgaria,BGR,2016,2614.8791635961966
Bulgaria,BGR,2017,2271.8259518009013
Bulgaria,BGR,2018,3024.031091002553
Canada,CAN,1965,15702.98858773181
Canada,CAN,1966,16970.50810973168
Canada,CAN,1967,17236.432472324726
Canada,CAN,1968,17351.34123337364
Canada,CAN,1969,18552.684898929845
Canada,CAN,1970,19123.607186301117
Canada,CAN,1971,19023.024444137547
Canada,CAN,1972,20427.321493294672
Canada,CAN,1973,20995.22418023645
Canada,CAN,1974,22900.045722324805
Canada,CAN,1975,22258.344247365454
Canada,CAN,1976,22934.318403391568
Canada,CAN,1977,22228.529148412035
Canada,CAN,1978,24016.199789550665
Canada,CAN,1979,23304.929584383102
Canada,CAN,1980,24121.715306226808
Canada,CAN,1981,24211.62991909843
Canada,CAN,1982,27464.48157343942
Canada,CAN,1983,28035.0797387867
Canada,CAN,1984,29846.20672031637
Canada,CAN,1985,31214.982755922712
Canada,CAN,1986,31543.275366833874
Canada,CAN,1987,31716.782532906604
Canada,CAN,1988,30431.162012704997
Canada,CAN,1989,28459.25399450826
Canada,CAN,1990,28630.925605949677
Canada,CAN,1991,29370.371559916817
Canada,CAN,1992,29808.59022521011
Canada,CAN,1993,30151.614513432112
Canada,CAN,1994,30422.55470017359
Canada,CAN,1995,30793.231223611987
Canada,CAN,1996,32355.47526228937
Canada,CAN,1997,31580.078863565337
Canada,CAN,1998,29796.507495841055
Canada,CAN,1999,30752.487086833975
Canada,CAN,2000,31484.443601009865
Canada,CAN,2001,29106.026505714384
Canada,CAN,2002,30364.568832305147
Canada,CAN,2003,28939.132047064923
Canada,CAN,2004,28880.960660124787
Canada,CAN,2005,30491.795253754193
Canada,CAN,2006,29464.075339410523
Canada,CAN,2007,30336.019155774193
Canada,CAN,2008,30726.103554000536
Canada,CAN,2009,29969.481727549937
Canada,CAN,2010,28557.825314074613
Canada,CAN,2011,30224.917612372392
Canada,CAN,2012,30396.481333953387
Canada,CAN,2013,31483.609808948357
Canada,CAN,2014,30718.40741656629
Canada,CAN,2015,30648.830483754962
Canada,CAN,2016,31033.66024518099
Canada,CAN,2017,31421.41799837934
Canada,CAN,2018,30702.758575076463
Chile,CHL,1965,1157.8253615127921
Chile,CHL,1966,1196.9255981645365
Chile,CHL,1967,1202.715850515464
Chile,CHL,1968,992.4004646742001
Chile,CHL,1969,1100.7719480519481
Chile,CHL,1970,1157.8881733619544
Chile,CHL,1971,1181.2867556089714
Chile,CHL,1972,1375.3622322980998
Chile,CHL,1973,1375.9108246288724
Chile,CHL,1974,1537.1457123779846
Chile,CHL,1975,1537.7908351246224
Chile,CHL,1976,1543.3703875402064
Chile,CHL,1977,1585.4853353611645
Chile,CHL,1978,1641.971654693841
Chile,CHL,1979,1645.321939163039
Chile,CHL,1980,1715.8898139968476
Chile,CHL,1981,1750.1134250483515
Chile,CHL,1982,1925.1291138700612
Chile,CHL,1983,2019.7848854182062
Chile,CHL,1984,2078.418394420434
Chile,CHL,1985,2418.5964630929266
Chile,CHL,1986,2560.5351961176284
Chile,CHL,1987,2725.452403310132
Chile,CHL,1988,2639.15743627335
Chile,CHL,1989,2189.2544359545145
Chile,CHL,1990,1963.411240316384
Chile,CHL,1991,2762.944170835124
Chile,CHL,1992,3545.1799144497086
Chile,CHL,1993,3579.3476253933304
Chile,CHL,1994,3487.124842705068
Chile,CHL,1995,3713.367967208122
Chile,CHL,1996,3357.6161897792554
Chile,CHL,1997,3681.6739881915328
Chile,CHL,1998,3004.0998732728003
Chile,CHL,1999,2607.975785885379
Chile,CHL,2000,3508.771929369052
Chile,CHL,2001,3963.6504251179426
Chile,CHL,2002,4190.492489407039
Chile,CHL,2003,4035.364436035331
Chile,CHL,2004,3780.228788545738
Chile,CHL,2005,4451.14593877155
Chile,CHL,2006,4771.2835412136965
Chile,CHL,2007,3986.7002756206894
Chile,CHL,2008,4347.234853918482
Chile,CHL,2009,4419.954951284496
Chile,CHL,2010,3885.5887199179506
Chile,CHL,2011,3787.0302261390275
Chile,CHL,2012,3964.397677940804
Chile,CHL,2013,4044.4533905804697
Chile,CHL,2014,4384.249387541528
Chile,CHL,2015,4728.4551203417
Chile,CHL,2016,4464.596052654182
Chile,CHL,2017,5097.655036952355
Chile,CHL,2018,5436.149140347055
China,CHN,1965,80.29339102902973
China,CHN,1966,79.70399562629514
China,CHN,1967,66.89018023675051
China,CHN,1968,76.75955665711004
China,CHN,1969,75.94262333971308
China,CHN,1970,76.43244530349929
China,CHN,1971,90.14770959988691
China,CHN,1972,99.72935550926677
China,CHN,1973,108.95382257332119
China,CHN,1974,120.72123936666725
China,CHN,1975,123.90386198225659
China,CHN,1976,123.37101045096517
China,CHN,1977,126.74257194822732
China,CHN,1978,117.00519019758336
China,CHN,1979,129.57577093778994
China,CHN,1980,153.19998152484476
China,CHN,1981,170.01910932868745
China,CHN,1982,190.5016119710345
China,CHN,1983,218.15642976442024
China,CHN,1984,215.90035749499003
China,CHN,1985,226.0390835238299
China,CHN,1986,227.2228632368483
China,CHN,1987,235.84174793382465
China,CHN,1988,252.50785948063725
China,CHN,1989,269.0039358781719
China,CHN,1990,283.55877010999444
China,CHN,1991,275.2345098113012
China,CHN,1992,285.5377489827391
China,CHN,1993,328.57418043896644
China,CHN,1994,360.02369615050026
China,CHN,1995,411.8697404833826
China,CHN,1996,398.648657560111
China,CHN,1997,414.77939197228795
China,CHN,1998,417.3750786890489
China,CHN,1999,409.8576913381728
China,CHN,2000,459.9400036182297
China,CHN,2001,568.6684153365288
China,CHN,2002,586.5640492077657
China,CHN,2003,574.7660330248717
China,CHN,2004,710.9098147496574
China,CHN,2005,799.6304830122194
China,CHN,2006,878.3520534504494
China,CHN,2007,978.9679575667927
China,CHN,2008,1293.0299321238606
