Entity,Code,Year,Renewables (%)
Australia,AUS,2011,5.09195732841648
Australia,AUS,2012,5.096044675083685
Australia,AUS,2013,5.950693026542199
Australia,AUS,2014,5.400636240154026
Australia,AUS,2015,5.753299973564715
Australia,AUS,2016,6.659764712690204
Australia,AUS,2017,6.317158467696206
Australia,AUS,2018,7.706474163471087
Austria,AUT,1965,22.968958738486567
Austria,AUT,1966,23.66961825179987
Austria,AUT,1967,23.932495137188752
Austria,AUT,1968,22.971557125291184
Austria,AUT,1969,20.322181872143357
Austria,AUT,1970,22.66209137867787
Austria,AUT,1971,17.876214626654416
Austria,AUT,1972,17.75708382191722
Austria,AUT,1973,18.364696090541692
Austria,AUT,1974,21.689098723929902
Austria,AUT,1975,22.91045674271465
Austria,AUT,1976,19.04283079679677
Austria,AUT,1977,23.133608600477128
Austria,AUT,1978,22.168011806848114
Austria,AUT,1979,23.617069295193552
Austria,AUT,1980,24.60010202086725
Austria,AUT,1981,26.926012597897653
Austria,AUT,1982,27.91454822776353
Austria,AUT,1983,27.72221460527139
Austria,AUT,1984,24.471437943458906
Austria,AUT,1985,26.747900069918146
Austria,AUT,1986,27.715532383298306
Austria,AUT,1987,29.661903001645218
Austria,AUT,1988,30.17138525380478
Austria,AUT,1989,29.857972057174553
Austria,AUT,1990,26.4565902208657
Austria,AUT,1991,25.199838987227945
Austria,AUT,1992,28.46347220966391
Austria,AUT,1993,29.46463152828746
Austria,AUT,1994,28.727944598805617
Austria,AUT,1995,28.895050779708026
Austria,AUT,1996,26.467181768627494
Austria,AUT,1997,27.420123891911764
Austria,AUT,1998,27.871890991556132
Austria,AUT,1999,29.61193448082303
Austria,AUT,2000,30.28784542868725
Austria,AUT,2001,28.353102268549364
Austria,AUT,2002,28.005589151863354
Austria,AUT,2003,23.18119507123286
Austria,AUT,2004,25.6555885064408
Austria,AUT,2005,25.88748985090274
Austria,AUT,2006,25.975224739162933
Austria,AUT,2007,28.181122605429078
Austria,AUT,2008,28.522618311870808
Austria,AUT,2009,31.08483494614579
Austria,AUT,2010,28.622895402246602
Austria,AUT,2011,27.792597254711325
Austria,AUT,2012,33.14342151782281
Austria,AUT,2013,32.91854280057522
Austria,AUT,2014,33.91608038685379
Austria,AUT,2015,32.04502727539787
Austria,AUT,2016,33.29945012876282
Austria,AUT,2017,32.393142529903606
Austria,AUT,2018,32.17996412432348
Azerbaijan,AZE,1985,1.4741666024581077
Azerbaijan,AZE,1986,0.8388298453997924
Azerbaijan,AZE,1987,0.8656170437591213
Azerbaijan,AZE,1988,0.750797365928942
Azerbaijan,AZE,1989,0.7362501896391765
Azerbaijan,AZE,1990,1.6796677010225067
Azerbaijan,AZE,1991,1.8553015884887714
Azerbaijan,AZE,1992,2.152289870260976
Azerbaijan,AZE,1993,3.4499132209748624
Azerbaijan,AZE,1994,2.8304618363081477
Azerbaijan,AZE,1995,2.5589640559395317
Azerbaijan,AZE,1996,3.0840995104579236
Azerbaijan,AZE,1997,3.5895805422819427
Azerbaijan,AZE,1998,4.077096719036589
Azerbaijan,AZE,1999,3.1574299788554443
Azerbaijan,AZE,2000,3.080461705860805
Azerbaijan,AZE,2001,2.7089711436124175
Azerbaijan,AZE,2002,4.261930201289755
Azerbaijan,AZE,2003,4.8171806147827665
Azerbaijan,AZE,2004,4.736651378187927
Azerbaijan,AZE,2005,4.771123855646218
Azerbaijan,AZE,2006,4.055462703103874
Azerbaijan,AZE,2007,4.207925079889528
Azerbaijan,AZE,2008,3.9336711760848306
Azerbaijan,AZE,2009,4.607838740119682
Azerbaijan,AZE,2010,6.965527694680803
Azerbaijan,AZE,2011,4.860224126765526
Azerbaijan,AZE,2012,3.210580654097412
Azerbaijan,AZE,2013,2.671033507920962
Azerbaijan,AZE,2014,2.3401636871065756
Azerbaijan,AZE,2015,2.6713058204358755
Azerbaijan,AZE,2016,3.265765034217586
Azerbaijan,AZE,2017,2.9907258755351354
Azerbaijan,AZE,2018,3.097062970535852
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,2.9032079587810338
Bangladesh,BGD,1973,4.450013372996023
Bangladesh,BGD,1974,3.1591660260965138
Bangladesh,BGD,1975,4.998447625581927
Bangladesh,BGD,1976,4.936384513079521
Bangladesh,BGD,1977,4.251955927355942
Bangladesh,BGD,1978,4.5692461369108965
Bangladesh,BGD,1979,4.786112672242518
Bangladesh,BGD,1980,4.216211997671359
Bangladesh,BGD,1981,4.489362254575823
Bangladesh,BGD,1982,3.4007324816897464
Bangladesh,BGD,1983,4.358011926927165
Bangladesh,BGD,1984,5.470433121054025
Bangladesh,BGD,1985,4.0486988639014845
Bangladesh,BGD,1986,2.260369033996834
Bangladesh,BGD,1987,2.3531877523733797
Bangladesh,BGD,1988,2.760109233651527
Bangladesh,BGD,1989,3.4928329899067765
Bangladesh,BGD,1990,3.1620981580245426
Bangladesh,BGD,1991,3.1067957804167325
Bangladesh,BGD,1992,2.7045778735297743
Bangladesh,BGD,1993,1.877099149760806
Bangladesh,BGD,1994,2.4652556342155965
Bangladesh,BGD,1995,0.9150103500173546
Bangladesh,BGD,1996,1.7369617163604343
Bangladesh,BGD,1997,1.608155721198924
Bangladesh,BGD,1998,1.8170159282809004
Bangladesh,BGD,1999,1.729958848186165
Bangladesh,BGD,2000,1.4506143172877275
Bangladesh,BGD,2001,1.682858293312549
Bangladesh,BGD,2002,1.2297951855300198
Bangladesh,BGD,2003,1.1614011033599005
Bangladesh,BGD,2004,1.1241832586058216
Bangladesh,BGD,2005,1.0597964206092796
Bangladesh,BGD,2006,1.0036311789500911
Bangladesh,BGD,2007,0.9651504274184131
Bangladesh,BGD,2008,1.1630776543243329
Bangladesh,BGD,2009,0.4914834742842577
Bangladesh,BGD,2010,0.8176896646239362
Bangladesh,BGD,2011,0.9225264358854846
Bangladesh,BGD,2012,0.7925429544444477
Bangladesh,BGD,2013,0.7692214651406717
Bangladesh,BGD,2014,0.623623932805772
Bangladesh,BGD,2015,0.8069326025039649
Bangladesh,BGD,2016,0.7991276527092646
Bangladesh,BGD,2017,0.8973728581889113
Bangladesh,BGD,2018,0.7572744197544554
Belarus,BLR,1985,0.012898720173391411
Belarus,BLR,1986,0.011298406546642884
Belarus,BLR,1987,0.011136298103736259
Belarus,BLR,1988,0.010978670331771929
Belarus,BLR,1989,0.011351473261185479
Belarus,BLR,1990,0.011838870694447166
Belarus,BLR,1991,0.01077136928027202
Belarus,BLR,1992,0.01075236172771862
Belarus,BLR,1993,0.015005112347186685
Belarus,BLR,1994,0.018006471328005074
Belarus,BLR,1995,0.020890363173595727
Belarus,BLR,1996,0.01629914132294393
Belarus,BLR,1997,0.021180678928995268
Belarus,BLR,1998,0.028859357869537344
Belarus,BLR,1999,0.02011847923141405
Belarus,BLR,2000,0.027820706956303697
Belarus,BLR,2001,0.03171053933309581
Belarus,BLR,2002,0.029767445701384863
Belarus,BLR,2003,0.028869889636480284
Belarus,BLR,2004,0.031133218830977395
Belarus,BLR,2005,0.03399154277114122
Belarus,BLR,2006,0.03286572917353833
Belarus,BLR,2007,0.044284349992872465
Belarus,BLR,2008,0.0638985625576856
Belarus,BLR,2009,0.09786087547131331
Belarus,BLR,2010,0.11302478467758956
Belarus,BLR,2011,0.12328665109842815
Belarus,BLR,2012,0.1399906762417504
Belarus,BLR,2013,0.20957361796029475
Belarus,BLR,2014,0.18727828752750936
Belarus,BLR,2015,0.2472021810867133
Belarus,BLR,2016,0.3290375969509558
Belarus,BLR,2017,0.6744226324173477
Belarus,BLR,2018,0.7545900036931755
Belgium,BEL,1965,0.17337647641358525
Belgium,BEL,1966,0.19781808887737803
Belgium,BEL,1967,0.14999489220168066
Belgium,BEL,1968,0.13799070180893533
Belgium,BEL,1969,0.1185174331400591
Belgium,BEL,1970,0.1199943118163209
Belgium,BEL,1971,0.0666234129474388
Belgium,BEL,1972,0.0841847777289929
Belgium,BEL,1973,0.132458241245205
Belgium,BEL,1974,0.16632166046810537
Belgium,BEL,1975,0.1355233707035001
Belgium,BEL,1976,0.07979651074198318
Belgium,BEL,1977,0.2262092350580079
Belgium,BEL,1978,0.22224343922031764
Belgium,BEL,1979,0.24540260347612175
Belgium,BEL,1980,0.27004285583318416
Belgium,BEL,1981,0.33032253624039554
Belgium,BEL,1982,0.194981286639984
Belgium,BEL,1983,0.19075461764896826
Belgium,BEL,1984,0.19138352956847457
Belgium,BEL,1985,0.1665805703429267
Belgium,BEL,1986,0.21968146632696445
Belgium,BEL,1987,0.2664757079254179
Belgium,BEL,1988,0.24771216714323316
Belgium,BEL,1989,0.22593333169320298
Belgium,BEL,1990,0.2351974077573591
Belgium,BEL,1991,0.21950083500565354
Belgium,BEL,1992,0.2536468185997457
Belgium,BEL,1993,0.21174939264244605
Belgium,BEL,1994,0.2372054217971788
Belgium,BEL,1995,0.2618152022085659
Belgium,BEL,1996,0.20678891542425556
Belgium,BEL,1997,0.21491945486174285
Belgium,BEL,1998,0.27184460251970793
Belgium,BEL,1999,0.30716835862500635
Belgium,BEL,2000,0.3687885329343525
Belgium,BEL,2001,0.38229883903137823
Belgium,BEL,2002,0.4059817817368467
Belgium,BEL,2003,0.40920246611637007
Belgium,BEL,2004,0.5116109936844044
Belgium,BEL,2005,0.7246070566708134
Belgium,BEL,2006,1.0112239222339583
Belgium,BEL,2007,1.1843367776550235
Belgium,BEL,2008,1.4762730024231427
Belgium,BEL,2009,1.9414715426404292
Belgium,BEL,2010,2.176009149667467
Belgium,BEL,2011,3.0081303884653074
Belgium,BEL,2012,3.89822709210991
Belgium,BEL,2013,4.244031708370089
Belgium,BEL,2014,4.751711457237466
Belgium,BEL,2015,5.532186189468521
Belgium,BEL,2016,5.079126060100408
Belgium,BEL,2017,5.58761053169841
Belgium,BEL,2018,6.240980316130897
Brazil,BRA,1965,24.125881426069938
Brazil,BRA,1966,24.191556611788652
Brazil,BRA,1967,24.432628421562637
Brazil,BRA,1968,22.305526343038128
Brazil,BRA,1969,21.85218983783639
Brazil,BRA,1970,24.411265088561773
Brazil,BRA,1971,24.26699619840955
Brazil,BRA,1972,24.70658278045823
Brazil,BRA,1973,23.62874027822969
Brazil,BRA,1974,24.527515007439774
Brazil,BRA,1975,25.566398405050585
Brazil,BRA,1976,26.67661362440504
Brazil,BRA,1977,28.210158443540358
Brazil,BRA,1978,28.161449625236685
Brazil,BRA,1979,29.603877820793006
Brazil,BRA,1980,32.0884251053759
Brazil,BRA,1981,33.42401369379745
Brazil,BRA,1982,34.42547889433201
Brazil,BRA,1983,36.42355701053826
Brazil,BRA,1984,37.24011118753111
Brazil,BRA,1985,37.46012499690279
Brazil,BRA,1986,35.89654589584183
Brazil,BRA,1987,35.517561921167115
Brazil,BRA,1988,36.63112320676877
Brazil,BRA,1989,36.92265333357164
Brazil,BRA,1990,38.01223047861193
Brazil,BRA,1991,38.56467001901211
Brazil,BRA,1992,37.908849006023054
Brazil,BRA,1993,38.15952754193091
Brazil,BRA,1994,37.51346939206732
Brazil,BRA,1995,37.374499047614705
Brazil,BRA,1996,37.168247095982835
Brazil,BRA,1997,36.9410878269125
Brazil,BRA,1998,37.21674965876623
Brazil,BRA,1999,36.85007137750289
Brazil,BRA,2000,37.56750184099034
Brazil,BRA,2001,33.8493915059622
Brazil,BRA,2002,35.33175589018041
Brazil,BRA,2003,37.13171630659268
Brazil,BRA,2004,37.06142929814697
Brazil,BRA,2005,37.878621184817874
Brazil,BRA,2006,38.201809403477924
Brazil,BRA,2007,38.7595241556004
Brazil,BRA,2008,36.80582735238868
Brazil,BRA,2009,39.34712784649115
Brazil,BRA,2010,37.57959832984385
Brazil,BRA,2011,38.00505069021666
Brazil,BRA,2012,36.65134080003902
Brazil,BRA,2013,33.8978718371012
Brazil,BRA,2014,32.65417601206213
Brazil,BRA,2015,32.92743079088662
Brazil,BRA,2016,36.3933893987547
Brazil,BRA,2017,35.831531173415996
Brazil,BRA,2018,37.4237210884697
Bulgaria,BGR,1965,4.416823465687228
Bulgaria,BGR,1966,4.136896446061
Bulgaria,BGR,1967,3.58235712674162
Bulgaria,BGR,1968,2.060452038186339
Bulgaria,BGR,1969,2.6085810103821725
Bulgaria,BGR,1970,2.714387843347287
Bulgaria,BGR,1971,2.6331797674310553
Bulgaria,BGR,1972,2.4649967343473644
Bulgaria,BGR,1973,2.9144758246423716
Bulgaria,BGR,1974,2.290338428011408
Bulgaria,BGR,1975,2.4450444388677073
Bulgaria,BGR,1976,2.78441406072462
Bulgaria,BGR,1977,3.155380769156662
Bulgaria,BGR,1978,2.5134464092433606
Bulgaria,BGR,1979,2.761083954334892
Bulgaria,BGR,1980,2.9256990436801016
Bulgaria,BGR,1981,2.9006002714605126
Bulgaria,BGR,1982,2.385465287573304
Bulgaria,BGR,1983,2.6096895007923266
Bulgaria,BGR,1984,2.552791924032082
Bulgaria,BGR,1985,1.7613709237782074
Bulgaria,BGR,1986,1.7971247233031808
Bulgaria,BGR,1987,1.9467676623682557
Bulgaria,BGR,1988,1.9492513700871135
Bulgaria,BGR,1989,2.0353994612112833
Bulgaria,BGR,1990,1.5426188622934218
Bulgaria,BGR,1991,2.472274608182135
Bulgaria,BGR,1992,2.224740940913334
Bulgaria,BGR,1993,1.9719070116916002
Bulgaria,BGR,1994,1.5503070554753793
Bulgaria,BGR,1995,2.2784673542825233
Bulgaria,BGR,1996,2.877415813254494
Bulgaria,BGR,1997,2.872055105100036
Bulgaria,BGR,1998,3.3661243573848485
Bulgaria,BGR,1999,3.421419917867126
Bulgaria,BGR,2000,3.3073876431681324
Bulgaria,BGR,2001,2.057637686796695
Bulgaria,BGR,2002,2.6724272536419074
Bulgaria,BGR,2003,3.571843595522867
Bulgaria,BGR,2004,3.851032965051673
Bulgaria,BGR,2005,4.875942867944623
Bulgaria,BGR,2006,4.660747107580712
Bulgaria,BGR,2007,3.2932988178920395
Bulgaria,BGR,2008,3.390314923127576
Bulgaria,BGR,2009,4.842409269509023
Bulgaria,BGR,2010,7.237085695453264
Bulgaria,BGR,2011,4.619564266985715
Bulgaria,BGR,2012,6.568353142069015
Bulgaria,BGR,2013,9.217023979882349
Bulgaria,BGR,2014,9.220723379701047
Bulgaria,BGR,2015,10.264780110146516
Bulgaria,BGR,2016,8.775602144929287
Bulgaria,BGR,2017,7.402415004571046
Bulgaria,BGR,2018,9.872058606190175
Canada,CAN,1965,22.864123828243418
Canada,CAN,1966,23.6999815168764
Canada,CAN,1967,23.346359467265792
Canada,CAN,1968,22.4016104688142
Canada,CAN,1969,23.082795801386172
Canada,CAN,1970,22.589146853955157
Canada,CAN,1971,22.236123839544618
Canada,CAN,1972,22.71142336006344
Canada,CAN,1973,22.326605757335702
Canada,CAN,1974,23.87970999488056
Canada,CAN,1975,23.794789452569535
Canada,CAN,1976,23.484621954615967
Canada,CAN,1977,21.977363538229593
Canada,CAN,1978,23.599180533912882
Canada,CAN,1979,22.877439209852984
Canada,CAN,1980,23.37206518929448
Canada,CAN,1981,24.375898141738826
Canada,CAN,1982,27.573036280727802
Canada,CAN,1983,28.66249855503684
Canada,CAN,1984,28.969867561884804
Canada,CAN,1985,29.73620291323099
Canada,CAN,1986,30.38582890445614
Canada,CAN,1987,29.93978837693747
Canada,CAN,1988,27.962217447834124
Canada,CAN,1989,26.22273390045312
Canada,CAN,1990,27.233715849229302
Canada,CAN,1991,28.26539761540598
Canada,CAN,1992,28.31772742663965
Canada,CAN,1993,28.35684549020772
Canada,CAN,1994,27.897406616759884
Canada,CAN,1995,27.92303704034169
Canada,CAN,1996,28.840837926003736
Canada,CAN,1997,28.180250323394993
Canada,CAN,1998,27.18794169829946
Canada,CAN,1999,27.451991765902573
Canada,CAN,2000,27.564332439592054
Canada,CAN,2001,26.296496017205712
Canada,CAN,2002,26.81678190588565
Canada,CAN,2003,25.632109977786495
Canada,CAN,2004,25.49815856991213
Canada,CAN,2005,26.891854781114034
Canada,CAN,2006,26.556880667741474
Canada,CAN,2007,26.67154673558783
Canada,CAN,2008,27.392478377841716
Canada,CAN,2009,28.522339514331602
Canada,CAN,2010,26.87856197049228
Canada,CAN,2011,27.433232840372597
Canada,CAN,2012,28.107809619250755
Canada,CAN,2013,28.35222617890715
Canada,CAN,2014,27.55874015163664
Canada,CAN,2015,28.003186403655878
Canada,CAN,2016,28.70437100621962
Canada,CAN,2017,28.874550291704047
Canada,CAN,2018,28.4174587566988
Chile,CHL,1965,14.508734279191266
Chile,CHL,1966,14.244288374014062
Chile,CHL,1967,14.280846391972096
Chile,CHL,1968,11.994272367990801
Chile,CHL,1969,12.562578743314
Chile,CHL,1970,12.728625111732663
Chile,CHL,1971,12.351512263180853
Chile,CHL,1972,14.200572603639136
Chile,CHL,1973,14.924334677401896
Chile,CHL,1974,17.16667630004993
Chile,CHL,1975,19.36825715240177
Chile,CHL,1976,18.82965630639354
Chile,CHL,1977,18.99353352635357
Chile,CHL,1978,18.82037798338827
Chile,CHL,1979,18.554398337694117
Chile,CHL,1980,19.022088752697993
Chile,CHL,1981,19.186535284502806
Chile,CHL,1982,23.407109965620688
Chile,CHL,1983,24.393298981927323
Chile,CHL,1984,24.282753151422888
Chile,CHL,1985,27.864415512485998
Chile,CHL,1986,28.682485041780957
Chile,CHL,1987,29.57432504330563
Chile,CHL,1988,26.014932277736975
Chile,CHL,1989,19.813928636546677
Chile,CHL,1990,17.121524958860782
Chile,CHL,1991,21.918640955384035
Chile,CHL,1992,25.90404582279271
Chile,CHL,1993,25.12732684409385
Chile,CHL,1994,23.64104576780348
Chile,CHL,1995,23.714159740159406
Chile,CHL,1996,20.46018196477227
Chile,CHL,1997,19.87360558234555
Chile,CHL,1998,16.32404747262691
Chile,CHL,1999,13.736333480444534
Chile,CHL,2000,17.72496656367824
Chile,CHL,2001,20.113773684976195
Chile,CHL,2002,20.745957946048883
Chile,CHL,2003,20.27482686401968
Chile,CHL,2004,18.226465051548573
Chile,CHL,2005,20.857419747914296
Chile,CHL,2006,21.132956988893557
Chile,CHL,2007,17.438597221978323
Chile,CHL,2008,19.411158296300833
Chile,CHL,2009,20.342414033093146
Chile,CHL,2010,17.974753498841135
Chile,CHL,2011,16.2650213826954
Chile,CHL,2012,16.795222973594793
Chile,CHL,2013,17.115534610033666
Chile,CHL,2014,19.087288948203017
Chile,CHL,2015,20.341872817266033
Chile,CHL,2016,18.557752482416078
Chile,CHL,2017,21.13308422443364
Chile,CHL,2018,21.83291754800812
China,CHN,1965,3.8031301898821903
China,CHN,1966,3.560395247341746
China,CHN,1967,3.4125311237952127
China,CHN,1968,3.987749169122408
China,CHN,1969,3.330872449579192
China,CHN,1970,2.6872935141458574
China,CHN,1971,2.7417776882459166
China,CHN,1972,2.8826461108935613
China,CHN,1973,3.0524586022317024
China,CHN,1974,3.3505710525876133
China,CHN,1975,3.1303057401528522
China,CHN,1976,3.0126057562258857
China,CHN,1977,2.883647015533969
China,CHN,1978,2.4632709838405398
China,CHN,1979,2.6866723063391547
China,CHN,1980,3.1604927137225127
China,CHN,1981,3.6056987262778284
China,CHN,1982,3.922935888501132
China,CHN,1983,4.281610951035997
China,CHN,1984,4.008205734099661
China,CHN,1985,3.943657609470873
China,CHN,1986,3.8506926693523646
China,CHN,1987,3.777302775421739
China,CHN,1988,3.8382190603893522
China,CHN,1989,3.9677670070489195
China,CHN,1990,4.195579833474257
China,CHN,1991,3.928505395380183
China,CHN,1992,3.9149908507565527
China,CHN,1993,4.226754315144697
China,CHN,1994,4.404386285484608
China,CHN,1995,4.9330492017244705
China,CHN,1996,4.576666581859722
China,CHN,1997,4.774011913735743
China,CHN,1998,4.83542229571887
China,CHN,1999,4.621377524273693
China,CHN,2000,5.048646999126043
China,CHN,2001,5.949272050271063
China,CHN,2002,5.666474034538272
China,CHN,2003,4.7949071280553905
China,CHN,2004,5.098406452551519
China,CHN,2005,5.075281450303205
China,CHN,2006,5.112653384604346
