Entity,Code,Year,Crops - Hempseed - 336 - Production - 5510 - tonnes (tonnes)
Czechoslovakia,OWID_CZS,1990,0
Czechoslovakia,OWID_CZS,1991,0
Czechoslovakia,OWID_CZS,1992,0
Eastern Asia,,1961,73.97999999999999
Eastern Asia,,1962,82.19999999999999
Eastern Asia,,1963,98.63999999999999
Eastern Asia,,1964,106.86
Eastern Asia,,1965,115.08
Eastern Asia,,1966,126.03999999999999
Eastern Asia,,1967,126.03999999999999
Eastern Asia,,1968,128.78
Eastern Asia,,1969,128.78
Eastern Asia,,1970,131.51999999999998
Eastern Asia,,1971,131.51999999999998
Eastern Asia,,1972,134.26
Eastern Asia,,1973,137
Eastern Asia,,1974,156.17999999999998
Eastern Asia,,1975,156.17999999999998
Eastern Asia,,1976,153.44
Eastern Asia,,1977,150.7
Eastern Asia,,1978,147.95999999999998
Eastern Asia,,1979,147.95999999999998
Eastern Asia,,1980,115.08
Eastern Asia,,1981,153.44
Eastern Asia,,1982,142.48
Eastern Asia,,1983,101.38
Eastern Asia,,1984,104.11999999999999
Eastern Asia,,1985,112.33999999999999
Eastern Asia,,1986,208.23999999999998
Eastern Asia,,1987,175.35999999999999
Eastern Asia,,1988,175.35999999999999
Eastern Asia,,1989,79.46
Eastern Asia,,1990,68.5
Eastern Asia,,1991,65.62299999999999
Eastern Asia,,1992,60.279999999999994
Eastern Asia,,1993,68.5
Eastern Asia,,1994,73.43199999999999
Eastern Asia,,1995,74.63759999999999
Eastern Asia,,1996,73.97999999999999
Eastern Asia,,1997,76.72
Eastern Asia,,1998,82.19999999999999
Eastern Asia,,1999,83.844
Eastern Asia,,2000,71.24
Eastern Asia,,2001,55.309639999999995
Eastern Asia,,2002,82.48496
Eastern Asia,,2003,71.93321999999999
Eastern Asia,,2004,65.75999999999999
Eastern Asia,,2005,113.29351999999999
Eastern Asia,,2006,115.08
Eastern Asia,,2007,131.13914
Eastern Asia,,2008,82.48496
Eastern Asia,,2009,33.86092
Eastern Asia,,2010,29.764619999999997
Eastern Asia,,2011,43.29748
Eastern Asia,,2012,39.73
Eastern Asia,,2013,41.23974
Eastern Asia,,2014,42.7303
Eastern Asia,,2015,36.020039999999995
Eastern Asia,,2016,32.564899999999994
Eastern Asia,,2017,32.47996
Eastern Asia,,2018,32.39228
Eastern Europe,,1961,103.32266
Eastern Europe,,1962,101.94444
Eastern Europe,,1963,103.35828
Eastern Europe,,1964,103.25963999999999
Eastern Europe,,1965,128.2868
Eastern Europe,,1966,119.91062
Eastern Europe,,1967,114.97587999999999
Eastern Europe,,1968,103.80763999999999
Eastern Europe,,1969,88.13484
Eastern Europe,,1970,68.6507
Eastern Europe,,1971,65.39283999999999
Eastern Europe,,1972,52.531279999999995
Eastern Europe,,1973,66.6916
Eastern Europe,,1974,68.86716
Eastern Europe,,1975,57.093379999999996
Eastern Europe,,1976,55.575419999999994
Eastern Europe,,1977,46.94168
Eastern Europe,,1978,43.10294
Eastern Europe,,1979,47.895199999999996
Eastern Europe,,1980,38.4559
Eastern Europe,,1981,34.252739999999996
Eastern Europe,,1982,39.8396
Eastern Europe,,1983,40.55748
Eastern Europe,,1984,44.12222
Eastern Europe,,1985,29.14812
Eastern Europe,,1986,29.907099999999996
Eastern Europe,,1987,31.512739999999997
Eastern Europe,,1988,24.3723
Eastern Europe,,1989,31.953879999999998
Eastern Europe,,1990,19.256719999999998
Eastern Europe,,1991,15.47552
Eastern Europe,,1992,11.453199999999999
Eastern Europe,,1993,6.9048
Eastern Europe,,1994,2.59752
Eastern Europe,,1995,7.72406
Eastern Europe,,1996,5.03064
Eastern Europe,,1997,5.0498199999999995
Eastern Europe,,1998,4.9731
Eastern Europe,,1999,4.967619999999999
Eastern Europe,,2000,7.940519999999999
Eastern Europe,,2001,4.02506
Eastern Europe,,2002,3.48528
Eastern Europe,,2003,2.8085
Eastern Europe,,2004,3.6441999999999997
Eastern Europe,,2005,3.8770999999999995
Eastern Europe,,2006,3.5208999999999997
Eastern Europe,,2007,3.88258
Eastern Europe,,2008,4.43058
Eastern Europe,,2009,3.49898
Eastern Europe,,2010,3.39212
Eastern Europe,,2011,3.5318599999999996
Eastern Europe,,2012,3.8798399999999997
Eastern Europe,,2013,4.60046
Eastern Europe,,2014,4.47716
Eastern Europe,,2015,3.7811999999999997
Eastern Europe,,2016,4.66348
Eastern Europe,,2017,5.98142
Eastern Europe,,2018,8.80636
Europe,,1961,122.60404
Europe,,1962,122.5739
Europe,,1963,125.32212
Europe,,1964,135.6574
Europe,,1965,145.77347999999998
Europe,,1966,140.32361999999998
Europe,,1967,138.40287999999998
Europe,,1968,117.82821999999999
Europe,,1969,97.4207
Europe,,1970,75.20751999999999
Europe,,1971,70.57144
Europe,,1972,55.200039999999994
Europe,,1973,76.6378
Europe,,1974,81.86846
Europe,,1975,69.08362
Europe,,1976,66.61488
Europe,,1977,59.647059999999996
Europe,,1978,54.457499999999996
Europe,,1979,56.47414
Europe,,1980,46.692339999999994
Europe,,1981,39.77932
Europe,,1982,46.4704
Europe,,1983,47.89794
Europe,,1984,49.144639999999995
Europe,,1985,35.12132
Europe,,1986,34.39796
Europe,,1987,36.614619999999995
Europe,,1988,27.56714
Europe,,1989,34.82266
Europe,,1990,22.854339999999997
Europe,,1991,74.30058
Europe,,1992,88.74586
Europe,,1993,128.19912
Europe,,1994,121.13265999999999
Europe,,1995,108.13958
Europe,,1996,110.07676
Europe,,1997,211.59923999999998
Europe,,1998,149.45604
Europe,,1999,180.67559999999997
Europe,,2000,158.10348
Europe,,2001,133.27908
Europe,,2002,155.24566
Europe,,2003,200.05288
Europe,,2004,165.04937999999999
Europe,,2005,190.72591999999997
Europe,,2006,165.94809999999998
Europe,,2007,194.38655999999997
Europe,,2008,184.5801
Europe,,2009,246.91235999999998
Europe,,2010,156.68964
Europe,,2011,138.75907999999998
Europe,,2012,263.15234
Europe,,2013,198.33489999999998
Europe,,2014,235.09473999999997
Europe,,2015,173.56256
Europe,,2016,236.34691999999998
Europe,,2017,363.46921999999995
Europe,,2018,354.35323999999997
"Europe, Western",,1961,4.057939999999999
"Europe, Western",,1962,5.9868999999999994
"Europe, Western",,1963,5.5320599999999995
"Europe, Western",,1964,6.17596
"Europe, Western",,1965,5.6224799999999995
"Europe, Western",,1966,4.93474
"Europe, Western",,1967,4.929259999999999
"Europe, Western",,1968,3.15922
"Europe, Western",,1969,1.9727999999999999
"Europe, Western",,1970,2.10432
"Europe, Western",,1971,1.12066
"Europe, Western",,1972,0.74254
"Europe, Western",,1973,7.315799999999999
"Europe, Western",,1974,6.521199999999999
"Europe, Western",,1975,7.493899999999999
"Europe, Western",,1976,7.8911999999999995
"Europe, Western",,1977,10.138
"Europe, Western",,1978,9.5078
"Europe, Western",,1979,7.754199999999999
"Europe, Western",,1980,7.3431999999999995
"Europe, Western",,1981,4.4936
"Europe, Western",,1982,4.877199999999999
"Europe, Western",,1983,5.8362
"Europe, Western",,1984,3.7537999999999996
"Europe, Western",,1985,5.0553
"Europe, Western",,1986,4.18124
"Europe, Western",,1987,4.2744
"Europe, Western",,1988,2.7948
"Europe, Western",,1989,2.3289999999999997
"Europe, Western",,1990,3.014
"Europe, Western",,1991,58.074299999999994
"Europe, Western",,1992,77.12277999999999
"Europe, Western",,1993,121.23952
"Europe, Western",,1994,118.34334
"Europe, Western",,1995,100.25934
"Europe, Western",,1996,104.87898
"Europe, Western",,1997,206.42064
"Europe, Western",,1998,144.38155999999998
"Europe, Western",,1999,175.62851999999998
"Europe, Western",,2000,150.11638
"Europe, Western",,2001,129.21017999999998
"Europe, Western",,2002,151.73023999999998
"Europe, Western",,2003,197.21697999999998
"Europe, Western",,2004,161.386
"Europe, Western",,2005,186.83238
"Europe, Western",,2006,162.41897999999998
"Europe, Western",,2007,190.49576
"Europe, Western",,2008,180.1413
"Europe, Western",,2009,243.40789999999998
"Europe, Western",,2010,153.29478
"Europe, Western",,2011,135.22448
"Europe, Western",,2012,259.26975999999996
"Europe, Western",,2013,193.70156
"Europe, Western",,2014,230.42577999999997
"Europe, Western",,2015,169.44433999999998
"Europe, Western",,2016,230.68334
"Europe, Western",,2017,355.16976
"Europe, Western",,2018,343.49188
European Union,,1961,31.91004
European Union,,1962,32.95946
European Union,,1963,34.751419999999996
European Union,,1964,30.931859999999997
European Union,,1965,37.87502
European Union,,1966,47.117039999999996
European Union,,1967,32.98686
European Union,,1968,29.624879999999997
European Union,,1969,18.92792
European Union,,1970,15.938579999999998
European Union,,1971,16.7277
European Union,,1972,14.806959999999998
European Union,,1973,22.035079999999997
European Union,,1974,23.16396
European Union,,1975,21.33364
European Union,,1976,25.45734
European Union,,1977,27.43836
European Union,,1978,23.210539999999998
European Union,,1979,17.65108
European Union,,1980,18.7827
European Union,,1981,14.568579999999999
European Union,,1982,15.513879999999999
European Union,,1983,16.286559999999998
European Union,,1984,15.11384
European Union,,1985,15.234399999999999
European Union,,1986,15.028899999999998
European Union,,1987,15.237139999999998
European Union,,1988,12.371099999999998
European Union,,1989,15.10836
European Union,,1990,14.9193
European Union,,1991,64.527
European Union,,1992,79.88744
European Union,,1993,122.13824
European Union,,1994,119.4366
European Union,,1995,101.64577999999999
European Union,,1996,108.24369999999999
European Union,,1997,209.9114
European Union,,1998,147.54077999999998
European Union,,1999,177.4561
European Union,,2000,150.42326
European Union,,2001,129.6294
European Union,,2002,153.1249
European Union,,2003,198.67192
European Union,,2004,162.90395999999998
European Union,,2005,188.375
European Union,,2006,164.08216
European Union,,2007,192.31786
European Union,,2008,182.01819999999998
European Union,,2009,245.15328
European Union,,2010,154.8511
European Union,,2011,136.75888
European Union,,2012,260.84799999999996
European Union,,2013,195.29075999999998
European Union,,2014,232.05607999999998
European Union,,2015,171.1815
European Union,,2016,233.09179999999998
European Union,,2017,358.87971999999996
European Union,,2018,346.91961999999995
France,FRA,1961,2.4659999999999997
France,FRA,1962,3.6441999999999997
France,FRA,1963,2.9044
France,FRA,1964,3.425
France,FRA,1965,4.0278
France,FRA,1966,3.25512
France,FRA,1967,4.0141
France,FRA,1968,2.2468
France,FRA,1969,1.2494399999999999
France,FRA,1970,1.43302
France,FRA,1971,0.5479999999999999
France,FRA,1972,0.5479999999999999
France,FRA,1973,7.315799999999999
France,FRA,1974,6.521199999999999
France,FRA,1975,7.493899999999999
France,FRA,1976,7.8911999999999995
France,FRA,1977,10.138
France,FRA,1978,9.5078
France,FRA,1979,7.754199999999999
France,FRA,1980,7.3431999999999995
France,FRA,1981,4.4936
France,FRA,1982,4.877199999999999
France,FRA,1983,5.8362
France,FRA,1984,3.7537999999999996
France,FRA,1985,5.0553
France,FRA,1986,4.18124
France,FRA,1987,4.2744
France,FRA,1988,2.7948
France,FRA,1989,2.3289999999999997
France,FRA,1990,3.014
France,FRA,1991,58.074299999999994
France,FRA,1992,77.12277999999999
France,FRA,1993,121.23952
France,FRA,1994,118.34334
France,FRA,1995,100.25934
France,FRA,1996,104.87898
France,FRA,1997,206.42064
France,FRA,1998,144.38155999999998
France,FRA,1999,175.62851999999998
France,FRA,2000,150.11638
France,FRA,2001,129.21017999999998
France,FRA,2002,151.73023999999998
France,FRA,2003,197.21697999999998
France,FRA,2004,161.386
France,FRA,2005,186.83238
France,FRA,2006,162.41897999999998
France,FRA,2007,190.49576
France,FRA,2008,180.1413
France,FRA,2009,243.40789999999998
France,FRA,2010,153.29478
France,FRA,2011,135.22448
France,FRA,2012,259.26975999999996
France,FRA,2013,193.70156
France,FRA,2014,230.42577999999997
France,FRA,2015,169.44433999999998
France,FRA,2016,230.68334
France,FRA,2017,355.16976
France,FRA,2018,343.49188
Germany,DEU,1961,1.59194
Germany,DEU,1962,2.3427
Germany,DEU,1963,2.6276599999999997
Germany,DEU,1964,2.7509599999999996
Germany,DEU,1965,1.5946799999999999
Germany,DEU,1966,1.67962
Germany,DEU,1967,0.91516
Germany,DEU,1968,0.9124199999999999
Germany,DEU,1969,0.72336
Germany,DEU,1970,0.6713
Germany,DEU,1971,0.57266
Germany,DEU,1972,0.19454
Germany,DEU,1973,0
Germany,DEU,1990,0
Germany,DEU,1991,0
Germany,DEU,1992,0
Hungary,HUN,1961,3.5866599999999997
Hungary,HUN,1962,5.4799999999999995
Hungary,HUN,1963,6.75958
Hungary,HUN,1964,7.028099999999999
Hungary,HUN,1965,3.40034
Hungary,HUN,1966,6.428039999999999
Hungary,HUN,1967,3.8332599999999997
Hungary,HUN,1968,5.1922999999999995
Hungary,HUN,1969,2.2440599999999997
Hungary,HUN,1970,1.43576
Hungary,HUN,1971,1.6850999999999998
Hungary,HUN,1972,1.55358
Hungary,HUN,1973,1.6494799999999998
Hungary,HUN,1974,0.9562599999999999
Hungary,HUN,1975,2.25228
Hungary,HUN,1976,4.54292
Hungary,HUN,1977,7.04454
Hungary,HUN,1978,3.3126599999999997
Hungary,HUN,1979,1.7919599999999998
Hungary,HUN,1980,4.55936
Hungary,HUN,1981,3.0194799999999997
Hungary,HUN,1982,2.6797199999999997
Hungary,HUN,1983,2.6934199999999997
Hungary,HUN,1984,3.5263799999999996
Hungary,HUN,1985,2.63314
Hungary,HUN,1986,2.71534
Hungary,HUN,1987,2.43038
Hungary,HUN,1988,1.2686199999999999
Hungary,HUN,1989,1.55358
Hungary,HUN,1990,3.26334
Hungary,HUN,1991,3.9510799999999997
Hungary,HUN,1992,0.959
Hungary,HUN,1993,0.411
Hungary,HUN,1994,0.822
Hungary,HUN,1995,1.0959999999999999
Hungary,HUN,1996,2.7399999999999998
Hungary,HUN,1997,2.7399999999999998
Hungary,HUN,1998,2.5208
Hungary,HUN,1999,0.4658
Hungary,HUN,2000,0.13699999999999998
Hungary,HUN,2001,0.16713999999999998
Hungary,HUN,2002,1.03572
Hungary,HUN,2003,1.0959999999999999
Hungary,HUN,2004,1.1644999999999999
Hungary,HUN,2005,1.2329999999999999
Hungary,HUN,2006,1.3426
Hungary,HUN,2007,1.4795999999999998
Hungary,HUN,2008,1.5344
Hungary,HUN,2009,1.4056199999999999
Hungary,HUN,2010,1.2192999999999998
Hungary,HUN,2011,1.1919
Hungary,HUN,2012,1.2357399999999998
Hungary,HUN,2013,1.2165599999999999
Hungary,HUN,2014,1.12066
Hungary,HUN,2015,1.10148
Hungary,HUN,2016,1.10148
Hungary,HUN,2017,1.08504
Hungary,HUN,2018,1.0686
Iran,IRN,1991,0.3151
Iran,IRN,1992,0.36716
Iran,IRN,1993,0.46305999999999997
Iran,IRN,1994,0.057539999999999994
Iran,IRN,1995,0.38633999999999996
Iran,IRN,1996,0.55896
Iran,IRN,1997,0.40825999999999996
Iran,IRN,1998,0.40277999999999997
Iran,IRN,1999,0.39455999999999997
Iran,IRN,2000,0.40277999999999997
Iran,IRN,2001,0.411
Iran,IRN,2002,0.42195999999999995
Iran,IRN,2003,0.43017999999999995
Iran,IRN,2004,0.43839999999999996
Iran,IRN,2005,0.44936
Iran,IRN,2006,0.45758
Iran,IRN,2007,0.4658
Iran,IRN,2008,0.47675999999999996
Iran,IRN,2009,0.48497999999999997
Iran,IRN,2010,0.49594
Iran,IRN,2011,0.5041599999999999
Iran,IRN,2012,0.51238
Iran,IRN,2013,0.5233399999999999
Iran,IRN,2014,0.5233399999999999
Iran,IRN,2015,0.5315599999999999
Iran,IRN,2016,0.5315599999999999
Iran,IRN,2017,0.53704
Iran,IRN,2018,0.54252
Italy,ITA,1961,2.3427
Italy,ITA,1962,2.7125999999999997
Italy,ITA,1963,2.5755999999999997
Italy,ITA,1964,1.7535999999999998
Italy,ITA,1965,1.6165999999999998
Italy,ITA,1966,1.8083999999999998
Italy,ITA,1967,1.1782
Italy,ITA,1968,0.7672
Italy,ITA,1969,0.25755999999999996
Italy,ITA,1970,0.10959999999999999
Italy,ITA,1971,0.07672
Italy,ITA,1972,0.07672
Italy,ITA,1973,0.027399999999999997
Italy,ITA,1974,0.027399999999999997
Italy,ITA,1975,0.0411
Italy,ITA,1976,0.024659999999999998
Italy,ITA,1977,0.046579999999999996
Italy,ITA,1978,0.06301999999999999
Italy,ITA,1979,0.01096
Italy,ITA,1980,0.00822
Italy,ITA,1981,0.00822
Net Food Importing Developing Countries,,1991,9.27764
Net Food Importing Developing Countries,,1992,8.95706
Net Food Importing Developing Countries,,1993,7.11304
Net Food Importing Developing Countries,,1994,7.05002
Net Food Importing Developing Countries,,1995,6.75958
Net Food Importing Developing Countries,,1996,6.060879999999999
Net Food Importing Developing Countries,,1997,5.540279999999999
Net Food Importing Developing Countries,,1998,5.1018799999999995
Net Food Importing Developing Countries,,1999,5.16216
Net Food Importing Developing Countries,,2000,5.866339999999999
Net Food Importing Developing Countries,,2001,6.008819999999999
Net Food Importing Developing Countries,,2002,4.551139999999999
Net Food Importing Developing Countries,,2003,4.32098
Net Food Importing Developing Countries,,2004,3.00852
Net Food Importing Developing Countries,,2005,3.4222599999999996
Net Food Importing Developing Countries,,2006,3.14004
Net Food Importing Developing Countries,,2007,2.8632999999999997
Net Food Importing Developing Countries,,2008,2.86604
Net Food Importing Developing Countries,,2009,2.0139
Net Food Importing Developing Countries,,2010,1.5289199999999998
Net Food Importing Developing Countries,,2011,1.1316199999999998
Net Food Importing Developing Countries,,2012,0.78638
Net Food Importing Developing Countries,,2013,0.34524
Net Food Importing Developing Countries,,2014,0.11782
Net Food Importing Developing Countries,,2015,0.07124
Net Food Importing Developing Countries,,2016,0.02192
Net Food Importing Developing Countries,,2017,0.013699999999999999
Net Food Importing Developing Countries,,2018,0
Pakistan,PAK,1991,9.27764
Pakistan,PAK,1992,8.95706
Pakistan,PAK,1993,7.11304
Pakistan,PAK,1994,7.05002
Pakistan,PAK,1995,6.75958
Pakistan,PAK,1996,6.060879999999999
Pakistan,PAK,1997,5.540279999999999
Pakistan,PAK,1998,5.1018799999999995
Pakistan,PAK,1999,5.16216
Pakistan,PAK,2000,5.866339999999999
Pakistan,PAK,2001,6.008819999999999
Pakistan,PAK,2002,4.551139999999999
Pakistan,PAK,2003,4.32098
Pakistan,PAK,2004,3.00852
Pakistan,PAK,2005,3.4222599999999996
Pakistan,PAK,2006,3.14004
Pakistan,PAK,2007,2.8632999999999997
Pakistan,PAK,2008,2.86604
