Entity,Code,Year,Coal (%)
Australia,AUS,2008,44.028517374168366
Australia,AUS,2009,42.868897479571686
Australia,AUS,2010,39.601152789815785
Australia,AUS,2011,37.34200737555136
Australia,AUS,2012,35.47148146165551
Australia,AUS,2013,33.55357388128248
Australia,AUS,2014,32.714167792743794
Australia,AUS,2015,33.40001408545963
Australia,AUS,2016,32.73631582539026
Australia,AUS,2017,32.07415335986027
Australia,AUS,2018,30.677916485629424
Austria,AUT,1965,32.081509886978814
Austria,AUT,1966,29.305594082056487
Austria,AUT,1967,27.466443134653325
Austria,AUT,1968,25.33250541956315
Austria,AUT,1969,23.990618047152974
Austria,AUT,1970,22.592777114742848
Austria,AUT,1971,20.691193915041254
Austria,AUT,1972,18.131870679579514
Austria,AUT,1973,16.77317683647262
Austria,AUT,1974,17.680638254897694
Austria,AUT,1975,15.491181300086174
Austria,AUT,1976,15.854951141809941
Austria,AUT,1977,13.333985901246189
Austria,AUT,1978,12.970488033357835
Austria,AUT,1979,13.315090488126923
Austria,AUT,1980,13.755479886695548
Austria,AUT,1981,14.544810985465723
Austria,AUT,1982,14.31863562765365
Austria,AUT,1983,15.370177581966699
Austria,AUT,1984,17.62412160596512
Austria,AUT,1985,16.782826177365845
Austria,AUT,1986,14.821383638573588
Austria,AUT,1987,13.956540519953458
Austria,AUT,1988,13.572895490446998
Austria,AUT,1989,13.553718597810724
Austria,AUT,1990,14.668690548623728
Austria,AUT,1991,14.647756104836365
Austria,AUT,1992,11.62468042525627
Austria,AUT,1993,10.282157369941036
Austria,AUT,1994,10.483547316352237
Austria,AUT,1995,11.378463164676509
Austria,AUT,1996,11.377121975028555
Austria,AUT,1997,11.83225935652275
Austria,AUT,1998,10.259607538570133
Austria,AUT,1999,9.982679082547055
Austria,AUT,2000,11.256339653437303
Austria,AUT,2001,11.176829765113023
Austria,AUT,2002,11.30669849060191
Austria,AUT,2003,11.862516559957308
Austria,AUT,2004,11.419324566455376
Austria,AUT,2005,11.173464874789182
Austria,AUT,2006,11.261101876687437
Austria,AUT,2007,11.126021536418575
Austria,AUT,2008,10.75203705274406
Austria,AUT,2009,8.360384518908024
Austria,AUT,2010,9.493790017562393
Austria,AUT,2011,10.41995155698391
Austria,AUT,2012,9.211284897392096
Austria,AUT,2013,9.453449800915934
Austria,AUT,2014,8.998794471348639
Austria,AUT,2015,9.701655765716376
Austria,AUT,2016,8.702064621665171
Austria,AUT,2017,8.774889460149362
Austria,AUT,2018,8.161658672587397
Azerbaijan,AZE,1985,0.45664420008803336
Azerbaijan,AZE,1986,0.42402387789440066
Azerbaijan,AZE,1987,0.43756465948263273
Azerbaijan,AZE,1988,0.4371731497814092
Azerbaijan,AZE,1989,0.4287026420683814
Azerbaijan,AZE,1990,0.3984668194872881
Azerbaijan,AZE,1991,0.31225739173600464
Azerbaijan,AZE,1992,0.06532476295452204
Azerbaijan,AZE,1993,0.01885393219517252
Azerbaijan,AZE,1994,0.027341951980955213
Azerbaijan,AZE,1995,0.021804149920040802
Azerbaijan,AZE,1996,0.026603518639370913
Azerbaijan,AZE,1997,0.02779870134548976
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0.02760651899897938
Azerbaijan,AZE,2002,0.018648687462111464
Azerbaijan,AZE,2003,0.025857143335746267
Azerbaijan,AZE,2004,0.0069903827727086105
Azerbaijan,AZE,2005,0.02256108373659525
Azerbaijan,AZE,2006,0.0229194329707513
Azerbaijan,AZE,2007,0.03878031105481898
Azerbaijan,AZE,2008,0.028797571082234335
Azerbaijan,AZE,2009,0.03258691852389888
Azerbaijan,AZE,2010,0.04953147625493053
Azerbaijan,AZE,2011,0.039572492889056114
Azerbaijan,AZE,2012,0.028808830919679035
Azerbaijan,AZE,2013,0.02334889397062558
Azerbaijan,AZE,2014,0.013735997442584606
Azerbaijan,AZE,2015,0.020933632685492816
Azerbaijan,AZE,2016,0.008451541136943944
Azerbaijan,AZE,2017,0.00859136031718238
Azerbaijan,AZE,2018,0.008537167372787646
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,6.852480013503428
Bangladesh,BGD,1973,7.2161982385801595
Bangladesh,BGD,1974,6.202807992373053
Bangladesh,BGD,1975,6.330750245167362
Bangladesh,BGD,1976,5.451888813024366
Bangladesh,BGD,1977,5.5449207566534255
Bangladesh,BGD,1978,4.986554397305549
Bangladesh,BGD,1979,3.349867294339612
Bangladesh,BGD,1980,3.969207682621328
Bangladesh,BGD,1981,4.052751742722771
Bangladesh,BGD,1982,4.4443318867094055
Bangladesh,BGD,1983,2.5465700414206043
Bangladesh,BGD,1984,0.9441050487999139
Bangladesh,BGD,1985,1.1859380328281681
Bangladesh,BGD,1986,1.642092084079869
Bangladesh,BGD,1987,2.34254254546671
Bangladesh,BGD,1988,2.1677068221979146
Bangladesh,BGD,1989,2.0965079642743945
Bangladesh,BGD,1990,4.448341695303949
Bangladesh,BGD,1991,1.4740438785296357
Bangladesh,BGD,1992,1.2683582698606057
Bangladesh,BGD,1993,0.429627451467125
Bangladesh,BGD,1994,0.37931664971424334
Bangladesh,BGD,1995,3.4880682030621966
Bangladesh,BGD,1996,1.8274959725866606
Bangladesh,BGD,1997,3.1915351414310336
Bangladesh,BGD,1998,0.8630197608780971
Bangladesh,BGD,1999,0.42202865451577254
Bangladesh,BGD,2000,2.823459351143408
Bangladesh,BGD,2001,2.620374407063671
Bangladesh,BGD,2002,2.650802500782867
Bangladesh,BGD,2003,2.391238135401664
Bangladesh,BGD,2004,2.31483510035304
Bangladesh,BGD,2005,2.993069404392703
Bangladesh,BGD,2006,2.7652317223407707
Bangladesh,BGD,2007,3.4717354045125806
Bangladesh,BGD,2008,3.404729131517692
Bangladesh,BGD,2009,3.751939174194284
Bangladesh,BGD,2010,3.7447011871134466
Bangladesh,BGD,2011,3.1678675918134656
Bangladesh,BGD,2012,3.603028414085417
Bangladesh,BGD,2013,3.869718257245304
Bangladesh,BGD,2014,3.423618022845845
Bangladesh,BGD,2015,7.262640106437564
Bangladesh,BGD,2016,5.354958943602035
Bangladesh,BGD,2017,5.770554340759367
Bangladesh,BGD,2018,5.956379473593873
Belarus,BLR,1985,6.154433929220192
Belarus,BLR,1986,5.897382436330987
Belarus,BLR,1987,5.651674345175118
Belarus,BLR,1988,5.969219442968028
Belarus,BLR,1989,6.058884457094051
Belarus,BLR,1990,5.558277275850436
Belarus,BLR,1991,5.337691569751972
Belarus,BLR,1992,4.698828442364054
Belarus,BLR,1993,5.038733860222331
Belarus,BLR,1994,4.2364750666162845
Belarus,BLR,1995,4.3938348866829395
Belarus,BLR,1996,5.200583467499464
Belarus,BLR,1997,5.4259951176554555
Belarus,BLR,1998,4.920776336751545
Belarus,BLR,1999,4.690203400787846
Belarus,BLR,2000,4.530916841189253
Belarus,BLR,2001,3.3372583541180467
Belarus,BLR,2002,3.0570450222862506
Belarus,BLR,2003,2.8902606009252803
Belarus,BLR,2004,2.5135869466221927
Belarus,BLR,2005,2.7857856249163646
Belarus,BLR,2006,2.348154526085557
Belarus,BLR,2007,2.7194887863041135
Belarus,BLR,2008,2.5055313809686033
Belarus,BLR,2009,2.5177713350169624
Belarus,BLR,2010,2.480278940700949
Belarus,BLR,2011,2.9965420269574703
Belarus,BLR,2012,2.8287456909528133
Belarus,BLR,2013,3.4045907177624986
Belarus,BLR,2014,3.2670322933935148
Belarus,BLR,2015,3.198244248128463
Belarus,BLR,2016,3.532339982105489
Belarus,BLR,2017,3.5991947339755845
Belarus,BLR,2018,3.8972514627977906
Belgium,BEL,1965,53.99919940545136
Belgium,BEL,1966,51.12901442787814
Belgium,BEL,1967,47.80107533220091
Belgium,BEL,1968,44.283923549126555
Belgium,BEL,1969,39.29746077290189
Belgium,BEL,1970,35.05741469092437
Belgium,BEL,1971,29.58996450555299
Belgium,BEL,1972,26.584480685814793
Belgium,BEL,1973,22.01510010531599
Belgium,BEL,1974,24.38506279735783
Belgium,BEL,1975,19.41449095540056
Belgium,BEL,1976,19.08936037100249
Belgium,BEL,1977,19.344589052806153
Belgium,BEL,1978,18.978918826604083
Belgium,BEL,1979,20.542039878179878
Belgium,BEL,1980,21.6443144219752
Belgium,BEL,1981,23.590128716591867
Belgium,BEL,1982,24.7283570475191
Belgium,BEL,1983,21.855389646968447
Belgium,BEL,1984,24.27653858731505
Belgium,BEL,1985,23.240018924990796
Belgium,BEL,1986,19.245235349612834
Belgium,BEL,1987,18.601295041752756
Belgium,BEL,1988,18.431790977300142
Belgium,BEL,1989,19.2079801291959
Belgium,BEL,1990,19.90916652986391
Belgium,BEL,1991,18.403341037993993
Belgium,BEL,1992,16.53402883008607
Belgium,BEL,1993,15.911808925878843
Belgium,BEL,1994,16.189647820363223
Belgium,BEL,1995,15.3299740223867
Belgium,BEL,1996,13.79806197520761
Belgium,BEL,1997,12.77296092160474
Belgium,BEL,1998,12.450120460284115
Belgium,BEL,1999,11.006616719510536
Belgium,BEL,2000,11.90430503699803
Belgium,BEL,2001,11.415722658547843
Belgium,BEL,2002,9.817138301584452
Belgium,BEL,2003,9.13793601569393
Belgium,BEL,2004,8.46145154827235
Belgium,BEL,2005,7.8271962246308044
Belgium,BEL,2006,7.690085360152478
Belgium,BEL,2007,6.969769777100277
Belgium,BEL,2008,6.769905594070261
Belgium,BEL,2009,4.658655981040968
Belgium,BEL,2010,5.551667883063673
Belgium,BEL,2011,5.601364922519095
Belgium,BEL,2012,5.476380885198853
Belgium,BEL,2013,5.499103768568977
Belgium,BEL,2014,5.75430833369111
Belgium,BEL,2015,5.711980718409369
Belgium,BEL,2016,4.996500667388419
Belgium,BEL,2017,4.871650034275776
Belgium,BEL,2018,5.2691276027488705
Brazil,BRA,1965,7.715834889259233
Brazil,BRA,1966,7.664328687253566
Brazil,BRA,1967,7.648235383131335
Brazil,BRA,1968,6.565296546780927
Brazil,BRA,1969,6.7077924502219295
Brazil,BRA,1970,6.5218844480492315
Brazil,BRA,1971,6.002654309621617
Brazil,BRA,1972,5.486488955562579
Brazil,BRA,1973,4.519802426362472
Brazil,BRA,1974,4.39100972381038
Brazil,BRA,1975,4.943694376860591
Brazil,BRA,1976,4.806920015573309
Brazil,BRA,1977,5.709823297031277
Brazil,BRA,1978,5.956909751305109
Brazil,BRA,1979,5.981227641477134
Brazil,BRA,1980,6.40357136878076
Brazil,BRA,1981,6.430859488442965
Brazil,BRA,1982,6.4802813597723175
Brazil,BRA,1983,7.154093794816588
Brazil,BRA,1984,8.23389389507892
Brazil,BRA,1985,9.143651811218326
Brazil,BRA,1986,8.671264702633835
Brazil,BRA,1987,8.815439092725391
Brazil,BRA,1988,8.68251844408693
Brazil,BRA,1989,8.447733888124365
Brazil,BRA,1990,7.657052161412876
Brazil,BRA,1991,8.45539560769086
Brazil,BRA,1992,7.836507804475164
Brazil,BRA,1993,7.728237836291553
Brazil,BRA,1994,7.5461480976800654
Brazil,BRA,1995,7.53792322851
Brazil,BRA,1996,7.365528950102791
Brazil,BRA,1997,7.008697731287279
Brazil,BRA,1998,6.62420556705639
Brazil,BRA,1999,6.588863190591973
Brazil,BRA,2000,6.911607429265877
Brazil,BRA,2001,6.911580590899176
Brazil,BRA,2002,6.5237153857664625
Brazil,BRA,2003,6.638839787078249
Brazil,BRA,2004,6.618765439144866
Brazil,BRA,2005,6.19322738410815
Brazil,BRA,2006,5.944312675648935
Brazil,BRA,2007,5.921361973683529
Brazil,BRA,2008,5.738809379282907
Brazil,BRA,2009,4.656676729783187
Brazil,BRA,2010,5.496201595372606
Brazil,BRA,2011,5.600972144583331
Brazil,BRA,2012,5.434106653196706
Brazil,BRA,2013,5.635498395197139
Brazil,BRA,2014,5.852224876682078
Brazil,BRA,2015,5.955374775118714
Brazil,BRA,2016,5.500193552848849
Brazil,BRA,2017,5.638123385778656
Brazil,BRA,2018,5.346848355420338
Bulgaria,BGR,1965,58.46197240675634
Bulgaria,BGR,1966,56.21633126592342
Bulgaria,BGR,1967,52.515165390705754
Bulgaria,BGR,1968,50.94554971705478
Bulgaria,BGR,1969,45.98251093541458
Bulgaria,BGR,1970,44.70658088601353
Bulgaria,BGR,1971,42.37171589177168
Bulgaria,BGR,1972,42.435386819144504
Bulgaria,BGR,1973,41.17823832651927
Bulgaria,BGR,1974,39.30531956181786
Bulgaria,BGR,1975,37.332083918855766
Bulgaria,BGR,1976,32.92527943961643
Bulgaria,BGR,1977,31.14602322579104
Bulgaria,BGR,1978,32.04071197679835
Bulgaria,BGR,1979,31.84082016138997
Bulgaria,BGR,1980,31.63521063678889
Bulgaria,BGR,1981,32.66543973190005
Bulgaria,BGR,1982,33.50730486666826
Bulgaria,BGR,1983,33.19263387485333
Bulgaria,BGR,1984,33.44607709423852
Bulgaria,BGR,1985,35.15068548482529
Bulgaria,BGR,1986,35.392423970908084
Bulgaria,BGR,1987,35.10286638590844
Bulgaria,BGR,1988,32.01819712160127
Bulgaria,BGR,1989,32.9446810818754
Bulgaria,BGR,1990,29.983325701238222
Bulgaria,BGR,1991,33.0454744165724
Bulgaria,BGR,1992,36.99975989329973
Bulgaria,BGR,1993,37.50859414635694
Bulgaria,BGR,1994,35.712624529936335
Bulgaria,BGR,1995,33.301479437932265
Bulgaria,BGR,1996,33.19707848018738
Bulgaria,BGR,1997,40.04708759675752
Bulgaria,BGR,1998,39.75274077793608
Bulgaria,BGR,1999,37.4283702218887
Bulgaria,BGR,2000,34.41464357062726
Bulgaria,BGR,2001,37.554882486449436
Bulgaria,BGR,2002,35.561716847936545
Bulgaria,BGR,2003,38.54497427381473
Bulgaria,BGR,2004,37.95693989795715
Bulgaria,BGR,2005,34.355945357772214
Bulgaria,BGR,2006,34.003218035009844
Bulgaria,BGR,2007,39.402809761080945
Bulgaria,BGR,2008,38.1297489695896
Bulgaria,BGR,2009,36.52188097654284
Bulgaria,BGR,2010,38.033274444282206
Bulgaria,BGR,2011,41.99854466082332
Bulgaria,BGR,2012,37.684647962083496
Bulgaria,BGR,2013,34.95311677904338
Bulgaria,BGR,2014,35.021555232003024
Bulgaria,BGR,2015,33.92233142905753
Bulgaria,BGR,2016,31.07548060259775
Bulgaria,BGR,2017,32.57453160813064
Bulgaria,BGR,2018,29.541839436608637
Canada,CAN,1965,13.351640644702103
Canada,CAN,1966,12.335796067585466
Canada,CAN,1967,11.650316220560349
Canada,CAN,1968,11.860231490832026
Canada,CAN,1969,10.851116320824563
Canada,CAN,1970,10.880017013138136
Canada,CAN,1971,10.06921176906093
Canada,CAN,1972,8.894643543021132
Canada,CAN,1973,8.62773098300898
Canada,CAN,1974,8.471037608258067
Canada,CAN,1975,8.333999378418547
Canada,CAN,1976,9.331440015768848
Canada,CAN,1977,11.37695791095248
Canada,CAN,1978,9.193316691896944
Canada,CAN,1979,8.603255415997006
Canada,CAN,1980,10.233717857120823
Canada,CAN,1981,10.746868247648122
Canada,CAN,1982,11.211000446495078
Canada,CAN,1983,11.82433644508426
Canada,CAN,1984,12.369824661153675
Canada,CAN,1985,11.533288589618989
Canada,CAN,1986,10.671989700544419
Canada,CAN,1987,11.087994259527223
Canada,CAN,1988,11.429070120448191
Canada,CAN,1989,11.279704292694937
Canada,CAN,1990,10.900163374248248
Canada,CAN,1991,10.541888108732236
Canada,CAN,1992,10.474921509288878
Canada,CAN,1993,9.102649554399694
Canada,CAN,1994,9.308478346918275
Canada,CAN,1995,9.521670649380534
Canada,CAN,1996,9.459945642159644
Canada,CAN,1997,9.80630794855778
Canada,CAN,1998,10.623354427860006
Canada,CAN,1999,9.9015553808097
Canada,CAN,2000,10.181872387410284
Canada,CAN,2001,10.819215456582237
Canada,CAN,2002,10.539424950536565
Canada,CAN,2003,10.444168147260612
Canada,CAN,2004,9.681031173984813
Canada,CAN,2005,9.583158604765826
Canada,CAN,2006,9.395761728558636
Canada,CAN,2007,9.404002770203247
Canada,CAN,2008,9.14317762409839
Canada,CAN,2009,7.7030189336727
Canada,CAN,2010,7.938596262934841
Canada,CAN,2011,6.779424351891689
Canada,CAN,2012,6.491268756804419
Canada,CAN,2013,6.162152883166508
Canada,CAN,2014,5.74256815741187
Canada,CAN,2015,5.865552943227808
Canada,CAN,2016,5.523333299238519
Canada,CAN,2017,5.4158910301259615
Canada,CAN,2018,4.1869526433400095
Chile,CHL,1965,18.885670877383046
Chile,CHL,1966,18.14559028536823
Chile,CHL,1967,17.79544721741071
Chile,CHL,1968,17.813275794045744
Chile,CHL,1969,16.547853448931725
Chile,CHL,1970,16.766761825824442
Chile,CHL,1971,15.152991542536821
Chile,CHL,1972,12.169566159393336
Chile,CHL,1973,13.66431717248508
Chile,CHL,1974,13.126496834500518
Chile,CHL,1975,11.644131689410232
Chile,CHL,1976,11.211912546597254
Chile,CHL,1977,11.670848013271943
Chile,CHL,1978,10.722964579825382
Chile,CHL,1979,11.501311219512338
Chile,CHL,1980,12.306851131203986
Chile,CHL,1981,11.97720298549988
Chile,CHL,1982,8.729504882884797
Chile,CHL,1983,10.25005241241631
Chile,CHL,1984,13.184912403397464
Chile,CHL,1985,12.822717223787983
Chile,CHL,1986,11.660606365176204
Chile,CHL,1987,11.459025994688671
Chile,CHL,1988,14.276494117913105
Chile,CHL,1989,17.426085420968423
Chile,CHL,1990,19.898364933644576
Chile,CHL,1991,14.629231827486935
Chile,CHL,1992,11.459709262084743
Chile,CHL,1993,10.928942309796728
Chile,CHL,1994,12.254336665284153
Chile,CHL,1995,12.25851650169462
Chile,CHL,1996,15.979946643086876
Chile,CHL,1997,18.179828032658808
Chile,CHL,1998,16.998253399189824
Chile,CHL,1999,16.79514131711015
Chile,CHL,2000,12.30263655564988
Chile,CHL,2001,9.587427440645293
Chile,CHL,2002,9.326691277851701
Chile,CHL,2003,8.955095758939201
Chile,CHL,2004,9.851807869208642
Chile,CHL,2005,9.286031276314946
Chile,CHL,2006,10.843063740963343
Chile,CHL,2007,12.57522874508012
Chile,CHL,2008,13.580862562335321
Chile,CHL,2009,12.662352660443727
Chile,CHL,2010,14.16001854652485
Chile,CHL,2011,16.69386498441679
Chile,CHL,2012,19.015355381275022
Chile,CHL,2013,21.141902237954042
Chile,CHL,2014,21.70987385599338
Chile,CHL,2015,20.363236105612614
Chile,CHL,2016,19.691066283399135
Chile,CHL,2017,20.13112009374277
Chile,CHL,2018,19.160288222003405
China,CHN,1965,87.03083126526404
China,CHN,1966,85.6510177426552
China,CHN,1967,84.65193485383473
China,CHN,1968,83.21488556010218
China,CHN,1969,82.53133607968354
China,CHN,1970,81.97752157879769
China,CHN,1971,79.72576085269571
China,CHN,1972,78.21922584836787
China,CHN,1973,75.08066451535113
China,CHN,1974,72.05681966752577
China,CHN,1975,72.50489780077388
China,CHN,1976,70.54016378202913
China,CHN,1977,71.15058547668211
China,CHN,1978,71.22608114198768
China,CHN,1979,71.54515185116136
China,CHN,1980,73.00293818873259
China,CHN,1981,73.62258121385304
China,CHN,1982,74.61881774612996
China,CHN,1983,75.10284782473443
China,CHN,1984,76.11260506360586
China,CHN,1985,76.8254761242915
China,CHN,1986,76.62972438460231
China,CHN,1987,77.09310073762173
China,CHN,1988,77.10558337524157
China,CHN,1989,76.9977472750695
China,CHN,1990,77.12508141379556
China,CHN,1991,76.97752477692327
China,CHN,1992,76.48488079361361
China,CHN,1993,75.67907605147255
China,CHN,1994,76.00292009121435
China,CHN,1995,74.67507159950532
China,CHN,1996,74.25379989590475
China,CHN,1997,72.34129044252664
China,CHN,1998,71.69624349771831
China,CHN,1999,71.2603278606222
China,CHN,2000,69.8419204965313
China,CHN,2001,69.5428388250802
China,CHN,2002,69.95814265945701
China,CHN,2003,71.56321254214006
China,CHN,2004,71.30701669119681
China,CHN,2005,73.47346000509435
China,CHN,2006,73.57795517944776
China,CHN,2007,73.69459926841738
China,CHN,2008,72.15154966205411
China,CHN,2009,72.34647810139624
China,CHN,2010,70.19274066013449
China,CHN,2011,70.76167499339188
China,CHN,2012,68.86196869686859
China,CHN,2013,67.72358380764155
