Entity,Code,Year,Biofuels Production - Ktoe (terawatt-hours)
Austria,AUT,2000,2.1282413955681254
Austria,AUT,2001,2.1224265283671184
Austria,AUT,2002,2.6530331604589037
Austria,AUT,2003,3.1836397925506885
Austria,AUT,2004,5.8526638378123454
Austria,AUT,2005,8.489706113468497
Austria,AUT,2006,12.734559170202731
Austria,AUT,2007,25.80867868292804
Austria,AUT,2008,31.250752777965424
Austria,AUT,2009,43.36840530878492
Austria,AUT,2010,45.448883333333285
Austria,AUT,2011,45.30361111111112
Austria,AUT,2012,45.30361111111112
Austria,AUT,2013,43.538333333333384
Austria,AUT,2014,38.29666666666665
Austria,AUT,2015,44.31833333333337
Austria,AUT,2016,48.779999999999994
Austria,AUT,2017,45.466944444444486
Austria,AUT,2018,44.94111111111109
Belgium,BEL,1990,0
Belgium,BEL,1991,0
Belgium,BEL,1992,0
Belgium,BEL,1993,0
Belgium,BEL,1994,0
Belgium,BEL,1995,0
Belgium,BEL,1996,0
Belgium,BEL,1997,0
Belgium,BEL,1998,0
Belgium,BEL,1999,0
Belgium,BEL,2000,0
Belgium,BEL,2001,0
Belgium,BEL,2002,0
Belgium,BEL,2003,0
Belgium,BEL,2004,0
Belgium,BEL,2005,0
Belgium,BEL,2006,0
Belgium,BEL,2007,0
Belgium,BEL,2008,0
Belgium,BEL,2009,15.6630514
Belgium,BEL,2010,42.494973300000005
Belgium,BEL,2011,49.0683656
Belgium,BEL,2012,52.025642
Belgium,BEL,2013,51.0834957
Belgium,BEL,2014,66.881804
Belgium,BEL,2015,44.912734
Belgium,BEL,2016,43.256505700000005
Belgium,BEL,2017,51.8167672
Belgium,BEL,2018,54.31038651333337
Brazil,BRA,1990,719.073700960614
Brazil,BRA,1991,802.9801998398472
Brazil,BRA,1992,734.5564477776159
Brazil,BRA,1993,711.3947579828263
Brazil,BRA,1994,781.1919795207627
Brazil,BRA,1995,795.6758394463474
Brazil,BRA,1996,882.391707707704
Brazil,BRA,1997,967.2970934783615
Brazil,BRA,1998,881.5801121084231
Brazil,BRA,1999,810.4094210947806
Brazil,BRA,2000,668.0056086367913
Brazil,BRA,2001,715.8273185634998
Brazil,BRA,2002,785.8118313935784
Brazil,BRA,2003,903.3870615567232
Brazil,BRA,2004,914.4809490945494
Brazil,BRA,2005,1001.4443509315008
Brazil,BRA,2006,1115.3397972920438
Brazil,BRA,2007,1445.2072857892808
Brazil,BRA,2008,1801.073765627432
Brazil,BRA,2009,1776.661330123827
Brazil,BRA,2010,1962.5026468626997
Brazil,BRA,2011,1675.014789127098
Brazil,BRA,2012,1714.1343045568753
Brazil,BRA,2013,1990.316521804554
Brazil,BRA,2014,2093.559488309508
Brazil,BRA,2015,2248.4762306746416
Brazil,BRA,2016,2112.8863871413123
Brazil,BRA,2017,2121.310152718445
Brazil,BRA,2018,2485.8952871363704
CIS,,1990,0
CIS,,1991,0
CIS,,1992,0
CIS,,1993,0
CIS,,1994,0
CIS,,1995,0
CIS,,1996,0
CIS,,1997,0
CIS,,1998,0
CIS,,1999,0
CIS,,2000,0
CIS,,2001,0
CIS,,2002,0
CIS,,2003,0
CIS,,2004,0
CIS,,2005,0
CIS,,2006,0
CIS,,2007,0.18114302749719371
CIS,,2008,0.8222222222222222
CIS,,2009,2.3638888888888885
CIS,,2010,3.9055555555555523
CIS,,2011,3.186111111111113
CIS,,2012,3.3916666666666604
CIS,,2013,2.6797138739078736
CIS,,2014,2.8871423423848315
CIS,,2015,2.2720364364860095
CIS,,2016,2.068041641698294
CIS,,2017,2.0630496739957134
CIS,,2018,2.0630496739957134
Canada,CAN,1990,0
Canada,CAN,1991,0
Canada,CAN,1992,0
Canada,CAN,1993,0
Canada,CAN,1994,0
Canada,CAN,1995,0
Canada,CAN,1996,0
Canada,CAN,1997,0
Canada,CAN,1998,0
Canada,CAN,1999,6.158862934904605
Canada,CAN,2000,13.441308922558935
Canada,CAN,2001,14.129156144781113
Canada,CAN,2002,14.491442199775523
Canada,CAN,2003,14.491442199775523
Canada,CAN,2004,15.04503367003366
Canada,CAN,2005,17.482253086419817
Canada,CAN,2006,20.051697530864217
Canada,CAN,2007,58.42325336700332
Canada,CAN,2008,63.12512626262626
Canada,CAN,2009,88.50692628230271
Canada,CAN,2010,100.59252793687926
Canada,CAN,2011,117.02617665776637
Canada,CAN,2012,122.04795055268197
Canada,CAN,2013,117.84438319803733
Canada,CAN,2014,130.15422180005825
Canada,CAN,2015,135.4512037222187
Canada,CAN,2016,146.31771268677548
Canada,CAN,2017,158.09279302837788
Canada,CAN,2018,167.00849409062562
China,CHN,1990,0
China,CHN,1991,0
China,CHN,1992,0
China,CHN,1993,0
China,CHN,1994,0
China,CHN,1995,0
China,CHN,1996,0
China,CHN,1997,0
China,CHN,1998,0
China,CHN,1999,0
China,CHN,2000,0
China,CHN,2001,0.5306066320917807
China,CHN,2002,18.644909381811217
China,CHN,2003,51.250654331306116
China,CHN,2004,62.96249106261079
China,CHN,2005,87.65107602666534
China,CHN,2006,127.76143109380871
China,CHN,2007,140.58705028698702
China,CHN,2008,173.93527438693118
China,CHN,2009,190.0746054982273
China,CHN,2010,184.78762471561888
China,CHN,2011,229.79891404534726
China,CHN,2012,245.4344761136871
China,CHN,2013,272.8403839821455
China,CHN,2014,303.374406491088
China,CHN,2015,237.1239314817724
China,CHN,2016,210.6628636135776
China,CHN,2017,249.64817416468242
China,CHN,2018,360.4577091241493
Colombia,COL,1990,0
Colombia,COL,1991,0
Colombia,COL,1992,0
Colombia,COL,1993,0
Colombia,COL,1994,0
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Colombia,COL,1998,0
Colombia,COL,1999,0
Colombia,COL,2000,0
Colombia,COL,2001,0
Colombia,COL,2002,0
Colombia,COL,2003,0
Colombia,COL,2004,0
Colombia,COL,2005,1.8114302749719373
Colombia,COL,2006,13.617584247634714
Colombia,COL,2007,14.751883621780863
Colombia,COL,2008,15.502810045373097
Colombia,COL,2009,33.98896681160582
Colombia,COL,2010,50.497570121109625
Colombia,COL,2011,64.0966215175752
Colombia,COL,2012,70.34917866881754
Colombia,COL,2013,72.77849155353123
Colombia,COL,2014,75.59401369650803
Colombia,COL,2015,77.14778494690322
Colombia,COL,2016,75.054255050203
Colombia,COL,2017,68.8269494538152
Colombia,COL,2018,80.45120678095395
Europe,,1990,0.73269
Europe,,1991,0.80247
Europe,,1992,2.0241644444444447
Europe,,1993,5.027868455555554
Europe,,1994,14.00767375555556
Europe,,1995,24.74585017777784
Europe,,1996,35.902171044444444
Europe,,1997,45.907123968353844
Europe,,1998,43.72726587416204
Europe,,1999,50.05115735680008
Europe,,2000,81.30677030927181
Europe,,2001,100.38443003982441
Europe,,2002,134.51876187824948
Europe,,2003,170.0671905850037
Europe,,2004,254.78605010915936
Europe,,2005,349.2327266917959
Europe,,2006,514.7032675143377
Europe,,2007,703.3051214084662
Europe,,2008,910.3747008993568
Europe,,2009,1114.6189558321541
Europe,,2010,1270.6520666773422
Europe,,2011,1227.211951227233
Europe,,2012,1328.88019906228
Europe,,2013,1457.677576509797
Europe,,2014,1606.2743499348446
Europe,,2015,1614.757024750336
Europe,,2016,1574.8135554836756
Europe,,2017,1777.1025683190364
Europe,,2018,1854.8710657713784
Europe (other),,1990,0
Europe (other),,1991,0
Europe (other),,1992,0.34944444444444456
Europe (other),,1993,0.575555555555556
Europe (other),,1994,0.9455555555555553
Europe (other),,1995,1.2127777777777808
Europe (other),,1996,2.014444444444444
Europe (other),,1997,3.0059147683537857
Europe (other),,1998,1.7657606741620924
Europe (other),,1999,3.290997856800095
Europe (other),,2000,7.073537431431117
Europe (other),,2001,14.240448297988706
Europe (other),,2002,15.363440957270477
Europe (other),,2003,16.77145618665807
Europe (other),,2004,18.48589745080039
Europe (other),,2005,28.40632782528079
Europe (other),,2006,41.17031447840147
Europe (other),,2007,53.667740411816574
Europe (other),,2008,104.14815514933626
Europe (other),,2009,122.76249936261938
Europe (other),,2010,123.76180603095146
Europe (other),,2011,135.79717787141385
Europe (other),,2012,162.0026697561526
Europe (other),,2013,172.17365596222743
Europe (other),,2014,174.35975910870937
Europe (other),,2015,196.3351159615706
Europe (other),,2016,207.56794700881463
Europe (other),,2017,217.7257634651041
Europe (other),,2018,224.56496910750076
Finland,FIN,1990,0
Finland,FIN,1991,0
Finland,FIN,1992,0
Finland,FIN,1993,0
Finland,FIN,1994,0
Finland,FIN,1995,0
Finland,FIN,1996,0
Finland,FIN,1997,0
Finland,FIN,1998,0
Finland,FIN,1999,0
Finland,FIN,2000,0
Finland,FIN,2001,0
Finland,FIN,2002,0
Finland,FIN,2003,0
Finland,FIN,2004,0.18163930976431003
Finland,FIN,2005,0.7245721099887773
Finland,FIN,2006,1.4491442199775524
Finland,FIN,2007,6.4514629299663335
Finland,FIN,2008,13.030799175757632
Finland,FIN,2009,26.85750189411472
Finland,FIN,2010,35.07017144543344
Finland,FIN,2011,24.07370065162744
Finland,FIN,2012,30.805640980976456
Finland,FIN,2013,38.230391592017355
Finland,FIN,2014,42.636609919262106
Finland,FIN,2015,51.75955168114482
Finland,FIN,2016,14.19158605610267
Finland,FIN,2017,37.501986956769066
Finland,FIN,2018,37.501986956769066
France,FRA,1990,0
France,FRA,1991,0
France,FRA,1992,0.26248910000000003
France,FRA,1993,2.923782
France,FRA,1994,9.4942668
France,FRA,1995,18.613815000000002
France,FRA,1996,26.7855182
France,FRA,1997,32.0660034
France,FRA,1998,29.976673899999998
France,FRA,1999,31.5125317
France,FRA,2000,37.7586558
France,FRA,2001,37.6689885
France,FRA,2002,40.3477264
France,FRA,2003,44.300879699999996
France,FRA,2004,46.438590000000005
France,FRA,2005,75.016989
France,FRA,2006,78.66113320000001
France,FRA,2007,131.1383681
France,FRA,2008,241.78932820000003
France,FRA,2009,270.5571799
France,FRA,2010,263.7487453
France,FRA,2011,240.1243774
France,FRA,2012,277.26315420000003
France,FRA,2013,283.112579
France,FRA,2014,299.28048870000003
France,FRA,2015,297.7332335
France,FRA,2016,280.5752619
France,FRA,2017,304.1869531
France,FRA,2018,317.1563707893622
Germany,DEU,1990,0
Germany,DEU,1991,0
Germany,DEU,1992,0.5167208999999999
Germany,DEU,1993,0.5167208999999999
Germany,DEU,1994,2.8933114
Germany,DEU,1995,3.6166974
Germany,DEU,1996,5.6833484
Germany,DEU,1997,9.3000458
Germany,DEU,1998,10.3333713
Germany,DEU,1999,13.4333478
Germany,DEU,2000,25.8333701
Germany,DEU,2001,36.1666251
Germany,DEU,2002,56.8333677
Germany,DEU,2003,69.12906890000001
Germany,DEU,2004,105.86899897811445
Germany,DEU,2005,161.7636471
Germany,DEU,2006,266.0217125
Germany,DEU,2007,330.2325707
Germany,DEU,2008,293.9069635
Germany,DEU,2009,294.0987422
Germany,DEU,2010,364.48257179999996
Germany,DEU,2011,358.136546
Germany,DEU,2012,335.6023743
Germany,DEU,2013,357.439909
Germany,DEU,2014,402.4243727777783
Germany,DEU,2015,371.144228333333
Germany,DEU,2016,375.3751997222219
Germany,DEU,2017,383.0312777777782
Germany,DEU,2018,400.640771666667
India,IND,1990,0
India,IND,1991,0
India,IND,1992,0
India,IND,1993,0
India,IND,1994,0
India,IND,1995,0
India,IND,1996,0
India,IND,1997,0
India,IND,1998,0
India,IND,1999,0
India,IND,2000,10.53507996633001
India,IND,2001,10.86858164983167
India,IND,2002,11.593153759820394
India,IND,2003,11.95543981481478
India,IND,2004,2.3411411517644605
India,IND,2005,9.611962000914085
India,IND,2006,8.610750780496025
India,IND,2007,11.640950999109975
India,IND,2008,17.929654729017866
India,IND,2009,13.412897886493143
India,IND,2010,21.86068228512129
India,IND,2011,32.01877981811352
India,IND,2012,30.5310066237358
India,IND,2013,28.925772977036697
India,IND,2014,31.565808618870463
India,IND,2015,62.78130464292183
India,IND,2016,76.72124824393865
India,IND,2017,70.00843378750089
India,IND,2018,119.01621677628364
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,1.027777777777778
Indonesia,IDN,2006,5.138888888888883
Indonesia,IDN,2007,25.254987555555548
Indonesia,IDN,2008,51.46332088888883
Indonesia,IDN,2009,17.497707604027354
Indonesia,IDN,2010,22.218956623430486
Indonesia,IDN,2011,165.6820963031112
Indonesia,IDN,2012,203.07943481744502
Indonesia,IDN,2013,256.47807954206866
Indonesia,IDN,2014,362.1781365654662
Indonesia,IDN,2015,151.14376666061986
Indonesia,IDN,2016,334.2901457418193
Indonesia,IDN,2017,312.383534615613
Indonesia,IDN,2018,563.9625628123041
Italy,ITA,1990,0
Italy,ITA,1991,0
Italy,ITA,1992,0
Italy,ITA,1993,0
Italy,ITA,1994,0
Italy,ITA,1995,0
Italy,ITA,1996,0
Italy,ITA,1997,0
Italy,ITA,1998,0
Italy,ITA,1999,0
Italy,ITA,2000,0
Italy,ITA,2001,0
Italy,ITA,2002,0
Italy,ITA,2003,0
Italy,ITA,2004,29.394476100000002
Italy,ITA,2005,20.5555598
Italy,ITA,2006,22.9194736
Italy,ITA,2007,20.7610619
Italy,ITA,2008,72.7928678
Italy,ITA,2009,86.8580735
Italy,ITA,2010,90.46453650000001
Italy,ITA,2011,68.20413500000001
Italy,ITA,2012,36.217331900000005
Italy,ITA,2013,53.1242118
Italy,ITA,2014,59.6324761
Italy,ITA,2015,60.315506
Italy,ITA,2016,60.9399207
Italy,ITA,2017,73.1164144
Italy,ITA,2018,73.72500799627501
Mexico,MEX,1990,0
Mexico,MEX,1991,0
Mexico,MEX,1992,0
Mexico,MEX,1993,0
Mexico,MEX,1994,0
Mexico,MEX,1995,0
Mexico,MEX,1996,0
Mexico,MEX,1997,0
Mexico,MEX,1998,0
Mexico,MEX,1999,0
Mexico,MEX,2000,0
Mexico,MEX,2001,0
Mexico,MEX,2002,0
Mexico,MEX,2003,0
Mexico,MEX,2004,0
Mexico,MEX,2005,0
Mexico,MEX,2006,0
Mexico,MEX,2007,0
Mexico,MEX,2008,0
Mexico,MEX,2009,0
Mexico,MEX,2010,0.6243058214085306
Mexico,MEX,2011,0.9364551092522478
Mexico,MEX,2012,1.051664527430125
Mexico,MEX,2013,0.8298401744802456
Mexico,MEX,2014,0.8829008376894231
Mexico,MEX,2015,0.5471401296682242
Mexico,MEX,2016,1.43981270470559
Mexico,MEX,2017,1.434205028637786
Mexico,MEX,2018,1.434205028637786
Middle East,,1990,0
Middle East,,1991,0
Middle East,,1992,0
Middle East,,1993,0
Middle East,,1994,0
Middle East,,1995,0
Middle East,,1996,0
Middle East,,1997,0
Middle East,,1998,0
Middle East,,1999,0
Middle East,,2000,0
Middle East,,2001,0
Middle East,,2002,0.9400062737252949
Middle East,,2003,1.0461457828973704
Middle East,,2004,0.8599833421967729
Middle East,,2005,0
Middle East,,2006,0
Middle East,,2007,0
Middle East,,2008,0
Middle East,,2009,1.4357794874088152
Middle East,,2010,1.373353977272725
Middle East,,2011,1.4982049975448941
Middle East,,2012,1.6275027466330043
Middle East,,2013,1.7479070380892205
Middle East,,2014,1.8727580583613896
Middle East,,2015,1.9976054557730147
Middle East,,2016,1.8778889023569014
Middle East,,2017,1.8727580583613896
Middle East,,2018,1.8727580583613896
Netherlands,NLD,1990,0
Netherlands,NLD,1991,0
Netherlands,NLD,1992,0
Netherlands,NLD,1993,0
Netherlands,NLD,1994,0
Netherlands,NLD,1995,0
Netherlands,NLD,1996,0
Netherlands,NLD,1997,0
Netherlands,NLD,1998,0
Netherlands,NLD,1999,0
Netherlands,NLD,2000,0
Netherlands,NLD,2001,0
Netherlands,NLD,2002,0
Netherlands,NLD,2003,0
Netherlands,NLD,2004,0.726557239057239
Netherlands,NLD,2005,0.36228605499438865
Netherlands,NLD,2006,2.714722222222225
Netherlands,NLD,2007,9.522222222222222
Netherlands,NLD,2008,9.080833333333333
Netherlands,NLD,2009,28.16111111111107
Netherlands,NLD,2010,45.44172375176925
Netherlands,NLD,2011,78.4327218486349
Netherlands,NLD,2012,148.43883395848079
Netherlands,NLD,2013,173.86444444444416
Netherlands,NLD,2014,209.01223388464834
Netherlands,NLD,2015,225.4357242409581
Netherlands,NLD,2016,175.11531412986665
Netherlands,NLD,2017,233.8768286527166
Netherlands,NLD,2018,244.14795982516802
North America,,1990,176.69275522586986
North America,,1991,204.73922446689116
North America,,1992,232.7856937079125
North America,,1993,272.7964365881034
North America,,1994,304.60812991021356
North America,,1995,320.8464856902352
North America,,1996,230.0566077441071
North America,,1997,304.45924523007903
North America,,1998,332.04261363636346
North America,,1999,352.3752981200904
North America,,2000,396.83921156004504
North America,,2001,434.25271045537164
North America,,2002,523.891391958838
North America,,2003,682.1648789301546
North America,,2004,829.2831947701152
North America,,2005,971.6034904155092
North America,,2006,1261.0274616640231
North America,,2007,1769.0484225396685
North America,,2008,2497.7235371456236
North America,,2009,2851.9141738606377
North America,,2010,3362.7191456739965
North America,,2011,3744.630695176525
North America,,2012,3589.7470428784504
North America,,2013,3730.610563139429
North America,,2014,3956.192389142574
North America,,2015,4072.5877914533994
North America,,2016,4332.908107848537
North America,,2017,4477.975691055286
North America,,2018,4598.066275520558
Other Asia & Pacific,,1990,0
Other Asia & Pacific,,1991,0
Other Asia & Pacific,,1992,0
Other Asia & Pacific,,1993,0
Other Asia & Pacific,,1994,0
Other Asia & Pacific,,1995,0
Other Asia & Pacific,,1996,0
Other Asia & Pacific,,1997,0
Other Asia & Pacific,,1998,0
Other Asia & Pacific,,1999,0
Other Asia & Pacific,,2000,0
Other Asia & Pacific,,2001,0
Other Asia & Pacific,,2002,0
Other Asia & Pacific,,2003,0.001163
Other Asia & Pacific,,2004,0.011630000000000001
Other Asia & Pacific,,2005,0.11440777777777779
Other Asia & Pacific,,2006,14.68029528905769
Other Asia & Pacific,,2007,26.61868136748957
Other Asia & Pacific,,2008,45.86815395548509
Other Asia & Pacific,,2009,52.6942276814659
Other Asia & Pacific,,2010,49.76698614004586
Other Asia & Pacific,,2011,85.07273984059675
Other Asia & Pacific,,2012,130.0879451503129
Other Asia & Pacific,,2013,164.59686334165545
Other Asia & Pacific,,2014,198.650289651803
Other Asia & Pacific,,2015,231.6661844057037
Other Asia & Pacific,,2016,230.96423588402627
Other Asia & Pacific,,2017,240.79822069812204
Other Asia & Pacific,,2018,259.5314996797409
Other S. & Cent. America,,1990,8.422083913146585
Other S. & Cent. America,,1991,8.253352328864263
Other S. & Cent. America,,1992,7.791011935584338
Other S. & Cent. America,,1993,6.183591380290695
Other S. & Cent. America,,1994,5.723976893403779
Other S. & Cent. America,,1995,5.175660607813531
Other S. & Cent. America,,1996,4.856867002006795
Other S. & Cent. America,,1997,4.428728647141524
Other S. & Cent. America,,1998,3.6472772576049692
Other S. & Cent. America,,1999,4.124896393369994
Other S. & Cent. America,,2000,4.007210791329152
Other S. & Cent. America,,2001,3.8326687969442244
Other S. & Cent. America,,2002,14.603211290355578
Other S. & Cent. America,,2003,18.649902220388796
Other S. & Cent. America,,2004,18.327347962926094
Other S. & Cent. America,,2005,16.93827741508411
Other S. & Cent. America,,2006,39.76824142000891
Other S. & Cent. America,,2007,52.578723242145
Other S. & Cent. America,,2008,66.45294023115592
Other S. & Cent. America,,2009,21.044418627181322
Other S. & Cent. America,,2010,22.598009087339904
Other S. & Cent. America,,2011,31.83533555459675
Other S. & Cent. America,,2012,38.703885909281816
Other S. & Cent. America,,2013,51.99446953897985
Other S. & Cent. America,,2014,58.975094171432616
Other S. & Cent. America,,2015,61.59748440833697
Other S. & Cent. America,,2016,76.87641499425777
Other S. & Cent. America,,2017,75.70703122151514
Other S. & Cent. America,,2018,79.67657262540597
Poland,POL,1990,0
Poland,POL,1991,0
Poland,POL,1992,0
Poland,POL,1993,0
Poland,POL,1994,0
Poland,POL,1995,0
Poland,POL,1996,0
Poland,POL,1997,0
Poland,POL,1998,0
Poland,POL,1999,0
Poland,POL,2000,0
Poland,POL,2001,0
Poland,POL,2002,0
Poland,POL,2003,3.6228605499438866
Poland,POL,2004,0.726557239057239
Poland,POL,2005,13.613000684989126
Poland,POL,2006,17.85785374172341
Poland,POL,2007,12.02118078871383
Poland,POL,2008,33.73165388888889
Poland,POL,2009,47.50727555555559
Poland,POL,2010,51.04690472222224
Poland,POL,2011,48.1371580555556
Poland,POL,2012,75.77560277777778
Poland,POL,2013,81.0100852777778
Poland,POL,2014,87.16837805555551
Poland,POL,2015,94.56444444444445
Poland,POL,2016,107.62361111111116
Poland,POL,2017,107.19459361111115
Poland,POL,2018,106.05473916666672
Portugal,PRT,1990,0
Portugal,PRT,1991,0
Portugal,PRT,1992,0
Portugal,PRT,1993,0
Portugal,PRT,1994,0
Portugal,PRT,1995,0
Portugal,PRT,1996,0
Portugal,PRT,1997,0
Portugal,PRT,1998,0
Portugal,PRT,1999,0
Portugal,PRT,2000,0
Portugal,PRT,2001,0
Portugal,PRT,2002,0
Portugal,PRT,2003,0
Portugal,PRT,2004,0
Portugal,PRT,2005,0.10612132641835591
Portugal,PRT,2006,8.177237347101611
Portugal,PRT,2007,18.858277599999997
Portugal,PRT,2008,17.3290489
Portugal,PRT,2009,26.2540272
Portugal,PRT,2010,33.028037000000005
Portugal,PRT,2011,38.410749900000006
Portugal,PRT,2012,32.0530941
Portugal,PRT,2013,31.913301499999996
Portugal,PRT,2014,35.0314208
Portugal,PRT,2015,37.2948514
Portugal,PRT,2016,34.632162900000004
Portugal,PRT,2017,36.7660353
Portugal,PRT,2018,33.77053149090598
South & Central America,,1990,727.4957848737605
South & Central America,,1991,811.2335521687116
South & Central America,,1992,742.3474597131996
South & Central America,,1993,717.5783493631159
South & Central America,,1994,786.9159564141672
South & Central America,,1995,800.8515000541619
South & Central America,,1996,887.2485747097105
South & Central America,,1997,971.725822125503
South & Central America,,1998,885.227389366029
South & Central America,,1999,814.5343174881507
South & Central America,,2000,672.5448797770122
South & Central America,,2001,720.7212006246272
South & Central America,,2002,801.4762559481169
South & Central America,,2003,923.0981770412947
South & Central America,,2004,933.8724177552599
South & Central America,,2005,1021.255271885741
South & Central America,,2006,1172.271548807232
South & Central America,,2007,1532.674080243194
South & Central America,,2008,1954.1909305310228
South & Central America,,2009,1951.3455905092242
South & Central America,,2010,2234.537668354185
South & Central America,,2011,2029.3949011554141
South & Central America,,2012,2088.212742772759
South & Central America,,2013,2353.4763339707047
South & Central America,,2014,2533.972835181737
South & Central America,,2015,2621.8399454335145
South & Central America,,2016,2592.499900319736
South & Central America,,2017,2628.1628355162766
South & Central America,,2018,2963.0573533103266
South Korea,KOR,1990,0
South Korea,KOR,1991,0
South Korea,KOR,1992,0
South Korea,KOR,1993,0
South Korea,KOR,1994,0
South Korea,KOR,1995,0
South Korea,KOR,1996,0
South Korea,KOR,1997,0
South Korea,KOR,1998,0
South Korea,KOR,1999,0
South Korea,KOR,2000,0
South Korea,KOR,2001,0
South Korea,KOR,2002,0.10612132641835591
South Korea,KOR,2003,0.16869948547419406
South Korea,KOR,2004,0.5394726093754741
South Korea,KOR,2005,1.3318572929089993
South Korea,KOR,2006,5.301918517735053
South Korea,KOR,2007,9.665246131192276
