Entity,Code,Year,
United States,USA,1978,7.95
United States,USA,1979,8.03
United States,USA,1980,8.18
United States,USA,1981,8.03
United States,USA,1982,8.39
United States,USA,1983,8.59
United States,USA,1984,8.89
United States,USA,1985,9.09
United States,USA,1986,9.13
United States,USA,1987,10.75
United States,USA,1988,13.17
United States,USA,1989,12.61
United States,USA,1990,12.98
United States,USA,1991,12.17
United States,USA,1992,13.48
United States,USA,1993,12.82
United States,USA,1994,12.85
United States,USA,1995,13.53
United States,USA,1996,14.11
United States,USA,1997,14.77
United States,USA,1998,15.29
United States,USA,1999,15.87
United States,USA,2000,16.49
United States,USA,2001,15.37
United States,USA,2002,14.99
United States,USA,2003,15.21
United States,USA,2004,16.34
United States,USA,2005,17.68
United States,USA,2006,18.06
United States,USA,2007,18.33
United States,USA,2008,17.89
United States,USA,2009,16.68
United States,USA,2010,17.45
United States,USA,2011,17.47
United States,USA,2012,18.88
United States,USA,2013,17.43
United States,USA,2014,17.98
United States,USA,2015,18.39
Uruguay,URY,2009,14.2
Uruguay,URY,2010,14.6
Uruguay,URY,2011,14.4
Uruguay,URY,2012,14
Zimbabwe,ZWE,1966,18.75
Zimbabwe,ZWE,1967,19.01
Zimbabwe,ZWE,1968,19.67
Zimbabwe,ZWE,1969,19.58
Zimbabwe,ZWE,1970,20.96
Zimbabwe,ZWE,1971,21.46
Zimbabwe,ZWE,1972,21.2
Zimbabwe,ZWE,1973,21.65
Zimbabwe,ZWE,1974,20.87
Zimbabwe,ZWE,1975,20.48
Zimbabwe,ZWE,1976,20.66
Zimbabwe,ZWE,1977,19.98
Zimbabwe,ZWE,1978,20.4
Zimbabwe,ZWE,1980,18.97
Zimbabwe,ZWE,1983,14.57
Zimbabwe,ZWE,1984,16.4
