Entity,Code,Year,"Outbound mobility ratio, all regions, both sexes (%) (%)"
Armenia,ARM,2007,2.88339996337891
Armenia,ARM,2008,3.7466299533844
Armenia,ARM,2009,3.70459008216858
Armenia,ARM,2010,4.28879022598267
Armenia,ARM,2011,4.88245010375977
Armenia,ARM,2012,5.54102993011475
Armenia,ARM,2013,5.63566017150879
Aruba,ABW,1999,5.60165977478027
Aruba,ABW,2000,7.92142009735107
Aruba,ABW,2001,6.70884990692139
Aruba,ABW,2002,17.4623107910156
Aruba,ABW,2003,5.68181991577148
Aruba,ABW,2004,11.8544597625732
Aruba,ABW,2005,5.28014993667603
Aruba,ABW,2006,6.75263023376465
Aruba,ABW,2007,6.3888897895813
Aruba,ABW,2008,3.84180998802185
Aruba,ABW,2009,9.09228992462158
Aruba,ABW,2010,17.0815505981445
Aruba,ABW,2011,5.11992979049683
Aruba,ABW,2012,4.04426002502441
Australia,AUS,1998,0.581130027770996
Australia,AUS,1999,0.621659994125366
Australia,AUS,2000,0.64776998758316
Australia,AUS,2001,0.618319988250732
Australia,AUS,2002,0.577329993247986
Australia,AUS,2003,0.633910000324249
Australia,AUS,2004,0.893869996070862
Australia,AUS,2005,0.92493999004364
Australia,AUS,2006,0.940900027751923
Australia,AUS,2007,0.949029982089996
Australia,AUS,2008,0.877960026264191
Australia,AUS,2009,0.853690028190613
Australia,AUS,2010,0.832660019397736
Australia,AUS,2011,0.816100001335144
Australia,AUS,2012,0.812449991703033
Australia,AUS,2013,0.837819993495941
Austria,AUT,1998,4.67600011825562
Austria,AUT,1999,4.64307022094727
Austria,AUT,2000,4.54086017608643
Austria,AUT,2001,4.52199983596802
Austria,AUT,2002,5.62984991073608
Austria,AUT,2003,5.65606021881104
Austria,AUT,2004,5.10061979293823
Austria,AUT,2005,4.73632001876831
Austria,AUT,2006,3.92609000205994
Austria,AUT,2007,4.01512002944946
Austria,AUT,2008,3.59296989440918
Austria,AUT,2009,3.75830006599426
Austria,AUT,2010,3.65950989723206
Austria,AUT,2011,3.83525991439819
Austria,AUT,2012,4.0428900718689
Austria,AUT,2013,3.69739007949829
Azerbaijan,AZE,2006,2.51746988296509
Azerbaijan,AZE,2007,2.65602993965149
Azerbaijan,AZE,2008,4.01905012130737
Azerbaijan,AZE,2009,5.58064985275269
Azerbaijan,AZE,2010,7.91048002243042
Azerbaijan,AZE,2011,10.5041103363037
Azerbaijan,AZE,2012,9.08743000030518
Bahrain,BHR,1999,17.2338905334473
Bahrain,BHR,2003,13.2187204360962
Bahrain,BHR,2005,17.7034091949463
Bahrain,BHR,2006,18.6536598205566
Bahrain,BHR,2011,12.2967901229858
Bahrain,BHR,2012,13.1526699066162
Bangladesh,BGD,1999,1.01082003116608
Bangladesh,BGD,2000,1.08814001083374
Bangladesh,BGD,2001,1.07173001766205
Bangladesh,BGD,2002,1.35322999954224
Bangladesh,BGD,2003,1.75297999382019
Bangladesh,BGD,2004,1.76371002197266
Bangladesh,BGD,2005,1.58183002471924
Bangladesh,BGD,2006,1.37858998775482
Bangladesh,BGD,2007,1.37569999694824
Bangladesh,BGD,2008,1.28301000595093
Bangladesh,BGD,2009,1.22277998924255
Bangladesh,BGD,2011,1.12575995922089
Bangladesh,BGD,2012,1.1138299703598
Barbados,BRB,1999,18.2357196807861
Barbados,BRB,2000,17.7421398162842
Barbados,BRB,2001,17.3349990844727
Barbados,BRB,2007,13.3586101531982
Barbados,BRB,2009,9.73610973358154
Barbados,BRB,2010,9.71735000610352
Barbados,BRB,2011,9.94005012512207
Belarus,BLR,1998,1.68849003314972
Belarus,BLR,1999,1.60605001449585
Belarus,BLR,2000,1.62323999404907
Belarus,BLR,2001,1.48124003410339
Belarus,BLR,2002,1.8043600320816
Belarus,BLR,2003,1.55386996269226
Belarus,BLR,2004,2.08728003501892
Belarus,BLR,2005,2.14058995246887
Belarus,BLR,2006,2.2641499042511
Belarus,BLR,2007,2.66569995880127
Belarus,BLR,2008,5.46834993362427
Belarus,BLR,2009,5.15120983123779
Belarus,BLR,2010,6.12606000900269
Belarus,BLR,2011,6.91290998458862
Belarus,BLR,2012,7.08018016815186
Belarus,BLR,2013,6.38568019866943
Belgium,BEL,1999,2.75251007080078
Belgium,BEL,2000,2.84097003936768
Belgium,BEL,2001,2.93848991394043
Belgium,BEL,2002,2.96536993980408
Belgium,BEL,2003,3.17329001426697
Belgium,BEL,2004,2.61217999458313
Belgium,BEL,2005,2.55766010284424
Belgium,BEL,2006,2.64722990989685
Belgium,BEL,2007,2.68854999542236
Belgium,BEL,2008,2.44848990440369
Belgium,BEL,2009,2.44916009902954
Belgium,BEL,2010,2.52326989173889
Belgium,BEL,2011,2.64843010902405
Belgium,BEL,2012,2.77507996559143
Belgium,BEL,2013,3.3441801071167
Belize,BLZ,2001,18.4827995300293
Belize,BLZ,2002,15.9156398773193
Belize,BLZ,2003,17.7224903106689
Belize,BLZ,2004,19.4687900543213
Belize,BLZ,2005,17.4935703277588
Belize,BLZ,2006,16.069860458374
Belize,BLZ,2007,14.1025495529175
Belize,BLZ,2008,15.0872001647949
Belize,BLZ,2009,12.7100200653076
Belize,BLZ,2010,12.3715801239014
Belize,BLZ,2011,11.644510269165
Belize,BLZ,2012,9.45048046112061
Belize,BLZ,2013,8.91018009185791
Benin,BEN,1999,12.443699836731
Benin,BEN,2000,11.3312196731567
Benin,BEN,2001,9.56293964385986
Benin,BEN,2002,8.73915958404541
Benin,BEN,2003,9.32691955566406
Benin,BEN,2004,9.24083995819092
Benin,BEN,2005,9.48416996002197
Benin,BEN,2006,8.69340991973877
Benin,BEN,2007,6.80067014694214
Benin,BEN,2008,6.75565004348755
Benin,BEN,2009,4.83544015884399
Benin,BEN,2010,3.59244990348816
Benin,BEN,2011,3.74100995063782
Bermuda,BMU,2006,89.6937103271484
Bermuda,BMU,2007,117.483810424805
Bermuda,BMU,2008,110.897438049316
Bermuda,BMU,2009,84.4070281982422
Bermuda,BMU,2010,93.9322280883789
Bermuda,BMU,2011,93.0273666381836
Bermuda,BMU,2012,112.128326416016
Bermuda,BMU,2013,131.860458374023
Bhutan,BTN,1999,56.9979705810547
Bhutan,BTN,2005,27.4247093200684
Bhutan,BTN,2006,27.9790592193604
Bhutan,BTN,2007,29.9116897583008
Bhutan,BTN,2008,28.9210090637207
Bhutan,BTN,2009,36.6653099060059
Bhutan,BTN,2010,38.1263313293457
Bhutan,BTN,2011,32.927318572998
Bhutan,BTN,2012,45.4527015686035
Bhutan,BTN,2013,40.4692192077637
Bolivia,BOL,1998,1.03126001358032
Bolivia,BOL,1999,0.93190997838974
Bolivia,BOL,2000,0.916689991950989
Bolivia,BOL,2001,0.926689982414246
Bolivia,BOL,2002,1.02313005924225
Bolivia,BOL,2003,1.05463004112244
Bolivia,BOL,2004,0.959689974784851
Bolivia,BOL,2007,2.56755995750427
Bosnia and Herzegovina,BIH,2000,24.2725601196289
Bosnia and Herzegovina,BIH,2001,23.9728107452393
Bosnia and Herzegovina,BIH,2002,20.9186096191406
Bosnia and Herzegovina,BIH,2003,22.5261096954346
Bosnia and Herzegovina,BIH,2004,20.3973407745361
Bosnia and Herzegovina,BIH,2005,19.5648593902588
Bosnia and Herzegovina,BIH,2006,16.0327491760254
Bosnia and Herzegovina,BIH,2007,14.8724203109741
Bosnia and Herzegovina,BIH,2008,14.5968103408813
Bosnia and Herzegovina,BIH,2009,12.1189098358154
Bosnia and Herzegovina,BIH,2010,11.9001903533936
Bosnia and Herzegovina,BIH,2011,11.0861301422119
Bosnia and Herzegovina,BIH,2012,10.7318601608276
Bosnia and Herzegovina,BIH,2013,9.6478796005249
Botswana,BWA,1999,28.8066692352295
Botswana,BWA,2000,33.5464096069336
Botswana,BWA,2001,61.540699005127
Botswana,BWA,2002,67.9770812988281
Botswana,BWA,2003,48.1335296630859
Botswana,BWA,2004,53.0348510742188
Botswana,BWA,2005,43.1981582641602
Botswana,BWA,2006,36.3668403625488
Botswana,BWA,2007,23.2780799865723
Botswana,BWA,2008,15.5957202911377
Botswana,BWA,2009,21.1748790740967
Botswana,BWA,2010,21.3126792907715
Botswana,BWA,2011,16.8344993591309
Botswana,BWA,2013,7.97002983093262
Brazil,BRA,1998,0.725899994373322
Brazil,BRA,1999,0.66210001707077
Brazil,BRA,2000,0.621079981327057
Brazil,BRA,2001,0.558719992637634
Brazil,BRA,2002,0.545310020446777
Brazil,BRA,2003,0.502879977226257
Brazil,BRA,2004,0.451099991798401
Brazil,BRA,2005,0.424809992313385
Brazil,BRA,2007,0.408369988203049
Brazil,BRA,2008,0.386070013046265
Brazil,BRA,2009,0.429069995880127
Brazil,BRA,2010,0.423539996147156
Brazil,BRA,2011,0.421660006046295
Brazil,BRA,2012,0.417530000209808
Brazil,BRA,2013,0.437669992446899
Brunei,BRN,1998,71.7175216674805
Brunei,BRN,1999,60.0809707641602
Brunei,BRN,2000,54.6812210083008
Brunei,BRN,2001,45.181510925293
Brunei,BRN,2002,45.405158996582
Brunei,BRN,2003,42.5868911743164
Brunei,BRN,2004,39.6786689758301
Brunei,BRN,2005,49.1937103271484
Brunei,BRN,2006,42.3832015991211
Brunei,BRN,2007,48.3724517822266
Brunei,BRN,2008,51.8459091186523
Brunei,BRN,2009,51.2199096679688
Brunei,BRN,2010,57.565788269043
Brunei,BRN,2011,51.6939086914063
Brunei,BRN,2012,42.586368560791
Brunei,BRN,2013,38.255989074707
Bulgaria,BGR,1998,3.81630992889404
Bulgaria,BGR,1999,3.73115992546082
Bulgaria,BGR,2000,4.49793004989624
Bulgaria,BGR,2001,5.85311985015869
Bulgaria,BGR,2002,8.06906986236572
Bulgaria,BGR,2003,9.65482997894287
Bulgaria,BGR,2004,10.8036699295044
Bulgaria,BGR,2005,10.7922296524048
Bulgaria,BGR,2006,10.4688701629639
Bulgaria,BGR,2007,9.50605010986328
Bulgaria,BGR,2008,8.79386043548584
Bulgaria,BGR,2009,8.61931991577148
Bulgaria,BGR,2010,8.41205978393555
Bulgaria,BGR,2011,8.51519012451172
Bulgaria,BGR,2012,8.83047008514404
Bulgaria,BGR,2013,8.6719799041748
Burkina Faso,BFA,1999,13.1504402160645
Burkina Faso,BFA,2001,11.4014797210693
Burkina Faso,BFA,2002,10.639030456543
Burkina Faso,BFA,2003,10.6394901275635
Burkina Faso,BFA,2005,8.22933006286621
Burkina Faso,BFA,2006,8.84051036834717
Burkina Faso,BFA,2007,8.33473968505859
Burkina Faso,BFA,2008,7.00246000289917
Burkina Faso,BFA,2009,6.05605983734131
Burkina Faso,BFA,2010,6.43031978607178
Burkina Faso,BFA,2011,5.56424999237061
Burkina Faso,BFA,2012,5.051109790802
Burkina Faso,BFA,2013,4.91418981552124
Burundi,BDI,1998,19.6149501800537
Burundi,BDI,1999,17.232479095459
Burundi,BDI,2000,14.3427896499634
Burundi,BDI,2001,15.0850696563721
Burundi,BDI,2002,9.32623958587646
Burundi,BDI,2004,5.9719500541687
Burundi,BDI,2005,5.53446006774902
Burundi,BDI,2006,6.0362401008606
Burundi,BDI,2007,6.34933996200562
Burundi,BDI,2008,6.56943988800049
Burundi,BDI,2009,6.39000988006592
Burundi,BDI,2010,5.48925018310547
Burundi,BDI,2011,6.58003997802734
Burundi,BDI,2012,5.17320013046265
Burundi,BDI,2013,4.49278020858765
Cambodia,KHM,2000,7.52959012985229
Cambodia,KHM,2001,6.95221996307373
Cambodia,KHM,2002,6.07132005691528
Cambodia,KHM,2003,5.48268985748291
Cambodia,KHM,2004,5.41594982147217
Cambodia,KHM,2005,4.36518001556396
Cambodia,KHM,2006,2.78011989593506
Cambodia,KHM,2007,2.48534989356995
Cambodia,KHM,2008,2.26387000083923
Cambodia,KHM,2009,2.28621006011963
Cambodia,KHM,2010,2.1351900100708
Cambodia,KHM,2011,1.90505003929138
Cameroon,CMR,1999,14.5615997314453
Cameroon,CMR,2000,16.3117694854736
Cameroon,CMR,2001,16.6512298583984
Cameroon,CMR,2002,15.8123598098755
Cameroon,CMR,2003,17.7619590759277
Cameroon,CMR,2004,17.6141204833984
Cameroon,CMR,2005,15.8882503509521
Cameroon,CMR,2006,13.7731504440308
Cameroon,CMR,2007,13.2256002426147
Cameroon,CMR,2008,12.7711601257324
Cameroon,CMR,2009,11.3096303939819
Cameroon,CMR,2010,9.49306964874268
Cameroon,CMR,2011,9.41950035095215
Canada,CAN,1998,2.49025011062622
Canada,CAN,1999,2.48661994934082
Canada,CAN,2000,2.54623007774353
Cape Verde,CPV,1999,292.634552001953
Cape Verde,CPV,2000,258.685577392578
Cape Verde,CPV,2001,343.567260742188
Cape Verde,CPV,2002,163.68586730957
Cape Verde,CPV,2003,161.322143554688
Cape Verde,CPV,2004,131.022964477539
Cape Verde,CPV,2005,114.065521240234
Cape Verde,CPV,2006,107.347640991211
Cape Verde,CPV,2007,102.086410522461
Cape Verde,CPV,2008,51.3813018798828
Cape Verde,CPV,2009,39.0913581848145
Cape Verde,CPV,2010,31.8069801330566
Cape Verde,CPV,2011,26.1657600402832
Cape Verde,CPV,2012,26.4067802429199
Cape Verde,CPV,2013,35.4396514892578
Cayman Islands,CYM,1999,5.37974977493286
Cayman Islands,CYM,2000,3.97196006774902
Cayman Islands,CYM,2001,3.93701004981995
Cayman Islands,CYM,2002,17.2642803192139
Cayman Islands,CYM,2003,26.6666698455811
Cayman Islands,CYM,2006,63.3157005310059
Cayman Islands,CYM,2007,61.9808311462402
Cayman Islands,CYM,2008,39.0350914001465
Central African Republic,CAF,1999,8.97414970397949
Central African Republic,CAF,2000,17.2000598907471
Central African Republic,CAF,2004,15.1000499725342
Central African Republic,CAF,2006,20.8953304290771
Central African Republic,CAF,2008,10.1128797531128
Central African Republic,CAF,2009,8.21807956695557
Central African Republic,CAF,2010,10.2384300231934
Central African Republic,CAF,2011,7.69324016571045
Central African Republic,CAF,2012,8.17761039733887
Chad,TCD,1998,49.8228797912598
Chad,TCD,2000,40.7896995544434
Chad,TCD,2001,39.567310333252
Chad,TCD,2003,36.1437492370605
Chad,TCD,2004,26.4410495758057
Chad,TCD,2005,22.1409893035889
Chad,TCD,2008,17.4956092834473
Chad,TCD,2009,17.0967597961426
Chad,TCD,2010,16.19753074646
Chad,TCD,2011,15.960280418396
Chile,CHL,1998,1.12704002857208
Chile,CHL,1999,1.04123997688293
Chile,CHL,2000,1.12124001979828
Chile,CHL,2002,1.12792003154755
Chile,CHL,2003,1.2002899646759
Chile,CHL,2004,0.969569981098175
Chile,CHL,2005,1.15609002113342
Chile,CHL,2006,0.954919993877411
Chile,CHL,2007,0.819909989833832
Chile,CHL,2008,0.884530007839203
Chile,CHL,2009,0.940659999847412
Chile,CHL,2010,0.924109995365143
Chile,CHL,2011,0.928860008716583
Chile,CHL,2012,0.797609984874725
Chile,CHL,2013,0.76120001077652
China,CHN,1998,1.97298002243042
China,CHN,1999,1.9334499835968
China,CHN,2000,1.91777002811432
China,CHN,2001,1.76248002052307
China,CHN,2002,1.84868001937866
China,CHN,2003,2.05961990356445
China,CHN,2004,2.02266001701355
China,CHN,2005,1.95875000953674
China,CHN,2006,1.74345004558563
China,CHN,2007,1.69790005683899
China,CHN,2008,1.72298002243042
China,CHN,2009,1.76590001583099
China,CHN,2010,1.83135998249054
China,CHN,2011,2.07814002037048
China,CHN,2012,2.12965989112854
China,CHN,2013,2.08896994590759
Colombia,COL,1998,1.11963999271393
Colombia,COL,1999,1.15190005302429
Colombia,COL,2000,1.28831994533539
Colombia,COL,2001,1.33914005756378
Colombia,COL,2002,1.69573998451233
Colombia,COL,2004,1.5692800283432
Colombia,COL,2005,1.44992005825043
Colombia,COL,2006,1.33522999286652
Colombia,COL,2007,1.33934998512268
Colombia,COL,2008,1.35196995735168
Colombia,COL,2009,1.40700995922089
Colombia,COL,2010,1.45670998096466
Colombia,COL,2011,1.38609004020691
Colombia,COL,2012,1.28252005577087
Colombia,COL,2013,1.20939004421234
Comoros,COM,1999,361.941436767578
Comoros,COM,2000,324.754913330078
Comoros,COM,2003,142.703842163086
Comoros,COM,2007,118.350250244141
Comoros,COM,2009,79.318489074707
Comoros,COM,2010,95.5912017822266
Comoros,COM,2011,71.0596694946289
Comoros,COM,2012,70.5280990600586
Comoros,COM,2013,67.0844192504883
Congo,COG,1999,49.8086395263672
Congo,COG,2000,33.8233413696289
Congo,COG,2001,39.6068000793457
Congo,COG,2002,49.6850509643555
Congo,COG,2003,53.9772605895996
Congo,COG,2009,35.9259796142578
Congo,COG,2011,27.6497402191162
Congo,COG,2012,23.3765392303467
Congo,COG,2013,21.7828807830811
Costa Rica,CRI,2004,1.49407994747162
Costa Rica,CRI,2011,1.0391800403595
Costa Rica,CRI,2012,1.03132998943329
Costa Rica,CRI,2013,1.03454005718231
Cote d'Ivoire,CIV,1999,4.31211996078491
Cote d'Ivoire,CIV,2007,4.1582498550415
Cote d'Ivoire,CIV,2009,4.43319988250732
Cote d'Ivoire,CIV,2010,4.97700977325439
Cote d'Ivoire,CIV,2012,9.55634021759033
Cote d'Ivoire,CIV,2013,4.15471982955933
Croatia,HRV,1998,12.641489982605
Croatia,HRV,1999,11.8845701217651
Croatia,HRV,2000,12.6093997955322
Croatia,HRV,2001,12.0891599655151
Croatia,HRV,2002,11.5010404586792
Croatia,HRV,2003,11.024359703064
Croatia,HRV,2004,10.7374095916748
Croatia,HRV,2005,9.95458984375
Croatia,HRV,2006,6.49385976791382
Croatia,HRV,2007,6.37974977493286
Croatia,HRV,2008,6.60963010787964
Croatia,HRV,2009,7.0793399810791
Croatia,HRV,2010,6.65030002593994
Croatia,HRV,2011,6.46295022964478
Croatia,HRV,2012,5.75469017028809
Cuba,CUB,1998,1.26965999603271
Cuba,CUB,1999,0.863399982452393
Cuba,CUB,2000,1.05751001834869
Cuba,CUB,2001,0.903779983520508
Cuba,CUB,2002,0.724919974803925
Cuba,CUB,2003,0.736029982566834
Cuba,CUB,2004,0.302370011806488
Cuba,CUB,2005,0.271970003843308
Cuba,CUB,2006,0.202390000224113
Cuba,CUB,2007,0.166759997606277
Cuba,CUB,2008,0.161249995231628
Cuba,CUB,2009,0.180720001459122
Cuba,CUB,2010,0.264519989490509
Cuba,CUB,2011,0.320760011672974
Cuba,CUB,2012,0.392399996519089
Cuba,CUB,2013,0.487360000610352
Cyprus,CYP,1999,124.940048217773
Cyprus,CYP,2000,159.587249755859
Cyprus,CYP,2001,139.053909301758
Cyprus,CYP,2002,101.064483642578
Cyprus,CYP,2003,93.2273406982422
Cyprus,CYP,2004,91.2345886230469
Cyprus,CYP,2005,106.355209350586
Cyprus,CYP,2006,93.5007476806641
Cyprus,CYP,2007,103.828681945801
Cyprus,CYP,2008,94.9301910400391
Cyprus,CYP,2009,83.0509490966797
Cyprus,CYP,2010,83.9486389160156
Cyprus,CYP,2011,84.0012283325195
Cyprus,CYP,2012,84.5067977905273
Czech Republic,CZE,1998,1.90428996086121
Czech Republic,CZE,1999,1.7956600189209
Czech Republic,CZE,2000,1.79391002655029
Czech Republic,CZE,2001,2.02853989601135
Czech Republic,CZE,2002,2.14359998703003
Czech Republic,CZE,2003,2.40060997009277
Czech Republic,CZE,2004,2.10543990135193
Czech Republic,CZE,2005,2.04609990119934
Czech Republic,CZE,2006,2.05171990394592
Czech Republic,CZE,2007,1.99101996421814
Czech Republic,CZE,2008,2.39515995979309
Czech Republic,CZE,2009,2.52921009063721
Czech Republic,CZE,2010,2.61811995506287
Czech Republic,CZE,2011,2.66820001602173
Czech Republic,CZE,2012,2.74584007263184
Czech Republic,CZE,2013,2.9290599822998
Democratic Republic of Congo,COD,1999,7.34823989868164
Democratic Republic of Congo,COD,2006,1.36056995391846
Democratic Republic of Congo,COD,2007,1.37812995910645
Democratic Republic of Congo,COD,2008,1.23653995990753
Democratic Republic of Congo,COD,2009,1.08125996589661
Democratic Republic of Congo,COD,2011,1.10689997673035
Democratic Republic of Congo,COD,2012,1.30141997337341
Democratic Republic of Congo,COD,2013,1.30940997600555
Denmark,DNK,1998,3.36217999458313
Denmark,DNK,1999,3.38088011741638
Denmark,DNK,2000,3.48034000396729
Denmark,DNK,2001,3.29493999481201
Denmark,DNK,2002,3.38988995552063
Denmark,DNK,2003,3.34929990768433
Denmark,DNK,2004,2.51241993904114
Denmark,DNK,2005,2.33186006546021
Denmark,DNK,2006,2.26276993751526
Denmark,DNK,2007,2.18811011314392
Denmark,DNK,2008,2.15250992774963
Denmark,DNK,2009,2.20911002159119
Denmark,DNK,2010,2.21504998207092
Denmark,DNK,2011,2.34193992614746
Denmark,DNK,2012,2.12139010429382
Denmark,DNK,2013,1.80445003509521
Djibouti,DJI,1999,670.857116699219
Djibouti,DJI,2000,649.166687011719
Djibouti,DJI,2001,277.289642333984
Djibouti,DJI,2002,217.090194702148
Djibouti,DJI,2003,191.13737487793
Djibouti,DJI,2004,164.718612670898
Djibouti,DJI,2005,125.846908569336
Djibouti,DJI,2006,128.638565063477
Djibouti,DJI,2007,70.3256988525391
Djibouti,DJI,2008,61.241771697998
Djibouti,DJI,2009,55.6552200317383
Djibouti,DJI,2010,55.598030090332
Djibouti,DJI,2011,39.2960815429688
Dominican Republic,DOM,2003,0.708010017871857
Dominican Republic,DOM,2012,0.77538001537323
East Asia & Pacific,,1997,1.95908999443054
East Asia & Pacific,,1998,1.84062004089355
East Asia & Pacific,,1999,1.67307996749878
East Asia & Pacific,,2000,1.62645995616913
East Asia & Pacific,,2001,1.56488001346588
East Asia & Pacific,,2002,1.67146003246307
East Asia & Pacific,,2003,1.81361997127533
East Asia & Pacific,,2004,1.78004002571106
East Asia & Pacific,,2005,1.74231004714966
East Asia & Pacific,,2006,1.62084996700287
East Asia & Pacific,,2007,1.61257994174957
East Asia & Pacific,,2008,1.64339995384216
East Asia & Pacific,,2009,1.69193994998932
East Asia & Pacific,,2010,1.73027002811432
East Asia & Pacific,,2011,1.86785995960236
East Asia & Pacific,,2012,1.86223995685577
East Asia & Pacific,,2013,1.83457005023956
East Asia & Pacific (all income levels),,1997,2.1345899105072
East Asia & Pacific (all income levels),,1998,2.06038999557495
East Asia & Pacific (all income levels),,1999,1.96896994113922
East Asia & Pacific (all income levels),,2000,1.85881996154785
East Asia & Pacific (all income levels),,2001,1.80415999889374
East Asia & Pacific (all income levels),,2002,1.92992997169495
East Asia & Pacific (all income levels),,2003,2.03481006622314
East Asia & Pacific (all income levels),,2004,1.98126995563507
East Asia & Pacific (all income levels),,2005,1.94545996189117
East Asia & Pacific (all income levels),,2006,1.82274997234344
East Asia & Pacific (all income levels),,2007,1.8116500377655
East Asia & Pacific (all income levels),,2008,1.8298499584198
East Asia & Pacific (all income levels),,2009,1.86644995212555
East Asia & Pacific (all income levels),,2010,1.87941002845764
East Asia & Pacific (all income levels),,2011,1.97803997993469
East Asia & Pacific (all income levels),,2012,1.95334005355835
East Asia & Pacific (all income levels),,2013,1.92042005062103
Ecuador,ECU,2008,1.6381299495697
Ecuador,ECU,2012,1.90615999698639
Egypt,EGY,1999,0.42315000295639
Egypt,EGY,2001,0.458070009946823
Egypt,EGY,2002,0.433230012655258
Egypt,EGY,2003,0.4617800116539
Egypt,EGY,2004,0.423680007457733
Egypt,EGY,2005,0.40896001458168
Egypt,EGY,2006,0.41525000333786
Egypt,EGY,2007,0.437059998512268
Egypt,EGY,2008,0.484820008277893
Egypt,EGY,2009,0.494150012731552
Egypt,EGY,2010,0.541419982910156
Egypt,EGY,2011,0.656120002269745
Egypt,EGY,2012,0.70686000585556
Egypt,EGY,2013,0.796949982643127
El Salvador,SLV,1998,0.987030029296875
El Salvador,SLV,1999,0.968850016593933
El Salvador,SLV,2000,1.47722005844116
El Salvador,SLV,2001,1.64356994628906
El Salvador,SLV,2002,1.8926899433136
El Salvador,SLV,2003,2.13381004333496
El Salvador,SLV,2004,1.75952005386353
El Salvador,SLV,2005,1.79799997806549
El Salvador,SLV,2006,1.85268998146057
El Salvador,SLV,2007,2.03997993469238
El Salvador,SLV,2008,1.9585599899292
El Salvador,SLV,2009,2.09903001785278
El Salvador,SLV,2010,2.10949993133545
El Salvador,SLV,2011,1.44280004501343
