Entity,Code,Year,Wind (kilowatt-hours)
Austria,AUT,1998,14.727155346349956
Austria,AUT,1999,16.67004417339461
Austria,AUT,2000,21.851008708637995
Austria,AUT,2001,55.89424244257842
Austria,AUT,2002,65.67623854315221
Austria,AUT,2003,117.8030693933464
Austria,AUT,2004,295.9205236278447
Austria,AUT,2005,424.44389225102987
Austria,AUT,2006,556.7426806650574
Austria,AUT,2007,644.8175332523456
Austria,AUT,2008,634.474065851115
Austria,AUT,2009,614.1420000334408
Austria,AUT,2010,645.8206816313913
Austria,AUT,2011,602.715736543648
Austria,AUT,2012,762.0587785603387
Austria,AUT,2013,969.8431273293593
Austria,AUT,2014,1174.7466280429483
Austria,AUT,2015,1467.651228180666
Austria,AUT,2016,1574.1784452417971
Austria,AUT,2017,1961.6001188185944
Austria,AUT,2018,1746.3001359003488
Azerbaijan,AZE,1985,0
Azerbaijan,AZE,1986,0
Azerbaijan,AZE,1987,0
Azerbaijan,AZE,1988,0
Azerbaijan,AZE,1989,0
Azerbaijan,AZE,1990,0
Azerbaijan,AZE,1991,0
Azerbaijan,AZE,1992,0
Azerbaijan,AZE,1993,0
Azerbaijan,AZE,1994,0
Azerbaijan,AZE,1995,0
Azerbaijan,AZE,1996,0
Azerbaijan,AZE,1997,0
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0
Azerbaijan,AZE,2002,0
Azerbaijan,AZE,2003,0
Azerbaijan,AZE,2004,0
Azerbaijan,AZE,2005,0
Azerbaijan,AZE,2006,0
Azerbaijan,AZE,2007,0
Azerbaijan,AZE,2008,0
Azerbaijan,AZE,2009,0.6192649193186912
Azerbaijan,AZE,2010,0.14568145925597872
Azerbaijan,AZE,2011,0
Azerbaijan,AZE,2012,0
Azerbaijan,AZE,2013,0.22432206712839642
Azerbaijan,AZE,2014,0.636717419524511
Azerbaijan,AZE,2015,1.25795073781565
Azerbaijan,AZE,2016,6.162694713434675
Azerbaijan,AZE,2017,5.907353658710005
Azerbaijan,AZE,2018,21.740280432160805
Bangladesh,BGD,1965,0
Bangladesh,BGD,1966,0
Bangladesh,BGD,1967,0
Bangladesh,BGD,1968,0
Bangladesh,BGD,1969,0
Bangladesh,BGD,1970,0
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,0
Bangladesh,BGD,1973,0
Bangladesh,BGD,1974,0
Bangladesh,BGD,1975,0
Bangladesh,BGD,1976,0
Bangladesh,BGD,1977,0
Bangladesh,BGD,1978,0
Bangladesh,BGD,1979,0
Bangladesh,BGD,1980,0
Bangladesh,BGD,1981,0
Bangladesh,BGD,1982,0
Bangladesh,BGD,1983,0
Bangladesh,BGD,1984,0
Bangladesh,BGD,1985,0
Bangladesh,BGD,1986,0
Bangladesh,BGD,1987,0
Bangladesh,BGD,1988,0
Bangladesh,BGD,1989,0
Bangladesh,BGD,1990,0
Bangladesh,BGD,1991,0
Bangladesh,BGD,1992,0
Bangladesh,BGD,1993,0
Bangladesh,BGD,1994,0
Bangladesh,BGD,1995,0
Bangladesh,BGD,1996,0
Bangladesh,BGD,1997,0
Bangladesh,BGD,1998,0
Bangladesh,BGD,1999,0
Bangladesh,BGD,2000,0
Bangladesh,BGD,2001,0
Bangladesh,BGD,2002,0
Bangladesh,BGD,2003,0
Bangladesh,BGD,2004,0
Bangladesh,BGD,2005,0
Bangladesh,BGD,2006,0.029878623051418772
Bangladesh,BGD,2007,0.029514406280667326
Bangladesh,BGD,2008,0.05288545528883468
Bangladesh,BGD,2009,0.09197228456932176
Bangladesh,BGD,2010,0.09094395502251981
Bangladesh,BGD,2011,0.08990946527018097
Bangladesh,BGD,2012,0.08887762665059667
Bangladesh,BGD,2013,0.0878565575824488
Bangladesh,BGD,2014,0.08685811648469058
Bangladesh,BGD,2015,0.08589145306420234
Bangladesh,BGD,2016,0.08495575665853924
Bangladesh,BGD,2017,0.0838174291294701
Bangladesh,BGD,2018,0.08293862299775671
Belarus,BLR,1985,0
Belarus,BLR,1986,0
Belarus,BLR,1987,0
Belarus,BLR,1988,0
Belarus,BLR,1989,0
Belarus,BLR,1990,0
Belarus,BLR,1991,0
Belarus,BLR,1992,0
Belarus,BLR,1993,0
Belarus,BLR,1994,0
Belarus,BLR,1995,0
Belarus,BLR,1996,0
Belarus,BLR,1997,0
Belarus,BLR,1998,0
Belarus,BLR,1999,0
Belarus,BLR,2000,0
Belarus,BLR,2001,0
Belarus,BLR,2002,0
Belarus,BLR,2003,0
Belarus,BLR,2004,0.27640266507226785
Belarus,BLR,2005,0.27521211566617865
Belarus,BLR,2006,0.27651342334769363
Belarus,BLR,2007,0.27756336356924377
Belarus,BLR,2008,0.27838551253570293
Belarus,BLR,2009,0.2789757500265027
Belarus,BLR,2010,0.27933109542511414
Belarus,BLR,2011,1.1180364312267659
Belarus,BLR,2012,1.6766984708505894
Belarus,BLR,2013,2.233937393887946
Belarus,BLR,2014,2.5110491815097546
Belarus,BLR,2015,10.873140693929441
Belarus,BLR,2016,20.337207153292397
Belarus,BLR,2017,27.011974606349213
Belarus,BLR,2018,32.843423883423256
Belgium,BEL,1965,0
Belgium,BEL,1966,0
Belgium,BEL,1967,0
Belgium,BEL,1968,0
Belgium,BEL,1969,0
Belgium,BEL,1970,0
Belgium,BEL,1971,0
Belgium,BEL,1972,0
Belgium,BEL,1973,0
Belgium,BEL,1974,0
Belgium,BEL,1975,0
Belgium,BEL,1976,0
Belgium,BEL,1977,0
Belgium,BEL,1978,0
Belgium,BEL,1979,0
Belgium,BEL,1980,0
Belgium,BEL,1981,0
Belgium,BEL,1982,0
Belgium,BEL,1983,0
Belgium,BEL,1984,0
Belgium,BEL,1985,0
Belgium,BEL,1986,0
Belgium,BEL,1987,1.588158267954134
Belgium,BEL,1988,2.113929711818456
Belgium,BEL,1989,1.8457963677354707
Belgium,BEL,1990,1.8408162036574398
Belgium,BEL,1991,2.0970839725072223
Belgium,BEL,1992,2.3500908791426878
Belgium,BEL,1993,2.0805045953157424
Belgium,BEL,1994,2.3320417369042934
Belgium,BEL,1995,2.3251733634400162
Belgium,BEL,1996,2.0623653996865206
Belgium,BEL,1997,2.059137910798122
Belgium,BEL,1998,2.8277202676565403
Belgium,BEL,1999,3.335985263773769
Belgium,BEL,2000,4.095046063995332
Belgium,BEL,2001,9.43583859967051
Belgium,BEL,2002,14.471779560057888
Belgium,BEL,2003,22.226599880026875
Belgium,BEL,2004,35.65689085591603
Belgium,BEL,2005,56.63870537309189
Belgium,BEL,2006,90.7013744571052
Belgium,BEL,2007,120.78007646475979
Belgium,BEL,2008,155.5168185536692
Belgium,BEL,2009,241.3492297237569
Belgium,BEL,2010,310.81451636438436
Belgium,BEL,2011,552.4069847984384
Belgium,BEL,2012,653.0873869824087
Belgium,BEL,2013,864.6886179711314
Belgium,BEL,2014,1082.322150009803
Belgium,BEL,2015,1299.4703268887315
Belgium,BEL,2016,1260.1633553487757
Belgium,BEL,2017,1500.2765227802104
Belgium,BEL,2018,1711.7350041856819
Brazil,BRA,1965,0
Brazil,BRA,1966,0
Brazil,BRA,1967,0
Brazil,BRA,1968,0
Brazil,BRA,1969,0
Brazil,BRA,1970,0
Brazil,BRA,1971,0
Brazil,BRA,1972,0
Brazil,BRA,1973,0
Brazil,BRA,1974,0
Brazil,BRA,1975,0
Brazil,BRA,1976,0
Brazil,BRA,1977,0
Brazil,BRA,1978,0
Brazil,BRA,1979,0
Brazil,BRA,1980,0
Brazil,BRA,1981,0
Brazil,BRA,1982,0
Brazil,BRA,1983,0
Brazil,BRA,1984,0
Brazil,BRA,1985,0
Brazil,BRA,1986,0
Brazil,BRA,1987,0
Brazil,BRA,1988,0
Brazil,BRA,1989,0
Brazil,BRA,1990,0
Brazil,BRA,1991,0
Brazil,BRA,1992,0
Brazil,BRA,1993,0
Brazil,BRA,1994,0
Brazil,BRA,1995,0
Brazil,BRA,1996,0.031972519176380325
Brazil,BRA,1997,0.06295303185608583
Brazil,BRA,1998,0.07749737532749656
Brazil,BRA,1999,0.030543098878563647
Brazil,BRA,2000,0.015055656788145777
Brazil,BRA,2001,0.5183080317840133
Brazil,BRA,2002,0.8941077642059063
Brazil,BRA,2003,0.8829393860233271
Brazil,BRA,2004,0.8723972031890265
Brazil,BRA,2005,1.3134777484307918
Brazil,BRA,2006,3.314524765521064
Brazil,BRA,2007,9.173527218219112
Brazil,BRA,2008,16.2118309403739
Brazil,BRA,2009,16.803058480947833
Brazil,BRA,2010,29.266093437158304
Brazil,BRA,2011,36.03682187958091
Brazil,BRA,2012,66.68509813941309
Brazil,BRA,2013,86.0786224260829
Brazil,BRA,2014,158.47113505178433
Brazil,BRA,2015,278.32535763522634
Brazil,BRA,2016,427.47053106622315
Brazil,BRA,2017,536.5271049882599
Brazil,BRA,2018,609.0577016019631
Bulgaria,BGR,1965,0
Bulgaria,BGR,1966,0
Bulgaria,BGR,1967,0
Bulgaria,BGR,1968,0
Bulgaria,BGR,1969,0
Bulgaria,BGR,1970,0
Bulgaria,BGR,1971,0
Bulgaria,BGR,1972,0
Bulgaria,BGR,1973,0
Bulgaria,BGR,1974,0
Bulgaria,BGR,1975,0
Bulgaria,BGR,1976,0
Bulgaria,BGR,1977,0
Bulgaria,BGR,1978,0
Bulgaria,BGR,1979,0
Bulgaria,BGR,1980,0
Bulgaria,BGR,1981,0
Bulgaria,BGR,1982,0
Bulgaria,BGR,1983,0
Bulgaria,BGR,1984,0
Bulgaria,BGR,1985,0
Bulgaria,BGR,1986,0
Bulgaria,BGR,1987,0
Bulgaria,BGR,1988,0
Bulgaria,BGR,1989,0
Bulgaria,BGR,1990,0
Bulgaria,BGR,1991,0
Bulgaria,BGR,1992,0
Bulgaria,BGR,1993,0
Bulgaria,BGR,1994,0
Bulgaria,BGR,1995,0
Bulgaria,BGR,1996,0
Bulgaria,BGR,1997,0
Bulgaria,BGR,1998,0
Bulgaria,BGR,1999,0
Bulgaria,BGR,2000,0
Bulgaria,BGR,2001,0
Bulgaria,BGR,2002,0
Bulgaria,BGR,2003,0
Bulgaria,BGR,2004,0.3397776952872822
Bulgaria,BGR,2005,1.7117069402887994
Bulgaria,BGR,2006,6.897074646835277
Bulgaria,BGR,2007,16.323638991685364
Bulgaria,BGR,2008,42.67047154572037
Bulgaria,BGR,2009,83.44717795959328
Bulgaria,BGR,2010,241.3609784619529
Bulgaria,BGR,2011,307.0591513768804
Bulgaria,BGR,2012,438.11806548131995
Bulgaria,BGR,2013,495.9930684718793
Bulgaria,BGR,2014,483.38829439000835
Bulgaria,BGR,2015,530.7017542791667
Bulgaria,BGR,2016,524.3288583333334
Bulgaria,BGR,2017,557.3166939397355
Bulgaria,BGR,2018,514.3342069682359
Canada,CAN,1965,0
Canada,CAN,1966,0
Canada,CAN,1967,0
Canada,CAN,1968,0
Canada,CAN,1969,0
Canada,CAN,1970,0
Canada,CAN,1971,0
Canada,CAN,1972,0
Canada,CAN,1973,0
Canada,CAN,1974,0
Canada,CAN,1975,0
Canada,CAN,1976,0
Canada,CAN,1977,0
Canada,CAN,1978,0
Canada,CAN,1979,0
Canada,CAN,1980,0
Canada,CAN,1981,0
Canada,CAN,1982,0
Canada,CAN,1983,0
Canada,CAN,1984,0
Canada,CAN,1985,0.1022170615653525
Canada,CAN,1986,0.10091955246203406
Canada,CAN,1987,0.09955654863239134
Canada,CAN,1988,0.09817123964784004
Canada,CAN,1989,0.09682395415578204
Canada,CAN,1990,0.1833812116480883
Canada,CAN,1991,0.1810929739323748
Canada,CAN,1992,5.501104140802155
Canada,CAN,1993,5.438670424197843
Canada,CAN,1994,5.3796875808184055
Canada,CAN,1995,5.323795201961323
Canada,CAN,1996,5.538661756398941
Canada,CAN,1997,5.485774259296618
Canada,CAN,1998,5.434611219105989
Canada,CAN,1999,14.068435230835231
Canada,CAN,2000,22.712725385118347
Canada,CAN,2001,28.03722399125648
Canada,CAN,2002,34.1840230409263
Canada,CAN,2003,57.66607816723832
Canada,CAN,2004,78.16571143045734
Canada,CAN,2005,126.98080231283424
Canada,CAN,2006,197.99321589605682
Canada,CAN,2007,237.91420332149036
Canada,CAN,2008,296.06084100006
Canada,CAN,2009,512.749659255023
Canada,CAN,2010,665.597276202706
Canada,CAN,2011,776.2087404276326
Canada,CAN,2012,852.3054385184124
Canada,CAN,2013,1339.207298041193
Canada,CAN,2014,1663.0362917964894
Canada,CAN,2015,1969.7500930857416
Canada,CAN,2016,2110.516719971141
Canada,CAN,2017,2082.3738278776
Canada,CAN,2018,2283.426306343358
Chile,CHL,1965,0
Chile,CHL,1966,0
Chile,CHL,1967,0
Chile,CHL,1968,0
Chile,CHL,1969,0
Chile,CHL,1970,0
Chile,CHL,1971,0
Chile,CHL,1972,0
Chile,CHL,1973,0
Chile,CHL,1974,0
Chile,CHL,1975,0
Chile,CHL,1976,0
Chile,CHL,1977,0
Chile,CHL,1978,0
Chile,CHL,1979,0
Chile,CHL,1980,0
Chile,CHL,1981,0
Chile,CHL,1982,0
Chile,CHL,1983,0
Chile,CHL,1984,0
Chile,CHL,1985,0
Chile,CHL,1986,0
Chile,CHL,1987,0
Chile,CHL,1988,0
Chile,CHL,1989,0
Chile,CHL,1990,0
Chile,CHL,1991,0
Chile,CHL,1992,0
Chile,CHL,1993,0
Chile,CHL,1994,0
Chile,CHL,1995,0
Chile,CHL,1996,0
Chile,CHL,1997,0
Chile,CHL,1998,0
Chile,CHL,1999,0
Chile,CHL,2000,0
Chile,CHL,2001,1.1872291666666666
Chile,CHL,2002,1.1745120983167558
Chile,CHL,2003,1.1622112145110408
Chile,CHL,2004,0.821597955042148
Chile,CHL,2005,1.138296221343385
Chile,CHL,2006,1.1263251452155303
Chile,CHL,2007,1.7830422280701756
Chile,CHL,2008,6.004552015800815
Chile,CHL,2009,12.313878574558807
Chile,CHL,2010,50.17412105374202
Chile,CHL,2011,51.54981911454102
Chile,CHL,2012,61.76458729022989
Chile,CHL,2013,81.63039948668337
Chile,CHL,2014,213.84563776958166
Chile,CHL,2015,309.69242479548114
Chile,CHL,2016,354.34175996650015
Chile,CHL,2017,516.5644654807797
Chile,CHL,2018,518.2941945272039
China,CHN,1965,0
China,CHN,1966,0
China,CHN,1967,0
China,CHN,1968,0
China,CHN,1969,0
China,CHN,1970,0
China,CHN,1971,0
China,CHN,1972,0
China,CHN,1973,0
China,CHN,1974,0
China,CHN,1975,0
China,CHN,1976,0
China,CHN,1977,0
China,CHN,1978,0
China,CHN,1979,0
China,CHN,1980,0
China,CHN,1981,0
China,CHN,1982,0
China,CHN,1983,0
China,CHN,1984,0
China,CHN,1985,0
China,CHN,1986,0
China,CHN,1987,0
China,CHN,1988,0
China,CHN,1989,0
China,CHN,1990,0.00451728239533636
China,CHN,1991,0.020054912116202913
China,CHN,1992,0.286365885746765
China,CHN,1993,0.45799632365489507
China,CHN,1994,0.8212069988037789
China,CHN,1995,1.3066730224381093
China,CHN,1996,0.19750865090192105
China,CHN,1997,0.4128376469649629
China,CHN,1998,0.735602039933661
China,CHN,1999,0.9728152191800162
China,CHN,2000,1.2028704879971275
China,CHN,2001,1.4568290634187997
China,CHN,2002,1.6855559900580845
China,CHN,2003,1.994675446740243
China,CHN,2004,2.5414640433290483
China,CHN,2005,3.8482899234051753
China,CHN,2006,7.29817483264607
China,CHN,2007,10.712671890872285
China,CHN,2008,25.46873015334311
China,CHN,2009,53.359706007863146
China,CHN,2010,85.78709197515455
China,CHN,2011,134.4582937768176
China,CHN,2012,182.46828364114708
China,CHN,2013,266.95566400161124
China,CHN,2014,293.49417204711284
China,CHN,2015,347.48451485000516
China,CHN,2016,441.19478323419145
China,CHN,2017,546.3080907315217
China,CHN,2018,674.6466179187727
Colombia,COL,1965,0
Colombia,COL,1966,0
Colombia,COL,1967,0
Colombia,COL,1968,0
Colombia,COL,1969,0
Colombia,COL,1970,0
Colombia,COL,1971,0
Colombia,COL,1972,0
Colombia,COL,1973,0
Colombia,COL,1974,0
Colombia,COL,1975,0
Colombia,COL,1976,0
Colombia,COL,1977,0
Colombia,COL,1978,0
Colombia,COL,1979,0
Colombia,COL,1980,0
Colombia,COL,1981,0
Colombia,COL,1982,0
Colombia,COL,1983,0
Colombia,COL,1984,0
Colombia,COL,1985,0
Colombia,COL,1986,0
Colombia,COL,1987,0
Colombia,COL,1988,0
Colombia,COL,1989,0
Colombia,COL,1990,0
Colombia,COL,1991,0
Colombia,COL,1992,0
Colombia,COL,1993,0
Colombia,COL,1994,0
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Colombia,COL,1998,0
Colombia,COL,1999,0
Colombia,COL,2000,0
Colombia,COL,2001,0
Colombia,COL,2002,0
Colombia,COL,2003,0
Colombia,COL,2004,3.2516347846753497
Colombia,COL,2005,3.053144970455825
Colombia,COL,2006,3.836496894516331
Colombia,COL,2007,3.001784153139147
Colombia,COL,2008,3.2061893047113323
Colombia,COL,2009,3.393579163575419
Colombia,COL,2010,2.2444284972248636
Colombia,COL,2011,2.378520543109301
Colombia,COL,2012,3.1329651530080738
Colombia,COL,2013,3.2615167497580386
Colombia,COL,2014,3.934946664750469
Colombia,COL,2015,3.7865501763430904
Colombia,COL,2016,2.7797416435910742
Colombia,COL,2017,0.16525633162952363
Colombia,COL,2018,2.301782640301243
Croatia,HRV,1990,0
Croatia,HRV,1991,0
Croatia,HRV,1992,0
Croatia,HRV,1993,0
Croatia,HRV,1994,0
Croatia,HRV,1995,0
Croatia,HRV,1996,0
Croatia,HRV,1997,0
Croatia,HRV,1998,0
Croatia,HRV,1999,0
Croatia,HRV,2000,0
Croatia,HRV,2001,0
Croatia,HRV,2002,0
Croatia,HRV,2003,0
Croatia,HRV,2004,1.200537522810219
Croatia,HRV,2005,6.010916886706259
Croatia,HRV,2006,11.439029599633951
Croatia,HRV,2007,21.115374142595144
Croatia,HRV,2008,24.181748968527447
Croatia,HRV,2009,32.73560478921908
Croatia,HRV,2010,84.51697545979667
Croatia,HRV,2011,122.64024294226759
Croatia,HRV,2012,201.53386332635012
Croatia,HRV,2013,318.102949679682
Croatia,HRV,2014,451.37514901785715
Croatia,HRV,2015,494.8586924734231
Croatia,HRV,2016,633.9798182299835
Croatia,HRV,2017,757.4518408701889
Croatia,HRV,2018,873.2368038209818
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0.9246425742574258
Cyprus,CYP,2005,0.9084523346303502
Cyprus,CYP,2006,0.8928193116634799
Cyprus,CYP,2007,0.8809943609022556
Cyprus,CYP,2008,0.8663382624768947
Cyprus,CYP,2009,0.8537140255009108
Cyprus,CYP,2010,73.29645014375562
Cyprus,CYP,2011,266.6666683644445
Cyprus,CYP,2012,428.93577460792955
Cyprus,CYP,2013,531.3765197290211
Cyprus,CYP,2014,420.09320652777774
Cyprus,CYP,2015,502.87184391042206
Cyprus,CYP,2016,509.8987817606838
Cyprus,CYP,2017,471.5655622288136
Cyprus,CYP,2018,488.2696651219513
Czech Republic,CZE,1965,0
Czech Republic,CZE,1966,0
Czech Republic,CZE,1967,0
Czech Republic,CZE,1968,0
Czech Republic,CZE,1969,0
Czech Republic,CZE,1970,0
Czech Republic,CZE,1971,0
Czech Republic,CZE,1972,0
