Entity,Code,Year, (hectares per person)
Brazil,BRA,1930,0.303576318
Brazil,BRA,1940,0.435145836
Brazil,BRA,1950,0.359580885
Brazil,BRA,1960,0.390360689
Brazil,BRA,1970,0.429435065
Brazil,BRA,1980,0.434338837
Brazil,BRA,1990,0.383616871
Brazil,BRA,2000,0.373802855
Brazil,BRA,2001,0.376622508
Brazil,BRA,2002,0.385750961
Brazil,BRA,2003,0.398541646
Brazil,BRA,2004,0.414118229
Brazil,BRA,2005,0.413847479
Brazil,BRA,2006,0.411184875
Brazil,BRA,2007,0.400643186
Brazil,BRA,2008,0.406098484
Brazil,BRA,2009,0.40198731
Brazil,BRA,2010,0.397365338
Brazil,BRA,2011,0.40388969
Brazil,BRA,2012,0.401839161
Brazil,BRA,2013,0.401187509
Brazil,BRA,2014,0.40247429
Brazil,BRA,2015,0.403546902
Brazil,BRA,2016,0.4025893
Canada,CAN,"10,000 BCE",0
Canada,CAN,"9,000 BCE",0
Canada,CAN,"8,000 BCE",0
Canada,CAN,"7,000 BCE",0
Canada,CAN,"6,000 BCE",0
Canada,CAN,"5,000 BCE",0
Canada,CAN,"4,000 BCE",0
Canada,CAN,"3,000 BCE",0
Canada,CAN,"2,000 BCE",0
Canada,CAN,"1,000 BCE",0
Canada,CAN,0,0
Canada,CAN,100,0
Canada,CAN,200,0
Canada,CAN,300,0
Canada,CAN,400,0
Canada,CAN,500,0
Canada,CAN,600,0
Canada,CAN,700,0
Canada,CAN,800,0
Canada,CAN,900,0
Canada,CAN,1000,0
Canada,CAN,1100,0
Canada,CAN,1200,0
Canada,CAN,1300,0
Canada,CAN,1400,0
Canada,CAN,1500,0.004999991
Canada,CAN,1600,0.004999989
Canada,CAN,1700,0.112515831
Canada,CAN,1710,0.130021774
Canada,CAN,1720,0.149156682
Canada,CAN,1730,0.167634459
Canada,CAN,1740,0.191500503
Canada,CAN,1750,0.216396512
Canada,CAN,1760,0.24603989
Canada,CAN,1770,0.280218865
Canada,CAN,1780,0.319004045
Canada,CAN,1790,0.364850699
Canada,CAN,1800,0.449071088
Canada,CAN,1810,0.517483361
Canada,CAN,1820,0.5931682
Canada,CAN,1830,0.6816024
Canada,CAN,1840,0.786309372
Canada,CAN,1850,0.908326344
Canada,CAN,1860,1.042084896
Canada,CAN,1870,1.260935535
Canada,CAN,1880,1.3419604
Canada,CAN,1890,1.49735223
Canada,CAN,1900,1.522507945
Canada,CAN,1910,2.00118274
Canada,CAN,1920,2.28718319
Canada,CAN,1930,2.252718569
Canada,CAN,1940,2.838093553
Canada,CAN,1950,3.112396385
Canada,CAN,1960,2.922116494
Canada,CAN,1970,2.422322421
Canada,CAN,1980,2.051507909
Canada,CAN,1990,1.868308495
Canada,CAN,2000,1.701007269
Canada,CAN,2001,1.680831861
Canada,CAN,2002,1.663088272
Canada,CAN,2003,1.645732612
Canada,CAN,2004,1.62872645
Canada,CAN,2005,1.612081859
Canada,CAN,2006,1.59577029
Canada,CAN,2007,1.579703
Canada,CAN,2008,1.563836739
Canada,CAN,2009,1.548281937
Canada,CAN,2010,1.423345075
Canada,CAN,2011,1.392608324
Canada,CAN,2012,1.459615699
Canada,CAN,2013,1.370252358
Canada,CAN,2014,1.345091873
Canada,CAN,2015,1.345366572
Canada,CAN,2016,1.321181925
China,CHN,"10,000 BCE",0
China,CHN,"9,000 BCE",0
China,CHN,"8,000 BCE",0.001076264
China,CHN,"7,000 BCE",0.029018076
China,CHN,"6,000 BCE",0.071578569
China,CHN,"5,000 BCE",0.161839323
China,CHN,"4,000 BCE",0.280430503
China,CHN,"3,000 BCE",0.377470664
China,CHN,"2,000 BCE",0.469201891
China,CHN,"1,000 BCE",0.917010047
China,CHN,0,0.417181311
China,CHN,100,0.425859841
China,CHN,200,0.435201966
China,CHN,300,0.448611906
China,CHN,400,0.453896375
China,CHN,500,0.462221311
China,CHN,600,0.47075391
China,CHN,700,0.480480893
China,CHN,800,0.490435551
China,CHN,900,0.499968292
China,CHN,1000,0.514615433
China,CHN,1100,0.517993405
China,CHN,1200,0.528885065
China,CHN,1300,0.545792904
China,CHN,1400,0.558930571
China,CHN,1500,0.569206753
China,CHN,1600,0.578943517
China,CHN,1700,0.593191271
China,CHN,1710,0.591629545
China,CHN,1720,0.54013888
China,CHN,1730,0.51873155
China,CHN,1740,0.466160209
China,CHN,1750,0.381239258
China,CHN,1760,0.349212661
China,CHN,1770,0.317123035
China,CHN,1780,0.260532806
China,CHN,1790,0.248096629
China,CHN,1800,0.260970598
China,CHN,1810,0.232953201
China,CHN,1820,0.233001444
China,CHN,1830,0.214835763
China,CHN,1840,0.204324039
China,CHN,1850,0.196773379
China,CHN,1860,0.200867576
China,CHN,1870,0.236050231
China,CHN,1880,0.23440902
China,CHN,1890,0.233574632
China,CHN,1900,0.225283207
China,CHN,1910,0.220057173
China,CHN,1920,0.20929746
China,CHN,1930,0.211351507
China,CHN,1940,0.198437807
China,CHN,1950,0.192985891
China,CHN,1960,0.163960183
China,CHN,1970,0.126941085
China,CHN,1980,0.105152911
China,CHN,1990,0.11362907
China,CHN,2000,0.100813635
China,CHN,2001,0.102080728
China,CHN,2002,0.100741268
China,CHN,2003,0.098724745
China,CHN,2004,0.102638048
China,CHN,2005,0.099406206
China,CHN,2006,0.098832805
China,CHN,2007,0.092137055
China,CHN,2008,0.091678968
China,CHN,2009,0.092503782
China,CHN,2010,0.090448534
China,CHN,2011,0.090189883
China,CHN,2012,0.089961319
China,CHN,2013,0.089455792
China,CHN,2014,0.088647497
China,CHN,2015,0.088445984
China,CHN,2016,0.087909725
Europe (excl. Russia),,"10,000 BCE",0
Europe (excl. Russia),,"9,000 BCE",0
Europe (excl. Russia),,"8,000 BCE",0
Europe (excl. Russia),,"7,000 BCE",0.151576432
Europe (excl. Russia),,"6,000 BCE",0.488572566
Europe (excl. Russia),,"5,000 BCE",1.218513814
Europe (excl. Russia),,"4,000 BCE",1.401525997
Europe (excl. Russia),,"3,000 BCE",1.673017344
Europe (excl. Russia),,"2,000 BCE",1.591544132
Europe (excl. Russia),,"1,000 BCE",1.506176815
Europe (excl. Russia),,0,1.255121336
Europe (excl. Russia),,100,1.270109668
Europe (excl. Russia),,200,1.239524367
Europe (excl. Russia),,300,1.208363294
Europe (excl. Russia),,400,1.167953876
Europe (excl. Russia),,500,1.146163316
Europe (excl. Russia),,600,1.148135767
Europe (excl. Russia),,700,1.139694362
Europe (excl. Russia),,800,1.14831388
Europe (excl. Russia),,900,1.172764143
Europe (excl. Russia),,1000,1.175607953
Europe (excl. Russia),,1100,1.150002494
Europe (excl. Russia),,1200,1.138537422
Europe (excl. Russia),,1300,1.03299423
Europe (excl. Russia),,1400,1.01403355
Europe (excl. Russia),,1500,0.96803091
Europe (excl. Russia),,1600,0.881733888
Europe (excl. Russia),,1700,0.833320368
Europe (excl. Russia),,1710,0.812324683
Europe (excl. Russia),,1720,0.800417042
Europe (excl. Russia),,1730,0.789054257
Europe (excl. Russia),,1740,0.778875856
Europe (excl. Russia),,1750,0.785373676
Europe (excl. Russia),,1760,0.772553385
Europe (excl. Russia),,1770,0.760140386
Europe (excl. Russia),,1780,0.74703827
Europe (excl. Russia),,1790,0.731926444
Europe (excl. Russia),,1800,0.722316258
Europe (excl. Russia),,1810,0.707512016
Europe (excl. Russia),,1820,0.690053877
Europe (excl. Russia),,1830,0.662753478
Europe (excl. Russia),,1840,0.645435163
Europe (excl. Russia),,1850,0.640990786
Europe (excl. Russia),,1860,0.621742086
Europe (excl. Russia),,1870,0.608830309
Europe (excl. Russia),,1880,0.587221022
Europe (excl. Russia),,1890,0.568119109
Europe (excl. Russia),,1900,0.552040369
Europe (excl. Russia),,1910,0.529878792
Europe (excl. Russia),,1920,0.519620642
Europe (excl. Russia),,1930,0.501412216
Europe (excl. Russia),,1940,0.487554991
Europe (excl. Russia),,1950,0.469264147
Europe (excl. Russia),,1960,0.445630252
Europe (excl. Russia),,1970,0.399039151
Europe (excl. Russia),,1980,0.36871048
Europe (excl. Russia),,1990,0.347184025
Europe (excl. Russia),,2000,0.317393677
Europe (excl. Russia),,2001,0.311525767
Europe (excl. Russia),,2002,0.308222936
Europe (excl. Russia),,2003,0.302673718
Europe (excl. Russia),,2004,0.303002335
Europe (excl. Russia),,2005,0.299649925
Europe (excl. Russia),,2006,0.298534011
Europe (excl. Russia),,2007,0.293929157
Europe (excl. Russia),,2008,0.293743613
Europe (excl. Russia),,2009,0.291841602
Europe (excl. Russia),,2010,0.28924084
Europe (excl. Russia),,2011,0.286590582
Europe (excl. Russia),,2012,0.285860062
Europe (excl. Russia),,2013,0.282773282
Europe (excl. Russia),,2014,0.280413938
Europe (excl. Russia),,2015,0.278180204
Europe (excl. Russia),,2016,0.275761069
Greenland,GRL,1000,0
Greenland,GRL,1100,0
Greenland,GRL,1200,0
Greenland,GRL,1300,0
Greenland,GRL,1400,0
Greenland,GRL,1500,0
Greenland,GRL,1600,0
Greenland,GRL,1700,0
Greenland,GRL,1710,0
Greenland,GRL,1720,0
Greenland,GRL,1730,0
Greenland,GRL,1740,0
Greenland,GRL,1750,0
Greenland,GRL,1760,0
Greenland,GRL,1770,0
Greenland,GRL,1780,0
Greenland,GRL,1790,0
Greenland,GRL,1800,0
Greenland,GRL,1810,0
Greenland,GRL,1820,0
Greenland,GRL,1830,0
Greenland,GRL,1840,0
Greenland,GRL,1850,0
Greenland,GRL,1860,0
Greenland,GRL,1870,0
Greenland,GRL,1880,0
Greenland,GRL,1890,0
Greenland,GRL,1900,0
Greenland,GRL,1910,0
Greenland,GRL,1920,0
Greenland,GRL,1930,0
Greenland,GRL,1940,0
Greenland,GRL,1950,0
Greenland,GRL,1960,0
Greenland,GRL,1970,0
Greenland,GRL,1980,0
Greenland,GRL,1990,0
Greenland,GRL,2000,0
Greenland,GRL,2001,0
Greenland,GRL,2002,0
Greenland,GRL,2003,0
Greenland,GRL,2004,0
Greenland,GRL,2005,0
Greenland,GRL,2006,0
Greenland,GRL,2007,0
Greenland,GRL,2008,0
Greenland,GRL,2009,0
Greenland,GRL,2010,0
Greenland,GRL,2011,0
Greenland,GRL,2012,0
Greenland,GRL,2013,0
Greenland,GRL,2014,0
Greenland,GRL,2015,0
Greenland,GRL,2016,0
India,IND,"10,000 BCE",0
India,IND,"9,000 BCE",0
India,IND,"8,000 BCE",0
India,IND,"7,000 BCE",2.218844662
India,IND,"6,000 BCE",2.017151569
India,IND,"5,000 BCE",1.833792402
India,IND,"4,000 BCE",1.667118846
India,IND,"3,000 BCE",1.515592608
India,IND,"2,000 BCE",1.377805527
India,IND,"1,000 BCE",1.252555505
India,IND,0,1.138668743
India,IND,100,1.035165415
India,IND,200,0.941060708
India,IND,300,0.855516833
India,IND,400,0.777749051
India,IND,500,0.707046097
India,IND,600,0.642772373
India,IND,700,0.584336985
India,IND,800,0.531220922
India,IND,900,0.482935744
India,IND,1000,0.439032434
India,IND,1100,0.399119847
India,IND,1200,0.362836662
India,IND,1300,0.329854659
India,IND,1400,0.299866383
India,IND,1500,0.272606689
India,IND,1600,0.2478277
India,IND,1700,0.225295666
India,IND,1710,0.236986739
India,IND,1720,0.249400574
India,IND,1730,0.262583557
India,IND,1740,0.276582507
India,IND,1750,0.291451508
India,IND,1760,0.307244397
India,IND,1770,0.324013472
India,IND,1780,0.341826493
India,IND,1790,0.36074511
India,IND,1800,0.380848285
India,IND,1810,0.402200334
India,IND,1820,0.433176421
India,IND,1830,0.442061015
India,IND,1840,0.484295185
India,IND,1850,0.475859377
India,IND,1860,0.458972377
India,IND,1870,0.443757939
India,IND,1880,0.448279439
India,IND,1890,0.418419388
India,IND,1900,0.417232923
India,IND,1910,0.455997118
India,IND,1920,0.461218185
India,IND,1930,0.449943935
India,IND,1940,0.421740251
India,IND,1950,0.398922068
India,IND,1960,0.35039476
India,IND,1970,0.290792067
India,IND,1980,0.23452415
India,IND,1990,0.189216342
India,IND,2000,0.159175189
India,IND,2001,0.158539482
India,IND,2002,0.155818615
India,IND,2003,0.153713212
India,IND,2004,0.151191166
India,IND,2005,0.148734236
India,IND,2006,0.146605966
India,IND,2007,0.144271756
India,IND,2008,0.142233114
India,IND,2009,0.140472999
India,IND,2010,0.138195707
India,IND,2011,0.136489331
India,IND,2012,0.134417789
India,IND,2013,0.132726385
India,IND,2014,0.130884459
India,IND,2015,0.129188454
India,IND,2016,0.127459352
Latin America and the Caribbean (excl. Brazil),,"10,000 BCE",0
Latin America and the Caribbean (excl. Brazil),,"9,000 BCE",0
Latin America and the Caribbean (excl. Brazil),,"8,000 BCE",0
Latin America and the Caribbean (excl. Brazil),,"7,000 BCE",0
Latin America and the Caribbean (excl. Brazil),,"6,000 BCE",0.008058584
Latin America and the Caribbean (excl. Brazil),,"5,000 BCE",0.075865837
Latin America and the Caribbean (excl. Brazil),,"4,000 BCE",0.213334496
Latin America and the Caribbean (excl. Brazil),,"3,000 BCE",0.602016627
Latin America and the Caribbean (excl. Brazil),,"2,000 BCE",0.706608555
Latin America and the Caribbean (excl. Brazil),,"1,000 BCE",0.658491836
Latin America and the Caribbean (excl. Brazil),,0,0.607594409
Latin America and the Caribbean (excl. Brazil),,100,0.6078488
Latin America and the Caribbean (excl. Brazil),,200,0.607889874
Latin America and the Caribbean (excl. Brazil),,300,0.607724258
Latin America and the Caribbean (excl. Brazil),,400,0.607377539
Latin America and the Caribbean (excl. Brazil),,500,0.606785175
Latin America and the Caribbean (excl. Brazil),,600,0.605938538
Latin America and the Caribbean (excl. Brazil),,700,0.604776889
Latin America and the Caribbean (excl. Brazil),,800,0.603239229
Latin America and the Caribbean (excl. Brazil),,900,0.596432542
Latin America and the Caribbean (excl. Brazil),,1000,0.590266943
Latin America and the Caribbean (excl. Brazil),,1100,0.58220197
Latin America and the Caribbean (excl. Brazil),,1200,0.574765961
Latin America and the Caribbean (excl. Brazil),,1300,0.567378003
Latin America and the Caribbean (excl. Brazil),,1400,0.55937495
Latin America and the Caribbean (excl. Brazil),,1500,0.630348228
Latin America and the Caribbean (excl. Brazil),,1600,1.080075108
Latin America and the Caribbean (excl. Brazil),,1700,0.830521194
Latin America and the Caribbean (excl. Brazil),,1710,0.843445559
Latin America and the Caribbean (excl. Brazil),,1720,0.856362818
Latin America and the Caribbean (excl. Brazil),,1730,0.869199548
Latin America and the Caribbean (excl. Brazil),,1740,0.881887032
Latin America and the Caribbean (excl. Brazil),,1750,0.894324753
Latin America and the Caribbean (excl. Brazil),,1760,0.906387802
Latin America and the Caribbean (excl. Brazil),,1770,0.917922985
Latin America and the Caribbean (excl. Brazil),,1780,0.928394429
Latin America and the Caribbean (excl. Brazil),,1790,0.938048406
Latin America and the Caribbean (excl. Brazil),,1800,0.946675459
Latin America and the Caribbean (excl. Brazil),,1810,0.879170694
Latin America and the Caribbean (excl. Brazil),,1820,0.81952741
Latin America and the Caribbean (excl. Brazil),,1830,0.805827989
Latin America and the Caribbean (excl. Brazil),,1840,0.792540854
Latin America and the Caribbean (excl. Brazil),,1850,0.772813269
Latin America and the Caribbean (excl. Brazil),,1860,0.744620557
Latin America and the Caribbean (excl. Brazil),,1870,0.717879047
Latin America and the Caribbean (excl. Brazil),,1880,0.696679463
Latin America and the Caribbean (excl. Brazil),,1890,0.669886959
Latin America and the Caribbean (excl. Brazil),,1900,0.644309062
Latin America and the Caribbean (excl. Brazil),,1910,0.678364631
Latin America and the Caribbean (excl. Brazil),,1920,0.69747237
Latin America and the Caribbean (excl. Brazil),,1930,0.747634942
Latin America and the Caribbean (excl. Brazil),,1940,0.678864408
Latin America and the Caribbean (excl. Brazil),,1950,0.559779638
Latin America and the Caribbean (excl. Brazil),,1960,0.507780056
Latin America and the Caribbean (excl. Brazil),,1970,0.442732928
Latin America and the Caribbean (excl. Brazil),,1980,0.372338227
Latin America and the Caribbean (excl. Brazil),,1990,0.315774962
Latin America and the Caribbean (excl. Brazil),,2000,0.279058932
Latin America and the Caribbean (excl. Brazil),,2001,0.275153523
Latin America and the Caribbean (excl. Brazil),,2002,0.270205642
Latin America and the Caribbean (excl. Brazil),,2003,0.271562856
Latin America and the Caribbean (excl. Brazil),,2004,0.270450067
Latin America and the Caribbean (excl. Brazil),,2005,0.265653449
Latin America and the Caribbean (excl. Brazil),,2006,0.264514016
Latin America and the Caribbean (excl. Brazil),,2007,0.267126093
Latin America and the Caribbean (excl. Brazil),,2008,0.262720429
Latin America and the Caribbean (excl. Brazil),,2009,0.258844705
Latin America and the Caribbean (excl. Brazil),,2010,0.269905153
Latin America and the Caribbean (excl. Brazil),,2011,0.268710232
Latin America and the Caribbean (excl. Brazil),,2012,0.26993799
Latin America and the Caribbean (excl. Brazil),,2013,0.273429435
Latin America and the Caribbean (excl. Brazil),,2014,0.276801452
Latin America and the Caribbean (excl. Brazil),,2015,0.277208903
Latin America and the Caribbean (excl. Brazil),,2016,0.280204701
Middle East,,"10,000 BCE",0
Middle East,,"9,000 BCE",0
Middle East,,"8,000 BCE",0.03213914
Middle East,,"7,000 BCE",0.103268014
Middle East,,"6,000 BCE",0.364716157
Middle East,,"5,000 BCE",1.13773609
Middle East,,"4,000 BCE",3.56452913
Middle East,,"3,000 BCE",2.747619688
Middle East,,"2,000 BCE",1.58239995
Middle East,,"1,000 BCE",1.227102017
Middle East,,0,0.910332149
Middle East,,100,0.895446114
Middle East,,200,0.885077993
Middle East,,300,0.878583359
Middle East,,400,0.812528806
Middle East,,500,0.744168893
Middle East,,600,0.676070687
Middle East,,700,0.648698223
Middle East,,800,0.623893275
Middle East,,900,0.669786161
Middle East,,1000,0.619705233
Middle East,,1100,0.617742737
Middle East,,1200,0.5969457
Middle East,,1300,0.532136155
Middle East,,1400,0.526799191
Middle East,,1500,0.513983216
Middle East,,1600,0.515290929
Middle East,,1700,0.515987996
Middle East,,1710,0.517602197
Middle East,,1720,0.516305273
Middle East,,1730,0.514967906
Middle East,,1740,0.51358574
Middle East,,1750,0.512161512
Middle East,,1760,0.510682457
Middle East,,1770,0.509147046
Middle East,,1780,0.507554665
Middle East,,1790,0.50589948
Middle East,,1800,0.504172845
Middle East,,1810,0.672567986
Middle East,,1820,0.666834052
Middle East,,1830,0.663051947
Middle East,,1840,0.65851037
Middle East,,1850,0.653776711
Middle East,,1860,0.648818447
Middle East,,1870,0.644828538
Middle East,,1880,0.647879056
Middle East,,1890,0.6502382
Middle East,,1900,0.642571872
Middle East,,1910,0.635455259
Middle East,,1920,0.622087377
Middle East,,1930,0.606376996
Middle East,,1940,0.615660975
Middle East,,1950,0.610344879
Middle East,,1960,0.594186488
Middle East,,1970,0.455360978
Middle East,,1980,0.31461489
Middle East,,1990,0.25651451
Middle East,,2000,0.199318261
Middle East,,2001,0.200024703
Middle East,,2002,0.199145086
Middle East,,2003,0.193973187
Middle East,,2004,0.190399576
Middle East,,2005,0.186728258
Middle East,,2006,0.18139103
Middle East,,2007,0.179533993
Middle East,,2008,0.175253012
Middle East,,2009,0.168662231
Middle East,,2010,0.161396142
Middle East,,2011,0.158412449
Middle East,,2012,0.156083245
Middle East,,2013,0.150454309
Middle East,,2014,0.147357552
Middle East,,2015,0.144413563
Middle East,,2016,0.140834248
Oceania,,"10,000 BCE",0
Oceania,,"9,000 BCE",0
Oceania,,"8,000 BCE",0
Oceania,,"7,000 BCE",0
Oceania,,"6,000 BCE",0
Oceania,,"5,000 BCE",0
Oceania,,"4,000 BCE",0
Oceania,,"3,000 BCE",0.002664927
Oceania,,"2,000 BCE",0.004935975
Oceania,,"1,000 BCE",0.024498112
Oceania,,0,0.031182252
Oceania,,100,0.033609711
Oceania,,200,0.036240018
Oceania,,300,0.03903178
Oceania,,400,0.041953716
Oceania,,500,0.045085324
Oceania,,600,0.048346505
Oceania,,700,0.051770541
Oceania,,800,0.055356606
Oceania,,900,0.059103432
Oceania,,1000,0.063009645
Oceania,,1100,0.067082005
Oceania,,1200,0.068042841
Oceania,,1300,0.073598332
Oceania,,1400,0.08091663
Oceania,,1500,0.076526129
Oceania,,1600,0.074927021
Oceania,,1700,0.075972733
Oceania,,1710,0.080727814
Oceania,,1720,0.084269341
Oceania,,1730,0.088012666
Oceania,,1740,0.091984998
Oceania,,1750,0.096219794
Oceania,,1760,0.100753183
Oceania,,1770,0.105629125
Oceania,,1780,0.110894851
Oceania,,1790,0.127625823
Oceania,,1800,0.144895184
Oceania,,1810,0.165152245
Oceania,,1820,0.173859181
Oceania,,1830,0.184482482
Oceania,,1840,0.208421885
Oceania,,1850,0.265409489
Oceania,,1860,0.329819172
Oceania,,1870,0.429869128
Oceania,,1880,0.677766698
Oceania,,1890,0.628898002
Oceania,,1900,0.842193069
Oceania,,1910,1.093486811
Oceania,,1920,1.360013187
Oceania,,1930,1.63831856
Oceania,,1940,1.901213473
Oceania,,1950,2.187108715
Oceania,,1960,2.456028936
Oceania,,1970,2.670690939
Oceania,,1980,2.423629746
Oceania,,1990,2.289207612
Oceania,,2000,1.968728159
Oceania,,2001,2.03717039
Oceania,,2002,1.89027671
Oceania,,2003,1.831480885
Oceania,,2004,1.831298482
Oceania,,2005,1.866053994
Oceania,,2006,1.777799911
Oceania,,2007,1.628038046
Oceania,,2008,1.600647819
Oceania,,2009,1.687910385
Oceania,,2010,1.510257242
Oceania,,2011,1.658352407
Oceania,,2012,1.617419194
Oceania,,2013,1.614007197
Oceania,,2014,1.605637142
Oceania,,2015,1.642378386
Oceania,,2016,1.615531204
Rest of Asia (excl. India & China),,"10,000 BCE",0
Rest of Asia (excl. India & China),,"9,000 BCE",0
Rest of Asia (excl. India & China),,"8,000 BCE",0
Rest of Asia (excl. India & China),,"7,000 BCE",0.146801193
Rest of Asia (excl. India & China),,"6,000 BCE",0.179900783
Rest of Asia (excl. India & China),,"5,000 BCE",0.255290939
Rest of Asia (excl. India & China),,"4,000 BCE",0.402895919
Rest of Asia (excl. India & China),,"3,000 BCE",0.82366651
Rest of Asia (excl. India & China),,"2,000 BCE",0.721619957
Rest of Asia (excl. India & China),,"1,000 BCE",0.646938138
Rest of Asia (excl. India & China),,0,0.621382101
Rest of Asia (excl. India & China),,100,0.595100559
Rest of Asia (excl. India & China),,200,0.572018367
Rest of Asia (excl. India & China),,300,0.541206616
Rest of Asia (excl. India & China),,400,0.51442794
Rest of Asia (excl. India & China),,500,0.486483156
Rest of Asia (excl. India & China),,600,0.462820131
Rest of Asia (excl. India & China),,700,0.433922205
Rest of Asia (excl. India & China),,800,0.415396148
Rest of Asia (excl. India & China),,900,0.401314782
Rest of Asia (excl. India & China),,1000,0.396585693
Rest of Asia (excl. India & China),,1100,0.388069952
Rest of Asia (excl. India & China),,1200,0.377628881
Rest of Asia (excl. India & China),,1300,0.351341968
Rest of Asia (excl. India & China),,1400,0.339655805
Rest of Asia (excl. India & China),,1500,0.324589657
Rest of Asia (excl. India & China),,1600,0.309645656
Rest of Asia (excl. India & China),,1700,0.28299759
Rest of Asia (excl. India & China),,1710,0.282783478
Rest of Asia (excl. India & China),,1720,0.286474874
Rest of Asia (excl. India & China),,1730,0.290281365
Rest of Asia (excl. India & China),,1740,0.294210297
Rest of Asia (excl. India & China),,1750,0.298268786
Rest of Asia (excl. India & China),,1760,0.303356934
Rest of Asia (excl. India & China),,1770,0.308603861
Rest of Asia (excl. India & China),,1780,0.314018599
Rest of Asia (excl. India & China),,1790,0.319612689
Rest of Asia (excl. India & China),,1800,0.325402999
Rest of Asia (excl. India & China),,1810,0.326298709
Rest of Asia (excl. India & China),,1820,0.328669116
Rest of Asia (excl. India & China),,1830,0.327548864
Rest of Asia (excl. India & China),,1840,0.331812481
Rest of Asia (excl. India & China),,1850,0.32940913
Rest of Asia (excl. India & China),,1860,0.327085704
Rest of Asia (excl. India & China),,1870,0.324524867
Rest of Asia (excl. India & China),,1880,0.322145054
Rest of Asia (excl. India & China),,1890,0.319914812
