Entity,Code,Year, (%)
Brazil,BRA,2003,25.18
Brazil,BRA,2004,23.27
Brazil,BRA,2005,21.19
Brazil,BRA,2006,17.88
Brazil,BRA,2007,16.8
Brazil,BRA,2008,14.21
Brazil,BRA,2009,13.47
Brazil,BRA,2011,11.37
Brazil,BRA,2012,9.28
Brazil,BRA,2013,9.06
Brazil,BRA,2014,7.56
Bulgaria,BGR,1989,0.08
Bulgaria,BGR,1992,0
Bulgaria,BGR,1994,0.54
Bulgaria,BGR,1995,3.07
Bulgaria,BGR,1997,4.31
Bulgaria,BGR,2001,6.9
Bulgaria,BGR,2003,3.88
Bulgaria,BGR,2006,10.33
Bulgaria,BGR,2007,1.76
Bulgaria,BGR,2008,2.82
Bulgaria,BGR,2009,2.61
Bulgaria,BGR,2010,3.8
Bulgaria,BGR,2011,4.66
Bulgaria,BGR,2012,4.7
Burkina Faso,BFA,1994,92.39
Burkina Faso,BFA,1998,91
Burkina Faso,BFA,2003,79.3
Burkina Faso,BFA,2009,80.47
Burkina Faso,BFA,2014,74.65
Burundi,BDI,1992,94.39
Burundi,BDI,1998,94.98
Burundi,BDI,2006,92.17
Cambodia,KHM,1994,67.04
Cambodia,KHM,2004,53.25
Cambodia,KHM,2007,49.09
Cambodia,KHM,2008,37.71
Cambodia,KHM,2009,27.78
Cambodia,KHM,2010,25.54
Cambodia,KHM,2011,25.61
Cambodia,KHM,2012,21.58
Cameroon,CMR,1996,72.27
Cameroon,CMR,2001,50.85
Cameroon,CMR,2007,54.27
Cameroon,CMR,2014,43.54
Cape Verde,CPV,2001,35.9
Cape Verde,CPV,2007,25.1
Central African Republic,CAF,1992,91.91
Central African Republic,CAF,2003,84.17
Central African Republic,CAF,2008,82.27
Chad,TCD,2003,84.55
Chad,TCD,2011,64.82
Chile,CHL,1987,21.98
Chile,CHL,1990,20.89
Chile,CHL,1992,15.3
Chile,CHL,1994,14.3
Chile,CHL,1996,11.33
Chile,CHL,1998,10.32
Chile,CHL,2000,9.42
Chile,CHL,2003,8.08
Chile,CHL,2006,5.15
Chile,CHL,2009,4.1
Chile,CHL,2011,2.91
Chile,CHL,2013,2.05
China,CHN,1981,99.14
China,CHN,1984,95.87
China,CHN,1987,89.15
China,CHN,1990,89.2
China,CHN,1993,82.31
China,CHN,1996,71.5
China,CHN,1999,67.18
China,CHN,2002,56.4
China,CHN,2005,41.76
China,CHN,2008,32.96
China,CHN,2010,27.24
China,CHN,2011,22.24
China,CHN,2012,19.05
China,CHN,2013,11.09
Colombia,COL,1988,25.33
Colombia,COL,1989,24.4
Colombia,COL,1991,22.7
Colombia,COL,1992,19.91
Colombia,COL,1996,28.22
Colombia,COL,1999,33.12
Colombia,COL,2000,27.85
Colombia,COL,2001,37.07
Colombia,COL,2002,28.27
Colombia,COL,2003,26.59
Colombia,COL,2004,26.51
Colombia,COL,2005,22.86
Colombia,COL,2008,22.76
Colombia,COL,2009,20.4
Colombia,COL,2010,17.6
Colombia,COL,2011,15.31
Colombia,COL,2012,16.2
Colombia,COL,2013,13.79
Colombia,COL,2014,13.2
Comoros,COM,2004,32.26
Congo,COG,2005,71.76
Congo,COG,2011,59.62
Costa Rica,CRI,1981,55.5
Costa Rica,CRI,1986,24.12
Costa Rica,CRI,1989,21.23
Costa Rica,CRI,1990,18.22
Costa Rica,CRI,1991,22.66
Costa Rica,CRI,1992,18.81
Costa Rica,CRI,1993,15.78
Costa Rica,CRI,1994,13.12
Costa Rica,CRI,1995,13.67
Costa Rica,CRI,1996,16.03
Costa Rica,CRI,1997,12.95
Costa Rica,CRI,1998,10.23
Costa Rica,CRI,1999,12.63
Costa Rica,CRI,2000,13.22
Costa Rica,CRI,2001,12.34
Costa Rica,CRI,2002,11.97
Costa Rica,CRI,2003,11.68
Costa Rica,CRI,2004,11.09
Costa Rica,CRI,2005,9.01
Costa Rica,CRI,2006,9.47
Costa Rica,CRI,2007,6.07
Costa Rica,CRI,2008,5.88
Costa Rica,CRI,2009,6.6
Costa Rica,CRI,2010,3.92
Costa Rica,CRI,2011,4.07
Costa Rica,CRI,2012,4.07
Costa Rica,CRI,2013,3.95
Costa Rica,CRI,2014,3.93
Cote d'Ivoire,CIV,1985,18.28
Cote d'Ivoire,CIV,1986,16.95
Cote d'Ivoire,CIV,1987,24.3
Cote d'Ivoire,CIV,1988,32.4
Cote d'Ivoire,CIV,1992,47.4
Cote d'Ivoire,CIV,1995,48.23
Cote d'Ivoire,CIV,1998,53.95
Cote d'Ivoire,CIV,2002,54.79
Cote d'Ivoire,CIV,2008,55.14
Croatia,HRV,1988,0.08
Croatia,HRV,1998,0
Croatia,HRV,1999,0.51
Croatia,HRV,2000,0.26
Croatia,HRV,2001,0.29
Croatia,HRV,2004,0.15
Croatia,HRV,2008,0.12
Croatia,HRV,2009,0.08
Croatia,HRV,2010,0.05
Croatia,HRV,2011,2
Croatia,HRV,2012,2.24
Czech Republic,CZE,1988,0
Czech Republic,CZE,1993,0.03
Czech Republic,CZE,1996,0.26
Czech Republic,CZE,2004,0.03
Czech Republic,CZE,2005,0.06
Czech Republic,CZE,2006,0.08
Czech Republic,CZE,2007,0.2
Czech Republic,CZE,2008,0.13
Czech Republic,CZE,2009,0.08
Czech Republic,CZE,2010,0.13
Czech Republic,CZE,2011,0.11
Czech Republic,CZE,2012,0.3
Democratic Republic of Congo,COD,2004,98.35
Democratic Republic of Congo,COD,2012,90.7
Djibouti,DJI,2002,46.12
Djibouti,DJI,2012,36.98
Djibouti,DJI,2013,43.05
Dominican Republic,DOM,1986,60.88
Dominican Republic,DOM,1989,58.8
Dominican Republic,DOM,1992,16.65
Dominican Republic,DOM,1996,12.7
Dominican Republic,DOM,1997,11.78
Dominican Republic,DOM,2000,12.18
Dominican Republic,DOM,2001,11.98
Dominican Republic,DOM,2002,13.62
Dominican Republic,DOM,2003,16.86
Dominican Republic,DOM,2004,21.96
Dominican Republic,DOM,2005,15.94
Dominican Republic,DOM,2006,13.63
Dominican Republic,DOM,2007,12.94
Dominican Republic,DOM,2008,13.3
Dominican Republic,DOM,2009,11.55
Dominican Republic,DOM,2010,11.5
Dominican Republic,DOM,2011,10
Dominican Republic,DOM,2012,10.22
Dominican Republic,DOM,2013,9.12
East Asia & Pacific,,1981,93.14
East Asia & Pacific,,1984,90.16
East Asia & Pacific,,1987,85.02
East Asia & Pacific,,1990,83.66
East Asia & Pacific,,1993,77.75
East Asia & Pacific,,1996,68.1
East Asia & Pacific,,1999,64.8
East Asia & Pacific,,2002,54.81
East Asia & Pacific,,2005,42.84
East Asia & Pacific,,2008,35.22
East Asia & Pacific,,2010,28.72
East Asia & Pacific,,2011,24.66
East Asia & Pacific,,2012,22.05
East Asia & Pacific,,2013,15.98
Ecuador,ECU,1987,39.89
Ecuador,ECU,1994,33.94
Ecuador,ECU,1995,31.5
Ecuador,ECU,1998,34.85
Ecuador,ECU,1999,39.06
Ecuador,ECU,2000,47.95
Ecuador,ECU,2003,32.92
Ecuador,ECU,2004,30.54
Ecuador,ECU,2005,26.99
Ecuador,ECU,2006,21.1
Ecuador,ECU,2007,20.94
Ecuador,ECU,2008,20.47
Ecuador,ECU,2009,20.1
Ecuador,ECU,2010,16.91
Ecuador,ECU,2011,14.54
Ecuador,ECU,2012,13.97
Ecuador,ECU,2013,11.64
Ecuador,ECU,2014,10.22
El Salvador,SLV,1989,31.52
El Salvador,SLV,1991,35.24
El Salvador,SLV,1995,38.98
El Salvador,SLV,1996,40.94
El Salvador,SLV,1998,31.78
El Salvador,SLV,1999,27.82
El Salvador,SLV,2000,22.73
El Salvador,SLV,2001,24.15
El Salvador,SLV,2002,23.93
El Salvador,SLV,2003,27.25
El Salvador,SLV,2004,20.77
El Salvador,SLV,2005,20.88
El Salvador,SLV,2006,17.34
El Salvador,SLV,2007,13.94
El Salvador,SLV,2008,18.58
El Salvador,SLV,2009,17.51
El Salvador,SLV,2010,18.55
El Salvador,SLV,2011,15.04
El Salvador,SLV,2012,13.61
El Salvador,SLV,2013,11.53
El Salvador,SLV,2014,11.29
Estonia,EST,1988,0.15
Estonia,EST,1993,5.77
Estonia,EST,1995,5
Estonia,EST,1998,3.08
Estonia,EST,2000,5.34
Estonia,EST,2001,5.23
Estonia,EST,2002,4.96
Estonia,EST,2003,5.55
Estonia,EST,2004,3.21
Estonia,EST,2005,1.94
Estonia,EST,2006,1.46
Estonia,EST,2007,0.88
Estonia,EST,2008,0.92
Estonia,EST,2009,1.24
Estonia,EST,2010,1.82
Estonia,EST,2011,1.82
Estonia,EST,2012,1.61
Ethiopia,ETH,1981,91.54
Ethiopia,ETH,1995,86.38
Ethiopia,ETH,1999,87.14
Ethiopia,ETH,2004,76.22
Ethiopia,ETH,2010,71.27
Europe & Central Asia,,1987,7.07
Europe & Central Asia,,1990,10.18
Europe & Central Asia,,1993,14.3
Europe & Central Asia,,1996,18.43
Europe & Central Asia,,1999,20.04
Europe & Central Asia,,2002,14.39
Europe & Central Asia,,2005,10.79
Europe & Central Asia,,2008,7.36
Europe & Central Asia,,2010,7.35
Europe & Central Asia,,2011,7.14
Europe & Central Asia,,2012,6.91
Europe & Central Asia,,2013,6.47
Fiji,FJI,2002,21.89
Fiji,FJI,2008,18.5
Fragile and conflict affected situations,,1981,56.64
Fragile and conflict affected situations,,1984,59.41
Fragile and conflict affected situations,,1987,59.02
Fragile and conflict affected situations,,1990,59.25
Fragile and conflict affected situations,,1993,64.33
Fragile and conflict affected situations,,1996,62.92
Fragile and conflict affected situations,,1999,59.28
Fragile and conflict affected situations,,2002,59.59
Fragile and conflict affected situations,,2005,59.05
Fragile and conflict affected situations,,2008,57.55
Fragile and conflict affected situations,,2010,56.95
Fragile and conflict affected situations,,2011,57.07
Fragile and conflict affected situations,,2012,56.09
Fragile and conflict affected situations,,2013,55.24
Gabon,GAB,2005,24.43
Gambia,GMB,1998,85.86
Gambia,GMB,2003,68
Georgia,GEO,1996,17.15
Georgia,GEO,1997,36.76
Georgia,GEO,1998,35.16
Georgia,GEO,1999,42.12
Georgia,GEO,2000,45.08
Georgia,GEO,2001,47.3
Georgia,GEO,2002,39.75
Georgia,GEO,2003,40
Georgia,GEO,2004,37.17
Georgia,GEO,2005,36.54
Georgia,GEO,2006,34.09
Georgia,GEO,2007,37.17
Georgia,GEO,2008,35.11
Georgia,GEO,2009,35.76
Georgia,GEO,2010,38.61
Georgia,GEO,2011,36.84
Georgia,GEO,2012,34.56
Georgia,GEO,2013,28.58
Georgia,GEO,2014,25.27
Ghana,GHA,1987,71.56
Ghana,GHA,1988,70.76
Ghana,GHA,1991,75.52
Ghana,GHA,1998,60.52
Ghana,GHA,2005,49.04
Guatemala,GTM,1986,69.65
Guatemala,GTM,1989,55.03
Guatemala,GTM,1998,27
Guatemala,GTM,2000,22.22
Guatemala,GTM,2006,23.69
Guatemala,GTM,2011,26.47
Guatemala,GTM,2014,24.05
Guinea,GIN,1991,98.49
Guinea,GIN,1994,71.3
Guinea,GIN,2002,83.07
Guinea,GIN,2007,81.22
Guinea,GIN,2012,68.65
Guinea-Bissau,GNB,1991,61.08
Guinea-Bissau,GNB,1993,85.01
Guinea-Bissau,GNB,2002,80.93
Guinea-Bissau,GNB,2010,83.59
Guyana,GUY,1992,58.61
Guyana,GUY,1998,28.28
Haiti,HTI,2001,73.38
Haiti,HTI,2012,70.99
Honduras,HND,1986,42.74
Honduras,HND,1989,57.08
Honduras,HND,1990,63.09
Honduras,HND,1991,55.37
Honduras,HND,1992,50.9
Honduras,HND,1993,45.17
Honduras,HND,1994,44.98
Honduras,HND,1995,47.35
Honduras,HND,1996,49.82
Honduras,HND,1997,38.72
Honduras,HND,1998,40.7
Honduras,HND,1999,42.09
Honduras,HND,2001,31.93
Honduras,HND,2002,43.37
Honduras,HND,2003,42.89
Honduras,HND,2004,41.88
Honduras,HND,2005,42.58
Honduras,HND,2006,37.3
Honduras,HND,2007,31.97
Honduras,HND,2008,29.35
Honduras,HND,2009,26.82
Honduras,HND,2010,29.11
Honduras,HND,2011,32.67
Honduras,HND,2012,37.26
Honduras,HND,2013,34.55
Honduras,HND,2014,31.21
Hungary,HUN,1987,0.1
Hungary,HUN,1989,0.41
Hungary,HUN,1993,0.37
Hungary,HUN,1998,0.54
Hungary,HUN,1999,0.27
Hungary,HUN,2000,0.3
Hungary,HUN,2001,0.18
Hungary,HUN,2002,0.07
Hungary,HUN,2003,0.42
Hungary,HUN,2004,0.24
Hungary,HUN,2005,1.5
Hungary,HUN,2006,0.26
Hungary,HUN,2007,0.33
Hungary,HUN,2008,0.17
Hungary,HUN,2009,0.15
Hungary,HUN,2010,0.26
Hungary,HUN,2011,0.3
Hungary,HUN,2012,0.52
IBRD only,,1981,69.08
IBRD only,,1984,67.87
IBRD only,,1987,64.4
IBRD only,,1990,63.46
IBRD only,,1993,61.35
IBRD only,,1996,57.1
IBRD only,,1999,55.13
IBRD only,,2002,49.59
IBRD only,,2005,42.96
IBRD only,,2008,37.83
IBRD only,,2010,34.17
IBRD only,,2011,30.6
IBRD only,,2012,28.33
IBRD only,,2013,24.61
IDA & IBRD total,,1981,69.91
IDA & IBRD total,,1984,69.06
IDA & IBRD total,,1987,66.34
IDA & IBRD total,,1990,65.55
IDA & IBRD total,,1993,64.2
IDA & IBRD total,,1996,60.39
IDA & IBRD total,,1999,58.92
IDA & IBRD total,,2002,54.81
IDA & IBRD total,,2005,48.43
IDA & IBRD total,,2008,43.76
IDA & IBRD total,,2010,40.26
IDA & IBRD total,,2011,37.25
IDA & IBRD total,,2012,35.15
IDA & IBRD total,,2013,32.05
IDA blend,,1981,71.7
IDA blend,,1984,71.82
IDA blend,,1987,72.37
IDA blend,,1990,69.22
IDA blend,,1993,71.42
IDA blend,,1996,67.26
IDA blend,,1999,68.09
IDA blend,,2002,70.69
IDA blend,,2005,61.45
IDA blend,,2008,57.46
IDA blend,,2010,50.9
IDA blend,,2011,48.94
IDA blend,,2012,46.8
IDA blend,,2013,45.82
IDA only,,1981,74.67
IDA only,,1984,75.58
IDA only,,1987,75.39
IDA only,,1990,76.83
IDA only,,1993,77.45
IDA only,,1996,75.92
IDA only,,1999,75.24
IDA only,,2002,74.16
IDA only,,2005,69.94
IDA only,,2008,66.17
IDA only,,2010,64.59
IDA only,,2011,63.31
IDA only,,2012,61.61
IDA only,,2013,59.8
IDA total,,1981,73.44
IDA total,,1984,74.03
IDA total,,1987,74.15
IDA total,,1990,73.72
IDA total,,1993,75.01
IDA total,,1996,72.45
IDA total,,1999,72.4
IDA total,,2002,72.8
IDA total,,2005,66.63
IDA total,,2008,62.8
IDA total,,2010,59.32
IDA total,,2011,57.79
IDA total,,2012,55.94
IDA total,,2013,54.46
India,IND,1983,83.67
India,IND,1987,78.91
India,IND,1993,79.62
India,IND,2004,73.46
India,IND,2009,67.95
India,IND,2011,57.96
Indonesia,IDN,1984,90.58
Indonesia,IDN,1987,91.58
Indonesia,IDN,1990,85.32
Indonesia,IDN,1993,84.91
Indonesia,IDN,1996,77.55
Indonesia,IDN,1998,88.81
Indonesia,IDN,1999,77.52
Indonesia,IDN,2000,78.52
Indonesia,IDN,2001,75.99
Indonesia,IDN,2002,63.39
Indonesia,IDN,2003,61.22
Indonesia,IDN,2004,61.46
Indonesia,IDN,2005,59.5
Indonesia,IDN,2006,64.17
Indonesia,IDN,2007,56.75
Indonesia,IDN,2008,54.75
Indonesia,IDN,2009,52.74
Indonesia,IDN,2010,46.36
Indonesia,IDN,2011,43.33
Indonesia,IDN,2012,41.67
Indonesia,IDN,2013,39.4
Indonesia,IDN,2014,36.44
Iran,IRN,1986,20.44
Iran,IRN,1990,18.46
Iran,IRN,1994,14.07
Iran,IRN,1998,12.4
Iran,IRN,2005,11.18
Iran,IRN,2009,3.05
Iran,IRN,2013,0.66
Jamaica,JAM,1988,21.54
Jamaica,JAM,1990,18.96
Jamaica,JAM,1993,29.17
Jamaica,JAM,1996,12.87
Jamaica,JAM,1999,9.51
Jamaica,JAM,2002,10.45
Jamaica,JAM,2004,8.16
Kazakhstan,KAZ,1988,0.11
Kazakhstan,KAZ,1993,23.1
Kazakhstan,KAZ,1996,22.9
Kazakhstan,KAZ,2001,31.23
Kazakhstan,KAZ,2002,26.18
Kazakhstan,KAZ,2003,21.26
Kazakhstan,KAZ,2004,17.97
Kazakhstan,KAZ,2005,2.86
Kazakhstan,KAZ,2006,5.25
Kazakhstan,KAZ,2007,3.74
Kazakhstan,KAZ,2008,1.94
Kazakhstan,KAZ,2009,2.53
Kazakhstan,KAZ,2010,1.61
Kazakhstan,KAZ,2011,0.71
Kazakhstan,KAZ,2012,0.44
Kazakhstan,KAZ,2013,0.26
Kenya,KEN,1992,42.84
Kenya,KEN,1994,40.97
Kenya,KEN,1997,45.87
Kenya,KEN,2005,58.85
Kiribati,KIR,2006,34.67
Kosovo,OWID_KOS,2003,13.79
Kosovo,OWID_KOS,2005,16.22
Kosovo,OWID_KOS,2006,15.13
Kosovo,OWID_KOS,2009,11.77
Kosovo,OWID_KOS,2010,12.34
Kosovo,OWID_KOS,2011,8.58
Kosovo,OWID_KOS,2012,5.01
Kosovo,OWID_KOS,2013,3.52
Kyrgyzstan,KGZ,1988,40.74
Kyrgyzstan,KGZ,1993,63.85
Kyrgyzstan,KGZ,1998,51.51
Kyrgyzstan,KGZ,2000,75.68
Kyrgyzstan,KGZ,2001,71.54
Kyrgyzstan,KGZ,2002,69.69
Kyrgyzstan,KGZ,2003,67.6
Kyrgyzstan,KGZ,2004,44.23
Kyrgyzstan,KGZ,2005,49.76
Kyrgyzstan,KGZ,2006,37.02
Kyrgyzstan,KGZ,2007,33.58
Kyrgyzstan,KGZ,2008,22.74
Kyrgyzstan,KGZ,2009,18.68
Kyrgyzstan,KGZ,2010,21.38
Kyrgyzstan,KGZ,2011,19.25
Kyrgyzstan,KGZ,2012,19.88
Kyrgyzstan,KGZ,2013,24.01
Kyrgyzstan,KGZ,2014,17.47
Laos,LAO,1992,59.13
Laos,LAO,1997,67.87
Laos,LAO,2002,61.68
Laos,LAO,2007,54.72
Laos,LAO,2012,46.86
Latin America & Caribbean,,1981,29.78
Latin America & Caribbean,,1984,34.04
Latin America & Caribbean,,1987,28.47
Latin America & Caribbean,,1990,29.54
Latin America & Caribbean,,1993,27.58
Latin America & Caribbean,,1996,27.28
Latin America & Caribbean,,1999,26.19
Latin America & Caribbean,,2002,25.61
Latin America & Caribbean,,2005,21.37
Latin America & Caribbean,,2008,15.43
Latin America & Caribbean,,2010,13.83
Latin America & Caribbean,,2011,12.83
Latin America & Caribbean,,2012,11.93
Latin America & Caribbean,,2013,11.33
Latvia,LVA,1988,0.06
Latvia,LVA,1993,2.1
Latvia,LVA,1995,5.15
Latvia,LVA,1996,6.64
Latvia,LVA,1997,5.7
Latvia,LVA,1998,6.33
Latvia,LVA,2002,3.16
Latvia,LVA,2003,2.74
Latvia,LVA,2004,5.59
Latvia,LVA,2005,4.87
Latvia,LVA,2006,2.66
Latvia,LVA,2007,0.75
Latvia,LVA,2008,2.41
Latvia,LVA,2009,1.21
Latvia,LVA,2010,3.75
Latvia,LVA,2011,2.88
Latvia,LVA,2012,2.59
Lesotho,LSO,1986,87.28
Lesotho,LSO,1994,80.88
Lesotho,LSO,2002,78.9
Lesotho,LSO,2010,77.28
Liberia,LBR,2007,89.61
Lithuania,LTU,1988,0.25
Lithuania,LTU,1993,28.7
Lithuania,LTU,1996,4.34
Lithuania,LTU,1998,2.96
Lithuania,LTU,1999,3.73
Lithuania,LTU,2000,4.28
Lithuania,LTU,2001,4.43
Lithuania,LTU,2002,4.23
Lithuania,LTU,2003,1.6
Lithuania,LTU,2004,1.93
Lithuania,LTU,2005,4.25
Lithuania,LTU,2006,2.69
Lithuania,LTU,2007,1.81
Lithuania,LTU,2008,2.23
Lithuania,LTU,2009,4.36
Lithuania,LTU,2010,3.14
Lithuania,LTU,2011,1.69
Lithuania,LTU,2012,2.03
Low & middle income,,1981,68.99
Low & middle income,,1984,68.22
Low & middle income,,1987,65.54
Low & middle income,,1990,64.8
Low & middle income,,1993,63.59
Low & middle income,,1996,59.83
Low & middle income,,1999,58.36
Low & middle income,,2002,54.29
Low & middle income,,2005,48.03
Low & middle income,,2008,43.27
Low & middle income,,2010,39.8
Low & middle income,,2011,36.81
Low & middle income,,2012,34.74
Low & middle income,,2013,31.66
Low income,,1981,82.83
Low income,,1984,83.52
Low income,,1987,83.54
Low income,,1990,84.28
Low income,,1993,86.38
Low income,,1996,85.25
Low income,,1999,85.03
Low income,,2002,83.96
Low income,,2005,80.65
Low income,,2008,78.54
Low income,,2010,76.76
Low income,,2011,75.54
Low income,,2012,73.73
Low income,,2013,72.01
Lower middle income,,1981,76.37
Lower middle income,,1984,75.54
Lower middle income,,1987,74.23
Lower middle income,,1990,71.76
Lower middle income,,1993,73.04
Lower middle income,,1996,70.53
Lower middle income,,1999,70.06
Lower middle income,,2002,67.86
Lower middle income,,2005,63.31
Lower middle income,,2008,59.43
Lower middle income,,2010,55.01
Lower middle income,,2011,51.24
Lower middle income,,2012,48.75
Lower middle income,,2013,46.27
Macedonia,MKD,1998,7.7
Macedonia,MKD,2000,17.99
Macedonia,MKD,2002,6.21
Macedonia,MKD,2003,6.99
Macedonia,MKD,2004,6.51
Macedonia,MKD,2005,6.41
Macedonia,MKD,2006,8.34
Macedonia,MKD,2008,8.71
Madagascar,MDG,1993,87.63
Madagascar,MDG,1997,86.01
Madagascar,MDG,1999,85.19
Madagascar,MDG,2001,84.07
Madagascar,MDG,2005,89.86
Madagascar,MDG,2010,92.91
Madagascar,MDG,2012,90.47
Malawi,MWI,1997,84.15
Malawi,MWI,2004,90.07
Malawi,MWI,2010,87.64
Malaysia,MYS,1984,12.01
Malaysia,MYS,1987,11.61
Malaysia,MYS,1989,10.78
Malaysia,MYS,1992,10.92
Malaysia,MYS,1995,10.7
Malaysia,MYS,1997,6.62
Malaysia,MYS,2004,2.34
Malaysia,MYS,2007,3.05
Malaysia,MYS,2009,2.71
Maldives,MDV,2002,36.48
Maldives,MDV,2009,23.26
Mali,MLI,1994,93.04
Mali,MLI,2001,79.27
Mali,MLI,2006,76.13
Mali,MLI,2009,77.71
Mauritania,MRT,1987,64.18
Mauritania,MRT,1993,68.16
Mauritania,MRT,1995,47.53
Mauritania,MRT,2000,43.88
Mauritania,MRT,2004,40.33
Mauritania,MRT,2008,32.46
Mauritania,MRT,2014,22.07
Mauritius,MUS,2006,3.04
Mauritius,MUS,2012,2.96
Mexico,MEX,1984,20.99
Mexico,MEX,1989,18.07
Mexico,MEX,1992,24.4
Mexico,MEX,1994,22.83
Mexico,MEX,1996,31.3
Mexico,MEX,1998,29.88
Mexico,MEX,2000,24.54
Mexico,MEX,2002,22.9
Mexico,MEX,2004,13.03
Mexico,MEX,2005,18.11
Mexico,MEX,2006,11.43
Mexico,MEX,2008,12.03
Mexico,MEX,2010,11.9
Mexico,MEX,2012,10.32
Mexico,MEX,2014,10.95
Micronesia (country),FSM,2000,61.7
Micronesia (country),FSM,2005,28.51
Micronesia (country),FSM,2013,39.35
Middle East & North Africa,,1984,28.84
Middle East & North Africa,,1987,29.03
Middle East & North Africa,,1990,23.94
