Entity,Code,Year,Estimated deaths from volcanic eruptions (deaths)
Costa Rica,CRI,1988,1
Costa Rica,CRI,1989,0
Costa Rica,CRI,1990,0
Costa Rica,CRI,1991,0
Costa Rica,CRI,1992,0
Costa Rica,CRI,1993,0
Costa Rica,CRI,1994,0
Costa Rica,CRI,1995,0
Costa Rica,CRI,1996,0
Costa Rica,CRI,1997,0
Costa Rica,CRI,1998,0
Costa Rica,CRI,1999,0
Costa Rica,CRI,2000,2
Costa Rica,CRI,2001,0
Costa Rica,CRI,2002,0
Costa Rica,CRI,2004,0
Costa Rica,CRI,2005,0
Costa Rica,CRI,2006,0
Costa Rica,CRI,2007,0
Costa Rica,CRI,2008,0
Costa Rica,CRI,2010,0
Costa Rica,CRI,2011,0
Costa Rica,CRI,2013,0
Costa Rica,CRI,2014,0
Costa Rica,CRI,2015,0
Costa Rica,CRI,2016,0
Costa Rica,CRI,2017,0
Democratic Republic of Congo,COD,141 BCE,0
Democratic Republic of Congo,COD,79,0
Democratic Republic of Congo,COD,450,0
Democratic Republic of Congo,COD,764,0
Democratic Republic of Congo,COD,1169,0
Democratic Republic of Congo,COD,1300,0
Democratic Republic of Congo,COD,1362,0
Democratic Republic of Congo,COD,1410,0
Democratic Republic of Congo,COD,1485,0
Democratic Republic of Congo,COD,1510,0
Democratic Republic of Congo,COD,1536,0
Democratic Republic of Congo,COD,1538,0
Democratic Republic of Congo,COD,1568,0
Democratic Republic of Congo,COD,1570,0
Democratic Republic of Congo,COD,1580,0
Democratic Republic of Congo,COD,1586,0
Democratic Republic of Congo,COD,1595,0
Democratic Republic of Congo,COD,1598,0
Democratic Republic of Congo,COD,1600,0
Democratic Republic of Congo,COD,1629,0
Democratic Republic of Congo,COD,1630,0
Democratic Republic of Congo,COD,1631,0
Democratic Republic of Congo,COD,1638,0
Democratic Republic of Congo,COD,1640,0
Democratic Republic of Congo,COD,1650,0
Democratic Republic of Congo,COD,1660,0
Democratic Republic of Congo,COD,1663,0
Democratic Republic of Congo,COD,1664,0
Democratic Republic of Congo,COD,1669,0
Democratic Republic of Congo,COD,1672,0
Democratic Republic of Congo,COD,1677,0
Democratic Republic of Congo,COD,1682,0
Democratic Republic of Congo,COD,1684,0
Democratic Republic of Congo,COD,1711,0
Democratic Republic of Congo,COD,1716,0
Democratic Republic of Congo,COD,1717,0
Democratic Republic of Congo,COD,1718,0
Democratic Republic of Congo,COD,1721,0
Democratic Republic of Congo,COD,1727,0
Democratic Republic of Congo,COD,1737,0
Democratic Republic of Congo,COD,1741,0
Democratic Republic of Congo,COD,1754,0
Democratic Republic of Congo,COD,1755,0
Democratic Republic of Congo,COD,1757,0
Democratic Republic of Congo,COD,1760,0
Democratic Republic of Congo,COD,1766,0
Democratic Republic of Congo,COD,1772,0
Democratic Republic of Congo,COD,1775,0
Democratic Republic of Congo,COD,1778,0
Democratic Republic of Congo,COD,1779,0
Democratic Republic of Congo,COD,1780,0
Democratic Republic of Congo,COD,1781,0
Democratic Republic of Congo,COD,1783,0
Democratic Republic of Congo,COD,1784,0
Democratic Republic of Congo,COD,1785,0
Democratic Republic of Congo,COD,1786,0
Democratic Republic of Congo,COD,1790,0
Democratic Republic of Congo,COD,1792,0
Democratic Republic of Congo,COD,1794,0
Democratic Republic of Congo,COD,1800,0
Democratic Republic of Congo,COD,1801,0
Democratic Republic of Congo,COD,1805,0
Democratic Republic of Congo,COD,1812,0
Democratic Republic of Congo,COD,1814,0
Democratic Republic of Congo,COD,1815,0
Democratic Republic of Congo,COD,1816,0
Democratic Republic of Congo,COD,1822,0
Democratic Republic of Congo,COD,1832,0
Democratic Republic of Congo,COD,1833,0
Democratic Republic of Congo,COD,1838,0
Democratic Republic of Congo,COD,1840,0
Democratic Republic of Congo,COD,1843,0
Democratic Republic of Congo,COD,1845,0
Democratic Republic of Congo,COD,1846,0
Democratic Republic of Congo,COD,1848,0
Democratic Republic of Congo,COD,1853,0
Democratic Republic of Congo,COD,1854,0
Democratic Republic of Congo,COD,1856,0
Democratic Republic of Congo,COD,1860,0
Democratic Republic of Congo,COD,1861,0
Democratic Republic of Congo,COD,1864,0
Democratic Republic of Congo,COD,1866,0
Democratic Republic of Congo,COD,1867,0
Democratic Republic of Congo,COD,1868,0
Democratic Republic of Congo,COD,1869,0
Democratic Republic of Congo,COD,1871,0
Democratic Republic of Congo,COD,1872,0
Democratic Republic of Congo,COD,1873,0
Democratic Republic of Congo,COD,1874,0
Democratic Republic of Congo,COD,1875,0
Democratic Republic of Congo,COD,1877,0
Democratic Republic of Congo,COD,1878,0
Democratic Republic of Congo,COD,1883,0
Democratic Republic of Congo,COD,1885,0
Democratic Republic of Congo,COD,1886,0
Democratic Republic of Congo,COD,1887,0
Democratic Republic of Congo,COD,1888,0
Democratic Republic of Congo,COD,1892,0
Democratic Republic of Congo,COD,1893,0
Democratic Republic of Congo,COD,1894,0
Democratic Republic of Congo,COD,1895,0
Democratic Republic of Congo,COD,1896,0
Democratic Republic of Congo,COD,1897,0
Democratic Republic of Congo,COD,1899,0
Democratic Republic of Congo,COD,1900,0
Democratic Republic of Congo,COD,1902,0
Democratic Republic of Congo,COD,1903,0
Democratic Republic of Congo,COD,1904,0
Democratic Republic of Congo,COD,1905,0
Democratic Republic of Congo,COD,1906,0
Democratic Republic of Congo,COD,1907,0
Democratic Republic of Congo,COD,1909,0
Democratic Republic of Congo,COD,1910,0
Democratic Republic of Congo,COD,1911,0
Democratic Republic of Congo,COD,1912,20
Democratic Republic of Congo,COD,1913,0
Democratic Republic of Congo,COD,1914,0
Democratic Republic of Congo,COD,1917,0
Democratic Republic of Congo,COD,1919,0
Democratic Republic of Congo,COD,1920,0
Democratic Republic of Congo,COD,1921,0
Democratic Republic of Congo,COD,1923,0
Democratic Republic of Congo,COD,1924,0
Democratic Republic of Congo,COD,1926,0
Democratic Republic of Congo,COD,1927,0
Democratic Republic of Congo,COD,1928,0
Democratic Republic of Congo,COD,1929,0
Democratic Republic of Congo,COD,1930,0
Democratic Republic of Congo,COD,1931,0
Democratic Republic of Congo,COD,1932,0
Democratic Republic of Congo,COD,1933,0
Democratic Republic of Congo,COD,1934,0
Democratic Republic of Congo,COD,1936,0
Democratic Republic of Congo,COD,1937,0
Democratic Republic of Congo,COD,1938,0
Democratic Republic of Congo,COD,1939,0
Democratic Republic of Congo,COD,1940,0
Democratic Republic of Congo,COD,1941,0
Democratic Republic of Congo,COD,1943,0
Democratic Republic of Congo,COD,1944,0
Democratic Republic of Congo,COD,1946,0
Democratic Republic of Congo,COD,1947,0
Democratic Republic of Congo,COD,1949,0
Democratic Republic of Congo,COD,1950,0
Democratic Republic of Congo,COD,1951,0
Democratic Republic of Congo,COD,1952,0
Democratic Republic of Congo,COD,1953,0
Democratic Republic of Congo,COD,1954,0
Democratic Republic of Congo,COD,1955,0
Democratic Republic of Congo,COD,1957,0
Democratic Republic of Congo,COD,1958,0
Democratic Republic of Congo,COD,1961,0
Democratic Republic of Congo,COD,1962,0
Democratic Republic of Congo,COD,1963,0
Democratic Republic of Congo,COD,1964,0
Democratic Republic of Congo,COD,1965,0
Democratic Republic of Congo,COD,1966,0
Democratic Republic of Congo,COD,1967,0
Democratic Republic of Congo,COD,1968,0
Democratic Republic of Congo,COD,1969,0
Democratic Republic of Congo,COD,1970,0
Democratic Republic of Congo,COD,1971,0
Democratic Republic of Congo,COD,1972,0
Democratic Republic of Congo,COD,1973,0
Democratic Republic of Congo,COD,1974,0
Democratic Republic of Congo,COD,1975,0
Democratic Republic of Congo,COD,1976,0
Democratic Republic of Congo,COD,1977,0
Democratic Republic of Congo,COD,1978,0
Democratic Republic of Congo,COD,1979,0
Democratic Republic of Congo,COD,1980,0
Democratic Republic of Congo,COD,1981,0
Democratic Republic of Congo,COD,1982,0
Democratic Republic of Congo,COD,1983,0
Democratic Republic of Congo,COD,1984,0
Democratic Republic of Congo,COD,1985,0
Democratic Republic of Congo,COD,1986,0
Democratic Republic of Congo,COD,1987,0
Democratic Republic of Congo,COD,1988,0
Democratic Republic of Congo,COD,1989,0
Democratic Republic of Congo,COD,1990,1
Democratic Republic of Congo,COD,1991,0
Democratic Republic of Congo,COD,1992,0
Democratic Republic of Congo,COD,1993,0
Democratic Republic of Congo,COD,1994,0
Democratic Republic of Congo,COD,1995,0
Democratic Republic of Congo,COD,1996,0
Democratic Republic of Congo,COD,1997,0
Democratic Republic of Congo,COD,1998,0
Democratic Republic of Congo,COD,1999,0
Democratic Republic of Congo,COD,2000,0
Democratic Republic of Congo,COD,2001,0
Democratic Republic of Congo,COD,2002,100
Democratic Republic of Congo,COD,2004,0
Democratic Republic of Congo,COD,2005,0
Democratic Republic of Congo,COD,2006,0
Democratic Republic of Congo,COD,2007,0
Democratic Republic of Congo,COD,2008,0
Democratic Republic of Congo,COD,2010,0
Democratic Republic of Congo,COD,2011,0
Democratic Republic of Congo,COD,2013,0
Democratic Republic of Congo,COD,2014,0
Democratic Republic of Congo,COD,2015,0
Democratic Republic of Congo,COD,2016,0
Democratic Republic of Congo,COD,2017,0
Ecuador,ECU,141 BCE,0
Ecuador,ECU,79,0
Ecuador,ECU,450,0
Ecuador,ECU,764,0
Ecuador,ECU,1169,0
Ecuador,ECU,1300,0
Ecuador,ECU,1362,0
Ecuador,ECU,1410,0
Ecuador,ECU,1485,0
Ecuador,ECU,1510,0
Ecuador,ECU,1536,0
Ecuador,ECU,1538,0
Ecuador,ECU,1568,0
Ecuador,ECU,1570,0
Ecuador,ECU,1580,0
Ecuador,ECU,1586,0
Ecuador,ECU,1595,0
Ecuador,ECU,1598,0
Ecuador,ECU,1600,0
Ecuador,ECU,1629,0
Ecuador,ECU,1630,0
Ecuador,ECU,1631,0
Ecuador,ECU,1638,0
Ecuador,ECU,1640,5000
Ecuador,ECU,1650,0
Ecuador,ECU,1660,0
Ecuador,ECU,1663,0
Ecuador,ECU,1664,0
Ecuador,ECU,1669,0
Ecuador,ECU,1672,0
Ecuador,ECU,1677,0
Ecuador,ECU,1682,0
Ecuador,ECU,1684,0
Ecuador,ECU,1711,0
Ecuador,ECU,1716,0
Ecuador,ECU,1717,0
Ecuador,ECU,1718,0
Ecuador,ECU,1721,0
Ecuador,ECU,1727,0
Ecuador,ECU,1737,0
Ecuador,ECU,1741,0
Ecuador,ECU,1754,0
Ecuador,ECU,1755,0
Ecuador,ECU,1757,0
Ecuador,ECU,1760,0
Ecuador,ECU,1766,0
Ecuador,ECU,1772,0
Ecuador,ECU,1775,0
Ecuador,ECU,1778,0
Ecuador,ECU,1779,0
Ecuador,ECU,1780,0
Ecuador,ECU,1781,0
Ecuador,ECU,1783,0
Ecuador,ECU,1784,0
Ecuador,ECU,1785,0
Ecuador,ECU,1786,0
Ecuador,ECU,1790,0
Ecuador,ECU,1792,0
Ecuador,ECU,1794,0
Ecuador,ECU,1800,0
Ecuador,ECU,1801,0
Ecuador,ECU,1805,0
Ecuador,ECU,1812,0
Ecuador,ECU,1814,0
Ecuador,ECU,1815,0
Ecuador,ECU,1816,0
Ecuador,ECU,1822,0
Ecuador,ECU,1832,0
Ecuador,ECU,1833,0
Ecuador,ECU,1838,0
Ecuador,ECU,1840,0
Ecuador,ECU,1843,0
Ecuador,ECU,1845,0
Ecuador,ECU,1846,0
Ecuador,ECU,1848,0
Ecuador,ECU,1853,0
Ecuador,ECU,1854,0
Ecuador,ECU,1856,0
Ecuador,ECU,1860,0
Ecuador,ECU,1861,0
Ecuador,ECU,1864,0
Ecuador,ECU,1866,0
Ecuador,ECU,1867,0
Ecuador,ECU,1868,0
Ecuador,ECU,1869,0
Ecuador,ECU,1871,0
Ecuador,ECU,1872,0
Ecuador,ECU,1873,0
Ecuador,ECU,1874,0
Ecuador,ECU,1875,0
Ecuador,ECU,1877,340
Ecuador,ECU,1878,0
Ecuador,ECU,1883,0
Ecuador,ECU,1885,0
Ecuador,ECU,1886,2
Ecuador,ECU,1887,0
Ecuador,ECU,1888,0
Ecuador,ECU,1892,0
Ecuador,ECU,1893,0
Ecuador,ECU,1894,0
Ecuador,ECU,1895,0
Ecuador,ECU,1896,0
Ecuador,ECU,1897,0
Ecuador,ECU,1899,0
Ecuador,ECU,1900,0
Ecuador,ECU,1902,0
Ecuador,ECU,1903,0
Ecuador,ECU,1904,0
Ecuador,ECU,1905,0
Ecuador,ECU,1906,0
Ecuador,ECU,1907,0
Ecuador,ECU,1909,0
Ecuador,ECU,1910,0
Ecuador,ECU,1911,0
Ecuador,ECU,1912,0
Ecuador,ECU,1913,0
Ecuador,ECU,1914,0
Ecuador,ECU,1917,0
Ecuador,ECU,1919,0
Ecuador,ECU,1920,0
Ecuador,ECU,1921,0
Ecuador,ECU,1923,0
Ecuador,ECU,1924,0
Ecuador,ECU,1926,0
Ecuador,ECU,1927,0
Ecuador,ECU,1928,0
Ecuador,ECU,1929,0
Ecuador,ECU,1930,0
Ecuador,ECU,1931,0
Ecuador,ECU,1932,0
Ecuador,ECU,1933,0
Ecuador,ECU,1934,0
Ecuador,ECU,1936,0
Ecuador,ECU,1937,0
Ecuador,ECU,1938,0
Ecuador,ECU,1939,0
Ecuador,ECU,1940,0
Ecuador,ECU,1941,0
Ecuador,ECU,1943,1
Ecuador,ECU,1944,0
Ecuador,ECU,1946,0
Ecuador,ECU,1947,0
Ecuador,ECU,1949,0
Ecuador,ECU,1950,0
Ecuador,ECU,1951,0
Ecuador,ECU,1952,0
Ecuador,ECU,1953,0
Ecuador,ECU,1954,0
Ecuador,ECU,1955,0
Ecuador,ECU,1957,0
Ecuador,ECU,1958,0
Ecuador,ECU,1961,0
Ecuador,ECU,1962,0
Ecuador,ECU,1963,0
Ecuador,ECU,1964,0
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,2
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,2
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,3
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,7
Ecuador,ECU,2007,0
Ecuador,ECU,2008,2
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0
Ecuador,ECU,2013,0
Ecuador,ECU,2014,0
Ecuador,ECU,2015,0
Ecuador,ECU,2016,0
Ecuador,ECU,2017,0
El Salvador,SLV,141 BCE,0
El Salvador,SLV,79,0
El Salvador,SLV,450,30000
El Salvador,SLV,764,0
El Salvador,SLV,1169,0
El Salvador,SLV,1300,0
El Salvador,SLV,1362,0
El Salvador,SLV,1410,0
El Salvador,SLV,1485,0
El Salvador,SLV,1510,0
El Salvador,SLV,1536,0
El Salvador,SLV,1538,0
El Salvador,SLV,1568,0
El Salvador,SLV,1570,0
El Salvador,SLV,1580,0
El Salvador,SLV,1586,0
El Salvador,SLV,1595,0
El Salvador,SLV,1598,0
El Salvador,SLV,1600,0
El Salvador,SLV,1629,0
El Salvador,SLV,1630,0
El Salvador,SLV,1631,0
El Salvador,SLV,1638,0
El Salvador,SLV,1640,0
El Salvador,SLV,1650,0
El Salvador,SLV,1660,0
El Salvador,SLV,1663,0
El Salvador,SLV,1664,0
El Salvador,SLV,1669,0
El Salvador,SLV,1672,0
El Salvador,SLV,1677,0
El Salvador,SLV,1682,0
El Salvador,SLV,1684,0
El Salvador,SLV,1711,0
El Salvador,SLV,1716,0
El Salvador,SLV,1717,0
El Salvador,SLV,1718,0
El Salvador,SLV,1721,0
El Salvador,SLV,1727,0
El Salvador,SLV,1737,0
El Salvador,SLV,1741,0
El Salvador,SLV,1754,0
El Salvador,SLV,1755,0
El Salvador,SLV,1757,0
El Salvador,SLV,1760,0
El Salvador,SLV,1766,0
El Salvador,SLV,1772,0
El Salvador,SLV,1775,0
El Salvador,SLV,1778,0
El Salvador,SLV,1779,0
El Salvador,SLV,1780,0
El Salvador,SLV,1781,0
El Salvador,SLV,1783,0
El Salvador,SLV,1784,0
El Salvador,SLV,1785,0
El Salvador,SLV,1786,0
El Salvador,SLV,1790,0
El Salvador,SLV,1792,0
El Salvador,SLV,1794,0
El Salvador,SLV,1800,0
El Salvador,SLV,1801,0
El Salvador,SLV,1805,0
El Salvador,SLV,1812,0
El Salvador,SLV,1814,0
El Salvador,SLV,1815,0
El Salvador,SLV,1816,0
El Salvador,SLV,1822,0
El Salvador,SLV,1832,0
El Salvador,SLV,1833,0
El Salvador,SLV,1838,0
El Salvador,SLV,1840,0
El Salvador,SLV,1843,0
El Salvador,SLV,1845,0
El Salvador,SLV,1846,0
El Salvador,SLV,1848,0
El Salvador,SLV,1853,0
El Salvador,SLV,1854,0
El Salvador,SLV,1856,0
El Salvador,SLV,1860,0
El Salvador,SLV,1861,0
El Salvador,SLV,1864,0
El Salvador,SLV,1866,0
El Salvador,SLV,1867,0
El Salvador,SLV,1868,0
El Salvador,SLV,1869,0
El Salvador,SLV,1871,0
El Salvador,SLV,1872,0
El Salvador,SLV,1873,0
El Salvador,SLV,1874,0
El Salvador,SLV,1875,0
El Salvador,SLV,1877,0
El Salvador,SLV,1878,0
El Salvador,SLV,1883,0
El Salvador,SLV,1885,0
El Salvador,SLV,1886,0
El Salvador,SLV,1887,0
El Salvador,SLV,1888,0
El Salvador,SLV,1892,0
El Salvador,SLV,1893,0
El Salvador,SLV,1894,0
El Salvador,SLV,1895,0
El Salvador,SLV,1896,0
El Salvador,SLV,1897,0
El Salvador,SLV,1899,0
El Salvador,SLV,1900,0
El Salvador,SLV,1902,0
El Salvador,SLV,1903,0
El Salvador,SLV,1904,0
El Salvador,SLV,1905,0
El Salvador,SLV,1906,0
El Salvador,SLV,1907,0
El Salvador,SLV,1909,0
El Salvador,SLV,1910,0
El Salvador,SLV,1911,0
El Salvador,SLV,1912,0
El Salvador,SLV,1913,0
El Salvador,SLV,1914,0
El Salvador,SLV,1917,325
El Salvador,SLV,1919,0
El Salvador,SLV,1920,0
El Salvador,SLV,1921,0
El Salvador,SLV,1923,0
El Salvador,SLV,1924,0
El Salvador,SLV,1926,0
El Salvador,SLV,1927,0
El Salvador,SLV,1928,0
El Salvador,SLV,1929,0
El Salvador,SLV,1930,0
El Salvador,SLV,1931,0
El Salvador,SLV,1932,0
El Salvador,SLV,1933,0
El Salvador,SLV,1934,0
El Salvador,SLV,1936,0
El Salvador,SLV,1937,0
El Salvador,SLV,1938,0
El Salvador,SLV,1939,0
El Salvador,SLV,1940,0
El Salvador,SLV,1941,0
El Salvador,SLV,1943,0
El Salvador,SLV,1944,0
El Salvador,SLV,1946,0
El Salvador,SLV,1947,0
El Salvador,SLV,1949,0
El Salvador,SLV,1950,0
El Salvador,SLV,1951,0
El Salvador,SLV,1952,0
El Salvador,SLV,1953,0
El Salvador,SLV,1954,0
El Salvador,SLV,1955,0
El Salvador,SLV,1957,0
El Salvador,SLV,1958,0
El Salvador,SLV,1961,0
El Salvador,SLV,1962,0
El Salvador,SLV,1963,0
El Salvador,SLV,1964,0
El Salvador,SLV,1965,0
El Salvador,SLV,1966,0
El Salvador,SLV,1967,0
El Salvador,SLV,1968,0
El Salvador,SLV,1969,0
El Salvador,SLV,1970,0
El Salvador,SLV,1971,0
El Salvador,SLV,1972,0
El Salvador,SLV,1973,0
El Salvador,SLV,1974,0
El Salvador,SLV,1975,0
El Salvador,SLV,1976,0
El Salvador,SLV,1977,0
El Salvador,SLV,1978,0
El Salvador,SLV,1979,0
El Salvador,SLV,1980,0
El Salvador,SLV,1981,0
El Salvador,SLV,1982,0
El Salvador,SLV,1983,0
El Salvador,SLV,1984,0
El Salvador,SLV,1985,0
El Salvador,SLV,1986,0
El Salvador,SLV,1987,0
El Salvador,SLV,1988,0
El Salvador,SLV,1989,0
El Salvador,SLV,1990,0
El Salvador,SLV,1991,0
El Salvador,SLV,1992,0
El Salvador,SLV,1993,0
El Salvador,SLV,1994,0
El Salvador,SLV,1995,0
El Salvador,SLV,1996,0
El Salvador,SLV,1997,0
El Salvador,SLV,1998,0
El Salvador,SLV,1999,0
El Salvador,SLV,2000,0
El Salvador,SLV,2001,0
El Salvador,SLV,2002,0
El Salvador,SLV,2004,0
El Salvador,SLV,2005,2
El Salvador,SLV,2006,0
El Salvador,SLV,2007,0
El Salvador,SLV,2008,0
El Salvador,SLV,2010,0
El Salvador,SLV,2011,0
El Salvador,SLV,2013,0
El Salvador,SLV,2014,0
El Salvador,SLV,2015,0
El Salvador,SLV,2016,0
El Salvador,SLV,2017,0
Eritrea,ERI,141 BCE,0
Eritrea,ERI,79,0
Eritrea,ERI,450,0
Eritrea,ERI,764,0
Eritrea,ERI,1169,0
Eritrea,ERI,1300,0
Eritrea,ERI,1362,0
Eritrea,ERI,1410,0
Eritrea,ERI,1485,0
Eritrea,ERI,1510,0
Eritrea,ERI,1536,0
Eritrea,ERI,1538,0
Eritrea,ERI,1568,0
Eritrea,ERI,1570,0
Eritrea,ERI,1580,0
Eritrea,ERI,1586,0
Eritrea,ERI,1595,0
Eritrea,ERI,1598,0
Eritrea,ERI,1600,0
Eritrea,ERI,1629,0
Eritrea,ERI,1630,0
Eritrea,ERI,1631,0
Eritrea,ERI,1638,0
Eritrea,ERI,1640,0
Eritrea,ERI,1650,0
Eritrea,ERI,1660,0
Eritrea,ERI,1663,0
Eritrea,ERI,1664,0
Eritrea,ERI,1669,0
Eritrea,ERI,1672,0
Eritrea,ERI,1677,0
Eritrea,ERI,1682,0
Eritrea,ERI,1684,0
Eritrea,ERI,1711,0
Eritrea,ERI,1716,0
Eritrea,ERI,1717,0
Eritrea,ERI,1718,0
Eritrea,ERI,1721,0
Eritrea,ERI,1727,0
Eritrea,ERI,1737,0
Eritrea,ERI,1741,0
Eritrea,ERI,1754,0
Eritrea,ERI,1755,0
Eritrea,ERI,1757,0
Eritrea,ERI,1760,0
Eritrea,ERI,1766,0
Eritrea,ERI,1772,0
Eritrea,ERI,1775,0
Eritrea,ERI,1778,0
Eritrea,ERI,1779,0
Eritrea,ERI,1780,0
Eritrea,ERI,1781,0
Eritrea,ERI,1783,0
Eritrea,ERI,1784,0
Eritrea,ERI,1785,0
Eritrea,ERI,1786,0
Eritrea,ERI,1790,0
Eritrea,ERI,1792,0
Eritrea,ERI,1794,0
Eritrea,ERI,1800,0
Eritrea,ERI,1801,0
Eritrea,ERI,1805,0
Eritrea,ERI,1812,0
Eritrea,ERI,1814,0
Eritrea,ERI,1815,0
Eritrea,ERI,1816,0
Eritrea,ERI,1822,0
Eritrea,ERI,1832,0
Eritrea,ERI,1833,0
Eritrea,ERI,1838,0
Eritrea,ERI,1840,0
Eritrea,ERI,1843,0
Eritrea,ERI,1845,0
Eritrea,ERI,1846,0
Eritrea,ERI,1848,0
Eritrea,ERI,1853,0
Eritrea,ERI,1854,0
Eritrea,ERI,1856,0
Eritrea,ERI,1860,0
Eritrea,ERI,1861,106
Eritrea,ERI,1864,0
Eritrea,ERI,1866,0
Eritrea,ERI,1867,0
Eritrea,ERI,1868,0
Eritrea,ERI,1869,0
Eritrea,ERI,1871,0
Eritrea,ERI,1872,0
Eritrea,ERI,1873,0
Eritrea,ERI,1874,0
Eritrea,ERI,1875,0
Eritrea,ERI,1877,0
Eritrea,ERI,1878,0
Eritrea,ERI,1883,0
Eritrea,ERI,1885,0
Eritrea,ERI,1886,0
Eritrea,ERI,1887,0
Eritrea,ERI,1888,0
Eritrea,ERI,1892,0
Eritrea,ERI,1893,0
Eritrea,ERI,1894,0
Eritrea,ERI,1895,0
Eritrea,ERI,1896,0
Eritrea,ERI,1897,0
Eritrea,ERI,1899,0
Eritrea,ERI,1900,0
Eritrea,ERI,1902,0
Eritrea,ERI,1903,0
Eritrea,ERI,1904,0
Eritrea,ERI,1905,0
Eritrea,ERI,1906,0
Eritrea,ERI,1907,0
Eritrea,ERI,1909,0
Eritrea,ERI,1910,0
Eritrea,ERI,1911,0
Eritrea,ERI,1912,0
Eritrea,ERI,1913,0
Eritrea,ERI,1914,0
Eritrea,ERI,1917,0
Eritrea,ERI,1919,0
Eritrea,ERI,1920,0
Eritrea,ERI,1921,0
Eritrea,ERI,1923,0
Eritrea,ERI,1924,0
Eritrea,ERI,1926,0
Eritrea,ERI,1927,0
Eritrea,ERI,1928,0
Eritrea,ERI,1929,0
Eritrea,ERI,1930,0
Eritrea,ERI,1931,0
Eritrea,ERI,1932,0
Eritrea,ERI,1933,0
Eritrea,ERI,1934,0
Eritrea,ERI,1936,0
Eritrea,ERI,1937,0
Eritrea,ERI,1938,0
Eritrea,ERI,1939,0
Eritrea,ERI,1940,0
Eritrea,ERI,1941,0
Eritrea,ERI,1943,0
Eritrea,ERI,1944,0
Eritrea,ERI,1946,0
Eritrea,ERI,1947,0
Eritrea,ERI,1949,0
Eritrea,ERI,1950,0
Eritrea,ERI,1951,0
Eritrea,ERI,1952,0
Eritrea,ERI,1953,0
Eritrea,ERI,1954,0
Eritrea,ERI,1955,0
Eritrea,ERI,1957,0
Eritrea,ERI,1958,0
Eritrea,ERI,1961,0
Eritrea,ERI,1962,0
Eritrea,ERI,1963,0
Eritrea,ERI,1964,0
Eritrea,ERI,1965,0
Eritrea,ERI,1966,0
Eritrea,ERI,1967,0
Eritrea,ERI,1968,0
Eritrea,ERI,1969,0
Eritrea,ERI,1970,0
Eritrea,ERI,1971,0
Eritrea,ERI,1972,0
Eritrea,ERI,1973,0
Eritrea,ERI,1974,0
Eritrea,ERI,1975,0
Eritrea,ERI,1976,0
Eritrea,ERI,1977,0
Eritrea,ERI,1978,0
Eritrea,ERI,1979,0
Eritrea,ERI,1980,0
Eritrea,ERI,1981,0
Eritrea,ERI,1982,0
Eritrea,ERI,1983,0
Eritrea,ERI,1984,0
Eritrea,ERI,1985,0
Eritrea,ERI,1986,0
Eritrea,ERI,1987,0
Eritrea,ERI,1988,0
Eritrea,ERI,1989,0
Eritrea,ERI,1990,0
Eritrea,ERI,1991,0
Eritrea,ERI,1992,0
Eritrea,ERI,1993,0
Eritrea,ERI,1994,0
Eritrea,ERI,1995,0
Eritrea,ERI,1996,0
Eritrea,ERI,1997,0
Eritrea,ERI,1998,0
Eritrea,ERI,1999,0
Eritrea,ERI,2000,0
Eritrea,ERI,2001,0
Eritrea,ERI,2002,0
Eritrea,ERI,2004,0
Eritrea,ERI,2005,0
Eritrea,ERI,2006,0
Eritrea,ERI,2007,0
Eritrea,ERI,2008,0
Eritrea,ERI,2010,0
Eritrea,ERI,2011,31
Eritrea,ERI,2013,0
Eritrea,ERI,2014,0
Eritrea,ERI,2015,0
Eritrea,ERI,2016,0
Eritrea,ERI,2017,0
Ethiopia,ETH,141 BCE,0
Ethiopia,ETH,79,0
Ethiopia,ETH,450,0
Ethiopia,ETH,764,0
Ethiopia,ETH,1169,0
Ethiopia,ETH,1300,0
Ethiopia,ETH,1362,0
Ethiopia,ETH,1410,0
Ethiopia,ETH,1485,0
Ethiopia,ETH,1510,0
Ethiopia,ETH,1536,0
Ethiopia,ETH,1538,0
Ethiopia,ETH,1568,0
