Entity,Code,Year,Solar (%)
Austria,AUT,1995,0.0007422985738103914
Austria,AUT,1996,0.0007390680119323449
Austria,AUT,1997,0.001449317261978101
Austria,AUT,1998,0.0014273835607696904
Austria,AUT,1999,0.0013984700383026004
Austria,AUT,2000,0.0020919938047731057
Austria,AUT,2001,0.003351406374721537
Austria,AUT,2002,0.006006999102756136
Austria,AUT,2003,0.009848158851683239
Austria,AUT,2004,0.011613530660734355
Austria,AUT,2005,0.013308510404467507
Austria,AUT,2006,0.014298541466212705
Austria,AUT,2007,0.015819927407228037
Austria,AUT,2008,0.019230750645744706
Austria,AUT,2009,0.03222936251580046
Austria,AUT,2010,0.056516524570130705
Austria,AUT,2011,0.11838299675109912
Austria,AUT,2012,0.21841401740581487
Austria,AUT,2013,0.4087709958026773
Austria,AUT,2014,0.5328883879774756
Austria,AUT,2015,0.6343798294718458
Austria,AUT,2016,0.7175312430960886
Austria,AUT,2017,0.8083095020032292
Austria,AUT,2018,1.020713493257499
Azerbaijan,AZE,1985,0
Azerbaijan,AZE,1986,0
Azerbaijan,AZE,1987,0
Azerbaijan,AZE,1988,0
Azerbaijan,AZE,1989,0
Azerbaijan,AZE,1990,0
Azerbaijan,AZE,1991,0
Azerbaijan,AZE,1992,0
Azerbaijan,AZE,1993,0
Azerbaijan,AZE,1994,0
Azerbaijan,AZE,1995,0
Azerbaijan,AZE,1996,0
Azerbaijan,AZE,1997,0
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0
Azerbaijan,AZE,2002,0
Azerbaijan,AZE,2003,0
Azerbaijan,AZE,2004,0
Azerbaijan,AZE,2005,0
Azerbaijan,AZE,2006,0
Azerbaijan,AZE,2007,0
Azerbaijan,AZE,2008,0
Azerbaijan,AZE,2009,0
Azerbaijan,AZE,2010,0
Azerbaijan,AZE,2011,0
Azerbaijan,AZE,2012,0
Azerbaijan,AZE,2013,0.0013717829103786694
Azerbaijan,AZE,2014,0.004875693702451081
Azerbaijan,AZE,2015,0.0070718252323140095
Azerbaijan,AZE,2016,0.05477467095631133
Azerbaijan,AZE,2017,0.058838617318020835
Azerbaijan,AZE,2018,0.061705190194783606
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,0
Bangladesh,BGD,1973,0
Bangladesh,BGD,1974,0
Bangladesh,BGD,1975,0
Bangladesh,BGD,1976,0
Bangladesh,BGD,1977,0
Bangladesh,BGD,1978,0
Bangladesh,BGD,1979,0
Bangladesh,BGD,1980,0
Bangladesh,BGD,1981,0
Bangladesh,BGD,1982,0
Bangladesh,BGD,1983,0
Bangladesh,BGD,1984,0
Bangladesh,BGD,1985,0
Bangladesh,BGD,1986,0
Bangladesh,BGD,1987,0
Bangladesh,BGD,1988,0
Bangladesh,BGD,1989,0
Bangladesh,BGD,1990,0
Bangladesh,BGD,1991,0
Bangladesh,BGD,1992,0
Bangladesh,BGD,1993,0
Bangladesh,BGD,1994,0
Bangladesh,BGD,1995,0
Bangladesh,BGD,1996,0
Bangladesh,BGD,1997,0
Bangladesh,BGD,1998,0
Bangladesh,BGD,1999,0
Bangladesh,BGD,2000,0
Bangladesh,BGD,2001,0
Bangladesh,BGD,2002,0.00016397015688004378
Bangladesh,BGD,2003,0.0013938702214819933
Bangladesh,BGD,2004,0.002844520047244031
Bangladesh,BGD,2005,0.004789084101078914
Bangladesh,BGD,2006,0.007168792249538218
Bangladesh,BGD,2007,0.01143543415931434
Bangladesh,BGD,2008,0.01826131676959782
Bangladesh,BGD,2009,0.027523951758959046
Bangladesh,BGD,2010,0.04641677541744298
Bangladesh,BGD,2011,0.05740601580150014
Bangladesh,BGD,2012,0.0821461283719092
Bangladesh,BGD,2013,0.11484108475603584
Bangladesh,BGD,2014,0.14026556892483624
Bangladesh,BGD,2015,0.14795922630114888
Bangladesh,BGD,2016,0.1597923904661023
Bangladesh,BGD,2017,0.18186116595853533
Bangladesh,BGD,2018,0.18914262938278936
Belarus,BLR,1985,0
Belarus,BLR,1986,0
Belarus,BLR,1987,0
Belarus,BLR,1988,0
Belarus,BLR,1989,0
Belarus,BLR,1990,0
Belarus,BLR,1991,0
Belarus,BLR,1992,0
Belarus,BLR,1993,0
Belarus,BLR,1994,0
Belarus,BLR,1995,0
Belarus,BLR,1996,0
Belarus,BLR,1997,0
Belarus,BLR,1998,0
Belarus,BLR,1999,0
Belarus,BLR,2000,0
Belarus,BLR,2001,0
Belarus,BLR,2002,0
Belarus,BLR,2003,0
Belarus,BLR,2004,0
Belarus,BLR,2005,0
Belarus,BLR,2006,0
Belarus,BLR,2007,0
Belarus,BLR,2008,0
Belarus,BLR,2009,0
Belarus,BLR,2010,0
Belarus,BLR,2011,0
Belarus,BLR,2012,0
Belarus,BLR,2013,0.00036698853073372477
Belarus,BLR,2014,0.001775149161463351
Belarus,BLR,2015,0.008793755337770381
Belarus,BLR,2016,0.02553724793724454
Belarus,BLR,2017,0.0861170926597412
Belarus,BLR,2018,0.12392775297097175
Belgium,BEL,1965,0
Belgium,BEL,1966,0
Belgium,BEL,1967,0
Belgium,BEL,1968,0
Belgium,BEL,1969,0
Belgium,BEL,1970,0
Belgium,BEL,1971,0
Belgium,BEL,1972,0
Belgium,BEL,1973,0
Belgium,BEL,1974,0
Belgium,BEL,1975,0
Belgium,BEL,1976,0
Belgium,BEL,1977,0
Belgium,BEL,1978,0
Belgium,BEL,1979,0
Belgium,BEL,1980,0
Belgium,BEL,1981,0
Belgium,BEL,1982,0
Belgium,BEL,1983,0
Belgium,BEL,1984,0
Belgium,BEL,1985,0
Belgium,BEL,1986,0
Belgium,BEL,1987,0
Belgium,BEL,1988,0
Belgium,BEL,1989,0
Belgium,BEL,1990,0
Belgium,BEL,1991,0
Belgium,BEL,1992,0
Belgium,BEL,1993,0
Belgium,BEL,1994,0
Belgium,BEL,1995,0
Belgium,BEL,1996,0
Belgium,BEL,1997,0
Belgium,BEL,1998,0
Belgium,BEL,1999,0
Belgium,BEL,2000,0
Belgium,BEL,2001,0
Belgium,BEL,2002,0
Belgium,BEL,2003,0
Belgium,BEL,2004,0.0003417574200078301
Belgium,BEL,2005,0.000344067837169285
Belgium,BEL,2006,0.0006851108768803827
Belgium,BEL,2007,0.002038444862914335
Belgium,BEL,2008,0.014034284557796822
Belgium,BEL,2009,0.05925432547319058
Belgium,BEL,2010,0.1876447686113187
Belgium,BEL,2011,0.4197808787811624
Belgium,BEL,2012,0.8006685597263239
Belgium,BEL,2013,0.9613282915982888
Belgium,BEL,2014,1.1215499440493482
Belgium,BEL,2015,1.1685978392239833
Belgium,BEL,2016,1.0954699896605828
Belgium,BEL,2017,1.1603853489424905
Belgium,BEL,2018,1.4451090140581844
Brazil,BRA,1965,0
Brazil,BRA,1966,0
Brazil,BRA,1967,0
Brazil,BRA,1968,0
Brazil,BRA,1969,0
Brazil,BRA,1970,0
Brazil,BRA,1971,0
Brazil,BRA,1972,0
Brazil,BRA,1973,0
Brazil,BRA,1974,0
Brazil,BRA,1975,0
Brazil,BRA,1976,0
Brazil,BRA,1977,0
Brazil,BRA,1978,0
Brazil,BRA,1979,0
Brazil,BRA,1980,0
Brazil,BRA,1981,0
Brazil,BRA,1982,0
Brazil,BRA,1983,0
Brazil,BRA,1984,0
Brazil,BRA,1985,0
Brazil,BRA,1986,0
Brazil,BRA,1987,0
Brazil,BRA,1988,0
Brazil,BRA,1989,0
Brazil,BRA,1990,0
Brazil,BRA,1991,0
Brazil,BRA,1992,0
Brazil,BRA,1993,0
Brazil,BRA,1994,0
Brazil,BRA,1995,0
Brazil,BRA,1996,0
Brazil,BRA,1997,0
Brazil,BRA,1998,0
Brazil,BRA,1999,0
Brazil,BRA,2000,0
Brazil,BRA,2001,0
Brazil,BRA,2002,0
Brazil,BRA,2003,0
Brazil,BRA,2004,0
Brazil,BRA,2005,0
Brazil,BRA,2006,0
Brazil,BRA,2007,0
Brazil,BRA,2008,0
Brazil,BRA,2009,0
Brazil,BRA,2010,0
Brazil,BRA,2011,0
Brazil,BRA,2012,0.00007882219321255083
Brazil,BRA,2013,0.00037095018528644893
Brazil,BRA,2014,0.0012154571318851132
Brazil,BRA,2015,0.0045046652650505385
Brazil,BRA,2016,0.006665420132395126
Brazil,BRA,2017,0.06404417460078221
Brazil,BRA,2018,0.23852627309947314
Bulgaria,BGR,1965,0
Bulgaria,BGR,1966,0
Bulgaria,BGR,1967,0
Bulgaria,BGR,1968,0
Bulgaria,BGR,1969,0
Bulgaria,BGR,1970,0
Bulgaria,BGR,1971,0
Bulgaria,BGR,1972,0
Bulgaria,BGR,1973,0
Bulgaria,BGR,1974,0
Bulgaria,BGR,1975,0
Bulgaria,BGR,1976,0
Bulgaria,BGR,1977,0
Bulgaria,BGR,1978,0
Bulgaria,BGR,1979,0
Bulgaria,BGR,1980,0
Bulgaria,BGR,1981,0
Bulgaria,BGR,1982,0
Bulgaria,BGR,1983,0
Bulgaria,BGR,1984,0
Bulgaria,BGR,1985,0
Bulgaria,BGR,1986,0
Bulgaria,BGR,1987,0
Bulgaria,BGR,1988,0
Bulgaria,BGR,1989,0
Bulgaria,BGR,1990,0
Bulgaria,BGR,1991,0
Bulgaria,BGR,1992,0
Bulgaria,BGR,1993,0
Bulgaria,BGR,1994,0
Bulgaria,BGR,1995,0
Bulgaria,BGR,1996,0
Bulgaria,BGR,1997,0
Bulgaria,BGR,1998,0
Bulgaria,BGR,1999,0
Bulgaria,BGR,2000,0
Bulgaria,BGR,2001,0
Bulgaria,BGR,2002,0
Bulgaria,BGR,2003,0
Bulgaria,BGR,2004,0
Bulgaria,BGR,2005,0
Bulgaria,BGR,2006,0
Bulgaria,BGR,2007,0
Bulgaria,BGR,2008,0
Bulgaria,BGR,2009,0.00390726841718086
Bulgaria,BGR,2010,0.01875540577977974
Bulgaria,BGR,2011,0.11857077250140184
Bulgaria,BGR,2012,1.0036867777433485
Bulgaria,BGR,2013,1.8110133403665525
Bulgaria,BGR,2014,1.5624131342953247
Bulgaria,BGR,2015,1.6194263410246716
Bulgaria,BGR,2016,1.7115020706200725
Bulgaria,BGR,2017,1.6938733919261997
Bulgaria,BGR,2018,1.344352607172512
Canada,CAN,1965,0
Canada,CAN,1966,0
Canada,CAN,1967,0
Canada,CAN,1968,0
Canada,CAN,1969,0
Canada,CAN,1970,0
Canada,CAN,1971,0
Canada,CAN,1972,0
Canada,CAN,1973,0
Canada,CAN,1974,0
Canada,CAN,1975,0
Canada,CAN,1976,0
Canada,CAN,1977,0
Canada,CAN,1978,0
Canada,CAN,1979,0
Canada,CAN,1980,0
Canada,CAN,1981,0
Canada,CAN,1982,0
Canada,CAN,1983,0
Canada,CAN,1984,0
Canada,CAN,1985,0
Canada,CAN,1986,0
Canada,CAN,1987,0
Canada,CAN,1988,0
Canada,CAN,1989,0
Canada,CAN,1990,0
Canada,CAN,1991,0
Canada,CAN,1992,0.00018181323500828195
Canada,CAN,1993,0.0001779503121759056
Canada,CAN,1994,0.0001716263137129105
Canada,CAN,1995,0.00031437366832250775
Canada,CAN,1996,0.00046939415763148847
Canada,CAN,1997,0.0005485271695031232
Canada,CAN,1998,0.0008082307558213601
Canada,CAN,1999,0.001028185214971018
Canada,CAN,2000,0.0012368522115593114
Canada,CAN,2001,0.0015074515586292988
Canada,CAN,2002,0.0016948755382196644
Canada,CAN,2003,0.0016869589644272105
Canada,CAN,2004,0.0010415913408440415
Canada,CAN,2005,0.001333022953459569
Canada,CAN,2006,0.00165366221360635
Canada,CAN,2007,0.0020338092423739075
Canada,CAN,2008,0.0024926549942239137
Canada,CAN,2009,0.008111854920926968
Canada,CAN,2010,0.018437735145023074
Canada,CAN,2011,0.03952853574407068
Canada,CAN,2012,0.061389895546540146
Canada,CAN,2013,0.1006294123375488
Canada,CAN,2014,0.14032721424750194
Canada,CAN,2015,0.1932103629616522
Canada,CAN,2016,0.20279809725275924
Canada,CAN,2017,0.21674413475683968
Canada,CAN,2018,0.2329767289717205
Chile,CHL,1965,0
Chile,CHL,1966,0
Chile,CHL,1967,0
Chile,CHL,1968,0
Chile,CHL,1969,0
Chile,CHL,1970,0
Chile,CHL,1971,0
Chile,CHL,1972,0
Chile,CHL,1973,0
Chile,CHL,1974,0
Chile,CHL,1975,0
Chile,CHL,1976,0
Chile,CHL,1977,0
Chile,CHL,1978,0
Chile,CHL,1979,0
Chile,CHL,1980,0
Chile,CHL,1981,0
Chile,CHL,1982,0
Chile,CHL,1983,0
Chile,CHL,1984,0
Chile,CHL,1985,0
Chile,CHL,1986,0
Chile,CHL,1987,0
Chile,CHL,1988,0
Chile,CHL,1989,0
Chile,CHL,1990,0
Chile,CHL,1991,0
Chile,CHL,1992,0
Chile,CHL,1993,0
Chile,CHL,1994,0
Chile,CHL,1995,0
Chile,CHL,1996,0
Chile,CHL,1997,0
Chile,CHL,1998,0
Chile,CHL,1999,0
Chile,CHL,2000,0
Chile,CHL,2001,0
Chile,CHL,2002,0
Chile,CHL,2003,0
Chile,CHL,2004,0
Chile,CHL,2005,0
Chile,CHL,2006,0
Chile,CHL,2007,0
Chile,CHL,2008,0
Chile,CHL,2009,0
Chile,CHL,2010,0
Chile,CHL,2011,0
Chile,CHL,2012,0.0002180367763701066
Chile,CHL,2013,0.004282047448383219
Chile,CHL,2014,0.3158177169550018
Chile,CHL,2015,0.7945282657551878
Chile,CHL,2016,1.5852086862260912
Chile,CHL,2017,2.3012040821818314
Chile,CHL,2018,2.888575142538632
China,CHN,1965,0
China,CHN,1966,0
China,CHN,1967,0
China,CHN,1968,0
China,CHN,1969,0
China,CHN,1970,0
China,CHN,1971,0
China,CHN,1972,0
China,CHN,1973,0
China,CHN,1974,0
China,CHN,1975,0
China,CHN,1976,0
China,CHN,1977,0
China,CHN,1978,0
China,CHN,1979,0
China,CHN,1980,0
China,CHN,1981,0
China,CHN,1982,0
China,CHN,1983,0
China,CHN,1984,0
China,CHN,1985,0
China,CHN,1986,0
China,CHN,1987,0
China,CHN,1988,0
China,CHN,1989,0
China,CHN,1990,0.0000661700621366039
China,CHN,1991,0.00006297494494912746
China,CHN,1992,0.0000897018659032697
China,CHN,1993,0.0001110993042851706
China,CHN,1994,0.00013086648759034732
China,CHN,1995,0.00017779754874371726
China,CHN,1996,0.00021724007528363946
China,CHN,1997,0.0002640082427209126
China,CHN,1998,0.0003355609433003944
China,CHN,1999,0.0003936225625802454
China,CHN,2000,0.0004924222779515387
China,CHN,2001,0.0006569468292931027
China,CHN,2002,0.0009333887249928492
China,CHN,2003,0.0010682167107259957
China,CHN,2004,0.0010840821352492696
China,CHN,2005,0.001054293422863508
China,CHN,2006,0.0010872487298196503
China,CHN,2007,0.0011999828697198513
China,CHN,2008,0.0015420358076422376
China,CHN,2009,0.002709304614738687
China,CHN,2010,0.0063660461341332455
China,CHN,2011,0.021950377188693505
China,CHN,2012,0.02905329456459903
China,CHN,2013,0.0651691222114385
China,CHN,2014,0.1788493591332152
China,CHN,2015,0.3275002839661186
China,CHN,2016,0.4580740910162453
China,CHN,2017,0.8491537503640303
China,CHN,2018,1.2269513539933985
Colombia,COL,1965,0
Colombia,COL,1966,0
Colombia,COL,1967,0
Colombia,COL,1968,0
Colombia,COL,1969,0
Colombia,COL,1970,0
Colombia,COL,1971,0
Colombia,COL,1972,0
Colombia,COL,1973,0
Colombia,COL,1974,0
Colombia,COL,1975,0
Colombia,COL,1976,0
Colombia,COL,1977,0
Colombia,COL,1978,0
Colombia,COL,1979,0
Colombia,COL,1980,0
Colombia,COL,1981,0
Colombia,COL,1982,0
Colombia,COL,1983,0
Colombia,COL,1984,0
Colombia,COL,1985,0
Colombia,COL,1986,0
Colombia,COL,1987,0
Colombia,COL,1988,0
Colombia,COL,1989,0
Colombia,COL,1990,0
Colombia,COL,1991,0
Colombia,COL,1992,0
Colombia,COL,1993,0
Colombia,COL,1994,0
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Colombia,COL,1998,0
Colombia,COL,1999,0
Colombia,COL,2000,0.0015917793973029772
Colombia,COL,2001,0.0023497634864285445
Colombia,COL,2002,0.004106423198260595
Colombia,COL,2003,0.005452829817073879
Colombia,COL,2004,0.0066410392821856365
Colombia,COL,2005,0.007928527683984887
Colombia,COL,2006,0
Colombia,COL,2007,0
Colombia,COL,2008,0
Colombia,COL,2009,0
Colombia,COL,2010,0
Colombia,COL,2011,0
Colombia,COL,2012,0
Colombia,COL,2013,0
Colombia,COL,2014,0
Colombia,COL,2015,0
Colombia,COL,2016,0
Colombia,COL,2017,0
Colombia,COL,2018,0.005783505599479932
Croatia,HRV,1990,0
Croatia,HRV,1991,0
Croatia,HRV,1992,0
Croatia,HRV,1993,0
Croatia,HRV,1994,0
Croatia,HRV,1995,0
Croatia,HRV,1996,0
Croatia,HRV,1997,0
Croatia,HRV,1998,0
Croatia,HRV,1999,0
Croatia,HRV,2000,0
Croatia,HRV,2001,0
Croatia,HRV,2002,0
Croatia,HRV,2003,0
Croatia,HRV,2004,0
Croatia,HRV,2005,0
Croatia,HRV,2006,0
Croatia,HRV,2007,0
Croatia,HRV,2008,0
Croatia,HRV,2009,0.000041188806328487255
Croatia,HRV,2010,0.00004057597002899509
Croatia,HRV,2011,0.000046267833848796986
Croatia,HRV,2012,0.006051502415905319
Croatia,HRV,2013,0.031238224399024492
Croatia,HRV,2014,0.0967877047698549
Croatia,HRV,2015,0.16587746161966213
Croatia,HRV,2016,0.18451522343029111
Croatia,HRV,2017,0.21963997976674116
Croatia,HRV,2018,0.19276981813529753
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0.0033704018997870273
Cyprus,CYP,2005,0.004256552892086368
Cyprus,CYP,2006,0.007662678048658654
Cyprus,CYP,2007,0.013034861271515685
Cyprus,CYP,2008,0.022005420066007683
Cyprus,CYP,2009,0.030059847053186668
Cyprus,CYP,2010,0.054085227716445264
Cyprus,CYP,2011,0.0937617947636154
Cyprus,CYP,2012,0.18347773774078358
Cyprus,CYP,2013,0.43820962482406106
Cyprus,CYP,2014,0.7788893172512715
Cyprus,CYP,2015,1.144055400458532
Cyprus,CYP,2016,1.2118479856518805
Cyprus,CYP,2017,1.3905093123446537
Cyprus,CYP,2018,1.5591091033896232
Czech Republic,CZE,1965,0
Czech Republic,CZE,1966,0
Czech Republic,CZE,1967,0
Czech Republic,CZE,1968,0
Czech Republic,CZE,1969,0
Czech Republic,CZE,1970,0
Czech Republic,CZE,1971,0
Czech Republic,CZE,1972,0
Czech Republic,CZE,1973,0
Czech Republic,CZE,1974,0
Czech Republic,CZE,1975,0
Czech Republic,CZE,1976,0
Czech Republic,CZE,1977,0
Czech Republic,CZE,1978,0
Czech Republic,CZE,1979,0
Czech Republic,CZE,1980,0
Czech Republic,CZE,1981,0
Czech Republic,CZE,1982,0
Czech Republic,CZE,1983,0
Czech Republic,CZE,1984,0
Czech Republic,CZE,1985,0
Czech Republic,CZE,1986,0
Czech Republic,CZE,1987,0
Czech Republic,CZE,1988,0
Czech Republic,CZE,1989,0
Czech Republic,CZE,1990,0
Czech Republic,CZE,1991,0
Czech Republic,CZE,1992,0
Czech Republic,CZE,1993,0
Czech Republic,CZE,1994,0
Czech Republic,CZE,1995,0
