Entity,Code,Year,"Political participation (How Was Life, OECD (2014)) (%)"
South and South-East Asia,,1948,4.23
South and South-East Asia,,1949,4.3800001
South and South-East Asia,,1950,4.3800001
South and South-East Asia,,1951,4.3699999
South and South-East Asia,,1952,15.65
South and South-East Asia,,1953,15.59
South and South-East Asia,,1954,15.51
South and South-East Asia,,1955,17.959999
South and South-East Asia,,1956,18.18
South and South-East Asia,,1957,18.870001
South and South-East Asia,,1958,18.57
South and South-East Asia,,1959,16.09
South and South-East Asia,,1960,17.530001
South and South-East Asia,,1961,17.67
South and South-East Asia,,1962,14.74
South and South-East Asia,,1963,14.78
South and South-East Asia,,1964,15.27
South and South-East Asia,,1965,15.44
South and South-East Asia,,1966,15.49
South and South-East Asia,,1967,17.24
South and South-East Asia,,1968,17.24
South and South-East Asia,,1969,17.57
South and South-East Asia,,1970,17.559999
South and South-East Asia,,1971,17.870001
South and South-East Asia,,1972,19.4
South and South-East Asia,,1973,20.950001
South and South-East Asia,,1974,22.110001
South and South-East Asia,,1975,20.82
South and South-East Asia,,1976,20.879999
South and South-East Asia,,1977,21.219999
South and South-East Asia,,1978,22.43
South and South-East Asia,,1979,22.48
South and South-East Asia,,1980,21.92
South and South-East Asia,,1981,23.85
South and South-East Asia,,1982,22.75
South and South-East Asia,,1983,22.82
South and South-East Asia,,1984,24.200001
South and South-East Asia,,1985,24.200001
South and South-East Asia,,1986,25.780001
South and South-East Asia,,1987,25.799999
South and South-East Asia,,1988,25.93
South and South-East Asia,,1989,27.4
South and South-East Asia,,1990,25.799999
South and South-East Asia,,1991,25.799999
South and South-East Asia,,1992,26.549999
South and South-East Asia,,1993,26.65
South and South-East Asia,,1994,26.76
South and South-East Asia,,1995,26.870001
South and South-East Asia,,1996,28.530001
South and South-East Asia,,1997,28.700001
South and South-East Asia,,1998,30.360001
South and South-East Asia,,1999,28.48
South and South-East Asia,,2000,28.459999
Sub-Sahara Africa,,1820,0
Sub-Sahara Africa,,1821,0
Sub-Sahara Africa,,1822,0
Sub-Sahara Africa,,1823,0
Sub-Sahara Africa,,1824,0
Sub-Sahara Africa,,1825,0
Sub-Sahara Africa,,1826,0
Sub-Sahara Africa,,1827,0
Sub-Sahara Africa,,1828,0
Sub-Sahara Africa,,1829,0
Sub-Sahara Africa,,1830,0
Sub-Sahara Africa,,1831,0
Sub-Sahara Africa,,1832,0
Sub-Sahara Africa,,1833,0
Sub-Sahara Africa,,1834,0
Sub-Sahara Africa,,1835,0
Sub-Sahara Africa,,1836,0
Sub-Sahara Africa,,1837,0
Sub-Sahara Africa,,1838,0
Sub-Sahara Africa,,1839,0
Sub-Sahara Africa,,1840,0
Sub-Sahara Africa,,1841,0
Sub-Sahara Africa,,1842,0
Sub-Sahara Africa,,1843,0
Sub-Sahara Africa,,1844,0
Sub-Sahara Africa,,1845,0
Sub-Sahara Africa,,1846,0
Sub-Sahara Africa,,1847,0
Sub-Sahara Africa,,1848,0
Sub-Sahara Africa,,1849,0
Sub-Sahara Africa,,1850,0
Sub-Sahara Africa,,1851,0
Sub-Sahara Africa,,1852,0
Sub-Sahara Africa,,1853,0
Sub-Sahara Africa,,1854,0
Sub-Sahara Africa,,1855,0
Sub-Sahara Africa,,1856,0
Sub-Sahara Africa,,1857,0
Sub-Sahara Africa,,1858,0
Sub-Sahara Africa,,1859,0
Sub-Sahara Africa,,1860,0
Sub-Sahara Africa,,1861,0
Sub-Sahara Africa,,1862,0
Sub-Sahara Africa,,1863,0
Sub-Sahara Africa,,1864,0
Sub-Sahara Africa,,1865,0
Sub-Sahara Africa,,1866,0
Sub-Sahara Africa,,1867,0
Sub-Sahara Africa,,1868,0
Sub-Sahara Africa,,1869,0
Sub-Sahara Africa,,1870,0
Sub-Sahara Africa,,1871,0
Sub-Sahara Africa,,1872,0
Sub-Sahara Africa,,1873,0
Sub-Sahara Africa,,1874,0
Sub-Sahara Africa,,1875,0
Sub-Sahara Africa,,1876,0
Sub-Sahara Africa,,1877,0
Sub-Sahara Africa,,1878,0
Sub-Sahara Africa,,1879,0
Sub-Sahara Africa,,1880,0
Sub-Sahara Africa,,1881,0
Sub-Sahara Africa,,1882,0
Sub-Sahara Africa,,1883,0
Sub-Sahara Africa,,1884,0
Sub-Sahara Africa,,1885,0
Sub-Sahara Africa,,1886,0
Sub-Sahara Africa,,1887,0
Sub-Sahara Africa,,1888,0
Sub-Sahara Africa,,1889,0
Sub-Sahara Africa,,1890,0
Sub-Sahara Africa,,1891,0
Sub-Sahara Africa,,1892,0
Sub-Sahara Africa,,1893,0
Sub-Sahara Africa,,1894,0
Sub-Sahara Africa,,1895,0
Sub-Sahara Africa,,1896,0
Sub-Sahara Africa,,1897,0
Sub-Sahara Africa,,1898,0
Sub-Sahara Africa,,1899,0
Sub-Sahara Africa,,1900,0
Sub-Sahara Africa,,1901,0
Sub-Sahara Africa,,1902,0
Sub-Sahara Africa,,1903,0
Sub-Sahara Africa,,1904,0
Sub-Sahara Africa,,1905,0
Sub-Sahara Africa,,1906,0
Sub-Sahara Africa,,1907,0
Sub-Sahara Africa,,1908,0
Sub-Sahara Africa,,1909,0
Sub-Sahara Africa,,1910,0.22
Sub-Sahara Africa,,1911,0.23
Sub-Sahara Africa,,1912,0.23
Sub-Sahara Africa,,1913,0.23
Sub-Sahara Africa,,1914,0.23
Sub-Sahara Africa,,1915,0.25
Sub-Sahara Africa,,1916,0.25
Sub-Sahara Africa,,1917,0.25
Sub-Sahara Africa,,1918,0.25999999
Sub-Sahara Africa,,1919,0.25999999
Sub-Sahara Africa,,1920,0.25999999
Sub-Sahara Africa,,1921,0.25999999
Sub-Sahara Africa,,1922,0.25999999
Sub-Sahara Africa,,1923,0.25999999
Sub-Sahara Africa,,1924,0.28
Sub-Sahara Africa,,1925,0.28999999
Sub-Sahara Africa,,1926,0.28999999
Sub-Sahara Africa,,1927,0.30000001
Sub-Sahara Africa,,1928,0.31
Sub-Sahara Africa,,1929,0.30000001
Sub-Sahara Africa,,1930,0.31
Sub-Sahara Africa,,1931,0.31
Sub-Sahara Africa,,1932,0.31
Sub-Sahara Africa,,1933,0.27000001
Sub-Sahara Africa,,1934,0.28
Sub-Sahara Africa,,1935,0.28
Sub-Sahara Africa,,1936,0.28
Sub-Sahara Africa,,1937,0.28
Sub-Sahara Africa,,1938,0.63999999
Sub-Sahara Africa,,1939,0.64999998
Sub-Sahara Africa,,1940,0.66000003
Sub-Sahara Africa,,1941,0.67000002
Sub-Sahara Africa,,1942,0.68000001
Sub-Sahara Africa,,1943,0.67000002
Sub-Sahara Africa,,1944,0.68000001
Sub-Sahara Africa,,1945,0.69
Sub-Sahara Africa,,1946,0.69999999
Sub-Sahara Africa,,1947,0.72000003
Sub-Sahara Africa,,1948,0.81
Sub-Sahara Africa,,1949,0.81999999
Sub-Sahara Africa,,1950,0.82999998
Sub-Sahara Africa,,1951,0.92000002
Sub-Sahara Africa,,1952,0.92000002
Sub-Sahara Africa,,1953,0.91000003
Sub-Sahara Africa,,1954,0.91000003
Sub-Sahara Africa,,1955,0.94999999
Sub-Sahara Africa,,1956,0.94999999
Sub-Sahara Africa,,1957,1.35
Sub-Sahara Africa,,1958,1.24
Sub-Sahara Africa,,1959,1.4
Sub-Sahara Africa,,1960,9.8100004
Sub-Sahara Africa,,1961,11.08
Sub-Sahara Africa,,1962,12.06
Sub-Sahara Africa,,1963,12.41
Sub-Sahara Africa,,1964,14.64
Sub-Sahara Africa,,1965,16.280001
Sub-Sahara Africa,,1966,11.4
Sub-Sahara Africa,,1967,10.75
Sub-Sahara Africa,,1968,10.19
Sub-Sahara Africa,,1969,10.77
Sub-Sahara Africa,,1970,14.65
Sub-Sahara Africa,,1971,14.65
Sub-Sahara Africa,,1972,13.01
Sub-Sahara Africa,,1973,11.81
Sub-Sahara Africa,,1974,11.03
Sub-Sahara Africa,,1975,11.8
Sub-Sahara Africa,,1976,11.85
Sub-Sahara Africa,,1977,11.99
Sub-Sahara Africa,,1978,12.29
Sub-Sahara Africa,,1979,19.360001
Sub-Sahara Africa,,1980,20.25
Sub-Sahara Africa,,1981,19.809999
Sub-Sahara Africa,,1982,19.91
Sub-Sahara Africa,,1983,14.69
Sub-Sahara Africa,,1984,15.18
Sub-Sahara Africa,,1985,14.5
Sub-Sahara Africa,,1986,15.78
Sub-Sahara Africa,,1987,15.41
Sub-Sahara Africa,,1988,14.32
Sub-Sahara Africa,,1989,14.96
Sub-Sahara Africa,,1990,14.88
Sub-Sahara Africa,,1991,8.8500004
Sub-Sahara Africa,,1992,10.27
Sub-Sahara Africa,,1993,9.8299999
Sub-Sahara Africa,,1994,14.4
Sub-Sahara Africa,,1995,14.34
Sub-Sahara Africa,,1996,16.41
Sub-Sahara Africa,,1997,16.32
Sub-Sahara Africa,,1998,16.370001
Sub-Sahara Africa,,1999,21.309999
Sub-Sahara Africa,,2000,20.98
Western Europe,,1820,0.039999999
Western Europe,,1821,0.039999999
Western Europe,,1822,0.039999999
Western Europe,,1823,0.039999999
Western Europe,,1824,0.039999999
Western Europe,,1825,0.039999999
Western Europe,,1826,0.050000001
Western Europe,,1827,0.050000001
Western Europe,,1828,0.050000001
Western Europe,,1829,0.050000001
Western Europe,,1830,0.079999998
Western Europe,,1831,0.14
Western Europe,,1832,0.31999999
Western Europe,,1833,0.33000001
Western Europe,,1834,0.33000001
Western Europe,,1835,0.33000001
Western Europe,,1836,0.33000001
Western Europe,,1837,0.34
Western Europe,,1838,0.34999999
Western Europe,,1839,0.34999999
Western Europe,,1840,0.36000001
Western Europe,,1841,0.36000001
Western Europe,,1842,0.36000001
Western Europe,,1843,0.36000001
Western Europe,,1844,0.44999999
Western Europe,,1845,0.44999999
Western Europe,,1846,0.46000001
Western Europe,,1847,0.44999999
Western Europe,,1848,4.8000002
Western Europe,,1849,4.73
Western Europe,,1850,4.75
Western Europe,,1851,0.51999998
Western Europe,,1852,5.1100001
Western Europe,,1853,5.0999999
Western Europe,,1854,5.0799999
Western Europe,,1855,5.0599999
Western Europe,,1856,5.0500002
Western Europe,,1857,5.0100002
Western Europe,,1858,5
Western Europe,,1859,4.98
Western Europe,,1860,4.9699998
Western Europe,,1861,5.1199999
Western Europe,,1862,5.0999999
Western Europe,,1863,5.2199998
Western Europe,,1864,5.1999998
Western Europe,,1865,5.3400002
Western Europe,,1866,5.3200002
Western Europe,,1867,6.1199999
Western Europe,,1868,6.4099998
Western Europe,,1869,7.9400001
Western Europe,,1870,7.9200001
Western Europe,,1871,7.6199999
Western Europe,,1872,7.0900002
Western Europe,,1873,7.1799998
Western Europe,,1874,6.52
Western Europe,,1875,6.52
Western Europe,,1876,7
Western Europe,,1877,7.3800001
Western Europe,,1878,7.46
Western Europe,,1879,7.0700002
Western Europe,,1880,7.21
Western Europe,,1881,6.4299998
Western Europe,,1882,6.8299999
Western Europe,,1883,6.8200002
Western Europe,,1884,6.9499998
Western Europe,,1885,8.2799997
Western Europe,,1886,7.6300001
Western Europe,,1887,8.0100002
Western Europe,,1888,8.0799999
Western Europe,,1889,8.1499996
Western Europe,,1890,8.0299997
Western Europe,,1891,8.4399996
Western Europe,,1892,9.0900002
Western Europe,,1893,8.7399998
Western Europe,,1894,9.2600002
Western Europe,,1895,8.6999998
Western Europe,,1896,8.6700001
Western Europe,,1897,8.7799997
Western Europe,,1898,9
Western Europe,,1899,9.0299997
Western Europe,,1900,8.8699999
Western Europe,,1901,8.8900003
Western Europe,,1902,9.1199999
Western Europe,,1903,9.3199997
Western Europe,,1904,9.3900003
Western Europe,,1905,9.4799995
Western Europe,,1906,10.34
Western Europe,,1907,10.76
Western Europe,,1908,10.77
Western Europe,,1909,10.91
Western Europe,,1910,10.37
Western Europe,,1911,10.59
Western Europe,,1912,10.64
Western Europe,,1913,11.91
Western Europe,,1914,11.88
Western Europe,,1915,11.91
Western Europe,,1916,11.81
Western Europe,,1917,12.28
Western Europe,,1918,14.54
Western Europe,,1919,19.41
Western Europe,,1920,18.99
Western Europe,,1921,19.85
Western Europe,,1922,22.120001
Western Europe,,1923,21.99
Western Europe,,1924,23.51
Western Europe,,1925,26.49
Western Europe,,1926,26.35
Western Europe,,1927,26.5
Western Europe,,1928,26.9
Western Europe,,1929,32.150002
Western Europe,,1930,32.919998
Western Europe,,1931,34.450001
Western Europe,,1932,35.490002
Western Europe,,1933,38.380001
Western Europe,,1934,23.360001
Western Europe,,1935,22.959999
Western Europe,,1936,22.92
Western Europe,,1937,23
Western Europe,,1938,22.969999
Western Europe,,1939,19.66
Western Europe,,1940,13.88
Western Europe,,1941,13.92
Western Europe,,1942,13.96
Western Europe,,1943,10.96
Western Europe,,1944,11.07
Western Europe,,1945,21.73
Western Europe,,1946,29.549999
Western Europe,,1947,29.790001
Western Europe,,1948,31.02
Western Europe,,1949,32.169998
Western Europe,,1950,33.709999
Western Europe,,1951,33.330002
Western Europe,,1952,33.25
Western Europe,,1953,33.740002
Western Europe,,1954,33.790001
Western Europe,,1955,33.07
Western Europe,,1956,33.619999
Western Europe,,1957,33.610001
Western Europe,,1958,30.9
Western Europe,,1959,31.040001
Western Europe,,1960,31.200001
Western Europe,,1961,31.120001
Western Europe,,1962,30.74
Western Europe,,1963,30.74
Western Europe,,1964,29.049999
Western Europe,,1965,32.080002
Western Europe,,1966,31.860001
Western Europe,,1967,32.380001
Western Europe,,1968,32.32
Western Europe,,1969,32.040001
Western Europe,,1970,32.32
Western Europe,,1971,33.700001
Western Europe,,1972,34.169998
Western Europe,,1973,34.119999
Western Europe,,1974,34.73
Western Europe,,1975,34.73
Western Europe,,1976,36.77
Western Europe,,1977,42
Western Europe,,1978,42.950001
Western Europe,,1979,43.259998
Western Europe,,1980,43.48
Western Europe,,1981,43.459999
Western Europe,,1982,44.25
Western Europe,,1983,44.119999
Western Europe,,1984,44.200001
Western Europe,,1985,44.240002
Western Europe,,1986,44.52
Western Europe,,1987,45.189999
Western Europe,,1988,44.57
Western Europe,,1989,44.470001
Western Europe,,1990,56.610001
Western Europe,,1991,56.450001
Western Europe,,1992,56.630001
Western Europe,,1993,57.450001
Western Europe,,1994,57.220001
Western Europe,,1995,56.939999
Western Europe,,1996,56.400002
Western Europe,,1997,55.560001
Western Europe,,1998,54.049999
Western Europe,,1999,53.939999
Western Europe,,2000,53.34
Western Offshoots,,1820,0.43000001
Western Offshoots,,1821,0.43000001
Western Offshoots,,1822,0.43000001
Western Offshoots,,1823,0.43000001
Western Offshoots,,1824,2.8499999
Western Offshoots,,1825,2.8499999
Western Offshoots,,1826,2.8499999
Western Offshoots,,1827,2.8599999
Western Offshoots,,1828,8.1599998
Western Offshoots,,1829,8.1700001
Western Offshoots,,1830,8.1899996
Western Offshoots,,1831,8.1899996
Western Offshoots,,1832,7.6999998
Western Offshoots,,1833,7.71
Western Offshoots,,1834,7.71
Western Offshoots,,1835,7.7199998
Western Offshoots,,1836,8.4799995
Western Offshoots,,1837,8.4899998
Western Offshoots,,1838,8.4899998
Western Offshoots,,1839,8.5
Western Offshoots,,1840,12.33
Western Offshoots,,1841,12.34
Western Offshoots,,1842,12.35
Western Offshoots,,1843,12.35
Western Offshoots,,1844,12.09
Western Offshoots,,1845,12.1
Western Offshoots,,1846,12.1
Western Offshoots,,1847,12.11
Western Offshoots,,1848,11.45
Western Offshoots,,1849,11.46
Western Offshoots,,1850,11.46
Western Offshoots,,1851,11.44
Western Offshoots,,1852,11.06
Western Offshoots,,1853,11.05
Western Offshoots,,1854,11.03
Western Offshoots,,1855,11.01
Western Offshoots,,1856,12.52
Western Offshoots,,1857,12.5
Western Offshoots,,1858,12.48
Western Offshoots,,1859,12.46
Western Offshoots,,1860,12.86
Western Offshoots,,1861,12.86
Western Offshoots,,1862,12.86
Western Offshoots,,1863,12.86
Western Offshoots,,1864,10.34
Western Offshoots,,1865,10.34
Western Offshoots,,1866,10.34
Western Offshoots,,1867,11.02
Western Offshoots,,1868,13.62
Western Offshoots,,1869,13.61
Western Offshoots,,1870,13.61
Western Offshoots,,1871,13.61
Western Offshoots,,1872,14.07
Western Offshoots,,1873,14.07
Western Offshoots,,1874,14.07
Western Offshoots,,1875,14.07
Western Offshoots,,1876,16.540001
Western Offshoots,,1877,16.549999
Western Offshoots,,1878,16.92
Western Offshoots,,1879,16.93
Western Offshoots,,1880,17.02
Western Offshoots,,1881,17.01
Western Offshoots,,1882,16.93
Western Offshoots,,1883,16.92
Western Offshoots,,1884,16.75
Western Offshoots,,1885,16.75
Western Offshoots,,1886,16.74
Western Offshoots,,1887,17.02
Western Offshoots,,1888,17.59
Western Offshoots,,1889,17.58
Western Offshoots,,1890,17.57
Western Offshoots,,1891,17.610001
Western Offshoots,,1892,17.209999
Western Offshoots,,1893,17.209999
Western Offshoots,,1894,17.209999
Western Offshoots,,1895,17.209999
Western Offshoots,,1896,18.459999
Western Offshoots,,1897,18.459999
Western Offshoots,,1898,18.469999
Western Offshoots,,1899,18.469999
Western Offshoots,,1900,17.34
Western Offshoots,,1901,17.690001
Western Offshoots,,1902,17.690001
Western Offshoots,,1903,17.9
Western Offshoots,,1904,16.200001
Western Offshoots,,1905,16.200001
Western Offshoots,,1906,16.34
Western Offshoots,,1907,16.34
Western Offshoots,,1908,16.43
Western Offshoots,,1909,16.43
Western Offshoots,,1910,16.629999
Western Offshoots,,1911,16.65
Western Offshoots,,1912,15.96
Western Offshoots,,1913,16.299999
Western Offshoots,,1914,16.129999
Western Offshoots,,1915,16.120001
Western Offshoots,,1916,18.35
Western Offshoots,,1917,18.5
Western Offshoots,,1918,18.49
Western Offshoots,,1919,18.450001
Western Offshoots,,1920,24.33
Western Offshoots,,1921,25.370001
Western Offshoots,,1922,25.15
Western Offshoots,,1923,25.139999
Western Offshoots,,1924,25.48
Western Offshoots,,1925,25.940001
Western Offshoots,,1926,25.959999
Western Offshoots,,1927,25.950001
Western Offshoots,,1928,30.190001
Western Offshoots,,1929,30.280001
Western Offshoots,,1930,30.540001
Western Offshoots,,1931,30.620001
Western Offshoots,,1932,31.870001
Western Offshoots,,1933,31.85
Western Offshoots,,1934,31.950001
Western Offshoots,,1935,32.130001
Western Offshoots,,1936,35.189999
Western Offshoots,,1937,35.169998
Western Offshoots,,1938,35.150002
Western Offshoots,,1939,35.130001
Western Offshoots,,1940,36.860001
Western Offshoots,,1941,36.860001
Western Offshoots,,1942,36.860001
Western Offshoots,,1943,36.900002
Western Offshoots,,1944,34.299999
Western Offshoots,,1945,34.5
Western Offshoots,,1946,34.529999
Western Offshoots,,1947,34.529999
Western Offshoots,,1948,33.330002
Western Offshoots,,1949,33.43
Western Offshoots,,1950,33.43
Western Offshoots,,1951,33.330002
Western Offshoots,,1952,38.43
Western Offshoots,,1953,37.98
Western Offshoots,,1954,37.880001
Western Offshoots,,1955,37.799999
Western Offshoots,,1956,35.75
Western Offshoots,,1957,35.869999
Western Offshoots,,1958,36.16
Western Offshoots,,1959,36.150002
Western Offshoots,,1960,37.32
Western Offshoots,,1961,37.279999
Western Offshoots,,1962,37.150002
Western Offshoots,,1963,37.150002
Western Offshoots,,1964,36.02
Western Offshoots,,1965,35.790001
Western Offshoots,,1966,35.75
Western Offshoots,,1967,35.720001
Western Offshoots,,1968,35.32
Western Offshoots,,1969,35.299999
Western Offshoots,,1970,35.27
Western Offshoots,,1971,35.259998
Western Offshoots,,1972,36.450001
Western Offshoots,,1973,36.439999
Western Offshoots,,1974,36.389999
Western Offshoots,,1975,36.400002
Western Offshoots,,1976,36.889999
Western Offshoots,,1977,36.860001
Western Offshoots,,1978,36.84
Western Offshoots,,1979,37.389999
Western Offshoots,,1980,37.049999
Western Offshoots,,1981,37.040001
Western Offshoots,,1982,37.029999
Western Offshoots,,1983,37.009998
Western Offshoots,,1984,38.459999
Western Offshoots,,1985,38.439999
Western Offshoots,,1986,38.43
Western Offshoots,,1987,38.41
Western Offshoots,,1988,36.099998
Western Offshoots,,1989,36.09
Western Offshoots,,1990,36.09
Western Offshoots,,1991,36.080002
Western Offshoots,,1992,39.990002
Western Offshoots,,1993,39.630001
Western Offshoots,,1994,39.619999
Western Offshoots,,1995,39.610001
Western Offshoots,,1996,35.650002
Western Offshoots,,1997,35.349998
Western Offshoots,,1998,35.330002
Western Offshoots,,1999,35.32
Western Offshoots,,2000,35.900002
World,OWID_WRL,1820,0.0099999998
World,OWID_WRL,1821,0.0099999998
World,OWID_WRL,1822,0.0099999998
World,OWID_WRL,1823,0.0099999998
World,OWID_WRL,1824,0.039999999
World,OWID_WRL,1825,0.039999999
World,OWID_WRL,1826,0.039999999
World,OWID_WRL,1827,0.039999999
World,OWID_WRL,1828,0.12
World,OWID_WRL,1829,0.12
World,OWID_WRL,1830,0.12
World,OWID_WRL,1831,0.14
World,OWID_WRL,1832,0.15000001
World,OWID_WRL,1833,0.16
World,OWID_WRL,1834,0.16
World,OWID_WRL,1835,0.16
World,OWID_WRL,1836,0.18000001
World,OWID_WRL,1837,0.18000001
World,OWID_WRL,1838,0.19
World,OWID_WRL,1839,0.19
World,OWID_WRL,1840,0.25999999
World,OWID_WRL,1841,0.25999999
World,OWID_WRL,1842,0.27000001
World,OWID_WRL,1843,0.28
World,OWID_WRL,1844,0.28999999
World,OWID_WRL,1845,0.28999999
World,OWID_WRL,1846,0.30000001
World,OWID_WRL,1847,0.30000001
World,OWID_WRL,1848,0.87
World,OWID_WRL,1849,0.86000001
World,OWID_WRL,1850,0.87
World,OWID_WRL,1851,0.31999999
World,OWID_WRL,1852,0.92000002
World,OWID_WRL,1853,0.93000001
World,OWID_WRL,1854,0.93000001
World,OWID_WRL,1855,0.94
World,OWID_WRL,1856,0.98000002
World,OWID_WRL,1857,1
World,OWID_WRL,1858,1.05
World,OWID_WRL,1859,1.04
World,OWID_WRL,1860,1.0700001
World,OWID_WRL,1861,1.09
World,OWID_WRL,1862,1.0599999
World,OWID_WRL,1863,1.09
World,OWID_WRL,1864,1.03
World,OWID_WRL,1865,1.05
World,OWID_WRL,1866,1.0599999
World,OWID_WRL,1867,1.21
World,OWID_WRL,1868,1.34
World,OWID_WRL,1869,1.58
World,OWID_WRL,1870,1.59
World,OWID_WRL,1871,1.55
World,OWID_WRL,1872,1.51
World,OWID_WRL,1873,1.55
World,OWID_WRL,1874,1.47
World,OWID_WRL,1875,1.49
World,OWID_WRL,1876,1.65
World,OWID_WRL,1877,1.73
World,OWID_WRL,1878,1.75
World,OWID_WRL,1879,1.71
World,OWID_WRL,1880,1.77
World,OWID_WRL,1881,1.6799999
World,OWID_WRL,1882,1.72
World,OWID_WRL,1883,1.73
World,OWID_WRL,1884,1.75
World,OWID_WRL,1885,1.95
World,OWID_WRL,1886,1.86
World,OWID_WRL,1887,1.9400001
World,OWID_WRL,1888,1.98
World,OWID_WRL,1889,2
World,OWID_WRL,1890,2
World,OWID_WRL,1891,2.0799999
World,OWID_WRL,1892,2.1600001
World,OWID_WRL,1893,2.1400001
World,OWID_WRL,1894,2.24
World,OWID_WRL,1895,2.1700001
World,OWID_WRL,1896,2.24
World,OWID_WRL,1897,2.27
World,OWID_WRL,1898,2.29
World,OWID_WRL,1899,2.3099999
World,OWID_WRL,1900,2.24
World,OWID_WRL,1901,2.28
World,OWID_WRL,1902,2.3599999
World,OWID_WRL,1903,2.4200001
World,OWID_WRL,1904,2.3499999
World,OWID_WRL,1905,2.3800001
World,OWID_WRL,1906,2.51
World,OWID_WRL,1907,2.6099999
World,OWID_WRL,1908,2.6600001
World,OWID_WRL,1909,2.7
World,OWID_WRL,1910,2.6800001
World,OWID_WRL,1911,2.71
World,OWID_WRL,1912,2.6800001
World,OWID_WRL,1913,2.8800001
World,OWID_WRL,1914,2.8900001
World,OWID_WRL,1915,2.9100001
World,OWID_WRL,1916,3.0699999
World,OWID_WRL,1917,3.1900001
World,OWID_WRL,1918,3.49
World,OWID_WRL,1919,4.48
World,OWID_WRL,1920,5.02
World,OWID_WRL,1921,5.1999998
World,OWID_WRL,1922,5.6399999
World,OWID_WRL,1923,5.6399999
World,OWID_WRL,1924,5.9000001
World,OWID_WRL,1925,6.3699999
World,OWID_WRL,1926,5.8899999
World,OWID_WRL,1927,5.9200001
World,OWID_WRL,1928,6.6900001
World,OWID_WRL,1929,7.4099998
World,OWID_WRL,1930,7.4099998
World,OWID_WRL,1931,7.6799998
World,OWID_WRL,1932,7.8499999
World,OWID_WRL,1933,8.1899996
World,OWID_WRL,1934,6.1500001
World,OWID_WRL,1935,5.9099998
World,OWID_WRL,1936,6.1100001
World,OWID_WRL,1937,6.1599998
World,OWID_WRL,1938,6.0999999
World,OWID_WRL,1939,5.6700001
World,OWID_WRL,1940,4.96
World,OWID_WRL,1941,4.96
World,OWID_WRL,1942,5.0300002
World,OWID_WRL,1943,4.5999999
World,OWID_WRL,1944,4.4200001
World,OWID_WRL,1945,7.29
World,OWID_WRL,1946,9.1400003
World,OWID_WRL,1947,10.62
World,OWID_WRL,1948,10.78
World,OWID_WRL,1949,11.32
World,OWID_WRL,1950,11.78
World,OWID_WRL,1951,11.88
World,OWID_WRL,1952,15.84
World,OWID_WRL,1953,15.91
World,OWID_WRL,1954,15.77
World,OWID_WRL,1955,16.049999
World,OWID_WRL,1956,16.209999
World,OWID_WRL,1957,16.6
World,OWID_WRL,1958,16.76
World,OWID_WRL,1959,16.08
World,OWID_WRL,1960,16.67
World,OWID_WRL,1961,16.74
World,OWID_WRL,1962,15.71
World,OWID_WRL,1963,16.35
World,OWID_WRL,1964,16.030001
World,OWID_WRL,1965,16.280001
World,OWID_WRL,1966,15.66
World,OWID_WRL,1967,16.1
World,OWID_WRL,1968,15.94
World,OWID_WRL,1969,15.98
World,OWID_WRL,1970,16.370001
World,OWID_WRL,1971,16.549999
World,OWID_WRL,1972,16.629999
World,OWID_WRL,1973,17.18
World,OWID_WRL,1974,17.559999
World,OWID_WRL,1975,17.280001
World,OWID_WRL,1976,17.389999
World,OWID_WRL,1977,17.940001
World,OWID_WRL,1978,18.469999
World,OWID_WRL,1979,18.889999
World,OWID_WRL,1980,18.76
World,OWID_WRL,1981,19.299999
World,OWID_WRL,1982,19.049999
World,OWID_WRL,1983,19.309999
World,OWID_WRL,1984,20.030001
World,OWID_WRL,1985,19.860001
World,OWID_WRL,1986,20.450001
World,OWID_WRL,1987,20.860001
World,OWID_WRL,1988,21.16
World,OWID_WRL,1989,22.27
World,OWID_WRL,1990,22.450001
World,OWID_WRL,1991,23.15
World,OWID_WRL,1992,23.360001
World,OWID_WRL,1993,24.719999
World,OWID_WRL,1994,25.35
World,OWID_WRL,1995,25.870001
World,OWID_WRL,1996,26.41
World,OWID_WRL,1997,26.389999
World,OWID_WRL,1998,26.67
World,OWID_WRL,1999,25.41
World,OWID_WRL,2000,25.16
