Entity,Code,Year,"Primary completion rate, gender parity index (GPI) (GPI)"
Arab World,,1978,0.6355299949646
Arab World,,1979,0.649689972400665
Arab World,,1980,0.688260018825531
Arab World,,1981,0.698409974575043
Arab World,,1982,0.717480003833771
Arab World,,1983,0.731029987335205
Arab World,,1984,0.74084997177124
Arab World,,1985,0.748889982700348
Arab World,,1986,0.761370003223419
Arab World,,1987,0.772310018539429
Arab World,,1988,0.78125
Arab World,,1989,0.786849975585938
Arab World,,1990,0.795469999313354
Arab World,,1991,0.806039988994598
Arab World,,1992,0.813359975814819
Arab World,,1993,0.81989997625351
Arab World,,1994,0.828170001506805
Arab World,,1995,0.838299989700317
Arab World,,1996,0.848070025444031
Arab World,,1997,0.857290029525757
Arab World,,1998,0.866659998893738
Arab World,,1999,0.877839982509613
Arab World,,2000,0.883750021457672
Arab World,,2001,0.888639986515045
Arab World,,2002,0.90012001991272
Arab World,,2003,0.900219976902008
Arab World,,2004,0.905239999294281
Arab World,,2005,0.89954000711441
Arab World,,2006,0.909370005130768
Arab World,,2007,0.911809980869293
Arab World,,2008,0.902459979057312
Arab World,,2009,0.919189989566803
Arab World,,2010,0.920960009098053
Arab World,,2011,0.929560005664825
Arab World,,2012,0.937690019607544
Arab World,,2013,0.945919990539551
Arab World,,2014,0.9442999958992
Argentina,ARG,1970,1.0949399471283
Argentina,ARG,1971,1.08963000774384
Argentina,ARG,1975,1.08333003520966
Argentina,ARG,1976,1.07921004295349
Argentina,ARG,1996,1.03708004951477
Argentina,ARG,1997,1.04627001285553
Argentina,ARG,1998,1.03627002239227
Argentina,ARG,1999,1.01265001296997
Argentina,ARG,2000,1.00828003883362
Argentina,ARG,2001,1.0112099647522
Argentina,ARG,2002,1.01180994510651
Argentina,ARG,2003,1.00862002372742
Argentina,ARG,2004,1.0074599981308
Argentina,ARG,2005,1.00682997703552
Argentina,ARG,2006,1.00243997573853
Argentina,ARG,2007,1.00204002857208
Argentina,ARG,2008,0.998520016670227
Argentina,ARG,2009,0.995150029659271
Argentina,ARG,2010,0.990790009498596
Argentina,ARG,2011,0.994229972362518
Argentina,ARG,2012,0.991609990596771
Argentina,ARG,2013,0.989239990711212
Armenia,ARM,2002,1.01943004131317
Armenia,ARM,2003,1.04452002048492
Armenia,ARM,2004,1.03638005256653
Armenia,ARM,2005,1.07986998558044
Armenia,ARM,2006,1.10442996025085
Armenia,ARM,2007,1.11670994758606
Armenia,ARM,2008,1.11274003982544
Aruba,ABW,1999,1.01412999629974
Aruba,ABW,2000,1.00116002559662
Aruba,ABW,2001,1.13073003292084
Aruba,ABW,2002,1.11040997505188
Aruba,ABW,2003,0.956250011920929
Aruba,ABW,2004,0.951690018177032
Aruba,ABW,2005,1.00459003448486
Aruba,ABW,2006,0.972869992256165
Aruba,ABW,2007,1.04781997203827
Aruba,ABW,2008,1.05964994430542
Aruba,ABW,2009,0.953790009021759
Aruba,ABW,2010,1.06879997253418
Aruba,ABW,2013,1.09862005710602
Aruba,ABW,2014,1.00589001178741
Austria,AUT,1971,1.01435995101929
Austria,AUT,1972,1.01592004299164
Austria,AUT,1973,1.01726996898651
Austria,AUT,1998,0.996299982070923
Austria,AUT,1999,1.00488996505737
Austria,AUT,2002,0.992500007152557
Austria,AUT,2003,0.992449998855591
Austria,AUT,2004,0.991159975528717
Austria,AUT,2005,1.00264000892639
Austria,AUT,2006,1.00554001331329
Austria,AUT,2007,1.00366997718811
Austria,AUT,2008,0.987980008125305
Austria,AUT,2009,1.00039005279541
Austria,AUT,2010,0.99345999956131
Austria,AUT,2011,0.988600015640259
Austria,AUT,2012,1.00765001773834
Austria,AUT,2013,0.984809994697571
Austria,AUT,2014,1.00123000144958
Azerbaijan,AZE,1993,0.979170024394989
Azerbaijan,AZE,1994,0.958060026168823
Azerbaijan,AZE,1995,1.0894900560379
Azerbaijan,AZE,1996,1.09527003765106
Azerbaijan,AZE,1997,0.965990006923676
Azerbaijan,AZE,1998,0.989549994468689
Azerbaijan,AZE,1999,0.99151998758316
Azerbaijan,AZE,2000,0.911819994449615
Azerbaijan,AZE,2001,0.975709974765778
Azerbaijan,AZE,2002,1.06757998466492
Azerbaijan,AZE,2003,0.949029982089996
Azerbaijan,AZE,2004,0.985159993171692
Azerbaijan,AZE,2005,0.921450018882751
Azerbaijan,AZE,2006,0.986050009727478
Azerbaijan,AZE,2007,1.00703001022339
Azerbaijan,AZE,2008,0.978779971599579
Azerbaijan,AZE,2009,0.992969989776611
Azerbaijan,AZE,2010,0.98879998922348
Azerbaijan,AZE,2011,0.987510025501251
Azerbaijan,AZE,2012,0.99193000793457
Azerbaijan,AZE,2013,0.96764999628067
Azerbaijan,AZE,2014,0.990220010280609
Bahamas,BHS,1999,1.05001997947693
Bahamas,BHS,2005,1.01583003997803
Bahamas,BHS,2006,0.968680024147034
Bahamas,BHS,2007,0.972379982471466
Bahamas,BHS,2008,1.02585995197296
Bahamas,BHS,2009,1.03807997703552
Bahamas,BHS,2010,1.03565001487732
Bahrain,BHR,1982,0.789420008659363
Bahrain,BHR,1983,0.884769976139069
Bahrain,BHR,1984,0.950569987297058
Bahrain,BHR,1985,0.914340019226074
Bahrain,BHR,1986,0.970899999141693
Bahrain,BHR,1987,1.01953995227814
Bahrain,BHR,1988,1.00436997413635
Bahrain,BHR,1989,1.04408001899719
Bahrain,BHR,1991,1.03795003890991
Bahrain,BHR,1992,1.00010001659393
Bahrain,BHR,1993,0.983519971370697
Bahrain,BHR,1994,1.03878998756409
Bahrain,BHR,1995,1.0587500333786
Bahrain,BHR,1996,1.04308998584747
Bahrain,BHR,1998,1.04636001586914
Bahrain,BHR,1999,1.00765001773834
Bangladesh,BGD,1976,0.490869998931885
Bangladesh,BGD,1981,0.631399989128113
Bangladesh,BGD,2005,1.07931005954742
Bangladesh,BGD,2008,1.10434997081757
Bangladesh,BGD,2009,1.09609997272491
Bangladesh,BGD,2010,1.12106001377106
Bangladesh,BGD,2011,1.1438399553299
Barbados,BRB,1999,0.951740026473999
Barbados,BRB,2000,0.96153998374939
Barbados,BRB,2001,0.995829999446869
Barbados,BRB,2002,1.00841999053955
Barbados,BRB,2003,1.00671005249023
Barbados,BRB,2004,0.949919998645782
Barbados,BRB,2005,1.01791000366211
Barbados,BRB,2006,0.93189001083374
Barbados,BRB,2007,1.00119996070862
Barbados,BRB,2008,1.02233004570007
Barbados,BRB,2009,1.0405900478363
Barbados,BRB,2010,1.05476999282837
Barbados,BRB,2011,1.0184999704361
Barbados,BRB,2014,1.06868994235992
Belarus,BLR,1993,0.995310008525848
Belarus,BLR,1994,0.972509980201721
Belarus,BLR,1995,0.959810018539429
Belarus,BLR,1996,0.973990023136139
Belarus,BLR,1997,0.9617999792099
Belarus,BLR,1999,0.990390002727509
Belarus,BLR,2000,0.998009979724884
Belarus,BLR,2001,0.993480026721954
Belarus,BLR,2002,0.992569983005524
Belarus,BLR,2003,1.00157999992371
Belarus,BLR,2004,0.965990006923676
Belarus,BLR,2005,0.952130019664764
Belarus,BLR,2006,0.965179979801178
Belarus,BLR,2007,0.982370018959045
Belarus,BLR,2008,0.995840013027191
Belarus,BLR,2011,0.991349995136261
Belarus,BLR,2012,0.995999991893768
Belarus,BLR,2013,0.996360003948212
Belarus,BLR,2014,1.00055003166199
Belgium,BEL,1974,1.03147995471954
Belgium,BEL,1975,1.01546001434326
Belgium,BEL,1976,1.01573002338409
Belgium,BEL,1977,1.03861999511719
Belgium,BEL,1978,0.994690001010895
Belgium,BEL,1979,1.03744995594025
Belgium,BEL,1980,1.05753004550934
Belgium,BEL,1981,1.05435001850128
Belgium,BEL,1982,1.09674000740051
Belgium,BEL,1983,1.07989001274109
Belgium,BEL,1984,1.07369995117188
Belgium,BEL,1985,1.06752002239227
Belgium,BEL,1986,1.06491005420685
Belgium,BEL,1987,1.06254994869232
Belgium,BEL,1988,1.06173002719879
Belgium,BEL,1991,1.07420003414154
Belgium,BEL,2006,1.02227997779846
Belgium,BEL,2007,1.04479002952576
Belgium,BEL,2008,1.04607999324799
Belgium,BEL,2009,1.04007995128632
Belgium,BEL,2010,1.03776001930237
Belgium,BEL,2012,1.04102003574371
Belgium,BEL,2013,1.05385005474091
Belgium,BEL,2014,1.04221999645233
Belize,BLZ,1992,0.992489993572235
Belize,BLZ,1995,1.00538003444672
Belize,BLZ,1996,0.987049996852875
Belize,BLZ,1999,0.981909990310669
Belize,BLZ,2000,0.949209988117218
Belize,BLZ,2001,1.0242999792099
Belize,BLZ,2003,1.03894996643066
Belize,BLZ,2004,0.998679995536804
Belize,BLZ,2005,0.987309992313385
Belize,BLZ,2006,0.969210028648376
Belize,BLZ,2007,1.04818999767303
Belize,BLZ,2008,1.01150000095367
Belize,BLZ,2009,1.03050005435944
Belize,BLZ,2010,0.951629996299744
Belize,BLZ,2011,1.01198995113373
Belize,BLZ,2012,1.01704001426697
Belize,BLZ,2013,0.9964200258255
Belize,BLZ,2014,0.972859978675842
Benin,BEN,1971,0.380250006914139
Benin,BEN,1972,0.390570014715195
Benin,BEN,1973,0.39368999004364
Benin,BEN,1974,0.380050003528595
Benin,BEN,1975,0.349319994449615
Benin,BEN,1976,0.396189987659454
Benin,BEN,1977,0.378459990024567
Benin,BEN,1978,0.403479993343353
Benin,BEN,1979,0.428290009498596
Benin,BEN,1980,0.476000010967255
Benin,BEN,1981,0.405360013246536
Benin,BEN,1982,0.454479992389679
Benin,BEN,1983,0.37270000576973
Benin,BEN,1984,0.427460014820099
Benin,BEN,1985,0.412200003862381
Benin,BEN,1986,0.413320004940033
Benin,BEN,1987,0.412550002336502
Benin,BEN,1988,0.42765998840332
Benin,BEN,1989,0.43215000629425
Benin,BEN,1990,0.423790007829666
Benin,BEN,1991,0.455549985170364
Benin,BEN,1992,0.444020003080368
Benin,BEN,1993,0.443819999694824
Benin,BEN,1994,0.452199995517731
Benin,BEN,1995,0.463979989290237
Benin,BEN,1996,0.447030007839203
Benin,BEN,1997,0.45440000295639
Benin,BEN,1998,0.46026998758316
Benin,BEN,2000,0.513580024242401
Benin,BEN,2001,0.523310005664825
Benin,BEN,2002,0.526750028133392
Benin,BEN,2003,0.561999976634979
Benin,BEN,2004,0.622739970684052
Benin,BEN,2008,0.709619998931885
Benin,BEN,2010,0.759750008583069
Benin,BEN,2011,0.794189989566803
Benin,BEN,2012,0.801429986953735
Benin,BEN,2013,0.824129998683929
Benin,BEN,2014,0.851580023765564
Bermuda,BMU,1975,1.07608997821808
Bermuda,BMU,2001,0.960810005664825
Bermuda,BMU,2002,1.04140996932983
Bermuda,BMU,2003,1.05262005329132
Bermuda,BMU,2011,0.857179999351501
Bermuda,BMU,2012,0.809400022029877
Bermuda,BMU,2013,0.984780013561249
Bhutan,BTN,1978,0.332179993391037
Bhutan,BTN,1979,0.345329999923706
Bhutan,BTN,1993,0.728559970855713
Bhutan,BTN,1994,0.783980011940002
Bhutan,BTN,1998,0.799669981002808
Bhutan,BTN,1999,0.840719997882843
Bhutan,BTN,2000,0.867929995059967
Bhutan,BTN,2001,0.86515998840332
Bhutan,BTN,2006,1.00459003448486
Bhutan,BTN,2008,1.07658004760742
Bhutan,BTN,2009,1.09678995609283
Bhutan,BTN,2010,1.14084005355835
Bhutan,BTN,2011,1.0681300163269
Bhutan,BTN,2012,1.04337000846863
Bhutan,BTN,2013,1.04699003696442
Bhutan,BTN,2014,1.12431001663208
Bolivia,BOL,1990,0.824940025806427
Bolivia,BOL,1991,0.830579996109009
Bolivia,BOL,1992,0.872219979763031
Bolivia,BOL,1993,0.92237001657486
Bolivia,BOL,1994,0.923550009727478
Bolivia,BOL,1995,0.930480003356934
Bolivia,BOL,1996,0.948620021343231
Bolivia,BOL,1997,0.951669991016388
Bolivia,BOL,1998,0.924220025539398
Bolivia,BOL,1999,0.917230010032654
Bolivia,BOL,2000,0.931450009346008
Bolivia,BOL,2001,0.930190026760101
Bolivia,BOL,2002,0.926859974861145
Bolivia,BOL,2003,0.946870028972626
Bolivia,BOL,2006,0.973469972610474
Bolivia,BOL,2007,0.98769998550415
Bolivia,BOL,2008,0.980799973011017
Bosnia and Herzegovina,BIH,2011,1.01115000247955
Bosnia and Herzegovina,BIH,2012,1.01371002197266
Bosnia and Herzegovina,BIH,2013,1.00576996803284
Bosnia and Herzegovina,BIH,2014,1.00356996059418
Botswana,BWA,1970,1.06942999362946
Botswana,BWA,1971,1.12565004825592
Botswana,BWA,1972,1.12465000152588
Botswana,BWA,1979,1.53846001625061
Botswana,BWA,1981,1.39069998264313
Botswana,BWA,1982,1.35623002052307
Botswana,BWA,1983,1.34888005256653
Botswana,BWA,1984,1.24283003807068
Botswana,BWA,1985,1.27066004276276
Botswana,BWA,1986,1.23249995708466
Botswana,BWA,1987,1.22225999832153
Botswana,BWA,1988,1.19544005393982
Botswana,BWA,1989,1.24504995346069
Botswana,BWA,1990,1.21085000038147
Botswana,BWA,1991,1.19327998161316
Botswana,BWA,1992,1.17120003700256
Botswana,BWA,1993,1.15541994571686
Botswana,BWA,1994,1.1686999797821
Botswana,BWA,1995,1.13364994525909
Botswana,BWA,1996,1.11748003959656
Botswana,BWA,1998,1.06610000133514
Botswana,BWA,1999,1.07199001312256
Botswana,BWA,2000,1.05370998382568
Botswana,BWA,2001,1.06412994861603
Botswana,BWA,2002,1.0478800535202
Botswana,BWA,2003,1.052649974823
Botswana,BWA,2004,1.0523099899292
Botswana,BWA,2005,1.08553004264832
Botswana,BWA,2006,1.06930005550385
Botswana,BWA,2007,1.04348003864288
Botswana,BWA,2008,1.03543996810913
Botswana,BWA,2009,1.01426005363464
Botswana,BWA,2012,1.03254997730255
Botswana,BWA,2013,1.03170001506805
Brunei,BRN,1972,0.981400012969971
Brunei,BRN,1973,0.975189983844757
Brunei,BRN,1974,1.01284003257751
Brunei,BRN,1975,0.925539970397949
Brunei,BRN,1976,0.952579975128174
Brunei,BRN,1977,0.979089975357056
Brunei,BRN,1978,1.12009000778198
Brunei,BRN,1979,0.992320001125336
Brunei,BRN,1980,0.954840004444122
Brunei,BRN,1981,1.03118002414703
Brunei,BRN,1982,0.924170017242432
Brunei,BRN,1983,1.07061994075775
Brunei,BRN,1984,0.892620027065277
Brunei,BRN,1986,1.12957000732422
Brunei,BRN,1997,1.01865994930267
Brunei,BRN,1998,0.975499987602234
Brunei,BRN,1999,0.957629978656769
Brunei,BRN,2000,0.952139973640442
Brunei,BRN,2001,0.890799999237061
Brunei,BRN,2002,0.915059983730316
Brunei,BRN,2003,0.91865998506546
Brunei,BRN,2004,0.987959980964661
Brunei,BRN,2005,1.0697900056839
Brunei,BRN,2006,1.01856005191803
Brunei,BRN,2007,1.01218998432159
Brunei,BRN,2008,1.01007997989655
Brunei,BRN,2009,1.00418996810913
Brunei,BRN,2010,0.985729992389679
Brunei,BRN,2011,0.98471999168396
Brunei,BRN,2012,0.98403000831604
Brunei,BRN,2013,0.988579988479614
Brunei,BRN,2014,0.995580017566681
Bulgaria,BGR,1986,1.02179002761841
Bulgaria,BGR,1987,0.989449977874756
Bulgaria,BGR,1988,1.00662004947662
Bulgaria,BGR,1989,1.01345002651215
Bulgaria,BGR,1990,1.00001001358032
Bulgaria,BGR,1991,1.0449800491333
Bulgaria,BGR,1992,0.994189977645874
Bulgaria,BGR,1993,0.997309982776642
Bulgaria,BGR,1994,1.00213003158569
Bulgaria,BGR,1995,0.996829986572266
Bulgaria,BGR,1996,1.00077998638153
Bulgaria,BGR,1997,0.995320022106171
Bulgaria,BGR,1998,0.987789988517761
Bulgaria,BGR,1999,0.976490020751953
Bulgaria,BGR,2000,0.991900026798248
Bulgaria,BGR,2001,0.978799998760223
Bulgaria,BGR,2002,0.984579980373383
Bulgaria,BGR,2003,0.973909974098206
Bulgaria,BGR,2004,0.984920024871826
Bulgaria,BGR,2005,1.00227999687195
Bulgaria,BGR,2006,1.00062000751495
Bulgaria,BGR,2007,0.99278998374939
Bulgaria,BGR,2008,0.981299996376038
Bulgaria,BGR,2009,1.00780999660492
Bulgaria,BGR,2010,1.01042997837067
Bulgaria,BGR,2011,0.998539984226227
Bulgaria,BGR,2012,0.992330014705658
Bulgaria,BGR,2013,0.989359974861145
Bulgaria,BGR,2014,0.997470021247864
Burkina Faso,BFA,1971,0.495469987392426
Burkina Faso,BFA,1972,0.51612001657486
Burkina Faso,BFA,1973,0.541329979896545
Burkina Faso,BFA,1974,0.588460028171539
Burkina Faso,BFA,1975,0.575250029563904
Burkina Faso,BFA,1976,0.56752997636795
Burkina Faso,BFA,1977,0.593970000743866
Burkina Faso,BFA,1978,0.574360013008118
Burkina Faso,BFA,1979,0.563300013542175
Burkina Faso,BFA,1980,0.567070007324219
Burkina Faso,BFA,1981,0.55129998922348
Burkina Faso,BFA,1982,0.557739973068237
Burkina Faso,BFA,1983,0.572709977626801
Burkina Faso,BFA,1984,0.629270017147064
Burkina Faso,BFA,1985,0.57370001077652
Burkina Faso,BFA,1987,0.580789983272552
Burkina Faso,BFA,1988,0.583379983901978
Burkina Faso,BFA,1989,0.582870006561279
Burkina Faso,BFA,1990,0.578350007534027
Burkina Faso,BFA,1991,0.614000022411346
Burkina Faso,BFA,1992,0.688629984855652
Burkina Faso,BFA,1993,0.593110024929047
Burkina Faso,BFA,1994,0.611069977283478
Burkina Faso,BFA,1995,0.700900018215179
Burkina Faso,BFA,1996,0.668910026550293
Burkina Faso,BFA,1999,0.695930004119873
Burkina Faso,BFA,2000,0.699429988861084
Burkina Faso,BFA,2001,0.684230029582977
Burkina Faso,BFA,2002,0.713949978351593
Burkina Faso,BFA,2003,0.744849979877472
Burkina Faso,BFA,2004,0.757160007953644
Burkina Faso,BFA,2005,0.765670001506805
Burkina Faso,BFA,2006,0.788439989089966
Burkina Faso,BFA,2007,0.784160017967224
Burkina Faso,BFA,2008,0.792890012264252
Burkina Faso,BFA,2009,0.856239974498749
Burkina Faso,BFA,2010,0.885190010070801
Burkina Faso,BFA,2012,0.951020002365112
Burkina Faso,BFA,2013,0.997959971427917
Burkina Faso,BFA,2014,1.05190002918243
Burundi,BDI,1971,0.347629994153976
Burundi,BDI,1973,0.438620001077652
Burundi,BDI,1974,0.500050008296967
Burundi,BDI,1975,0.517579972743988
Burundi,BDI,1976,0.550170004367828
Burundi,BDI,1977,0.536239981651306
Burundi,BDI,1978,0.564710021018982
Burundi,BDI,1979,0.591109991073608
Burundi,BDI,1980,0.592679977416992
Burundi,BDI,1981,0.58270001411438
Burundi,BDI,1982,0.594919979572296
Burundi,BDI,1983,0.593699991703033
Burundi,BDI,1984,0.589940011501312
Burundi,BDI,1985,0.568819999694824
Burundi,BDI,1986,0.595099985599518
Burundi,BDI,1987,0.582170009613037
Burundi,BDI,1988,0.612110018730164
Burundi,BDI,1989,0.671999990940094
Burundi,BDI,1990,0.69173002243042
Burundi,BDI,1991,0.85887998342514
Burundi,BDI,1992,0.760919988155365
Burundi,BDI,1993,0.770250022411346
Burundi,BDI,2000,0.827809989452362
Burundi,BDI,2001,0.799059987068176
Burundi,BDI,2002,0.782930016517639
Burundi,BDI,2003,0.73062002658844
Burundi,BDI,2004,0.668879985809326
Burundi,BDI,2005,0.758639991283417
Burundi,BDI,2007,0.825230002403259
Burundi,BDI,2008,0.84400999546051
Burundi,BDI,2009,0.908819973468781
Burundi,BDI,2010,0.930050015449524
Burundi,BDI,2011,0.974439978599548
Burundi,BDI,2012,1.02342998981476
Burundi,BDI,2013,1.07407999038696
Burundi,BDI,2014,1.11873996257782
Cambodia,KHM,1995,0.704670011997223
Cambodia,KHM,1997,0.598559975624084
Cambodia,KHM,1998,0.701799988746643
Cambodia,KHM,1999,0.767920017242432
Cambodia,KHM,2001,0.817719995975494
Cambodia,KHM,2002,0.865689992904663
Cambodia,KHM,2003,0.892920017242432
Cambodia,KHM,2004,0.918049991130829
Cambodia,KHM,2005,0.96477997303009
Cambodia,KHM,2006,0.992550015449524
Cambodia,KHM,2007,1.00123000144958
Cambodia,KHM,2008,1.00182998180389
Cambodia,KHM,2009,1.00214004516602
Cambodia,KHM,2010,1.00352001190186
Cambodia,KHM,2011,0.997430026531219
Cambodia,KHM,2012,0.991469979286194
Cambodia,KHM,2013,0.92646998167038
Cambodia,KHM,2014,0.999979972839355
Cameroon,CMR,1973,0.670849978923798
Cameroon,CMR,1974,0.684440016746521
Cameroon,CMR,1975,0.695270001888275
Cameroon,CMR,1976,0.710919976234436
Cameroon,CMR,1977,0.73088002204895
Cameroon,CMR,1978,0.751640021800995
Cameroon,CMR,1979,0.761080026626587
Cameroon,CMR,1980,0.78710001707077
Cameroon,CMR,1981,0.797079980373383
Cameroon,CMR,1982,0.812189996242523
Cameroon,CMR,1983,0.82532000541687
Cameroon,CMR,1984,0.828760027885437
Cameroon,CMR,1985,0.834569990634918
Cameroon,CMR,1986,0.837580025196075
Cameroon,CMR,1987,0.84485000371933
Cameroon,CMR,1988,0.819180011749268
Cameroon,CMR,1990,0.929809987545013
Cameroon,CMR,1991,0.863250017166138
Cameroon,CMR,1999,0.838490009307861
Cameroon,CMR,2000,0.869090020656586
Cameroon,CMR,2003,0.856270015239716
Cameroon,CMR,2004,0.837499976158142
Cameroon,CMR,2006,0.850589990615845
Cameroon,CMR,2007,0.829919993877411
Cameroon,CMR,2008,0.844410002231598
Cameroon,CMR,2009,0.84510999917984
Cameroon,CMR,2010,0.853349983692169
Cameroon,CMR,2011,0.85699999332428
Cameroon,CMR,2012,0.867470026016235
Cameroon,CMR,2014,0.885599970817566
Canada,CAN,1998,1.00783002376556
Canada,CAN,1999,1.00836002826691
Canada,CAN,2000,1.00144994258881
Canada,CAN,2006,0.987219989299774
Cape Verde,CPV,1974,1.60780000686646
Cape Verde,CPV,1975,1.2163599729538
Cape Verde,CPV,1977,1.16958999633789
Cape Verde,CPV,1978,0.968550026416779
Cape Verde,CPV,1979,1.24068999290466
Cape Verde,CPV,1980,0.786499977111816
Cape Verde,CPV,1981,0.845929980278015
Cape Verde,CPV,1982,0.920539975166321
Cape Verde,CPV,1983,0.785340011119843
Cape Verde,CPV,1984,0.917680025100708
Cape Verde,CPV,1985,0.870469987392426
Cape Verde,CPV,1986,0.974560022354126
Cape Verde,CPV,1987,0.977299988269806
Cape Verde,CPV,1988,0.986220002174377
Cape Verde,CPV,1990,0.97351998090744
Cape Verde,CPV,1994,0.952679991722107
Cape Verde,CPV,1998,1.04384994506836
Cape Verde,CPV,2000,1.04367995262146
Cape Verde,CPV,2001,1.03222000598907
Cape Verde,CPV,2002,1.02163994312286
Cape Verde,CPV,2003,1.05256998538971
Cape Verde,CPV,2004,1.01733005046844
Cape Verde,CPV,2005,1.09370994567871
Cape Verde,CPV,2006,1.08038997650146
Cape Verde,CPV,2007,1.06278002262115
Cape Verde,CPV,2008,1.05681002140045
Cape Verde,CPV,2009,1.00530004501343
Cape Verde,CPV,2010,0.990970015525818
Cape Verde,CPV,2011,1.04596996307373
Cape Verde,CPV,2012,1.00571000576019
Cape Verde,CPV,2013,1.00163996219635
Cape Verde,CPV,2014,0.968110024929047
Central African Republic,CAF,1971,0.249349996447563
Central African Republic,CAF,1972,0.331099987030029
Central African Republic,CAF,1973,0.314170002937317
Central African Republic,CAF,1974,0.338669985532761
Central African Republic,CAF,1975,0.308820009231567
Central African Republic,CAF,1976,0.428270012140274
Central African Republic,CAF,1978,0.313329994678497
Central African Republic,CAF,1981,0.4307000041008
Central African Republic,CAF,1982,0.422179996967316
Central African Republic,CAF,1983,0.409900009632111
Central African Republic,CAF,1986,0.548200011253357
Central African Republic,CAF,1987,0.533800005912781
Central African Republic,CAF,1988,0.54628998041153
Central African Republic,CAF,1989,0.501309990882874
Central African Republic,CAF,1990,0.44922000169754
Central African Republic,CAF,1991,0.527499973773956
Central African Republic,CAF,1992,0.51104998588562
Central African Republic,CAF,2004,0.57344001531601
Central African Republic,CAF,2005,0.58815997838974
Central African Republic,CAF,2006,0.622609972953796
Central African Republic,CAF,2008,0.585510015487671
Central African Republic,CAF,2009,0.608640015125275
Central African Republic,CAF,2010,0.575360000133514
Central African Republic,CAF,2011,0.616720020771027
Central African Republic,CAF,2012,0.632879972457886
Chad,TCD,1976,0.263729989528656
Chad,TCD,1977,0.260969996452332
Chad,TCD,1988,0.203260004520416
Chad,TCD,1989,0.227439999580383
Chad,TCD,1990,0.237509995698929
Chad,TCD,1991,0.24329000711441
