Entity,Code,Year, ($)
Belarus,BLR,1987,5.609028
Belarus,BLR,1990,4.240059
Belarus,BLR,1993,1.420288
Belarus,BLR,1996,23.956264
Belarus,BLR,1999,179.638692
Belarus,BLR,2002,31.486287
Belarus,BLR,2005,4.689447
Belarus,BLR,2008,0
Belarus,BLR,2010,0
Belarus,BLR,2011,0
Belarus,BLR,2012,0
Belarus,BLR,2013,0
Belize,BLZ,1981,6.761625
Belize,BLZ,1984,9.575848
Belize,BLZ,1987,9.950338
Belize,BLZ,1990,8.1562535
Belize,BLZ,1993,6.96274
Belize,BLZ,1996,7.8205995
Belize,BLZ,1999,10.352568
Belize,BLZ,2002,9.574461
Belize,BLZ,2005,11.16535
Belize,BLZ,2008,13.8665325
Belize,BLZ,2010,13.492736
Belize,BLZ,2011,13.5253305
Belize,BLZ,2012,13.699399
Belize,BLZ,2013,13.157082
Benin,BEN,1981,531.688419
Benin,BEN,1984,612.477008
Benin,BEN,1987,680.30963
Benin,BEN,1990,753.8345
Benin,BEN,1993,816.51303
Benin,BEN,1996,872.594988
Benin,BEN,1999,853.039675
Benin,BEN,2002,836.0884545
Benin,BEN,2005,987.07242
Benin,BEN,2008,1066.227123
Benin,BEN,2010,1226.044892
Benin,BEN,2011,1292.052915
Benin,BEN,2012,1294.268648
Benin,BEN,2013,1233.853008
Bhutan,BTN,1981,222.035121
Bhutan,BTN,1984,222.541376
Bhutan,BTN,1987,214.603575
Bhutan,BTN,1990,197.580924
Bhutan,BTN,1993,154.309298
Bhutan,BTN,1996,115.1952045
Bhutan,BTN,1999,86.65976
Bhutan,BTN,2002,58.62849
Bhutan,BTN,2005,20.19472
Bhutan,BTN,2008,4.2587835
Bhutan,BTN,2010,5.542452
Bhutan,BTN,2011,3.948789
Bhutan,BTN,2012,2.104079
Bhutan,BTN,2013,1.1962875
Bolivia,BOL,1981,36.0349535
Bolivia,BOL,1984,82.778934
Bolivia,BOL,1987,67.20015
Bolivia,BOL,1990,71.36115
Bolivia,BOL,1993,252.5914245
Bolivia,BOL,1996,493.622204
Bolivia,BOL,1999,870.212122
Bolivia,BOL,2002,848.8266625
Bolivia,BOL,2005,695.215719
Bolivia,BOL,2008,400.12176
Bolivia,BOL,2010,343.976
Bolivia,BOL,2011,255.15252
Bolivia,BOL,2012,344.41984
Bolivia,BOL,2013,274.0712
Bosnia and Herzegovina,BIH,1981,4.3586475
Bosnia and Herzegovina,BIH,1984,3.894696
Bosnia and Herzegovina,BIH,1987,3.736578
Bosnia and Herzegovina,BIH,1990,3.769866
Bosnia and Herzegovina,BIH,1993,4.306635
Bosnia and Herzegovina,BIH,1996,8.7193755
Bosnia and Herzegovina,BIH,1999,3.932145
Bosnia and Herzegovina,BIH,2002,2.642235
Bosnia and Herzegovina,BIH,2005,1.062442
Bosnia and Herzegovina,BIH,2008,0.532608
Bosnia and Herzegovina,BIH,2010,0.532608
Bosnia and Herzegovina,BIH,2011,0.531221
Bosnia and Herzegovina,BIH,2012,0.531221
Bosnia and Herzegovina,BIH,2013,0.529834
Botswana,BWA,1981,181.290609
Botswana,BWA,1984,153.769755
Botswana,BWA,1987,145.05246
Botswana,BWA,1990,122.308434
Botswana,BWA,1993,139.497525
Botswana,BWA,1996,139.790182
Botswana,BWA,1999,129.735819
Botswana,BWA,2002,143.6259305
Botswana,BWA,2005,117.38181
Botswana,BWA,2008,72.8181935
Botswana,BWA,2010,74.211435
Botswana,BWA,2011,69.282037
Botswana,BWA,2012,66.471975
Botswana,BWA,2013,57.903089
Brazil,BRA,1981,8546.232823
Brazil,BRA,1984,11221.63446
Brazil,BRA,1987,7369.147644
Brazil,BRA,1990,8593.946316
Brazil,BRA,1993,9368.169716
Brazil,BRA,1996,7038.62277
Brazil,BRA,1999,6472.286398
Brazil,BRA,2002,6064.459853
Brazil,BRA,2005,5071.582144
Brazil,BRA,2008,3944.131454
Brazil,BRA,2010,3980.571412
Brazil,BRA,2011,4074.476166
Brazil,BRA,2012,3481.03712
Brazil,BRA,2013,3923.824387
Bulgaria,BGR,1981,3.699129
Bulgaria,BGR,1984,3.10688
Bulgaria,BGR,1987,3.1103475
Bulgaria,BGR,1990,4.233124
Bulgaria,BGR,1993,11.1604955
Bulgaria,BGR,1996,10.435788
Bulgaria,BGR,1999,33.023083
Bulgaria,BGR,2002,14.190397
Bulgaria,BGR,2005,6.977997
Bulgaria,BGR,2008,19.2189655
Bulgaria,BGR,2010,31.81778
Bulgaria,BGR,2011,47.4041925
Bulgaria,BGR,2012,39.0350345
Bulgaria,BGR,2013,39.325611
Burkina Faso,BFA,1981,2526.066122
Burkina Faso,BFA,1984,2718.601833
Burkina Faso,BFA,1987,2788.67446
Burkina Faso,BFA,1990,3034.094401
Burkina Faso,BFA,1993,3191.587558
Burkina Faso,BFA,1996,3260.669173
Burkina Faso,BFA,1999,2859.18954
Burkina Faso,BFA,2002,2471.70335
Burkina Faso,BFA,2005,2087.508511
Burkina Faso,BFA,2008,2003.552014
Burkina Faso,BFA,2010,1869.797363
Burkina Faso,BFA,2011,1701.539006
Burkina Faso,BFA,2012,1524.434363
Burkina Faso,BFA,2013,1447.456556
Burundi,BDI,1981,1147.359688
Burundi,BDI,1984,1334.133108
Burundi,BDI,1987,1323.249319
Burundi,BDI,1990,1448.057127
Burundi,BDI,1993,1607.32495
Burundi,BDI,1996,1891.58852
Burundi,BDI,1999,2035.636098
Burundi,BDI,2002,1943.481044
Burundi,BDI,2005,1960.005762
Burundi,BDI,2008,1942.042725
Burundi,BDI,2010,2079.68167
Burundi,BDI,2011,2131.181674
Burundi,BDI,2012,2184.771886
Burundi,BDI,2013,2221.84917
Cambodia,KHM,1981,555.4179085
Cambodia,KHM,1984,540.006258
Cambodia,KHM,1987,518.8122045
Cambodia,KHM,1990,491.7518345
Cambodia,KHM,1993,469.274806
Cambodia,KHM,1996,432.558142
Cambodia,KHM,1999,433.529042
Cambodia,KHM,2002,408.022112
Cambodia,KHM,2005,293.749956
Cambodia,KHM,2008,178.7184175
Cambodia,KHM,2010,64.73129
Cambodia,KHM,2011,55.6499075
Cambodia,KHM,2012,28.796894
Cambodia,KHM,2013,23.007556
Cameroon,CMR,1981,435.76766
Cameroon,CMR,1984,338.003578
Cameroon,CMR,1987,338.099281
Cameroon,CMR,1990,766.741922
Cameroon,CMR,1993,1473.216614
Cameroon,CMR,1996,1518.437668
Cameroon,CMR,1999,906.7463955
Cameroon,CMR,2002,742.436134
Cameroon,CMR,2005,950.530518
Cameroon,CMR,2008,1187.532063
Cameroon,CMR,2010,1415.065252
Cameroon,CMR,2011,1416.337824
Cameroon,CMR,2012,1387.959804
Cameroon,CMR,2013,1303.062921
Cape Verde,CPV,1981,63.391448
Cape Verde,CPV,1984,60.840755
Cape Verde,CPV,1987,55.391232
Cape Verde,CPV,1990,53.901594
Cape Verde,CPV,1993,49.26624
Cape Verde,CPV,1996,30.34756
Cape Verde,CPV,1999,18.9360175
Cape Verde,CPV,2002,14.068341
Cape Verde,CPV,2005,9.843539
Cape Verde,CPV,2008,5.392656
Cape Verde,CPV,2010,5.708892
Cape Verde,CPV,2011,5.2706
Cape Verde,CPV,2012,5.305275
Cape Verde,CPV,2013,5.446749
Central African Republic,CAF,1981,852.938424
Central African Republic,CAF,1984,937.39008
Central African Republic,CAF,1987,1031.945338
Central African Republic,CAF,1990,1130.360616
Central African Republic,CAF,1993,1266.49536
Central African Republic,CAF,1996,1169.756964
Central African Republic,CAF,1999,987.9566325
Central African Republic,CAF,2002,820.740606
Central African Republic,CAF,2005,876.780954
Central African Republic,CAF,2008,981.873944
Central African Republic,CAF,2010,1009.342092
Central African Republic,CAF,2011,1015.978887
Central African Republic,CAF,2012,1014.056505
Central African Republic,CAF,2013,1545.000105
Chad,TCD,1981,1278.814
Chad,TCD,1984,1177.773824
Chad,TCD,1987,1221.597476
Chad,TCD,1990,1263.537582
Chad,TCD,1993,1578.62792
Chad,TCD,1996,1681.010712
Chad,TCD,1999,1844.454792
Chad,TCD,2002,1898.04015
Chad,TCD,2005,953.952247
Chad,TCD,2008,1229.141369
Chad,TCD,2010,1179.303685
Chad,TCD,2011,1304.244645
Chad,TCD,2012,1245.570384
Chad,TCD,2013,1244.815163
Chile,CHL,1981,174.72039
Chile,CHL,1984,283.541636
Chile,CHL,1987,267.211098
Chile,CHL,1990,246.951189
Chile,CHL,1993,160.548024
Chile,CHL,1996,121.83408
Chile,CHL,1999,145.44082
Chile,CHL,2002,125.013084
Chile,CHL,2005,84.85666
Chile,CHL,2008,81.9821025
Chile,CHL,2010,76.721905
Chile,CHL,2011,59.641
Chile,CHL,2012,56.6818355
Chile,CHL,2013,54.862785
China,CHN,1981,297692.5666
China,CHN,1984,211470.136
China,CHN,1987,163362.1721
China,CHN,1990,191853.8644
China,CHN,1993,168107.9424
China,CHN,1996,110105.9686
China,CHN,1999,114938.9576
China,CHN,2002,90838.04202
China,CHN,2005,44664.01311
China,CHN,2008,35551.82118
China,CHN,2010,24676.87014
China,CHN,2011,16405.91313
China,CHN,2012,12832.93317
China,CHN,2013,3294.700605
Colombia,COL,1981,923.063757
Colombia,COL,1984,1003.976483
Colombia,COL,1987,1044.488672
Colombia,COL,1990,1076.610899
Colombia,COL,1993,1338.08051
Colombia,COL,1996,2301.00526
Colombia,COL,1999,2949.300156
Colombia,COL,2002,1703.781785
Colombia,COL,2005,1116.804078
Colombia,COL,2008,1388.76149
Colombia,COL,2010,945.811944
Colombia,COL,2011,811.070442
Colombia,COL,2012,942.82712
Colombia,COL,2013,814.191192
Comoros,COM,1981,6.036224
Comoros,COM,1984,5.4613125
Comoros,COM,1987,6.509191
Comoros,COM,1990,8.272068
Comoros,COM,1993,9.7055325
Comoros,COM,1996,14.408156
Comoros,COM,1999,15.9151315
Comoros,COM,2002,14.399834
Comoros,COM,2005,15.564914
Comoros,COM,2008,18.4464065
Comoros,COM,2010,19.660725
Comoros,COM,2011,20.172528
Comoros,COM,2012,20.148949
Comoros,COM,2013,20.18085
Congo,COG,1981,262.496685
Congo,COG,1984,188.364309
Congo,COG,1987,272.49002
Congo,COG,1990,309.1172225
Congo,COG,1993,354.446463
Congo,COG,1996,417.68118
Congo,COG,1999,503.472678
Congo,COG,2002,481.326449
Congo,COG,2005,483.99365
Congo,COG,2008,532.5490525
Congo,COG,2010,418.301169
Congo,COG,2011,430.766138
Congo,COG,2012,434.6643015
Congo,COG,2013,438.7074065
Costa Rica,CRI,1981,278.4783925
Costa Rica,CRI,1984,166.0239
Costa Rica,CRI,1987,121.6100795
Costa Rica,CRI,1990,113.727065
Costa Rica,CRI,1993,105.622824
Costa Rica,CRI,1996,105.35652
Costa Rica,CRI,1999,79.8322525
Costa Rica,CRI,2002,96.856984
Costa Rica,CRI,2005,59.8317125
Costa Rica,CRI,2008,47.6191775
Costa Rica,CRI,2010,23.0346025
Costa Rica,CRI,2011,21.37367
Costa Rica,CRI,2012,21.92847
Costa Rica,CRI,2013,19.59831
Cote d'Ivoire,CIV,1981,80.197727
Cote d'Ivoire,CIV,1984,138.8976475
Cote d'Ivoire,CIV,1987,110.009905
Cote d'Ivoire,CIV,1990,319.8720205
Cote d'Ivoire,CIV,1993,610.4187
Cote d'Ivoire,CIV,1996,556.11765
Cote d'Ivoire,CIV,1999,807.021789
Cote d'Ivoire,CIV,2002,840.4491825
Cote d'Ivoire,CIV,2005,1127.812004
Cote d'Ivoire,CIV,2008,1375.75143
Cote d'Ivoire,CIV,2010,1418.351748
Cote d'Ivoire,CIV,2011,1638.61567
Cote d'Ivoire,CIV,2012,1460.35843
Cote d'Ivoire,CIV,2013,1331.420136
Croatia,HRV,1981,1.5985175
Croatia,HRV,1984,1.62279
Croatia,HRV,1987,1.643595
Croatia,HRV,1990,4.640902
Croatia,HRV,1993,8.0446
Croatia,HRV,1996,10.586971
Croatia,HRV,1999,7.57302
Croatia,HRV,2002,0.923742
Croatia,HRV,2005,0
Croatia,HRV,2008,0
Croatia,HRV,2010,0
Croatia,HRV,2011,15.137718
Croatia,HRV,2012,16.8790965
Croatia,HRV,2013,16.839567
Czech Republic,CZE,1981,0
Czech Republic,CZE,1984,0
Czech Republic,CZE,1987,0
Czech Republic,CZE,1990,0
Czech Republic,CZE,1993,0.7163855
Czech Republic,CZE,1996,10.73538
Czech Republic,CZE,1999,6.416262
Czech Republic,CZE,2002,2.82948
Czech Republic,CZE,2005,0
Czech Republic,CZE,2008,2.879412
Czech Republic,CZE,2010,1.452189
Czech Republic,CZE,2011,4.36905
Czech Republic,CZE,2012,5.830948
Czech Republic,CZE,2013,5.830948
Democratic Republic of Congo,COD,1981,4836.115315
Democratic Republic of Congo,COD,1984,5309.80841
Democratic Republic of Congo,COD,1987,5816.223608
Democratic Republic of Congo,COD,1990,7925.612044
Democratic Republic of Congo,COD,1993,13633.46865
Democratic Republic of Congo,COD,1996,16588.57409
Democratic Republic of Congo,COD,1999,19939.82754
Democratic Republic of Congo,COD,2002,23325.94393
Democratic Republic of Congo,COD,2005,24579.90844
Democratic Republic of Congo,COD,2008,22851.45678
Democratic Republic of Congo,COD,2010,22590.31866
Democratic Republic of Congo,COD,2011,21442.79045
Democratic Republic of Congo,COD,2012,20132.1455
Democratic Republic of Congo,COD,2013,19144.25821
Djibouti,DJI,1981,0.6928065
Djibouti,DJI,1984,1.49796
Djibouti,DJI,1987,3.737965
Djibouti,DJI,1990,9.247129
Djibouti,DJI,1993,17.176608
Djibouti,DJI,1996,25.648404
Djibouti,DJI,1999,29.8877695
Djibouti,DJI,2002,31.3635375
Djibouti,DJI,2005,36.729147
Djibouti,DJI,2008,39.883185
Djibouti,DJI,2010,43.170375
Djibouti,DJI,2011,44.797326
Djibouti,DJI,2012,46.2737875
Djibouti,DJI,2013,44.790391
Dominican Republic,DOM,1981,680.523228
Dominican Republic,DOM,1984,702.3941375
Dominican Republic,DOM,1987,706.490642
Dominican Republic,DOM,1990,588.556806
Dominican Republic,DOM,1993,82.329546
Dominican Republic,DOM,1996,103.579773
Dominican Republic,DOM,1999,111.077895
Dominican Republic,DOM,2002,119.4102975
Dominican Republic,DOM,2005,108.294186
Dominican Republic,DOM,2008,64.847798
Dominican Republic,DOM,2010,41.1939
Dominican Republic,DOM,2011,50.081796
Dominican Republic,DOM,2012,47.912528
Dominican Republic,DOM,2013,39.923408
Ecuador,ECU,1981,539.486133
Ecuador,ECU,1984,633.687012
Ecuador,ECU,1987,656.1897
Ecuador,ECU,1990,668.357851
Ecuador,ECU,1993,626.4905625
Ecuador,ECU,1996,590.495832
Ecuador,ECU,1999,839.30144
Ecuador,ECU,2002,687.9610155
Ecuador,ECU,2005,541.229592
Ecuador,ECU,2008,396.83457
Ecuador,ECU,2010,295.0877175
Ecuador,ECU,2011,272.657847
Ecuador,ECU,2012,263.066742
Ecuador,ECU,2013,186.795612
El Salvador,SLV,1981,336.66651
El Salvador,SLV,1984,375.126633
El Salvador,SLV,1987,395.3955575
El Salvador,SLV,1990,389.9377125
El Salvador,SLV,1993,363.126309
El Salvador,SLV,1996,362.972352
El Salvador,SLV,1999,357.151113
El Salvador,SLV,2002,225.524813
El Salvador,SLV,2005,142.3582125
El Salvador,SLV,2008,82.8039
El Salvador,SLV,2010,97.597642
El Salvador,SLV,2011,44.547666
El Salvador,SLV,2012,41.253541
El Salvador,SLV,2013,31.253271
Estonia,EST,1981,0.5166575
Estonia,EST,1984,0.52706
Estonia,EST,1987,0.5374625
Estonia,EST,1990,2.830867
Estonia,EST,1993,5.0632435
Estonia,EST,1996,0.787816
Estonia,EST,1999,1.818357
Estonia,EST,2002,2.87109
Estonia,EST,2005,8.61327
Estonia,EST,2008,3.903018
Estonia,EST,2010,9.1313145
Estonia,EST,2011,10.7915535
Estonia,EST,2012,11.076582
Estonia,EST,2013,11.076582
Ethiopia,ETH,1981,4657.788032
Ethiopia,ETH,1984,5403.31995
Ethiopia,ETH,1987,5860.468908
Ethiopia,ETH,1990,7379.175654
Ethiopia,ETH,1993,10399.58175
Ethiopia,ETH,1996,9079.390768
Ethiopia,ETH,1999,7954.816023
Ethiopia,ETH,2002,6306.958078
Ethiopia,ETH,2005,4468.151844
Ethiopia,ETH,2008,5064.444642
Ethiopia,ETH,2010,5471.129686
Ethiopia,ETH,2011,5060.214292
Ethiopia,ETH,2012,4424.216538
Ethiopia,ETH,2013,3659.216688
Fiji,FJI,1981,8.564725
Fiji,FJI,1984,13.01006
Fiji,FJI,1987,16.97688
Fiji,FJI,1990,11.13761
Fiji,FJI,1993,10.80473
Fiji,FJI,1996,8.005764
Fiji,FJI,1999,6.853167
Fiji,FJI,2002,6.312237
Fiji,FJI,2005,4.663094
Fiji,FJI,2008,4.602066
Fiji,FJI,2010,4.711639
Fiji,FJI,2011,5.6111085
Fiji,FJI,2012,5.430105
Fiji,FJI,2013,4.5771
Gabon,GAB,1981,4.265025
Gabon,GAB,1984,4.3253595
Gabon,GAB,1987,13.304104
Gabon,GAB,1990,8.037665
Gabon,GAB,1993,9.143104
Gabon,GAB,1996,8.467635
Gabon,GAB,1999,12.15012
Gabon,GAB,2002,16.5503775
Gabon,GAB,2005,17.705055
Gabon,GAB,2008,23.651124
Gabon,GAB,2010,22.641388
Gabon,GAB,2011,19.942286
Gabon,GAB,2012,18.534481
Gabon,GAB,2013,16.93527
Gambia,GMB,1981,144.3097215
Gambia,GMB,1984,157.722705
Gambia,GMB,1987,195.567
Gambia,GMB,1990,223.817416
Gambia,GMB,1993,246.0628155
Gambia,GMB,1996,281.415365
Gambia,GMB,1999,208.461939
Gambia,GMB,2002,263.7331955
Gambia,GMB,2005,181.652616
Gambia,GMB,2008,198.700233
Gambia,GMB,2010,191.507251
Gambia,GMB,2011,224.2779
Gambia,GMB,2012,223.180783
Gambia,GMB,2013,225.5213455
Georgia,GEO,1981,11.2347
Georgia,GEO,1984,4.165161
Georgia,GEO,1987,6.57438
Georgia,GEO,1990,73.89936
Georgia,GEO,1993,662.2890325
Georgia,GEO,1996,38.768037
Georgia,GEO,1999,214.79082
Georgia,GEO,2002,167.81313
Georgia,GEO,2005,156.330157
Georgia,GEO,2008,138.622328
Georgia,GEO,2010,174.7016655
Georgia,GEO,2011,166.021126
Georgia,GEO,2012,133.867692
Georgia,GEO,2013,88.080048
Ghana,GHA,1981,881.449596
Ghana,GHA,1984,1290.792132
Ghana,GHA,1987,1263.900976
Ghana,GHA,1990,1482.316721
Ghana,GHA,1993,1657.244467
Ghana,GHA,1996,1565.822443
Ghana,GHA,1999,1400.843647
Ghana,GHA,2002,1413.609595
Ghana,GHA,2005,1308.355713
Ghana,GHA,2008,1120.757028
Ghana,GHA,2010,1010.268608
Ghana,GHA,2011,821.2253625
Ghana,GHA,2012,733.276386
Ghana,GHA,2013,678.509304
Guatemala,GTM,1981,1076.251666
Guatemala,GTM,1984,1317.088959
Guatemala,GTM,1987,1343.620188
Guatemala,GTM,1990,1105.963286
Guatemala,GTM,1993,800.719261
Guatemala,GTM,1996,534.9291445
Guatemala,GTM,1999,351.329874
Guatemala,GTM,2002,336.1151775
Guatemala,GTM,2005,361.043035
Guatemala,GTM,2008,366.9481875
Guatemala,GTM,2010,410.653251
Guatemala,GTM,2011,417.487
Guatemala,GTM,2012,383.72742
Guatemala,GTM,2013,343.840074
Guinea,GIN,1981,2020.399903
Guinea,GIN,1984,2167.560603
Guinea,GIN,1987,2347.937179
Guinea,GIN,1990,2598.155447
Guinea,GIN,1993,1715.069884
Guinea,GIN,1996,1205.08108
Guinea,GIN,1999,1420.50992
Guinea,GIN,2002,1627.461416
Guinea,GIN,2005,1641.664296
Guinea,GIN,2008,1471.233897
Guinea,GIN,2010,1242.285275
Guinea,GIN,2011,1042.535776
Guinea,GIN,2012,833.962877
Guinea,GIN,2013,866.0254625
Guinea-Bissau,GNB,1981,155.904348
Guinea-Bissau,GNB,1984,160.653436
Guinea-Bissau,GNB,1987,173.6322885
Guinea-Bissau,GNB,1990,170.766053
Guinea-Bissau,GNB,1993,222.3229235
Guinea-Bissau,GNB,1996,161.617401
Guinea-Bissau,GNB,1999,218.643906
Guinea-Bissau,GNB,2002,177.0026985
Guinea-Bissau,GNB,2005,233.88981
Guinea-Bissau,GNB,2008,298.160616
Guinea-Bissau,GNB,2010,345.1126465
Guinea-Bissau,GNB,2011,327.4075915
Guinea-Bissau,GNB,2012,355.291146
Guinea-Bissau,GNB,2013,375.078088
Guyana,GUY,1981,58.292836
Guyana,GUY,1984,84.8518055
Guyana,GUY,1987,75.1580625
Guyana,GUY,1990,82.3878
Guyana,GUY,1993,54.575676
Guyana,GUY,1996,28.249029
Guyana,GUY,1999,24.427844
Guyana,GUY,2002,23.760697
Guyana,GUY,2005,23.60674
Guyana,GUY,2008,18.6724875
Guyana,GUY,2010,16.2799125
Guyana,GUY,2011,14.863092
Guyana,GUY,2012,13.492736
Guyana,GUY,2013,12.12238
Haiti,HTI,1981,1275.833337
Haiti,HTI,1984,1333.717008
Haiti,HTI,1987,1389.543758
Haiti,HTI,1990,1441.210895
Haiti,HTI,1993,1488.285675
Haiti,HTI,1996,1533.796613
Haiti,HTI,1999,1572.858
Haiti,HTI,2002,1740.940902
Haiti,HTI,2005,1919.479009
Haiti,HTI,2008,1964.274255
Haiti,HTI,2010,2113.0945
Haiti,HTI,2011,2063.918415
Haiti,HTI,2012,2062.337235
Haiti,HTI,2013,2040.487131
Honduras,HND,1981,430.143375
Honduras,HND,1984,481.128108
Honduras,HND,1987,536.769
Honduras,HND,1990,704.77631
Honduras,HND,1993,326.144728
Honduras,HND,1996,529.173788
Honduras,HND,1999,548.304679
Honduras,HND,2002,682.022575
Honduras,HND,2005,664.639304
Honduras,HND,2008,317.19303
Honduras,HND,2010,280.8675
Honduras,HND,2011,416.416236
Honduras,HND,2012,496.511325
Honduras,HND,2013,417.008485
Hungary,HUN,1981,4.456431
Hungary,HUN,1984,4.439787
Hungary,HUN,1987,4.414821
Hungary,HUN,1990,4.314957
Hungary,HUN,1993,11.495456
Hungary,HUN,1996,16.4449655
Hungary,HUN,1999,0.710144
Hungary,HUN,2002,0
Hungary,HUN,2005,0
Hungary,HUN,2008,2.088822
Hungary,HUN,2010,5.548
Hungary,HUN,2011,4.148517
Hungary,HUN,2012,14.446992
Hungary,HUN,2013,14.4033015
India,IND,1981,74871.38902
India,IND,1984,72915.11013
India,IND,1987,65742.88458
India,IND,1990,59832.72501
India,IND,1993,68280.01272
India,IND,1996,66691.31379
India,IND,1999,66895.10432
India,IND,2002,68346.62756
India,IND,2005,63884.22483
India,IND,2008,56700.47747
India,IND,2010,47123.39158
India,IND,2011,35815.41221
India,IND,2012,34526.2068
India,IND,2013,28572.13065
Indonesia,IDN,1981,33180.89725
Indonesia,IDN,1984,29870.35988
Indonesia,IDN,1987,29737.96032
Indonesia,IDN,1990,21642.52608
Indonesia,IDN,1993,22582.03966
Indonesia,IDN,1996,17151.18498
Indonesia,IDN,1999,13745.7248
Indonesia,IDN,2002,6482.082085
Indonesia,IDN,2005,6950.863813
Indonesia,IDN,2008,7100.16396
Indonesia,IDN,2010,4875.895169
Indonesia,IDN,2011,4006.707346
Indonesia,IDN,2012,3285.500634
Indonesia,IDN,2013,2613.836175
Iran,IRN,1981,803.106288
Iran,IRN,1984,463.1338635
Iran,IRN,1987,908.09664
Iran,IRN,1990,592.099204
Iran,IRN,1993,244.70841
Iran,IRN,1996,259.3627585
Iran,IRN,1999,256.072101
Iran,IRN,2002,281.6997
Iran,IRN,2005,262.592388
Iran,IRN,2008,55.3295105
Iran,IRN,2010,15.4477125
Iran,IRN,2011,10.427466
Iran,IRN,2012,10.563392
Iran,IRN,2013,16.0510575
Jamaica,JAM,1981,32.95512
Jamaica,JAM,1984,37.632084
Jamaica,JAM,1987,35.3650325
Jamaica,JAM,1990,14.585692
Jamaica,JAM,1993,43.318784
Jamaica,JAM,1996,14.273617
Jamaica,JAM,1999,12.832524
Jamaica,JAM,2002,13.263881
Jamaica,JAM,2005,6.591024
Jamaica,JAM,2008,6.1104285
Jamaica,JAM,2010,7.835163
Jamaica,JAM,2011,7.4898
Jamaica,JAM,2012,7.893417
Jamaica,JAM,2013,7.7054785
Kazakhstan,KAZ,1981,1.018058
Kazakhstan,KAZ,1984,1.0548135
Kazakhstan,KAZ,1987,1.09573
Kazakhstan,KAZ,1990,1.1338725
Kazakhstan,KAZ,1993,109.8510935
Kazakhstan,KAZ,1996,189.082775
Kazakhstan,KAZ,1999,266.0966435
Kazakhstan,KAZ,2002,145.306281
Kazakhstan,KAZ,2005,4.20261
Kazakhstan,KAZ,2008,1.0867145
Kazakhstan,KAZ,2010,2.263584
Kazakhstan,KAZ,2011,1.148436
Kazakhstan,KAZ,2012,1.1643865
