Entity,Code,Year,"School life expectancy, primary, gender parity index (GPI) (GPI)"
Albania,ALB,1991,0.990499973297119
Albania,ALB,1992,1.00133001804352
Albania,ALB,1993,1.01945996284485
Albania,ALB,1994,0.973990023136139
Albania,ALB,1995,0.957090020179749
Albania,ALB,1996,0.963649988174438
Albania,ALB,1997,0.956799983978271
Albania,ALB,1998,0.959590017795563
Albania,ALB,1999,0.969229996204376
Albania,ALB,2000,0.982850015163422
Albania,ALB,2001,0.998449981212616
Albania,ALB,2002,0.978240013122559
Albania,ALB,2003,0.992380023002625
Albania,ALB,2004,0.998239994049072
Albania,ALB,2005,0.991289973258972
Albania,ALB,2006,0.995440006256104
Albania,ALB,2007,0.991900026798248
Albania,ALB,2008,0.984889984130859
Albania,ALB,2009,0.975239992141724
Albania,ALB,2010,0.976570010185242
Albania,ALB,2011,0.972559988498688
Albania,ALB,2012,0.97325998544693
Albania,ALB,2013,0.97393000125885
Albania,ALB,2014,0.979160010814667
Algeria,DZA,1971,0.627160012722015
Algeria,DZA,1972,0.655920028686523
Algeria,DZA,1973,0.663869976997375
Algeria,DZA,1974,0.672259986400604
Algeria,DZA,1975,0.680329978466034
Algeria,DZA,1976,0.692110002040863
Algeria,DZA,1977,0.709529995918274
Algeria,DZA,1978,0.715870022773743
Algeria,DZA,1979,0.730679988861084
Algeria,DZA,1980,0.74057000875473
Algeria,DZA,1981,0.74905002117157
Algeria,DZA,1982,0.754289984703064
Algeria,DZA,1983,0.76282000541687
Algeria,DZA,1984,0.769559979438782
Algeria,DZA,1985,0.782039999961853
Algeria,DZA,1986,0.799120008945465
Algeria,DZA,1987,0.814760029315948
Algeria,DZA,1988,0.82371997833252
Algeria,DZA,1989,0.832660019397736
Algeria,DZA,1990,0.837289988994598
Algeria,DZA,1991,0.842689990997314
Algeria,DZA,1992,0.852819979190826
Algeria,DZA,1993,0.860880017280579
Algeria,DZA,1994,0.872309982776642
Algeria,DZA,1995,0.88086998462677
Algeria,DZA,1996,0.890739977359772
Algeria,DZA,1997,0.898029983043671
Algeria,DZA,1998,0.906690001487732
Algeria,DZA,1999,0.91254997253418
Algeria,DZA,2000,0.917209982872009
Algeria,DZA,2001,0.919409990310669
Algeria,DZA,2002,0.926509976387024
Algeria,DZA,2003,0.926620006561279
Algeria,DZA,2004,0.929759979248047
Algeria,DZA,2005,0.930169999599457
Algeria,DZA,2006,0.932229995727539
Algeria,DZA,2007,0.939140021800995
Algeria,DZA,2008,0.940819978713989
Algeria,DZA,2009,0.936559975147247
Algeria,DZA,2010,0.935620009899139
Algeria,DZA,2011,0.933770000934601
Algeria,DZA,2012,0.936919987201691
Algeria,DZA,2013,0.938130021095276
Algeria,DZA,2014,0.937430024147034
Andorra,AND,1975,1.07737994194031
Andorra,AND,1983,0.96095997095108
Angola,AGO,1971,0.546760022640228
Angola,AGO,1972,0.565429985523224
Angola,AGO,1982,0.863439977169037
Angola,AGO,1983,0.820270001888275
Angola,AGO,1986,0.819859981536865
Angola,AGO,1987,0.81700998544693
Angola,AGO,1988,0.79773998260498
Angola,AGO,1989,0.834919989109039
Angola,AGO,1990,0.915390014648438
Angola,AGO,1991,0.91483998298645
Angola,AGO,1992,0.858919978141785
Angola,AGO,1998,0.820649981498718
Angola,AGO,2008,0.850170016288757
Angola,AGO,2009,0.84197998046875
Angola,AGO,2010,0.806450009346008
Angola,AGO,2011,0.635869979858398
Antigua and Barbuda,ATG,1971,0.921540021896362
Antigua and Barbuda,ATG,1974,1.22847998142242
Antigua and Barbuda,ATG,1975,0.948180019855499
Antigua and Barbuda,ATG,1976,0.933160006999969
Antigua and Barbuda,ATG,1977,1.02380001544952
Antigua and Barbuda,ATG,1978,0.914269983768463
Antigua and Barbuda,ATG,1979,0.977789998054504
Antigua and Barbuda,ATG,1984,0.863569974899292
Antigua and Barbuda,ATG,1992,0.919260025024414
Antigua and Barbuda,ATG,2007,0.965349972248077
Antigua and Barbuda,ATG,2008,0.951619982719421
Antigua and Barbuda,ATG,2009,0.956510007381439
Antigua and Barbuda,ATG,2010,0.914900004863739
Antigua and Barbuda,ATG,2011,0.92273998260498
Antigua and Barbuda,ATG,2012,0.938149988651276
Antigua and Barbuda,ATG,2014,0.928550004959106
Argentina,ARG,1970,1.00527000427246
Argentina,ARG,1971,1.00436997413635
Argentina,ARG,1972,0.999700009822845
Argentina,ARG,1973,1.00360000133514
Argentina,ARG,1974,0.997659981250763
Argentina,ARG,1975,0.997200012207031
Argentina,ARG,1976,0.993600010871887
Argentina,ARG,1977,0.993570029735565
Argentina,ARG,1978,1.00473999977112
Argentina,ARG,1979,0.990270018577576
Argentina,ARG,1980,0.99031001329422
Argentina,ARG,1981,0.986819982528687
Argentina,ARG,1982,0.982819974422455
Argentina,ARG,1984,0.989730000495911
Argentina,ARG,1985,0.996219992637634
Argentina,ARG,1986,0.984420001506805
Argentina,ARG,1987,0.994170010089874
Argentina,ARG,1988,1.04751002788544
Argentina,ARG,1990,0.988039970397949
Argentina,ARG,1991,0.990700006484985
Argentina,ARG,1996,0.988399982452393
Argentina,ARG,1997,0.99889999628067
Argentina,ARG,1998,0.988929986953735
Argentina,ARG,1999,0.999620020389557
Argentina,ARG,2000,0.993889987468719
Argentina,ARG,2001,0.995039999485016
Argentina,ARG,2002,0.995190024375916
Argentina,ARG,2003,0.994069993495941
Argentina,ARG,2004,0.991729974746704
Argentina,ARG,2005,0.989600002765656
Argentina,ARG,2006,0.992049992084503
Argentina,ARG,2007,0.994490027427673
Argentina,ARG,2008,0.993330001831055
Argentina,ARG,2009,0.993059992790222
Argentina,ARG,2010,0.98540997505188
Argentina,ARG,2011,0.986129999160767
Argentina,ARG,2012,0.986000001430511
Argentina,ARG,2013,0.98921000957489
Armenia,ARM,1991,1.05134999752045
Armenia,ARM,1992,1.03368997573853
Armenia,ARM,1993,1.03047001361847
Armenia,ARM,1994,1.03680002689362
Armenia,ARM,1995,1.02295994758606
Armenia,ARM,1996,1.02366995811462
Armenia,ARM,1997,1.04694998264313
Armenia,ARM,1999,1.08425998687744
Armenia,ARM,2000,0.996110022068024
Armenia,ARM,2001,1.01704001426697
Armenia,ARM,2002,1.01881003379822
Armenia,ARM,2003,1.03391003608704
Armenia,ARM,2004,1.05680000782013
Armenia,ARM,2005,1.0804500579834
Armenia,ARM,2006,1.09791994094849
Armenia,ARM,2007,1.10654997825623
Armenia,ARM,2008,1.12109994888306
Armenia,ARM,2009,1.17226004600525
Aruba,ABW,1999,0.980040013790131
Aruba,ABW,2000,0.963779985904694
Aruba,ABW,2001,0.965009987354279
Aruba,ABW,2002,0.941630005836487
Aruba,ABW,2003,0.926339983940125
Aruba,ABW,2004,0.91881000995636
Aruba,ABW,2005,0.935739994049072
Aruba,ABW,2006,0.954729974269867
Aruba,ABW,2007,0.956749975681305
Aruba,ABW,2008,0.962490022182465
Aruba,ABW,2009,0.97272002696991
Aruba,ABW,2010,0.987770020961761
Aruba,ABW,2011,0.971480011940002
Aruba,ABW,2012,1.02555000782013
Aruba,ABW,2013,0.977880001068115
Aruba,ABW,2014,0.969210028648376
Australia,AUS,1971,0.996159970760345
Australia,AUS,1972,0.998009979724884
Australia,AUS,1973,0.999220013618469
Australia,AUS,1974,1.00088000297546
Australia,AUS,1975,0.995130002498627
Australia,AUS,1976,0.992219984531403
Australia,AUS,1977,0.992049992084503
Australia,AUS,1978,0.991129994392395
Australia,AUS,1979,0.990320026874542
Australia,AUS,1980,0.988900005817413
Australia,AUS,1981,0.986670017242432
Australia,AUS,1982,0.987630009651184
Australia,AUS,1983,0.986429989337921
Australia,AUS,1984,0.985740005970001
Australia,AUS,1985,0.99387001991272
Australia,AUS,1986,0.995819985866547
Australia,AUS,1987,0.997340023517609
Australia,AUS,1988,0.999440014362335
Australia,AUS,1989,0.998939990997314
Australia,AUS,1990,0.996909976005554
Australia,AUS,1991,0.995720028877258
Australia,AUS,1992,0.996039986610413
Australia,AUS,1993,0.995559990406036
Australia,AUS,1994,0.996119976043701
Australia,AUS,1995,0.995720028877258
Australia,AUS,1996,0.998470008373261
Australia,AUS,1997,1.00223994255066
Australia,AUS,1998,1.00843000411987
Australia,AUS,1999,1.01549994945526
Australia,AUS,2000,1.02031004428864
Australia,AUS,2001,1.02272999286652
Australia,AUS,2002,1.02219998836517
Australia,AUS,2003,1.02219998836517
Australia,AUS,2004,1.02034997940063
Australia,AUS,2005,1.01687002182007
Australia,AUS,2006,1.01377999782562
Australia,AUS,2007,1.00962996482849
Australia,AUS,2008,1.00707995891571
Australia,AUS,2009,1.00315999984741
Australia,AUS,2010,0.999499976634979
Australia,AUS,2011,0.997529983520508
Australia,AUS,2012,0.994539976119995
Australia,AUS,2013,0.993929982185364
Austria,AUT,1971,0.988189995288849
Austria,AUT,1972,0.991280019283295
Austria,AUT,1973,0.994159996509552
Austria,AUT,1974,0.998049974441528
Austria,AUT,1975,0.993939995765686
Austria,AUT,1976,0.992919981479645
Austria,AUT,1977,0.993939995765686
Austria,AUT,1978,0.992940008640289
Austria,AUT,1979,0.994189977645874
Austria,AUT,1980,0.994099974632263
Austria,AUT,1981,0.993730008602142
Austria,AUT,1982,0.99193000793457
Austria,AUT,1983,0.993640005588531
Austria,AUT,1984,0.993669986724854
Austria,AUT,1985,0.994140028953552
Austria,AUT,1986,0.981469988822937
Austria,AUT,1987,0.985589981079102
Austria,AUT,1988,0.984820008277893
Austria,AUT,1989,0.989329993724823
Austria,AUT,1990,0.996200025081635
Austria,AUT,1991,0.997789978981018
Austria,AUT,1992,0.994400024414063
Austria,AUT,1993,0.995000004768372
Austria,AUT,1994,0.994009971618652
Austria,AUT,1995,0.99098002910614
Austria,AUT,1996,0.99278998374939
Austria,AUT,1997,0.991289973258972
Austria,AUT,1998,0.991169989109039
Austria,AUT,1999,0.990350008010864
Austria,AUT,2000,0.989080011844635
Austria,AUT,2001,0.989390015602112
Austria,AUT,2002,0.990299999713898
Austria,AUT,2003,0.994849979877472
Austria,AUT,2004,1.00312995910645
Austria,AUT,2005,1.00066995620728
Austria,AUT,2006,0.993879973888397
Austria,AUT,2007,0.989350020885468
Austria,AUT,2008,0.984629988670349
Austria,AUT,2009,0.989579975605011
Austria,AUT,2010,0.987489998340607
Austria,AUT,2011,0.991469979286194
Austria,AUT,2012,0.990100026130676
Austria,AUT,2013,0.985970020294189
Austria,AUT,2014,0.989350020885468
Azerbaijan,AZE,1991,0.992929995059967
Azerbaijan,AZE,1992,1.0022599697113
Azerbaijan,AZE,1993,0.98938000202179
Azerbaijan,AZE,1994,0.9653400182724
Azerbaijan,AZE,1995,1.13853001594543
Azerbaijan,AZE,1996,1.09519994258881
Azerbaijan,AZE,1997,0.987230002880096
Azerbaijan,AZE,1998,0.987770020961761
Azerbaijan,AZE,1999,1.00002002716064
Azerbaijan,AZE,2000,0.986220002174377
Azerbaijan,AZE,2001,0.972859978675842
Azerbaijan,AZE,2002,0.976080000400543
Azerbaijan,AZE,2003,0.951460003852844
Azerbaijan,AZE,2004,0.961480021476746
Azerbaijan,AZE,2005,0.948430001735687
Azerbaijan,AZE,2006,0.936559975147247
Azerbaijan,AZE,2007,0.994459986686707
Azerbaijan,AZE,2008,0.992780029773712
Azerbaijan,AZE,2009,0.986829996109009
Azerbaijan,AZE,2010,0.988889992237091
Azerbaijan,AZE,2011,0.979330003261566
Azerbaijan,AZE,2012,0.979740023612976
Azerbaijan,AZE,2013,0.968699991703033
Azerbaijan,AZE,2014,0.989279985427856
Bahamas,BHS,1976,1.02377998828888
Bahamas,BHS,1977,1.03740000724792
Bahamas,BHS,1978,1.05441999435425
Bahamas,BHS,1979,1.05899000167847
Bahamas,BHS,1980,1.058109998703
Bahamas,BHS,1982,1.04681003093719
Bahamas,BHS,1983,1.01900994777679
Bahamas,BHS,1985,1.00899994373322
Bahamas,BHS,1986,1.0140700340271
Bahamas,BHS,1992,1.00639998912811
Bahamas,BHS,1993,1.01946997642517
Bahamas,BHS,1995,1.00381994247437
Bahamas,BHS,1996,1.03931999206543
Bahamas,BHS,1997,1.00487005710602
Bahamas,BHS,1998,0.997009992599487
Bahamas,BHS,1999,0.965929985046387
Bahamas,BHS,2002,0.995999991893768
Bahamas,BHS,2004,0.986710011959076
Bahamas,BHS,2005,0.986320018768311
Bahamas,BHS,2006,0.991750001907349
Bahamas,BHS,2007,0.991970002651215
Bahamas,BHS,2008,0.996100008487701
Bahamas,BHS,2009,1.02871000766754
Bahamas,BHS,2010,1.02096998691559
Bahrain,BHR,1971,0.725300014019012
Bahrain,BHR,1972,0.737919986248016
Bahrain,BHR,1973,0.75025999546051
Bahrain,BHR,1974,0.754350006580353
Bahrain,BHR,1975,0.761259973049164
Bahrain,BHR,1976,0.769869983196259
Bahrain,BHR,1977,0.78627997636795
Bahrain,BHR,1978,0.801630020141602
Bahrain,BHR,1979,0.82480001449585
Bahrain,BHR,1980,0.844900012016296
Bahrain,BHR,1981,0.878849983215332
Bahrain,BHR,1982,0.865450024604797
Bahrain,BHR,1983,0.939949989318848
Bahrain,BHR,1984,0.950950026512146
Bahrain,BHR,1985,0.993539988994598
Bahrain,BHR,1986,1.01822996139526
Bahrain,BHR,1987,1.02604997158051
Bahrain,BHR,1988,1.0244300365448
Bahrain,BHR,1989,1.01349997520447
Bahrain,BHR,1990,1.0324399471283
Bahrain,BHR,1991,1.01166999340057
Bahrain,BHR,1992,1.01060998439789
Bahrain,BHR,1993,1.02032005786896
Bahrain,BHR,1994,1.02230000495911
Bahrain,BHR,1995,1.01130998134613
Bahrain,BHR,1996,0.996339976787567
Bahrain,BHR,1997,0.990119993686676
Bahrain,BHR,1998,0.993130028247833
Bahrain,BHR,1999,0.988569974899292
Bangladesh,BGD,1970,0.482239991426468
Bangladesh,BGD,1971,0.482560008764267
Bangladesh,BGD,1972,0.54611998796463
Bangladesh,BGD,1973,0.542699992656708
Bangladesh,BGD,1974,0.506990015506744
Bangladesh,BGD,1975,0.528479993343353
Bangladesh,BGD,1976,0.537329971790314
Bangladesh,BGD,1977,0.603890001773834
Bangladesh,BGD,1978,0.608850002288818
Bangladesh,BGD,1979,0.611379981040955
Bangladesh,BGD,1980,0.614629983901978
Bangladesh,BGD,1981,0.70864999294281
Bangladesh,BGD,1982,0.720070004463196
Bangladesh,BGD,1983,0.612030029296875
Bangladesh,BGD,1984,0.699970006942749
Bangladesh,BGD,1985,0.691449999809265
Bangladesh,BGD,1986,0.686349987983704
Bangladesh,BGD,1987,0.68614000082016
Bangladesh,BGD,1988,0.799290001392365
Bangladesh,BGD,1989,0.80690997838974
Bangladesh,BGD,1990,0.840960025787354
Bangladesh,BGD,2005,1.04665994644165
Bangladesh,BGD,2006,1.05695998668671
Bangladesh,BGD,2007,1.07313001155853
Bangladesh,BGD,2008,1.06313002109528
Bangladesh,BGD,2009,1.0477499961853
Bangladesh,BGD,2010,1.06308996677399
Bangladesh,BGD,2011,1.0586199760437
Barbados,BRB,1971,0.96806001663208
Barbados,BRB,1972,0.990760028362274
Barbados,BRB,1973,1.00620996952057
Barbados,BRB,1974,0.842779994010925
Barbados,BRB,1975,0.921739995479584
Barbados,BRB,1976,0.990119993686676
Barbados,BRB,1977,0.974269986152649
Barbados,BRB,1978,0.973140001296997
Barbados,BRB,1979,0.975730001926422
Barbados,BRB,1980,0.987119972705841
Barbados,BRB,1981,0.997759997844696
Barbados,BRB,1982,0.969299972057343
Barbados,BRB,1983,0.943509995937347
Barbados,BRB,1984,0.997959971427917
Barbados,BRB,1985,0.959529995918274
Barbados,BRB,1989,1.00786995887756
Barbados,BRB,1990,0.99261999130249
Barbados,BRB,1992,1.00179004669189
Barbados,BRB,1999,0.983590006828308
Barbados,BRB,2000,0.981180012226105
Barbados,BRB,2001,0.988390028476715
Barbados,BRB,2002,0.990899980068207
Barbados,BRB,2003,0.979939997196198
Barbados,BRB,2004,0.980509996414185
Barbados,BRB,2005,0.995589971542358
Barbados,BRB,2006,0.979990005493164
Barbados,BRB,2007,1.00653994083405
Barbados,BRB,2008,1.00150001049042
Barbados,BRB,2009,1.00688004493713
Barbados,BRB,2010,1.01593005657196
Barbados,BRB,2011,1.00009000301361
Barbados,BRB,2014,1.01067996025085
Belarus,BLR,1993,0.991469979286194
Belarus,BLR,1994,0.985599994659424
Belarus,BLR,1995,0.960529983043671
Belarus,BLR,1996,0.960739970207214
Belarus,BLR,1997,0.957040011882782
Belarus,BLR,1998,0.960259974002838
Belarus,BLR,1999,0.986609995365143
Belarus,BLR,2000,0.988699972629547
Belarus,BLR,2001,0.988189995288849
Belarus,BLR,2002,0.98565000295639
Belarus,BLR,2003,0.98743999004364
Belarus,BLR,2004,0.967890024185181
Belarus,BLR,2005,0.96697998046875
Belarus,BLR,2006,0.979120016098022
Belarus,BLR,2007,0.984929978847504
Belarus,BLR,2008,0.995209991931915
Belarus,BLR,2009,0.993560016155243
Belarus,BLR,2010,0.998170018196106
Belarus,BLR,2011,0.998870015144348
Belarus,BLR,2012,1.00053000450134
Belarus,BLR,2013,0.99975997209549
Belarus,BLR,2014,1.00165998935699
Belgium,BEL,1971,0.98471999168396
Belgium,BEL,1972,0.984430015087128
Belgium,BEL,1973,1.00616002082825
Belgium,BEL,1974,0.994360029697418
Belgium,BEL,1975,0.991630017757416
Belgium,BEL,1976,0.991630017757416
Belgium,BEL,1977,0.990509986877441
Belgium,BEL,1978,0.991110026836395
Belgium,BEL,1979,0.998359978199005
Belgium,BEL,1980,0.995400011539459
Belgium,BEL,1981,0.996230006217957
Belgium,BEL,1982,0.996349990367889
Belgium,BEL,1983,1.0035799741745
Belgium,BEL,1984,1.0064799785614
Belgium,BEL,1985,1.00697004795074
Belgium,BEL,1986,1.00527000427246
Belgium,BEL,1987,1.00888001918793
Belgium,BEL,1988,1.00950002670288
Belgium,BEL,1989,1.00906002521515
Belgium,BEL,1990,1.00907003879547
Belgium,BEL,1991,1.01443994045258
Belgium,BEL,1992,1.01200997829437
Belgium,BEL,1993,0.990100026130676
Belgium,BEL,1994,0.98896998167038
Belgium,BEL,1995,0.989269971847534
Belgium,BEL,1996,0.990840017795563
Belgium,BEL,1999,0.991020023822784
Belgium,BEL,2000,0.99371999502182
Belgium,BEL,2001,0.993260025978088
Belgium,BEL,2002,0.992839992046356
Belgium,BEL,2003,0.991339981555939
Belgium,BEL,2004,0.996779978275299
Belgium,BEL,2005,0.996479988098145
Belgium,BEL,2006,0.995800018310547
Belgium,BEL,2007,0.998310029506683
Belgium,BEL,2008,0.998849987983704
Belgium,BEL,2009,0.997680008411407
Belgium,BEL,2010,0.998499989509583
Belgium,BEL,2011,0.999029994010925
Belgium,BEL,2012,0.996410012245178
Belgium,BEL,2013,1.0004700422287
Belgium,BEL,2014,0.99957001209259
Belize,BLZ,1971,0.966380000114441
Belize,BLZ,1974,0.963989973068237
Belize,BLZ,1976,1.02163994312286
Belize,BLZ,1977,0.999679982662201
Belize,BLZ,1986,0.941919982433319
Belize,BLZ,1987,0.949580013751984
Belize,BLZ,1991,0.955209970474243
Belize,BLZ,1992,0.954029977321625
Belize,BLZ,1993,0.951099991798401
Belize,BLZ,1994,0.951619982719421
Belize,BLZ,1995,0.956900000572205
Belize,BLZ,1996,0.954219996929169
Belize,BLZ,1997,0.956489980220795
Belize,BLZ,1999,0.957050025463104
Belize,BLZ,2000,0.947130024433136
Belize,BLZ,2001,0.954100012779236
Belize,BLZ,2002,0.962989985942841
Belize,BLZ,2003,0.967830002307892
Belize,BLZ,2004,0.963680028915405
Belize,BLZ,2005,0.951759994029999
Belize,BLZ,2006,0.960900008678436
Belize,BLZ,2007,0.975920021533966
Belize,BLZ,2008,0.958739995956421
Belize,BLZ,2009,0.960550010204315
Belize,BLZ,2010,0.958999991416931
Belize,BLZ,2011,0.955460011959076
Belize,BLZ,2012,0.964990019798279
Belize,BLZ,2013,0.9548100233078
Belize,BLZ,2014,0.952250003814697
Benin,BEN,1971,0.444640010595322
Benin,BEN,1972,0.452470004558563
Benin,BEN,1973,0.45440000295639
Benin,BEN,1974,0.442829996347427
Benin,BEN,1975,0.433539986610413
Benin,BEN,1976,0.449519991874695
Benin,BEN,1977,0.44148001074791
Benin,BEN,1978,0.45576998591423
Benin,BEN,1979,0.456790000200272
Benin,BEN,1980,0.491849988698959
Benin,BEN,1981,0.456039994955063
Benin,BEN,1982,0.460519999265671
Benin,BEN,1983,0.465820014476776
Benin,BEN,1984,0.479030013084412
Benin,BEN,1985,0.480789989233017
Benin,BEN,1986,0.486739993095398
Benin,BEN,1987,0.491030007600784
Benin,BEN,1988,0.491769999265671
Benin,BEN,1989,0.494830012321472
Benin,BEN,1990,0.497660011053085
Benin,BEN,1991,0.487910002470016
Benin,BEN,1992,0.49465999007225
Benin,BEN,1993,0.50534999370575
Benin,BEN,1994,0.530799984931946
Benin,BEN,1995,0.545069992542267
Benin,BEN,1996,0.56098997592926
Benin,BEN,1997,0.579029977321625
Benin,BEN,1998,0.61760002374649
Benin,BEN,1999,0.641740024089813
Benin,BEN,2000,0.666400015354156
Benin,BEN,2001,0.677389979362488
Benin,BEN,2002,0.697399973869324
Benin,BEN,2003,0.710879981517792
Benin,BEN,2004,0.740230023860931
Benin,BEN,2005,0.764530003070831
Benin,BEN,2006,0.793980002403259
Benin,BEN,2008,0.835709989070892
Benin,BEN,2009,0.854870021343231
Benin,BEN,2010,0.872160017490387
Benin,BEN,2011,0.877170026302338
Benin,BEN,2012,0.891669988632202
Benin,BEN,2013,0.901359975337982
Benin,BEN,2014,0.912329971790314
Bermuda,BMU,1971,1.01747000217438
Bermuda,BMU,1972,1.08450996875763
Bermuda,BMU,1973,0.952269971370697
Bermuda,BMU,1974,0.958959996700287
Bermuda,BMU,1975,0.933440029621124
Bermuda,BMU,1976,0.945179998874664
Bermuda,BMU,1977,0.947239995002747
Bermuda,BMU,1978,0.965300023555756
Bermuda,BMU,1979,0.958530008792877
Bermuda,BMU,1980,0.954649984836578
Bermuda,BMU,1981,0.960340023040771
Bermuda,BMU,1982,0.96916002035141
Bermuda,BMU,1983,0.981970012187958
Bermuda,BMU,1984,1.02262997627258
Bermuda,BMU,1985,1.014240026474
Bermuda,BMU,1995,0.996810019016266
Bermuda,BMU,1997,0.998390018939972
Bermuda,BMU,2001,1.01459002494812
Bermuda,BMU,2002,1.0407600402832
Bermuda,BMU,2003,1.03553998470306
Bermuda,BMU,2004,1.06228005886078
Bermuda,BMU,2005,1.04922997951508
Bermuda,BMU,2006,1.07485997676849
Bermuda,BMU,2011,0.979939997196198
Bermuda,BMU,2012,0.966660022735596
Bermuda,BMU,2013,0.971710026264191
Bermuda,BMU,2014,0.968699991703033
Bhutan,BTN,1970,0.0536400005221367
Bhutan,BTN,1971,0.242239996790886
Bhutan,BTN,1972,0.218730002641678
Bhutan,BTN,1974,0.313870012760162
Bhutan,BTN,1976,0.372209995985031
Bhutan,BTN,1977,0.388110011816025
Bhutan,BTN,1978,0.379099994897842
Bhutan,BTN,1979,0.405299991369247
Bhutan,BTN,1982,0.469090014696121
Bhutan,BTN,1983,0.486959993839264
Bhutan,BTN,1984,0.502950012683868
Bhutan,BTN,1985,0.530979990959167
Bhutan,BTN,1986,0.547039985656738
Bhutan,BTN,1988,0.603479981422424
Bhutan,BTN,1991,0.597599983215332
Bhutan,BTN,1992,0.746169984340668
Bhutan,BTN,1993,0.758130013942719
Bhutan,BTN,1994,0.773649990558624
Bhutan,BTN,1995,0.781970024108887
Bhutan,BTN,1996,0.797500014305115
Bhutan,BTN,1997,0.816190004348755
Bhutan,BTN,1998,0.825940012931824
Bhutan,BTN,1999,0.846369981765747
Bhutan,BTN,2000,0.87092000246048
Bhutan,BTN,2001,0.890890002250671
Bhutan,BTN,2002,0.90871000289917
Bhutan,BTN,2003,0.940519988536835
Bhutan,BTN,2004,0.970770001411438
Bhutan,BTN,2005,0.969839990139008
Bhutan,BTN,2006,0.985729992389679
Bhutan,BTN,2007,0.992529988288879
Bhutan,BTN,2008,1.0108300447464
Bhutan,BTN,2009,1.0184600353241
Bhutan,BTN,2010,1.02259004116058
Bhutan,BTN,2011,1.01561999320984
Bhutan,BTN,2012,1.01669001579285
Bhutan,BTN,2013,1.01136994361877
Bhutan,BTN,2014,1.01459002494812
Bolivia,BOL,1970,0.697880029678345
Bolivia,BOL,1971,0.767139971256256
Bolivia,BOL,1973,0.799669981002808
Bolivia,BOL,1974,0.815500020980835
Bolivia,BOL,1975,0.829110026359558
Bolivia,BOL,1976,0.839380025863647
Bolivia,BOL,1977,0.853659987449646
Bolivia,BOL,1978,0.868369996547699
Bolivia,BOL,1979,0.87033998966217
Bolivia,BOL,1980,0.901340007781982
Bolivia,BOL,1981,0.873120009899139
Bolivia,BOL,1983,0.897639989852905
Bolivia,BOL,1984,0.921890020370483
Bolivia,BOL,1986,0.917490005493164
Bolivia,BOL,1987,0.914020001888275
Bolivia,BOL,1989,0.922699987888336
Bolivia,BOL,1990,0.927590012550354
Bolivia,BOL,1991,0.931209981441498
Bolivia,BOL,1992,0.93519002199173
Bolivia,BOL,1993,0.94990998506546
Bolivia,BOL,1994,0.954020023345947
Bolivia,BOL,1995,0.955770015716553
Bolivia,BOL,1996,0.958469986915588
Bolivia,BOL,1997,0.961170017719269
Bolivia,BOL,1998,0.965839982032776
Bolivia,BOL,1999,0.971599996089935
Bolivia,BOL,2000,0.973460018634796
Bolivia,BOL,2001,0.975329995155334
Bolivia,BOL,2002,0.977620005607605
Bolivia,BOL,2003,0.983290016651154
Bolivia,BOL,2004,0.988560020923615
Bolivia,BOL,2006,0.989780008792877
Bolivia,BOL,2007,0.989180028438568
Bolivia,BOL,2008,0.985610008239746
