Entity,Code,Year,Gas (terawatt-hours)
Argentina,ARG,1983,10.01675001609999
Argentina,ARG,1984,9.23875000130002
Argentina,ARG,1985,3.3064999465999847
Argentina,ARG,1986,12.545249947900004
Argentina,ARG,1987,0.09725005999999325
Argentina,ARG,1988,28.299750015
Argentina,ARG,1989,9.919499956099997
Argentina,ARG,1990,-9.23875000130002
Argentina,ARG,1991,3.5982500103000348
Argentina,ARG,1992,16.33799996190001
Argentina,ARG,1993,12.15625005679999
Argentina,ARG,1994,6.418500005799984
Argentina,ARG,1995,26.646500041699994
Argentina,ARG,1996,38.70549992220003
Argentina,ARG,1997,-23.63174992620003
Argentina,ARG,1998,19.158249957400017
Argentina,ARG,1999,17.991250051500003
Argentina,ARG,2000,8.266249982799991
Argentina,ARG,2001,-20.61700004329998
Argentina,ARG,2002,-7.974500035400013
Argentina,ARG,2003,41.9147500414
Argentina,ARG,2004,31.800749965299985
Argentina,ARG,2005,24.798750064700016
Argentina,ARG,2006,13.615000026399969
Argentina,ARG,2007,20.61699992700005
Argentina,ARG,2008,4.765250032499978
Argentina,ARG,2009,-13.531667354799936
Argentina,ARG,2010,2.518582914499916
Argentina,ARG,2011,17.52372126030002
Argentina,ARG,2012,18.244206505699992
Argentina,ARG,2013,3.634796354900004
Argentina,ARG,2014,1.272900941399996
Argentina,ARG,2015,4.975892011000042
Argentina,ARG,2016,15.574429288099907
Argentina,ARG,2017,0.9001736300000402
Argentina,ARG,2018,4.042111286300042
Australia,AUS,1966,0.00982500074
Australia,AUS,1967,0
Australia,AUS,1968,0.26527499672
Australia,AUS,1969,3.82192499711
Australia,AUS,1970,13.177474623210003
Australia,AUS,1971,8.522704741000002
Australia,AUS,1972,11.247583502999994
Australia,AUS,1973,9.99453706500001
Australia,AUS,1974,6.633190270999997
Australia,AUS,1975,3.9679803869999972
Australia,AUS,1976,10.407246804499998
Australia,AUS,1977,9.691220268500018
Australia,AUS,1978,5.956942986999991
Australia,AUS,1979,12.649802135999991
Australia,AUS,1980,14.29069628100001
Australia,AUS,1981,9.278510529000002
Australia,AUS,1982,-2.9635542740000034
Australia,AUS,1983,10.093985195000016
Australia,AUS,1984,-1.7575567684000077
Australia,AUS,1985,8.635359550099977
Australia,AUS,1986,12.376657978899999
Australia,AUS,1987,3.0653095634000067
Australia,AUS,1988,3.5988046450000297
Australia,AUS,1989,13.882246028999987
Australia,AUS,1990,0.8838356896999926
Australia,AUS,1991,-6.938467536600001
Australia,AUS,1992,5.548560537899988
Australia,AUS,1993,6.123862794600001
Australia,AUS,1994,19.073134406800023
Australia,AUS,1995,1.8491247592999969
Australia,AUS,1996,1.41094043519999
Australia,AUS,1997,-3.5215815613000245
Australia,AUS,1998,5.64815532220004
Australia,AUS,1999,4.787330285299987
Australia,AUS,2000,3.810258513799994
Australia,AUS,2001,16.14239592230001
Australia,AUS,2002,6.45497936160001
Australia,AUS,2003,1.7947224105000146
Australia,AUS,2004,4.593116612199964
Australia,AUS,2005,-1.94618652959997
Australia,AUS,2006,26.840807917799964
Australia,AUS,2007,30.76752413439999
Australia,AUS,2008,-4.84857560979998
Australia,AUS,2009,6.014763625400008
Australia,AUS,2010,46.47191146189999
Australia,AUS,2011,14.994559697800014
Australia,AUS,2012,1.0759807347000105
Australia,AUS,2013,17.828029979500002
Australia,AUS,2014,29.264346983300015
Australia,AUS,2015,20.07052774250002
Australia,AUS,2016,-3.8089764226000398
Australia,AUS,2017,-4.838338069700001
Australia,AUS,2018,1.5442952486999957
Austria,AUT,1966,1.292387320409997
Austria,AUT,1967,-0.7893505110099994
Austria,AUT,1968,1.19728589128
Austria,AUT,1969,4.100187319499998
Austria,AUT,1970,4.968845196290005
Austria,AUT,1971,4.208644594110002
Austria,AUT,1972,2.6231057601100005
Austria,AUT,1973,3.481446582490001
Austria,AUT,1974,3.2407709779799987
Austria,AUT,1975,-0.05035125927000195
Austria,AUT,1976,5.8084938291000014
Austria,AUT,1977,0.9102251715099925
Austria,AUT,1978,1.9479007450800054
Austria,AUT,1979,-0.42787220081000044
Austria,AUT,1980,-1.9663898283300014
Austria,AUT,1981,-2.249878591310001
Austria,AUT,1982,-1.4688328190699949
Austria,AUT,1983,0.9017942821299911
Austria,AUT,1984,5.132829510480008
Austria,AUT,1985,3.6017156805199946
Austria,AUT,1986,-1.570339517219999
Austria,AUT,1987,2.264513190180004
Austria,AUT,1988,-2.3007489323699986
Austria,AUT,1989,3.8747903018499983
Austria,AUT,1990,5.675083749839999
Austria,AUT,1991,3.729288162690011
Austria,AUT,1992,-1.1819573768300131
Austria,AUT,1993,3.3302173545000073
Austria,AUT,1994,1.939042697429997
Austria,AUT,1995,6.4056660565699985
Austria,AUT,1996,4.903719754889991
Austria,AUT,1997,-2.9351637692799812
Austria,AUT,1998,2.0815752672799874
Austria,AUT,1999,1.7203368839800106
Austria,AUT,2000,-3.7224742503600083
Austria,AUT,2001,4.676806708590007
Austria,AUT,2002,-1.3965914109800082
Austria,AUT,2003,8.144349032950004
Austria,AUT,2004,0.8626190807
Austria,AUT,2005,4.784726793499999
Austria,AUT,2006,-5.745056493830006
Austria,AUT,2007,-4.82305366784
Austria,AUT,2008,5.97659455853001
Austria,AUT,2009,-2.3664099817900137
Austria,AUT,2010,7.808982317340011
Austria,AUT,2011,-5.710054043360003
Austria,AUT,2012,-4.176651103759994
Austria,AUT,2013,-4.236804592230001
Austria,AUT,2014,-6.89485557158001
Austria,AUT,2015,4.5711942599100155
Austria,AUT,2016,3.740952796829987
Austria,AUT,2017,7.27663567498
Austria,AUT,2018,-3.829349368140001
Azerbaijan,AZE,1986,14.73113566210003
Azerbaijan,AZE,1987,-1.818237456400027
Azerbaijan,AZE,1988,-1.8182374563999986
Azerbaijan,AZE,1989,7.277824423799984
Azerbaijan,AZE,1990,2.9978982455000107
Azerbaijan,AZE,1991,-6.6392477564999695
Azerbaijan,AZE,1992,-32.74777288712002
Azerbaijan,AZE,1993,-30.003355457630008
Azerbaijan,AZE,1994,-5.45958701392
Azerbaijan,AZE,1995,-0.9115560505599944
Azerbaijan,AZE,1996,-20.91216814074
Azerbaijan,AZE,1997,-2.729793506960007
Azerbaijan,AZE,1998,-3.646224190609999
Azerbaijan,AZE,1999,3.646224190609999
Azerbaijan,AZE,2000,-1.823112101119996
Azerbaijan,AZE,2001,22.910766963319986
Azerbaijan,AZE,2002,0.2144837745500041
Azerbaijan,AZE,2003,1.9303539825800158
Azerbaijan,AZE,2004,13.428799958279996
Azerbaijan,AZE,2005,3.0042450039899933
Azerbaijan,AZE,2006,5.383844999090002
Azerbaijan,AZE,2007,-11.907915004070006
Azerbaijan,AZE,2008,12.637658997140008
Azerbaijan,AZE,2009,-14.664284991610003
Azerbaijan,AZE,2010,-4.232713507130015
Azerbaijan,AZE,2011,7.7525385081200255
Azerbaijan,AZE,2012,4.413166494449982
Azerbaijan,AZE,2013,0.41543849802999944
Azerbaijan,AZE,2014,4.51456655713001
Azerbaijan,AZE,2015,12.921064442800002
Azerbaijan,AZE,2016,-2.159050000920004
Azerbaijan,AZE,2017,-3.1404250003499925
Azerbaijan,AZE,2018,1.9920750089699908
Bangladesh,BGD,1966,0
Bangladesh,BGD,1967,0
Bangladesh,BGD,1968,0
Bangladesh,BGD,1969,0
Bangladesh,BGD,1970,0
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,4.39614
Bangladesh,BGD,1973,1.686350000000001
Bangladesh,BGD,1974,0.6047599999999989
Bangladesh,BGD,1975,0.034889999999999866
Bangladesh,BGD,1976,2.12829
Bangladesh,BGD,1977,1.0234400000000026
Bangladesh,BGD,1978,1.023439999999999
Bangladesh,BGD,1979,1.63983
Bangladesh,BGD,1980,1.5816800000000004
Bangladesh,BGD,1981,-0.5049634235700005
Bangladesh,BGD,1982,4.060990253670001
Bangladesh,BGD,1983,1.9923381726099976
Bangladesh,BGD,1984,3.0334779510200036
Bangladesh,BGD,1985,3.0798113941900027
Bangladesh,BGD,1986,3.2896746511499977
Bangladesh,BGD,1987,5.085777054189993
Bangladesh,BGD,1988,6.04515193152001
Bangladesh,BGD,1989,2.297593818039992
Bangladesh,BGD,1990,3.243341196350002
Bangladesh,BGD,1991,1.365473903860007
Bangladesh,BGD,1992,4.26267701586999
Bangladesh,BGD,1993,6.1323678368599985
Bangladesh,BGD,1994,3.4831849185900055
Bangladesh,BGD,1995,6.437623470660014
Bangladesh,BGD,1996,4.9413257204199965
Bangladesh,BGD,1997,-1.2319245553500053
Bangladesh,BGD,1998,5.731719791330008
Bangladesh,BGD,1999,6.93911488565999
Bangladesh,BGD,2000,6.7783105740000025
Bangladesh,BGD,2001,10.850202812930007
Bangladesh,BGD,2002,5.279287321629994
Bangladesh,BGD,2003,8.072921562039994
Bangladesh,BGD,2004,8.618020976230014
Bangladesh,BGD,2005,9.231257606399993
Bangladesh,BGD,2006,11.000105127699982
Bangladesh,BGD,2007,9.7300236472
Bangladesh,BGD,2008,10.400495822100027
Bangladesh,BGD,2009,23.703181735100003
Bangladesh,BGD,2010,5.06988811330001
Bangladesh,BGD,2011,3.2842237282999918
Bangladesh,BGD,2012,17.541297446699986
Bangladesh,BGD,2013,6.165073815900001
Bangladesh,BGD,2014,10.694849493900023
Bangladesh,BGD,2015,28.3179118882
Bangladesh,BGD,2016,5.968838034700013
Bangladesh,BGD,2017,2.0713775482999495
Bangladesh,BGD,2018,17.0735338458
Belarus,BLR,1986,1.6568731602399964
Belarus,BLR,1987,11.354729588150008
Belarus,BLR,1988,15.716892822269998
Belarus,BLR,1989,6.122005925539995
Belarus,BLR,1990,7.942694195100032
Belarus,BLR,1991,6.023716748299961
Belarus,BLR,1992,21.829537912000006
Belarus,BLR,1993,-11.34536877559998
Belarus,BLR,1994,-18.34729598870001
Belarus,BLR,1995,-12.225290016640002
Belarus,BLR,1996,6.122005925539995
Belarus,BLR,1997,17.45801373740001
Belarus,BLR,1998,1.7504817742000114
Belarus,BLR,1999,2.621042284100014
Belarus,BLR,2000,8.724326491499966
Belarus,BLR,2001,-0.8705605099000024
Belarus,BLR,2002,4.362163303900019
Belarus,BLR,2003,-2.621042284100014
Belarus,BLR,2004,32.53692268510002
Belarus,BLR,2005,4.6829302175999885
Belarus,BLR,2006,3.9211499823000224
Belarus,BLR,2007,0.7675909321999654
Belarus,BLR,2008,4.699154416500022
Belarus,BLR,2009,-30.094700140900017
Belarus,BLR,2010,37.96381516390002
Belarus,BLR,2011,-15.021779712799997
Belarus,BLR,2012,1.8391347055999745
Belarus,BLR,2013,-1.3982104698000057
Belarus,BLR,2014,-1.4883775108999657
Belarus,BLR,2015,-12.225290039900017
Belarus,BLR,2016,-1.1139430318000052
Belarus,BLR,2017,4.212389372700017
Belarus,BLR,2018,11.10327764889999
Belgium,BEL,1966,0.59149999735
Belgium,BEL,1967,3.72900000618
Belgium,BEL,1968,7.243500002329999
Belgium,BEL,1969,13.03599999957
Belgium,BEL,1970,14.416750001470003
Belgium,BEL,1971,15.06299999158
Belgium,BEL,1972,14.29875000948001
Belgium,BEL,1973,13.95874999490998
Belgium,BEL,1974,14.284500003079998
Belgium,BEL,1975,-1.1620000060799924
Belgium,BEL,1976,5.416750002320015
Belgium,BEL,1977,-1.6419999951800008
Belgium,BEL,1978,-0.8450000028600044
Belgium,BEL,1979,9.180749993410004
Belgium,BEL,1980,-4.673749995690017
Belgium,BEL,1981,-8.051000000589994
Belgium,BEL,1982,-15.894249996629995
Belgium,BEL,1983,3.122499995360002
Belgium,BEL,1984,2.6417499991899973
Belgium,BEL,1985,0.41349999800000603
Belgium,BEL,1986,-8.768999996400012
Belgium,BEL,1987,7.921499997110018
Belgium,BEL,1988,-1.110499993560012
Belgium,BEL,1989,9.338250001099993
Belgium,BEL,1990,2.454249999449999
Belgium,BEL,1991,6.379499998690008
Belgium,BEL,1992,3.123250002429998
Belgium,BEL,1993,4.891749996070004
Belgium,BEL,1994,2.4829999991000165
Belgium,BEL,1995,11.949499976389987
Belgium,BEL,1996,13.895249997199983
Belgium,BEL,1997,-6.375999915299985
Belgium,BEL,1998,12.599249898700009
Belgium,BEL,1999,9.816250095399994
Belgium,BEL,2000,0.8025000054000202
Belgium,BEL,2001,-1.8867500190000044
Belgium,BEL,2002,4.949250006999961
Belgium,BEL,2003,10.340499908500021
Belgium,BEL,2004,3.2142500888000143
Belgium,BEL,2005,-2.94525004960002
Belgium,BEL,2006,4.9542499766000105
Belgium,BEL,2007,1.30124999680001
Belgium,BEL,2008,-1.1757499690000088
Belgium,BEL,2009,1.7261582106999924
Belgium,BEL,2010,18.29934177710001
Belgium,BEL,2011,-28.79999992750001
Belgium,BEL,2012,2.1599998927999877
Belgium,BEL,2013,-2.069999974799998
Belgium,BEL,2014,-20.699999980600012
Belgium,BEL,2015,13.869000040500026
Belgium,BEL,2016,3.392999932399988
Belgium,BEL,2017,2.2230000680000046
Belgium,BEL,2018,4.625999972000017
Brazil,BRA,1966,0.08698108401000004
Brazil,BRA,1967,0.07831338457000003
Brazil,BRA,1968,0.03857377924000005
Brazil,BRA,1969,0.0386751463199998
Brazil,BRA,1970,0.05504746490000012
Brazil,BRA,1971,0.4663321223500001
Brazil,BRA,1972,0.47646978400999984
Brazil,BRA,1973,0.2534413670500002
Brazil,BRA,1974,1.85519083937
Brazil,BRA,1975,0.3345426138100005
Brazil,BRA,1976,0.6386722542699994
Brazil,BRA,1977,1.1962432734100004
Brazil,BRA,1978,1.905879124410001
Brazil,BRA,1979,0.7603241127799993
Brazil,BRA,1980,1.4699599521500009
Brazil,BRA,1981,-1.0441784531800007
Brazil,BRA,1982,3.9131347840099995
Brazil,BRA,1983,4.592357650029999
Brazil,BRA,1984,2.8892316425199986
Brazil,BRA,1985,5.220892254270005
Brazil,BRA,1986,4.247677386189999
Brazil,BRA,1987,3.4873532734099975
Brazil,BRA,1988,0.22302841696000542
Brazil,BRA,1989,0.8515629979400003
Brazil,BRA,1990,-3.0939919811199985
Brazil,BRA,1991,1.2454717259599946
Brazil,BRA,1992,4.343386982909998
Brazil,BRA,1993,6.35063251278001
Brazil,BRA,1994,3.9970745648699975
Brazil,BRA,1995,4.91324484119
Brazil,BRA,1996,5.32254252477
Brazil,BRA,1997,4.997427933279987
Brazil,BRA,1998,3.006605405530003
Brazil,BRA,1999,12.248933004169999
Brazil,BRA,2000,19.164597297390003
Brazil,BRA,2001,25.816886366020015
Brazil,BRA,2002,22.300580591400006
Brazil,BRA,2003,17.310400311299986
Brazil,BRA,2004,30.751917372200012
Brazil,BRA,2005,8.046319704799998
Brazil,BRA,2006,10.426660065699991
Brazil,BRA,2007,6.318547133799996
Brazil,BRA,2008,38.5924905144
Brazil,BRA,2009,-49.922716681099985
Brazil,BRA,2010,69.08165455300002
Brazil,BRA,2011,-0.9335428912000339
Brazil,BRA,2012,50.931083038099985
Brazil,BRA,2013,58.062395047900054
Brazil,BRA,2014,22.727014777599948
Brazil,BRA,2015,22.810666227500064
Brazil,BRA,2016,-58.48658429520003
Brazil,BRA,2017,5.441459053799974
Brazil,BRA,2018,-17.412306790699972
Bulgaria,BGR,1966,0.27674999208000006
Bulgaria,BGR,1967,1.7158500067200002
Bulgaria,BGR,1968,1.3560749914300003
Bulgaria,BGR,1969,0.1568250024899993
Bulgaria,BGR,1970,-0.3966749933
Bulgaria,BGR,1971,-0.7950500018499995
Bulgaria,BGR,1972,-0.93850000425
Bulgaria,BGR,1973,0.014500004879999917
Bulgaria,BGR,1974,2.301999994730001
Bulgaria,BGR,1975,7.04425000425
Bulgaria,BGR,1976,8.462000002160002
Bulgaria,BGR,1977,5.454749992249997
Bulgaria,BGR,1978,1.684750002750004
Bulgaria,BGR,1979,1.8792500064500004
Bulgaria,BGR,1980,8.211999998629995
Bulgaria,BGR,1981,3.247750001420002
Bulgaria,BGR,1982,4.2887499988600055
Bulgaria,BGR,1983,2.2614999967399925
Bulgaria,BGR,1984,2.405499993470009
Bulgaria,BGR,1985,4.463000009379989
Bulgaria,BGR,1986,-0.37250000304999276
Bulgaria,BGR,1987,6.137500004669995
Bulgaria,BGR,1988,-1.6985000005599886
Bulgaria,BGR,1989,1.6987499990399826
Bulgaria,BGR,1990,3.5942499997300104
Bulgaria,BGR,1991,-9.79800000865
Bulgaria,BGR,1992,-6.098249999080004
Bulgaria,BGR,1993,-3.2754999955200006
Bulgaria,BGR,1994,0.017000001310002233
Bulgaria,BGR,1995,9.076499999230002
Bulgaria,BGR,1996,1.1449999931400043
Bulgaria,BGR,1997,-10.93699999175
Bulgaria,BGR,1998,-7.045750006760009
Bulgaria,BGR,1999,-4.822999995389996
Bulgaria,BGR,2000,2.7897499948599993
Bulgaria,BGR,2001,-5.42899999762
Bulgaria,BGR,2002,-3.2462499989100024
Bulgaria,BGR,2003,1.4400000021900006
Bulgaria,BGR,2004,-0.6342500049200019
Bulgaria,BGR,2005,6.465250000680005
Bulgaria,BGR,2006,0.9929999985299958
Bulgaria,BGR,2007,0.2620000003499996
Bulgaria,BGR,2008,0.0022500095800026543
Bulgaria,BGR,2009,-9.657500002270002
Bulgaria,BGR,2010,2.4589999938299982
Bulgaria,BGR,2011,3.871749998880002
Bulgaria,BGR,2012,-2.0822499933600014
Bulgaria,BGR,2013,-0.9682499978199992
Bulgaria,BGR,2014,-0.182500006879998
Bulgaria,BGR,2015,2.6419999976699984
Bulgaria,BGR,2016,1.247000001
Bulgaria,BGR,2017,0.8860000094399965
Bulgaria,BGR,2018,-1.9072500106599968
Canada,CAN,1966,20.54066246779999
Canada,CAN,1967,14.69231251239998
Canada,CAN,1968,28.60357504250004
Canada,CAN,1969,32.97554999589994
Canada,CAN,1970,32.842199950700035
Canada,CAN,1971,23.326725031600006
Canada,CAN,1972,46.12957496870001
Canada,CAN,1973,26.384250054499944
Canada,CAN,1974,4.800599999000042
Canada,CAN,1975,14.601824948499996
Canada,CAN,1976,4.095750009299991
Canada,CAN,1977,22.76475005710006
Canada,CAN,1978,4.667249953799967
Canada,CAN,1979,7.524750025200035
Canada,CAN,1980,-3.143249985500063
Canada,CAN,1981,-14.763750019999918
Canada,CAN,1982,28.479749967299995
Canada,CAN,1983,-23.717249964600057
Canada,CAN,1984,53.62574996759997
Canada,CAN,1985,26.4852150854
Canada,CAN,1986,-21.346477488399955
Canada,CAN,1987,6.615112482700056
Canada,CAN,1988,55.605997510799966
Canada,CAN,1989,49.30616246549994
Canada,CAN,1990,-20.176807567100013
Canada,CAN,1991,4.406265078000047
Canada,CAN,1992,38.54291252220003
Canada,CAN,1993,41.528047424200054
Canada,CAN,1994,25.446989982699847
Canada,CAN,1995,24.99033256660016
Canada,CAN,1996,13.063250031599864
Canada,CAN,1997,15.474249980000081
Canada,CAN,1998,-13.483750010300128
Canada,CAN,1999,54.34125001350003
Canada,CAN,2000,50.29324999300002
Canada,CAN,2001,-51.78525001629998
Canada,CAN,2002,34.2432500013
Canada,CAN,2003,23.18274993470004
Canada,CAN,2004,-19.65024989679989
Canada,CAN,2005,-12.741250105300196
Canada,CAN,2006,-12.984499928899936
Canada,CAN,2007,56.556999939499974
Canada,CAN,2008,-15.666249998899957
Canada,CAN,2009,-27.701249978800092
Canada,CAN,2010,17.147500064300175
Canada,CAN,2011,92.5029999853
Canada,CAN,2012,-3.2127500514001213
Canada,CAN,2013,70.53899996749999
Canada,CAN,2014,53.28925010620014
Canada,CAN,2015,1.6029999996999322
Canada,CAN,2016,-38.87350004049995
Canada,CAN,2017,38.340499931699924
Canada,CAN,2018,60.37404048780013
Chile,CHL,1966,0.27370000132000083
Chile,CHL,1967,-0.7331250085200001
Chile,CHL,1968,-0.8308749957000003
Chile,CHL,1969,1.544449997480001
Chile,CHL,1970,-0.009774991740001404
Chile,CHL,1971,0.12707499729000116
Chile,CHL,1972,-0.5865000044900004
Chile,CHL,1973,-1.2805249995299999
Chile,CHL,1974,0.1954999976199998
Chile,CHL,1975,0.6549250048199999
Chile,CHL,1976,0.5083000007899994
Chile,CHL,1977,0.17595000251000048
Chile,CHL,1978,-0.4105500019799999
Chile,CHL,1979,1.0654749951699998
Chile,CHL,1980,0.16617499914000078
Chile,CHL,1981,-0.10752499054999998
Chile,CHL,1982,0.24437499120999906
Chile,CHL,1983,0.5669500093800002
Chile,CHL,1984,0.1759499908800004
Chile,CHL,1985,-0.009774991739999628
Chile,CHL,1986,-0.6744749999300002
Chile,CHL,1987,-0.2150500043600001
Chile,CHL,1988,2.844525003750001
Chile,CHL,1989,5.52287499673
Chile,CHL,1990,1.1338999955000002
Chile,CHL,1991,2.936077003400001
Chile,CHL,1992,2.3062289999999983
Chile,CHL,1993,0.7719806291799998
Chile,CHL,1994,-0.7998926291800004
Chile,CHL,1995,-0.9071399999999983
Chile,CHL,1996,0.33959600000000023
Chile,CHL,1997,7.632769
Chile,CHL,1998,10.971742000000003
Chile,CHL,1999,14.557271
Chile,CHL,2000,15.812148000000008
Chile,CHL,2001,9.360986999999994
Chile,CHL,2002,0.6757029999999986
Chile,CHL,2003,6.561645999999996
Chile,CHL,2004,7.41131580839
Chile,CHL,2005,-3.072604597199998
Chile,CHL,2006,-6.794078632670008
Chile,CHL,2007,-34.60246457851999
Chile,CHL,2008,-22.029546
Chile,CHL,2009,0.2977279999999993
Chile,CHL,2010,29.448323
Chile,CHL,2011,0.9676160000000067
Chile,CHL,2012,-5.356778000000006
Chile,CHL,2013,0.11746300000000787
Chile,CHL,2014,-9.136528000000006
Chile,CHL,2015,4.253544569999995
Chile,CHL,2016,10.920151320000002
Chile,CHL,2017,-3.0170384691900054
Chile,CHL,2018,7.991123899250006
China,CHN,1966,2.418879052430002
China,CHN,1967,1.2094395320299984
China,CHN,1968,-0.6047197602000001
China,CHN,1969,5.6440511300899985
China,CHN,1970,9.17158308785
China,CHN,1971,8.768436569420004
China,CHN,1972,11.086529006780005
China,CHN,1973,11.489675525210004
China,CHN,1974,15.621927231539999
China,CHN,1975,13.303834805809998
China,CHN,1976,12.59832841891
China,CHN,1977,20.358898767850008
China,CHN,1978,16.226647014999998
China,CHN,1979,7.861356882600006
China,CHN,1980,-2.4188790408000216
China,CHN,1981,-15.4203540014
China,CHN,1982,-8.163716762699977
China,CHN,1983,2.822025547599992
China,CHN,1984,2.217305787400008
China,CHN,1985,5.0393313349999715
China,CHN,1986,8.36529013240002
China,CHN,1987,1.3102261470999963
China,CHN,1988,3.7291051878999895
China,CHN,1989,7.952064835000016
China,CHN,1990,2.5095871094999893
China,CHN,1991,1.9351031396000167
China,CHN,1992,3.0235989173000064
China,CHN,1993,9.826696161400008
China,CHN,1994,8.002458206499966
China,CHN,1995,1.8242379549000134
China,CHN,1996,8.566863269500004
China,CHN,1997,10.622910500699987
China,CHN,1998,6.17822025160001
China,CHN,1999,12.46730580420001
China,CHN,2000,30.326696194999982
China,CHN,2001,29.500245832800005
China,CHN,2002,17.67797448600004
China,CHN,2003,47.61160273219997
China,CHN,2004,58.09240405319997
China,CHN,2005,69.91138190030006
China,CHN,2006,108.0864888108
China,CHN,2007,132.9414172416
China,CHN,2008,108.55007107780011
China,CHN,2009,82.91124075609991
China,CHN,2010,186.50024911960008
China,CHN,2011,262.88817251780006
China,CHN,2012,157.147099992
China,CHN,2013,210.0095984129996
