Entity,Code,Year,Coal Consumption - Mtoe (terawatt-hours)
Argentina,ARG,2012,13.66918058083769
Argentina,ARG,2013,14.939302723892842
Argentina,ARG,2014,15.891716601166001
Argentina,ARG,2015,15.81412927770069
Argentina,ARG,2016,12.1886413513
Argentina,ARG,2017,12.5252881796144
Argentina,ARG,2018,14.157840929818782
Asia Pacific,,1965,2780.382545146526
Asia Pacific,,1966,2931.1524991933497
Asia Pacific,,1967,2853.9245916273962
Asia Pacific,,1968,2896.290723396094
Asia Pacific,,1969,3249.6842851643682
Asia Pacific,,1970,3630.5772080569186
Asia Pacific,,1971,3886.211356423871
Asia Pacific,,1972,4035.8676776983134
Asia Pacific,,1973,4133.43003448691
Asia Pacific,,1974,4233.941740084842
Asia Pacific,,1975,4556.575757993907
Asia Pacific,,1976,4664.742763314756
Asia Pacific,,1977,4974.512511779561
Asia Pacific,,1978,5218.075913395271
Asia Pacific,,1979,5470.84179548864
Asia Pacific,,1980,5782.600438433266
Asia Pacific,,1981,5973.652787175557
Asia Pacific,,1982,6182.853419986874
Asia Pacific,,1983,6545.1069660779995
Asia Pacific,,1984,7111.992683573683
Asia Pacific,,1985,7673.2575573535805
Asia Pacific,,1986,7967.968891100529
Asia Pacific,,1987,8542.295302716768
Asia Pacific,,1988,9153.144031479032
Asia Pacific,,1989,9566.153147329147
Asia Pacific,,1990,9771.20139082433
Asia Pacific,,1991,10177.723958072811
Asia Pacific,,1992,10530.053225560405
Asia Pacific,,1993,11081.321010239635
Asia Pacific,,1994,11633.456426281624
Asia Pacific,,1995,11907.96592878666
Asia Pacific,,1996,12424.776943275163
Asia Pacific,,1997,12481.722455019319
Asia Pacific,,1998,12469.892837693505
Asia Pacific,,1999,12898.277165830761
Asia Pacific,,2000,13335.976232044599
Asia Pacific,,2001,13949.236304198745
Asia Pacific,,2002,15016.878584299591
Asia Pacific,,2003,17165.757077669245
Asia Pacific,,2004,19305.748636583343
Asia Pacific,,2005,21935.536920766783
Asia Pacific,,2006,23620.47974151987
Asia Pacific,,2007,25594.073931095238
Asia Pacific,,2008,26292.973976368216
Asia Pacific,,2009,27161.974965918795
Asia Pacific,,2010,28407.90492652572
Asia Pacific,,2011,30483.28919010758
Asia Pacific,,2012,31143.165444102044
Asia Pacific,,2013,31978.674559570925
Asia Pacific,,2014,32199.355682891783
Asia Pacific,,2015,31993.857631693925
Asia Pacific,,2016,31853.465264381633
Asia Pacific,,2017,32224.901638321568
Asia Pacific,,2018,33044.864370733485
Australia,AUS,1965,202.02777777777803
Australia,AUS,1966,209.38888888888837
Australia,AUS,1967,215.25000000000048
Australia,AUS,1968,221.69444444444503
Australia,AUS,1969,229.2777777777776
Australia,AUS,1970,231.69444444444406
Australia,AUS,1971,232.56944444444446
Australia,AUS,1972,242.93055555555605
Australia,AUS,1973,252.9861111111112
Australia,AUS,1974,264.06944444444446
Australia,AUS,1975,272.54166666666714
Australia,AUS,1976,281.7916666666664
Australia,AUS,1977,294.18055555555605
Australia,AUS,1978,301.8611111111113
Australia,AUS,1979,315.5416666666667
Australia,AUS,1980,324.763888888889
Australia,AUS,1981,333.1388888888891
Australia,AUS,1982,336.68055555555503
Australia,AUS,1983,336.5555555555555
Australia,AUS,1984,355.9027777777776
Australia,AUS,1985,368.13888888888846
Australia,AUS,1986,377.48611111111154
Australia,AUS,1987,393.3611111111111
Australia,AUS,1988,413.7638888888894
Australia,AUS,1989,433.9583333333339
Australia,AUS,1990,444.3472222222224
Australia,AUS,1991,453.26388888888954
Australia,AUS,1992,455.95833333333314
Australia,AUS,1993,458.8888888888886
Australia,AUS,1994,468.2638888888886
Australia,AUS,1995,484.16666666666623
Australia,AUS,1996,503.958333333334
Australia,AUS,1997,529.4583333333338
Australia,AUS,1998,553.0833333333331
Australia,AUS,1999,587.3693572714236
Australia,AUS,2000,591.5835925099627
Australia,AUS,2001,585.6118881898731
Australia,AUS,2002,598.7945455899138
Australia,AUS,2003,615.9442150339086
Australia,AUS,2004,641.8300979388891
Australia,AUS,2005,638.1289183122507
Australia,AUS,2006,655.4123628857794
Australia,AUS,2007,649.7283742578126
Australia,AUS,2008,677.304107177444
Australia,AUS,2009,654.9699775909291
Australia,AUS,2010,607.5224583837216
Australia,AUS,2011,592.1726028363933
Australia,AUS,2012,555.3424907652571
Australia,AUS,2013,527.9813798312481
Australia,AUS,2014,522.9722736912087
Australia,AUS,2015,540.8229107879994
Australia,AUS,2016,541.135348613645
Australia,AUS,2017,524.1236081070617
Australia,AUS,2018,514.935478676777
Austria,AUT,1965,59.114899752596486
Austria,AUT,1966,56.46759638937876
Austria,AUT,1967,53.45090185920048
Austria,AUT,1968,52.773684719772696
Austria,AUT,1969,51.93639807466198
Austria,AUT,1970,55.854166666666735
Austria,AUT,1971,51.23361111111114
Austria,AUT,1972,46.45388888888894
Austria,AUT,1973,46.16972222222219
Austria,AUT,1974,48.72277777777784
Austria,AUT,1975,42.34055555555557
Austria,AUT,1976,45.060000000000024
Austria,AUT,1977,37.80027777777781
Austria,AUT,1978,38.40222222222227
Austria,AUT,1979,41.686111111111096
Austria,AUT,1980,42.83472222222221
Austria,AUT,1981,43.849999999999994
Austria,AUT,1982,41.70555555555563
Austria,AUT,1983,44.65583333333336
Austria,AUT,1984,50.88638888888888
Austria,AUT,1985,50.815000000000076
Austria,AUT,1986,45.302500000000016
Austria,AUT,1987,44.93944444444451
Austria,AUT,1988,43.03388888888886
Austria,AUT,1989,43.22805555555562
Austria,AUT,1990,47.64055555555554
Austria,AUT,1991,49.97222222222221
Austria,AUT,1992,38.88202441666669
Austria,AUT,1993,34.958750138888945
Austria,AUT,1994,35.45444444444448
Austria,AUT,1995,40.33864166666672
Austria,AUT,1996,40.510191555555544
Austria,AUT,1997,42.968530333333305
Austria,AUT,1998,37.829999999999984
Austria,AUT,1999,37.569916315174
Austria,AUT,2000,42.47900525765
Austria,AUT,2001,43.88113350446365
Austria,AUT,2002,44.57971165707568
Austria,AUT,2003,47.54769430607135
Austria,AUT,2004,46.57630650443413
Austria,AUT,2005,46.438047711013226
Austria,AUT,2006,46.397970515972666
Austria,AUT,2007,44.859593400840346
Austria,AUT,2008,44.31640888756664
Austria,AUT,2009,33.39078427501629
Austria,AUT,2010,39.26067948996739
Austria,AUT,2011,40.319636427135066
Austria,AUT,2012,37.45485105355935
Austria,AUT,2013,38.096313031970375
Austria,AUT,2014,34.89556326711961
Austria,AUT,2015,37.71359293817814
Austria,AUT,2016,34.97959567821889
Austria,AUT,2017,36.25200827871916
Austria,AUT,2018,33.21807672744232
Azerbaijan,AZE,1985,1.06996
Azerbaijan,AZE,1986,1.06996
Azerbaijan,AZE,1987,1.06996
Azerbaijan,AZE,1988,1.06996
Azerbaijan,AZE,1989,1.06996
Azerbaijan,AZE,1990,1.03507
Azerbaijan,AZE,1991,0.7792100000000001
Azerbaijan,AZE,1992,0.13956000000000002
Azerbaijan,AZE,1993,0.034890000000000004
Azerbaijan,AZE,1994,0.046520000000000006
Azerbaijan,AZE,1995,0.034890000000000004
Azerbaijan,AZE,1996,0.034890000000000004
Azerbaijan,AZE,1997,0.034890000000000004
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0.034890000000000004
Azerbaijan,AZE,2002,0.023260000000000003
Azerbaijan,AZE,2003,0.034890000000000004
Azerbaijan,AZE,2004,0.010699600000000002
Azerbaijan,AZE,2005,0.037448600000000005
Azerbaijan,AZE,2006,0.037448600000000005
Azerbaijan,AZE,2007,0.057333333422750404
Azerbaijan,AZE,2008,0.0430000000670628
Azerbaijan,AZE,2009,0.0430000000670628
Azerbaijan,AZE,2010,0.06450000010059422
Azerbaijan,AZE,2011,0.057333333422750404
Azerbaijan,AZE,2012,0.0430000000670628
Azerbaijan,AZE,2013,0.035833333389219006
Azerbaijan,AZE,2014,0.0215000000335314
Azerbaijan,AZE,2015,0.035833333389219006
Azerbaijan,AZE,2016,0.014333333355687601
Azerbaijan,AZE,2017,0.014294171242693908
Azerbaijan,AZE,2018,0.014294171242693908
Bangladesh,BGD,1965,0
Bangladesh,BGD,1966,0
Bangladesh,BGD,1967,0
Bangladesh,BGD,1968,0
Bangladesh,BGD,1969,0
Bangladesh,BGD,1970,0
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,1.08698632
Bangladesh,BGD,1973,1.4125100200000003
Bangladesh,BGD,1974,1.25556317
Bangladesh,BGD,1975,1.45319176
Bangladesh,BGD,1976,1.43575839
Bangladesh,BGD,1977,1.4997001300000001
Bangladesh,BGD,1978,1.45319176
Bangladesh,BGD,1979,1.08118295
Bangladesh,BGD,1980,1.4443297
Bangladesh,BGD,1981,1.4847788400000002
Bangladesh,BGD,1982,1.79867254
Bangladesh,BGD,1983,1.01798553
Bangladesh,BGD,1984,0.40738727
Bangladesh,BGD,1985,0.56964903
Bangladesh,BGD,1986,0.86029436
Bangladesh,BGD,1987,1.35437165
Bangladesh,BGD,1988,1.39506502
Bangladesh,BGD,1989,1.45319176
Bangladesh,BGD,1990,3.2725889599999998
Bangladesh,BGD,1991,1.0463045800000002
Bangladesh,BGD,1992,0.9823628400000001
Bangladesh,BGD,1993,0.36620544000000005
Bangladesh,BGD,1994,0.34295707000000003
Bangladesh,BGD,1995,3.7317995100000005
Bangladesh,BGD,1996,2.04610079
Bangladesh,BGD,1997,3.7550595100000006
Bangladesh,BGD,1998,1.0811713200000002
Bangladesh,BGD,1999,0.5347706600000001
Bangladesh,BGD,2000,3.8364346200000004
Bangladesh,BGD,2001,4.068941580000001
Bangladesh,BGD,2002,4.2491368000000005
Bangladesh,BGD,2003,4.0631265800000005
Bangladesh,BGD,2004,4.068941580000001
Bangladesh,BGD,2005,5.59190171
Bangladesh,BGD,2006,5.481451600000001
Bangladesh,BGD,2007,7.19039869
Bangladesh,BGD,2008,7.45779565
Bangladesh,BGD,2009,9.00399252
Bangladesh,BGD,2010,9.405076330000002
Bangladesh,BGD,2011,8.48084023
Bangladesh,BGD,2012,10.492062650000001
Bangladesh,BGD,2013,11.492207760000001
Bangladesh,BGD,2014,10.765262980000001
Bangladesh,BGD,2015,26.40278653
Bangladesh,BGD,2016,19.7808855
Bangladesh,BGD,2017,22.128354480000002
Bangladesh,BGD,2018,24.79608175052361
Belarus,BLR,1985,25.112379880000002
Belarus,BLR,1986,27.47188591
Belarus,BLR,1987,26.71053959
Belarus,BLR,1988,28.61634615199077
Belarus,BLR,1989,28.092269105911143
Belarus,BLR,1990,24.71020285
Belarus,BLR,1991,23.47315464
Belarus,BLR,1992,19.550192820000003
Belarus,BLR,1993,16.790056550000003
Belarus,BLR,1994,11.763756630000001
Belarus,BLR,1995,11.069910830000001
Belarus,BLR,1996,13.434568950000001
Belarus,BLR,1997,14.157129220000002
Belarus,BLR,1998,12.563811700390902
Belarus,BLR,1999,11.656455721056501
Belarus,BLR,2000,11.5717255405083
Belarus,BLR,2001,8.308523855727701
Belarus,BLR,2002,7.8374481909728
Belarus,BLR,2003,7.3767715811993
Belarus,BLR,2004,7.2259380391874
Belarus,BLR,2005,7.979853770229073
Belarus,BLR,2006,7.144689955555008
Belarus,BLR,2007,8.080224093574234
Belarus,BLR,2008,7.5326538634488
Belarus,BLR,2009,7.176777275572705
Belarus,BLR,2010,7.507348834954104
Belarus,BLR,2011,9.01861486408314
Belarus,BLR,2012,9.19935326
Belarus,BLR,2013,9.764290977
Belarus,BLR,2014,9.686454876
Belarus,BLR,2015,8.613829280000001
Belarus,BLR,2016,9.464075320000001
Belarus,BLR,2017,9.788640708
Belarus,BLR,2018,11.129693979764124
Belgium,BEL,1965,222.9371546055
Belgium,BEL,1966,203.37099414440002
Belgium,BEL,1967,199.59725057420002
Belgium,BEL,1968,206.06417824890002
Belgium,BEL,1969,200.69035136669999
Belgium,BEL,1970,189.13449273300003
Belgium,BEL,1971,156.61695237330002
Belgium,BEL,1972,149.5834419181
Belgium,BEL,1973,125.52781780130002
Belgium,BEL,1974,134.2674400688
Belgium,BEL,1975,100.27896745406
Belgium,BEL,1976,104.50377222392001
Belgium,BEL,1977,105.99527027316
Belgium,BEL,1978,108.54405786771001
Belgium,BEL,1979,120.93531781170002
Belgium,BEL,1980,121.91450647580001
Belgium,BEL,1981,126.2925643844
Belgium,BEL,1982,126.49051058970001
Belgium,BEL,1983,107.94012616794
Belgium,BEL,1984,125.17853738400001
Belgium,BEL,1985,124.8266889464
Belgium,BEL,1986,106.50946124111002
Belgium,BEL,1987,105.99314400678
Belgium,BEL,1988,107.10849779247002
Belgium,BEL,1989,112.53452318499001
Belgium,BEL,1990,123.63172645
Belgium,BEL,1991,118.26103897
Belgium,BEL,1992,105.84024549000002
Belgium,BEL,1993,100.2586247
Belgium,BEL,1994,107.76567340000001
Belgium,BEL,1995,102.92939605
Belgium,BEL,1996,98.50768168
Belgium,BEL,1997,91.96224790000001
Belgium,BEL,1998,91.47681170000001
Belgium,BEL,1999,80.15169215
Belgium,BEL,2000,88.68364623000001
Belgium,BEL,2001,84.47443522
Belgium,BEL,2002,72.41641633
Belgium,BEL,2003,70.04909494
Belgium,BEL,2004,65.15431869
Belgium,BEL,2005,59.86575064000001
Belgium,BEL,2006,59.07674818
Belgium,BEL,2007,53.98672749000001
Belgium,BEL,2008,53.31606028
Belgium,BEL,2009,34.34512287
Belgium,BEL,2010,43.60049784
Belgium,BEL,2011,41.04895725
Belgium,BEL,2012,38.662644070000006
Belgium,BEL,2013,39.80137226000001
Belgium,BEL,2014,38.92562163
Belgium,BEL,2015,39.27035809
Belgium,BEL,2016,37.11259767
Belgium,BEL,2017,36.321955380000006
Belgium,BEL,2018,38.1095302125182
Brazil,BRA,1965,20.178050000000002
Brazil,BRA,1966,21.8644
Brazil,BRA,1967,22.59709
Brazil,BRA,1968,22.23656
Brazil,BRA,1969,24.81842
Brazil,BRA,1970,28.34479561012
Brazil,BRA,1971,28.532440356840002
Brazil,BRA,1972,30.035911735310002
Brazil,BRA,1973,29.518560500940005
Brazil,BRA,1974,31.312281940600002
Brazil,BRA,1975,37.225247827100006
Brazil,BRA,1976,39.72639494093
Brazil,BRA,1977,50.386036912570006
Brazil,BRA,1978,57.935014763110004
Brazil,BRA,1979,62.92865974814
Brazil,BRA,1980,68.644761973
Brazil,BRA,1981,67.15785671543
Brazil,BRA,1982,70.99180348072001
Brazil,BRA,1983,79.83681000467
Brazil,BRA,1984,98.59130966056
Brazil,BRA,1985,116.54804306995001
Brazil,BRA,1986,117.99250417732
Brazil,BRA,1987,123.55479144140001
Brazil,BRA,1988,126.26783377090001
Brazil,BRA,1989,125.29147891912001
Brazil,BRA,1990,111.62079044734801
Brazil,BRA,1991,127.963541910876
Brazil,BRA,1992,124.180014277536
Brazil,BRA,1993,127.936268844468
Brazil,BRA,1994,131.331649358784
Brazil,BRA,1995,137.729822385456
Brazil,BRA,1996,142.11913527772802
Brazil,BRA,1997,142.97126166078002
Brazil,BRA,1998,140.04022079628
Brazil,BRA,1999,141.80779683294003
Brazil,BRA,2000,151.18148930556
Brazil,BRA,2001,148.78800453258
Brazil,BRA,2002,144.01039162400002
Brazil,BRA,2003,149.41872890300002
Brazil,BRA,2004,156.65688689743
Brazil,BRA,2005,151.0846025589342
Brazil,BRA,2006,148.97397377078602
Brazil,BRA,2007,157.87172154201014
Brazil,BRA,2008,160.13235547957012
Brazil,BRA,2009,129.20716026055808
Brazil,BRA,2010,168.1976407044447
Brazil,BRA,2011,179.66970046795916
Brazil,BRA,2012,177.79640942355837
Brazil,BRA,2013,191.64349455174104
Brazil,BRA,2014,203.76636967510396
Brazil,BRA,2015,204.97771138200102
Brazil,BRA,2016,185.1463600020472
Brazil,BRA,2017,192.70689714943734
Brazil,BRA,2018,185.05610669829596
Bulgaria,BGR,1965,69.73348000000001
Bulgaria,BGR,1966,71.90829000000001
Bulgaria,BGR,1967,78.08382000000002
Bulgaria,BGR,1968,84.82922
Bulgaria,BGR,1969,85.28279
Bulgaria,BGR,1970,93.28423000000002
Bulgaria,BGR,1971,92.07471000000001
Bulgaria,BGR,1972,94.9008
Bulgaria,BGR,1973,95.63349000000001
Bulgaria,BGR,1974,94.00529
Bulgaria,BGR,1975,98.55262
Bulgaria,BGR,1976,91.86537000000001
Bulgaria,BGR,1977,91.49321
Bulgaria,BGR,1978,97.55244
Bulgaria,BGR,1979,100.58787
Bulgaria,BGR,1980,105.50735999999999
Bulgaria,BGR,1981,107.13556
Bulgaria,BGR,1982,112.55514000000002
Bulgaria,BGR,1983,112.12483
Bulgaria,BGR,1984,112.29928000000001
Bulgaria,BGR,1985,117.20714
Bulgaria,BGR,1986,120.47517
Bulgaria,BGR,1987,120.3705
Bulgaria,BGR,1988,112.13646
Bulgaria,BGR,1989,114.45083
Bulgaria,BGR,1990,96.05791522000001
Bulgaria,BGR,1991,85.86169651
Bulgaria,BGR,1992,90.28905143000001
Bulgaria,BGR,1993,97.20978531
Bulgaria,BGR,1994,88.99108528000001
Bulgaria,BGR,1995,89.00214541000001
Bulgaria,BGR,1996,88.62326327000001
Bulgaria,BGR,1997,101.05516340000001
Bulgaria,BGR,1998,96.24862396000002
Bulgaria,BGR,1999,79.25326302
Bulgaria,BGR,2000,73.19367249000001
Bulgaria,BGR,2001,83.42836324000001
Bulgaria,BGR,2002,76.82982688
Bulgaria,BGR,2003,86.01832935000002
Bulgaria,BGR,2004,82.19636245000001
Bulgaria,BGR,2005,80.50994267
Bulgaria,BGR,2006,81.74977045
Bulgaria,BGR,2007,91.96953991000001
Bulgaria,BGR,2008,87.66482334
Bulgaria,BGR,2009,73.79338507
Bulgaria,BGR,2010,80.04697563
Bulgaria,BGR,2011,94.14437317
Bulgaria,BGR,2012,80.4279628
Bulgaria,BGR,2013,69.1255799
Bulgaria,BGR,2014,73.851663
Bulgaria,BGR,2015,76.23652243000001
Bulgaria,BGR,2016,66.224709
Bulgaria,BGR,2017,71.00034753
Bulgaria,BGR,2018,63.81582146221327
CIS,,1965,3459.1882805555515
CIS,,1966,3585.219047222227
CIS,,1967,3640.7202694444504
CIS,,1968,3608.97036944445
CIS,,1969,3677.5991805555564
CIS,,1970,3630.393691666669
CIS,,1971,3703.8051138888923
CIS,,1972,3803.023324999999
CIS,,1973,3848.095980555559
CIS,,1974,3866.9873249999964
CIS,,1975,3977.058744444441
CIS,,1976,3972.7527658396175
CIS,,1977,4044.1145218425168
CIS,,1978,4019.640623184535
CIS,,1979,4048.735514481161
CIS,,1980,3925.4902444444474
CIS,,1981,3900.5838832022796
CIS,,1982,3960.3270635095437
CIS,,1983,3970.486234065274
CIS,,1984,3933.0122090066566
CIS,,1985,2869.028756245066
CIS,,1986,2968.82820938071
CIS,,1987,3026.183379731109
CIS,,1988,2990.227845998113
CIS,,1989,2893.596805999253
CIS,,1990,2689.823882667817
CIS,,1991,2492.5649342297893
CIS,,1992,2340.034183953521
CIS,,1993,2105.124347490166
CIS,,1994,1884.3770962767092
CIS,,1995,1737.7868845600472
CIS,,1996,1681.3010605711686
CIS,,1997,1532.9983251481337
CIS,,1998,1447.3313803728581
CIS,,1999,1438.1878298666857
CIS,,2000,1464.4046460325446
CIS,,2001,1481.4968737627428
CIS,,2002,1492.292993331941
CIS,,2003,1525.1892419876337
CIS,,2004,1495.7103494897538
CIS,,2005,1440.1614681381518
CIS,,2006,1482.6513455199354
CIS,,2007,1483.2937745419647
CIS,,2008,1595.8030393326221
CIS,,2009,1461.135725646897
CIS,,2010,1470.3504308223842
CIS,,2011,1549.1654656080677
CIS,,2012,1623.408882007361
CIS,,2013,1527.6243377903675
CIS,,2014,1492.1727120826542
CIS,,2015,1512.2866869168395
CIS,,2016,1491.946342202502
CIS,,2017,1470.3215743914634
CIS,,2018,1568.7456882564059
Canada,CAN,1965,179.98588
Canada,CAN,1966,176.45036000000002
Canada,CAN,1967,174.82216000000003
Canada,CAN,1968,189.92953
Canada,CAN,1969,183.37021000000001
Canada,CAN,1970,196.87264000000002
Canada,CAN,1971,187.1267
Canada,CAN,1972,176.57829
Canada,CAN,1973,181.85831000000002
Canada,CAN,1974,184.77744
Canada,CAN,1975,179.76491000000001
Canada,CAN,1976,212.82900000000004
Canada,CAN,1977,271.95592000000005
Canada,CAN,1978,223.62164000000004
Canada,CAN,1979,211.74741000000003
Canada,CAN,1980,257.891388888889
Canada,CAN,1981,263.31722222222254
Canada,CAN,1982,278.24472222222255
Canada,CAN,1983,291.1152777777776
Canada,CAN,1984,324.27138888888857
Canada,CAN,1985,311.6905555555563
Canada,CAN,1986,288.88305555555604
Canada,CAN,1987,310.48444444444465
Canada,CAN,1988,333.4186111111114
Canada,CAN,1989,332.71833333333353
Canada,CAN,1990,315.6030555555559
Canada,CAN,1991,305.49611111111085
Canada,CAN,1992,311.20916666666676
Canada,CAN,1993,276.3097222222227
Canada,CAN,1994,292.96916666666664
Canada,CAN,1995,306.23361111111086
Canada,CAN,1996,312.63083333333395
Canada,CAN,1997,326.84666666666686
Canada,CAN,1998,349.53472222222246
Canada,CAN,1999,336.12083333333334
Canada,CAN,2000,355.73555555555623
Canada,CAN,2001,369.7925000000002
Canada,CAN,2002,372.07083333333384
Canada,CAN,2003,371.2958333333335
Canada,CAN,2004,348.8641666666666
Canada,CAN,2005,349.49499999999995
Canada,CAN,2006,339.17611111111125
Canada,CAN,2007,352.2313888888894
Canada,CAN,2008,341.91083333333387
Canada,CAN,2009,273.13500000000005
Canada,CAN,2010,288.02361111111094
Canada,CAN,2011,257.9827777777774
Canada,CAN,2012,245.1461111111117
Canada,CAN,2013,241.52807521944402
Canada,CAN,2014,228.28403788888897
Canada,CAN,2015,231.28289480371959
Canada,CAN,2016,217.2624756805561
Canada,CAN,2017,216.4836214916673
Canada,CAN,2018,167.71479191513782
Central America,,1965,0.01526408127013535
Central America,,1966,0.015527845233290349
Central America,,1967,0.01576230208942814
Central America,,1968,0.01611398737363477
Central America,,1969,0.01634844422977256
Central America,,1970,0.011117729321786493
Central America,,1971,0.01844741438423225
Central America,,1972,0.0805260190306032
Central America,,1973,0.11541973164885865
Central America,,1974,0.048084819084145414
Central America,,1975,0.01273054863949852
Central America,,1976,0.0076454412044350715
