Entity,Code,Year,Oil (terrawatt-hours),Natural Gas (terrawatt-hours),Coal (terrawatt-hours),Nuclear (terawatt-hours),Hydropower (terawatt-hours),Solar (terawatt-hours),Wind (terawatt-hours),Other renewables (terawatt-hours)
Algeria,DZA,1967,18.942031111111085,7.488250000000003,0.60476,0,0.4065848,0,0,0
Algeria,DZA,1968,20.16730138888889,7.873250000000004,0.63965,0,0.5568444,0,0,0
Algeria,DZA,1969,21.30593000000001,10.351687499999999,0.8141000000000002,0,0.3623908,0,0,0
Algeria,DZA,1970,24.34768083333339,9.730875000000006,0.9652900000000001,0,0.5833608,0,0,0
Algeria,DZA,1971,27.440050277777722,11.049500000000002,0.26749,0,0.3270356,0,0,0
Algeria,DZA,1972,30.1214141666667,12.830125000000042,0.23260000000000003,0,0.4993922,0,0,0
Algeria,DZA,1973,32.900344999999966,17.85918749999995,0.26749,0,0.7557174,0,0,0
Algeria,DZA,1974,36.54384083333334,20.67450000000001,0.22097,0,0.4993922,0,0,0
Algeria,DZA,1975,40.63066750000003,28.49000000000001,0.27912000000000003,0,0.3270356,0,0,0
Algeria,DZA,1976,46.717732499999975,33.687500000000036,0.54661,0,0.3844878,0,0,0
Algeria,DZA,1977,52.80649361111112,35.901250000000005,0.70943,0,0.2695834,0,0,0
Algeria,DZA,1978,54.60794472222218,57.65375000000003,0.36053,0,0.2563252,0,0,0
Algeria,DZA,1979,65.3186172222222,81.52375000000005,0.83736,0,0.2916804,0,0,0
Algeria,DZA,1980,66.20242999999996,109.43625000000002,0.7443200000000001,0,0.2563252,0,0,0
Algeria,DZA,1981,71.32307277777775,142.25750000000045,0.52335,0,0.3623908,0,0,0
Algeria,DZA,1982,75.57341777777775,161.41125000000042,9.71105,0,0.4772952,0,0,0
Algeria,DZA,1983,84.89242111111115,176.7150000000005,8.66435,0,0.2342282,0,0,0
Algeria,DZA,1984,94.00200638888893,155.25124999999966,9.60638,0,0.4551982,0,0,0
Algeria,DZA,1985,96.5538030555556,153.80750000000012,10.02506,0,0.646,0,0,0
Algeria,DZA,1986,98.02125416666665,168.4375000000002,10.29255,0,0.25,0,0,0
Algeria,DZA,1987,99.1005238888889,172.28750000000008,12.304540000000001,0,0.499,0,0,0
Algeria,DZA,1988,99.17259861111108,194.13625000000008,11.571850000000001,0,0.183,0,0,0
Algeria,DZA,1989,103.93666111111115,182.68249999999992,9.78083,0,0.226,0,0,0
Algeria,DZA,1990,111.8116158333333,195.09874999999977,7.664170000000001,0,0.135,0,0,0
Algeria,DZA,1991,110.62778611111108,192.69250000000054,7.908400000000001,0,0.293,0,0,0
Algeria,DZA,1992,111.29265555555563,198.94874999999965,9.39704,0,0.199,0,0,0
Algeria,DZA,1993,110.75487666666665,178.54375000000036,7.652540000000001,0,0.353,0,0,0
Algeria,DZA,1994,106.05089583333333,188.16874999999948,7.2106,0,0.166,0,0,0
Algeria,DZA,1995,103.14228277777775,202.2212500000002,7.2106,0,0.193,0,0,0
Algeria,DZA,1996,98.42207972222224,207.70749999999975,3.39596,0,0.135,0,0,0
Algeria,DZA,1997,97.64341944444443,194.04000000000056,5.954560000000001,0,0.075,0,0,0
Algeria,DZA,1998,100.6587480555556,200.68124999999998,6.373240000000001,0,0.215,0,0,0
Algeria,DZA,1999,98.8983458333333,205.10875000000038,6.82681,0,0.203,0,0,0
Algeria,DZA,2000,103.13247972222229,191.01293750000045,5.64055,0,0.054,0,0,0
Algeria,DZA,2001,106.77533388888888,197.3221249999998,6.512800000000001,0,0.069,0,0,0
Algeria,DZA,2002,118.39722972222246,194.83887499999958,8.54805,0,0.057,0,0,0
Algeria,DZA,2003,123.17411805555588,205.93168750000018,7.04778,0,0.265,0,0,0
Algeria,DZA,2004,128.74683027777786,211.89918749999958,8.40849,0,0.251,0,0,0
Algeria,DZA,2005,134.21338489999977,223.5598749999997,6.90822,0,0.5553,0,0,0
Algeria,DZA,2006,139.84572075000025,228.4975000000006,10.257660000000001,0,0.2176,0,0,0
Algeria,DZA,2007,156.38999647506944,233.80681452991467,8.80391,0,0.226,0,0,0
Algeria,DZA,2008,169.91589639527737,244.041875,8.80391,0,0.283,0,0,0
Algeria,DZA,2009,180.13442944444486,262.1176249999999,5.65218,0,0.342,0,0,0
Algeria,DZA,2010,180.04885499999952,253.2722500000001,3.6053,0,0.173,0.0091,0,0
Algeria,DZA,2011,192.22765305555538,267.9696250000002,3.1982500000000003,0,0.378,0.01811875,0,0
Algeria,DZA,2012,204.3952677777782,298.7407499999998,3.39596,0,0.389,0.0267230136986301,0,0
Algeria,DZA,2013,213.57638499999953,321.2151249999995,1.8375400000000002,0,0.099,0.0286,0,0
Algeria,DZA,2014,221.92515277777724,360.9182499999998,2.08177,0,0.193,0.06,0.001,0
Algeria,DZA,2015,236.1484832777782,379.2250000000003,1.54679,0,0.145,0.058,0.019,0
Algeria,DZA,2016,229.44103930555573,385.9625000000005,0.5698700000000001,0,0.072,0.245,0.0190520547945205,0
Algeria,DZA,2017,225.3893038611109,388.8499999999995,2.11666,0,0.056,0.504,0.019,0
Algeria,DZA,2018,228.1965041666662,427.34999999999957,2.11666,0,0.117,0.603,0.01,0
Argentina,ARG,1965,260.1392938124458,41.234,8.455049186518222,0,1.2109156,0,0,0
Argentina,ARG,1966,268.56480201750514,44.657200000000024,6.971818298860046,0,1.2285932,0,0,0
Argentina,ARG,1967,275.18662634653515,46.69945000000001,7.840396988836102,0,1.2551096,0,0,0
Argentina,ARG,1968,281.00747727510816,51.99957500000001,7.619035275495471,0,1.480499,0,0,0
Argentina,ARG,1969,291.98175393307844,51.805074999999974,9.122169996314266,0,1.32582,0,0,0
Argentina,ARG,1970,262.1598020618129,58.54450000000004,11.722598380005964,0,1.5158542,0,0,0.0475409912536443
Argentina,ARG,1971,279.9751100000006,63.20277500000002,10.277542028654782,0,1.524693,0,0,0.0498646137026239
Argentina,ARG,1972,280.3572516666668,70.92442499999997,8.651294898829944,0,1.4849184,0,0,0.0643531519274376
Argentina,ARG,1973,281.3179052777774,80.70777499999998,9.496521978894506,0,2.960998,0,0,0.0490424344023324
Argentina,ARG,1974,282.30396972222195,85.42439999999999,11.825921862357568,1.0253008,4.971825,0,0,0.0500676714285714
Argentina,ARG,1975,265.9402666666663,87.52500000000002,11.510940291236158,2.2892492,5.1353428,0,0,0.054922641509434
Argentina,ARG,1976,276.26170305555615,98.51425000000006,11.64258520941617,2.3467014,4.9408892,0,0,0.0502027915451895
Argentina,ARG,1977,291.2396455555558,102.89049999999997,11.00850308113062,1.6175004,5.7054454,0,0,0.0538551078167116
Argentina,ARG,1978,291.2290322222217,100.07025000000009,13.419195359558945,2.8637712,7.6632396,0,0,0.0541366620879121
Argentina,ARG,1979,308.04863722222274,102.89049999999997,12.501673828738303,2.6604788,10.5358496,0,0,0.0843937633928571
Argentina,ARG,1980,288.2583255555553,112.12924999999997,11.144589626234863,2.3113462,14.9729272,0,0,0.0862515679442509
Argentina,ARG,1981,267.2337127777778,117.18624999999999,10.560467206889587,2.784222,14.5000514,0,0,0.0747225
Argentina,ARG,1982,256.3210302777781,133.13525,10.666076149838716,1.8605674,17.4964046,0,0,0.095912465437788
Argentina,ARG,1983,260.9379080555554,143.15199999999945,9.679963225289931,3.3675828,18.207928,0,0,0.137314784053156
Argentina,ARG,1984,245.98776027777743,152.3907500000004,7.185223693573063,4.5873372,19.6486524,0,0,0.0973927918118467
Argentina,ARG,1985,222.50368500000013,155.69724999999954,10.599605761728865,5.767317,20.6562756,0,0,0.103321614285714
Argentina,ARG,1986,255.58044222222236,168.2424999999996,12.109349330288072,5.7098648,21.0085052,0,0,0.107078920807453
Argentina,ARG,1987,272.78299166666704,168.33975000000044,13.439672780633833,6.4655822,21.8132882,0,0,0.108156823308271
Argentina,ARG,1988,272.029264444445,196.63950000000008,13.772349638372248,5.7982528,15.5497744,0,0,0.121116047351525
Argentina,ARG,1989,246.7896619444447,206.55899999999983,14.90276817764186,5.038116,12.9769104,0,0,0.119376907894737
Argentina,ARG,1990,233.44308944444467,197.32025000000007,12.266132187086354,7.2787518,17.9031534,0,0,0.106763283730159
Argentina,ARG,1991,240.50233555555576,200.9185000000005,10.794012477295873,7.756047,16.1993292,0,0,0.0996004043126685
Argentina,ARG,1992,254.04391305555623,217.25650000000041,12.16816363779679,7.0842982,19.7790505050503,0,0,0.101865494505494
Argentina,ARG,1993,251.62746944444422,229.4127499999995,8.06998722,7.7516276,23.5554747474745,0,0,0.107438402777778
Argentina,ARG,1994,243.23891222222178,235.8312499999996,7.065106990109182,8.2377616,27.9727878787875,0,0,0.119290037593985
Argentina,ARG,1995,241.90118611111095,262.47775000000024,7.414152414461529,7.0666206,28.4581212121209,0,0,0.115592457298137
Argentina,ARG,1996,251.42418250000048,301.1832500000003,7.766816144207845,7.4599472,25.9451818181815,0,0.009618,0.351397492063492
Argentina,ARG,1997,251.7288019444442,277.5514999999998,6.1277140165116055,7.9637588,33.0299595959592,0,0.014592,0.44563205
Argentina,ARG,1998,257.291801111111,296.7097500000005,8.237409361613002,7.4555278,32.4217878787875,0.000017,0.032541,0.463881203007519
Argentina,ARG,1999,239.56551472222193,314.70100000000053,9.885469541269137,7.1063952,26.5300707070704,0.000026,0.034781,0.650455142857143
Argentina,ARG,2000,241.97666472222284,322.96725000000015,7.512647303292917,6.1783212,34.0340101010097,0.000036,0.034758,0.67501431010453
Argentina,ARG,2001,233.11430194444426,302.3502499999998,6.1568522801649905,7.0577818,41.9032626262621,0.000043,0.049361,0.609325850253807
Argentina,ARG,2002,214.8734658333329,294.3757500000003,4.5862964916402085,5.8203498,41.46705050505,0.000047,0.073405,0.850248637873754
Argentina,ARG,2003,221.14389222222272,336.2904999999999,5.593864633008101,7.5660128,39.0800808080803,0.000065,0.077954,1.01407985835694
Argentina,ARG,2004,232.64728444444384,368.0912500000003,9.519819419961674,7.8797902,35.4028787878784,0.00007,0.072446,0.900295090287307
Argentina,ARG,2005,247.28683663194448,392.8900000000003,10.961644949653884,6.8677476,39.3500909090905,0.000081,0.071719665,1.07407290085825
Argentina,ARG,2006,259.9601497054435,406.50500000000017,9.923820577341116,7.721,43.624,0.00009,0.06964,1.56741031456089
Argentina,ARG,2007,288.7588944003783,427.1220000000006,14.360361099340802,7.254,37.741,0.0001089,0.061593,1.57570869577978
Argentina,ARG,2008,296.9551533481558,431.8872500000005,17.516068732655715,7.394,37.199,0.0001437,0.041951078,1.69353638367225
Argentina,ARG,2009,290.82116973162533,418.355582716939,9.620938057736936,8.183,40.783,0.000076084,0.0368315286,1.72875616184549
Argentina,ARG,2010,332.2558711103447,420.8741655845573,13.472080049759562,7.21,40.543,0.00008589,0.0253516062,2.01325481034589
Argentina,ARG,2011,335.5531422107095,438.3978868918576,14.61864526440268,6.4,39.641,0.001614,0.02659055,2.19020582803824
Argentina,ARG,2012,350.60744965870856,456.6420933584587,13.66918058083769,6.402,36.876,0.0081729668,0.369861999333,2.4538216104798
Argentina,ARG,2013,376.2489253345331,460.2768896550948,14.939302723892842,6.207,40.7,0.015074079,0.453354876,2.45735005010909
Argentina,ARG,2014,371.1832639359351,461.5497906359693,15.891716601166001,5.514,40.864,0.015944,0.619491,2.30202525205827
Argentina,ARG,2015,382.6846637657331,466.52568265360185,15.81412927770069,7.039,41.7709,0.014683,0.593334963,2.37825859784431
Argentina,ARG,2016,375.81242194455615,482.1001118814352,12.1886413513,8.285,38.2543932713468,0.014273,0.547359,1.96340864256076
Argentina,ARG,2017,372.5901066439595,483.0002855256145,12.5252881796144,6.088,41.5429785772894,0.016417,0.611567,2.38365450770783
Argentina,ARG,2018,350.22324733886484,487.0423968091583,14.157840929818782,6.87260279742186,41.6494545898936,0.108128528,1.412699784,2.29693941005605
Asia Pacific,,1965,1898.0228016695803,56.23196775688291,2780.382545146526,0.0265164,150.557596289096,0,0,1.644
Asia Pacific,,1966,2187.1459910360863,62.38925306293019,2931.1524991933497,0.3712296,163.387781289096,0,0,1.643
Asia Pacific,,1967,2549.0892526080856,71.39151204095378,2853.9245916273962,0.8485248,154.022797489096,0,0,1.424
Asia Pacific,,1968,2914.830715156128,77.81803057694191,2896.290723396094,0.7203622,164.446862089096,0,0,1.577
Asia Pacific,,1969,3385.89690542038,102.60042439901076,3249.6842851643682,1.6616944,175.383321289096,0,0,1.608
Asia Pacific,,1970,3936.7458207834807,142.324725380247,3630.5772080569186,4.6138536,179.118672089096,0,0,1.776704
Asia Pacific,,1971,4377.582178417025,169.5509092490354,3886.211356423871,8.1184378,194.691911889096,0,0,1.754611
Asia Pacific,,1972,4714.086805241031,196.41526399274548,4035.8676776983134,9.9082948,203.609022489096,0,0,1.785591
Asia Pacific,,1973,5363.043250590951,242.4114608462252,4133.43003448691,11.8307338,197.179032289096,0,0,1.834998
Asia Pacific,,1974,5328.038647562666,302.22537795951365,4233.941740084842,20.9126008,215.163364177984,0,0,2.49626910526317
Asia Pacific,,1975,5302.935979874232,350.98710886553914,4556.575757993907,24.4657984,229.481713056586,0,0,2.65433436842106
Asia Pacific,,1976,5640.450554145247,405.8474058239298,4664.742763314756,39.9248596,232.71207419194,0,0,2.58706457894738
Asia Pacific,,1977,5907.573344557382,499.9435242392395,4974.512511779561,30.521132,225.823647313152,0,0,2.62244347368422
Asia Pacific,,1978,6264.634431372196,599.9441429375833,5218.075913395271,59.467218,235.116742452546,0,0,2.91747136842107
Asia Pacific,,1979,6431.010704097793,685.5563702023354,5470.84179548864,73.8313682,255.172753743461,0,0,3.71292042105264
Asia Pacific,,1980,6083.017689665721,735.652398669923,5782.600438433266,96.8281402,271.622590605311,0,0,5.17343315789475
Asia Pacific,,1981,5901.313681278629,743.8641188965403,5973.652787175557,101.8166352,288.896901745949,0,0,7.07196542105264
Asia Pacific,,1982,5737.781676518348,775.2192768006317,6182.853419986874,124.7567276,279.799084984179,0,0,15.9518942631579
Asia Pacific,,1983,5821.583315645544,854.3617879449632,6545.1069660779995,140.0066126,300.647127486434,0,0,18.0678064210526
Asia Pacific,,1984,6042.672744486285,999.6186237943813,7111.992683573683,167.4913448,297.164135342223,0,0,19.7421374210526
Asia Pacific,,1985,6025.099500970327,1085.9763294842423,7673.2575573535805,209.9467762,320.013024228781,0,0,20.7914868152094
Asia Pacific,,1986,6259.528522195305,1186.078683635021,7967.968891100529,226.16808,328.125890448795,0,0,21.6898897111064
Asia Pacific,,1987,6461.657160906531,1259.3889911567694,8542.295302716768,266.6734152,326.845727441079,0,0,22.0097497368421
Asia Pacific,,1988,7016.312294777,1342.4001576611624,9153.144031479032,250.9199886,361.755022214787,0,0,23.8267043684211
Asia Pacific,,1989,7448.286798382683,1429.7563302034125,9566.153147329147,265.5964838,387.941551172478,0,0,25.9293627894737
Asia Pacific,,1990,7906.95337931443,1520.0201065939686,9771.20139082433,287.1385048,401.67060703388,0.004,0.0323232323232319,21.9477381784416
Asia Pacific,,1991,8251.634655736558,1667.6605487874785,10177.723958072811,306.127962,413.566225731453,0.00945,0.122000909090909,22.402523742374
Asia Pacific,,1992,8809.071063238323,1781.2656403155902,10530.053225560405,314.3659846,403.959635449544,0.0276,0.220474040404039,22.5691151550498
Asia Pacific,,1993,9195.623634067639,1866.5592080477443,11081.321010239635,348.4300346,443.311060952425,0.0431,0.311836666666664,22.5184310758654
Asia Pacific,,1994,9741.337665424877,2031.9303003128048,11633.456426281624,372.0633338,446.114536140525,0.0534,0.583588080808076,25.9677874042327
Asia Pacific,,1995,10335.782516696408,2128.418026837416,11907.96592878666,410.202606,486.727774786274,0.070660101010101,1.12160131313131,30.3678505144696
Asia Pacific,,1996,10841.205708969124,2323.7148075450364,12424.776943275163,431.282462,476.744037951501,0.098160606060606,0.991205066484847,30.8433230755399
Asia Pacific,,1997,11368.121642346397,2510.70867175606,12481.722455019319,459.4551486,479.226719968151,0.147015451951017,1.21395004149495,34.877811142193
Asia Pacific,,1998,11111.243651010875,2567.7366904151713,12469.892837693505,478.35404046,510.29949280204,0.202918856060606,1.48955016659596,37.5350822266725
Asia Pacific,,1999,11630.820962988257,2772.7991542064187,12898.277165830761,486.4727646,502.866957093112,0.286266606060606,2.05324900639393,41.2156530259867
Asia Pacific,,2000,11973.897750503065,2984.1345643004797,13335.976232044599,500.04296252,524.433428701542,0.428429426248789,2.56397697970706,44.068178788671
Asia Pacific,,2001,12051.742912228006,3166.4521436317214,13949.236304198745,506.6062594,573.088154956524,0.608465426289193,3.51743241797979,44.6399478654384
Asia Pacific,,2002,12436.604559418738,3313.205207834381,15016.878584299591,519.295798471,580.682280013488,0.829254425131313,4.06703623152968,46.5968834820202
Asia Pacific,,2003,12951.449222858448,3588.217490300012,17165.757077669245,462.0373046,595.313399650878,1.11654260816162,5.34084763795393,48.7379275307541
Asia Pacific,,2004,13674.41965221396,3802.078197784705,19305.748636583343,525.719639,683.719661545877,1.46405501346949,9.18665430653978,52.3251176558058
Asia Pacific,,2005,13783.574965164413,4084.651318263216,21935.536920766783,553.3276552,727.418805559214,1.85281352746949,12.0191786582367,60.4524994170618
Asia Pacific,,2006,14094.356212495619,4394.9440454369205,23620.47974151987,568.1327138,800.649044885362,2.29127578,18.5697520267721,64.751267922208
Asia Pacific,,2007,14585.088838457346,4733.735497736467,25594.073931095238,544.963744,852.30221559978,2.7485809757153,24.6031247820448,71.33836429985
Asia Pacific,,2008,14540.268488167025,5036.991961173563,26292.973976368216,529.0536846,996.676667319962,3.33060255465225,36.0894879310322,79.1869605354272
Asia Pacific,,2009,14683.588555290326,5156.277573611039,27161.974965918795,553.6646388,965.844415387686,4.38349798767104,54.8425886174204,88.3478739476447
Asia Pacific,,2010,15604.476901178965,5776.24020325791,28407.90492652572,581.9473421,1094.87910762506,6.73874849678111,76.7212708975274,98.0538860449395
Asia Pacific,,2011,16103.82492108135,6231.451934038361,30483.28919010758,482.2225328,1115.87312618593,12.1543992395848,109.802787179035,104.820493060851
Asia Pacific,,2012,16788.695164815817,6642.634191005045,31143.165444102044,344.5571388,1279.09174674525,17.5830281029571,140.728531900333,114.31239261731
Asia Pacific,,2013,17085.46835241377,6855.366226835019,31978.674559570925,345.171474,1365.03665034598,32.3389070851243,191.519400161439,126.101182001051
Asia Pacific,,2014,17368.74357971275,7062.236786326713,32199.355682891783,370.668226,1510.90077779239,62.8747490847576,210.682543378679,144.272212574627
Asia Pacific,,2015,18013.7375988325,7125.371647762232,31993.857631693925,419.6614626,1565.08835586467,99.1937257806647,243.162155359375,161.548391185001
Asia Pacific,,2016,18679.575830294885,7293.485500551454,31853.465264381633,468.3303926,1626.95073071228,141.75522940233,307.2584778413,172.628595157678
Asia Pacific,,2017,19205.047584510165,7683.267171139297,32224.901638321568,493.8297181,1649.44719434668,227.196637891226,376.740026528658,192.645559814682
Asia Pacific,,2018,19717.042779488907,8253.225942624695,33044.864370733485,553.584622,1718.50832483692,314.20855289155,460.469456010208,221.301517275185
Australia,AUS,1965,181.11748388888915,0.029475000000000008,202.02777777777803,0,7.689756,0,0,0.296
Australia,AUS,1966,214.04755194444465,0.039299999999999974,209.38888888888837,0,7.3450428,0,0,0.284
Australia,AUS,1967,234.38776666666706,0.039299999999999974,215.25000000000048,0,7.6057874,0,0,0.29
Australia,AUS,1968,255.28498777777824,0.3045749999999995,221.69444444444503,0,7.9505006,0,0,0.282
Australia,AUS,1969,262.44812388888903,4.1264999999999965,229.2777777777776,0,8.684121,0,0,0.281
Australia,AUS,1970,290.1954216666663,17.30397462,231.69444444444406,0,10.170687,0,0,0.261
Australia,AUS,1971,305.5445647222226,25.826679361000004,232.56944444444446,0,11.5074428,0,0,0.263
Australia,AUS,1972,311.03335555555617,37.074262864000005,242.93055555555605,0,11.5533144,0,0,0.28
Australia,AUS,1973,331.89295416666636,47.06879992900001,252.9861111111112,0,12.2858392,0,0,0.338
Australia,AUS,1974,351.7351633333328,53.701990200000004,264.06944444444446,0,13.8739202,0,0,0.429
Australia,AUS,1975,348.1045194444445,57.669970587,272.54166666666714,0,14.8878016,0,0,0.489
Australia,AUS,1976,355.8214852777773,68.0772173915,281.7916666666664,0,14.1538588,0,0,0.484
Australia,AUS,1977,372.6007575,77.76843766,294.18055555555605,0,13.5439502,0,0,0.429
Australia,AUS,1978,375.31401618013024,83.72538064700001,301.8611111111113,0,14.6753494,0,0,0.405
Australia,AUS,1979,381.8075654757736,96.37518278300001,315.5416666666667,0,14.2460556,0,0,0.418
Australia,AUS,1980,366.18509648129543,110.66587906400001,324.763888888889,0,13.4665978,0,0,0.385
Australia,AUS,1981,354.3433260377304,119.94438959300001,333.1388888888891,0,13.8663438,0,0,0.404
Australia,AUS,1982,355.9768033440827,116.98083531900001,336.68055555555503,0,12.770334,0,0,0.516
Australia,AUS,1983,349.8237089155297,127.074820514,336.5555555555555,0,12.123648,0,0,0.431
Australia,AUS,1984,366.4661316482727,125.317263767697,355.9027777777776,0,13.1259488,0,0,0.441
Australia,AUS,1985,350.0728349607255,133.95262335036102,368.13888888888846,0,13.9405106,0,0,0.456
Australia,AUS,1986,358.28310746599175,146.329281252503,377.48611111111154,0,14.0257988,0,0,0.46
